date,cases,deaths,country,population,cumulative_cases,cases_7day_rollmean,cumulative_deaths,deaths_7day_rollmean
2020-04-17,31667,2299,United_States_of_America,327167434,671331,29328.285714285714,33284,2370.5714285714284
2020-04-18,30833,3770,United_States_of_America,327167434,702164,28657.714285714286,37054,2611
2020-04-19,32922,1856,United_States_of_America,327167434,735086,29305,38910,2614.5714285714284
2020-04-20,24601,1772,United_States_of_America,327167434,759687,28873.714285714286,40682,2653.4285714285716
2020-04-21,28065,1857,United_States_of_America,327167434,787752,29308.285714285714,42539,2698.5714285714284
2020-04-22,37289,2524,United_States_of_America,327167434,825041,30789.285714285714,45063,2715.1428571428573
2020-04-23,17588,1721,United_States_of_America,327167434,842629,28995,46784,2257
2020-04-24,26543,3179,United_States_of_America,327167434,869172,28263,49963,2382.714285714286
2020-04-25,21352,1054,United_States_of_America,327167434,890524,26908.571428571428,51017,1994.7142857142858
2020-04-26,48529,2172,United_States_of_America,327167434,939053,29138.14285714286,53189,2039.857142857143
2020-04-27,26857,1687,United_States_of_America,327167434,965910,29460.428571428572,54876,2027.7142857142858
2020-04-28,22541,1369,United_States_of_America,327167434,988451,28671.285714285714,56245,1958
