date,cases,deaths,country,population,cum_cases,cum_cases_per100000,cases_per100000,cases_7day_rollmean,cases_7day_rollsum,cases_14day_rollmean,cases_14day_rollsum,cases_14day_rollmean_per100000,cases_14day_rollsum_per100000,cumulative_deaths,deaths_per100000,deaths_7day_rollmean,deaths_7day_rollsum,deaths_14day_rollmean,deaths_14day_rollsum,deaths_14day_rollmean_per100000,deaths_14day_rollsum_per100000
2020-04-08,3777,1417,France,67012883,78167,116.64473531156688,5.636229678403778,3719.8571428571427,26039,3990.3571428571427,55865,5.9546119555207655,83.36456737729073,10328,15.411961905892037,972.1428571428571,6805,659.1428571428571,9228,0.9836061778492012,13.770486489888818
2020-04-09,3881,541,France,67012883,82048,122.43615902930188,5.791423717734991,3579.8571428571427,25059,4058.214285714286,56815,6.055871802611874,84.78220523656623,10869,16.21926936048998,976.7142857142857,6837,681.2857142857143,9538,1.0166488647947207,14.233084107126087
2020-04-10,4286,1341,France,67012883,86334,128.83194415020168,6.395785120899813,3889.8571428571427,27229,4084.214285714286,57179,6.094670312444677,85.32538437422548,12210,18.220377117635724,1101,7707,751,10514,1.1206800340167427,15.689520476234398
2020-04-11,4342,987,France,67012883,90676,135.31129529227985,6.479351142078158,3762.5714285714284,26338,4122.285714285715,57712,6.151482416128426,86.12075382579795,13197,19.693228240904066,955.7142857142857,6690,800.1428571428571,11202,1.1940134811732501,16.7161887364255
2020-04-12,3114,635,France,67012883,93790,139.95816296994713,4.646867677667292,3597.8571428571427,25185,4015.3571428571427,56215,5.991918214975384,83.88685500965538,13832,20.64080723105138,896,6272,822.7142857142857,11518,1.2276957039951344,17.18773985593188
2020-04-13,1613,561,France,67012883,95403,142.36516282995913,2.406999860011992,3560.714285714286,24925,3944.9285714285716,55229,5.886821152626088,82.41549613676523,14393,21.47795969321302,902.1428571428571,6315,841.9285714285714,11787,1.256368229118827,17.589155207663577
2020-04-14,2673,574,France,67012883,98076,146.35394809084696,3.9887852608878207,3383.714285714286,23686,3823.285714285714,53526,5.705299553051186,79.87419374271661,14967,22.334511410291064,865.1428571428571,6056,853.0714285714286,11943,1.272996161904314,17.821946266660397
2020-04-15,5497,762,France,67012883,103573,154.55684841972848,8.202900328881539,3629.4285714285716,25406,3674.6428571428573,51445,5.483487193265297,76.76882070571415,15729,23.47160619846784,771.5714285714286,5401,871.8571428571429,12206,1.3010291511516419,18.214408116122986
2020-04-16,2633,1438,France,67012883,106206,158.48594366548892,3.929095245760431,3451.1428571428573,24158,3515.5,49217,5.246006204508467,73.44408686311854,17167,25.6174622422975,899.7142857142857,6298,938.2142857142857,13135,1.4000506226754723,19.600708717456612
2020-04-17,2641,753,France,67012883,108847,162.42697691427483,3.9410332487859088,3216.1428571428573,22513,3553,49742,5.3019655936903956,74.22751831166553,17920,26.741126777070612,815.7142857142857,5710,958.3571428571429,13417,1.430108808864622,20.02152332410471
2020-04-18,405,761,France,67012883,109252,163.03133831743966,0.6043614031648213,2653.714285714286,18576,3208.1428571428573,44914,4.787352391842114,67.0229334857896,18681,27.876729314869202,783.4285714285714,5484,869.5714285714286,12174,1.2976182931443623,18.166656104021072
2020-04-19,2569,642,France,67012883,111821,166.86492953899625,3.8335912215566075,2575.8571428571427,18031,3086.8571428571427,43216,4.60636373883085,64.4890923436319,19323,28.834754057663808,784.4285714285714,5491,840.2142857142857,11763,1.2538100856133674,17.553341198587145
2020-04-20,785,395,France,67012883,112606,168.0363460858713,1.171416546875024,2457.5714285714284,17203,3009.1428571428573,42128,4.49039456658335,62.865523932166894,19718,29.42419295704678,760.7142857142857,5325,831.4285714285714,11640,1.2406996001478872,17.36979440207042
2020-04-21,2051,547,France,67012883,114657,171.0969516115282,3.06060552565691,2368.714285714286,16581,2876.214285714286,40267,4.292031855597506,60.08844597836509,20265,30.240453913913836,756.8571428571429,5298,811,11354,1.2102150567078274,16.943010793909583
2020-04-22,2667,531,France,67012883,117324,175.0767833701469,3.979831758618712,1964.4285714285713,13751,2796.9285714285716,39157,4.173717718470002,58.43204805858002,20796,31.032838864729936,723.8571428571429,5067,747.7142857142857,10468,1.1157769256312784,15.6208769588379
2020-04-23,1827,544,France,67012883,119151,177.80312481109044,2.726341440943527,1849.2857142857142,12945,2650.214285714286,37103,3.954783270127754,55.36696578178856,21340,31.844623070462436,596.1428571428571,4173,747.9285714285714,10471,1.116096693569461,15.625353709972455
2020-04-24,1653,516,France,67012883,120804,180.2698146862298,2.466689875139382,1708.142857142857,11957,2462.1428571428573,34470,3.674133609716295,51.43787053602812,21856,32.61462426560576,562.2857142857143,3936,689,9646,1.0281605105692886,14.39424714797004
2020-04-25,1773,389,France,67012883,122577,182.91557460675136,2.645759920521551,1903.5714285714287,13325,2278.6428571428573,31901,3.4003056653193946,47.60427931447152,22245,33.19510966271963,509.14285714285717,3564,646.2857142857143,9048,0.9644201015582546,13.501881421815563
2020-04-26,1537,369,France,67012883,124114,185.2091634380213,2.2935888312699517,1756.142857142857,12293,2166,30324,3.2322143191481554,45.251000468074174,22614,33.7457500522698,470.14285714285717,3291,627.2857142857143,8782,0.9360673443727445,13.104942821218422
2020-04-27,461,242,France,67012883,124575,185.89709086236448,0.687927424343167,1709.857142857143,11969,2083.714285714286,29172,3.1094234308860966,43.531928032405354,22856,34.10687464379051,448.2857142857143,3138,604.5,8463,0.9020653536126777,12.628914950577489
2020-04-28,1195,437,France,67012883,125770,187.68033006429525,1.783239201930769,1587.5714285714287,11113,1978.142857142857,27694,2.9518844266748787,41.3263819734483,23293,34.758988059057245,432.57142857142856,3028,594.7142857142857,8326,0.8874626177690127,12.424476648766179
2020-04-29,1065,367,France,67012883,126835,189.269576717062,1.5892466527667524,1358.7142857142858,9511,1661.5714285714287,23262,2.47948059266668,34.71272829733351,23660,35.30664394785104,409.14285714285717,2864,566.5,7931,0.8453598392416575,11.835037749383204
2020-04-30,1607,427,France,67012883,128442,191.66762307480488,2.3980463577428837,1327.2857142857142,9291,1588.2857142857142,22236,2.370119957808283,33.18167940931597,24087,35.94383485933593,392.42857142857144,2747,494.2857142857143,6920,0.7375980440741734,10.326372617038428
2020-05-01,1139,289,France,67012883,129581,193.3672962555573,1.6996731807524235,1253.857142857143,8777,1481,20734,2.2100228100916057,30.940319341282482,24376,36.37509521863132,360,2520,461.14285714285717,6456,0.688140602968622,9.633968441560707
2020-05-02,604,218,France,67012883,130185,194.2686154839809,0.9013192284235854,1086.857142857143,7608,1495.2142857142858,20933,2.2312340833243747,31.237277166541247,24594,36.7004058010756,335.57142857142856,2349,422.35714285714283,5913,0.6302626061575993,8.823676486206391
2020-05-03,794,166,France,67012883,130979,195.4534622842596,1.1848468002786867,980.7142857142857,6865,1368.4285714285713,19158,2.0420380532330946,28.588532745263326,24760,36.94811936385426,306.57142857142856,2146,388.35714285714283,5437,0.579526093299318,8.113365306190452
2020-05-04,308,135,France,67012883,131287,195.9130754007405,0.45961311648090114,958.8571428571429,6712,1334.357142857143,18681,1.9911949510620859,27.876729314869202,24895,37.1495731649092,291.2857142857143,2039,369.7857142857143,5177,0.5518128719901728,7.725380207862419
2020-05-05,576,306,France,67012883,131863,196.7726116185749,0.8595362178344126,870.4285714285714,6093,1229,17206,1.8339757147890503,25.675660007046705,25201,37.60620178063373,272.57142857142856,1908,352.57142857142856,4936,0.5261248476228497,7.365747866719897
2020-05-06,1104,330,France,67012883,132967,198.42005603609084,1.6474444175159573,876,6132,1117.357142857143,15643,1.6673766189959964,23.34327266594395,25531,38.0986444054347,267.2857142857143,1871,338.2142857142857,4735,0.5047003957646259,7.065805540704763
2020-05-07,4183,278,France,67012883,137150,204.66213936803763,6.242083331946784,1244,8708,1285.642857142857,17999,1.9185010397819433,26.85901455694721,25809,38.51349001057006,246,1722,319.2142857142857,4469,0.4763476385791158,6.668866940107621
2020-05-08,629,178,France,67012883,137779,205.60076485591586,0.938625487878204,1171.142857142857,8198,1212.5,16975,1.809353583549002,25.33095016968603,25987,38.77911057788694,230.14285714285714,1611,295.07142857142856,4131,0.44032045087722693,6.164486312281177
2020-05-09,642,243,France,67012883,138421,206.55878959871043,0.9580247427946056,1176.5714285714287,8236,1131.7142857142858,15844,1.6888010708542203,23.643214991959084,26230,39.14172741978584,233.71428571428572,1636,284.64285714285717,3985,0.42475841121901464,5.946617757066205
2020-05-10,433,80,France,67012883,138854,207.20493401246443,0.6461444137539941,1125,7875,1052.857142857143,14740,1.5711264696030804,21.995770574443128,26310,39.26110745004061,221.42857142857142,1550,264,3696,0.3939540998407724,5.5153573977708135
2020-05-11,209,70,France,67012883,139063,207.51681434150504,0.31188032904061147,1110.857142857143,7776,1034.857142857143,14488,1.5442659627957551,21.61972347914057,26380,39.36556497651355,212.14285714285714,1485,251.71428571428572,3524,0.3756207380516456,5.258690332723038
2020-05-12,456,263,France,67012883,139519,208.1972805139573,0.6804661724522433,1093.7142857142858,7656,982.0714285714286,13749,1.465496460690146,20.516950449662044,26643,39.75802682597613,206,1442,239.28571428571428,3350,0.3570741976370637,4.9990387669188925
2020-05-13,708,348,France,67012883,140227,209.2537937817121,1.0565132677547988,1037.142857142857,7260,956.5714285714286,13392,1.427444076046435,19.984217064650093,26991,40.27732995758443,208.57142857142858,1460,237.92857142857142,3331,0.3550490006952416,4.970686009733382
2020-05-14,507,83,France,67012883,140734,210.01036472345177,0.7565709417396652,512,3584,878,12292,1.3101958320462053,18.34274164864687,27074,40.401186738973756,180.71428571428572,1265,213.35714285714286,2987,0.3183822771169879,4.45735187963783
2020-05-15,622,351,France,67012883,141356,210.93854445868266,0.9281797352309108,511,3577,841.0714285714286,11775,1.2550891573660972,17.57124820312536,27425,40.92496662171661,205.42857142857142,1438,217.78571428571428,3049,0.32499081450609174,4.549871403085285
2020-05-16,563,130,France,67012883,141919,211.77868142160068,0.8401369629180109,499.7142857142857,3498,838.1428571428571,11734,1.2507189955442704,17.510065937619785,27555,41.11895917088062,189.28571428571428,1325,211.5,2961,0.31561095498607333,4.418553369805027
2020-05-17,372,88,France,67012883,142291,212.3337985622854,0.5551171406847247,491,3437,808,11312,1.205738305573273,16.880336278025823,27643,41.25027720416088,190.42857142857142,1333,205.92857142857142,2883,0.30729698859332977,4.3021578403066165
2020-05-18,120,68,France,67012883,142411,212.51286860766757,0.17907004538216928,478.2857142857143,3348,794.5714285714286,11124,1.1856995147805065,16.599793206927092,27711,41.35175022987744,190.14285714285714,1331,201.14285714285714,2816,0.3001555046405885,4.202177064968239
2020-05-19,492,186,France,67012883,142903,213.24705579373446,0.734187186066894,483.42857142857144,3384,788.5714285714286,11040,1.176746012511398,16.474444175159572,27897,41.6293088002198,179.14285714285714,1254,192.57142857142858,2696,0.2873647871132907,4.02310701958607
2020-05-20,524,125,France,67012883,143427,214.0289949919033,0.7819391981688059,457.14285714285717,3200,747.1428571428571,10460,1.1149242111294586,15.608938955812421,28022,41.815840097492895,147.28571428571428,1031,177.92857142857142,2491,0.26551397800415694,3.717195692058197
2020-05-21,418,110,France,67012883,143845,214.6527556499845,0.6237606580812229,444.42857142857144,3111,478.2142857142857,6695,0.7136154487104901,9.990616281946862,28132,41.97998763909322,151.14285714285714,1058,165.92857142857142,2323,0.24760697346594,3.46649762852316
2020-05-22,318,83,France,67012883,144163,215.12729127024724,0.4745356202627486,401,2807,456,6384,0.6804661724522433,9.526526414331405,28215,42.10384442048255,112.85714285714286,790,159.14285714285714,2228,0.23748098875682924,3.3247338425956094
2020-05-23,403,74,France,67012883,144566,215.7286681726557,0.6013769024084519,378.14285714285717,2647,438.92857142857144,6145,0.6549913267103752,9.169878573945251,28289,42.214270948468226,104.85714285714286,734,147.07142857142858,2059,0.21946739490588488,3.0725435286823877
2020-05-24,240,43,France,67012883,144806,216.08680826342004,0.35814009076433856,359.2857142857143,2515,425.14285714285717,5952,0.6344195893539712,8.881874250955596,28332,42.27843771473017,98.42857142857143,689,144.42857142857142,2022,0.215523590334968,3.0173302646895523
2020-05-25,115,35,France,67012883,144921,216.25841705691127,0.17160879349124555,358.57142857142856,2510,418.42857142857144,5858,0.624400193957588,8.74160271540623,28367,42.33066647796663,93.71428571428571,656,141.92857142857142,1987,0.21179296438950615,2.9651015014530864
2020-05-26,358,65,France,67012883,145279,216.79264269230143,0.5342256353901383,339.42857142857144,2376,411.42857142857144,5760,0.6139544413102946,8.595362178344125,28432,42.42766275254864,76.42857142857143,535,127.78571428571429,1789,0.1906882804694648,2.669635926572507
2020-05-27,276,98,France,67012883,145555,217.2045037966804,0.4118611043789893,304,2128,380.57142857142856,5328,0.5679078582120225,7.950710014968316,28530,42.57390328961075,72.57142857142857,508,109.92857142857143,1539,0.16404095228759435,2.296573332026321
2020-05-28,191,66,France,67012883,145746,217.4895236189137,0.2850198222332861,271.57142857142856,1901,358,5012,0.5342256353901383,7.479158895461937,28596,42.672391814570936,66.28571428571429,464,108.71428571428571,1522,0.16222893397122715,2.27120507559718
2020-05-29,3325,66,France,67012883,149071,222.45125612637798,4.961732507464274,701.1428571428571,4908,551.0714285714286,7715,0.8223365476925214,11.5127116676953,28662,42.77088033953113,63.857142857142854,447,88.35714285714286,1237,0.13185097984389488,1.8459137178145284
2020-05-30,597,52,France,67012883,149668,223.34212960215427,0.8908734757762922,728.8571428571429,5102,553.5,7749,0.8259605843252558,11.56344818055358,28714,42.848477359196735,60.714285714285715,425,82.78571428571429,1159,0.12353701345115131,1.7295181883161184
2020-05-31,1828,57,France,67012883,151496,226.06996329347598,2.727833691321712,955.7142857142857,6690,657.5,9205,0.9811546236564692,13.736164731190568,28771,42.93353563075327,62.714285714285715,439,80.57142857142857,1128,0.12023274475659937,1.683258426592391
2020-06-01,257,31,France,67012883,151753,226.45347164066945,0.3835083471934792,976,6832,667.2857142857143,9342,0.9957573595001342,13.940603033001878,28802,42.979795392476994,62.142857142857146,435,77.92857142857143,1091,0.11628894018568255,1.6280451625995558
2020-06-02,338,31,France,67012883,152091,226.95785226849588,0.5043806278264434,973.1428571428571,6812,656.2857142857143,9188,0.9793426053401021,13.710796474761429,28833,43.026055154200726,57.285714285714285,401,66.85714285714286,936,0.09976759671292289,1.3967463539809204
2020-06-03,-766,107,France,67012883,151325,225.81478847880638,-1.143063789689514,824.2857142857143,5770,564.1428571428571,7898,0.8418423919216506,11.785793486903108,28940,43.185725944666494,58.57142857142857,410,65.57142857142857,918,0.0978489890838282,1.369885847173595
2020-06-04,352,81,France,67012883,151677,226.3400606119274,0.5252721331210298,847.2857142857143,5931,559.4285714285714,7832,0.8348074972816368,11.687304961942916,29021,43.30659822529945,60.714285714285715,425,63.5,889,0.09475789901473124,1.3266105862062374
2020-06-05,767,44,France,67012883,152444,227.4846166519951,1.1445560400676986,481.85714285714283,3373,591.5,8281,0.8826660986962761,12.357325381747865,29065,43.372257241939586,57.57142857142857,403,60.714285714285715,850,0.09060091581835945,1.2684128214570325
2020-06-06,611,46,France,67012883,153055,228.396381633066,0.9117649810708786,483.85714285714283,3387,606.3571428571429,8489,0.9048366757435923,12.667713460410292,29111,43.44090075933608,56.714285714285715,397,58.714285714285715,822,0.08761641506198997,1.2266298108678595
2020-06-07,579,31,France,67012883,153634,229.26039460203495,0.8640129689689667,305.42857142857144,2138,630.5714285714286,8828,0.9409704527582086,13.17358633861492,29142,43.487160521059806,53,371,57.857142857142854,810,0.08633734330926018,1.2087228063296427
2020-06-08,343,13,France,67012883,153977,229.77223648175232,0.5118418797173672,317.7142857142857,2224,646.8571428571429,9056,0.9652728160600744,13.513819424841042,29155,43.506559775976214,50.42857142857143,353,56.285714285714285,788,0.08399237842925558,1.1758932980095782
2020-06-09,211,54,France,67012883,154188,230.0871013115493,0.314864829796981,299.57142857142856,2097,636.3571428571429,8909,0.9496041870891346,13.294458619247884,29209,43.58714129639819,53.714285714285715,376,55.5,777,0.0828198959892533,1.159478543849546
2020-06-10,403,87,France,67012883,154591,230.68847821395775,0.6013769024084519,466.57142857142856,3266,645.4285714285714,9036,0.9631410298055247,13.483974417277347,29296,43.71696707930026,50.857142857142854,356,54.714285714285715,766,0.081647413549251,1.143063789689514
2020-06-11,545,23,France,67012883,155136,231.50175467006844,0.8132764561106854,494.14285714285717,3459,670.7142857142857,9390,1.0008736465110533,14.012231051154746,29319,43.75128883799851,42.57142857142857,298,51.642857142857146,723,0.07706407310196928,1.0788970234275699
2020-06-12,425,27,France,67012883,155561,232.13596108079696,0.6342064107285162,445.2857142857143,3117,463.57142857142856,6490,0.6917646396013563,9.684704954418988,29346,43.791579598209495,40.142857142857146,281,48.857142857142854,684,0.0729070899055975,1.020699258678365
2020-06-13,726,28,France,67012883,156287,233.21933485535908,1.0833737745621241,461.7142857142857,3232,472.7857142857143,6619,0.7055146609432015,9.87720525320482,29374,43.83336260879867,37.57142857142857,263,47.142857142857146,660,0.07034894640013793,0.984885249601931
2020-06-14,526,24,France,67012883,156813,234.00425855428426,0.7849236989251753,454.14285714285717,3179,379.7857142857143,5317,0.5667353757720203,7.934295260808284,29398,43.869176617875105,36.57142857142857,256,44.785714285714285,627,0.06683149908013103,0.9356409871218345
2020-06-15,407,9,France,67012883,157220,234.61160445820545,0.6073459039211908,463.2857142857143,3243,390.5,5467,0.5827237726811425,8.158132817535995,29407,43.88260687127877,36,252,43.214285714285715,605,0.06448653420012644,0.9028114788017702
2020-06-16,152,29,France,67012883,157372,234.83842651568952,0.22682205748408107,454.85714285714283,3184,377.2142857142857,5281,0.5628981605138309,7.880574247193633,29436,43.92588213224612,32.42857142857143,227,43.07142857142857,603,0.06427335557467147,0.8998269780454006
2020-06-17,344,111,France,67012883,157716,235.35176064578508,0.513334130095552,446.42857142857144,3125,456.5,6391,0.6812122976413356,9.536972166978698,29547,44.09152192422463,35.857142857142854,251,43.357142857142854,607,0.0646997128255814,0.9057959795581396
2020-06-18,458,28,France,67012883,158174,236.0352113189937,0.6834506732086127,434,3038,464.07142857142856,6497,0.6925107647904487,9.695150707066281,29575,44.1333049348138,36.57142857142857,256,39.57142857142857,554,0.059050479251024864,0.8267067095143482
2020-06-19,467,28,France,67012883,158641,236.73209224560597,0.6968809266122754,440,3080,442.64285714285717,6197,0.6605339709722042,9.247475593610858,29603,44.17508794540298,36.714285714285715,257,38.42857142857143,538,0.05734505024738516,0.8028307034633922
2020-06-20,811,14,France,67012883,159452,237.9423073023138,1.2102150567078274,452.14285714285717,3165,456.92857142857144,6397,0.6818518335177005,9.545925669247808,29617,44.195979450697564,34.714285714285715,243,36.142857142857146,506,0.053934192240105754,0.7550786913614804
2020-06-21,641,16,France,67012883,160093,238.8988397947302,0.9565324924164209,468.57142857142856,3280,461.35714285714283,6459,0.6884603709068043,9.638445192695261,29633,44.21985545674852,33.57142857142857,235,35.07142857142857,491,0.05233535254919352,0.7326949356887092
2020-06-22,284,7,France,67012883,160377,239.32263890213468,0.4237991074044673,451,3157,457.14285714285717,6400,0.682171601455883,9.550402420382362,29640,44.23030120939581,33.285714285714285,233,34.642857142857146,485,0.05169581667282864,0.7237414334196008
2020-06-23,373,23,France,67012883,160750,239.8792482931976,0.5566093910629095,482.57142857142856,3378,468.7142857142857,6562,0.699439070117735,9.79214698164829,29663,44.26462296809406,32.42857142857143,227,32.42857142857143,454,0.0483915479782767,0.6774816716958738
2020-06-24,517,57,France,67012883,161267,240.65074173871912,0.7714934455215127,507.2857142857143,3551,476.85714285714283,6676,0.7115902517686679,9.962263524761351,29720,44.34968123965059,24.714285714285715,173,30.285714285714285,424,0.04519386859645225,0.6327141603503315
2020-06-25,81,11,France,67012883,161348,240.77161401935209,0.12087228063296426,453.42857142857144,3174,443.7142857142857,6212,0.6621328106631165,9.26985934928363,29731,44.366095993810625,22.285714285714285,156,29.428571428571427,412,0.043914796843722466,0.6148071558121145
2020-06-26,0,21,France,67012883,161348,240.77161401935209,0,386.7142857142857,2707,413.35714285714283,5787,0.6168323527539367,8.635652938555113,29752,44.3974332517525,21.285714285714285,149,29,406,0.04327526096735758,0.605853653543006
2020-06-27,1588,26,France,67012883,162936,243.14130761990944,2.3696936005573734,497.7142857142857,3484,474.92857142857144,6649,0.708712340325026,9.921972764550363,29778,44.436231761585304,23,161,28.857142857142858,404,0.04306208234190261,0.6028691527866366
2020-06-28,0,0,France,67012883,162936,243.14130761990944,0,406.14285714285717,2843,437.35714285714283,6123,0.6526463618303705,9.137049065625188,29778,44.436231761585304,20.714285714285715,145,27.142857142857142,380,0.04050393883644305,0.5670551437102027
2020-06-29,0,0,France,67012883,162936,243.14130761990944,0,365.57142857142856,2559,408.2857142857143,5716,0.6092645115502855,8.529703161703997,29778,44.436231761585304,19.714285714285715,138,26.5,371,0.039544635021895716,0.55362489030654
2020-06-30,1324,35,France,67012883,164260,245.11704712062604,1.975739500716601,501.42857142857144,3510,492,6888,0.734187186066894,10.278620604936517,29813,44.488460524821775,21.428571428571427,150,26.928571428571427,377,0.0401841708982606,0.5625783925756485
2020-07-01,541,30,France,67012883,164801,245.924354575224,0.8073074545979465,504.85714285714283,3534,506.07142857142856,7085,0.7551852806742079,10.572593929438911,29843,44.533228036167316,17.571428571428573,123,21.142857142857142,296,0.03155043656733458,0.4417061119426842
2020-07-02,918,18,France,67012883,165719,247.2942404223976,1.369885847173595,624.4285714285714,4371,538.9285714285714,7545,0.8042163645288496,11.259029103403893,29861,44.56008854297464,18.571428571428573,130,20.428571428571427,286,0.03048454344005977,0.42678360816083677
2020-07-03,659,14,France,67012883,166378,248.27763342162135,0.9833929992237462,718.5714285714286,5030,552.6428571428571,7737,0.824681512572526,11.545541176015364,29875,44.580980048269225,17.571428571428573,123,19.428571428571427,272,0.028992293061875025,0.4058921028662504
2020-07-04,582,18,France,67012883,166960,249.14612314172484,0.868489720103521,574.8571428571429,4024,536.2857142857143,7508,0.8002725599579328,11.203815839411059,29893,44.60784055507655,16.428571428571427,115,19.714285714285715,276,0.029418650312784955,0.4118611043789893
2020-07-05,0,0,France,67012883,166960,249.14612314172484,0,574.8571428571429,4024,490.5,6867,0.7319488104996169,10.247283346994637,29893,44.60784055507655,16.428571428571427,115,18.571428571428573,260,0.027713221309145247,0.38798509832803346
2020-07-06,0,0,France,67012883,166960,249.14612314172484,0,574.8571428571429,4024,470.2142857142857,6583,0.7016774456850121,9.82348423959017,29893,44.60784055507655,16.428571428571427,115,18.071428571428573,253,0.026967096120052877,0.3775393456807402
2020-07-07,1375,27,France,67012883,168335,251.19796741172888,2.051844270004023,582.1428571428571,4075,541.7857142857143,7585,0.8084799370379488,11.318719118531282,29920,44.64813131528754,15.285714285714286,107,18.357142857142858,257,0.0273934533709628,0.3835083471934792
2020-07-08,475,13,France,67012883,168810,251.90678634136663,0.7088189296377534,572.7142857142857,4009,538.7857142857143,7543,0.8040031859033946,11.256044602647524,29933,44.667530570203944,12.857142857142858,90,15.214285714285714,213,0.022703523610953603,0.31784933055335046
2020-07-09,663,32,France,67012883,169473,252.89614834210312,0.9893620007364853,536.2857142857143,3754,580.3571428571429,8125,0.866038165910789,12.124534322751044,29965,44.71528258230585,14.857142857142858,104,16.714285714285715,234,0.024941899178230722,0.3491865884952301
2020-07-10,621,14,France,67012883,170094,253.82283582695584,0.926687484852726,530.8571428571429,3716,624.7142857142857,8746,0.9322301291145549,13.05122180760377,29979,44.73617408760044,14.857142857142858,104,16.214285714285715,227,0.02419577398913835,0.3387408358479369
2020-07-11,658,25,France,67012883,170752,254.8047365758014,0.9819007488455616,541.7142857142857,3792,558.2857142857143,7816,0.8331020682779972,11.663428955891959,30004,44.773480347055056,15.857142857142858,111,16.142857142857142,226,0.024089184676410868,0.3372485854697521
2020-07-12,0,0,France,67012883,170752,254.8047365758014,0,541.7142857142857,3792,558.2857142857143,7816,0.8331020682779972,11.663428955891959,30004,44.773480347055056,15.857142857142858,111,16.142857142857142,226,0.024089184676410868,0.3372485854697521
2020-07-13,0,0,France,67012883,170752,254.8047365758014,0,541.7142857142857,3792,558.2857142857143,7816,0.8331020682779972,11.663428955891959,30004,44.773480347055056,15.857142857142858,111,16.142857142857142,226,0.024089184676410868,0.3372485854697521
2020-07-14,1625,25,France,67012883,172377,257.2296434403516,2.4249068645502088,577.4285714285714,4042,579.7857142857143,8117,0.8651854514089692,12.112596319725567,30029,44.81078660650968,15.571428571428571,109,15.428571428571429,216,0.02302329154913605,0.3223260816879047
2020-07-15,0,0,France,67012883,172377,257.2296434403516,0,509.57142857142856,3567,541.1428571428571,7576,0.8075206332234014,11.30528886512762,30029,44.81078660650968,13.714285714285714,96,13.285714285714286,186,0.0198256121673116,0.27755857034236237
2020-07-16,927,91,France,67012883,173304,258.6129595409289,1.3833161005772576,547.2857142857143,3831,541.7857142857143,7585,0.8084799370379488,11.318719118531282,30120,44.946581390924486,22.142857142857142,155,18.5,259,0.027606631996417764,0.3864928479498487
2020-07-17,534,18,France,67012883,173838,259.4098212428795,0.7968617019506533,534.8571428571429,3744,532.8571428571429,7460,0.7951562729470136,11.13218782125819,30138,44.97344189773182,22.714285714285715,159,18.785714285714285,263,0.028032989247327687,0.39246184946258766
2020-07-18,836,14,France,67012883,174674,260.657342559042,1.2475213161624459,560.2857142857143,3922,551,7714,0.822229958379794,11.511219417317115,30152,44.9943334030264,21.142857142857142,148,18.5,259,0.027606631996417764,0.3864928479498487
2020-07-19,0,0,France,67012883,174674,260.657342559042,0,560.2857142857143,3922,551,7714,0.822229958379794,11.511219417317115,30152,44.9943334030264,21.142857142857142,148,18.5,259,0.027606631996417764,0.3864928479498487
2020-07-20,0,0,France,67012883,174674,260.657342559042,0,560.2857142857143,3922,551,7714,0.822229958379794,11.511219417317115,30152,44.9943334030264,21.142857142857142,148,18.5,259,0.027606631996417764,0.3864928479498487
2020-07-21,2080,13,France,67012883,176754,263.7612233456662,3.1038807866242677,625.2857142857143,4377,601.3571428571429,8419,0.8973754238526686,12.56325593393736,30165,45.0137326579428,19.428571428571427,136,17.5,245,0.02611438161823302,0.3656013426552623
2020-07-22,584,0,France,67012883,177338,264.63269756652613,0.8714742208598905,708.7142857142857,4961,609.1428571428571,8528,0.908993658939964,12.725911225159496,30165,45.0137326579428,19.428571428571427,136,16.571428571428573,232,0.02472872055277576,0.34620208773886063
2020-07-23,998,7,France,67012883,178336,266.1219634439545,1.4892658774283745,718.8571428571429,5032,633.0714285714286,8863,0.9447010787036704,13.225815101851387,30172,45.024178410590096,7.428571428571429,52,14.785714285714286,207,0.022063987734588716,0.308895828284242
2020-07-24,1062,10,France,67012883,179398,267.7067333455867,1.584769901632198,794.2857142857143,5560,664.5714285714286,9304,0.9917069656164899,13.883897518630858,30182,45.03910091437194,6.285714285714286,44,14.5,203,0.02163763048367879,0.302926826771503
2020-07-25,1130,10,France,67012883,180528,269.39297627293547,1.6862429273487607,836.2857142857143,5854,698.2857142857143,9776,1.0420171212238614,14.588239697134057,30192,45.05402341815379,5.714285714285714,40,13.428571428571429,188,0.02003879079276656,0.2805430710987319
2020-07-26,0,0,France,67012883,180528,269.39297627293547,0,836.2857142857143,5854,698.2857142857143,9776,1.0420171212238614,14.588239697134057,30192,45.05402341815379,5.714285714285714,40,13.428571428571429,188,0.02003879079276656,0.2805430710987319
2020-07-27,0,0,France,67012883,180528,269.39297627293547,0,836.2857142857143,5854,698.2857142857143,9776,1.0420171212238614,14.588239697134057,30192,45.05402341815379,5.714285714285714,40,13.428571428571429,188,0.02003879079276656,0.2805430710987319
2020-07-28,2551,17,France,67012883,183079,273.19970698768475,3.806730714749282,903.5714285714286,6325,764.4285714285714,10702,1.1407188248095093,15.97006354733313,30209,45.07939167458293,6.285714285714286,44,12.857142857142858,180,0.019186076290946708,0.2686050680732539
2020-07-29,725,14,France,67012883,183804,274.2815885118687,1.0818815241839395,923.7142857142857,6466,816.2142857142857,11427,1.2179960765369335,17.051945071517068,30223,45.100283179877515,8.285714285714286,58,13.857142857142858,194,0.020678326669131452,0.28949657336784035
