date,cases,deaths,country,population,cumulative_cases,cases_per100000,cases_7day_rollmean,cases_14day_rollmean,cases_14day_rollmean_per100000,cumulative_deaths,deaths_per100000,deaths_7day_rollmean,deaths_14day_rollmean,deaths_14day_rollmean_per100000
2020-05-05,685,139,Germany,83019213,163860,197.37599777054018,1074.7142857142858,1457.357142857143,1.7554456254085942,6831,8.228215798673013,131.14285714285714,159.5,0.19212420141829095
2020-05-06,1037,165,Germany,83019213,164897,198.625106214871,1036.5714285714287,1371.642857142857,1.6521993013145728,6996,8.426964972554003,125.85714285714286,151.21428571428572,0.1821437234225356
2020-05-07,1194,123,Germany,83019213,166091,200.0633275095007,996,1288.9285714285713,1.5525665985638424,7119,8.575123447628924,118.71428571428571,144.64285714285714,0.17422817190866063
2020-05-08,1209,147,Germany,83019213,167300,201.51961691084688,1168.7142857142858,1208.357142857143,1.4555150539154627,7266,8.75219089345017,139.71428571428572,138.92857142857142,0.1673450836357259
2020-05-09,1251,103,Germany,83019213,168551,203.02649701099912,978.2857142857143,1150.9285714285713,1.3863400167724684,7369,8.876258559569818,113.42857142857143,133.5,0.1608061497764379
2020-05-10,667,26,Germany,83019213,169218,203.82992548965743,960.2857142857143,1074.5,1.2942787111219665,7395,8.907576611211672,106.57142857142857,125.35714285714286,0.1509977489875059
2020-05-11,357,22,Germany,83019213,169575,204.25994642950903,914.2857142857143,1027.2857142857142,1.237407194266843,7417,8.93407650106247,103.57142857142857,119.07142857142857,0.14342635188727768
2020-05-12,933,116,Germany,83019213,170508,205.38378266727244,949.7142857142857,1012.2142857142857,1.2192530489469777,7533,9.073803193003046,100.28571428571429,115.71428571428571,0.1393825375269285
2020-05-13,798,101,Germany,83019213,171306,206.3450059445878,915.5714285714286,976.0714285714286,1.1757175156206654,7634,9.195461778227168,91.14285714285714,108.5,0.1306926385823484
2020-05-14,933,89,Germany,83019213,172239,207.4688421823512,878.2857142857143,937.1428571428571,1.1288264767612974,7723,9.302665878078127,86.28571428571429,102.5,0.12346539589576692
2020-05-15,913,101,Germany,83019213,173152,208.56858761115936,836,1002.3571428571429,1.2073797216761653,7824,9.424324463302248,79.71428571428571,109.71428571428571,0.13215529484034702
2020-05-16,620,57,Germany,83019213,173772,209.31540268877276,745.8571428571429,862.0714285714286,1.0383999045756174,7881,9.492983268824771,73.14285714285714,93.28571428571429,0.11236641605565965
2020-05-17,583,33,Germany,83019213,174355,210.01764976981895,733.8571428571429,847.0714285714286,1.0203317978591637,7914,9.53273310360097,74.14285714285714,90.35714285714286,0.1088388333157806
2020-05-18,342,21,Germany,83019213,174697,210.42960260295408,731.7142857142857,823,0.9913367885094261,7935,9.558028453004004,74,88.78571428571429,0.10694598404072354
2020-05-19,513,72,Germany,83019213,175210,211.0475318526568,671.7142857142857,810.7142857142857,0.9765381487226164,8007,9.644755365242982,67.71428571428571,84,0.10118139761214069
2020-05-20,797,83,Germany,83019213,176007,212.00755058952439,671.5714285714286,793.5714285714286,0.9558888839038122,8090,9.74473222240736,65.14285714285714,78.14285714285714,0.09412623213238258
2020-05-21,745,57,Germany,83019213,176752,212.90493322310823,644.7142857142857,761.5,0.9172575509719659,8147,9.813391027929883,60.57142857142857,73.42857142857143,0.08844768430721142
2020-05-22,460,27,Germany,83019213,177212,213.4590218290795,580,708,0.8528146370166144,8174,9.8459136200195,50,64.85714285714286,0.07812305189780931
2020-05-23,638,42,Germany,83019213,177850,214.22751863475264,582.5714285714286,664.2142857142857,0.8000729731252519,8216,9.89650431882557,47.857142857142854,60.5,0.07287469708969657
2020-05-24,431,31,Germany,83019213,178281,214.74667556773875,560.8571428571429,647.3571428571429,0.7797678627200946,8247,9.933845072706243,47.57142857142857,60.857142857142854,0.07330489010675499
2020-05-25,289,10,Germany,83019213,178570,215.09478775714243,553.2857142857143,642.5,0.7739172376881,8257,9.945890477183879,46,60,0.07227242686581478
2020-05-26,432,45,Germany,83019213,179002,215.6151492305763,541.7142857142857,606.7142857142857,0.7308118973788461,8302,10.000094797333238,42.142857142857146,54.92857142857143,0.0661636860235852
2020-05-27,362,47,Germany,83019213,179364,216.05119287266672,479.57142857142856,575.5714285714286,0.6932990662913517,8349,10.056708198378127,37,51.07142857142857,0.061517601439354246
2020-05-28,353,62,Germany,83019213,179717,216.47639565072726,423.57142857142856,534.1428571428571,0.6433966763125749,8411,10.131389706139469,37.714285714285715,49.142857142857146,0.05919455914723878
2020-05-29,741,39,Germany,83019213,180458,217.36896012252006,463.7142857142857,521.8571428571429,0.6285980365257653,8450,10.178366783602248,39.42857142857143,44.714285714285715,0.05386016573571435
2020-05-30,738,39,Germany,83019213,181196,218.2579109729696,478,530.2857142857143,0.638750591728344,8489,10.225343861065028,39,43.42857142857143,0.05231147087430404
2020-05-31,286,11,Germany,83019213,181482,218.60240954102997,457.2857142857143,509.07142857142856,0.6131971265150737,8500,10.238593805990428,36.142857142857146,41.857142857142854,0.050418621599246975
2020-06-01,333,11,Germany,83019213,181815,219.00352151013524,463.57142857142856,508.42857142857144,0.6124227790843686,8511,10.251843750915826,36.285714285714285,41.142857142857146,0.04955823556513014
2020-06-02,213,11,Germany,83019213,182028,219.2600886255089,432.2857142857143,487,0.5866111980608634,8522,10.265093695841227,31.428571428571427,36.785714285714285,0.044309880757017396
2020-06-03,342,29,Germany,83019213,182370,219.67204145864403,429.42857142857144,454.5,0.547463633508547,8551,10.30002536882637,28.857142857142858,32.92857142857143,0.039663796172786446
2020-06-04,394,30,Germany,83019213,182764,220.14663039506289,435.2857142857143,429.42857142857144,0.5172640837110458,8581,10.336161582259278,24.285714285714285,31,0.03734075388067097
2020-06-05,507,32,Germany,83019213,183271,220.75733240207902,401.85714285714283,432.7857142857143,0.521307898071395,8613,10.374706876587712,23.285714285714285,31.357142857142858,0.03777094689772939
2020-06-06,407,33,Germany,83019213,183678,221.2475803643188,354.57142857142856,416.2857142857143,0.5014329806832959,8646,10.41445671136391,22.428571428571427,30.714285714285715,0.03699659946702424
2020-06-07,301,22,Germany,83019213,183979,221.61014703909564,356.7142857142857,407,0.49024796223977696,8668,10.440956601214708,24,30.071428571428573,0.036222252036319076
2020-06-08,214,6,Germany,83019213,184193,221.86791869491705,339.7142857142857,401.64285714285717,0.4837950669839007,8674,10.44818384390129,23.285714285714285,29.785714285714285,0.035878097622672335
2020-06-09,350,37,Germany,83019213,184543,222.28950785163428,359.2857142857143,395.7857142857143,0.4767399015041425,8711,10.492751840468543,27,29.214285714285715,0.03518978879537887
2020-06-10,318,18,Germany,83019213,184861,222.67255171402311,355.85714285714283,392.64285714285717,0.47295420295402846,8729,10.514433568528288,25.428571428571427,27.142857142857142,0.03269466929644002
2020-06-11,555,26,Germany,83019213,185416,223.3410716625319,378.85714285714283,407.07142857142856,0.4903340008431886,8755,10.54575162017014,24.857142857142858,24.571428571428573,0.02959727957361939
2020-06-12,258,8,Germany,83019213,185674,223.6518430980549,343.2857142857143,372.57142857142856,0.4487773553953451,8763,10.55538794375225,21.428571428571427,22.357142857142858,0.026930082867857176
2020-06-13,348,18,Germany,83019213,186022,224.07102317387663,334.85714285714283,344.7142857142857,0.4152223000647883,8781,10.577069671811994,19.285714285714285,20.857142857142858,0.025123272196211806
2020-06-14,247,6,Germany,83019213,186269,224.36854466447423,327.14285714285717,341.92857142857144,0.4118667945317326,8787,10.584296914498575,17,20.5,0.024693079179153383
2020-06-15,192,4,Germany,83019213,186461,224.59981643044483,324,331.85714285714283,0.39973535145068506,8791,10.589115076289628,16.714285714285715,20,0.024090808955271593
2020-06-16,378,9,Germany,83019213,186839,225.05513271969946,328,343.64285714285717,0.41393172101361303,8800,10.599955940319502,12.714285714285714,19.857142857142858,0.023918731748448226
2020-06-17,345,30,Germany,83019213,187184,225.4706991741779,331.85714285714283,343.85714285714283,0.414189836823848,8830,10.63609215375241,14.428571428571429,19.928571428571427,0.024004770351859907
2020-06-18,580,26,Germany,83019213,187764,226.16933263388077,335.42857142857144,357.14285714285717,0.43019301705842133,8856,10.667410205394262,14.428571428571429,19.642857142857142,0.023660615938213173
2020-06-19,770,16,Germany,83019213,188534,227.09682877865873,408.57142857142856,375.92857142857144,0.4528211697556943,8872,10.68668285255848,15.571428571428571,18.5,0.022283998283626226
2020-06-20,601,10,Germany,83019213,189135,227.82075758776466,444.7142857142857,389.7857142857143,0.46951265881756105,8882,10.698728257036114,14.428571428571429,16.857142857142858,0.02030511040515749
2020-06-21,687,0,Germany,83019213,189822,228.64827687537823,507.57142857142856,417.35714285714283,0.5027235597344711,8882,10.698728257036114,13.571428571428571,15.285714285714286,0.018412261130100433
2020-06-22,537,3,Germany,83019213,190359,229.29511509582727,556.8571428571429,440.42857142857144,0.5305140286364451,8885,10.702341878379405,13.428571428571429,15.071428571428571,0.01815414531986538
2020-06-23,503,10,Germany,83019213,190862,229.90099894105236,574.7142857142857,451.35714285714283,0.5436779349584329,8895,10.714387282857041,13.571428571428571,13.142857142857142,0.015831103027749906
2020-06-24,587,19,Germany,83019213,191449,230.60806418388958,609.2857142857143,470.57142857142856,0.5668223192761759,8914,10.737273551364549,12,13.214285714285714,0.015917141631161588
2020-06-25,630,13,Germany,83019213,192079,231.36692466598063,616.4285714285714,475.92857142857144,0.5732752145320523,8927,10.752932577185476,10.142857142857142,12.285714285714286,0.014798639786809694
2020-06-26,477,21,Germany,83019213,192556,231.94149045956385,574.5714285714286,491.57142857142856,0.5921176686792111,8948,10.778227926588512,10.857142857142858,13.214285714285714,0.015917141631161588
2020-06-27,687,6,Germany,83019213,193243,232.76900974717742,586.8571428571429,515.7857142857143,0.6212847552357721,8954,10.785455169275092,10.285714285714286,12.357142857142858,0.014884678390221378
2020-06-28,256,3,Germany,83019213,193499,233.0773721018049,525.2857142857143,516.4285714285714,0.6220591026664772,8957,10.789068790618384,10.714285714285714,12.142857142857142,0.014626562579986324
2020-06-29,262,4,Germany,83019213,193761,233.39296169911896,486,521.4285714285714,0.6280818049052952,8961,10.793886952409437,10.857142857142858,12.142857142857142,0.014626562579986324
2020-06-30,498,12,Germany,83019213,194259,233.99282284210523,485.2857142857143,530,0.6384064373146973,8973,10.8083414377826,11.142857142857142,12.357142857142858,0.014884678390221378
2020-07-01,466,12,Germany,83019213,194725,234.55413869076307,468,538.6428571428571,0.648817108327511,8985,10.822795923155764,10.142857142857142,11.071428571428571,0.01333598352881106
2020-07-02,503,9,Germany,83019213,195228,235.16002253598813,449.85714285714283,533.1428571428571,0.6421921358648113,8994,10.833636787185636,9.571428571428571,9.857142857142858,0.01187332727081243
2020-07-03,446,9,Germany,83019213,195674,235.6972475756907,445.42857142857144,510,0.6143156283594257,9003,10.844477651215508,7.857142857142857,9.357142857142858,0.01127105704693064
2020-07-04,422,7,Germany,83019213,196096,236.20556364464693,407.57142857142856,497.2142857142857,0.5989147183487342,9010,10.852909434349852,8,9.142857142857142,0.011012941236695585
2020-07-05,239,2,Germany,83019213,196335,236.49344881166243,405.14285714285717,465.2142857142857,0.5603694240202997,9012,10.855318515245381,7.857142857142857,9.285714285714286,0.011185018443518956
2020-07-06,219,4,Germany,83019213,196554,236.75724316972264,399,442.5,0.533009148135384,9016,10.860136677036435,7.857142857142857,9.357142857142858,0.01127105704693064
2020-07-07,390,8,Germany,83019213,196944,237.22701394435043,383.57142857142856,434.42857142857144,0.5232867859498637,9024,10.869773000618544,7.285714285714286,9.214285714285714,0.011098979840107269
2020-07-08,397,12,Germany,83019213,197341,237.7052165021126,373.7142857142857,420.85714285714283,0.5069394513016436,9036,10.884227485991707,7.285714285714286,8.714285714285714,0.01049670961622548
