date,cases,deaths,country,population,continent,cum_cases,cum_cases_per100000,cases_per100000,cases_7day_rollmean,cases_7day_rollsum,cases_7day_rollsum_per100000,cases_14day_rollmean,cases_14day_rollsum,cases_14day_rollmean_per100000,cases_14day_rollsum_per100000,cum_deaths,deaths_per100000,deaths_7day_rollmean,deaths_7day_rollsum,deaths_7day_rollsum_per100000,deaths_14day_rollmean,deaths_14day_rollsum,deaths_14day_rollmean_per100000,deaths_14day_rollsum_per100000
2020-08-30,195,6,Belgium,11455519,Western Europe,85281,744.4533940365338,1.7022362758073206,445.57142857142856,3119,27.227050996118116,470.64285714285717,6589,4.108437663477815,57.51812728868941,9890,86.3339321422277,4.285714285714286,30,0.261882503970357,5.428571428571429,76,0.04738826262320746,0.6634356767249044
2020-08-31,117,1,Belgium,11455519,Western Europe,85398,745.4747358020182,1.0213417654843924,445.85714285714283,3121,27.24450982971614,469.57142857142856,6574,4.099084716907445,57.38718603670423,9891,86.34266155902671,4,28,0.2444236703723332,5,70,0.0436470839950595,0.611059175930833
2020-09-01,634,3,Belgium,11455519,Western Europe,86032,751.0091860525918,5.534450250573545,449.7142857142857,3148,27.48020408328946,464.35714285714283,6501,4.053567043598312,56.74993861037636,9894,86.36884980942374,3.7142857142857144,26,0.2269648367743094,4.714285714285714,66,0.04115296490962753,0.5761415087347854
2020-09-02,565,3,Belgium,11455519,Western Europe,86597,755.9413065440335,4.932120491441723,455.14285714285717,3186,27.811921921651916,452.92857142857144,6341,3.953802280181033,55.35323192253446,9897,86.39503805982078,3.4285714285714284,24,0.2095060031762856,4.142857142857143,58,0.036164726738763586,0.5063061743426902
2020-09-03,574,2,Belgium,11455519,Western Europe,87171,760.9519917866663,5.010685242632831,462,3234,28.230933928004486,450.2142857142857,6303,3.930108148869429,55.021514084172004,9899,86.4124968934188,3.142857142857143,22,0.19204716957826182,3.642857142857143,51,0.031800018339257635,0.4452002567496069
2020-09-04,677,4,Belgium,11455519,Western Europe,87848,766.8618069595974,5.909815172931056,482.2857142857143,3376,29.470511113464173,457.07142857142856,6399,3.9899670069197963,55.85953809687715,9903,86.44741456061485,3.2857142857142856,23,0.2007765863772737,3.642857142857143,51,0.031800018339257635,0.4452002567496069
2020-09-05,728,2,Belgium,11455519,Western Europe,88576,773.216822389278,6.355015429680663,498.57142857142856,3490,30.465664628551533,472.64285714285717,6617,4.125896497075839,57.76255095906174,9905,86.46487339421287,3,21,0.18331775277924992,3.5714285714285716,50,0.031176488567899646,0.436470839950595
2020-09-06,322,1,Belgium,11455519,Western Europe,88898,776.02769459856,2.8108722092818317,516.7142857142857,3617,31.574300562026043,481.14285714285717,6736,4.20009653986744,58.80135155814416,9906,86.47360281101189,2.2857142857142856,16,0.1396706687841904,3.2857142857142856,46,0.02868236948246767,0.4015531727545474
2020-09-07,155,2,Belgium,11455519,Western Europe,89053,777.3807542024067,1.3530596038468445,522.1428571428571,3655,31.906018400388493,484,6776,4.22503773072176,59.150528230104634,9908,86.4910616446099,2.4285714285714284,17,0.1484000855832023,3.2142857142857144,45,0.02805883971110968,0.3928237559555355
2020-09-08,918,4,Belgium,11455519,Western Europe,89971,785.3943588238997,8.013604621492924,562.7142857142857,3939,34.38517277130787,506.2142857142857,7087,4.4189554896140955,61.865376854597336,9912,86.52597931180595,2.5714285714285716,18,0.1571295023822142,3.142857142857143,44,0.027435309939751684,0.38409433915652363
2020-09-09,871,3,Belgium,11455519,Western Europe,90842,792.997680855839,7.603322031939365,606.4285714285714,4245,37.05637431180551,530.7857142857143,7431,4.633449730961245,64.86829623345743,9915,86.552167562203,2.5714285714285716,18,0.1571295023822142,3,42,0.0261882503970357,0.36663550555849983
2020-09-10,1024,2,Belgium,11455519,Western Europe,91866,801.9366036580273,8.938922802188186,670.7142857142857,4695,40.98461187136087,566.3571428571429,7929,4.943967557097526,69.21554579936536,9917,86.56962639580101,2.5714285714285716,18,0.1571295023822142,2.857142857142857,40,0.024941190854319714,0.349176671960476
2020-09-11,1143,3,Belgium,11455519,Western Europe,93009,811.9143270592979,9.977723401270602,737.2857142857143,5161,45.052520099700416,609.7857142857143,8537,5.323073658083185,74.52303121316459,9920,86.59581464619805,2.4285714285714284,17,0.1484000855832023,2.857142857142857,40,0.024941190854319714,0.349176671960476
2020-09-12,1284,5,Belgium,11455519,Western Europe,94293,823.1228982292291,11.20857116993128,816.7142857142857,5717,49.906075839951036,657.6428571428571,9207,5.74083860489304,80.37174046850257,9925,86.6394617301931,2.857142857142857,20,0.174588335980238,2.9285714285714284,41,0.025564720625677707,0.35790608875948793
2020-09-13,617,1,Belgium,11455519,Western Europe,94910,828.5089483942195,5.386050164990342,858.8571428571429,6012,52.48125379565954,687.7857142857143,9629,6.0039681684061135,84.05555435768558,9926,86.64819114699212,2.857142857142857,20,0.174588335980238,2.5714285714285716,36,0.022447071768887744,0.3142590047644284
2020-09-14,301,1,Belgium,11455519,Western Europe,95211,831.1365028507221,2.627554456502582,879.7142857142857,6158,53.75574864831528,700.9285714285714,9813,6.118697646335984,85.66176704870378,9927,86.65692056379113,2.7142857142857144,19,0.1658589191812261,2.5714285714285716,36,0.022447071768887744,0.3142590047644284
2020-09-15,1724,4,Belgium,11455519,Western Europe,96935,846.1860174122186,15.049514561496515,994.8571428571429,6964,60.791658588318874,778.7857142857143,10903,6.798345097116196,95.17683135962675,9931,86.69183823098719,2.7142857142857144,19,0.1658589191812261,2.642857142857143,37,0.023070601540245737,0.3229884215634403
2020-09-16,1628,3,Belgium,11455519,Western Europe,98563,860.3975079610099,14.211490548791373,1103,7721,67.39982710517089,854.7142857142857,11966,7.461157244069742,104.4562014169764,9934,86.71802648138421,2.7142857142857144,19,0.1658589191812261,2.642857142857143,37,0.023070601540245737,0.3229884215634403
2020-09-17,1941,2,Belgium,11455519,Western Europe,100504,877.341305967892,16.943798006882098,1234,8638,75.40470230986479,952.3571428571429,13333,8.313522441516119,116.38931418122567,9936,86.73548531498224,2.7142857142857144,19,0.1658589191812261,2.642857142857143,37,0.023070601540245737,0.3229884215634403
2020-09-18,1750,1,Belgium,11455519,Western Europe,102254,892.6177853661628,15.276479398270824,1320.7142857142858,9245,80.70345830686502,1029,14406,8.982569886183246,125.75597840656543,9937,86.74421473178126,2.4285714285714284,17,0.1484000855832023,2.4285714285714284,34,0.021200012226171756,0.2968001711664046
2020-09-19,1709,6,Belgium,11455519,Western Europe,103963,907.5363586756741,14.918573309511338,1381.4285714285713,9670,84.41346044644507,1099.0714285714287,15387,9.594252591885438,134.3195362863961,9943,86.79659123257532,2.5714285714285716,18,0.1571295023822142,2.7142857142857144,38,0.02369413131160373,0.3317178383624522
2020-09-20,894,8,Belgium,11455519,Western Europe,104857,915.3404572939908,7.8040986183166385,1421,9947,86.83150889977136,1139.9285714285713,15959,9.950911621102208,139.3127626954309,9951,86.86642656696742,3.5714285714285716,25,0.2182354199752975,3.2142857142857144,45,0.02805883971110968,0.3928237559555355
2020-09-21,461,3,Belgium,11455519,Western Europe,105318,919.3647184383353,4.024261144344486,1443.857142857143,10107,88.22821558761328,1161.7857142857142,16265,10.141711731137754,141.98396423592857,9954,86.89261481736446,3.857142857142857,27,0.2356942535733213,3.2857142857142856,46,0.02868236948246767,0.4015531727545474
2020-09-22,2202,3,Belgium,11455519,Western Europe,107520,938.5868942297595,19.222175791424203,1512.142857142857,10585,92.40087681754096,1253.5,17549,10.942323957561417,153.19253540585984,9957,86.91880306776149,3.7142857142857144,26,0.2269648367743094,3.2142857142857144,45,0.02805883971110968,0.3928237559555355
2020-09-23,2074,1,Belgium,11455519,Western Europe,109594,956.6917046709102,18.10481044115068,1575.857142857143,11031,96.29419670990028,1339.4285714285713,18752,11.692430272505081,163.69402381507115,9958,86.9275324845605,3.4285714285714284,24,0.2095060031762856,3.0714285714285716,43,0.026811780168393695,0.37536492235751173
2020-09-24,2096,8,Belgium,11455519,Western Europe,111690,974.9885622816391,18.296857610728942,1598,11186,97.64725631374712,1416,19824,12.36085418740085,173.0519586236119,9966,86.9973678189526,4.285714285714286,30,0.261882503970357,3.5,49,0.03055295879654165,0.4277414231515831
2020-09-25,1795,4,Belgium,11455519,Western Europe,113485,990.6578654358655,15.66930315422636,1604.4285714285713,11231,98.04008006970265,1462.5714285714287,20476,12.767395598326264,178.74353837656767,9970,87.03228548614864,4.714285714285714,33,0.2880707543673927,3.5714285714285716,50,0.031176488567899646,0.436470839950595
2020-09-26,1622,5,Belgium,11455519,Western Europe,115107,1004.8169794838628,14.159114047997303,1592,11144,97.28062080818862,1486.7142857142858,20814,12.978148661045264,181.6940812546337,9975,87.0759325701437,4.571428571428571,32,0.2793413375683808,3.5714285714285716,50,0.031176488567899646,0.436470839950595
2020-09-27,944,6,Belgium,11455519,Western Europe,116051,1013.05754894213,8.240569458267233,1599.142857142857,11194,97.71709164813922,1510.0714285714287,21141,13.182042896279327,184.54860054791058,9981,87.12830907093777,4.285714285714286,30,0.261882503970357,3.9285714285714284,55,0.034294137424689605,0.4801179239456545
2020-09-28,539,12,Belgium,11455519,Western Europe,116590,1017.7627045967974,4.705155654667414,1610.2857142857142,11272,98.39798615846213,1527.0714285714287,21379,13.33044298186253,186.62620174607542,9993,87.23306207252593,5.571428571428571,39,0.3404472551614641,4.714285714285714,66,0.04115296490962753,0.5761415087347854
2020-09-29,2782,13,Belgium,11455519,Western Europe,119372,1042.0479421316486,24.285237534851106,1693.142857142857,11852,103.46104790188905,1602.642857142857,22437,13.990137479959285,195.86192471943,10006,87.34654449091308,7,49,0.4277414231515831,5.357142857142857,75,0.04676473285184946,0.6547062599258925
2020-09-30,2984,10,Belgium,11455519,Western Europe,122356,1068.0965218599001,26.04857972825151,1823.142857142857,12762,111.40481718898987,1699.5,23793,14.835643849920725,207.69901389889014,10016,87.4338386589032,8.285714285714286,58,0.5063061743426902,5.857142857142857,82,0.05112944125135541,0.7158121775189759
2020-10-01,3241,6,Belgium,11455519,Western Europe,125597,1096.3885617054975,28.292039845597568,1986.7142857142858,13907,121.39999942385849,1792.357142857143,25093,15.646232552686115,219.0472557376056,10022,87.48621515969727,8,56,0.4888473407446664,6.142857142857143,86,0.05362356033678739,0.7507298447150235
2020-10-02,3407,15,Belgium,11455519,Western Europe,129004,1126.1296847397311,29.741123034233542,2217,15519,135.4718193038657,1910.7142857142858,26750,16.67942138382631,233.51189937356833,10037,87.61715641168244,9.571428571428571,67,0.5848709255337973,7.142857142857143,100,0.06235297713579929,0.87294167990119
2020-10-03,3720,11,Belgium,11455519,Western Europe,132724,1158.6031152320554,32.47343049232427,2516.714285714286,17617,153.78613574819263,2054.3571428571427,28761,17.93333975402723,251.06675655638125,10048,87.71317999647157,10.428571428571429,73,0.6372474263278687,7.5,105,0.06547062599258925,0.9165887638962495
2020-10-04,1709,15,Belgium,11455519,Western Europe,134433,1173.5216885415668,14.918573309511338,2626,18382,160.46413959943675,2112.5714285714284,29576,18.441516517683997,258.18123124757597,10063,87.84412124845674,11.714285714285714,82,0.7158121775189759,8,112,0.0698353343920952,0.9776946814893328
2020-10-05,1035,14,Belgium,11455519,Western Europe,135468,1182.556634928544,9.034946386977317,2696.8571428571427,18878,164.79393033174665,2153.5714285714284,30150,18.799422606443486,263.19191649020877,10077,87.96633308364292,12,84,0.7332710111169997,8.785714285714286,123,0.07669416187703312,1.0737182662784637
2020-10-06,5248,14,Belgium,11455519,Western Europe,140716,1228.3686142897586,45.811979361214455,3049.1428571428573,21344,186.32067215811,2371.1428571428573,33196,20.69869428999993,289.78172005999903,10091,88.08854491882909,12.142857142857142,85,0.7420004279160115,9.571428571428571,134,0.08355298936197104,1.1697418510675945
2020-10-07,5687,18,Belgium,11455519,Western Europe,146403,1278.0128076257392,49.644193335980674,3435.285714285714,24047,209.91628576583915,2629.214285714286,36809,22.95150735391636,321.32110295482903,10109,88.2456744212113,13.285714285714286,93,0.8118357623081067,10.785714285714286,151,0.09415299547505693,1.318141936650797
2020-10-08,6799,20,Belgium,11455519,Western Europe,153202,1337.364112442221,59.35130481648191,3943.5714285714284,27605,240.9755507367235,2965.1428571428573,41512,25.883967868613002,362.375550160582,10129,88.42026275719154,15.285714285714286,107,0.9340475974942734,11.642857142857142,163,0.10163535273135284,1.4228949382389398
2020-10-09,6583,20,Belgium,11455519,Western Europe,159785,1394.8298632301164,57.46575078789534,4397.285714285715,30781,268.7001784903853,3307.1428571428573,46300,28.86942841387507,404.17199779425096,10149,88.59485109317177,16,112,0.9776946814893328,12.785714285714286,179,0.11161182907308073,1.5625656070231302
2020-10-10,7783,19,Belgium,11455519,Western Europe,167568,1462.7709141768262,67.94105094670962,4977.714285714285,34844,304.16779894477065,3747.214285714286,52461,32.71099533521166,457.9539346929633,10168,88.760710012353,17.142857142857142,120,1.047530015881428,13.785714285714286,193,0.12034124587209263,1.6847774422092967
2020-10-11,4307,22,Belgium,11455519,Western Europe,171875,1500.3685123301702,37.59759815334425,5348.857142857143,37442,326.84682378860356,3987.4285714285716,55824,34.80792595628859,487.3109633880403,10190,88.95275718193126,18.142857142857142,127,1.1086359334745113,14.928571428571429,209,0.1303177222138205,1.8244481109934871
2020-10-12,2402,25,Belgium,11455519,Western Europe,174277,1521.336571481397,20.968059151226583,5544.142857142857,38809,338.77993655285286,4120.5,57687,35.96956192032854,503.5738668845995,10215,89.17099260190656,19.714285714285715,138,1.2046595182636421,15.857142857142858,222,0.13842360924147443,1.937930529380642
2020-10-13,9728,36,Belgium,11455519,Western Europe,184005,1606.2563381021846,84.91976662078777,6184.142857142857,43289,377.88772381242615,4616.642857142857,64633,40.30059971218115,564.2083959705361,10251,89.48525160667099,22.857142857142858,160,1.396706687841904,17.5,245,0.15276479398270826,2.1387071157579154
2020-10-14,12565,34,Belgium,11455519,Western Europe,196570,1715.9414601817691,109.68512207958453,7166.714285714285,50167,437.92865255603,5301,74214,46.27463845156208,647.8449383218691,10285,89.7820517778374,25.142857142857142,176,1.5363773566260945,19.214285714285715,269,0.16772950849530008,2.348213118934201
2020-10-15,12281,41,Belgium,11455519,Western Europe,208851,1823.1474278904343,107.20596770866514,7949.857142857143,55649,485.7833154482132,5946.714285714285,83254,51.911347584638335,726.7588661849368,10326,90.13995786659689,28.142857142857142,197,1.7196951094053443,21.714285714285715,304,0.18955305049282983,2.6537427068996178
2020-10-16,11806,35,Belgium,11455519,Western Europe,220657,1926.2069226195688,103.0594947291345,8696,60872,531.3770593894524,6546.642857142857,91653,57.14837413427412,800.0772378798376,10361,90.4454874545623,30.285714285714285,212,1.8506363613905228,23.142857142857142,324,0.2020236459199897,2.8283310428798556
2020-10-17,13469,35,Belgium,11455519,Western Europe,234126,2043.7834374854601,117.57651486589128,9508.285714285714,66558,581.0125233086341,7243,101402,63.227165875243195,885.1803222534047,10396,90.75101704252772,32.57142857142857,228,1.9903070301747132,24.857142857142858,348,0.21698836043258152,3.0378370460561412
2020-10-18,7992,23,Belgium,11455519,Western Europe,242118,2113.548936543163,69.76549905770311,10034.714285714286,70243,613.1804242129929,7691.785714285715,107685,67.14480342868546,940.0272480015965,10419,90.951793628905,32.714285714285715,229,1.9990364469737252,25.428571428571427,356,0.22197659860344546,3.1076723804482365
2020-10-19,4287,31,Belgium,11455519,Western Europe,246405,2150.9719463605275,37.42300981736402,10304,72128,629.6353748791304,7924.071428571428,110937,69.17252224514165,968.4153114319831,10450,91.22240554967436,33.57142857142857,235,2.0514129477677967,26.642857142857142,373,0.23257660471653133,3.256072466031439
2020-10-20,15554,50,Belgium,11455519,Western Europe,261959,2286.7492952523585,135.77734889183108,11136.285714285714,77954,680.4929571501737,8660.214285714286,121243,75.59862006875713,1058.3806809625999,10500,91.65887638962495,35.57142857142857,249,2.173624782953963,29.214285714285715,409,0.25502367648541907,3.570331470795867
2020-10-21,19231,50,Belgium,11455519,Western Europe,281190,2454.6247097141563,167.87541446179785,12088.57142857143,84620,738.683249532387,9627.642857142857,134787,84.04370729202978,1176.611902088417,10550,92.09534722957555,37.857142857142854,265,2.3132954517381537,31.5,441,0.27497662916887483,3.849672808364248
2020-10-22,17450,57,Belgium,11455519,Western Europe,298640,2606.953032856914,152.32832314275765,12827,89789,783.80560496647945,10388.42857142857,145438,90.68492288676376,1269.5889204146927,10607,92.59292398711922,40.142857142857146,281,2.452966120522344,34.142857142857146,478,0.2980472307091206,4.172661229927688
2020-10-23,17634,54,Belgium,11455519,Western Europe,316274,2760.88756869069,153.93453583377584,13659.57142857143,95617,834.6806460711208,11177.785714285714,156489,97.57555039004095,1366.0577054605733,10661,93.06431249426586,42.857142857142854,300,2.61882503970357,36.57142857142857,512,0.31924724293529233,4.469461401094093
2020-10-24,18842,95,Belgium,11455519,Western Europe,335116,2925.367240017672,164.4796713269822,14427.142857142857,100990,881.5838025322118,11967.714285714286,167548,104.471166131489,1462.5963258408458,10756,93.893607090172,51.42857142857143,360,3.142590047644284,42,588,0.36663550555849983,5.132897077818997
2020-10-25,11543,89,Belgium,11455519,Western Europe,346659,3026.130898128666,100.76365811099437,14934.42857142857,104541,912.5819615855031,12484.57142857143,174784,108.98302755703543,1525.7623857984959,10845,94.67052518528406,60.857142857142854,426,3.7187315563790695,46.785714285714285,655,0.4084120002394853,5.717768003352795
2020-10-26,4883,94,Belgium,11455519,Western Europe,351542,3068.7566403582414,42.62574222957511,15019.57142857143,105137,917.7846939977142,12661.785714285714,177265,110.5300049197746,1547.4200688768444,10939,95.49109036439117,69.85714285714286,489,4.268684814716819,51.714285714285715,724,0.45143555446318684,6.3200977624846155
2020-10-27,19663,120,Belgium,11455519,Western Europe,371205,3240.4031628772123,171.64652251897098,15606.57142857143,109246,953.653867624854,13371.42857142857,187200,116.72477319821625,1634.1468247750277,11059,96.5386203802726,79.85714285714286,559,4.879743990647652,57.714285714285715,808,0.5038120552572583,7.0533687736016155
2020-10-28,21953,130,Belgium,11455519,Western Europe,393158,3432.0400498659205,191.63688698870826,15995.42857142857,111968,977.4153401517644,14042,196588,122.5784706917251,1716.0985896841514,11189,97.67344456414415,91.28571428571429,639,5.5780973345686045,64.57142857142857,904,0.5636709133076255,7.891392786306758
2020-10-29,17721,133,Belgium,11455519,Western Europe,410879,3586.7340449612107,154.6939950952899,16034.142857142857,112239,979.7810121042967,14430.57142857143,202028,125.97047264791259,1763.5866170707761,11322,98.83445699841273,102.14285714285714,715,6.241533011293509,71.14285714285714,996,0.6210356522725609,8.694499131815853
2020-10-30,14472,132,Belgium,11455519,Western Europe,425351,3713.066164876511,126.33211991530023,15582.42857142857,109077,952.178596185821,14621,204694,127.63280301835299,1786.8592422569418,11454,99.9867400158823,113.28571428571429,793,6.922427521616437,78.07142857142857,1093,0.6815180400942862,9.541252561320007
2020-10-31,12873,158,Belgium,11455519,Western Europe,438224,3825.439947330191,112.37378245368019,14729.714285714286,103108,900.072707312519,14578.42857142857,204098,127.26117927462361,1781.6565098447309,11612,101.36598787012619,122.28571428571429,856,7.472380779954187,86.85714285714286,1216,0.7582122019713193,10.614970827598471
2020-11-01,2687,105,Belgium,11455519,Western Europe,440911,3848.895890269136,23.455942938944975,13464.57142857143,94252,822.7649921404696,14199.5,198793,123.95335383756948,1735.3469537259728,11717,102.28257663402243,124.57142857142857,872,7.612051448738377,92.71428571428571,1298,0.8093416432226747,11.330783005117446
2020-11-02,12,20,Belgium,11455519,Western Europe,440923,3849.000643270724,0.1047530015881428,12768.714285714286,89381,780.2440029124826,13894.142857142857,194518,121.28776406501406,1698.0286969101967,11737,102.45716497000267,114,798,6.966074605611496,91.92857142857143,1287,0.8024828157377368,11.234759420328315
2019-12-31,0,0,France,67012883,Western Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-01,0,0,France,67012883,Western Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-02,0,0,France,67012883,Western Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-03,0,0,France,67012883,Western Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-04,0,0,France,67012883,Western Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-05,0,0,France,67012883,Western Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-06,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-07,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-08,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-09,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-10,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-11,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-12,0,0,France,67012883,Western Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-13,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,France,67012883,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,3,0,France,67012883,Western Europe,3,0.004476751134554232,0.004476751134554232,0.42857142857142855,3,0.004476751134554232,0.21428571428571427,3,3.1976793818244513e-4,0.004476751134554232,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,France,67012883,Western Europe,3,0.004476751134554232,0,0.42857142857142855,3,0.004476751134554232,0.21428571428571427,3,3.1976793818244513e-4,0.004476751134554232,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,France,67012883,Western Europe,3,0.004476751134554232,0,0.42857142857142855,3,0.004476751134554232,0.21428571428571427,3,3.1976793818244513e-4,0.004476751134554232,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,France,67012883,Western Europe,3,0.004476751134554232,0,0.42857142857142855,3,0.004476751134554232,0.21428571428571427,3,3.1976793818244513e-4,0.004476751134554232,0,0,0,0,0,0,0,0,0
2020-01-29,1,0,France,67012883,Western Europe,4,0.005969001512738976,0.001492250378184744,0.5714285714285714,4,0.005969001512738976,0.2857142857142857,4,4.263572509099268e-4,0.005969001512738976,0,0,0,0,0,0,0,0,0
2020-01-30,1,0,France,67012883,Western Europe,5,0.00746125189092372,0.001492250378184744,0.7142857142857143,5,0.00746125189092372,0.35714285714285715,5,5.329465636374086e-4,0.00746125189092372,0,0,0,0,0,0,0,0,0
2020-01-31,1,0,France,67012883,Western Europe,6,0.008953502269108463,0.001492250378184744,0.8571428571428571,6,0.008953502269108463,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0.42857142857142855,3,0.004476751134554232,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0.42857142857142855,3,0.004476751134554232,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0.42857142857142855,3,0.004476751134554232,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0.42857142857142855,3,0.004476751134554232,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0.2857142857142857,2,0.002984500756369488,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0.14285714285714285,1,0.001492250378184744,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,France,67012883,Western Europe,6,0.008953502269108463,0,0,0,0,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-08,5,0,France,67012883,Western Europe,11,0.016414754160032182,0.00746125189092372,0.7142857142857143,5,0.00746125189092372,0.5714285714285714,8,8.527145018198537e-4,0.011938003025477952,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0.7142857142857143,5,0.00746125189092372,0.5714285714285714,8,8.527145018198537e-4,0.011938003025477952,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0.7142857142857143,5,0.00746125189092372,0.5714285714285714,8,8.527145018198537e-4,0.011938003025477952,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0.7142857142857143,5,0.00746125189092372,0.5714285714285714,8,8.527145018198537e-4,0.011938003025477952,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0.7142857142857143,5,0.00746125189092372,0.5,7,7.46125189092372e-4,0.010445752647293208,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0.7142857142857143,5,0.00746125189092372,0.42857142857142855,6,6.395358763648903e-4,0.008953502269108463,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0.7142857142857143,5,0.00746125189092372,0.35714285714285715,5,5.329465636374086e-4,0.00746125189092372,0,0,0,0,0,0,0,0,0
2020-02-15,0,1,France,67012883,Western Europe,11,0.016414754160032182,0,0,0,0,0.35714285714285715,5,5.329465636374086e-4,0.00746125189092372,1,0.001492250378184744,0.14285714285714285,1,0.001492250378184744,0.07142857142857142,1,1.065893127274817e-4,0.001492250378184744
2020-02-16,0,0,France,67012883,Western Europe,11,0.016414754160032182,0,0,0,0,0.35714285714285715,5,5.329465636374086e-4,0.00746125189092372,1,0.001492250378184744,0.14285714285714285,1,0.001492250378184744,0.07142857142857142,1,1.065893127274817e-4,0.001492250378184744
