date,year_week,cases_weekly,deaths_weekly,country,population,continent,notification_rate_per_100000_population_14_days,cum_cases,cum_cases_per100000,weekly_cases_per100000,cum_deaths,cum_deaths_per100000,weekly_deaths_per100000
2020-06-29,2020-26,2559,138,France,67012883,Western Europe,8.53,162936,243.14130761990944,3.81866871777476,29778,44.436231761585304,0.20593055218949466
2020-07-06,2020-27,4024,115,France,67012883,Western Europe,9.82,166960,249.14612314172484,6.00481552181541,29893,44.60784055507655,0.17160879349124555
2020-07-13,2020-28,3792,111,France,67012883,Western Europe,11.66,170752,254.8047365758014,5.658613434076549,30004,44.773480347055056,0.1656397919785066
2020-07-20,2020-29,3922,148,France,67012883,Western Europe,11.51,174674,260.657342559042,5.852605983240566,30152,44.9943334030264,0.2208530559713421
2020-07-27,2020-30,5854,40,France,67012883,Western Europe,14.59,180528,269.39297627293547,8.735633713893492,30192,45.05402341815379,0.05969001512738976
2020-08-03,2020-31,7391,73,France,67012883,Western Europe,19.76,187919,280.4221988180989,11.029222545163442,30265,45.16295769576128,0.10893427760748631
2020-08-10,2020-32,10002,59,France,67012883,Western Europe,25.95,197921,295.34768710070273,14.925488282603808,30324,45.251000468074174,0.08804277231289989
2020-08-17,2020-33,20615,86,France,67012883,Western Europe,45.69,218536,326.11042864698123,30.762741546278498,30410,45.379334000598064,0.128333532523888
2020-08-24,2020-34,24363,103,France,67012883,Western Europe,67.12,242899,362.4661246106961,36.355695963714915,30513,45.53303578955109,0.15370178895302863
2020-08-31,2020-35,35044,93,France,67012883,Western Europe,88.65,277943,414.7605468638023,52.29442225310617,30606,45.671815074722275,0.13877928517118118
2020-09-07,2020-36,46834,95,France,67012883,Western Europe,122.18,324777,484.6486010757066,69.8880542119043,30701,45.81357886064983,0.14176378592755068
2020-09-14,2020-37,56317,215,France,67012883,Western Europe,153.93,381094,568.6876656239368,84.03906454823023,30916,46.13441269195955,0.32083383130971993
2020-09-21,2020-38,72669,369,France,67012883,Western Europe,192.48,453763,677.128008356244,108.44034273230716,31285,46.685053081509714,0.5506403895501706
2020-09-28,2020-39,84806,442,France,67012883,Western Europe,234.99,538569,803.6797939285793,126.5517855723354,31727,47.34462774866737,0.6595746671576569
2020-10-05,2020-40,80601,503,France,67012883,Western Europe,246.83,619170,923.9566666606479,120.27687273206855,32230,48.0952296888943,0.7506019402269263
2020-10-12,2020-41,115804,500,France,67012883,Western Europe,293.09,734974,1096.7652294559541,172.8085627953061,32730,48.84135487798667,0.746125189092372
2020-10-19,2020-42,162060,747,France,67012883,Western Europe,414.64,897034,1338.5993257445737,241.8340962886196,33477,49.95606591049067,1.1147110325040037
2020-10-26,2020-43,241473,1284,France,67012883,Western Europe,602.17,1138507,1698.9375013159784,360.3381755714047,34761,51.872115396079884,1.9160494855892112
2020-11-02,2020-44,275408,2258,France,67012883,Western Europe,771.32,1413915,2109.915193471082,410.97769215510397,37019,55.24161675002104,3.369501353941152
2020-11-09,2020-45,373409,3420,France,67012883,Western Europe,968.2,1787324,2667.134914938669,557.2197214675871,40439,60.34511304341286,5.103496293391824
2020-11-16,2020-46,194503,4109,France,67012883,Western Europe,847.47,1981827,2957.3820902467364,290.24717530806726,44548,66.47676984737397,6.131656803961113
2020-11-23,2020-47,158381,4184,France,67012883,Western Europe,526.59,2140208,3193.7261973940144,236.34410714727792,48732,72.72034542969894,6.243575582324969
2020-11-30,2020-48,78275,3593,France,67012883,Western Europe,353.15,2218483,3310.5320957464255,116.80589835241084,52325,78.08200103851672,5.361655608817785
2020-12-07,2020-49,74014,2830,France,67012883,Western Europe,227.25,2292497,3420.979515237391,110.44741949096564,55155,82.30506960877956,4.223068570262826
2020-12-14,2020-50,84355,2756,France,67012883,Western Europe,236.33,2376852,3546.858295889165,125.87878065177408,57911,86.4177116510567,4.112642042277154
2020-12-21,2020-51,96502,2638,France,67012883,Western Europe,269.88,2473354,3690.863441884749,144.00514599558417,60549,90.35426814870806,3.9365564976513547
2020-12-28,2020-52,89292,2560,France,67012883,Western Europe,277.25,2562646,3824.1094626536214,133.24602076887217,63109,94.174429116861,3.8201609681529445
2021-01-04,2020-53,93082,1928,France,67012883,Western Europe,272.15,2655728,3963.0111123558136,138.90164970219234,65037,97.0514878460012,2.8770587291401863
2021-01-11,2021-01,127528,2713,France,67012883,Western Europe,329.21,2783256,4153.314818584958,190.30370622914404,67750,101.0999631220164,4.0484752760152105
2021-01-18,2021-02,127733,2533,France,67012883,Western Europe,380.91,2910989,4343.9244361416295,190.6096175566719,70283,104.87983332995836,3.7798702079419564
2021-01-25,2021-03,142628,2766,France,67012883,Western Europe,403.45,3053617,4556.761123081364,212.83668693973365,73049,109.00739787601736,4.127564546059002
2021-02-01,2021-04,143497,3008,France,67012883,Western Europe,426.97,3197114,4770.894575599739,214.1334525183762,76057,113.49608701359708,4.48868913757971
2020-01-06,2020-01,0,0,Germany,83019213,Western Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,Germany,83019213,Western Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,Germany,83019213,Western Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,Germany,83019213,Western Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,9,0,Germany,83019213,Western Europe,0.01,9,0.010840864029872218,0.010840864029872218,0,0,0
2020-02-10,2020-06,4,0,Germany,83019213,Western Europe,0.02,13,0.015659025820926535,0.004818161791054319,0,0,0
2020-02-17,2020-07,2,0,Germany,83019213,Western Europe,0.01,15,0.018068106716453695,0.0024090808955271594,0,0,0
2020-02-24,2020-08,0,0,Germany,83019213,Western Europe,0,15,0.018068106716453695,0,0,0,0
2020-03-02,2020-09,114,0,Germany,83019213,Western Europe,0.14,129,0.15538571776150178,0.13731761104504808,0,0,0
2020-03-09,2020-10,773,0,Germany,83019213,Western Europe,1.07,902,1.086495483882749,0.9311097661212471,0,0,0
2020-03-16,2020-11,3936,12,Germany,83019213,Western Europe,5.67,4838,5.827566686280199,4.74107120239745,12,0.014454485373162957,0.014454485373162957
2020-03-23,2020-12,19936,82,Germany,83019213,Western Europe,28.75,24774,29.841285052894925,24.013718366614725,94,0.1132268020897765,0.09877231671661353
2020-03-30,2020-13,32524,361,Germany,83019213,Western Europe,63.19,57298,69.01775857595759,39.17647352306267,455,0.5480659037324288,0.43483910164265227
2020-04-06,2020-14,38093,979,Germany,83019213,Western Europe,85.06,95391,114.90231785261564,45.884559276658045,1434,1.7273110020929734,1.1792450983605445
2020-04-13,2020-15,27625,1365,Germany,83019213,Western Europe,79.16,123016,148.17774772208452,33.27542986946889,2799,3.3715087132902597,1.6441977111972863
2020-04-20,2020-16,18656,1605,Germany,83019213,Western Europe,55.75,141672,170.64965431556186,22.471906593477343,4404,5.3047961319508055,1.9332874186605455
2020-04-27,2020-17,13521,1346,Germany,83019213,Western Europe,38.76,155193,186.93624570977323,16.28659139421136,5750,6.926107574640583,1.6213114426897783
2020-05-04,2020-18,7982,942,Germany,83019213,Western Europe,25.9,163175,196.55088756382213,9.614641854048893,6692,8.060784676433876,1.1346771017932922
2020-05-11,2020-19,6400,725,Germany,83019213,Western Europe,17.32,169575,204.25994642950903,7.70905886568691,7417,8.93407650106247,0.8732918246285953
2020-05-18,2020-20,5122,518,Germany,83019213,Western Europe,13.88,174697,210.42960260295408,6.1696561734450555,7935,9.558028453004004,0.6239519519415343
2020-05-25,2020-21,3873,322,Germany,83019213,Western Europe,10.83,178570,215.09478775714243,4.665185154188344,8257,9.945890477183879,0.38786202417987264
2020-06-01,2020-22,3245,254,Germany,83019213,Western Europe,8.57,181815,219.00352151013524,3.9087337529928163,8511,10.251843750915826,0.30595327373194925
2020-06-08,2020-23,2378,163,Germany,83019213,Western Europe,6.77,184193,221.86791869491705,2.8643971847817924,8674,10.44818384390129,0.19634009298546348
2020-06-15,2020-24,2268,117,Germany,83019213,Western Europe,5.6,186461,224.59981643044483,2.7318977355277987,8791,10.589115076289628,0.14093123238833882
2020-06-22,2020-25,3898,94,Germany,83019213,Western Europe,7.43,190359,229.29511509582727,4.695298665382434,8885,10.702341878379405,0.1132268020897765
2020-06-29,2020-26,3402,76,Germany,83019213,Western Europe,8.79,193761,233.39296169911896,4.097846603291698,8961,10.793886952409437,0.09154507403003206
2020-07-06,2020-27,2793,55,Germany,83019213,Western Europe,7.46,196554,236.75724316972264,3.3642814706036783,9016,10.860136677036435,0.06624972462699688
2020-07-13,2020-28,2409,48,Germany,83019213,Western Europe,6.27,198963,239.65898110838512,2.9017379386624635,9064,10.917954618529086,0.05781794149265183
2020-07-20,2020-29,2860,22,Germany,83019213,Western Europe,6.35,201823,243.10396678898894,3.444985680603838,9086,10.944454508379886,0.026499889850798753
2020-07-27,2020-30,3786,32,Germany,83019213,Western Europe,8.01,205609,247.66435692422186,4.560390135232913,9118,10.98299980270832,0.03854529432843455
2020-08-03,2020-31,4793,30,Germany,83019213,Western Europe,10.33,210402,253.4377192903527,5.773362366130837,9148,11.019136016141227,0.03613621343290739
2020-08-10,2020-32,5925,49,Germany,83019213,Western Europe,12.91,216327,260.57462144335193,7.13690215299921,9197,11.078158498081642,0.05902248194041541
2020-08-17,2020-33,7687,35,Germany,83019213,Western Europe,16.4,224014,269.83392386531057,9.259302421958637,9232,11.120317413753368,0.04215891567172529
2020-08-24,2020-34,9561,40,Germany,83019213,Western Europe,20.78,233575,281.35053508637816,11.516611221067585,9272,11.168499031663911,0.048181617910543185
2020-08-31,2020-35,8806,26,Germany,83019213,Western Europe,22.12,242381,291.9577182693842,10.607183183006082,9298,11.199817083305764,0.03131805164185307
2020-09-07,2020-36,8418,27,Germany,83019213,Western Europe,20.75,250799,302.097539758658,10.139821489273814,9325,11.23233967539538,0.03252259208961665
2020-09-14,2020-37,9556,25,Germany,83019213,Western Europe,21.65,260355,313.6081282774868,11.510588518828767,9350,11.26245318658947,0.030113511194089494
2020-09-21,2020-38,11982,36,Germany,83019213,Western Europe,25.94,272337,328.04093192259,14.432803645103212,9386,11.30581664270896,0.04336345611948887
2020-09-28,2020-39,12995,74,Germany,83019213,Western Europe,30.09,285332,343.6939350412777,15.65300311868772,9460,11.394952635843463,0.0891359931345049
2020-10-05,2020-40,15287,74,Germany,83019213,Western Europe,34.07,300619,362.10774486623956,18.41380982496184,9534,11.484088628977968,0.0891359931345049
2020-10-12,2020-41,24712,87,Germany,83019213,Western Europe,48.18,325331,391.87434841137315,29.76660354513358,9621,11.5888836479334,0.10479501895543143
2020-10-19,2020-42,40968,168,Germany,83019213,Western Europe,79.11,366299,441.22196147535146,49.347613063978336,9789,11.791246443157682,0.20236279522428138
2020-10-26,2020-43,71567,267,Germany,83019213,Western Europe,135.55,437866,527.4273077004476,86.20534622509611,10056,12.112858742710557,0.3216122995528758
2020-11-02,2020-44,107161,474,Germany,83019213,Western Europe,215.29,545027,656.5070666232406,129.07975892279296,10530,12.683810914950495,0.5709521722399368
2020-11-09,2020-45,126841,822,Germany,83019213,Western Europe,281.86,671868,809.2921815580207,152.7851149347802,11352,13.673943163012156,0.9901322480616626
2020-11-16,2020-46,129459,1195,Germany,83019213,Western Europe,308.72,801327,965.230783385046,155.93860182702525,12547,15.113368998089635,1.4394258350774778
2020-11-23,2020-47,127806,1565,Germany,83019213,Western Europe,309.89,929133,1119.1782798519182,153.94749646687208,14112,16.998474798839638,1.8851058007500023
2020-11-30,2020-48,124736,2136,Germany,83019213,Western Europe,304.2,1053869,1269.427837144156,150.24955729223788,16248,19.571373195262645,2.5728983964230063
2020-12-07,2020-49,129785,2671,Germany,83019213,Western Europe,306.58,1183654,1425.759119157152,156.33128201299618,18919,22.788700731239164,3.2173275359765214
2020-12-14,2020-50,153424,3056,Germany,83019213,Western Europe,341.14,1337078,1610.5645328148316,184.80541365767945,21975,26.469776339604664,3.6810756083654996
2020-12-21,2020-51,173574,4300,Germany,83019213,Western Europe,393.88,1510652,1819.6414364949471,209.07690368011558,26275,31.649300264988057,5.179523925383393
2020-12-28,2020-52,141182,3851,Germany,83019213,Western Europe,379.14,1651834,1989.7008659911048,170.05942949615772,30126,36.2879855293256,4.638685264337545
2021-01-04,2020-53,123679,4448,Germany,83019213,Western Europe,319.04,1775513,2138.6772240300565,148.9763580389518,34574,41.645781440978006,5.357795911652403
2021-01-11,2021-01,145511,6112,Germany,83019213,Western Europe,324.25,1921024,2313.951109124583,175.27388509452624,40686,49.007932657709006,7.362151216730999
2021-01-18,2021-02,119635,5947,Germany,83019213,Western Europe,319.38,2040659,2458.0563055927787,144.10519646819586,46633,56.171334700559015,7.1634020428500085
2021-01-25,2021-03,101006,5454,Germany,83019213,Western Europe,265.77,2141665,2579.722118059587,121.66581246680813,52087,62.74089830266158,6.569563602102564
2021-02-01,2021-04,80306,5033,Germany,83019213,Western Europe,218.4,2221971,2676.453943257689,96.73182519810203,57120,68.80335037625568,6.0624520735940965
2020-01-06,2020-01,0,0,Greece,10724599,Rest of Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-02-10,2020-06,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-02-17,2020-07,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-02-24,2020-08,0,0,Greece,10724599,Rest of Europe,0,0,0,0,0,0,0
2020-03-02,2020-09,7,0,Greece,10724599,Rest of Europe,0.07,7,0.06527050568510766,0.06527050568510766,0,0,0
2020-03-09,2020-10,66,0,Greece,10724599,Rest of Europe,0.68,73,0.6806781307161228,0.6154076250310151,0,0,0
2020-03-16,2020-11,258,4,Greece,10724599,Rest of Europe,3.02,331,3.086362483110091,2.405684352393968,4,0.037297431820061525,0.037297431820061525
2020-03-23,2020-12,293,11,Greece,10724599,Rest of Europe,5.14,624,5.818399363929597,2.7320368808195066,15,0.13986536932523072,0.10256793750516918
2020-03-30,2020-13,532,23,Greece,10724599,Rest of Europe,7.69,1156,10.77895779599778,4.960558432068183,38,0.35432560229058446,0.21446023296535374
2020-04-06,2020-14,579,35,Greece,10724599,Rest of Europe,10.36,1735,16.177761051951684,5.398803255953905,73,0.6806781307161228,0.3263525284255383
2020-04-13,2020-15,379,25,Greece,10724599,Rest of Europe,8.93,2114,19.711692716902515,3.533931664950829,98,0.9137870795915073,0.23310894887538453
2020-04-20,2020-16,121,12,Greece,10724599,Rest of Europe,4.66,2235,20.839940029459374,1.128247312556861,110,1.025679375051692,0.11189229546018456
2020-04-27,2020-17,271,20,Greece,10724599,Rest of Europe,3.66,2506,23.366841035268543,2.5269010058091683,130,1.2121665341519994,0.1864871591003076
2020-05-04,2020-18,120,14,Greece,10724599,Rest of Europe,3.65,2626,24.48576398987039,1.1189229546018458,144,1.3427075455222148,0.13054101137021532
2020-05-11,2020-19,90,7,Greece,10724599,Rest of Europe,1.96,2716,25.324956205821774,0.8391922159513843,151,1.4079780512073226,0.06527050568510766
2020-05-18,2020-20,118,12,Greece,10724599,Rest of Europe,1.94,2834,26.425230444513588,1.100274238691815,163,1.519870346667507,0.11189229546018456
2020-05-25,2020-21,44,8,Greece,10724599,Rest of Europe,1.51,2878,26.835502194534264,0.41027175002067673,171,1.59446521030763,0.07459486364012305
2020-06-01,2020-22,39,4,Greece,10724599,Rest of Europe,0.77,2917,27.199152154779863,0.3636499602455998,175,1.6317626421276916,0.037297431820061525
2020-06-08,2020-23,80,5,Greece,10724599,Rest of Europe,1.11,2997,27.945100791181094,0.7459486364012304,180,1.6783844319027685,0.0466217897750769
2020-06-15,2020-24,124,3,Greece,10724599,Rest of Europe,1.9,3121,29.101321177603,1.1562203864219072,183,1.7063575057678146,0.02797307386504614
2020-06-22,2020-25,145,7,Greece,10724599,Rest of Europe,2.51,3266,30.453353081080234,1.3520319034772301,190,1.7716280114529224,0.06527050568510766
2020-06-29,2020-26,110,1,Greece,10724599,Rest of Europe,2.38,3376,31.479032456131925,1.025679375051692,191,1.7809523694079377,0.009324357955015381
2020-07-06,2020-27,143,1,Greece,10724599,Rest of Europe,2.36,3519,32.812415643699126,1.3333831875671993,192,1.790276727362953,0.009324357955015381
2020-07-13,2020-28,284,1,Greece,10724599,Rest of Europe,3.98,3803,35.460533302923494,2.648117659224368,193,1.7996010853179685,0.009324357955015381
2020-07-20,2020-29,204,1,Greece,10724599,Rest of Europe,4.55,4007,37.36270232574663,1.9021690228231376,194,1.8089254432729838,0.009324357955015381
2020-07-27,2020-30,186,8,Greece,10724599,Rest of Europe,3.64,4193,39.09703290537949,1.7343305796328607,202,1.8835203069131068,0.07459486364012305
2020-08-03,2020-31,469,6,Greece,10724599,Rest of Europe,6.11,4662,43.470156786281706,4.373123880902213,208,1.9394664546431992,0.05594614773009228
2020-08-10,2020-32,961,4,Greece,10724599,Rest of Europe,13.33,5623,52.43086478105148,8.96070799476978,212,1.9767638864632606,0.037297431820061525
2020-08-17,2020-33,1452,16,Greece,10724599,Rest of Europe,22.5,7075,65.96983253173381,13.538967750682332,228,2.1259536137435067,0.1491897272802461
2020-08-24,2020-34,1589,14,Greece,10724599,Rest of Europe,28.36,8664,80.78623732225326,14.816404790519439,242,2.256494625113722,0.13054101137021532
2020-08-31,2020-35,1470,20,Greece,10724599,Rest of Europe,28.52,10134,94.49304351612587,13.706806193872609,262,2.44298178421403,0.1864871591003076
2020-09-07,2020-36,1390,22,Greece,10724599,Rest of Europe,26.67,11524,107.45390107359725,12.960857557471378,284,2.648117659224368,0.20513587501033836
2020-09-14,2020-37,1716,21,Greece,10724599,Rest of Europe,28.96,13240,123.45449932440364,16.000598250806394,305,2.843929176279691,0.195811517055323
2020-09-21,2020-38,1902,33,Greece,10724599,Rest of Europe,33.74,15142,141.1894281548429,17.734928830439255,338,3.1516329887951984,0.30770381251550755
2020-09-28,2020-39,2302,41,Greece,10724599,Rest of Europe,39.2,17444,162.6541001672883,21.464672012445405,379,3.533931664950829,0.3822986761556306
2020-10-05,2020-40,2398,30,Greece,10724599,Rest of Europe,43.82,19842,185.0139105434152,22.359810376126884,409,3.8136624036012905,0.27973073865046144
2020-10-12,2020-41,2516,40,Greece,10724599,Rest of Europe,45.82,22358,208.4739951582339,23.460084614818697,449,4.186636721801906,0.3729743182006152
2020-10-19,2020-42,3012,60,Greece,10724599,Rest of Europe,51.55,25370,236.55896131874022,28.084966160506326,509,4.746098199102828,0.5594614773009229
2020-10-26,2020-43,5412,65,Greece,10724599,Rest of Europe,78.55,30782,287.02238657128345,50.46342525254324,574,5.352181466178829,0.6060832670759997
2020-11-02,2020-44,10147,61,Greece,10724599,Rest of Europe,145.08,40929,381.6366467408245,94.61426016954107,635,5.920967301434767,0.5687858352559382
2020-11-09,2020-45,15769,149,Greece,10724599,Rest of Europe,241.65,56698,528.6724473334621,147.03580059263754,784,7.310296636732058,1.3893293352972917
2020-11-16,2020-46,17507,322,Greece,10724599,Rest of Europe,310.28,74205,691.9139820519163,163.24153471845426,1106,10.312739898247012,3.0024432615149523
2020-11-23,2020-47,17414,524,Greece,10724599,Rest of Europe,325.62,91619,854.2883514805542,162.37436942863783,1630,15.19870346667507,4.88596356842806
2020-11-30,2020-48,12608,691,Greece,10724599,Rest of Europe,279.94,104227,971.8498565773881,117.56150509683391,2321,21.641834813590698,6.443131346915628
2020-12-07,2020-49,11244,682,Greece,10724599,Rest of Europe,222.4,115471,1076.692937423581,104.84308084619293,3003,28.001046938911188,6.359212125320489
2020-12-14,2020-50,9063,622,Greece,10724599,Rest of Europe,189.35,124534,1161.1995935698853,84.5066561463044,3625,33.800797586930756,5.799750648019566
2020-12-21,2020-51,6538,547,Greece,10724599,Rest of Europe,145.47,131072,1222.162245879776,60.96265230989056,4172,38.90122138832417,5.100423801393413
2020-12-28,2020-52,4859,500,Greece,10724599,Rest of Europe,106.27,135931,1267.4693011831957,45.30705530341973,4672,43.56340036583186,4.66217897750769
2021-01-04,2020-53,4168,285,Greece,10724599,Rest of Europe,84.17,140099,1306.3332251396998,38.8639239565041,4957,46.22084238301124,2.6574420171793833
2021-01-11,2021-01,4639,306,Greece,10724599,Rest of Europe,82.12,144738,1349.5889216930161,43.25569655331635,5263,49.07409591724595,2.8532535342347063
2021-01-18,2021-02,3869,206,Greece,10724599,Rest of Europe,79.33,148607,1385.6648626209706,36.075940927954505,5469,50.99491365597912,1.9208177387331684
2021-01-25,2021-03,3373,177,Greece,10724599,Rest of Europe,67.53,151980,1417.1159220032375,31.451059382266877,5646,52.64532501401684,1.6504113580377224
2021-02-01,2021-04,4977,150,Greece,10724599,Rest of Europe,77.86,156957,1463.523251545349,46.40732954211155,5796,54.04397870726915,1.398653693252307
2020-01-06,2020-01,0,0,Ireland,4904240,Western Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-02-10,2020-06,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-02-17,2020-07,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-02-24,2020-08,0,0,Ireland,4904240,Western Europe,0,0,0,0,0,0,0
2020-03-02,2020-09,1,0,Ireland,4904240,Western Europe,0.02,1,0.020390519224181523,0.020390519224181523,0,0,0
2020-03-09,2020-10,20,0,Ireland,4904240,Western Europe,0.43,21,0.428200903707812,0.4078103844836305,0,0,0
2020-03-16,2020-11,148,2,Ireland,4904240,Western Europe,3.43,169,3.4459977488866778,3.0177968451788657,2,0.04078103844836305,0.04078103844836305
2020-03-23,2020-12,737,2,Ireland,4904240,Western Europe,18.05,906,18.47381041710846,15.027812668221783,4,0.0815620768967261,0.04078103844836305
2020-03-30,2020-13,1709,42,Ireland,4904240,Western Europe,49.88,2615,53.32120777123468,34.84739735412622,46,0.9379638843123501,0.856401807415624
2020-04-06,2020-14,2496,112,Ireland,4904240,Western Europe,85.74,5111,104.21594375479177,50.894735983557084,158,3.221702037420681,2.2837381531083305
2020-04-13,2020-15,4544,176,Ireland,4904240,Western Europe,143.55,9655,196.8704631094726,92.65451935468084,334,6.810433420876629,3.5887313834559484
2020-04-20,2020-16,5596,276,Ireland,4904240,Western Europe,206.76,15251,310.9758086879924,114.10534557851982,610,12.43821672675073,5.627783305874101
2020-04-27,2020-17,4011,477,Ireland,4904240,Western Europe,195.89,19262,392.7621812961845,81.7863726081921,1087,22.164494396685317,9.726277669934587
2020-05-04,2020-18,2244,216,Ireland,4904240,Western Europe,127.54,21506,438.51850643524784,45.75632513906334,1303,26.568846549108525,4.404352152423209
2020-05-11,2020-19,1490,155,Ireland,4904240,Western Europe,76.14,22996,468.9003800792783,30.38187364403047,1458,29.729377028856664,3.1605304797481364
2020-05-18,2020-20,1116,85,Ireland,4904240,Western Europe,53.14,24112,491.6561995334649,22.755819454186582,1543,31.46257116291209,1.7331941340554295
2020-05-25,2020-21,527,63,Ireland,4904240,Western Europe,33.5,24639,502.4020031646086,10.745803631143664,1606,32.747173874035525,1.284602711123436
2020-06-01,2020-22,351,44,Ireland,4904240,Western Europe,17.9,24990,509.5590754122963,7.157072247687715,1650,33.64435671989951,0.8971828458639871
2020-06-08,2020-23,211,29,Ireland,4904240,Western Europe,11.46,25201,513.8614749685986,4.302399556302301,1679,34.23568177740078,0.5913250575012642
2020-06-15,2020-24,102,27,Ireland,4904240,Western Europe,6.38,25303,515.9413079294651,2.0798329608665154,1706,34.78622579645368,0.5505440190529012
2020-06-22,2020-25,76,9,Ireland,4904240,Western Europe,3.63,25379,517.4909873905029,1.5496794610377957,1715,34.96974046947131,0.18351467301763372
2020-06-29,2020-26,60,20,Ireland,4904240,Western Europe,2.77,25439,518.7144185439538,1.2234311534508915,1735,35.37755085395494,0.4078103844836305
2020-07-06,2020-27,88,6,Ireland,4904240,Western Europe,3.02,25527,520.5087842356818,1.7943656917279742,1741,35.49989396930003,0.12234311534508914
2020-07-13,2020-28,101,5,Ireland,4904240,Western Europe,3.85,25628,522.5682266773241,2.059442441642334,1746,35.60184656542094,0.10195259612090762
2020-07-20,2020-29,132,7,Ireland,4904240,Western Europe,4.75,25760,525.2597752149161,2.6915485375919612,1753,35.74458019999021,0.14273363456927066
2020-07-27,2020-30,121,10,Ireland,4904240,Western Europe,5.16,25881,527.727028041042,2.4672528261259643,1763,35.94848539223203,0.20390519224181525
2020-08-03,2020-31,281,0,Ireland,4904240,Western Europe,8.2,26162,533.456763943037,5.729735901995008,1763,35.94848539223203,0
2020-08-10,2020-32,550,9,Ireland,4904240,Western Europe,16.94,26712,544.6715495163369,11.214785573299839,1772,36.13200006524966,0.18351467301763372
2020-08-17,2020-33,545,2,Ireland,4904240,Western Europe,22.33,27257,555.7843824935159,11.11283297717893,1774,36.17278110369802,0.04078103844836305
2020-08-24,2020-34,712,3,Ireland,4904240,Western Europe,25.63,27969,570.3024321811331,14.518049687617244,1777,36.233952661370566,0.06117155767254457
2020-08-31,2020-35,791,0,Ireland,4904240,Western Europe,30.65,28760,586.4313328874606,16.128900706327585,1777,36.233952661370566,0
2020-09-07,2020-36,912,0,Ireland,4904240,Western Europe,34.73,29672,605.0274864199142,18.59615353245355,1777,36.233952661370566,0
2020-09-14,2020-37,1313,7,Ireland,4904240,Western Europe,45.37,30985,631.8002381612645,26.77275174135034,1784,36.37668629593984,0.14273363456927066
2020-09-21,2020-38,1948,8,Ireland,4904240,Western Europe,66.49,32933,671.5209696099702,39.72073144870561,1792,36.53981044973329,0.1631241537934522
2020-09-28,2020-39,2057,10,Ireland,4904240,Western Europe,81.66,34990,713.4642676541115,41.94329804414139,1802,36.74371564197511,0.20390519224181525
2020-10-05,2020-40,3042,8,Ireland,4904240,Western Europe,103.97,38032,775.4922271340718,62.027959479960195,1810,36.90683979576856,0.1631241537934522
2020-10-12,2020-41,4496,16,Ireland,4904240,Western Europe,153.7,42528,867.1680015659919,91.67577443192013,1826,37.23308810335546,0.3262483075869044
2020-10-19,2020-42,7434,26,Ireland,4904240,Western Europe,243.26,49962,1018.7511214785574,151.58311991256545,1852,37.763241603184184,0.5301534998287196
2020-10-26,2020-43,7166,30,Ireland,4904240,Western Europe,297.7,57128,1164.869582239042,146.1184607604848,1882,38.37495717990963,0.6117155767254457
2020-11-02,2020-44,4874,33,Ireland,4904240,Western Europe,245.5,62002,1264.252972937703,99.38339069866075,1915,39.04784431430762,0.6728871343979903
2020-11-09,2020-45,3392,32,Ireland,4904240,Western Europe,168.55,65394,1333.4176141461267,69.16464120842373,1947,39.70034092948143,0.6524966151738087
2020-11-16,2020-46,2509,32,Ireland,4904240,Western Europe,120.32,67903,1384.577426879598,51.15981273347145,1979,40.35283754465524,0.6524966151738087
2020-11-23,2020-47,2558,43,Ireland,4904240,Western Europe,103.32,70461,1436.7363750550544,52.15894817545634,2022,41.22962987129504,0.8767923266398056
2020-11-30,2020-48,1780,30,Ireland,4904240,Western Europe,88.45,72241,1473.0314992740975,36.29512421904311,2052,41.84134544802049,0.6117155767254457
2020-12-07,2020-49,2005,45,Ireland,4904240,Western Europe,77.18,74246,1513.9144903185816,40.88299104448396,2097,42.75891881310866,0.9175733650881686
2020-12-14,2020-50,1939,27,Ireland,4904240,Western Europe,80.42,76185,1553.4517070942695,39.53721677568797,2124,43.30946283216156,0.5505440190529012
