date,year_week,cases_weekly,deaths_weekly,country,population,continent,notification_rate_per_100000_population_14_days,cum_cases,cum_cases_per100000,weekly_cases_per100000,cum_deaths,cum_deaths_per100000,weekly_deaths_per100000
2020-12-21,2020-51,3357,34,Ireland,4904240,Western Europe,107.99,79542,1621.9026801298469,68.45097303557738,2158,44.00274048578373,0.6932776536221719
2020-12-28,2020-52,6587,46,Ireland,4904240,Western Europe,202.76,86129,1756.2150302595305,134.3123501296837,2204,44.94070437009608,0.9379638843123501
2021-01-04,2020-53,15758,55,Ireland,4904240,Western Europe,455.63,101887,2077.528832194183,321.3138019346525,2259,46.062182927426065,1.121478557329984
2021-01-11,2021-01,45726,85,Ireland,4904240,Western Europe,1253.69,147613,3009.9057142391075,932.3768820449244,2344,47.795377061481496,1.7331941340554295
2021-01-18,2021-02,25113,264,Ireland,4904240,Western Europe,1444.44,172726,3521.972823515978,512.0671092768706,2608,53.178474136665415,5.3830970751839224
2021-01-25,2021-03,14828,362,Ireland,4904240,Western Europe,814.42,187554,3824.3234425721416,302.3506190561636,2970,60.55984209581913,7.381367959153712
2021-02-01,2021-04,8993,337,Ireland,4904240,Western Europe,485.72,196547,4007.695381955206,183.37193938306444,3307,67.43144707436831,6.871604978549174
2020-01-06,2020-01,0,0,Italy,60359546,Western Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,Italy,60359546,Western Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,Italy,60359546,Western Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,Italy,60359546,Western Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,3,0,Italy,60359546,Western Europe,0,3,0.004970216310109423,0.004970216310109423,0,0,0
2020-02-10,2020-06,0,0,Italy,60359546,Western Europe,0,3,0.004970216310109423,0,0,0,0
2020-02-17,2020-07,0,0,Italy,60359546,Western Europe,0,3,0.004970216310109423,0,0,0,0
2020-02-24,2020-08,129,2,Italy,60359546,Western Europe,0.21,132,0.21868951764481462,0.2137193013347052,2,0.003313477540072949,0.003313477540072949
2020-03-02,2020-09,1557,33,Italy,60359546,Western Europe,2.79,1689,2.798231782591605,2.5795422649467907,35,0.0579858569512766,0.054672379411203655
2020-03-09,2020-10,5686,331,Italy,60359546,Western Europe,12,7375,12.218448429018999,9.420216646427393,366,0.6063663898333497,0.548380532882073
2020-03-16,2020-11,16605,1445,Italy,60359546,Western Europe,36.93,23980,39.72859570547465,27.51014727645566,1811,3.000353912536055,2.3939875227027057
2020-03-23,2020-12,35158,3665,Italy,60359546,Western Europe,85.76,59138,97.97621738241702,58.247621676942366,5476,9.072301504719734,6.071947592183679
2020-03-30,2020-13,38551,5305,Italy,60359546,Western Europe,122.12,97689,161.84515370609316,63.868936323676124,10781,17.861300679763232,8.788999175043497
2020-04-06,2020-14,31259,5108,Italy,60359546,Western Europe,115.66,128948,213.6331509186633,51.787997212570154,15889,26.323922317109542,8.462621637346311
2020-04-13,2020-15,27415,4012,Italy,60359546,Western Europe,97.21,156363,259.0526442992132,45.419493380549945,19901,32.97075826249588,6.646835945386336
2020-04-20,2020-16,22609,3759,Italy,60359546,Western Europe,82.88,178972,296.5098511509679,37.45720685175465,23660,39.19843929906298,6.227681036567107
2020-04-27,2020-17,18703,2984,Italy,60359546,Western Europe,68.44,197675,327.4958363669601,30.98598521599218,26644,44.14214778885182,4.94370848978884
2020-05-04,2020-18,13042,2240,Italy,60359546,Western Europe,52.59,210717,349.1030234057758,21.6071870388157,28884,47.85324263373353,3.7110948448817025
2020-05-11,2020-19,8353,1676,Italy,60359546,Western Europe,35.45,219070,362.9417623518905,13.83873894611467,30560,50.62993681231466,2.776694178581131
2020-05-18,2020-20,6365,1348,Italy,60359546,Western Europe,24.38,225435,373.4869046231726,10.54514227128216,31908,52.86322067432383,2.2332838620091677
2020-05-25,2020-21,4423,877,Italy,60359546,Western Europe,17.87,229858,380.81466020304396,7.327755579871327,32785,54.31618057564582,1.452959901321988
2020-06-01,2020-22,3161,630,Italy,60359546,Western Europe,12.56,233019,386.05161145512926,5.236951252085295,33415,55.359926000768795,1.043745425122979
2020-06-08,2020-23,1979,484,Italy,60359546,Western Europe,8.52,234998,389.33029748103144,3.278686025902183,33899,56.16178756546645,0.8018615646976536
2020-06-15,2020-24,1991,446,Italy,60359546,Western Europe,6.58,236989,392.62886437217406,3.2985668911426207,34345,56.90069305690271,0.7389054914362676
2020-06-22,2020-25,1510,289,Italy,60359546,Western Europe,5.8,238499,395.1305399149291,2.5016755427550765,34634,57.379490561443255,0.4787975045405411
2020-06-29,2020-26,1811,104,Italy,60359546,Western Europe,5.5,240310,398.1308938274652,3.000353912536055,34738,57.55179139352705,0.17230083208379335
2020-07-06,2020-27,1301,123,Italy,60359546,Western Europe,5.16,241611,400.28631096728265,2.155417139817453,34861,57.755570262241534,0.20377886871448636
2020-07-13,2020-28,1450,93,Italy,60359546,Western Europe,4.56,243061,402.68858218383554,2.402271216552888,34954,57.909646967854925,0.15407670561339212
2020-07-20,2020-29,1373,91,Italy,60359546,Western Europe,4.68,244434,404.9632845150956,2.2747023312600794,35045,58.06041019592825,0.15076322807331918
2020-07-27,2020-30,1684,62,Italy,60359546,Western Europe,5.06,246118,407.75323260383703,2.789948088741423,35107,58.16312799967051,0.10271780374226142
2020-08-03,2020-31,1952,47,Italy,60359546,Western Europe,6.02,248070,410.9871866829482,3.2339540791111983,35154,58.24099472186222,0.0778667221917143
2020-08-10,2020-32,2496,51,Italy,60359546,Western Europe,7.37,250566,415.1224066529592,4.135219970011041,35205,58.32548839913408,0.08449367727186019
2020-08-17,2020-33,3349,191,Italy,60359546,Western Europe,9.68,253915,420.6708247938114,5.548418140852153,35396,58.64192550421105,0.3164371050769666
2020-08-24,2020-34,5430,41,Italy,60359546,Western Europe,14.54,259345,429.66691631510946,8.996091521298055,35437,58.70985179378254,0.06792628957149545
2020-08-31,2020-35,8873,40,Italy,60359546,Western Europe,23.7,268218,444.3671594216431,14.700243106533637,35477,58.776121344584006,0.06626955080145898
2020-09-07,2020-36,9416,64,Italy,60359546,Western Europe,30.3,277634,459.96701168030654,15.599852258663443,35541,58.88215262586634,0.10603128128233437
2020-09-14,2020-37,10119,69,Italy,60359546,Western Europe,32.36,287753,476.73155129430563,16.764539613999084,35610,58.996467600998855,0.11431497513251673
2020-09-21,2020-38,10403,97,Italy,60359546,Western Europe,34,298156,493.9666047189951,17.235053424689443,35707,59.15717126169239,0.16070366069353803
2020-09-28,2020-39,11714,128,Italy,60359546,Western Europe,36.64,309870,513.3736426712023,19.40703795220726,35835,59.36923382425706,0.21206256256466874
2020-10-05,2020-40,15459,151,Italy,60359546,Western Europe,45.02,325329,538.9851673171962,25.611524645993857,35986,59.619401378532565,0.25016755427550763
2020-10-12,2020-41,29621,180,Italy,60359546,Western Europe,74.69,354950,588.0594264244465,49.074259107250406,36166,59.917614357139136,0.29821297860656537
2020-10-19,2020-42,59291,377,Italy,60359546,Western Europe,147.3,414241,686.2891248386792,98.2296984142326,36543,60.542204873442884,0.6245905163037508
2020-10-26,2020-43,111541,795,Italy,60359546,Western Europe,283.02,525782,871.0834239873176,184.7942991486384,37338,61.85931219562188,1.317107322178997
2020-11-02,2020-44,183553,1488,Italy,60359546,Western Europe,488.89,709335,1175.1827954438227,304.09937145650497,38826,64.32453948543616,2.465227289814274
2020-11-09,2020-45,225769,2568,Italy,60359546,Western Europe,678.14,935104,1549.2230508161874,374.0402553723648,41394,68.57904464688983,4.254505161453666
2020-11-16,2020-46,243425,3835,Italy,60359546,Western Europe,777.33,1178529,1952.514685912316,403.2916350961288,45229,74.9326378299797,6.353593183089879
2020-11-23,2020-47,230339,4594,Italy,60359546,Western Europe,784.9,1408868,2334.1262374637477,381.6115515514315,49823,82.54369573952727,7.611057909547563
2020-11-30,2020-48,176310,5081,Italy,60359546,Western Europe,673.71,1585178,2626.2258500088783,292.0996125451308,54904,90.9615854300826,8.417889690555327
2020-12-07,2020-49,143700,5174,Italy,60359546,Western Europe,530.17,1728878,2864.29921126312,238.07336125424138,60078,99.53355182625131,8.571966396168719
2020-12-14,2020-50,114834,4442,Italy,60359546,Western Europe,428.32,1843712,3054.5491511814885,190.2499399183685,64520,106.89278544275334,7.35923361650202
2020-12-21,2020-51,109473,4279,Italy,60359546,Western Europe,371.62,1953185,3235.917314553691,181.36816337220296,68799,113.9819706397394,7.089185196986074
2020-12-28,2020-52,94511,3126,Italy,60359546,Western Europe,337.95,2047696,3392.4973524486086,156.58003789491724,71925,119.16093603487343,5.178965395134019
2021-01-04,2020-53,107750,3407,Italy,60359546,Western Europe,335.09,2155446,3571.010954920039,178.51360247143012,75332,124.8054450243877,5.644508989514268
2021-01-11,2021-01,121045,3423,Italy,60359546,Western Europe,379.05,2276491,3771.5508993391036,200.53994441906505,78755,130.47646183422253,5.671016809834852
2021-01-18,2021-02,104786,3422,Italy,60359546,Western Europe,374.14,2381277,3945.1539280961456,173.603028757042,82177,136.14582190528736,5.6693600710648155
2021-01-25,2021-03,85536,3284,Italy,60359546,Western Europe,315.31,2466813,4086.8647355299854,141.71080743383988,85461,141.58655202608713,5.440730120799782
2021-02-01,2021-04,86219,3055,Italy,60359546,Western Europe,284.55,2553032,4229.70709554376,142.8423600137748,88516,146.64788896854856,5.06133694246143
2020-01-06,2020-01,0,0,Netherlands,17282163,Western Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-02-10,2020-06,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-02-17,2020-07,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-02-24,2020-08,0,0,Netherlands,17282163,Western Europe,0,0,0,0,0,0,0
2020-03-02,2020-09,13,0,Netherlands,17282163,Western Europe,0.08,13,0.0752220656638871,0.0752220656638871,0,0,0
2020-03-09,2020-10,252,3,Netherlands,17282163,Western Europe,1.53,265,1.5333728769946215,1.4581508113307344,3,0.017358938230127793,0.017358938230127793
2020-03-16,2020-11,870,17,Netherlands,17282163,Western Europe,6.49,1135,6.567464963731681,5.0340920867370595,20,0.11572625486751861,0.09836731663739082
2020-03-23,2020-12,3069,159,Netherlands,17282163,Western Europe,22.79,4204,24.325658773152412,17.75819380942073,179,1.0357499810642916,0.920023726196773
2020-03-30,2020-13,6662,592,Netherlands,17282163,Western Europe,56.31,10866,62.87407426952286,38.548415496370446,771,4.461247125142842,3.425497144078551
2020-04-06,2020-14,6985,995,Netherlands,17282163,Western Europe,78.97,17851,103.29146878200373,40.417394512480875,1766,10.218628304801893,5.757381179659051
2020-04-13,2020-15,7736,971,Netherlands,17282163,Western Europe,85.18,25587,148.05438416475994,44.7629153827562,2737,15.837137978619921,5.6185096738180285
2020-04-20,2020-16,7068,947,Netherlands,17282163,Western Europe,85.66,32655,188.95204263494102,40.89765847018108,3684,21.31677614659693,5.479638167977006
2020-04-27,2020-17,5190,791,Netherlands,17282163,Western Europe,70.93,37845,218.98300577306208,30.03096313812108,4475,25.893749526607287,4.576973380010361
2020-05-04,2020-18,2726,581,Netherlands,17282163,Western Europe,45.8,40571,234.75649431150487,15.773488538442786,5056,29.255597230508705,3.3618477039014154
2020-05-11,2020-19,2056,384,Netherlands,17282163,Western Europe,27.67,42627,246.6531533118858,11.896659000380913,5440,31.477541323965063,2.2219440934563575
2020-05-18,2020-20,1368,240,Netherlands,17282163,Western Europe,19.81,43995,254.56882914482406,7.915675832938273,5680,32.86625638237528,1.3887150584102232
2020-05-25,2020-21,1241,142,Netherlands,17282163,Western Europe,15.1,45236,261.7496432593536,7.18081411452953,5822,33.687912791934664,0.8216564095593821
2020-06-01,2020-22,1206,134,Netherlands,17282163,Western Europe,14.16,46442,268.72793642786496,6.978293168511372,5956,34.46327869954704,0.7753659076123747
2020-06-08,2020-23,1132,57,Netherlands,17282163,Western Europe,13.53,47574,275.27804245336654,6.550106025501553,6013,34.79309852591947,0.329819826372428
2020-06-15,2020-24,1209,46,Netherlands,17282163,Western Europe,13.55,48783,282.273694560108,6.9956521067415,6059,35.05926891211476,0.2661703861952928
2020-06-22,2020-25,810,31,Netherlands,17282163,Western Europe,11.68,49593,286.9606078822425,4.686913322134504,6090,35.238644607159415,0.17937569504465384
2020-06-29,2020-26,554,15,Netherlands,17282163,Western Europe,7.89,50147,290.1662251420728,3.2056172598302655,6105,35.32543929831006,0.08679469115063895
2020-07-06,2020-27,474,22,Netherlands,17282163,Western Europe,5.95,50621,292.90893738243295,2.742712240360191,6127,35.452738178664326,0.12729888035427048
2020-07-13,2020-28,401,8,Netherlands,17282163,Western Europe,5.06,51022,295.22924879252673,2.320311410093748,6135,35.49902868061133,0.04629050194700744
2020-07-20,2020-29,703,1,Netherlands,17282163,Western Europe,6.39,51725,299.29702665112,4.06777785859328,6136,35.50481499335471,0.00578631274337593
2020-07-27,2020-30,1221,4,Netherlands,17282163,Western Europe,11.13,52946,306.362114510782,7.065087859662011,6140,35.52796024432821,0.02314525097350372
2020-08-03,2020-31,2097,0,Netherlands,17282163,Western Europe,19.2,55043,318.4960123336413,12.133897822859327,6140,35.52796024432821,0
2020-08-10,2020-32,3521,8,Netherlands,17282163,Western Europe,32.51,58564,338.869619503068,20.373607169426652,6148,35.57425074627522,0.04629050194700744
2020-08-17,2020-33,4379,15,Netherlands,17282163,Western Europe,45.71,62943,364.2078830063112,25.338263503243198,6163,35.66104543742586,0.08679469115063895
2020-08-24,2020-34,3547,28,Netherlands,17282163,Western Europe,45.86,66490,384.7319343070656,20.524051300754426,6191,35.823062194240386,0.16201675681452604
2020-08-31,2020-35,3581,24,Netherlands,17282163,Western Europe,41.24,70071,405.4527202410948,20.720785934029205,6215,35.96193370008141,0.13887150584102234
2020-09-07,2020-36,4644,19,Netherlands,17282163,Western Europe,47.59,74715,432.32435662133264,26.87163638023782,6234,36.07187364220555,0.10993994212414268
2020-09-14,2020-37,7308,11,Netherlands,17282163,Western Europe,69.16,82023,474.61073014992394,42.2863735285913,6245,36.13552308238268,0.06364944017713524
2020-09-21,2020-38,11661,25,Netherlands,17282163,Western Europe,109.76,93684,542.0849230504307,67.47419290050672,6270,36.28018090096708,0.14465781858439827
2020-09-28,2020-39,17826,95,Netherlands,17282163,Western Europe,170.62,111510,645.23173401385,103.14681096341934,6365,36.8298806115878,0.5496997106207134
2020-10-05,2020-40,24239,80,Netherlands,17282163,Western Europe,243.4,135749,785.4861686005391,140.25443458668917,6445,37.292785631057875,0.46290501947007445
2020-10-12,2020-41,38701,130,Netherlands,17282163,Western Europe,364.19,174450,1009.4222580819311,223.9360894813919,6575,38.045006287696744,0.7522206566388709
2020-10-19,2020-42,53784,176,Netherlands,17282163,Western Europe,535.15,228234,1320.633302671662,311.21104458973105,6751,39.063397330530904,1.0183910428341638
2020-10-26,2020-43,62691,285,Netherlands,17282163,Western Europe,673.96,290925,1683.3830348666427,362.7497321949805,7036,40.71249646239305,1.6490991318621402
2020-11-02,2020-44,68512,388,Netherlands,17282163,Western Europe,759.18,359437,2079.8148935408144,396.43185867417174,7424,42.957585806822905,2.245089344429861
2020-11-09,2020-45,50136,570,Netherlands,17282163,Western Europe,686.53,409573,2369.91746924271,290.10257570189566,7994,46.255784070547186,3.2981982637242804
2020-11-16,2020-46,37762,481,Netherlands,17282163,Western Europe,508.61,447335,2588.420211058072,218.50274181536187,8475,49.03900050011101,2.7832164295638226
2020-11-23,2020-47,36725,404,Netherlands,17282163,Western Europe,431.01,484060,2800.9225465585528,212.50233550048105,8879,51.376670848434884,2.337670348323876
2020-11-30,2020-48,34213,457,Netherlands,17282163,Western Europe,410.47,518273,2998.8896644476736,197.96711788912071,9336,54.02101577215769,2.6443449237228003
2020-12-07,2020-49,38280,338,Netherlands,17282163,Western Europe,419.47,556553,3220.389716264104,221.5000518164306,9674,55.97678947941875,1.9557737072610646
2020-12-14,2020-50,56193,360,Netherlands,17282163,Western Europe,546.65,612746,3545.539988252628,325.1502719885237,10034,58.05986206703409,2.083072587615335
2020-12-21,2020-51,76154,443,Netherlands,17282163,Western Europe,765.8,688900,3986.1908489116786,440.65086065905064,10477,60.623198612349626,2.5633365453155372
2020-12-28,2020-52,80594,551,Netherlands,17282163,Western Europe,906.99,769494,4452.532938151318,466.34208923963973,11028,63.81145693394976,3.188258321600138
2021-01-04,2020-53,50699,570,Netherlands,17282163,Western Europe,759.7,820193,4745.893207927735,293.3602697764163,11598,67.10965519767404,3.2981982637242804
2021-01-11,2021-01,57026,799,Netherlands,17282163,Western Europe,623.33,877219,5075.86347843149,329.9702705037558,12397,71.73291907963142,4.623263881957368
2021-01-18,2021-02,38967,645,Netherlands,17282163,Western Europe,555.45,916186,5301.33872710262,225.4752486711299,13042,75.46509079910888,3.732171719477475
2021-01-25,2021-03,35590,522,Netherlands,17282163,Western Europe,431.41,951776,5507.27359763937,205.93487053674937,13564,78.48554605115112,3.0204552520422356
2021-02-01,2021-04,28671,445,Netherlands,17282163,Western Europe,371.83,980447,5673.172970304701,165.8993726653313,14009,81.0604552219534,2.574909170802289
2020-01-06,2020-01,0,0,Russia,145872260,Rest of Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,Russia,145872260,Rest of Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,Russia,145872260,Rest of Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,Russia,145872260,Rest of Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,2,0,Russia,145872260,Rest of Europe,0,2,0.0013710625995648521,0.0013710625995648521,0,0,0
2020-02-10,2020-06,0,0,Russia,145872260,Rest of Europe,0,2,0.0013710625995648521,0,0,0,0
2020-02-17,2020-07,0,0,Russia,145872260,Rest of Europe,0,2,0.0013710625995648521,0,0,0,0
2020-02-24,2020-08,0,0,Russia,145872260,Rest of Europe,0,2,0.0013710625995648521,0,0,0,0
2020-03-02,2020-09,0,0,Russia,145872260,Rest of Europe,0,2,0.0013710625995648521,0,0,0,0
2020-03-09,2020-10,8,0,Russia,145872260,Rest of Europe,0.01,10,0.00685531299782426,0.0054842503982594085,0,0,0
2020-03-16,2020-11,53,0,Russia,145872260,Rest of Europe,0.04,63,0.043188471886292844,0.03633315888846858,0,0,0
2020-03-23,2020-12,304,0,Russia,145872260,Rest of Europe,0.24,367,0.25158998702015034,0.20840151513385752,0,0,0
2020-03-30,2020-13,1167,8,Russia,145872260,Rest of Europe,1.01,1534,1.0516050138662416,0.8000150268460912,8,0.0054842503982594085,0.0054842503982594085
2020-04-06,2020-14,3855,37,Russia,145872260,Rest of Europe,3.44,5389,3.694328174527494,2.6427231606612525,45,0.030848908490209173,0.025364658091949766
2020-04-13,2020-15,10381,85,Russia,145872260,Rest of Europe,9.76,15770,10.81082859756886,7.116500423041365,130,0.08911906897171538,0.05827016048150621
2020-04-20,2020-16,27083,231,Russia,145872260,Rest of Europe,25.68,42853,29.377072789576303,18.566244192007446,361,0.2474767992214558,0.15835773024974042
2020-04-27,2020-17,38096,386,Russia,145872260,Rest of Europe,44.68,80949,55.49307318608761,26.116000396511303,747,0.5120918809374723,0.26461508171601644
2020-05-04,2020-18,53738,533,Russia,145872260,Rest of Europe,62.96,134687,92.33215417379562,36.83908098770801,1280,0.8774800637215053,0.36538818278403307
2020-05-11,2020-19,75001,635,Russia,145872260,Rest of Europe,88.25,209688,143.74768718877735,51.41553301498173,1915,1.3127924390833459,0.43531237536184053
2020-05-18,2020-20,72064,716,Russia,145872260,Rest of Europe,100.82,281752,193.14981477629811,49.40212758752075,2631,1.8036328497275629,0.4908404106442171
2020-05-25,2020-21,62729,910,Russia,145872260,Rest of Europe,92.4,344481,236.1525076803499,43.002692904051806,3541,2.4274663325295704,0.6238334828020077
2020-06-01,2020-22,61362,1152,Russia,145872260,Rest of Europe,85.07,405843,278.21807929759916,42.065571617249226,4693,3.2171983898789254,0.7897320573493548
2020-06-08,2020-23,61830,1166,Russia,145872260,Rest of Europe,84.45,467673,320.6044795631465,42.3864002655474,5859,4.016527885425234,0.7993294955463087
2020-06-15,2020-24,61291,1089,Russia,145872260,Rest of Europe,84.4,528964,362.6213784581112,42.016898894964676,6948,4.763071470888296,0.746543585463062
2020-06-22,2020-25,55716,1163,Russia,145872260,Rest of Europe,80.21,584680,400.81644035678886,38.19506189867765,8111,5.5603443725352575,0.7972729016469615
2020-06-29,2020-26,49757,962,Russia,145872260,Rest of Europe,72.31,634437,434.926421240063,34.109980883274176,9073,6.219825482925952,0.6594811103906939
2020-07-06,2020-27,46814,1088,Russia,145872260,Rest of Europe,66.2,681251,467.0188835080775,32.09246226801449,10161,6.965683537089231,0.7458580541632795
2020-07-13,2020-28,45911,1174,Russia,145872260,Rest of Europe,63.57,727162,498.4923110123885,31.473427504310962,11335,7.770497283033799,0.8048137459445682
2020-07-20,2020-29,44384,1007,Russia,145872260,Rest of Europe,61.9,771546,528.9189322219316,30.426621209543196,12342,8.460827301914703,0.6903300188809031
2020-07-27,2020-30,40939,927,Russia,145872260,Rest of Europe,58.49,812485,556.9838981037244,28.06496588179274,13269,9.096314816813011,0.6354875148983089
2020-08-03,2020-31,38385,859,Russia,145872260,Rest of Europe,54.38,850870,583.2980170458728,26.314118942148426,14128,9.685186203326115,0.588871386513104
2020-08-10,2020-32,36666,803,Russia,145872260,Rest of Europe,51.45,887536,608.4337076836953,25.135690637822435,14931,10.235667837051404,0.5504816337252881
2020-08-17,2020-33,35317,754,Russia,145872260,Rest of Europe,49.35,922853,632.6446165981113,24.210908914415942,15685,10.752558437087352,0.5168906000359492
2020-08-24,2020-34,33896,698,Russia,145872260,Rest of Europe,47.45,956749,655.8813855355363,23.236768937425115,16383,11.231059284335487,0.4785008472481334
2020-08-31,2020-35,33577,710,Russia,145872260,Rest of Europe,46.25,990326,678.8994699883309,23.01808445279452,17093,11.717786507181009,0.4867272228455225
2020-09-07,2020-36,35179,727,Russia,145872260,Rest of Europe,47.13,1025505,703.0157755833768,24.116305595045965,17820,12.216167762122833,0.4983812549418237
2020-09-14,2020-37,37306,758,Russia,145872260,Rest of Europe,49.69,1062811,728.59020625306,25.574430669683185,18578,12.735800487357912,0.519632725235079
2020-09-21,2020-38,40588,840,Russia,145872260,Rest of Europe,53.4,1103399,756.4145506486291,27.82434439556911,19418,13.311646779175149,0.5758462918172379
2020-09-28,2020-39,48039,906,Russia,145872260,Rest of Europe,60.76,1151438,789.3467887588771,32.932238110247965,20324,13.932738136778028,0.621091357602878
