date,cases,deaths,country,population,continent,cum_cases,cum_cases_per100000,cases_per100000,cases_7day_rollmean,cases_7day_rollsum,cases_7day_rollsum_per100000,cases_14day_rollmean,cases_14day_rollsum,cases_14day_rollmean_per100000,cases_14day_rollsum_per100000,cumulative_deaths,deaths_per100000,deaths_7day_rollmean,deaths_7day_rollsum,deaths_7day_rollsum_per100000,deaths_14day_rollmean,deaths_14day_rollsum,deaths_14day_rollmean_per100000,deaths_14day_rollsum_per100000
2020-07-08,27,1,Greece,10724599,Europe,3589,33.4651207005502,0.2517576647854153,25.714285714285715,180,1.6783844319027685,20.5,287,0.1911493380778153,2.6760907330894144,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.21428571428571427,3,0.0019980767046461527,0.02797307386504614
2020-07-09,33,0,Greece,10724599,Europe,3622,33.77282451306571,0.30770381251550755,27.142857142857142,190,1.7716280114529224,22.285714285714285,312,0.2077999772831999,2.9091996819647985,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.21428571428571427,3,0.0019980767046461527,0.02797307386504614
2020-07-10,50,0,Greece,10724599,Europe,3672,34.239042410816474,0.46621789775076905,30.571428571428573,214,1.9954126023732914,25.071428571428573,351,0.2337749744435999,3.2728496422103985,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-11,60,0,Greece,10724599,Europe,3732,34.7985038881174,0.5594614773009229,35.142857142857146,246,2.2937920569337837,27.785714285714285,389,0.2590839460357845,3.627175244500983,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-12,40,0,Greece,10724599,Europe,3772,35.171478206318014,0.3729743182006152,37.285714285714285,261,2.4336574262590145,29,406,0.27040638069544604,3.7856893297362446,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-13,31,0,Greece,10724599,Europe,3803,35.460533302923494,0.2890550966054768,40.57142857142857,284,2.648117659224368,30.5,427,0.2843929176279691,3.9815008467915676,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-14,23,0,Greece,10724599,Europe,3826,35.674993535888845,0.21446023296535374,37.714285714285715,264,2.4616305001240604,31.142857142857142,436,0.29038714774190755,4.065420068386706,193,1.7996010853179685,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-15,57,0,Greece,10724599,Europe,3883,36.206481939324725,0.5314884034358767,42,294,2.741361238774522,33.857142857142854,474,0.31569611933409214,4.41974567067729,193,1.7996010853179685,0,0,0,0.07142857142857142,1,6.660255682153842e-4,0.009324357955015381
2020-07-16,27,0,Greece,10724599,Europe,3910,36.45823960411014,0.2517576647854153,41.142857142857146,288,2.6854150910444297,34.142857142857146,478,0.3183602216069537,4.457043102497352,193,1.7996010853179685,0,0,0,0.07142857142857142,1,6.660255682153842e-4,0.009324357955015381
2020-07-17,29,0,Greece,10724599,Europe,3939,36.72864598480558,0.27040638069544604,38.142857142857146,267,2.4896035739891067,34.357142857142854,481,0.32035829831159984,4.485016176362398,193,1.7996010853179685,0,0,0,0.07142857142857142,1,6.660255682153842e-4,0.009324357955015381
2020-07-18,25,1,Greece,10724599,Europe,3964,36.96175493368097,0.23310894887538453,33.142857142857146,232,2.1632510455635683,34.142857142857146,478,0.3183602216069537,4.457043102497352,194,1.8089254432729838,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-19,19,0,Greece,10724599,Europe,3983,37.13891773482626,0.17716280114529223,30.142857142857142,211,1.9674395285082453,33.714285714285715,472,0.3143640681976614,4.40109695476726,194,1.8089254432729838,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-20,24,0,Greece,10724599,Europe,4007,37.36270232574663,0.22378459092036912,29.142857142857142,204,1.9021690228231376,34.857142857142854,488,0.32502047728910755,4.550286682047505,194,1.8089254432729838,0.14285714285714285,1,0.009324357955015381,0.14285714285714285,2,0.0013320511364307685,0.018648715910030762
2020-07-21,5,1,Greece,10724599,Europe,4012,37.409324115521706,0.0466217897750769,26.571428571428573,186,1.7343305796328607,32.142857142857146,450,0.29971150569692295,4.195961079756922,195,1.8182498012279993,0.2857142857142857,2,0.018648715910030762,0.21428571428571427,3,0.0019980767046461527,0.02797307386504614
2020-07-22,36,2,Greece,10724599,Europe,4048,37.74500100190226,0.3356768863805537,23.571428571428573,165,1.5385190625775378,32.785714285714285,459,0.3057057358108614,4.279880301352059,197,1.8368985171380299,0.5714285714285714,4,0.037297431820061525,0.2857142857142857,4,0.002664102272861537,0.037297431820061525
2020-07-23,29,3,Greece,10724599,Europe,4077,38.01540738259771,0.27040638069544604,23.857142857142858,167,1.5571677784875686,32.5,455,0.30304163353799984,4.242582869531998,200,1.8648715910030762,1,7,0.06527050568510766,0.5,7,0.004662178977507691,0.06527050568510766
2020-07-24,33,1,Greece,10724599,Europe,4110,38.32311119511321,0.30770381251550755,24.428571428571427,171,1.59446521030763,31.285714285714285,438,0.2917191988783383,4.084068784296736,201,1.8741959489580915,1.1428571428571428,8,0.07459486364012305,0.5714285714285714,8,0.005328204545723074,0.07459486364012305
2020-07-25,25,0,Greece,10724599,Europe,4135,38.5562201439886,0.23310894887538453,24.428571428571427,171,1.59446521030763,28.785714285714285,403,0.26840830399079985,3.7577162558711983,201,1.8741959489580915,1,7,0.06527050568510766,0.5714285714285714,8,0.005328204545723074,0.07459486364012305
2020-07-26,31,0,Greece,10724599,Europe,4166,38.84527524059408,0.2890550966054768,26.142857142857142,183,1.7063575057678146,28.142857142857142,394,0.26241407387686144,3.6737970342760597,201,1.8741959489580915,1,7,0.06527050568510766,0.5714285714285714,8,0.005328204545723074,0.07459486364012305
2020-07-27,27,1,Greece,10724599,Europe,4193,39.09703290537949,0.2517576647854153,26.571428571428573,186,1.7343305796328607,27.857142857142858,390,0.2597499716039999,3.6364996024559986,202,1.8835203069131068,1.1428571428571428,8,0.07459486364012305,0.6428571428571429,9,0.005994230113938459,0.08391922159513843
2020-07-28,34,0,Greece,10724599,Europe,4227,39.414061075850015,0.31702817047052295,30.714285714285715,215,2.004736960328307,28.642857142857142,401,0.2670762528543691,3.7390675399611677,202,1.8835203069131068,1,7,0.06527050568510766,0.6428571428571429,9,0.005994230113938459,0.08391922159513843
2020-07-29,52,1,Greece,10724599,Europe,4279,39.89892768951081,0.4848666136607998,33,231,2.153926687608553,28.285714285714285,396,0.2637461250132922,3.692445750186091,203,1.8928446648681223,0.8571428571428571,6,0.05594614773009228,0.7142857142857143,10,0.006660255682153843,0.0932435795501538
2020-07-30,57,0,Greece,10724599,Europe,4336,40.43041609294669,0.5314884034358767,37,259,2.4150087103489835,30.428571428571427,426,0.2837268920597537,3.9721764888365523,203,1.8928446648681223,0.42857142857142855,3,0.02797307386504614,0.7142857142857143,10,0.006660255682153843,0.0932435795501538
2020-07-31,65,0,Greece,10724599,Europe,4401,41.03649936002269,0.6060832670759997,41.57142857142857,291,2.7133881649094755,33,462,0.30770381251550755,4.307853375217106,203,1.8928446648681223,0.2857142857142857,2,0.018648715910030762,0.7142857142857143,10,0.006660255682153843,0.0932435795501538
2020-08-01,76,3,Greece,10724599,Europe,4477,41.74515056460386,0.7086512045811689,48.857142857142854,342,3.18893042061526,36.642857142857146,513,0.34167111649449217,4.78339563092289,206,1.9208177387331684,0.7142857142857143,5,0.0466217897750769,0.8571428571428571,12,0.007992306818584611,0.11189229546018456
2020-08-02,110,0,Greece,10724599,Europe,4587,42.77082993965555,1.025679375051692,60.142857142857146,421,3.9255546990614754,43.142857142857146,604,0.40227944320209214,5.63191220482929,206,1.9208177387331684,0.7142857142857143,5,0.0466217897750769,0.8571428571428571,12,0.007992306818584611,0.11189229546018456
2020-08-03,75,2,Greece,10724599,Europe,4662,43.470156786281706,0.6993268466261535,67,469,4.373123880902213,46.785714285714285,655,0.4362467471810767,6.107454460535074,208,1.9394664546431992,0.8571428571428571,6,0.05594614773009228,1,14,0.009324357955015381,0.13054101137021532
2020-08-04,75,1,Greece,10724599,Europe,4737,44.169483632907856,0.6993268466261535,72.85714285714286,510,4.755422557057844,51.785714285714285,725,0.4828685369561536,6.760159517386151,209,1.9487908125982145,1,7,0.06527050568510766,1,14,0.009324357955015381,0.13054101137021532
2020-08-05,118,0,Greece,10724599,Europe,4855,45.26975787159967,1.100274238691815,82.28571428571429,576,5.370830182088859,57.642857142857146,807,0.5374826335498152,7.524756869697412,209,1.9487908125982145,0.8571428571428571,6,0.05594614773009228,0.8571428571428571,12,0.007992306818584611,0.11189229546018456
2020-08-06,118,1,Greece,10724599,Europe,4973,46.37003211029149,1.100274238691815,91,637,5.939616017344798,64,896,0.5967589091209844,8.35462472769378,210,1.9581151705532298,1,7,0.06527050568510766,0.7142857142857143,10,0.006660255682153843,0.0932435795501538
2020-08-07,150,0,Greece,10724599,Europe,5123,47.7686858035438,1.398653693252307,103.14285714285714,722,6.732186443521105,72.35714285714286,1013,0.6746839006021843,9.445574608430581,210,1.9581151705532298,1,7,0.06527050568510766,0.6428571428571429,9,0.005994230113938459,0.08391922159513843
2020-08-08,147,0,Greece,10724599,Europe,5270,49.139366422931055,1.370680619387261,113.28571428571429,793,7.394215858327197,81.07142857142857,1135,0.7559390199244612,10.583146278942456,210,1.9581151705532298,0.5714285714285714,4,0.037297431820061525,0.6428571428571429,9,0.005994230113938459,0.08391922159513843
2020-08-09,151,1,Greece,10724599,Europe,5421,50.54734447413838,1.4079780512073226,119.14285714285714,834,7.7765145344828275,89.64285714285714,1255,0.8358620881103073,11.702069233544302,211,1.9674395285082453,0.7142857142857143,5,0.0466217897750769,0.7142857142857143,10,0.006660255682153843,0.0932435795501538
2020-08-10,202,1,Greece,10724599,Europe,5623,52.43086478105148,1.8835203069131068,137.28571428571428,961,8.96070799476978,102.14285714285714,1430,0.9524165625479996,13.333831875671994,212,1.9767638864632606,0.5714285714285714,4,0.037297431820061525,0.7142857142857143,10,0.006660255682153843,0.0932435795501538
2020-08-11,126,1,Greece,10724599,Europe,5749,53.60573388338342,1.174869102331938,144.57142857142858,1012,9.436250250475565,108.71428571428571,1522,1.013690914823815,14.19167280753341,213,1.9860882444182761,0.5714285714285714,4,0.037297431820061525,0.7857142857142857,11,0.0073262812503692275,0.10256793750516918
2020-08-12,193,1,Greece,10724599,Europe,5942,55.40533496870139,1.7996010853179685,155.28571428571428,1087,10.135577097101718,118.78571428571429,1663,1.1076005199421841,15.506407279190578,214,1.9954126023732914,0.7142857142857143,5,0.0466217897750769,0.7857142857142857,11,0.0073262812503692275,0.10256793750516918
2020-08-13,235,2,Greece,10724599,Europe,6177,57.59655908813001,2.1912241194286146,172,1204,11.226526977838517,131.5,1841,1.2261530710845225,17.166142995183314,216,2.0140613182833222,0.8571428571428571,6,0.05594614773009228,0.9285714285714286,13,0.008658332386799996,0.12121665341519995
2020-08-14,204,5,Greece,10724599,Europe,6381,59.498728110953145,1.9021690228231376,179.71428571428572,1258,11.730042307409349,141.42857142857142,1980,1.3187306250664608,18.462228750930453,221,2.060683108058399,1.5714285714285714,11,0.10256793750516918,1.2857142857142858,18,0.011988460227876918,0.16783844319027685
2020-08-15,251,2,Greece,10724599,Europe,6632,61.839141957662,2.3404138467088607,194.57142857142858,1362,12.699775534730948,153.92857142857142,2155,1.435285099504153,20.093991393058143,223,2.0793318239684297,1.8571428571428572,13,0.12121665341519995,1.2142857142857142,17,0.011322434659661533,0.15851408523526148
2020-08-16,226,3,Greece,10724599,Europe,6858,63.94644685549548,2.107304897833476,205.28571428571428,1437,13.399102381357102,162.21428571428572,2271,1.5125440654171378,21.175616915839928,226,2.107304897833476,2.142857142857143,15,0.13986536932523072,1.4285714285714286,20,0.013320511364307687,0.1864871591003076
2020-08-17,217,2,Greece,10724599,Europe,7075,65.96983253173381,2.0233856762383375,207.42857142857142,1452,13.538967750682332,172.35714285714286,2413,1.6071196961037224,22.499675745452112,228,2.1259536137435067,2.2857142857142856,16,0.1491897272802461,1.4285714285714286,20,0.013320511364307687,0.1864871591003076
2020-08-18,147,2,Greece,10724599,Europe,7222,67.34051315112107,1.370680619387261,210.42857142857142,1473,13.734779267737656,177.5,2485,1.65507353701523,23.17102951821322,230,2.1446023296535377,2.4285714285714284,17,0.15851408523526148,1.5,21,0.01398653693252307,0.195811517055323
2020-08-19,250,2,Greece,10724599,Europe,7472,69.67160263987492,2.331089488753845,218.57142857142858,1530,14.266267671173532,186.92857142857142,2617,1.7429889120196607,24.40184476827525,232,2.1632510455635683,2.5714285714285716,18,0.16783844319027685,1.6428571428571428,23,0.015318588068953838,0.21446023296535374
2020-08-20,212,3,Greece,10724599,Europe,7684,71.64836652633818,1.9767638864632606,215.28571428571428,1507,14.05180743820818,193.64285714285714,2711,1.8055953154319069,25.278334416046697,235,2.1912241194286146,2.7142857142857144,19,0.17716280114529223,1.7857142857142858,25,0.01665063920538461,0.23310894887538453
2020-08-21,250,0,Greece,10724599,Europe,7934,73.97945601509203,2.331089488753845,221.85714285714286,1553,14.480727904138886,200.78571428571428,2811,1.8721978722534451,26.210770211548233,235,2.1912241194286146,2,14,0.13054101137021532,1.7857142857142858,25,0.01665063920538461,0.23310894887538453
2020-08-22,204,3,Greece,10724599,Europe,8138,75.88162503791517,1.9021690228231376,215.14285714285714,1506,14.042483080253163,204.85714285714286,2868,1.9101613296417224,26.74225861498411,238,2.2191971932936605,2.142857142857143,15,0.13986536932523072,2,28,0.018648715910030762,0.26108202274043063
2020-08-23,243,2,Greece,10724599,Europe,8381,78.1474440209839,2.2658189830687374,217.57142857142858,1523,14.200997165488424,211.42857142857142,2960,1.9714356819175374,27.600099546845527,240,2.2378459092036915,2,14,0.13054101137021532,2.0714285714285716,29,0.019314741478246147,0.27040638069544604
2020-08-24,283,2,Greece,10724599,Europe,8664,80.78623732225326,2.6387933012693527,227,1589,14.816404790519439,217.21428571428572,3041,2.0253837529429837,28.35537254120177,242,2.256494625113722,2,14,0.13054101137021532,2.142857142857143,30,0.01998076704646153,0.27973073865046144
2020-08-25,155,0,Greece,10724599,Europe,8819,82.23151280528064,1.445275483027384,228.14285714285714,1597,14.890999654159563,219.28571428571428,3070,2.0446984944212296,28.62577892189722,242,2.256494625113722,1.7142857142857142,12,0.11189229546018456,2.0714285714285716,29,0.019314741478246147,0.27040638069544604
2020-08-26,168,1,Greece,10724599,Europe,8987,83.79800494172322,1.566492136442584,216.42857142857142,1515,14.126402301848302,217.5,3045,2.028047855215845,28.392669973021835,243,2.2658189830687374,1.5714285714285714,11,0.10256793750516918,2.0714285714285716,29,0.019314741478246147,0.27040638069544604
2020-08-27,293,5,Greece,10724599,Europe,9280,86.53004182254273,2.7320368808195066,228,1596,14.881675296204547,221.64285714285714,3103,2.0666773381723376,28.933482734412724,248,2.3124407728438143,1.8571428571428572,13,0.12121665341519995,2.2857142857142856,32,0.021312818182892296,0.2983794545604922
2020-08-28,251,6,Greece,10724599,Europe,9531,88.8704556692516,2.3404138467088607,228.14285714285714,1597,14.890999654159563,225,3150,2.097980539878461,29.37172755829845,254,2.3683869205739065,2.7142857142857144,19,0.17716280114529223,2.357142857142857,33,0.021978843751107684,0.30770381251550755
2020-08-29,269,5,Greece,10724599,Europe,9800,91.37870795915073,2.5082522898991373,237.42857142857142,1662,15.497082921235563,226.28571428571428,3168,2.1099690001063376,29.539566001488726,259,2.4150087103489835,3,21,0.195811517055323,2.5714285714285716,36,0.023976920455753836,0.3356768863805537
2020-08-30,177,1,Greece,10724599,Europe,9977,93.02911931718845,1.6504113580377224,228,1596,14.881675296204547,222.78571428571428,3119,2.0773337472637836,29.082672461692972,260,2.4243330683039988,2.857142857142857,20,0.1864871591003076,2.4285714285714284,34,0.022644869319323066,0.31702817047052295
2020-08-31,157,2,Greece,10724599,Europe,10134,94.49304351612587,1.4639241989374148,210,1470,13.706806193872609,218.5,3059,2.0373722131708605,28.523210984392048,262,2.44298178421403,2.857142857142857,20,0.1864871591003076,2.4285714285714284,34,0.022644869319323066,0.31702817047052295
2020-09-01,183,4,Greece,10724599,Europe,10317,96.19940102189368,1.7063575057678146,214,1498,13.96788821661304,221.07142857142858,3095,2.0613491336266145,28.8588878707726,266,2.4802792160340914,3.4285714285714284,24,0.22378459092036912,2.5714285714285716,36,0.023976920455753836,0.3356768863805537
2020-09-02,207,5,Greece,10724599,Europe,10524,98.12954311858186,1.9301420966881837,219.57142857142858,1537,14.33153817685864,218,3052,2.032710034193353,28.45794047870694,271,2.5269010058091683,4,28,0.26108202274043063,2.7857142857142856,39,0.025974997160399988,0.3636499602455998
2019-12-31,0,0,Ireland,4904240,Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-01,0,0,Ireland,4904240,Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-02,0,0,Ireland,4904240,Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-03,0,0,Ireland,4904240,Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-04,0,0,Ireland,4904240,Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-05,0,0,Ireland,4904240,Europe,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2020-01-06,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-07,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-08,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-09,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-10,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-11,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-12,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA
2020-01-13,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,Ireland,4904240,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,1,0,Ireland,4904240,Europe,1,0.020390519224181523,0.020390519224181523,0.14285714285714285,1,0.020390519224181523,0.07142857142857142,1,0.0014564656588701087,0.020390519224181523,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,Ireland,4904240,Europe,1,0.020390519224181523,0,0.14285714285714285,1,0.020390519224181523,0.07142857142857142,1,0.0014564656588701087,0.020390519224181523,0,0,0,0,0,0,0,0,0
2020-03-04,1,0,Ireland,4904240,Europe,2,0.04078103844836305,0.020390519224181523,0.2857142857142857,2,0.04078103844836305,0.14285714285714285,2,0.0029129313177402175,0.04078103844836305,0,0,0,0,0,0,0,0,0
2020-03-05,4,0,Ireland,4904240,Europe,6,0.12234311534508914,0.0815620768967261,0.8571428571428571,6,0.12234311534508914,0.42857142857142855,6,0.008738793953220653,0.12234311534508914,0,0,0,0,0,0,0,0,0
2020-03-06,7,0,Ireland,4904240,Europe,13,0.2650767499143598,0.14273363456927066,1.8571428571428572,13,0.2650767499143598,0.9285714285714286,13,0.018934053565311415,0.2650767499143598,0,0,0,0,0,0,0,0,0
2020-03-07,5,0,Ireland,4904240,Europe,18,0.36702934603526743,0.10195259612090762,2.5714285714285716,18,0.36702934603526743,1.2857142857142858,18,0.02621638185966196,0.36702934603526743,0,0,0,0,0,0,0,0,0
2020-03-08,1,0,Ireland,4904240,Europe,19,0.38741986525944894,0.020390519224181523,2.7142857142857144,19,0.38741986525944894,1.3571428571428572,19,0.02767284751853207,0.38741986525944894,0,0,0,0,0,0,0,0,0
2020-03-09,2,0,Ireland,4904240,Europe,21,0.428200903707812,0.04078103844836305,2.857142857142857,20,0.4078103844836305,1.5,21,0.030585778836272285,0.428200903707812,0,0,0,0,0,0,0,0,0
2020-03-11,14,0,Ireland,4904240,Europe,35,0.7136681728463533,0.2854672691385413,4.857142857142857,34,0.6932776536221719,2.5,35,0.05097629806045381,0.7136681728463533,0,0,0,0,0,0,0,0,0
2020-03-12,8,1,Ireland,4904240,Europe,43,0.8767923266398056,0.1631241537934522,5.857142857142857,41,0.8360112881914425,3.0714285714285716,43,0.06262802333141469,0.8767923266398056,1,0.020390519224181523,0.14285714285714285,1,0.020390519224181523,0.07142857142857142,1,0.0014564656588701087,0.020390519224181523
2020-03-13,27,0,Ireland,4904240,Europe,70,1.4273363456927066,0.5505440190529012,9.142857142857142,64,1.3049932303476175,5,70,0.10195259612090762,1.4273363456927066,1,0.020390519224181523,0.14285714285714285,1,0.020390519224181523,0.07142857142857142,1,0.0014564656588701087,0.020390519224181523
2020-03-14,21,0,Ireland,4904240,Europe,91,1.8555372494005187,0.428200903707812,11.142857142857142,78,1.5904604994861589,6.5,91,0.1325383749571799,1.8555372494005187,1,0.020390519224181523,0.14285714285714285,1,0.020390519224181523,0.07142857142857142,1,0.0014564656588701087,0.020390519224181523
2020-03-15,38,1,Ireland,4904240,Europe,129,2.6303769799194168,0.7748397305188979,15.857142857142858,111,2.263347633884149,9.214285714285714,129,0.18788406999424404,2.6303769799194168,2,0.04078103844836305,0.2857142857142857,2,0.04078103844836305,0.14285714285714285,2,0.0029129313177402175,0.04078103844836305
