date,cases,deaths,country,population,continent
2019-12-31,0,0,Afghanistan,38041757,Asia - ex China
2020-01-01,0,0,Afghanistan,38041757,Asia - ex China
2020-01-02,0,0,Afghanistan,38041757,Asia - ex China
2020-01-03,0,0,Afghanistan,38041757,Asia - ex China
2020-01-04,0,0,Afghanistan,38041757,Asia - ex China
2020-01-05,0,0,Afghanistan,38041757,Asia - ex China
2020-01-06,0,0,Afghanistan,38041757,Asia - ex China
2020-01-07,0,0,Afghanistan,38041757,Asia - ex China
2020-01-08,0,0,Afghanistan,38041757,Asia - ex China
2020-01-09,0,0,Afghanistan,38041757,Asia - ex China
2020-01-10,0,0,Afghanistan,38041757,Asia - ex China
2020-01-11,0,0,Afghanistan,38041757,Asia - ex China
2020-01-12,0,0,Afghanistan,38041757,Asia - ex China
2020-01-13,0,0,Afghanistan,38041757,Asia - ex China
2020-01-14,0,0,Afghanistan,38041757,Asia - ex China
2020-01-15,0,0,Afghanistan,38041757,Asia - ex China
2020-01-16,0,0,Afghanistan,38041757,Asia - ex China
2020-01-17,0,0,Afghanistan,38041757,Asia - ex China
2020-01-18,0,0,Afghanistan,38041757,Asia - ex China
2020-01-19,0,0,Afghanistan,38041757,Asia - ex China
2020-01-20,0,0,Afghanistan,38041757,Asia - ex China
2020-01-21,0,0,Afghanistan,38041757,Asia - ex China
2020-01-22,0,0,Afghanistan,38041757,Asia - ex China
2020-01-23,0,0,Afghanistan,38041757,Asia - ex China
2020-01-24,0,0,Afghanistan,38041757,Asia - ex China
2020-01-25,0,0,Afghanistan,38041757,Asia - ex China
2020-01-26,0,0,Afghanistan,38041757,Asia - ex China
2020-01-27,0,0,Afghanistan,38041757,Asia - ex China
2020-01-28,0,0,Afghanistan,38041757,Asia - ex China
2020-01-29,0,0,Afghanistan,38041757,Asia - ex China
2020-01-30,0,0,Afghanistan,38041757,Asia - ex China
2020-01-31,0,0,Afghanistan,38041757,Asia - ex China
2020-02-01,0,0,Afghanistan,38041757,Asia - ex China
2020-02-02,0,0,Afghanistan,38041757,Asia - ex China
2020-02-03,0,0,Afghanistan,38041757,Asia - ex China
2020-02-04,0,0,Afghanistan,38041757,Asia - ex China
2020-02-05,0,0,Afghanistan,38041757,Asia - ex China
2020-02-06,0,0,Afghanistan,38041757,Asia - ex China
2020-02-07,0,0,Afghanistan,38041757,Asia - ex China
2020-02-08,0,0,Afghanistan,38041757,Asia - ex China
2020-02-09,0,0,Afghanistan,38041757,Asia - ex China
2020-02-10,0,0,Afghanistan,38041757,Asia - ex China
2020-02-11,0,0,Afghanistan,38041757,Asia - ex China
2020-02-12,0,0,Afghanistan,38041757,Asia - ex China
2020-02-13,0,0,Afghanistan,38041757,Asia - ex China
2020-02-14,0,0,Afghanistan,38041757,Asia - ex China
2020-02-15,0,0,Afghanistan,38041757,Asia - ex China
2020-02-16,0,0,Afghanistan,38041757,Asia - ex China
2020-02-17,0,0,Afghanistan,38041757,Asia - ex China
2020-02-18,0,0,Afghanistan,38041757,Asia - ex China
2020-02-19,0,0,Afghanistan,38041757,Asia - ex China
2020-02-20,0,0,Afghanistan,38041757,Asia - ex China
2020-02-21,0,0,Afghanistan,38041757,Asia - ex China
2020-02-22,0,0,Afghanistan,38041757,Asia - ex China
2020-02-23,0,0,Afghanistan,38041757,Asia - ex China
2020-02-24,0,0,Afghanistan,38041757,Asia - ex China
2020-02-25,1,0,Afghanistan,38041757,Asia - ex China
2020-02-26,0,0,Afghanistan,38041757,Asia - ex China
2020-02-27,0,0,Afghanistan,38041757,Asia - ex China
2020-02-28,0,0,Afghanistan,38041757,Asia - ex China
2020-02-29,0,0,Afghanistan,38041757,Asia - ex China
2020-03-01,0,0,Afghanistan,38041757,Asia - ex China
2020-03-02,0,0,Afghanistan,38041757,Asia - ex China
2020-03-08,3,0,Afghanistan,38041757,Asia - ex China
2020-03-11,3,0,Afghanistan,38041757,Asia - ex China
2020-03-15,3,0,Afghanistan,38041757,Asia - ex China
2020-03-16,6,0,Afghanistan,38041757,Asia - ex China
2020-03-17,5,0,Afghanistan,38041757,Asia - ex China
2020-03-18,1,0,Afghanistan,38041757,Asia - ex China
2020-03-19,0,0,Afghanistan,38041757,Asia - ex China
2020-03-20,0,0,Afghanistan,38041757,Asia - ex China
2020-03-21,2,0,Afghanistan,38041757,Asia - ex China
2020-03-22,0,0,Afghanistan,38041757,Asia - ex China
2020-03-23,10,0,Afghanistan,38041757,Asia - ex China
2020-03-24,6,1,Afghanistan,38041757,Asia - ex China
2020-03-25,2,0,Afghanistan,38041757,Asia - ex China
2020-03-26,33,0,Afghanistan,38041757,Asia - ex China
2020-03-27,0,0,Afghanistan,38041757,Asia - ex China
2020-03-28,16,1,Afghanistan,38041757,Asia - ex China
2020-03-29,15,1,Afghanistan,38041757,Asia - ex China
2020-03-30,8,1,Afghanistan,38041757,Asia - ex China
2020-03-31,27,0,Afghanistan,38041757,Asia - ex China
2020-04-01,25,0,Afghanistan,38041757,Asia - ex China
2020-04-02,26,0,Afghanistan,38041757,Asia - ex China
2020-04-03,43,0,Afghanistan,38041757,Asia - ex China
2020-04-04,0,0,Afghanistan,38041757,Asia - ex China
2020-04-05,35,1,Afghanistan,38041757,Asia - ex China
2020-04-06,29,2,Afghanistan,38041757,Asia - ex China
2020-04-07,38,0,Afghanistan,38041757,Asia - ex China
2020-04-08,30,4,Afghanistan,38041757,Asia - ex China
2020-04-09,56,3,Afghanistan,38041757,Asia - ex China
2020-04-10,61,1,Afghanistan,38041757,Asia - ex China
2020-04-11,37,0,Afghanistan,38041757,Asia - ex China
2020-04-12,34,3,Afghanistan,38041757,Asia - ex China
2020-04-13,52,0,Afghanistan,38041757,Asia - ex China
2020-04-14,58,3,Afghanistan,38041757,Asia - ex China
2020-04-15,49,2,Afghanistan,38041757,Asia - ex China
2020-04-16,70,2,Afghanistan,38041757,Asia - ex China
2020-04-17,10,4,Afghanistan,38041757,Asia - ex China
2020-04-18,51,1,Afghanistan,38041757,Asia - ex China
2020-04-19,63,0,Afghanistan,38041757,Asia - ex China
2020-04-20,88,3,Afghanistan,38041757,Asia - ex China
2020-04-21,35,2,Afghanistan,38041757,Asia - ex China
2020-04-22,61,1,Afghanistan,38041757,Asia - ex China
2020-04-23,84,4,Afghanistan,38041757,Asia - ex China
2020-04-24,105,2,Afghanistan,38041757,Asia - ex China
2020-04-25,70,1,Afghanistan,38041757,Asia - ex China
2020-04-26,112,4,Afghanistan,38041757,Asia - ex China
2020-04-27,68,10,Afghanistan,38041757,Asia - ex China
2020-04-28,172,0,Afghanistan,38041757,Asia - ex China
2020-04-29,124,3,Afghanistan,38041757,Asia - ex China
2020-04-30,122,0,Afghanistan,38041757,Asia - ex China
2020-05-01,222,4,Afghanistan,38041757,Asia - ex China
2020-05-02,164,4,Afghanistan,38041757,Asia - ex China
2020-05-03,134,4,Afghanistan,38041757,Asia - ex China
2020-05-04,235,13,Afghanistan,38041757,Asia - ex China
2020-05-05,190,5,Afghanistan,38041757,Asia - ex China
2020-05-06,330,5,Afghanistan,38041757,Asia - ex China
2020-05-07,168,9,Afghanistan,38041757,Asia - ex China
2020-05-08,171,2,Afghanistan,38041757,Asia - ex China
2020-05-09,215,3,Afghanistan,38041757,Asia - ex China
2020-05-10,255,6,Afghanistan,38041757,Asia - ex China
2020-05-11,369,5,Afghanistan,38041757,Asia - ex China
2020-05-12,285,2,Afghanistan,38041757,Asia - ex China
2020-05-13,280,5,Afghanistan,38041757,Asia - ex China
2020-05-14,259,3,Afghanistan,38041757,Asia - ex China
2020-05-15,113,6,Afghanistan,38041757,Asia - ex China
2020-05-16,1063,32,Afghanistan,38041757,Asia - ex China
2020-05-17,0,0,Afghanistan,38041757,Asia - ex China
2020-05-18,262,1,Afghanistan,38041757,Asia - ex China
2020-05-19,408,4,Afghanistan,38041757,Asia - ex China
2020-05-20,581,5,Afghanistan,38041757,Asia - ex China
2020-05-21,492,9,Afghanistan,38041757,Asia - ex China
2020-05-22,531,6,Afghanistan,38041757,Asia - ex China
2020-05-23,540,12,Afghanistan,38041757,Asia - ex China
2020-05-24,782,11,Afghanistan,38041757,Asia - ex China
2020-05-25,584,2,Afghanistan,38041757,Asia - ex China
2020-05-26,591,1,Afghanistan,38041757,Asia - ex China
2020-05-27,658,1,Afghanistan,38041757,Asia - ex China
2020-05-28,625,7,Afghanistan,38041757,Asia - ex China
2020-05-29,580,8,Afghanistan,38041757,Asia - ex China
2020-05-30,623,11,Afghanistan,38041757,Asia - ex China
2020-05-31,866,3,Afghanistan,38041757,Asia - ex China
2020-06-01,680,8,Afghanistan,38041757,Asia - ex China
2020-06-02,545,8,Afghanistan,38041757,Asia - ex China
2020-06-03,759,5,Afghanistan,38041757,Asia - ex China
2020-06-04,758,24,Afghanistan,38041757,Asia - ex China
2020-06-05,787,6,Afghanistan,38041757,Asia - ex China
2020-06-06,915,9,Afghanistan,38041757,Asia - ex China
2020-06-07,582,18,Afghanistan,38041757,Asia - ex China
2020-06-08,791,30,Afghanistan,38041757,Asia - ex China
2020-06-09,575,12,Afghanistan,38041757,Asia - ex China
2020-06-10,542,15,Afghanistan,38041757,Asia - ex China
2020-06-11,684,21,Afghanistan,38041757,Asia - ex China
2020-06-12,747,21,Afghanistan,38041757,Asia - ex China
2020-06-13,656,20,Afghanistan,38041757,Asia - ex China
2020-06-14,556,5,Afghanistan,38041757,Asia - ex China
2020-06-15,664,20,Afghanistan,38041757,Asia - ex China
2020-06-16,761,7,Afghanistan,38041757,Asia - ex China
2020-06-17,783,13,Afghanistan,38041757,Asia - ex China
2020-06-18,564,13,Afghanistan,38041757,Asia - ex China
2020-06-19,658,42,Afghanistan,38041757,Asia - ex China
2020-06-20,346,2,Afghanistan,38041757,Asia - ex China
2020-06-21,546,21,Afghanistan,38041757,Asia - ex China
2020-06-22,409,12,Afghanistan,38041757,Asia - ex China
2020-06-23,310,17,Afghanistan,38041757,Asia - ex China
2020-06-24,338,20,Afghanistan,38041757,Asia - ex China
2020-06-25,234,21,Afghanistan,38041757,Asia - ex China
2020-06-26,460,36,Afghanistan,38041757,Asia - ex China
2020-06-27,276,8,Afghanistan,38041757,Asia - ex China
2020-06-28,165,20,Afghanistan,38041757,Asia - ex China
2020-06-29,351,18,Afghanistan,38041757,Asia - ex China
2020-06-30,271,12,Afghanistan,38041757,Asia - ex China
2020-07-01,279,13,Afghanistan,38041757,Asia - ex China
2020-07-02,319,28,Afghanistan,38041757,Asia - ex China
2020-07-03,186,33,Afghanistan,38041757,Asia - ex China
2020-07-04,302,12,Afghanistan,38041757,Asia - ex China
2020-07-05,348,7,Afghanistan,38041757,Asia - ex China
2020-07-06,279,38,Afghanistan,38041757,Asia - ex China
2020-07-07,433,56,Afghanistan,38041757,Asia - ex China
2020-07-08,210,16,Afghanistan,38041757,Asia - ex China
2020-07-09,59,1,Afghanistan,38041757,Asia - ex China
2020-07-10,255,20,Afghanistan,38041757,Asia - ex China
2020-07-11,458,37,Afghanistan,38041757,Asia - ex China
2020-07-12,85,16,Afghanistan,38041757,Asia - ex China
2020-07-13,0,0,Afghanistan,38041757,Asia - ex China
2020-07-14,4,2,Afghanistan,38041757,Asia - ex China
2020-07-15,285,33,Afghanistan,38041757,Asia - ex China
2020-07-16,254,49,Afghanistan,38041757,Asia - ex China
2020-07-17,76,21,Afghanistan,38041757,Asia - ex China
2020-07-18,219,32,Afghanistan,38041757,Asia - ex China
2020-07-19,12,17,Afghanistan,38041757,Asia - ex China
2020-07-20,174,17,Afghanistan,38041757,Asia - ex China
2020-07-21,140,5,Afghanistan,38041757,Asia - ex China
2020-07-22,112,4,Afghanistan,38041757,Asia - ex China
2020-07-23,188,21,Afghanistan,38041757,Asia - ex China
2020-07-24,13,0,Afghanistan,38041757,Asia - ex China
2020-07-25,108,35,Afghanistan,38041757,Asia - ex China
2020-07-26,121,13,Afghanistan,38041757,Asia - ex China
2020-07-27,106,10,Afghanistan,38041757,Asia - ex China
2020-07-28,105,1,Afghanistan,38041757,Asia - ex China
2020-07-29,103,1,Afghanistan,38041757,Asia - ex China
2020-07-30,0,0,Afghanistan,38041757,Asia - ex China
2020-07-31,71,0,Afghanistan,38041757,Asia - ex China
2020-08-01,168,12,Afghanistan,38041757,Asia - ex China
2020-08-02,0,0,Afghanistan,38041757,Asia - ex China
2020-08-03,0,1,Afghanistan,38041757,Asia - ex China
2020-08-04,37,4,Afghanistan,38041757,Asia - ex China
2020-08-05,82,6,Afghanistan,38041757,Asia - ex China
2020-08-06,67,4,Afghanistan,38041757,Asia - ex China
2020-08-07,41,0,Afghanistan,38041757,Asia - ex China
2020-08-08,78,9,Afghanistan,38041757,Asia - ex China
2020-08-09,39,5,Afghanistan,38041757,Asia - ex China
2020-08-10,0,0,Afghanistan,38041757,Asia - ex China
2020-08-11,0,0,Afghanistan,38041757,Asia - ex China
2020-08-12,215,32,Afghanistan,38041757,Asia - ex China
2020-08-13,76,10,Afghanistan,38041757,Asia - ex China
2020-08-14,79,9,Afghanistan,38041757,Asia - ex China
2020-08-15,7,0,Afghanistan,38041757,Asia - ex China
2020-08-16,120,7,Afghanistan,38041757,Asia - ex China
2020-08-17,45,5,Afghanistan,38041757,Asia - ex China
2020-08-18,3,0,Afghanistan,38041757,Asia - ex China
2020-08-19,0,0,Afghanistan,38041757,Asia - ex China
2020-08-20,160,8,Afghanistan,38041757,Asia - ex China
2020-08-21,97,2,Afghanistan,38041757,Asia - ex China
2020-08-22,38,0,Afghanistan,38041757,Asia - ex China
2020-08-23,105,2,Afghanistan,38041757,Asia - ex China
2020-08-24,0,0,Afghanistan,38041757,Asia - ex China
2020-08-25,71,10,Afghanistan,38041757,Asia - ex China
2020-08-26,1,0,Afghanistan,38041757,Asia - ex China
2020-08-27,55,4,Afghanistan,38041757,Asia - ex China
2020-08-28,3,0,Afghanistan,38041757,Asia - ex China
2020-08-29,11,1,Afghanistan,38041757,Asia - ex China
2020-08-30,3,0,Afghanistan,38041757,Asia - ex China
2020-08-31,19,0,Afghanistan,38041757,Asia - ex China
2020-09-01,34,4,Afghanistan,38041757,Asia - ex China
2020-09-02,9,0,Afghanistan,38041757,Asia - ex China
2020-09-03,38,3,Afghanistan,38041757,Asia - ex China
2020-09-04,45,1,Afghanistan,38041757,Asia - ex China
2020-09-05,16,0,Afghanistan,38041757,Asia - ex China
2020-09-06,20,0,Afghanistan,38041757,Asia - ex China
2020-09-07,74,2,Afghanistan,38041757,Asia - ex China
2020-09-08,96,3,Afghanistan,38041757,Asia - ex China
2020-09-09,26,3,Afghanistan,38041757,Asia - ex China
2020-09-10,24,2,Afghanistan,38041757,Asia - ex China
2020-09-11,28,0,Afghanistan,38041757,Asia - ex China
2020-09-12,34,0,Afghanistan,38041757,Asia - ex China
2020-09-13,35,0,Afghanistan,38041757,Asia - ex China
2020-09-14,75,0,Afghanistan,38041757,Asia - ex China
2020-09-15,99,6,Afghanistan,38041757,Asia - ex China
2020-09-16,40,10,Afghanistan,38041757,Asia - ex China
2020-09-17,17,0,Afghanistan,38041757,Asia - ex China
2020-09-18,0,0,Afghanistan,38041757,Asia - ex China
2020-09-19,47,1,Afghanistan,38041757,Asia - ex China
2020-09-20,125,4,Afghanistan,38041757,Asia - ex China
2020-09-21,0,0,Afghanistan,38041757,Asia - ex China
2020-09-22,30,3,Afghanistan,38041757,Asia - ex China
2020-09-23,71,2,Afghanistan,38041757,Asia - ex China
2020-09-24,25,5,Afghanistan,38041757,Asia - ex China
2020-09-25,16,0,Afghanistan,38041757,Asia - ex China
2020-09-26,6,2,Afghanistan,38041757,Asia - ex China
2020-09-27,35,0,Afghanistan,38041757,Asia - ex China
2020-09-28,0,0,Afghanistan,38041757,Asia - ex China
2020-09-29,12,3,Afghanistan,38041757,Asia - ex China
2020-09-30,15,2,Afghanistan,38041757,Asia - ex China
2020-10-01,14,0,Afghanistan,38041757,Asia - ex China
2020-10-02,17,0,Afghanistan,38041757,Asia - ex China
2020-10-03,5,0,Afghanistan,38041757,Asia - ex China
2020-10-04,7,4,Afghanistan,38041757,Asia - ex China
2020-10-05,44,0,Afghanistan,38041757,Asia - ex China
2020-10-06,145,5,Afghanistan,38041757,Asia - ex China
2020-10-07,62,2,Afghanistan,38041757,Asia - ex China
2020-10-08,68,1,Afghanistan,38041757,Asia - ex China
2020-10-09,77,2,Afghanistan,38041757,Asia - ex China
2020-10-10,10,1,Afghanistan,38041757,Asia - ex China
2020-10-11,0,0,Afghanistan,38041757,Asia - ex China
2020-10-12,96,4,Afghanistan,38041757,Asia - ex China
2020-10-13,129,3,Afghanistan,38041757,Asia - ex China
2020-10-14,66,0,Afghanistan,38041757,Asia - ex China
2020-10-15,32,1,Afghanistan,38041757,Asia - ex China
2020-10-16,0,0,Afghanistan,38041757,Asia - ex China
2020-10-17,47,4,Afghanistan,38041757,Asia - ex China
2020-10-18,68,3,Afghanistan,38041757,Asia - ex China
2020-10-19,59,4,Afghanistan,38041757,Asia - ex China
2020-10-20,87,5,Afghanistan,38041757,Asia - ex China
2020-10-21,88,2,Afghanistan,38041757,Asia - ex China
2020-10-22,135,2,Afghanistan,38041757,Asia - ex China
2020-10-23,116,4,Afghanistan,38041757,Asia - ex China
2020-10-24,61,2,Afghanistan,38041757,Asia - ex China
2020-10-25,81,4,Afghanistan,38041757,Asia - ex China
2020-10-26,65,3,Afghanistan,38041757,Asia - ex China
2020-10-27,199,8,Afghanistan,38041757,Asia - ex China
2020-10-28,113,7,Afghanistan,38041757,Asia - ex China
2020-10-29,0,0,Afghanistan,38041757,Asia - ex China
2020-10-30,123,3,Afghanistan,38041757,Asia - ex China
2020-10-31,157,4,Afghanistan,38041757,Asia - ex China
2020-11-01,76,0,Afghanistan,38041757,Asia - ex China
2020-11-02,132,5,Afghanistan,38041757,Asia - ex China
2020-11-03,95,3,Afghanistan,38041757,Asia - ex China
2020-11-04,86,4,Afghanistan,38041757,Asia - ex China
2020-11-05,121,6,Afghanistan,38041757,Asia - ex China
2020-11-06,40,0,Afghanistan,38041757,Asia - ex China
2020-11-07,58,2,Afghanistan,38041757,Asia - ex China
2020-11-08,126,6,Afghanistan,38041757,Asia - ex China
2020-11-09,80,3,Afghanistan,38041757,Asia - ex China
2020-11-10,224,12,Afghanistan,38041757,Asia - ex China
2020-11-11,0,0,Afghanistan,38041757,Asia - ex China
2020-11-12,146,4,Afghanistan,38041757,Asia - ex China
2020-11-13,360,14,Afghanistan,38041757,Asia - ex China
2020-11-14,66,10,Afghanistan,38041757,Asia - ex China
2020-11-15,205,12,Afghanistan,38041757,Asia - ex China
2020-11-16,163,9,Afghanistan,38041757,Asia - ex China
2020-11-17,65,6,Afghanistan,38041757,Asia - ex China
2020-11-18,383,13,Afghanistan,38041757,Asia - ex China
2020-11-19,0,0,Afghanistan,38041757,Asia - ex China
2020-11-20,282,5,Afghanistan,38041757,Asia - ex China
2020-11-21,232,25,Afghanistan,38041757,Asia - ex China
2020-11-22,154,12,Afghanistan,38041757,Asia - ex China
2020-11-23,252,8,Afghanistan,38041757,Asia - ex China
2020-11-24,246,17,Afghanistan,38041757,Asia - ex China
2020-11-25,185,13,Afghanistan,38041757,Asia - ex China
2020-11-26,200,12,Afghanistan,38041757,Asia - ex China
2020-11-27,0,0,Afghanistan,38041757,Asia - ex China
2020-11-28,214,15,Afghanistan,38041757,Asia - ex China
2020-03-09,2,0,Albania,2862427,Rest of Europe
2020-03-10,4,0,Albania,2862427,Rest of Europe
2020-03-11,4,0,Albania,2862427,Rest of Europe
2020-03-12,1,1,Albania,2862427,Rest of Europe
2020-03-13,12,0,Albania,2862427,Rest of Europe
2020-03-14,10,0,Albania,2862427,Rest of Europe
2020-03-15,5,0,Albania,2862427,Rest of Europe
2020-03-16,4,0,Albania,2862427,Rest of Europe
2020-03-17,9,0,Albania,2862427,Rest of Europe
2020-03-18,4,0,Albania,2862427,Rest of Europe
2020-03-19,4,1,Albania,2862427,Rest of Europe
2020-03-20,11,0,Albania,2862427,Rest of Europe
2020-03-21,0,0,Albania,2862427,Rest of Europe
2020-03-22,6,0,Albania,2862427,Rest of Europe
2020-03-23,13,0,Albania,2862427,Rest of Europe
2020-03-24,11,2,Albania,2862427,Rest of Europe
2020-03-25,23,1,Albania,2862427,Rest of Europe
2020-03-26,23,0,Albania,2862427,Rest of Europe
2020-03-27,28,1,Albania,2862427,Rest of Europe
2020-03-28,12,3,Albania,2862427,Rest of Europe
2020-03-29,11,1,Albania,2862427,Rest of Europe
2020-03-30,15,0,Albania,2862427,Rest of Europe
2020-03-31,11,2,Albania,2862427,Rest of Europe
2020-04-01,20,3,Albania,2862427,Rest of Europe
2020-04-02,16,0,Albania,2862427,Rest of Europe
2020-04-03,18,1,Albania,2862427,Rest of Europe
2020-04-04,27,1,Albania,2862427,Rest of Europe
2020-04-05,29,2,Albania,2862427,Rest of Europe
2020-04-06,28,2,Albania,2862427,Rest of Europe
2020-04-07,16,1,Albania,2862427,Rest of Europe
2020-04-08,6,0,Albania,2862427,Rest of Europe
2020-04-09,17,0,Albania,2862427,Rest of Europe
2020-04-10,9,1,Albania,2862427,Rest of Europe
2020-04-11,7,0,Albania,2862427,Rest of Europe
2020-04-12,17,0,Albania,2862427,Rest of Europe
2020-04-13,13,0,Albania,2862427,Rest of Europe
2020-04-14,21,0,Albania,2862427,Rest of Europe
2020-04-15,8,1,Albania,2862427,Rest of Europe
2020-04-16,19,1,Albania,2862427,Rest of Europe
2020-04-17,24,1,Albania,2862427,Rest of Europe
2020-04-18,21,0,Albania,2862427,Rest of Europe
2020-04-19,9,0,Albania,2862427,Rest of Europe
2020-04-20,14,0,Albania,2862427,Rest of Europe
2020-04-21,22,0,Albania,2862427,Rest of Europe
2020-04-22,25,0,Albania,2862427,Rest of Europe
2020-04-23,25,1,Albania,2862427,Rest of Europe
2020-04-24,29,0,Albania,2862427,Rest of Europe
2020-04-25,15,0,Albania,2862427,Rest of Europe
2020-04-26,34,0,Albania,2862427,Rest of Europe
2020-04-27,14,1,Albania,2862427,Rest of Europe
2020-04-28,10,0,Albania,2862427,Rest of Europe
2020-04-29,14,2,Albania,2862427,Rest of Europe
2020-04-30,16,1,Albania,2862427,Rest of Europe
2020-05-01,7,0,Albania,2862427,Rest of Europe
2020-05-02,9,0,Albania,2862427,Rest of Europe
2020-05-03,7,0,Albania,2862427,Rest of Europe
2020-05-04,6,0,Albania,2862427,Rest of Europe
2020-05-05,8,0,Albania,2862427,Rest of Europe
2020-05-06,17,0,Albania,2862427,Rest of Europe
2020-05-07,12,0,Albania,2862427,Rest of Europe
2020-05-08,10,0,Albania,2862427,Rest of Europe
2020-05-09,8,0,Albania,2862427,Rest of Europe
2020-05-10,6,0,Albania,2862427,Rest of Europe
2020-05-11,12,0,Albania,2862427,Rest of Europe
2020-05-12,4,0,Albania,2862427,Rest of Europe
2020-05-13,4,0,Albania,2862427,Rest of Europe
2020-05-14,4,0,Albania,2862427,Rest of Europe
2020-05-15,18,0,Albania,2862427,Rest of Europe
2020-05-16,18,0,Albania,2862427,Rest of Europe
2020-05-17,17,0,Albania,2862427,Rest of Europe
2020-05-18,13,0,Albania,2862427,Rest of Europe
2020-05-19,2,0,Albania,2862427,Rest of Europe
2020-05-20,1,0,Albania,2862427,Rest of Europe
2020-05-21,15,0,Albania,2862427,Rest of Europe
2020-05-22,5,0,Albania,2862427,Rest of Europe
2020-05-23,12,0,Albania,2862427,Rest of Europe
2020-05-24,8,0,Albania,2862427,Rest of Europe
2020-05-25,9,1,Albania,2862427,Rest of Europe
2020-05-26,6,0,Albania,2862427,Rest of Europe
2020-05-27,25,1,Albania,2862427,Rest of Europe
2020-05-28,21,0,Albania,2862427,Rest of Europe
2020-05-29,26,0,Albania,2862427,Rest of Europe
2020-05-30,23,0,Albania,2862427,Rest of Europe
2020-05-31,23,0,Albania,2862427,Rest of Europe
2020-06-01,15,0,Albania,2862427,Rest of Europe
2020-06-02,6,0,Albania,2862427,Rest of Europe
2020-06-03,21,0,Albania,2862427,Rest of Europe
2020-06-04,20,0,Albania,2862427,Rest of Europe
2020-06-05,13,0,Albania,2862427,Rest of Europe
2020-06-06,15,0,Albania,2862427,Rest of Europe
2020-06-07,20,1,Albania,2862427,Rest of Europe
2020-06-08,14,0,Albania,2862427,Rest of Europe
2020-06-09,17,0,Albania,2862427,Rest of Europe
2020-06-10,36,0,Albania,2862427,Rest of Europe
2020-06-11,42,0,Albania,2862427,Rest of Europe
2020-06-12,44,1,Albania,2862427,Rest of Europe
2020-06-13,31,1,Albania,2862427,Rest of Europe
2020-06-14,48,0,Albania,2862427,Rest of Europe
2020-06-15,57,0,Albania,2862427,Rest of Europe
2020-06-16,69,0,Albania,2862427,Rest of Europe
2020-06-17,82,1,Albania,2862427,Rest of Europe
2020-06-18,50,1,Albania,2862427,Rest of Europe
2020-06-19,66,1,Albania,2862427,Rest of Europe
2020-06-20,50,3,Albania,2862427,Rest of Europe
2020-06-21,53,1,Albania,2862427,Rest of Europe
2020-06-22,36,1,Albania,2862427,Rest of Europe
2020-06-23,68,0,Albania,2862427,Rest of Europe
2020-06-24,52,1,Albania,2862427,Rest of Europe
2020-06-25,67,2,Albania,2862427,Rest of Europe
2020-06-26,78,2,Albania,2862427,Rest of Europe
2020-06-27,77,2,Albania,2862427,Rest of Europe
2020-06-28,61,2,Albania,2862427,Rest of Europe
2020-06-29,72,2,Albania,2862427,Rest of Europe
2020-06-30,64,3,Albania,2862427,Rest of Europe
2020-07-01,69,4,Albania,2862427,Rest of Europe
2020-07-02,45,3,Albania,2862427,Rest of Europe
2020-07-03,82,4,Albania,2862427,Rest of Europe
2020-07-04,90,3,Albania,2862427,Rest of Europe
2020-07-05,67,2,Albania,2862427,Rest of Europe
2020-07-06,74,2,Albania,2862427,Rest of Europe
2020-07-07,71,3,Albania,2862427,Rest of Europe
2020-07-08,74,2,Albania,2862427,Rest of Europe
2020-07-09,68,2,Albania,2862427,Rest of Europe
2020-07-10,82,0,Albania,2862427,Rest of Europe
2020-07-11,90,2,Albania,2862427,Rest of Europe
2020-07-12,93,4,Albania,2862427,Rest of Europe
2020-07-13,83,4,Albania,2862427,Rest of Europe
2020-07-14,117,2,Albania,2862427,Rest of Europe
2020-07-15,96,2,Albania,2862427,Rest of Europe
2020-07-16,85,4,Albania,2862427,Rest of Europe
2020-07-17,99,3,Albania,2862427,Rest of Europe
2020-07-18,55,3,Albania,2862427,Rest of Europe
2020-07-19,102,4,Albania,2862427,Rest of Europe
2020-07-20,82,1,Albania,2862427,Rest of Europe
2020-07-21,81,1,Albania,2862427,Rest of Europe
2020-07-22,119,4,Albania,2862427,Rest of Europe
2020-07-23,68,3,Albania,2862427,Rest of Europe
2020-07-24,108,3,Albania,2862427,Rest of Europe
2020-07-25,104,5,Albania,2862427,Rest of Europe
2020-07-26,67,6,Albania,2862427,Rest of Europe
2020-07-27,126,4,Albania,2862427,Rest of Europe
2020-07-28,117,6,Albania,2862427,Rest of Europe
2020-07-29,117,4,Albania,2862427,Rest of Europe
2020-07-30,108,2,Albania,2862427,Rest of Europe
2020-07-31,92,4,Albania,2862427,Rest of Europe
2020-08-01,79,3,Albania,2862427,Rest of Europe
2020-08-02,120,4,Albania,2862427,Rest of Europe
2020-08-03,123,5,Albania,2862427,Rest of Europe
2020-08-04,101,6,Albania,2862427,Rest of Europe
2020-08-05,130,4,Albania,2862427,Rest of Europe
2020-08-06,139,6,Albania,2862427,Rest of Europe
2020-08-07,127,6,Albania,2862427,Rest of Europe
2020-08-08,135,1,Albania,2862427,Rest of Europe
2020-08-09,124,4,Albania,2862427,Rest of Europe
2020-08-10,136,6,Albania,2862427,Rest of Europe
2020-08-11,125,1,Albania,2862427,Rest of Europe
2020-08-12,140,5,Albania,2862427,Rest of Europe
