iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,new_cases_7day_rollsum,new_cases_7day_rollsum_per100000,new_deaths_7day_rollsum,new_deaths_7day_rollsum_per100000
BEL,Europe,Belgium,2020-02-04,1,1,NA,NA,NA,NA,0.086,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA,NA
BEL,Europe,Belgium,2020-02-05,1,0,NA,NA,NA,NA,0.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA,NA
BEL,Europe,Belgium,2020-02-06,1,0,NA,NA,NA,NA,0.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA,NA
BEL,Europe,Belgium,2020-02-07,1,0,NA,NA,NA,NA,0.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA,NA
BEL,Europe,Belgium,2020-02-08,1,0,NA,NA,NA,NA,0.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA,NA
BEL,Europe,Belgium,2020-02-09,1,0,0.143,NA,NA,0,0.086,0,0.012,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA,NA,NA,NA
BEL,Europe,Belgium,2020-02-10,1,0,0.143,NA,NA,0,0.086,0,0.012,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,1,0.008628413572977741,NA,NA
BEL,Europe,Belgium,2020-02-11,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-12,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-13,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-14,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-15,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-16,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-17,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-18,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-19,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-20,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-21,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-22,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-23,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-24,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-25,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-26,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-27,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-28,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-02-29,1,0,0,NA,NA,0,0.086,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,0,0,NA,NA
BEL,Europe,Belgium,2020-03-01,2,1,0.143,NA,NA,0,0.173,0.086,0.012,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,82,0.007,0.007,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,1,0.008628413572977741,NA,NA
BEL,Europe,Belgium,2020-03-02,8,6,1,NA,NA,0,0.69,0.518,0.086,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,399,0.034,0.027,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,7,0.060398895010844195,NA,NA
BEL,Europe,Belgium,2020-03-03,13,5,1.714,NA,NA,0,1.122,0.431,0.148,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,937,0.081,0.046,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,12,0.1035409628757329,NA,NA
BEL,Europe,Belgium,2020-03-04,23,10,3.143,NA,NA,0,1.985,0.863,0.271,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,1638,0.141,0.06,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,22,0.18982509860551033,NA,NA
BEL,Europe,Belgium,2020-03-05,50,27,7,NA,NA,0,4.314,2.33,0.604,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,2411,0.208,0.067,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,49,0.42279226507590933,NA,NA
BEL,Europe,Belgium,2020-03-06,109,59,15.429,NA,NA,0,9.405,5.091,1.331,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,3530,0.305,0.097,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,108,0.9318686658815961,NA,NA
BEL,Europe,Belgium,2020-03-07,169,60,24,NA,NA,0,14.582,5.177,2.071,NA,NA,0,2.62,NA,NA,NA,NA,NA,NA,NA,NA,475,4005,0.346,0.041,NA,NA,0.062,16.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,168,1.4495734802602607,NA,NA
BEL,Europe,Belgium,2020-03-08,200,31,28.286,NA,NA,0,17.257,2.675,2.441,NA,NA,0,2.59,NA,NA,NA,NA,NA,NA,NA,NA,483,4488,0.387,0.042,629,0.054,0.068,14.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,198,1.7084258874495928,NA,NA
BEL,Europe,Belgium,2020-03-09,239,39,33,NA,NA,0,20.622,3.365,2.847,NA,NA,0,2.58,NA,NA,NA,NA,NA,NA,NA,NA,610,5098,0.44,0.053,671,0.058,0.069,14.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,231,1.9931635353578583,NA,NA
BEL,Europe,Belgium,2020-03-10,267,28,36.286,NA,NA,0,23.038,2.416,3.131,NA,NA,0,2.58,NA,NA,NA,NA,NA,NA,NA,NA,804,5902,0.509,0.069,709,0.061,0.073,13.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,254,2.1916170475363463,NA,NA
BEL,Europe,Belgium,2020-03-11,314,47,41.571,3,3,0.429,27.093,4.055,3.587,0.259,0.259,0.037,2.61,NA,NA,NA,NA,NA,NA,NA,NA,1108,7010,0.605,0.096,767,0.066,0.079,12.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,291,2.5108683497365227,NA,NA
BEL,Europe,Belgium,2020-03-12,314,0,37.714,3,0,0.429,27.093,0,3.254,0.259,0,0.037,2.67,NA,NA,NA,NA,NA,NA,NA,NA,1438,8448,0.729,0.124,862,0.074,0.084,11.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,264,2.277901183266124,NA,NA
BEL,Europe,Belgium,2020-03-13,559,245,64.286,3,0,0.429,48.233,21.14,5.547,0.259,0,0.037,2.77,NA,NA,NA,NA,NA,NA,NA,NA,2524,10972,0.947,0.218,1063,0.092,0.09,11.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,450,3.882786107839984,NA,NA
BEL,Europe,Belgium,2020-03-14,689,130,74.286,4,1,0.571,59.45,11.217,6.41,0.345,0.086,0.049,2.72,NA,NA,NA,NA,NA,NA,NA,NA,2171,13143,1.134,0.187,1305,0.113,0.089,11.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,520,4.486775057948425,NA,NA
BEL,Europe,Belgium,2020-03-15,886,197,98,4,0,0.571,76.448,16.998,8.456,0.345,0,0.049,2.68,53,4.573,263,22.693,NA,NA,70.408,6.075,1269,14412,1.244,0.109,1418,0.122,0.095,10.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,686,5.919091711062731,NA,NA
BEL,Europe,Belgium,2020-03-16,1058,172,117,5,1,0.714,91.289,14.841,10.095,0.431,0.086,0.062,2.62,79,6.816,370,31.925,NA,NA,NA,NA,1892,16304,1.407,0.163,1601,0.138,0.104,9.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,819,7.066670716268771,NA,NA
BEL,Europe,Belgium,2020-03-17,1243,185,139.429,10,5,1.429,107.251,15.963,12.03,0.863,0.431,0.123,2.56,100,8.628,493,42.538,NA,NA,NA,NA,2255,18559,1.601,0.195,1808,0.156,0.122,8.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,976,8.421331647226276,10,0.08628413572977742
BEL,Europe,Belgium,2020-03-18,1486,243,167.429,14,4,1.571,128.218,20.967,14.446,1.208,0.345,0.136,2.49,130,11.217,646,55.74,NA,NA,NA,NA,2714,21273,1.836,0.234,2038,0.176,0.136,7.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.15,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,1172,10.112500707529913,11,0.09491254930275517
BEL,Europe,Belgium,2020-03-19,1795,309,211.571,21,7,2.571,154.88,26.662,18.255,1.812,0.604,0.222,2.42,164,14.151,840,72.479,NA,NA,NA,NA,3395,24668,2.128,0.293,2317,0.2,0.155,6.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.15,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,1481,12.778680501580036,18,0.15531144431359936
BEL,Europe,Belgium,2020-03-20,2257,462,242.571,37,16,4.857,194.743,39.863,20.93,3.193,1.381,0.419,2.33,229,19.759,1108,95.603,NA,NA,NA,NA,3120,27788,2.398,0.269,2402,0.207,0.183,5.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,1698,14.651046246916206,34,0.2933660614812432
BEL,Europe,Belgium,2020-03-21,2815,558,303.714,67,30,9,242.89,48.147,26.206,5.781,2.589,0.777,2.3,290,25.022,1384,119.417,NA,NA,NA,NA,2276,30064,2.594,0.196,2417,0.209,0.21,4.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,2126,18.34400725615068,63,0.5435900550975977
BEL,Europe,Belgium,2020-03-22,3401,586,359.286,75,8,10.143,293.452,50.563,31.001,6.471,0.69,0.875,2.26,326,28.129,1661,143.318,NA,NA,1507.739,130.094,1414,31478,2.716,0.122,2438,0.21,0.222,4.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,2515,21.70046013603902,71,0.6126173636814197
BEL,Europe,Belgium,2020-03-23,3743,342,383.571,88,13,11.857,322.962,29.509,33.096,7.593,1.122,1.023,2.22,385,33.219,1883,162.473,NA,NA,NA,NA,3322,34800,3.003,0.287,2642,0.228,0.251,4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,2685,23.167290443445236,83,0.7161583265571526
BEL,Europe,Belgium,2020-03-24,4269,526,432.286,122,34,16,368.347,45.385,37.299,10.527,2.934,1.381,2.19,487,42.02,2204,190.17,NA,NA,NA,NA,3975,38775,3.346,0.343,2888,0.249,0.274,3.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,3026,26.109579471830646,112,0.9663823201735071
BEL,Europe,Belgium,2020-03-25,4937,668,493,178,56,23.429,425.985,57.638,42.538,15.359,4.832,2.022,2.16,612,52.806,2721,234.779,NA,NA,NA,NA,4282,43057,3.715,0.369,3112,0.269,0.294,3.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,3451,29.776655240346187,164,1.4150598259683496
BEL,Europe,Belgium,2020-03-26,6235,1298,634.286,220,42,28.429,537.982,111.997,54.729,18.983,3.624,2.453,2.11,699,60.313,3111,268.43,NA,NA,NA,NA,4363,47420,4.092,0.376,3250,0.28,0.312,3.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,4440,38.310156264021174,199,1.7170543010225707
BEL,Europe,Belgium,2020-03-27,7284,1049,718.143,289,69,36,628.494,90.512,61.964,24.936,5.954,3.106,2.02,789,68.078,3649,314.851,NA,NA,NA,NA,4930,52350,4.517,0.425,3509,0.303,0.319,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,5027,43.37503503135911,252,2.174360220390391
BEL,Europe,Belgium,2020-03-28,9134,1850,902.714,353,64,40.857,788.119,159.626,77.89,30.458,5.522,3.525,1.96,867,74.808,4088,352.73,NA,NA,NA,NA,3850,56200,4.849,0.332,3734,0.322,0.324,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,6319,54.52294536764635,286,2.4677262818716343
BEL,Europe,Belgium,2020-03-29,10836,1702,1062.143,431,78,50.857,934.975,146.856,91.646,37.188,6.73,4.388,1.88,961,82.919,4536,391.385,NA,NA,3519.399,303.668,2419,58619,5.058,0.209,3877,0.335,0.327,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,7435,64.15225491508951,356,3.0717152319800762
BEL,Europe,Belgium,2020-03-30,11899,1063,1165.143,513,82,60.714,1026.695,91.72,100.533,44.264,7.075,5.239,1.78,1021,88.096,4897,422.533,NA,NA,NA,NA,4101,62720,5.412,0.354,3989,0.344,0.325,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,8156,70.37334110120646,425,3.66707576851554
BEL,Europe,Belgium,2020-03-31,12775,876,1215.143,705,192,83.286,1102.28,75.585,104.848,60.83,16.567,7.186,1.68,1088,93.877,4988,430.385,NA,NA,NA,NA,6432,69152,5.967,0.555,4340,0.374,0.318,3.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,8506,73.39328585174867,583,5.030365113046024
BEL,Europe,Belgium,2020-04-01,13964,1189,1289.571,828,123,92.857,1204.872,102.592,111.27,71.443,10.613,8.012,1.59,1144,98.709,5219,450.317,NA,NA,NA,NA,5891,75043,6.475,0.508,4569,0.394,0.311,3.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,9027,77.88868932327007,650,5.608468822435532
BEL,Europe,Belgium,2020-04-02,15348,1384,1301.857,1011,183,113,1324.289,119.417,112.33,87.233,15.79,9.75,1.5,1205,103.972,5398,465.762,NA,NA,NA,NA,6088,81131,7,0.525,4816,0.416,0.302,3.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,9113,78.63073289054616,791,6.825075136225394
BEL,Europe,Belgium,2020-04-03,16770,1422,1355.143,1143,132,122,1446.985,122.696,116.927,98.623,11.39,10.527,1.43,1256,108.373,5562,479.912,NA,NA,NA,NA,6718,87849,7.58,0.58,5071,0.438,0.297,3.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,9486,81.84913115326685,854,7.368665191322991
