iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,new_cases_7day_rollsum,new_cases_7day_rollsum_per_100k,new_cases_14day_rollsum,new_cases_14ay_rollsum_per_100k,new_deaths_7day_rollsum,new_deaths_7day_rollsum_per_100k,new_deaths_14day_rollsum,new_deaths_14day_rollsum_per_100k
AUT,Europe,Austria,2020-02-25,2,2,NA,NA,NA,NA,0.222,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-02-26,2,0,NA,NA,NA,NA,0.222,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-02-27,3,1,NA,NA,NA,NA,0.333,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-02-28,3,0,NA,NA,NA,NA,0.333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-02-29,9,6,NA,NA,NA,NA,0.999,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-01,14,5,2,NA,NA,0,1.554,0.555,0.222,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA,NA,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-02,18,4,2.571,NA,NA,0,1.999,0.444,0.286,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,18,0.19985787884171258,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-03,21,3,2.714,NA,NA,0,2.332,0.333,0.301,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,19,0.21096109433291882,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-04,29,8,3.857,NA,NA,0,3.22,0.888,0.428,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,27,0.29978681826256887,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-05,41,12,5.429,NA,NA,0,4.552,1.332,0.603,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,38,0.42192218866583764,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-06,55,14,7.429,NA,NA,0,6.107,1.554,0.825,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,52,0.5773672055427252,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-07,79,24,10,NA,NA,0,8.772,2.665,1.11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,70,0.7772250843844378,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-08,104,25,12.857,NA,NA,0,11.547,2.776,1.428,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,90,0.9992893942085629,NA,NA,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-09,131,27,16.143,NA,NA,0,14.545,2.998,1.792,NA,NA,0,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,113,1.2546633505063067,131,1.4545212293480192,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-10,182,51,23,NA,NA,0,20.208,5.663,2.554,NA,NA,0,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,161,1.787617694084207,180,1.9985787884171258,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-11,246,64,31,NA,NA,0,27.314,7.106,3.442,NA,NA,0,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,217,2.409397761591757,244,2.709184579854326,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-12,302,56,37.286,1,1,0.143,33.532,6.218,4.14,0.111,0.111,0.016,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.26,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,261,2.8979392432048323,299,3.31986143187067,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-13,504,202,64.143,1,0,0.143,55.96,22.428,7.122,0.111,0,0.016,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.15,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,449,4.985343755551608,501,5.562710961094333,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-14,655,151,82.286,1,0,0.143,72.726,16.766,9.136,0.111,0,0.016,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.15,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,576,6.3954521229348025,646,7.17267720731924,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-15,860,205,108,1,0,0.143,95.488,22.762,11.991,0.111,0,0.016,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.15,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,756,8.394030911351928,846,9.393320305560492,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-16,1018,158,126.714,3,2,0.429,113.031,17.543,14.069,0.333,0.222,0.048,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,887,9.848552140699947,1000,11.103215491206255,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-17,1332,314,164.286,3,0,0.429,147.895,34.864,18.241,0.333,0,0.048,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1150,12.768697814887192,1311,14.5563155089714,NA,NA,NA,NA
AUT,Europe,Austria,2020-03-18,1646,314,200,4,1,0.571,182.759,34.864,22.206,0.444,0.111,0.063,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1400,15.544501687688756,1617,17.953899449280513,4,0.044412861964825016,NA,NA
AUT,Europe,Austria,2020-03-19,2013,367,244.429,6,2,0.714,223.508,40.749,27.139,0.666,0.222,0.079,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1711,18.9976017054539,1972,21.895540948658734,5,0.05551607745603127,NA,NA
AUT,Europe,Austria,2020-03-20,2388,375,269.143,6,0,0.714,265.145,41.637,29.884,0.666,0,0.079,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1884,20.918457985432582,2333,25.903801740984193,5,0.05551607745603127,NA,NA
AUT,Europe,Austria,2020-03-21,2814,426,308.429,8,2,1,312.444,47.3,34.245,0.888,0.222,0.111,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2159,23.971842245514303,2735,30.367294368449105,7,0.07772250843844378,NA,NA
AUT,Europe,Austria,2020-03-22,3582,768,388.857,16,8,2.143,397.717,85.273,43.176,1.777,0.888,0.238,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2722,30.222952567063423,3478,38.61698347841535,15,0.16654823236809382,NA,NA
AUT,Europe,Austria,2020-03-23,4474,892,493.714,21,5,2.571,496.758,99.041,54.818,2.332,0.555,0.286,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,3456,38.372712737608815,4343,48.22126487830876,18,0.19985787884171258,NA,NA
AUT,Europe,Austria,2020-03-24,5283,809,564.429,28,7,3.571,586.583,89.825,62.67,3.109,0.777,0.397,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,3951,43.86880440575591,5101,56.6375022206431,25,0.2775803872801564,NA,NA
AUT,Europe,Austria,2020-03-25,5588,305,563.143,30,2,3.714,620.448,33.865,62.527,3.331,0.222,0.412,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,3942,43.768875466335054,5342,59.31337715402381,26,0.2886836027713626,30,0.33309646473618765
AUT,Europe,Austria,2020-03-26,6909,1321,699.429,49,19,6.143,767.121,146.673,77.659,5.441,2.11,0.682,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,4896,54.36134304494582,6607,73.35894475039971,43,0.4774382661218689,48,0.5329543435779002
AUT,Europe,Austria,2020-03-27,7657,748,752.714,58,9,7.429,850.173,83.052,83.575,6.44,0.999,0.825,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,5269,58.50284242316575,7153,79.42130040859834,52,0.5773672055427252,57,0.6328832829987565
AUT,Europe,Austria,2020-03-28,8271,614,779.571,68,10,8.571,918.347,68.174,86.557,7.55,1.11,0.952,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,5457,60.59024693551253,7616,84.56208918102683,60,0.6661929294723753,67,0.743915437910819
AUT,Europe,Austria,2020-03-29,8788,517,743.714,86,18,10,975.751,57.404,82.576,9.549,1.999,1.11,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,5206,57.80333984721976,7928,88.02629241428318,70,0.7772250843844378,85,0.9437733167525316
AUT,Europe,Austria,2020-03-30,9618,830,734.857,108,22,12.429,1067.907,92.157,81.593,11.991,2.443,1.38,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,5144,57.11494048676497,8600,95.48765322437379,87,0.9659797477349441,105,1.1658376265766568
AUT,Europe,Austria,2020-03-31,10180,562,699.571,128,20,14.286,1130.307,62.4,77.675,14.212,2.221,1.586,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,4897,54.37244626043703,8848,98.24125066619294,100,1.1103215491206255,125,1.3879019364007819
AUT,Europe,Austria,2020-04-01,10711,531,731.857,146,18,16.571,1189.265,58.958,81.26,16.211,1.999,1.84,0.97,215,23.872,856,95.044,NA,NA,NA,NA,NA,16834,1.869,NA,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,5123,56.88177296144964,9065,100.65064842778469,116,1.2879729969799254,142,1.576656599751288
AUT,Europe,Austria,2020-04-02,11129,418,602.857,158,12,15.571,1235.677,46.411,66.937,17.543,1.332,1.729,0.85,219,24.316,823,91.379,NA,NA,NA,NA,75356,92190,10.236,8.367,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,4220,46.85556937289039,9116,101.21691241783621,109,1.2102504885414818,152,1.6876887546633506
AUT,Europe,Austria,2020-04-03,11524,395,552.429,168,10,15.714,1279.535,43.858,61.337,18.653,1.11,1.745,0.77,245,27.203,829,92.046,NA,NA,NA,NA,6153,98343,10.919,0.683,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,3867,42.93613430449459,9136,101.43897672766033,110,1.221353704032688,162,1.798720909575413
AUT,Europe,Austria,2020-04-04,11781,257,501.429,186,18,16.857,1308.07,28.535,55.675,20.652,1.999,1.872,0.73,245,27.203,826,91.713,NA,NA,NA,NA,5791,104134,11.562,0.643,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,3510,38.97228637413395,8967,99.56253330964648,118,1.310179427962338,178,1.9763723574347132
AUT,Europe,Austria,2020-04-05,12051,270,466.143,204,18,16.857,1338.048,29.979,51.757,22.651,1.999,1.872,0.7,244,27.092,712,79.055,NA,NA,NA,NA,4282,108416,12.038,0.475,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,3263,36.22979214780601,8469,94.03313199502577,118,1.310179427962338,188,2.087404512346776
AUT,Europe,Austria,2020-04-06,12297,246,382.714,220,16,16,1365.362,27.314,42.494,24.427,1.777,1.777,0.69,250,27.758,824,91.49,NA,NA,NA,NA,2880,111296,12.357,0.32,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2679,29.745514300941554,7823,86.86045478770653,112,1.2435601350151004,199,2.2095398827500445
AUT,Europe,Austria,2020-04-07,12639,342,351.286,243,23,16.429,1403.335,37.973,39.004,26.981,2.554,1.824,0.69,243,26.981,857,95.155,NA,NA,NA,NA,3939,115235,12.795,0.437,NA,NA,NA,NA,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2459,27.30280689287618,7356,81.67525315331321,115,1.2768697814887193,215,2.387191330609345
AUT,Europe,Austria,2020-04-08,12942,303,318.714,273,30,18.143,1436.978,33.643,35.388,30.312,3.331,2.014,0.68,267,29.646,829,92.046,NA,NA,NA,NA,5520,120755,13.408,0.613,14846,1.648,0.021,46.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2231,24.771273760881154,7354,81.6530467223308,127,1.4101083673831942,243,2.69808136436312
AUT,Europe,Austria,2020-04-09,13244,302,302.143,295,22,19.571,1470.51,33.532,33.548,32.754,2.443,2.173,0.64,266,29.535,820,91.046,NA,NA,NA,NA,5532,126287,14.022,0.614,4871,0.541,0.062,16.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2115,23.483300763901227,6335,70.33887013679163,137,1.5211405222952568,246,2.7313910108367385
AUT,Europe,Austria,2020-04-10,13555,311,290.143,319,24,21.571,1505.041,34.531,32.215,35.419,2.665,2.395,0.62,261,28.979,771,85.606,NA,NA,NA,NA,8456,134743,14.961,0.939,5200,0.577,0.056,17.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2031,22.550630662639904,5898,65.48676496713449,151,1.6765855391721445,261,2.8979392432048323
AUT,Europe,Austria,2020-04-11,13806,251,289.286,337,18,21.571,1532.91,27.869,32.12,37.418,1.999,2.395,0.59,245,27.203,790,87.715,NA,NA,NA,NA,6232,140975,15.653,0.692,5263,0.584,0.055,18.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,2025,22.484011369692666,5535,61.45629774382662,151,1.6765855391721445,269,2.9867649671344823
AUT,Europe,Austria,2020-04-12,13945,139,270.571,350,13,20.857,1548.343,15.433,30.042,38.861,1.443,2.316,0.55,243,26.981,792,87.937,NA,NA,NA,NA,3902,144877,16.086,0.433,5209,0.578,0.052,19.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1894,21.029490140344645,5157,57.25928228815065,146,1.6210694617161132,264,2.931248889678451
AUT,Europe,Austria,2020-04-13,14041,96,249.143,368,18,21.143,1559.002,10.659,27.663,40.86,1.999,2.348,0.53,239,26.537,742,82.386,NA,NA,NA,NA,3535,148412,16.479,0.392,5302,0.589,0.047,21.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.48,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1744,19.364007816663708,4423,49.10952211760526,148,1.6432758926985256,260,2.8868360277136262
AUT,Europe,Austria,2020-04-14,14226,185,226.714,384,16,20.143,1579.543,20.541,25.173,42.636,1.777,2.237,0.51,243,26.981,759,84.273,NA,NA,NA,NA,3384,151796,16.854,0.376,5223,0.58,0.043,23,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1587,17.620802984544326,4046,44.9236098774205,141,1.565553384260082,256,2.842423165748801
AUT,Europe,Austria,2020-04-15,14336,110,199.143,393,9,17.143,1591.757,12.214,22.111,43.636,0.999,1.903,0.49,232,25.759,769,85.384,NA,NA,NA,NA,5005,156801,17.41,0.556,5149,0.572,0.039,25.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1394,15.477882394741519,3625,40.24915615562267,120,1.3323858589447506,247,2.7424942263279446
AUT,Europe,Austria,2020-04-16,14476,140,176,410,17,16.429,1607.301,15.545,19.542,45.523,1.888,1.824,0.47,238,26.426,729,80.942,NA,NA,NA,NA,6015,162816,18.078,0.668,5218,0.579,0.034,29.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1232,13.679161485166105,3347,37.16246224906733,115,1.2768697814887193,252,2.798010303783976
AUT,Europe,Austria,2020-04-17,14595,119,148.571,431,21,16,1620.514,13.213,16.496,47.855,2.332,1.777,0.45,227,25.204,682,75.724,NA,NA,NA,NA,6456,169272,18.795,0.717,4933,0.548,0.03,33.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,1040,11.547344110854505,3071,34.09797477349441,112,1.2435601350151004,263,2.920145674187245
AUT,Europe,Austria,2020-04-18,14671,76,123.571,443,12,15.143,1628.953,8.438,13.72,49.187,1.332,1.681,0.44,208,23.095,647,71.838,NA,NA,NA,NA,6660,175932,19.534,0.739,4994,0.554,0.025,40.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.78,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,865,9.60428139989341,2890,32.088292769586076,106,1.1769408420678629,257,2.853526381240007
