date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-11,739576,67500,67398,102,739469,94,13,737087,2489,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,739576,0,0,736990,2479,87,7,10,3,737087,2489,67485,67389,96,13,7,6,2,2,0,0,25058,31382,3208,20459,67500,0,392772,392678,85,9,0
2021-01-12,817843,78267,78203,64,817720,109,14,815290,2553,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,817843,0,0,815178,2542,102,7,10,4,815290,2553,78251,78188,63,15,15,0,1,0,1,0,28182,42162,2995,24957,78267,0,419069,418960,99,10,0
2021-01-13,928576,110733,110532,201,927284,1278,14,925822,2754,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,928576,0,0,924541,2743,1271,7,10,4,925822,2754,109564,109363,201,1169,1169,0,0,0,0,0,39472,57506,3903,35608,110733,0,467345,466076,1262,7,0
2021-01-14,1011699,83123,82901,222,1005259,6426,14,1008723,2976,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1011699,0,0,1002338,2921,6375,51,10,4,1008723,2976,77975,77797,178,5148,5104,44,0,0,0,0,29636,42257,2284,24124,83123,0,496502,490090,6407,5,0
2021-01-15,1102166,90467,89622,845,1090455,11692,19,1098345,3821,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1102166,0,0,1086689,3766,11641,51,15,4,1098345,3821,85196,84351,845,5266,5266,0,5,5,0,0,33922,44572,3959,27739,90467,0,525314,513683,11622,9,0
2021-01-16,1159502,57336,56315,1021,1146111,13371,20,1154660,4842,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1159502,0,0,1141324,4787,13320,51,16,4,1154660,4842,55656,54635,1021,1679,1679,0,1,1,0,0,24258,24954,2131,19596,57336,0,522678,509371,13298,9,0
2021-01-17,1207059,47557,29785,17772,1192405,14632,21,1184446,22614,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1207059,0,1,1169847,22558,14581,51,17,4,1184445,22614,46294,28523,17771,1261,1261,0,1,1,0,1,20466,20375,2025,19746,47557,0,534983,520421,14551,10,1
2021-01-18,1288964,81905,66163,15742,1270167,18774,22,1250609,38356,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1288964,0,1,1231869,38298,18721,53,18,4,1250608,38356,77762,62022,15740,4142,4140,2,1,1,0,0,29279,42881,2222,20356,81905,0,549388,530698,18680,9,1
2021-01-19,1407765,118801,82351,36450,1385299,22435,30,1332960,74806,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1407765,0,1,1310555,74744,22378,57,26,4,1332959,74806,115132,78686,36446,3661,3657,4,8,8,0,0,37037,62085,3608,30943,118801,0,589922,567579,22326,16,1
2021-01-20,1539937,132172,77600,54572,1514726,25177,33,1410560,129378,0.017,0.002,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1539937,0,1,1385410,129316,25120,57,29,4,1410559,129378,129427,74855,54572,2742,2742,0,3,3,0,0,48311,64071,4243,42235,132172,0,611361,587442,23899,19,1
2021-01-21,1644920,104983,63666,41317,1616967,27917,35,1474226,170695,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1644920,0,1,1446336,170631,27859,58,30,5,1474225,170695,102241,60926,41315,2740,2739,1,2,1,1,0,42074,48464,4449,34117,104983,0,633221,611708,21491,21,1
2021-01-22,1746542,101622,68047,33575,1716394,30104,43,1542273,204270,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1746542,0,1,1512193,204201,30041,63,38,5,1542272,204270,99427,65857,33570,2187,2182,5,8,8,0,0,43899,45386,3607,34447,101622,0,644376,625939,18412,24,1
2021-01-23,1833125,86583,40465,46118,1802620,30458,46,1582738,250388,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1833125,0,1,1552302,250318,30394,64,41,5,1582737,250388,86226,40109,46117,354,353,1,3,3,0,0,37718,37100,3401,27274,86583,0,673623,656509,17087,26,1
2021-01-24,1880417,47292,25458,21834,1849710,30656,50,1608196,272222,0.019,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1880417,0,1,1577558,272152,30592,64,45,5,1608195,272222,47090,25256,21834,198,198,0,4,4,0,0,23888,19078,917,15066,47292,0,673358,657305,16024,29,0
2021-01-25,1971459,91042,52273,38769,1939333,32072,53,1660469,310991,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1971459,0,1,1628415,310918,32005,67,48,5,1660468,310991,89623,50857,38766,1416,1413,3,3,3,0,0,40720,41565,3496,25135,91042,0,682495,669166,13298,31,0
2021-01-26,2068996,97537,50632,46905,2035428,33507,60,1711101,357896,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2068996,0,1,1677609,357819,33436,71,55,5,1711100,357896,96095,49194,46901,1435,1431,4,7,7,0,0,40197,45564,3787,26288,97537,0,661231,650129,11072,30,0
2021-01-27,2178370,109374,50805,58569,2143008,35293,68,1761906,416465,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2178370,0,1,1726632,416376,35210,83,63,5,1761905,416465,107580,49023,58557,1786,1774,12,8,8,0,0,43262,52313,5172,30854,109374,0,638433,628282,10116,35,0
2021-01-28,2270647,92277,46381,45896,2233654,36921,71,1808287,462361,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2270647,0,1,1771470,462184,36750,171,66,5,1808286,462361,90646,44838,45808,1628,1540,88,3,3,0,0,38156,40823,4188,24438,92277,0,625727,616687,9004,36,0
2021-01-29,2378416,107769,49984,57785,2339936,38401,78,1858271,520146,0.022,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2378416,0,1,1819968,519968,38229,172,73,5,1858270,520146,106282,48498,57784,1480,1479,1,7,7,0,0,42904,47911,5533,29403,107769,0,631874,623542,8297,35,0
2021-01-30,2466430,88014,34361,53653,2427068,39281,80,1892632,573799,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2466430,0,1,1853450,573618,39107,174,74,6,1892631,573799,87132,33482,53650,880,878,2,2,1,1,0,36518,36449,3961,27333,88014,0,633305,624448,8823,34,0
2021-01-31,2523299,56869,25752,31117,2483556,39657,85,1918384,604916,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2523299,0,1,1878830,604726,39475,182,78,7,1918383,604916,56488,25380,31108,376,368,8,5,4,1,0,25453,22230,2107,15997,56869,0,642882,633846,9001,35,0
2021-02-01,2642826,119527,57967,61560,2600823,41866,136,1976351,666476,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2642826,0,1,1934539,666284,41682,184,129,7,1976350,666476,117267,55709,61558,2209,2207,2,51,51,0,0,43309,63377,3710,27400,119527,0,671367,661490,9794,83,0
2021-02-02,2774835,132009,64790,67219,2729758,44927,149,2041141,733695,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2774835,0,1,1996256,733502,44742,185,142,7,2041140,733695,128935,61717,67218,3061,3060,1,13,13,0,0,43459,70065,5194,30200,132009,0,705839,694330,11420,89,0
2021-02-03,2935863,161028,63529,97499,2884431,51255,175,2104671,831194,0.025,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2935863,0,2,2053437,830994,51064,191,168,7,2104669,831194,154673,57181,97492,6328,6322,6,26,26,0,1,59350,77411,5926,42514,161028,0,757493,741423,15962,107,1
2021-02-04,3068986,133123,61194,71929,3011716,57088,180,2165865,903123,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3068986,0,2,2108796,902920,56894,194,173,7,2165863,903123,127285,55359,71926,5833,5830,3,5,5,0,0,49003,64662,4567,31313,133123,0,798339,778062,20167,109,1
2021-02-05,3215502,146516,68899,77617,3151775,63537,188,2234764,980740,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3215502,0,2,2171373,980402,63209,328,180,8,2234762,980740,140059,62577,77482,6449,6315,134,8,7,1,0,54538,70143,5321,33929,146516,0,837086,811839,25136,110,1
2021-02-06,3309166,93664,45374,48290,3242812,66163,189,2280138,1029030,0.027,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3309166,0,2,2214120,1028692,65835,328,181,8,2280136,1029030,91037,42747,48290,2626,2626,0,1,1,0,0,39990,46078,4560,25804,93664,0,842736,815744,26882,109,1
2021-02-07,3362468,53302,28251,25051,3293786,68489,191,2308389,1054081,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3362468,0,2,2240044,1053742,68160,329,183,8,2308387,1054081,50974,25924,25050,2326,2325,1,2,2,0,0,25641,21272,2718,13233,53302,0,839169,810230,28832,106,1
2021-02-08,3471313,108845,52866,55979,3398783,72310,218,2361255,1110060,0.028,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3471313,0,2,2289063,1109720,71980,330,210,8,2361253,1110060,104997,49019,55978,3821,3820,1,27,27,0,0,52517,45804,3974,18776,108845,0,828487,797960,30444,82,1
2021-02-09,3605360,134047,60196,73851,3529283,75744,331,2421451,1183911,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3605360,0,2,2345902,1183381,75224,520,323,8,2421449,1183911,130500,56839,73661,3434,3244,190,113,113,0,0,61170,58646,4448,22913,134047,0,830525,799525,30817,182,1
2021-02-10,3759525,154165,77319,76846,3670880,79979,8664,2498770,1260757,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3759525,0,2,2411646,1259234,78478,1501,8644,20,2498768,1260757,141597,65744,75853,4235,3254,981,8333,8321,12,0,66918,66666,4008,29421,154165,0,823662,786449,28724,8489,0
2021-02-11,3903233,143708,75205,68503,3791004,87246,24979,2573977,1329260,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3903233,0,4,2466315,1324689,82713,4533,24945,34,2573973,1329260,120124,54669,65455,7267,4235,3032,16315,16301,14,2,61016,67530,5474,25137,143708,0,834247,779288,30158,24799,2
2021-02-12,4058313,155080,79514,75566,3922560,96544,39202,2653494,1404826,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4058313,0,7,2527358,1395202,87285,9259,38844,358,2653487,1404826,131556,61043,70513,9298,4572,4726,14223,13899,324,3,71492,70677,6276,25475,155080,0,842811,770785,33007,39014,5
2021-02-13,4165679,107366,61922,45444,4013319,99801,52551,2715417,1450270,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4165679,0,8,2574226,1439093,88997,10804,52186,365,2715409,1450270,90759,46868,43891,3257,1712,1545,13349,13342,7,1,56331,41719,4604,17535,107366,0,856513,770507,33638,52362,6
2021-02-14,4230886,65207,39494,25713,4068807,102275,59795,2754912,1475983,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4230886,0,9,2605227,1463580,90267,12008,59409,386,2754903,1475983,55488,31001,24487,2474,1270,1204,7244,7223,21,1,38523,22724,1618,8066,65207,0,868418,775021,33786,59604,7
2021-02-15,4356149,125263,69522,55741,4173386,107504,75249,2824435,1531724,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4356149,0,10,2657040,1516346,92539,14965,74846,403,2824425,1531724,104579,51813,52766,5229,2272,2957,15454,15437,17,1,67469,48201,4035,19272,125263,0,884836,774603,35194,75031,8
2021-02-16,4490251,134102,77751,56351,4281778,113623,94839,2902187,1588075,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4490251,0,11,2712488,1569290,95264,18359,94424,415,2902176,1588075,108392,55448,52944,6119,2725,3394,19590,19578,12,1,66034,58031,2675,16982,134102,0,884891,752495,37879,94508,9
2021-02-17,4641010,150759,94459,56300,4403784,121620,115594,2996647,1644375,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4641010,0,12,2781392,1622392,100076,21544,115167,427,2996635,1644375,122006,68904,53102,7997,4812,3185,20755,20743,12,1,80408,57991,5087,21528,150759,0,881485,732904,41641,106930,10
2021-02-18,4785260,144250,91261,52989,4515974,129844,139429,3087909,1697364,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4785260,0,13,2844140,1671834,104758,25086,138998,431,3087896,1697364,112190,62748,49442,8224,4682,3542,23835,23831,4,1,75874,58183,3438,19017,144250,0,882027,724970,42598,114450,9
2021-02-19,4943582,158322,102769,55553,4636921,139804,166843,3190679,1752917,0.038,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4943582,0,14,2912651,1724270,111708,28096,166306,537,3190665,1752917,120947,68511,52436,9960,6950,3010,27414,27308,106,1,80761,60342,4872,17360,158322,0,885269,714361,43260,127641,7
2021-02-20,5055646,112064,75796,36268,4723298,144268,188065,3266476,1789185,0.039,0.022,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5055646,0,15,2963203,1760095,115740,28528,187518,547,3266461,1789185,86377,50552,35825,4464,4032,432,21222,21212,10,1,61600,43713,3658,13991,112064,0,889967,709979,44467,135514,7
2021-02-21,5141444,85798,57419,28379,4789806,147909,203713,3323896,1817564,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5141444,0,16,3001498,1788308,119222,28687,203160,553,3323880,1817564,66508,38295,28213,3641,3482,159,15648,15642,6,1,48786,30517,2566,10371,85798,0,910558,720999,45634,143918,7
2021-02-22,5296774,155330,97579,57751,4912528,156903,227326,3421476,1875315,0.041,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5296774,0,17,3068250,1844278,126448,30455,226761,565,3421459,1875315,122722,66752,55970,8994,7226,1768,23613,23601,12,1,79647,69613,4897,17850,155330,0,940625,739142,49399,152077,7
2021-02-23,5466416,169642,109159,60483,5046116,164112,256170,3530636,1935798,0.042,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5466416,0,18,3143026,1903090,131999,32113,255593,577,3530618,1935798,133588,74776,58812,7209,5551,1658,28844,28832,12,1,80209,72879,5300,17870,169642,0,976165,764338,50489,161331,7
2021-02-24,5642039,175623,116483,59140,5177475,171723,292822,3647120,1994938,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5642039,0,19,3216950,1960525,137924,33799,292227,595,3647101,1994938,131359,73924,57435,7611,5925,1686,36652,36634,18,1,84879,74824,6578,19035,175623,0,1001029,773691,50103,177228,7
2021-02-25,5830766,188727,129753,58974,5308596,178482,343669,3776873,2053912,0.045,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5830766,0,19,3290639,2017957,143154,35328,343061,608,3776854,2053912,131121,73689,57432,6759,5230,1529,50847,50834,13,0,82386,90489,6436,18119,188727,0,1045506,792622,48638,204240,6
2021-02-26,6043067,212301,145465,66836,5449263,187314,406471,3922338,2120748,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6043067,0,19,3366160,2083103,150370,36944,405789,682,3922319,2120748,140667,75521,65146,8832,7216,1616,62802,62728,74,0,88644,101335,7076,19689,212301,0,1099485,812342,47510,239628,5
2021-02-27,6190786,147719,107826,39893,5541918,191396,457453,4030164,2160641,0.048,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6190786,0,19,3419662,2122256,153720,37676,456763,690,4030145,2160641,92655,53502,39153,4082,3350,732,50982,50974,8,0,63656,72302,6710,12871,147719,0,1135140,818620,47128,269388,4
2021-02-28,6293618,102832,78768,24064,5603195,195349,495054,4108933,2184705,0.049,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6293618,0,20,3457247,2145948,157321,38028,494345,709,4108913,2184705,61277,37585,23692,3953,3601,352,37601,37582,19,1,48225,53289,4281,6661,102832,0,1152174,813389,47440,291341,4
2021-03-01,6491718,198100,148277,49823,5733341,204973,553384,4257210,2234528,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6491718,0,20,3539608,2193733,164923,40050,552659,725,4257190,2234528,130146,82361,47785,9624,7602,2022,58330,58314,16,0,102521,77964,7799,13259,198100,0,1194944,820813,48070,326058,3
2021-03-02,6710293,218575,166475,52100,5873104,214962,622207,4423685,2286628,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6710293,0,20,3630167,2242937,172038,42924,621460,747,4423665,2286628,139763,90559,49204,9989,7115,2874,68823,68801,22,0,110086,94219,9601,14607,218575,0,1243877,826988,50850,366037,2
2021-03-03,6956488,246195,175773,70422,6030008,229911,696549,4599458,2357050,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6956488,0,20,3722600,2307408,181111,48800,695727,822,4599438,2357050,156904,92433,64471,14949,9073,5876,74342,74267,75,0,120669,101381,11624,17234,246195,0,1314449,852533,58188,403727,1
2021-03-04,7200939,244451,181629,62822,6171029,244379,785511,4781087,2419872,0.057,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7200939,0,20,3806237,2364792,190184,54195,784646,865,4781067,2419872,141021,83637,57384,14468,9073,5395,88962,88919,43,0,111264,109772,12386,15763,244451,0,1370173,862433,65897,441842,1
2021-03-05,7476582,275643,207102,68541,6320504,257744,898313,4988190,2488413,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7476582,0,21,3893181,2427323,197589,60155,897399,914,4988169,2488413,149475,86944,62531,13365,7405,5960,112802,112753,49,1,117945,125041,14949,15447,275643,0,1433515,871241,70430,491842,2
2021-03-06,7678262,201680,153032,48648,6429727,266184,982330,5141222,2537061,0.062,0.031,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7678262,0,21,3956015,2473712,203791,62393,981395,935,5141201,2537061,109223,62834,46389,8440,6202,2238,84017,83996,21,0,89511,94681,10430,9518,201680,0,1487476,887809,74788,524877,2
2021-03-07,7825794,147532,114046,33486,6509467,272839,1043467,5255268,2570547,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7825794,0,21,4004625,2504842,208110,64729,1042512,955,5255247,2570547,79740,48610,31130,6655,4319,2336,61137,61117,20,0,71282,66068,8107,5565,147532,0,1532176,906272,77490,548413,1
2021-03-08,8063244,237450,185857,51593,6643374,283794,1136055,5441125,2622140,0.065,0.032,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8063244,0,21,4090343,2553031,215702,68092,1135059,996,5441104,2622140,133907,85718,48189,10955,7592,3363,92588,92547,41,0,118828,95840,16349,12320,237450,0,1571526,910033,78821,582671,1
2021-03-09,8315455,252211,197361,54850,6783476,296579,1235379,5638486,2676990,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8315455,0,21,4179132,2604344,225014,71565,1234319,1060,5638465,2676990,140102,88789,51313,12785,9312,3473,99324,99260,64,0,120904,102416,17409,13547,252211,0,1605162,910372,81617,613172,1
