date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-08,584350,63059,62735,324,584288,59,3,582593,1757,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,584350,0,0,582531,1757,59,0,3,0,63011,62687,324,48,48,0,0,0,0,0,22349,32447,3367,20986,63059,0,359663,359603,58,2,0
2021-01-09,645435,61085,61038,47,645373,59,3,643631,1804,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,645435,0,0,643569,1804,59,0,3,0,61085,61038,47,0,0,0,0,0,0,0,25801,25923,2683,25106,61085,0,368331,368271,58,2,0
2021-01-10,680949,35514,35505,9,680887,59,3,679136,1813,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,680949,0,0,679074,1813,59,0,3,0,35514,35505,9,0,0,0,0,0,0,0,15133,14556,1372,12990,35514,0,380068,380008,58,2,0
2021-01-11,748529,67580,67528,52,748466,60,3,746664,1865,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,748529,0,0,746601,1865,60,0,3,0,67579,67527,52,1,1,0,0,0,0,0,25058,31382,3208,20459,67580,0,399571,399510,59,2,0
2021-01-12,831179,82650,82591,59,831110,65,4,829255,1924,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,831179,0,0,829186,1924,65,0,4,0,82644,82585,59,5,5,0,1,1,0,0,28182,42162,2995,24957,82650,0,428506,428440,63,3,0
2021-01-13,942892,111713,111515,198,942026,862,4,940770,2122,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,942892,0,0,939904,2122,862,0,4,0,110916,110718,198,797,797,0,0,0,0,0,39472,57506,3903,35608,111713,0,477548,476693,854,1,0
2021-01-14,1025991,83099,82914,185,1020498,5489,4,1023684,2307,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1025991,0,0,1018235,2263,5445,44,4,0,78472,78331,141,4627,4583,44,0,0,0,0,29636,42257,2284,24124,83099,0,504700,499221,5478,1,0
2021-01-15,1117527,91536,90926,610,1106578,10926,23,1114610,2917,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1117527,0,0,1103705,2873,10882,44,23,0,86080,85470,610,5437,5437,0,19,19,0,0,33922,44572,3959,27739,91536,0,533177,522290,10867,20,0
2021-01-16,1175098,57571,56665,906,1162377,12698,23,1171275,3823,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1175098,0,0,1158598,3779,12654,44,23,0,55799,54893,906,1772,1772,0,0,0,0,0,24258,24954,2131,19596,57571,0,529663,517004,12639,20,0
2021-01-17,1224097,48999,31657,17342,1210070,14003,24,1202932,21165,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1224097,0,0,1188949,21121,13959,44,24,0,47693,30351,17342,1305,1305,0,1,1,0,0,20466,20375,2025,19746,48999,0,543148,529183,13944,21,0
2021-01-18,1306726,82629,66857,15772,1288664,18037,25,1269789,36937,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1306726,0,0,1251772,36892,17992,45,25,0,78594,62823,15771,4034,4033,1,1,1,0,0,29279,42881,2222,20356,82629,0,558197,540198,17977,22,0
2021-01-19,1424435,117709,82828,34881,1402858,21504,73,1352617,71818,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1424435,0,0,1331085,71773,21459,45,73,0,114194,79313,34881,3467,3467,0,48,48,0,0,37037,62085,3608,30943,117709,0,593256,571748,21439,69,0
2021-01-20,1556453,132018,80507,51511,1532121,24255,77,1433124,123329,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1556453,0,0,1408837,123284,24210,45,77,0,129263,77752,51511,2751,2751,0,4,4,0,0,48311,64071,4243,42235,132018,0,613561,590095,23393,73,0
2021-01-21,1664179,107726,65871,41855,1637135,26967,77,1498995,165184,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1664179,0,0,1471996,165139,26922,45,77,0,105014,63159,41855,2712,2712,0,0,0,0,0,42074,48464,4449,34117,107726,0,638188,616637,21478,73,0
2021-01-22,1768222,104043,68481,35562,1739124,29009,89,1567476,200746,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1768222,0,0,1538425,200699,28962,47,89,0,101989,66429,35560,2042,2040,2,12,12,0,0,43899,45386,3607,34447,104043,0,650695,632546,18083,66,0
2021-01-23,1853234,85012,40052,44960,1823752,29392,90,1607528,245706,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1853234,0,0,1578093,245659,29345,47,90,0,84628,39668,44960,383,383,0,1,1,0,0,37718,37100,3401,27274,85012,0,678136,661375,16694,67,0
2021-01-24,1902458,49224,26077,23147,1872728,29636,94,1633605,268853,0.02,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1902458,0,0,1603922,268806,29589,47,94,0,48976,25829,23147,244,244,0,4,4,0,0,23888,19078,917,15066,49224,0,678361,662658,15633,70,0
2021-01-25,1994162,91704,53104,38600,1962707,31359,96,1686709,307453,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1994162,0,0,1655301,307406,31312,47,96,0,89979,51379,38600,1723,1723,0,2,2,0,0,40720,41565,3496,25135,91704,0,687436,674043,13322,71,0
2021-01-26,2092831,98669,50240,48429,2059718,33011,102,1736949,355882,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2092831,0,0,1703887,355831,32960,51,102,0,97011,48586,48425,1652,1648,4,6,6,0,0,40197,45564,3787,26288,98669,0,668396,656860,11507,29,0
2021-01-27,2203981,111150,51515,59635,2168903,34968,110,1788464,415517,0.022,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2203981,0,0,1753447,415456,34907,61,110,0,109185,49560,59625,1957,1947,10,8,8,0,0,43262,52313,5172,30854,111150,0,647528,636782,10713,33,0
2021-01-28,2295148,91167,45127,46040,2258431,36604,113,1833591,461557,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2295148,0,0,1796953,461478,36525,79,113,0,89528,43506,46022,1636,1618,18,3,3,0,0,38156,40823,4188,24438,91167,0,630969,621296,9637,36,0
2021-01-29,2404268,109120,51466,57654,2366128,38009,131,1885057,519211,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2404268,0,0,1846996,519132,37930,79,131,0,107697,50043,57654,1405,1405,0,18,18,0,0,42904,47911,5533,29403,109120,0,636046,627004,9000,42,0
2021-01-30,2492739,88471,36311,52160,2453724,38883,132,1921368,571371,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2492739,0,0,1882433,571291,38803,80,132,0,87596,35437,52159,874,873,1,1,1,0,0,36518,36449,3961,27333,88471,0,639505,629972,9491,42,0
2021-01-31,2549255,56516,25986,30530,2509862,39260,133,1947354,601901,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2549255,0,0,1908050,601812,39172,88,132,1,56138,25617,30521,377,369,8,1,0,1,0,25453,22230,2107,15997,56516,0,646797,637134,9624,39,0
2021-02-01,2669906,120651,59161,61490,2628246,41470,190,2006515,663391,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2669906,0,0,1964944,663302,41382,88,189,1,118384,56894,61490,2210,2210,0,57,57,0,0,43309,63377,3710,27400,120651,0,675744,665539,10111,94,0
2021-02-02,2801594,131688,64219,67469,2757051,44337,206,2070734,730860,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2801594,0,0,2026281,730770,44248,89,205,1,128805,61337,67468,2867,2866,1,16,16,0,0,43459,70065,5194,30200,131688,0,708763,697333,11326,104,0
2021-02-03,2961060,159466,64162,95304,2910110,50723,227,2134896,826164,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2961060,0,0,2084038,826072,50632,91,226,1,153059,57757,95302,6386,6384,2,21,21,0,0,59350,77411,5926,42514,159466,0,757079,741207,15755,117,0
2021-02-04,3092837,131777,61087,70690,3036007,56596,234,2195983,896854,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3092837,0,0,2139247,896760,56503,93,233,1,125897,55209,70688,5873,5871,2,7,7,0,0,49003,64662,4567,31313,131777,0,797689,777576,19992,121,0
2021-02-05,3237542,144705,67661,77044,3174308,62992,242,2263644,973898,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3237542,0,0,2200505,973803,62899,93,240,2,138301,61258,77043,6396,6396,0,8,7,1,0,54538,70143,5321,33929,144705,0,833274,808180,24983,111,0
2021-02-06,3337678,100136,47173,52963,3271916,65519,243,2310817,1026861,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3337678,0,0,2245150,1026766,65426,93,241,2,97608,44645,52963,2527,2527,0,1,1,0,0,39990,46078,4560,25804,100136,0,844939,818192,26636,111,0
2021-02-07,3391936,54258,28178,26080,3323775,67916,245,2338995,1052941,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3391936,0,0,2270930,1052845,67822,94,243,2,51859,25780,26079,2397,2396,1,2,2,0,0,25641,21272,2718,13233,54258,0,842681,813913,28656,112,0
2021-02-08,3501884,109948,53170,56778,3429729,71886,269,2392165,1109719,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3501884,0,0,2320107,1109622,71791,95,267,2,105954,49177,56777,3970,3969,1,24,24,0,0,52517,45804,3974,18776,109948,0,831978,801483,30416,79,0
2021-02-09,3635818,133934,59700,74234,3559619,75820,379,2451865,1183953,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3635818,0,0,2376254,1183365,75234,586,377,2,129890,56147,73743,3934,3443,491,110,110,0,0,61170,58646,4448,22913,133934,0,834224,802568,31483,173,0
2021-02-10,3787585,151767,75154,76613,3700332,79833,7420,2527019,1260566,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3787585,0,0,2441303,1259029,78298,1535,7418,2,140713,65049,75664,4013,3064,949,7041,7041,0,0,66918,66666,4008,29421,151767,0,826525,790222,29110,7193,0
2021-02-11,3928744,141159,73838,67321,3818896,86979,22869,2600857,1327887,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3928744,0,0,2495406,1323490,82590,4389,22861,8,118564,54103,64461,7146,4292,2854,15449,15443,6,0,61016,67530,5474,25137,141159,0,835907,782889,30383,22635,0
2021-02-12,4086222,157478,81403,76075,3952176,96767,37279,2682260,1403962,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4086222,0,0,2557592,1394584,87399,9368,37269,10,133280,62186,71094,9788,4809,4979,14410,14408,2,0,71492,70677,6276,25475,157478,0,848680,777868,33775,37037,0
2021-02-13,4193977,107755,62164,45591,4043865,99953,50159,2744424,1449553,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4193977,0,0,2605249,1438616,89046,10907,50129,30,91689,47657,44032,3186,1647,1539,12880,12860,20,0,56331,41719,4604,17535,107755,0,856299,771949,34434,49916,0
2021-02-14,4259267,65290,40028,25262,4099446,102398,57423,2784452,1474815,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4259267,0,0,2636791,1462655,90289,12109,57372,51,55581,31542,24039,2445,1243,1202,7264,7243,21,0,38523,22724,1618,8066,65290,0,867331,775671,34482,57178,0
2021-02-15,4386028,126761,71137,55624,4206527,107354,72147,2855589,1530439,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4386028,0,0,2691037,1515490,92481,14873,72071,76,107081,54246,52835,4956,2192,2764,14724,14699,25,0,67469,48201,4035,19272,126761,0,884144,776798,35468,71878,0
2021-02-16,4522631,136603,81981,54622,4313773,113095,95763,2937570,1585061,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4522631,0,0,2746774,1566999,95117,17978,95679,84,107246,55737,51509,5741,2636,3105,23616,23608,8,0,66034,58031,2675,16982,136603,0,886813,754154,37275,95384,0
2021-02-17,4671805,149174,93519,55655,4435550,120805,115450,3031089,1640716,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4671805,0,0,2815934,1619616,99794,21011,115361,89,121777,69160,52617,7710,4677,3033,19687,19682,5,0,80408,57991,5087,21528,149174,0,884220,735218,40972,108030,0
2021-02-18,4814493,142688,91446,51242,4546617,128751,139125,3122535,1691958,0.038,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4814493,0,0,2879224,1667393,104279,24472,139032,93,111067,63290,47777,7946,4485,3461,23675,23671,4,0,75874,58183,3438,19017,142688,0,885749,727721,41772,116256,0
2021-02-19,4969005,154512,99746,54766,4665842,138660,164503,3222281,1746724,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4969005,0,0,2946728,1719114,111184,27476,164369,134,119225,67504,51721,9909,6905,3004,25378,25337,41,0,80761,60342,4872,17360,154512,0,882783,713666,41893,127224,0
2021-02-20,5082416,113411,76302,37109,4753080,143186,186150,3298583,1783833,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5082416,0,0,2997402,1755678,115182,28004,185999,151,87238,50674,36564,4526,3998,528,21647,21630,17,0,61600,43713,3658,13991,113411,0,888439,709215,43233,135991,0
2021-02-21,5168569,86153,57043,29110,4820705,146414,201450,3355626,1812943,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5168569,0,0,3036080,1784625,118251,28163,201295,155,67625,38678,28947,3228,3069,159,15300,15296,4,0,48786,30517,2566,10371,86153,0,909302,721259,44016,144027,0
2021-02-22,5328882,160313,100195,60118,4946836,155510,226536,3455821,1873061,0.042,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5328882,0,0,3103919,1842917,125537,29973,226365,171,126131,67839,58292,9096,7286,1810,25086,25070,16,0,79647,69613,4897,17850,160313,0,942854,740309,48156,154389,0
2021-02-23,5496052,167170,107395,59775,5079367,162670,254015,3563216,1932836,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5496052,0,0,3178347,1901020,131036,31634,253833,182,132531,74428,58103,7160,5499,1661,27479,27468,11,0,80209,72879,5300,17870,167170,0,973421,765594,49575,158252,0
2021-02-24,5672059,176007,116408,59599,5212209,170449,289401,3679624,1992435,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5672059,0,0,3253297,1958912,137128,33321,289199,202,132842,74950,57892,7779,6092,1687,35386,35366,20,0,84879,74824,6578,19035,176007,0,1000254,776659,49644,173951,0
2021-02-25,5861380,189321,130646,58675,5343435,177153,340792,3810270,2051110,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5861380,0,0,3327450,2015985,142380,34773,340440,352,131226,74153,57073,6704,5252,1452,51391,51241,150,0,82386,90489,6436,18119,189321,0,1046887,796818,48402,201667,0
2021-02-26,6071182,209802,144377,65425,5483709,185994,401479,3954647,2116535,0.048,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6071182,0,0,3403982,2079727,149582,36412,401083,396,140274,76532,63742,8841,7202,1639,60687,60643,44,0,88644,101335,7076,19689,209802,0,1102177,817867,47334,236976,0
2021-02-27,6219732,148550,108533,40017,5576541,190196,452995,4063180,2156552,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6219732,0,0,3457573,2118968,153020,37176,452587,408,92832,53591,39241,4202,3438,764,51516,51504,12,0,63656,72302,6710,12871,148550,0,1137316,823461,47010,266845,0
2021-02-28,6327834,108102,83811,24291,5638939,194147,494748,4146991,2180843,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6327834,0,0,3496042,2142897,156619,37528,494330,418,62398,38469,23929,3951,3599,352,41753,41743,10,0,48225,53289,4281,6661,108102,0,1159265,818234,47733,293298,0
2021-03-01,6523631,195797,146429,49368,5767583,203557,552491,4293420,2230211,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6523631,0,0,3577356,2190227,164006,39551,552058,433,128644,81314,47330,9410,7387,2023,57743,57728,15,0,102521,77964,7799,13259,195797,0,1194749,820747,48047,325955,0
2021-03-02,6743548,219917,166230,53687,5908207,213727,621614,4459650,2283898,0.054,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6743548,0,0,3667121,2241086,171362,42365,621167,447,140624,89765,50859,10170,7356,2814,69123,69109,14,0,110086,94219,9601,14607,219917,0,1247496,828840,51057,367599,0
2021-03-03,6987313,243765,174771,68994,6065115,227571,694627,4634421,2352892,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6987313,0,0,3760541,2304574,179778,47793,694102,525,156908,93420,63488,13844,8416,5428,73013,72935,78,0,120669,101381,11624,17234,243765,0,1315254,852906,57122,405226,0
2021-03-04,7230446,243133,180453,62680,6207511,241624,781311,4814874,2415572,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7230446,0,0,3845517,2361994,188630,52994,780727,584,142396,84976,57420,14053,8852,5201,86684,86625,59,0,111264,109772,12386,15763,243133,0,1369066,864076,64471,440519,0
2021-03-05,7499599,269153,201726,67427,6354778,254955,889866,5016600,2482999,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7499599,0,0,3931239,2423539,196124,58831,889237,629,147267,85722,61545,13331,7494,5837,108555,108510,45,0,117945,125041,14949,15447,269153,0,1428417,871069,68961,488387,0
2021-03-06,7702084,202485,153188,49297,6465555,263546,972983,5169788,2532296,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7702084,0,0,3994938,2470617,202520,61026,972330,653,110777,63699,47078,8591,6396,2195,83117,83093,24,0,89511,94681,10430,9518,202485,0,1482352,889014,73350,519988,0
2021-03-07,7852474,150390,115929,34461,6548040,270277,1034157,5285717,2566757,0.064,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7852474,0,0,4045320,2502720,206909,63368,1033488,669,82485,50382,32103,6731,4389,2342,61174,61158,16,0,71282,66068,8107,5565,150390,0,1524640,909101,76130,539409,0
2021-03-08,8091678,239204,186700,52504,6683768,281285,1126625,5472417,2619261,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8091678,0,0,4131919,2551849,214572,66713,1125926,699,135728,86599,49129,11008,7663,3345,92468,92438,30,0,118828,95840,16349,12320,239204,0,1568047,916185,77728,574134,0
2021-03-09,8342126,250448,195677,54771,6823910,294145,1224071,5668094,2674032,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8342126,0,0,4220720,2603190,224071,70074,1223303,768,140142,88801,51341,12860,9499,3361,97446,97377,69,0,120904,102416,17409,13547,250448,0,1598578,915703,80418,602457,0
2021-03-10,8625815,283689,217996,65693,6981566,305599,1338650,5886090,2739725,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8624844,971,0,4315841,2665725,232424,73175,1337825,825,157656,95121,62535,11454,8353,3101,114579,114522,57,0,130888,113519,20726,18367,282718,971,1638502,916451,78028,644023,0
2021-03-11,8907341,281526,220618,60908,7130661,318825,1457855,6106708,2800633,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8905715,1626,0,4408328,2722333,241407,77418,1456973,882,149095,92487,56608,13226,8983,4243,119205,119148,57,0,128872,119872,21144,13619,280871,655,1676895,923150,77201,676544,0
2021-03-12,9231334,323993,252338,71655,7283543,336399,1611392,6359046,2872288,0.076,0.035,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9229498,1836,0,4494574,2788969,254250,82149,1610222,1170,152882,86246,66636,17574,12843,4731,153537,153249,288,0,134014,151672,22677,15455,323783,210,1731735,928765,81444,721526,0
