date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,23999,1,0,0,0,0,0,0,23999,1,0,0,151125,0,0,0
2020-12-28,18485,0,0,0,521625,0,0,0,42484,1,0,0,672750,0,0,0
2020-12-29,50734,0,0,0,0,0,0,0,93218,1,0,0,672750,0,0,0
2020-12-30,62671,0,0,0,653250,0,0,0,155889,1,0,0,1326000,0,0,0
2020-12-31,50019,0,0,0,0,0,0,0,205908,1,0,0,1326000,0,0,0
2021-01-01,18777,0,1,0,0,0,0,0,224685,1,1,0,1326000,0,0,0
2021-01-02,52417,0,0,0,0,0,0,0,277102,1,1,0,1326000,0,0,0
2021-01-03,23777,0,0,0,0,0,0,0,300879,1,1,0,1326000,0,0,0
2021-01-04,48077,0,0,0,0,0,0,0,348956,1,1,0,1326000,0,0,0
2021-01-05,53714,1,0,0,0,0,0,0,402670,2,1,0,1326000,0,0,0
2021-01-06,62663,6,2,0,0,0,0,0,465333,8,3,0,1326000,0,0,0
2021-01-07,55944,3,0,0,0,0,0,0,521277,11,3,0,1326000,0,0,0
2021-01-08,63011,48,0,0,687375,0,0,0,584288,59,3,0,2013375,0,0,0
2021-01-09,61085,0,0,0,0,0,0,0,645373,59,3,0,2013375,0,0,0
2021-01-10,35514,0,0,0,0,0,0,0,680887,59,3,0,2013375,0,0,0
2021-01-11,67579,1,0,0,0,0,0,0,748466,60,3,0,2013375,0,0,0
2021-01-12,82644,5,1,0,0,63600,0,0,831110,65,4,0,2013375,63600,0,0
2021-01-13,110916,797,0,0,0,0,0,0,942026,862,4,0,2013375,63600,0,0
