date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,impfzentren,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24094,2,0,0,NA,0,0,0,0,24094,2,0,0,151125,0,0,0
2020-12-28,17881,0,0,0,impfzentren,521625,0,0,0,41975,2,0,0,672750,0,0,0
2020-12-29,49955,0,1,0,NA,0,0,0,0,91930,2,1,0,672750,0,0,0
2020-12-30,63422,0,0,0,impfzentren,653250,0,0,0,155352,2,1,0,1326000,0,0,0
2020-12-31,49699,0,0,0,NA,0,0,0,0,205051,2,1,0,1326000,0,0,0
2021-01-01,25333,5,3,0,NA,0,0,0,0,230384,7,4,0,1326000,0,0,0
2021-01-02,47950,0,0,0,NA,0,0,0,0,278334,7,4,0,1326000,0,0,0
2021-01-03,22407,1,0,0,NA,0,0,0,0,300741,8,4,0,1326000,0,0,0
2021-01-04,45719,1,0,0,NA,0,0,0,0,346460,9,4,0,1326000,0,0,0
2021-01-05,51764,1,0,0,NA,0,0,0,0,398224,10,4,0,1326000,0,0,0
2021-01-06,62276,6,3,0,NA,0,0,0,0,460500,16,7,0,1326000,0,0,0
2021-01-07,53920,3,1,0,NA,0,0,0,0,514420,19,8,0,1326000,0,0,0
2021-01-08,61514,51,1,0,impfzentren,687375,0,0,0,575934,70,9,0,2013375,0,0,0
2021-01-09,59964,3,0,0,NA,0,0,0,0,635898,73,9,0,2013375,0,0,0
2021-01-10,35220,8,0,0,NA,0,0,0,0,671118,81,9,0,2013375,0,0,0
2021-01-11,67486,13,2,0,NA,0,0,0,0,738604,94,11,0,2013375,0,0,0
2021-01-12,78250,15,1,0,impfzentren,0,63600,0,0,816854,109,12,0,2013375,63600,0,0
2021-01-13,109551,1170,0,0,NA,0,0,0,0,926405,1279,12,0,2013375,63600,0,0
2021-01-14,77885,5146,0,0,NA,0,0,0,0,1004290,6425,12,0,2013375,63600,0,0
2021-01-15,85141,5265,5,0,NA,0,0,0,0,1089431,11690,17,0,2013375,63600,0,0
2021-01-16,55662,1679,1,0,NA,0,0,0,0,1145093,13369,18,0,2013375,63600,0,0
2021-01-17,46294,1261,1,0,NA,0,0,0,0,1191387,14630,19,0,2013375,63600,0,0
2021-01-18,77681,4142,1,0,NA,0,0,0,0,1269068,18772,20,0,2013375,63600,0,0
2021-01-19,115077,3661,8,0,impfzentren,842400,0,0,0,1384145,22433,28,0,2855775,63600,0,0
2021-01-20,129364,2742,3,0,NA,0,0,0,0,1513509,25175,31,0,2855775,63600,0,0
2021-01-21,102246,2740,2,0,NA,0,0,0,0,1615755,27915,33,0,2855775,63600,0,0
2021-01-22,99288,2187,8,0,NA,0,0,0,0,1715043,30102,41,0,2855775,63600,0,0
2021-01-23,86074,354,3,0,NA,0,0,0,0,1801117,30456,44,0,2855775,63600,0,0
2021-01-24,47087,198,4,0,NA,0,0,0,0,1848204,30654,48,0,2855775,63600,0,0
2021-01-25,89508,1417,3,0,NA,0,0,0,0,1937712,32071,51,0,2855775,63600,0,0
2021-01-26,95973,1435,7,0,impfzentren,489060,0,0,0,2033685,33506,58,0,3344835,63600,0,0
2021-01-27,107501,1786,8,0,NA,0,0,0,0,2141186,35292,66,0,3344835,63600,0,0
2021-01-28,90623,1628,3,0,NA,0,0,0,0,2231809,36920,69,0,3344835,63600,0,0
2021-01-29,106177,1480,7,0,NA,0,0,0,0,2337986,38400,76,0,3344835,63600,0,0
2021-01-30,87128,880,2,0,NA,0,0,0,0,2425114,39280,78,0,3344835,63600,0,0
2021-01-31,56488,376,5,0,impfzentren,0,90000,0,0,2481602,39656,83,0,3344835,153600,0,0
2021-02-01,117263,2209,51,0,NA,0,0,0,0,2598865,41865,134,0,3344835,153600,0,0
2021-02-02,128938,3061,13,0,impfzentren,747630,0,0,0,2727803,44926,147,0,4092465,153600,0,0
2021-02-03,154690,6328,26,1,NA,0,0,0,0,2882493,51254,173,1,4092465,153600,0,0
2021-02-04,127204,5833,5,0,NA,0,0,0,0,3009697,57087,178,1,4092465,153600,0,0
2021-02-05,139933,6450,8,0,NA,0,0,0,0,3149630,63537,186,1,4092465,153600,0,0
2021-02-06,91039,2626,1,0,impfzentren,0,0,345600,0,3240669,66163,187,1,4092465,153600,345600,0
2021-02-07,50977,2327,2,0,NA,0,0,0,0,3291646,68490,189,1,4092465,153600,345600,0
