date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-04-08,575608,34787,124004,0,0,0,0,0,12708683,936136,3552676,20,15093909,1761600,5577600,0
2021-04-09,488602,36355,100342,0,0,0,0,0,13197285,972491,3653018,20,15093909,1761600,5577600,0
2021-04-10,245671,23225,99906,0,0,0,0,0,13442956,995716,3752924,20,15093909,1761600,5577600,0
2021-04-11,168025,18076,74686,0,0,0,0,0,13610981,1013792,3827610,20,15093909,1761600,5577600,0
2021-04-12,279468,29339,107979,1,0,0,360000,0,13890449,1043131,3935589,21,15093909,1761600,5937600,0
2021-04-13,428836,26614,114970,0,2519669,0,0,0,14319285,1069745,4050559,21,17613578,1761600,5937600,0
2021-04-14,618322,33798,123423,0,0,0,0,0,14937607,1103543,4173982,21,17613578,1761600,5937600,0
2021-04-15,532960,36554,110700,1,0,0,0,0,15470567,1140097,4284682,22,17613578,1761600,5937600,0
2021-04-16,437619,33013,125215,0,0,0,0,0,15908186,1173110,4409897,22,17613578,1761600,5937600,0
2021-04-17,224933,22197,115929,0,0,42000,0,0,16133119,1195307,4525826,22,17613578,1803600,5937600,0
2021-04-18,171739,14417,80393,0,0,72000,57600,0,16304858,1209724,4606219,22,17613578,1875600,5995200,0
2021-04-19,290793,31951,77613,1,0,0,0,0,16595651,1241675,4683832,23,17613578,1875600,5995200,0
2021-04-20,379106,38107,139322,0,2517024,0,556930,0,16974757,1279782,4823154,23,20130602,1875600,6552130,0
2021-04-21,450857,41080,224735,0,0,477600,0,0,17425614,1320862,5047889,23,20130602,2353200,6552130,0
2021-04-22,379976,41950,212729,0,0,0,0,0,17805590,1362812,5260618,23,20130602,2353200,6552130,0
2021-04-23,351054,42785,158368,9,0,0,0,0,18156644,1405597,5418986,32,20130602,2353200,6552130,0
2021-04-24,238867,50033,80969,2,0,0,196800,0,18395511,1455630,5499955,34,20130602,2353200,6748930,0
2021-04-25,189476,33927,61734,0,21060,388800,9600,256800,18584987,1489557,5561689,34,20151662,2742000,6758530,256800
2021-04-26,317185,41505,71724,81,1364220,0,0,0,18902172,1531062,5633413,115,21515882,2742000,6758530,256800
2021-04-27,677321,51947,56709,461,2049432,0,70,0,19579493,1583009,5690122,576,23565314,2742000,6758600,256800
2021-04-28,1009930,59888,53029,728,0,0,144000,0,20589423,1642897,5743151,1304,23565314,2742000,6902600,256800
2021-04-29,824657,62808,56737,886,0,0,0,0,21414080,1705705,5799888,2190,23565314,2742000,6902600,256800
2021-04-30,677985,57071,66707,832,0,376800,60000,0,22092065,1762776,5866595,3022,23565314,3118800,6962600,256800
2021-05-01,253287,41194,39848,2575,1825200,0,0,0,22345352,1803970,5906443,5597,25390514,3118800,6962600,256800
2021-05-02,194423,37234,30281,1805,0,0,0,0,22539775,1841204,5936724,7402,25390514,3118800,6962600,256800
2021-05-03,319013,70900,61773,1519,0,0,60000,0,22858788,1912104,5998497,8921,25390514,3118800,7022600,256800
2021-05-04,625300,62414,150652,2789,1535700,0,1100270,216600,23484088,1974518,6149149,11710,26926214,3118800,8122870,473400
2021-05-05,845902,78612,211872,3903,0,0,0,0,24329990,2053130,6361021,15613,26926214,3118800,8122870,473400
2021-05-06,686487,90880,200805,3940,0,0,0,0,25016477,2144010,6561826,19553,26926214,3118800,8122870,473400
2021-05-07,580554,85691,211387,3707,0,550800,0,0,25597031,2229701,6773213,23260,26926214,3669600,8122870,473400
2021-05-08,269178,71007,84814,1717,1790100,0,0,0,25866209,2300708,6858027,24977,28716314,3669600,8122870,473400
2021-05-09,194844,56049,35269,1067,0,0,0,0,26061053,2356757,6893296,26044,28716314,3669600,8122870,473400
2021-05-10,373301,80025,130866,3715,0,0,112800,0,26434354,2436782,7024162,29759,28716314,3669600,8235670,473400
2021-05-11,823940,78696,176131,3361,1613010,0,880430,0,27258294,2515478,7200293,33120,30329324,3669600,9116100,473400
2021-05-12,1087938,88731,224443,5154,0,0,0,0,28346232,2604209,7424736,38274,30329324,3669600,9116100,473400
2021-05-13,315219,66359,44543,2260,0,0,0,0,28661451,2670568,7469279,40534,30329324,3669600,9116100,473400
2021-05-14,544994,64218,138568,7431,0,0,850,0,29206445,2734786,7607847,47965,30329324,3669600,9116950,473400
2021-05-15,278910,59578,56546,4236,1825200,550800,0,0,29485355,2794364,7664393,52201,32154524,4220400,9116950,473400
2021-05-16,200656,52597,24915,4657,35100,15200,0,0,29686011,2846961,7689308,56858,32189624,4235600,9116950,473400
2021-05-17,338914,82220,121421,10687,0,0,98400,0,30024925,2929181,7810729,67545,32189624,4235600,9215350,473400
2021-05-18,592203,102617,172983,7573,1579499,0,367201,0,30617128,3031798,7983712,75118,33769123,4235600,9582551,473400
2021-05-19,808806,98508,181653,12431,0,0,0,0,31425934,3130306,8165365,87549,33769123,4235600,9582551,473400
2021-05-20,682628,95539,155822,10876,0,0,0,0,32108562,3225845,8321187,98425,33769123,4235600,9582551,473400
2021-05-21,593832,83865,156933,10747,0,520800,115200,0,32702394,3309710,8478120,109172,33769123,4756400,9697751,473400
2021-05-22,308638,71269,83639,14835,0,0,0,0,33011032,3380979,8561759,124007,33769123,4756400,9697751,473400
2021-05-23,195489,59374,22969,9964,1852109,14400,0,0,33206521,3440353,8584728,133971,35621232,4770800,9697751,473400
2021-05-24,237445,60468,20723,8021,0,0,0,0,33443966,3500821,8605451,141992,35621232,4770800,9697751,473400
2021-05-25,446409,79166,102379,24884,1579499,0,501599,538799,33890375,3579987,8707830,166876,37200731,4770800,10199350,1012199
2021-05-26,881874,79872,131667,77995,0,0,0,0,34772249,3659859,8839497,244871,37200731,4770800,10199350,1012199
2021-05-27,733582,86621,129860,81301,0,0,0,0,35505831,3746480,8969357,326172,37200731,4770800,10199350,1012199
2021-05-28,596213,83827,126989,82491,0,0,0,0,36102044,3830307,9096346,408663,37200731,4770800,10199350,1012199
2021-05-29,263938,62799,56968,28232,0,0,0,0,36365982,3893106,9153314,436895,37200731,4770800,10199350,1012199
2021-05-30,199092,47329,28773,11023,1760850,554900,0,0,36565074,3940435,9182087,447918,38961581,5325700,10199350,1012199
2021-05-31,364367,64869,67555,42475,0,0,0,0,36929441,4005304,9249642,490393,38961581,5325700,10199350,1012199
2021-06-01,728866,76963,89027,84146,2199600,0,0,722402,37658307,4082267,9338669,574539,41161181,5325700,10199350,1734601
2021-06-02,980828,70145,80127,102608,0,0,0,0,38639135,4152412,9418796,677147,41161181,5325700,10199350,1734601
2021-06-03,470381,62786,49595,51894,0,0,0,0,39109516,4215198,9468391,729041,41161181,5325700,10199350,1734601
2021-06-04,591401,69015,77479,76776,0,0,604600,0,39700917,4284213,9545870,805817,41161181,5325700,10803950,1734601
2021-06-05,267963,65470,43583,28023,0,0,0,0,39968880,4349683,9589453,833840,41161181,5325700,10803950,1734601
2021-06-06,204329,40681,27693,14796,1566630,561180,0,0,40173209,4390364,9617146,848636,42727811,5886880,10803950,1734601
2021-06-07,389273,78271,69945,54134,0,0,0,0,40562482,4468635,9687091,902770,42727811,5886880,10803950,1734601
2021-06-08,797666,64399,61176,67295,0,0,0,0,41360148,4533034,9748267,970065,42727811,5886880,10803950,1734601
2021-06-09,1062505,65602,59220,93011,0,0,0,0,42422653,4598636,9807487,1063076,42727811,5886880,10803950,1734601
