date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,23998,1,0,0,0,0,0,0,23998,1,0,0,151125,0,0,0
2020-12-28,18486,0,0,0,521625,0,0,0,42484,1,0,0,672750,0,0,0
2020-12-29,50736,0,0,0,0,0,0,0,93220,1,0,0,672750,0,0,0
2020-12-30,62672,0,0,0,653250,0,0,0,155892,1,0,0,1326000,0,0,0
2020-12-31,50019,0,0,0,0,0,0,0,205911,1,0,0,1326000,0,0,0
2021-01-01,18778,0,1,0,0,0,0,0,224689,1,1,0,1326000,0,0,0
2021-01-02,52422,0,0,0,0,0,0,0,277111,1,1,0,1326000,0,0,0
2021-01-03,23777,0,0,0,0,0,0,0,300888,1,1,0,1326000,0,0,0
2021-01-04,48078,0,0,0,0,0,0,0,348966,1,1,0,1326000,0,0,0
2021-01-05,53713,1,0,0,0,0,0,0,402679,2,1,0,1326000,0,0,0
2021-01-06,62666,6,2,0,0,0,0,0,465345,8,3,0,1326000,0,0,0
2021-01-07,55947,4,0,0,0,0,0,0,521292,12,3,0,1326000,0,0,0
2021-01-08,63013,48,0,0,687375,0,0,0,584305,60,3,0,2013375,0,0,0
2021-01-09,61086,0,0,0,0,0,0,0,645391,60,3,0,2013375,0,0,0
2021-01-10,35515,0,0,0,0,0,0,0,680906,60,3,0,2013375,0,0,0
2021-01-11,67582,1,0,0,0,0,0,0,748488,61,3,0,2013375,0,0,0
2021-01-12,82643,5,1,0,0,63600,0,0,831131,66,4,0,2013375,63600,0,0
2021-01-13,110912,797,0,0,0,0,0,0,942043,863,4,0,2013375,63600,0,0
2021-01-14,78440,4627,0,0,0,0,0,0,1020483,5490,4,0,2013375,63600,0,0
2021-01-15,86081,5437,19,0,0,0,0,0,1106564,10927,23,0,2013375,63600,0,0
2021-01-16,55799,1772,0,0,0,0,0,0,1162363,12699,23,0,2013375,63600,0,0
2021-01-17,47695,1305,1,0,0,0,0,0,1210058,14004,24,0,2013375,63600,0,0
2021-01-18,78581,4035,1,0,0,0,0,0,1288639,18039,25,0,2013375,63600,0,0
2021-01-19,114171,3467,49,0,842400,0,0,0,1402810,21506,74,0,2855775,63600,0,0
2021-01-20,129260,2751,4,0,0,0,0,0,1532070,24257,78,0,2855775,63600,0,0
2021-01-21,104907,2712,0,0,0,0,0,0,1636977,26969,78,0,2855775,63600,0,0
2021-01-22,101839,2042,12,0,0,0,0,0,1738816,29011,90,0,2855775,63600,0,0
2021-01-23,84631,383,1,0,0,0,0,0,1823447,29394,91,0,2855775,63600,0,0
2021-01-24,48976,244,4,0,0,0,0,0,1872423,29638,95,0,2855775,63600,0,0
2021-01-25,89978,1723,2,0,0,0,0,0,1962401,31361,97,0,2855775,63600,0,0
2021-01-26,97015,1652,6,0,489060,0,0,0,2059416,33013,103,0,3344835,63600,0,0
2021-01-27,109192,1957,8,0,0,0,0,0,2168608,34970,111,0,3344835,63600,0,0
2021-01-28,89529,1636,3,0,0,0,0,0,2258137,36606,114,0,3344835,63600,0,0
2021-01-29,107693,1405,19,0,0,0,0,0,2365830,38011,133,0,3344835,63600,0,0
2021-01-30,87597,874,1,0,0,0,0,0,2453427,38885,134,0,3344835,63600,0,0
2021-01-31,56140,377,1,0,0,90000,0,0,2509567,39262,135,0,3344835,153600,0,0
2021-02-01,118386,2210,57,0,0,0,0,0,2627953,41472,192,0,3344835,153600,0,0
2021-02-02,128769,2868,14,0,747630,0,0,0,2756722,44340,206,0,4092465,153600,0,0
2021-02-03,153049,6385,21,0,0,0,0,0,2909771,50725,227,0,4092465,153600,0,0
2021-02-04,125885,5873,7,0,0,0,0,0,3035656,56598,234,0,4092465,153600,0,0
2021-02-05,138310,6397,8,0,0,0,0,0,3173966,62995,242,0,4092465,153600,0,0
2021-02-06,97611,2527,1,0,0,0,345600,0,3271577,65522,243,0,4092465,153600,345600,0
2021-02-07,51861,2397,2,0,0,0,0,0,3323438,67919,245,0,4092465,153600,345600,0
2021-02-08,105934,3971,24,0,0,0,0,0,3429372,71890,269,0,4092465,153600,345600,0
2021-02-09,129843,3934,110,0,747630,0,0,0,3559215,75824,379,0,4840095,153600,345600,0
2021-02-10,140717,4013,7036,0,0,0,0,0,3699932,79837,7415,0,4840095,153600,345600,0
2021-02-11,118569,7146,15455,0,0,0,0,0,3818501,86983,22870,0,4840095,153600,345600,0
2021-02-12,133141,9788,14421,0,0,0,391200,0,3951642,96771,37291,0,4840095,153600,736800,0
2021-02-13,91704,3186,12882,0,0,0,0,0,4043346,99957,50173,0,4840095,153600,736800,0
2021-02-14,55586,2445,7279,0,0,0,0,0,4098932,102402,57452,0,4840095,153600,736800,0
2021-02-15,107091,4956,14724,0,0,182400,0,0,4206023,107358,72176,0,4840095,336000,736800,0
2021-02-16,107086,5742,23616,0,904410,0,0,0,4313109,113100,95792,0,5744505,336000,736800,0
2021-02-17,121792,7709,19538,0,0,0,0,0,4434901,120809,115330,0,5744505,336000,736800,0
2021-02-18,111071,7946,23658,0,0,0,0,0,4545972,128755,138988,0,5744505,336000,736800,0
2021-02-19,119229,9909,25379,0,0,0,715200,0,4665201,138664,164367,0,5744505,336000,1452000,0
2021-02-20,87244,4526,21652,0,0,0,0,0,4752445,143190,186019,0,5744505,336000,1452000,0
2021-02-21,67634,3228,15301,0,0,0,0,0,4820079,146418,201320,0,5744505,336000,1452000,0
2021-02-22,126135,9097,25061,0,0,0,0,0,4946214,155515,226381,0,5744505,336000,1452000,0
2021-02-23,132467,7160,27441,0,926640,0,0,0,5078681,162675,253822,0,6671145,336000,1452000,0
2021-02-24,132852,7780,35375,0,0,0,0,0,5211533,170455,289197,0,6671145,336000,1452000,0
2021-02-25,131233,6704,51372,0,0,0,0,0,5342766,177159,340569,0,6671145,336000,1452000,0
2021-02-26,140283,8841,60637,0,0,0,0,0,5483049,186000,401206,0,6671145,336000,1452000,0
2021-02-27,92840,4202,51518,0,0,343200,0,0,5575889,190202,452724,0,6671145,679200,1452000,0
