date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-02-07,51243,2340,2,0,NA,0,0,0,0,3320872,69379,353,0,4092465,153600,345600,0
2021-02-08,105639,3838,30,0,NA,0,0,0,0,3426511,73217,383,0,4092465,153600,345600,0
2021-02-09,130994,3447,187,0,impfzentren,747630,0,0,0,3557505,76664,570,0,4840095,153600,345600,0
2021-02-10,142861,4297,8397,0,NA,0,0,0,0,3700366,80961,8967,0,4840095,153600,345600,0
2021-02-11,120871,7321,16399,0,NA,0,0,0,0,3821237,88282,25366,0,4840095,153600,345600,0
2021-02-12,132454,9384,14413,0,impfzentren,0,0,391200,0,3953691,97666,39779,0,4840095,153600,736800,0
2021-02-13,91193,3274,13416,0,NA,0,0,0,0,4044884,100940,53195,0,4840095,153600,736800,0
2021-02-14,55691,2485,7302,0,NA,0,0,0,0,4100575,103425,60497,0,4840095,153600,736800,0
2021-02-15,104985,5327,15554,0,impfzentren,0,182400,0,0,4205560,108752,76051,0,4840095,336000,736800,0
2021-02-16,108932,6217,19707,0,impfzentren,904410,0,0,0,4314492,114969,95758,0,5744505,336000,736800,0
2021-02-17,122856,8064,20972,0,NA,0,0,0,0,4437348,123033,116730,0,5744505,336000,736800,0
2021-02-18,112648,8291,23961,0,NA,0,0,0,0,4549996,131324,140691,0,5744505,336000,736800,0
2021-02-19,121402,10047,27660,0,impfzentren,0,0,715200,0,4671398,141371,168351,0,5744505,336000,1452000,0
2021-02-20,86713,4483,21355,0,NA,0,0,0,0,4758111,145854,189706,0,5744505,336000,1452000,0
2021-02-21,66568,3650,15813,0,NA,0,0,0,0,4824679,149504,205519,0,5744505,336000,1452000,0
2021-02-22,123624,9080,23998,0,NA,0,0,0,0,4948303,158584,229517,0,5744505,336000,1452000,0
2021-02-23,134347,7367,28909,0,impfzentren,926640,0,0,0,5082650,165951,258426,0,6671145,336000,1452000,0
2021-02-24,132138,7663,37299,0,NA,0,0,0,0,5214788,173614,295725,0,6671145,336000,1452000,0
2021-02-25,131985,6795,51559,0,NA,0,0,0,0,5346773,180409,347284,0,6671145,336000,1452000,0
2021-02-26,141947,8887,63275,0,NA,0,0,0,0,5488720,189296,410559,0,6671145,336000,1452000,0
2021-02-27,92777,4091,51264,0,impfzentren,0,342900,0,0,5581497,193387,461823,0,6671145,678900,1452000,0
2021-02-28,61669,3968,37887,0,NA,0,0,0,0,5643166,197355,499710,0,6671145,678900,1452000,0
2021-03-01,131099,9718,58625,0,NA,0,0,0,0,5774265,207073,558335,0,6671145,678900,1452000,0
2021-03-02,140945,10119,69153,0,impfzentren,1014390,0,650400,0,5915210,217192,627488,0,7685535,678900,2102400,0
2021-03-03,158653,15189,74749,0,NA,0,0,0,0,6073863,232381,702237,0,7685535,678900,2102400,0
2021-03-04,141993,14523,89456,0,NA,0,0,0,0,6215856,246904,791693,0,7685535,678900,2102400,0
2021-03-05,148540,13400,113742,0,NA,0,0,0,0,6364396,260304,905435,0,7685535,678900,2102400,0
2021-03-06,109470,8869,84555,0,NA,0,0,0,0,6473866,269173,989990,0,7685535,678900,2102400,0
2021-03-07,79893,6690,61326,0,NA,0,0,0,0,6553759,275863,1051316,0,7685535,678900,2102400,0
2021-03-08,134451,10990,92896,0,NA,0,0,0,0,6688210,286853,1144212,0,7685535,678900,2102400,0
2021-03-09,140578,12809,99679,0,impfzentren,1083420,0,960000,0,6828788,299662,1243891,0,8768955,678900,3062400,0
2021-03-10,159905,12262,117842,0,NA,0,0,0,0,6988693,311924,1361733,0,8768955,678900,3062400,0
2021-03-11,148015,13783,123416,0,NA,0,0,0,0,7136708,325707,1485149,0,8768955,678900,3062400,0
2021-03-12,151909,17339,158498,0,NA,0,0,0,0,7288617,343046,1643647,0,8768955,678900,3062400,0
2021-03-13,116331,9598,115395,0,NA,0,0,0,0,7404948,352644,1759042,0,8768955,678900,3062400,0
2021-03-14,88267,5523,76681,0,NA,0,0,0,0,7493215,358167,1835723,0,8768955,678900,3062400,0
2021-03-15,153292,12759,82944,0,impfzentren,0,0,364800,0,7646507,370926,1918667,0,8768955,678900,3427200,0
2021-03-16,167032,11314,1201,0,impfzentren,1083420,0,0,0,7813539,382240,1919868,0,9852375,678900,3427200,0
2021-03-17,187080,18066,755,0,NA,0,0,0,0,8000619,400306,1920623,0,9852375,678900,3427200,0
2021-03-18,174675,18233,1171,0,NA,0,0,0,0,8175294,418539,1921794,0,9852375,678900,3427200,0
2021-03-19,186321,20880,38734,0,NA,0,0,0,0,8361615,439419,1960528,0,9852375,678900,3427200,0
2021-03-20,135689,15356,69849,0,NA,0,0,0,0,8497304,454775,2030377,0,9852375,678900,3427200,0
2021-03-21,102470,9214,53258,0,impfzentren,0,432000,0,0,8599774,463989,2083635,0,9852375,1110900,3427200,0
2021-03-22,166950,23885,79170,0,NA,0,0,0,0,8766724,487874,2162805,0,9852375,1110900,3427200,0
2021-03-23,182228,19785,99746,0,impfzentren,1076400,0,204000,0,8948952,507659,2262551,0,10928775,1110900,3631200,0
2021-03-24,200977,33200,106285,0,NA,0,0,0,0,9149929,540859,2368836,0,10928775,1110900,3631200,0
2021-03-25,186471,27726,119799,0,NA,0,0,0,0,9336400,568585,2488635,0,10928775,1110900,3631200,0
2021-03-26,200537,37368,137598,0,impfzentren,0,0,201600,0,9536937,605953,2626233,0,10928775,1110900,3832800,0
2021-03-27,149884,27720,104364,0,NA,0,0,0,0,9686821,633673,2730597,0,10928775,1110900,3832800,0
2021-03-28,115541,18565,62687,0,NA,0,0,0,0,9802362,652238,2793284,0,10928775,1110900,3832800,0
2021-03-29,189247,25035,92271,0,NA,0,0,0,0,9991609,677273,2885555,0,10928775,1110900,3832800,0
2021-03-30,219264,24534,86216,0,impfzentren,1427400,0,0,0,10210873,701807,2971771,0,12356175,1110900,3832800,0
2021-03-31,248783,36248,52822,0,NA,0,0,0,0,10459656,738055,3024593,0,12356175,1110900,3832800,0
2021-04-01,240537,32536,55495,0,NA,0,0,0,0,10700193,770591,3080088,0,12356175,1110900,3832800,0
2021-04-02,179948,14424,31888,0,impfzentren,0,650400,0,0,10880141,785015,3111976,0,12356175,1761300,3832800,0
2021-04-03,174657,15855,42036,0,impfzentren,0,0,1744800,0,11054798,800870,3154012,0,12356175,1761300,5577600,0
2021-04-04,132577,10088,50813,0,NA,0,0,0,0,11187375,810958,3204825,0,12356175,1761300,5577600,0
2021-04-05,165413,17898,65192,0,NA,0,0,0,0,11352788,828856,3270017,0,12356175,1761300,5577600,0
2021-04-06,255436,32252,86793,0,NA,0,0,0,0,11608224,861108,3356810,0,12356175,1761300,5577600,0
2021-04-07,543459,37142,89161,0,impfzentren,2737734,0,0,0,12151683,898250,3445971,0,15093909,1761300,5577600,0
2021-04-07,543459,37142,89161,0,arztpraxen,2737734,0,0,0,12695142,935392,3535132,0,17831643,1761300,5577600,0
2021-04-08,573066,35719,91944,0,NA,0,0,0,0,13268208,971111,3627076,0,17831643,1761300,5577600,0
2021-04-09,491949,36764,105385,0,NA,0,0,0,0,13760157,1007875,3732461,0,17831643,1761300,5577600,0
2021-04-10,248801,23277,101091,0,NA,0,0,0,0,14008958,1031152,3833552,0,17831643,1761300,5577600,0
2021-04-11,170655,18700,75009,0,NA,0,0,0,0,14179613,1049852,3908561,0,17831643,1761300,5577600,0
2021-04-12,279264,29302,110958,0,impfzentren,0,0,360000,0,14458877,1079154,4019519,0,17831643,1761300,5937600,0
2021-04-13,433200,27359,117659,0,impfzentren,2519669,0,0,0,14892077,1106513,4137178,0,20351312,1761300,5937600,0
2021-04-13,433200,27359,117659,0,arztpraxen,2519669,0,0,0,15325277,1133872,4254837,0,22870981,1761300,5937600,0
2021-04-14,618594,33623,125294,0,NA,0,0,0,0,15943871,1167495,4380131,0,22870981,1761300,5937600,0
2021-04-15,536095,36273,110419,0,NA,0,0,0,0,16479966,1203768,4490550,0,22870981,1761300,5937600,0
2021-04-16,439926,32701,126223,0,NA,0,0,0,0,16919892,1236469,4616773,0,22870981,1761300,5937600,0
2021-04-17,225242,22732,118779,0,impfzentren,0,42000,0,0,17145134,1259201,4735552,0,22870981,1803300,5937600,0
2021-04-18,172304,15424,82264,0,bund,0,72000,57600,0,17317438,1274625,4817816,0,22870981,1875300,5995200,0
2021-04-19,294831,33023,75815,0,NA,0,0,0,0,17612269,1307648,4893631,0,22870981,1875300,5995200,0
2021-04-20,383385,39332,140124,0,impfzentren,2517024,0,0,0,17995654,1346980,5033755,0,25388005,1875300,5995200,0
2021-04-20,383385,39332,140124,0,arztpraxen,2517024,0,556930,0,18379039,1386312,5173879,0,27905029,1875300,6552130,0
2021-04-21,455892,41794,225672,0,impfzentren,0,477600,0,0,18834931,1428106,5399551,0,27905029,2352900,6552130,0
2021-04-22,383073,43733,213858,0,NA,0,0,0,0,19218004,1471839,5613409,0,27905029,2352900,6552130,0
2021-04-23,354284,43670,159916,0,NA,0,0,0,0,19572288,1515509,5773325,0,27905029,2352900,6552130,0
2021-04-24,235377,49440,81629,0,impfzentren,0,0,196800,0,19807665,1564949,5854954,0,27905029,2352900,6748930,0
2021-04-25,188056,33734,61723,0,impfzentren,0,388800,0,256800,19995721,1598683,5916677,0,27905029,2741700,6748930,256800
2021-04-25,188056,33734,61723,0,bund,21060,388800,9600,256800,20183777,1632417,5978400,0,27926089,3130500,6758530,513600
2021-04-26,318838,42576,72873,0,impfzentren,1364220,0,0,0,20502615,1674993,6051273,0,29290309,3130500,6758530,513600
2021-04-27,678588,51600,56988,0,arztpraxen,2049432,0,70,0,21181203,1726593,6108261,0,31339741,3130500,6758600,513600
2021-04-28,1010673,60835,53774,0,impfzentren,0,0,144000,0,22191876,1787428,6162035,0,31339741,3130500,6902600,513600
2021-04-29,826857,64026,57521,0,NA,0,0,0,0,23018733,1851454,6219556,0,31339741,3130500,6902600,513600
2021-04-30,680499,57410,67668,0,impfzentren,0,376800,60000,0,23699232,1908864,6287224,0,31339741,3507300,6962600,513600
2021-04-30,680499,57410,67668,0,bund,0,376800,0,0,24379731,1966274,6354892,0,31339741,3884100,6962600,513600
2021-05-01,253215,41573,39569,0,impfzentren,1825200,0,0,0,24632946,2007847,6394461,0,33164941,3884100,6962600,513600
2021-05-01,253215,41573,39569,0,bund,1825200,0,0,0,24886161,2049420,6434030,0,34990141,3884100,6962600,513600
2021-05-02,195857,37577,30168,0,NA,0,0,0,0,25082018,2086997,6464198,0,34990141,3884100,6962600,513600
2021-05-03,319025,70730,61861,0,impfzentren,0,0,60000,0,25401043,2157727,6526059,0,34990141,3884100,7022600,513600
2021-05-04,628166,63604,150466,0,arztpraxen,1535700,0,1100270,0,26029209,2221331,6676525,0,36525841,3884100,8122870,513600
2021-05-04,628166,63604,150466,0,impfzentren,0,0,0,216600,26657375,2284935,6826991,0,36525841,3884100,8122870,730200
2021-05-04,628166,63604,150466,0,bund,0,0,0,216600,27285541,2348539,6977457,0,36525841,3884100,8122870,946800
2021-05-05,853924,79146,212775,0,NA,0,0,0,0,28139465,2427685,7190232,0,36525841,3884100,8122870,946800
2021-05-06,695354,92299,201831,0,NA,0,0,0,0,28834819,2519984,7392063,0,36525841,3884100,8122870,946800
2021-05-07,589695,86802,213035,1,impfzentren,0,550800,0,0,29424514,2606786,7605098,1,36525841,4434900,8122870,946800
2021-05-07,589695,86802,213035,1,bund,0,550800,0,0,30014209,2693588,7818133,2,36525841,4985700,8122870,946800
2021-05-08,268108,71994,84736,0,impfzentren,1790100,0,0,0,30282317,2765582,7902869,2,38315941,4985700,8122870,946800
2021-05-08,268108,71994,84736,0,bund,1790100,0,0,0,30550425,2837576,7987605,2,40106041,4985700,8122870,946800
2021-05-09,194205,56656,34726,0,NA,0,0,0,0,30744630,2894232,8022331,2,40106041,4985700,8122870,946800
2021-05-10,374256,81967,130972,0,impfzentren,0,0,112800,0,31118886,2976199,8153303,2,40106041,4985700,8235670,946800
2021-05-11,828907,80139,176747,0,arztpraxen,1613010,0,880430,0,31947793,3056338,8330050,2,41719051,4985700,9116100,946800
2021-05-12,1096888,91950,225814,0,NA,0,0,0,0,33044681,3148288,8555864,2,41719051,4985700,9116100,946800
2021-05-13,315861,66832,44611,0,NA,0,0,0,0,33360542,3215120,8600475,2,41719051,4985700,9116100,946800
2021-05-14,546818,65022,138872,0,bund,0,0,850,0,33907360,3280142,8739347,2,41719051,4985700,9116950,946800
2021-05-15,279572,60643,56521,0,impfzentren,1825200,550800,0,0,34186932,3340785,8795868,2,43544251,5536500,9116950,946800
2021-05-16,200071,52838,24960,0,bund,35100,15200,0,0,34387003,3393623,8820828,2,43579351,5551700,9116950,946800
2021-05-17,339467,85807,121726,0,impfzentren,0,0,98400,0,34726470,3479430,8942554,2,43579351,5551700,9215350,946800
2021-05-18,591434,101249,173976,0,arztpraxen,1567314,0,754440,0,35317904,3580679,9116530,2,45146665,5551700,9969790,946800
2021-05-19,806298,100369,181991,0,NA,0,0,0,0,36124202,3681048,9298521,2,45146665,5551700,9969790,946800
2021-05-20,686386,96687,156925,0,NA,0,0,0,0,36810588,3777735,9455446,2,45146665,5551700,9969790,946800
2021-05-21,597674,86023,157844,0,impfzentren,0,520800,124800,0,37408262,3863758,9613290,2,45146665,6072500,10094590,946800
2021-05-22,306713,69623,83930,0,NA,0,0,0,0,37714975,3933381,9697220,2,45146665,6072500,10094590,946800
2021-05-23,193211,59491,23926,0,impfzentren,1852109,0,0,0,37908186,3992872,9721146,2,46998774,6072500,10094590,946800
2021-05-23,193211,59491,23926,0,bund,1852109,14400,0,0,38101397,4052363,9745072,2,48850883,6086900,10094590,946800
2021-05-24,236027,61557,20678,0,NA,0,0,0,0,38337424,4113920,9765750,2,48850883,6086900,10094590,946800
2021-05-25,447640,79996,104322,0,arztpraxen,1557786,0,513740,532355,38785064,4193916,9870072,2,50408669,6086900,10608330,1479155
2021-05-26,886842,82670,134316,0,NA,0,0,0,0,39671906,4276586,10004388,2,50408669,6086900,10608330,1479155
2021-05-27,740929,89509,131912,0,NA,0,0,0,0,40412835,4366095,10136300,2,50408669,6086900,10608330,1479155
2021-05-28,605215,86479,130849,0,NA,0,0,0,0,41018050,4452574,10267149,2,50408669,6086900,10608330,1479155
2021-05-29,262598,62662,58046,0,NA,0,0,0,0,41280648,4515236,10325195,2,50408669,6086900,10608330,1479155
2021-05-30,197515,47083,28414,0,impfzentren,1760850,554900,0,0,41478163,4562319,10353609,2,52169519,6641800,10608330,1479155
2021-05-30,197515,47083,28414,0,bund,1760850,554900,0,0,41675678,4609402,10382023,2,53930369,7196700,10608330,1479155
2021-05-31,368062,67767,69822,0,NA,0,0,0,0,42043740,4677169,10451845,2,53930369,7196700,10608330,1479155
2021-06-01,735331,79962,90806,0,arztpraxen,2176062,0,0,714340,42779071,4757131,10542651,2,56106431,7196700,10608330,2193495
2021-06-02,991445,72740,82470,1,NA,0,0,0,0,43770516,4829871,10625121,3,56106431,7196700,10608330,2193495
2021-06-03,476134,64469,50332,1,NA,0,0,0,0,44246650,4894340,10675453,4,56106431,7196700,10608330,2193495
2021-06-04,587038,71380,77106,0,arztpraxen,0,0,384280,0,44833688,4965720,10752559,4,56106431,7196700,10992610,2193495
2021-06-04,587038,71380,77106,0,impfzentren,0,0,384280,0,45420726,5037100,10829665,4,56106431,7196700,11376890,2193495
2021-06-05,271429,67062,44293,0,NA,0,0,0,0,45692155,5104162,10873958,4,56106431,7196700,11376890,2193495
2021-06-06,206116,41074,27290,0,impfzentren,1712880,561180,0,0,45898271,5145236,10901248,4,57819311,7757880,11376890,2193495
2021-06-06,206116,41074,27290,0,bund,1712880,561180,0,0,46104387,5186310,10928538,4,59532191,8319060,11376890,2193495
2021-06-07,403040,85311,72689,0,NA,0,0,0,0,46507427,5271621,11001227,4,59532191,8319060,11376890,2193495
2021-06-08,852912,75618,63152,1,arztpraxen,3367482,0,1020830,520265,47360339,5347239,11064379,5,62899673,8319060,12397720,2713760
2021-06-08,852912,75618,63152,1,betriebe,3367482,0,0,0,48213251,5422857,11127531,6,66267155,8319060,12397720,2713760
2021-06-08,852912,75618,63152,1,impfzentren,0,0,1020830,0,49066163,5498475,11190683,7,66267155,8319060,13418550,2713760
2021-06-09,1183541,87639,64161,1,NA,0,0,0,0,50249704,5586114,11254844,8,66267155,8319060,13418550,2713760
2021-06-10,962556,90085,55986,0,NA,0,0,0,0,51212260,5676199,11310830,8,66267155,8319060,13418550,2713760
2021-06-11,812529,89406,69289,0,NA,0,0,0,0,52024789,5765605,11380119,8,66267155,8319060,13418550,2713760
2021-06-12,285768,72455,43501,1,NA,0,0,0,0,52310557,5838060,11423620,9,66267155,8319060,13418550,2713760
2021-06-13,179970,63595,25859,0,impfzentren,1649700,0,0,0,52490527,5901655,11449479,9,67916855,8319060,13418550,2713760
2021-06-13,179970,63595,25859,0,bund,1649700,13200,0,0,52670497,5965250,11475338,9,69566555,8332260,13418550,2713760
2021-06-14,432868,101480,67574,0,impfzentren,0,537600,0,0,53103365,6066730,11542912,9,69566555,8869860,13418550,2713760
2021-06-15,803959,104837,84819,0,arztpraxen,3051588,0,1137300,235670,53907324,6171567,11627731,9,72618143,8869860,14555850,2949430
2021-06-15,803959,104837,84819,0,betriebe,3051588,0,0,0,54711283,6276404,11712550,9,75669731,8869860,14555850,2949430
2021-06-15,803959,104837,84819,0,impfzentren,0,0,1137300,0,55515242,6381241,11797369,9,75669731,8869860,15693150,2949430
2021-06-16,1108899,106704,97162,0,NA,0,0,0,0,56624141,6487945,11894531,9,75669731,8869860,15693150,2949430
2021-06-17,888220,103743,92375,0,NA,0,0,0,0,57512361,6591688,11986906,9,75669731,8869860,15693150,2949430
2021-06-18,736489,94593,96554,0,NA,0,0,0,0,58248850,6686281,12083460,9,75669731,8869860,15693150,2949430
2021-06-19,273647,82488,50976,0,NA,0,0,0,0,58522497,6768769,12134436,9,75669731,8869860,15693150,2949430
2021-06-20,179045,71523,31866,0,impfzentren,1567800,0,0,0,58701542,6840292,12166302,9,77237531,8869860,15693150,2949430
2021-06-20,179045,71523,31866,0,bund,1567800,0,0,0,58880587,6911815,12198168,9,78805331,8869860,15693150,2949430
2021-06-21,413325,97900,85758,0,impfzentren,0,583200,0,0,59293912,7009715,12283926,9,78805331,9453060,15693150,2949430
2021-06-22,848039,96072,102952,0,arztpraxen,3518118,0,929360,0,60141951,7105787,12386878,9,82323449,9453060,16622510,2949430
2021-06-22,848039,96072,102952,0,impfzentren,0,0,929360,0,60989990,7201859,12489830,9,82323449,9453060,17551870,2949430
2021-06-22,848039,96072,102952,0,betriebe,3518118,0,0,192000,61838029,7297931,12592782,9,85841567,9453060,17551870,3141430
2021-06-23,1093046,96286,115955,0,NA,0,0,0,0,62931075,7394217,12708737,9,85841567,9453060,17551870,3141430
2021-06-24,801396,87501,111030,0,impfzentren,0,0,0,228000,63732471,7481718,12819767,9,85841567,9453060,17551870,3369430
2021-06-25,696795,76708,110166,0,impfzentren,0,613200,0,0,64429266,7558426,12929933,9,85841567,10066260,17551870,3369430
2021-06-26,256158,69167,72682,0,NA,0,0,0,0,64685424,7627593,13002615,9,85841567,10066260,17551870,3369430
2021-06-27,173138,58195,56837,0,impfzentren,1769040,0,0,0,64858562,7685788,13059452,9,87610607,10066260,17551870,3369430
2021-06-27,173138,58195,56837,0,bund,1769040,7200,0,0,65031700,7743983,13116289,9,89379647,10073460,17551870,3369430
2021-06-28,402356,90164,114240,0,NA,0,0,0,0,65434056,7834147,13230529,9,89379647,10073460,17551870,3369430
2021-06-29,688040,93076,133072,0,arztpraxen,3484770,0,479230,0,66122096,7927223,13363601,9,92864417,10073460,18031100,3369430
2021-06-29,688040,93076,133072,0,betriebe,3484770,0,0,0,66810136,8020299,13496673,9,96349187,10073460,18031100,3369430
2021-06-30,773019,94226,136900,0,NA,0,0,0,0,67583155,8114525,13633573,9,96349187,10073460,18031100,3369430
2021-07-01,746915,82465,133000,0,impfzentren,0,0,691200,0,68330070,8196990,13766573,9,96349187,10073460,18722300,3369430
2021-07-02,653149,94043,79379,0,impfzentren,0,0,0,721100,68983219,8291033,13845952,9,96349187,10073460,18722300,4090530
2021-07-03,256412,79406,27204,0,NA,0,0,0,0,69239631,8370439,13873156,9,96349187,10073460,18722300,4090530
2021-07-04,182081,68228,14576,0,impfzentren,1105649,0,0,0,69421712,8438667,13887732,9,97454836,10073460,18722300,4090530
2021-07-05,388963,94027,39629,0,impfzentren,0,876000,0,0,69810675,8532694,13927361,9,97454836,10949460,18722300,4090530
2021-07-06,620610,98562,45446,5,betriebe,2634774,0,0,258360,70431285,8631256,13972807,14,100089610,10949460,18722300,4348890
2021-07-06,620610,98562,45446,5,arztpraxen,2634774,0,2102920,0,71051895,8729818,14018253,19,102724384,10949460,20825220,4348890
2021-07-06,620610,98562,45446,5,impfzentren,0,0,2102920,0,71672505,8828380,14063699,24,102724384,10949460,22928140,4348890
2021-07-07,833570,94941,51411,43,NA,0,0,0,0,72506075,8923321,14115110,67,102724384,10949460,22928140,4348890
2021-07-08,688586,100152,42762,0,NA,0,0,0,0,73194661,9023473,14157872,67,102724384,10949460,22928140,4348890
2021-07-09,597819,98097,43298,1,bund,13710,0,0,0,73792480,9121570,14201170,68,102738094,10949460,22928140,4348890
2021-07-10,229066,84391,21145,6,NA,0,0,0,0,74021546,9205961,14222315,74,102738094,10949460,22928140,4348890
2021-07-11,146134,63861,10294,0,bund,0,0,0,200,74167680,9269822,14232609,74,102738094,10949460,22928140,4349090
2021-07-11,146134,63861,10294,0,impfzentren,1105650,0,0,0,74313814,9333683,14242903,74,103843744,10949460,22928140,4349090
2021-07-12,352330,78843,24082,3,impfzentren,0,1327200,0,0,74666144,9412526,14266985,77,103843744,12276660,22928140,4349090
2021-07-13,632046,77349,34750,0,betriebe,2865282,0,0,129465,75298190,9489875,14301735,77,106709026,12276660,22928140,4478555
2021-07-13,632046,77349,34750,0,arztpraxen,2865282,0,80280,129465,75930236,9567224,14336485,77,109574308,12276660,23008420,4608020
2021-07-14,837024,71820,47254,101,NA,0,0,0,0,76767260,9639044,14383739,178,109574308,12276660,23008420,4608020
2021-07-15,639050,70758,38620,7,NA,0,0,0,0,77406310,9709802,14422359,185,109574308,12276660,23008420,4608020
2021-07-16,544363,64239,32018,18,NA,0,0,0,0,77950673,9774041,14454377,203,109574308,12276660,23008420,4608020
2021-07-17,175514,63405,15671,3,NA,0,0,0,0,78126187,9837446,14470048,206,109574308,12276660,23008420,4608020
2021-07-18,136134,41762,11474,0,impfzentren,1105650,0,0,0,78262321,9879208,14481522,206,110679958,12276660,23008420,4608020
2021-07-19,298561,50660,19815,10,NA,0,0,0,0,78560882,9929868,14501337,216,110679958,12276660,23008420,4608020
2021-07-20,525221,48290,21964,1,betriebe,2106294,0,0,1765,79086103,9978158,14523301,217,112786252,12276660,23008420,4609785
