location,date,population,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,new_vacs_7day_rollsum,new_vacs_7day_rollsum_per_100k,new_vacs_14day_rollsum,new_vacs_14ay_rollsum_per_100k
Belgium,2021-01-20,11589616,177827,177108,965,21457,15303,1.53,1.53,0.01,1320,107118,924.2584051102298,171367,1478.6253487604768
Belgium,2021-01-21,11589616,208052,207332,983,30225,16290,1.8,1.79,0.01,1406,114032,983.9152565537978,193390,1668.6489008781655
Belgium,2021-01-22,11589616,237867,237114,1045,29815,17192,2.05,2.05,0.01,1483,120343,1038.3691746128604,213932,1845.8937724942743
Belgium,2021-01-23,11589616,246275,245515,1063,8408,17651,2.12,2.12,0.01,1523,123558,1066.109524249984,219122,1890.6752389380288
Belgium,2021-01-24,11589616,248150,247390,1063,1875,17447,2.14,2.13,0.01,1505,122127,1053.7622644270527,220595,1903.384892131025
Belgium,2021-01-25,11589616,259431,258669,1081,11281,17479,2.24,2.23,0.01,1508,122356,1055.7381711352646,226287,1952.4978221884144
Belgium,2021-01-26,11589616,272190,269694,2829,12759,16546,2.35,2.33,0.02,1428,115820,999.342860022282,223130,1925.2579205385236
Belgium,2021-01-27,11589616,288725,282807,6285,16535,15843,2.49,2.44,0.05,1367,110898,956.8738084160856,218016,1881.1322135263154
Belgium,2021-01-28,11589616,311986,298568,13812,23261,14848,2.69,2.58,0.12,1281,103934,896.7855362938686,217966,1880.7007928476664
Belgium,2021-01-29,11589616,333171,310786,22805,21185,13615,2.87,2.68,0.2,1175,95304,822.3223271590707,215647,1860.6915017719311
Belgium,2021-01-30,11589616,337656,312388,25700,4485,13054,2.91,2.7,0.22,1126,91381,788.473060712279,214939,1854.582584962263
Belgium,2021-01-31,11589616,338572,312963,26041,916,12917,2.92,2.7,0.22,1115,90422,780.1984120957934,212549,1833.9606765228461
Belgium,2021-02-01,11589616,346295,316898,29836,7723,12409,2.99,2.73,0.26,1071,86864,749.4985166031386,209220,1805.2366877384031
Belgium,2021-02-02,11589616,370535,327043,43951,24240,14049,3.2,2.82,0.38,1212,98345,848.561332834496,214165,1847.904192856778
Belgium,2021-02-03,11589616,401317,337148,64643,30782,16085,3.46,2.91,0.56,1388,112592,971.49034100871,223490,1928.3641494247954
Belgium,2021-02-04,11589616,435364,347066,88780,34047,17625,3.76,2.99,0.77,1521,123378,1064.5564098068478,227312,1961.3419461007165
Belgium,2021-02-05,11589616,466073,355020,111561,30709,18986,4.02,3.06,0.96,1638,132902,1146.7334206758878,228206,1969.0557478349585
Belgium,2021-02-06,11589616,472564,356209,116876,6491,19273,4.08,3.07,1.01,1663,134908,1164.042018303281,226289,1952.5150790155603
Belgium,2021-02-07,11589616,475945,356523,119943,3381,19625,4.11,3.08,1.03,1693,137373,1185.3110577606712,227795,1965.5094698564646
Belgium,2021-02-08,11589616,486077,358899,127709,10132,19969,4.19,3.1,1.1,1723,139782,1206.0969060579748,226646,1955.5954226611134
Belgium,2021-02-09,11589616,513819,366999,147366,27742,20469,4.43,3.17,1.27,1766,143284,1236.3136103905429,241629,2084.874943225039
Belgium,2021-02-10,11589616,539286,373568,166286,25467,19710,4.65,3.22,1.43,1701,137969,1190.4535922501661,250561,2161.943933258876
Belgium,2021-02-11,11589616,575503,381630,194451,36217,20020,4.97,3.29,1.68,1727,140139,1209.1772497035279,263517,2273.7336595103757
Belgium,2021-02-12,11589616,610143,388289,222460,34640,20581,5.26,3.35,1.92,1776,144070,1243.0955434589032,276972,2389.828964134791
Belgium,2021-02-13,11589616,618783,388865,230538,8640,20888,5.34,3.36,1.99,1802,146219,1261.6380042272324,281127,2425.6800225305137
Belgium,2021-02-14,11589616,620702,388937,232385,1919,20680,5.36,3.36,2.01,1784,144757,1249.023263583539,282130,2434.3343213442104
Belgium,2021-02-15,11589616,634364,390993,243995,13662,21184,5.47,3.37,2.11,1828,148287,1279.4815634961503,288069,2485.578469554125
Belgium,2021-02-16,11589616,649167,395322,254479,14803,19335,5.6,3.41,2.2,1668,135348,1167.8385202753914,278632,2404.1521306659342
Belgium,2021-02-17,11589616,668920,402465,267101,19753,18519,5.77,3.47,2.3,1598,129634,1118.5357651193965,267603,2308.9893573695626
Belgium,2021-02-18,11589616,696701,413226,284121,27781,17314,6.01,3.57,2.45,1494,121198,1045.7464682177563,261337,2254.923717921284
Belgium,2021-02-19,11589616,727611,431168,297110,30910,16781,6.28,3.72,2.56,1448,117468,1013.5624855905494,261538,2256.6580290494526
Belgium,2021-02-20,11589616,733552,435533,298698,5941,16396,6.33,3.76,2.58,1415,114769,990.2743973570824,260988,2251.912401584315
Belgium,2021-02-21,11589616,735705,437421,298963,2153,16429,6.35,3.77,2.58,1418,115003,992.2934461331593,259760,2241.3167097166984
Belgium,2021-02-22,11589616,748336,447154,301861,12631,16282,6.46,3.86,2.6,1405,113972,983.3975517394192,262259,2262.8791152355698
Belgium,2021-02-23,11589616,768256,459177,309766,19920,17013,6.63,3.96,2.67,1468,119089,1027.5491439923462,254437,2195.387664267738
Belgium,2021-02-24,11589616,791300,474009,317991,23044,17483,6.83,4.09,2.74,1509,122380,1055.945253061016,252014,2174.481018180413
Belgium,2021-02-25,11589616,822952,496706,326948,31652,18036,7.1,4.29,2.82,1556,126251,1089.345842002013,247449,2135.0923102197694
Belgium,2021-02-26,11589616,854787,521812,333699,31835,18168,7.38,4.5,2.88,1568,127176,1097.3271245570172,244644,2110.8896101475666
Belgium,2021-02-27,11589616,859172,525423,334485,4385,17946,7.41,4.53,2.89,1548,125620,1083.901313037464,240389,2074.1757103945465
Belgium,2021-02-28,11589616,860000,526003,334733,828,17756,7.42,4.54,2.89,1532,124295,1072.4686650532685,239298,2064.762111186428
Belgium,2021-03-01,11589616,873390,536681,337445,13390,17865,7.54,4.63,2.91,1541,125054,1079.0176309551584,239026,2062.4151826945777
Belgium,2021-03-02,11589616,896863,553381,344229,23473,18372,7.74,4.77,2.97,1585,128607,1109.6743843799484,247696,2137.223528372295
Belgium,2021-03-03,11589616,926689,577202,350246,29826,19341,8,4.98,3.02,1669,135389,1168.1922852318835,257769,2224.1375382928995
Belgium,2021-03-04,11589616,975967,617932,358794,49278,21859,8.42,5.33,3.1,1886,153015,1320.2767028691892,279266,2409.622544871202
Belgium,2021-03-05,11589616,1020143,655575,365337,44176,23622,8.8,5.66,3.15,2038,165356,1426.7599547733075,292532,2524.0870793303247
Belgium,2021-03-06,11589616,1028387,663230,365937,8244,24174,8.87,5.72,3.16,2086,169215,1460.0570027514286,294835,2543.9583157888924
Belgium,2021-03-07,11589616,1029858,664524,366114,1471,24265,8.89,5.73,3.16,2094,169858,1465.6050726788533,294153,2538.0737377321216
Belgium,2021-03-08,11589616,1047088,679792,368076,17230,24814,9.03,5.87,3.18,2141,173698,1498.7381807990878,298752,2577.755811754246
Belgium,2021-03-09,11589616,1075672,700997,375466,28584,25544,9.28,6.05,3.24,2204,178809,1542.8380025705771,307416,2652.5123869505255
Belgium,2021-03-10,11589616,1111423,727729,384496,35751,26391,9.59,6.28,3.32,2277,184734,1593.9613529904702,320123,2762.1536382223535
Belgium,2021-03-11,11589616,1165275,771645,394433,53852,27044,10.05,6.66,3.4,2333,189308,1633.4277166732704,342323,2953.7044195424596
Belgium,2021-03-12,11589616,1209548,802480,407882,44273,27058,10.44,6.92,3.52,2335,189405,1634.264672789849,354761,3061.0246275631566
Belgium,2021-03-13,11589616,1219279,810044,410059,9731,27270,10.52,6.99,3.54,2353,190892,1647.095123772867,360107,3107.152126524296
Belgium,2021-03-14,11589616,1220694,810188,411330,1415,27262,10.53,6.99,3.55,2352,190836,1646.6119326127803,360694,3112.2170052916335
Belgium,2021-03-15,11589616,1251105,835967,415963,30411,29145,10.8,7.21,3.59,2515,204017,1760.3430519182,377715,3259.0812327172875
Belgium,2021-03-16,11589616,1297771,878455,420147,46666,31728,11.2,7.58,3.63,2738,222099,1916.3620261447834,400908,3459.2000287153605
Belgium,2021-03-17,11589616,1345644,917580,428895,47873,33460,11.61,7.92,3.7,2887,234221,2020.9556554764197,418955,3614.91700846689
Belgium,2021-03-18,11589616,1420301,975644,445488,74657,36432,12.25,8.42,3.84,3144,255026,2200.4697998622214,444334,3833.897516535492
Belgium,2021-03-19,11589616,1487829,1024472,464189,67528,39754,12.84,8.84,4.01,3430,278281,2401.123557501819,467686,4035.388230291668
Belgium,2021-03-20,11589616,1509972,1045269,465538,22143,41528,13.03,9.02,4.02,3583,290693,2508.2194267696186,481585,4155.314550542485
Belgium,2021-03-21,11589616,1510876,1045662,466049,904,41455,13.04,9.02,4.02,3577,290182,2503.810307433827,481018,4150.422240046608
Belgium,2021-03-22,11589616,1543320,1072925,471230,32444,41745,13.32,9.26,4.07,3602,292215,2521.351872227691,496232,4281.694924145891
Belgium,2021-03-23,11589616,1591111,1115146,476802,47791,41906,13.73,9.62,4.11,3616,293340,2531.058837497291,515439,4447.420863642074
Belgium,2021-03-24,11589616,1652729,1166289,487278,61618,43869,14.26,10.06,4.2,3785,307085,2649.65638205787,541306,4670.61203753429
Belgium,2021-03-25,11589616,1730103,1224041,506900,77374,44257,14.93,10.56,4.37,3819,309802,2673.0997817356506,564828,4873.569581597872
Belgium,2021-03-26,11589616,1798586,1273538,525888,68483,44394,15.52,10.99,4.54,3830,310757,2681.3399166978443,589038,5082.463474199663
Belgium,2021-03-27,11589616,1820732,1291921,529651,22146,44394,15.71,11.15,4.57,3830,310760,2681.365801938563,601453,5189.585228708182
Belgium,2021-03-28,11589616,1823071,1293314,530597,2339,44599,15.73,11.16,4.58,3848,312195,2693.7475754157863,602377,5197.557882849614
Belgium,2021-03-29,11589616,1846490,1311528,535802,23419,43310,15.93,11.32,4.62,3737,303170,2615.876142919662,595385,5137.228015147352
Belgium,2021-03-30,11589616,1878414,1337810,541444,31924,41043,16.21,11.54,4.67,3541,287303,2478.969104757224,580643,5010.0279422545145
Belgium,2021-03-31,11589616,1963109,1411351,552600,84695,44340,16.94,12.18,4.77,3826,310380,2678.0870047808316,617465,5327.743386838702
Belgium,2021-04-01,11589616,2064450,1488094,577216,101341,47764,17.81,12.84,4.98,4121,334347,2884.884192884389,644149,5557.98397462004
Belgium,2021-04-02,11589616,2146628,1552362,595619,82178,49720,18.52,13.39,5.14,4290,348042,3003.050316766319,658799,5684.390233464163
Belgium,2021-04-03,11589616,2167411,1571806,596992,20783,49526,18.7,13.56,5.15,4273,346679,2991.2897890663507,657439,5672.655591004914
Belgium,2021-04-04,11589616,2167493,1571821,597059,82,49203,18.7,13.56,5.15,4245,344422,2971.8154596321397,656617,5665.563035047926
Belgium,2021-04-05,11589616,2182080,1583774,599696,14587,47941,18.83,13.67,5.17,4137,335590,2895.6093109556004,638760,5511.4854538752625
Belgium,2021-04-06,11589616,2228877,1621499,608807,46797,50066,19.23,13.99,5.25,4320,350463,3023.9397060264982,637766,5502.908810783722
Belgium,2021-04-07,11589616,2276567,1659514,618557,47690,44780,19.64,14.32,5.34,3864,313458,2704.645261758457,623838,5382.7322665392885
Belgium,2021-04-08,11589616,2402342,1768882,634979,125775,48270,20.73,15.26,5.48,4165,337892,2915.4719190005953,672239,5800.356111884984
Belgium,2021-04-09,11589616,2536618,1887980,650222,134276,55713,21.89,16.29,5.61,4807,389990,3364.9950093255898,738032,6368.0453260919085
Belgium,2021-04-10,11589616,2605002,1952425,654193,68384,62513,22.48,16.85,5.64,5394,437591,3775.716123812903,784270,6767.005912879254
Belgium,2021-04-11,11589616,2608903,1956016,654504,3901,63059,22.51,16.88,5.65,5441,441410,3808.668035248105,785832,6780.4834948802445
Belgium,2021-04-12,11589616,2657494,1995658,663466,48591,67916,22.93,17.22,5.72,5860,475414,4102.068610383641,811004,6997.67792133924
Belgium,2021-04-13,11589616,2729705,2059639,671762,72211,71547,23.55,17.77,5.8,6173,500828,4321.3511129272965,851291,7345.290818953795
Belgium,2021-04-14,11589616,2830281,2135624,696354,100576,79102,24.42,18.43,6.01,6825,553714,4777.6733931477975,867172,7482.318654906255
Belgium,2021-04-15,11589616,2941643,2220434,722908,111362,77043,25.38,19.16,6.24,6648,539301,4653.312068320469,877193,7568.783987321064
Belgium,2021-04-16,11589616,3035464,2296992,740172,93821,71264,26.19,19.82,6.39,6149,498846,4304.249597225655,888836,7669.244606551244
Belgium,2021-04-17,11589616,3093519,2349287,745932,58055,69788,26.69,20.27,6.44,6022,488517,4215.126713430367,926108,7990.842837243271
Belgium,2021-04-18,11589616,3099489,2355190,745999,5970,70084,26.74,20.32,6.44,6047,490586,4232.978901112859,931996,8041.646936360963
Belgium,2021-04-19,11589616,3160355,2411751,750304,60866,71837,27.27,20.81,6.47,6198,502861,4338.89267772116,978275,8440.9612881048
Belgium,2021-04-20,11589616,3210417,2458761,753359,50062,68673,27.7,21.22,6.5,5925,480712,4147.781945493276,981540,8469.133058420573
Belgium,2021-04-21,11589616,3302111,2545985,757830,91694,67404,28.49,21.97,6.54,5816,471830,4071.144376138088,1025544,8848.817769285884
Belgium,2021-04-22,11589616,3397826,2635846,763684,95715,65169,29.32,22.74,6.59,5623,456183,3936.1355889617053,995484,8589.447657282175
Belgium,2021-04-23,11589616,3469562,2700572,770695,71736,62014,29.94,23.3,6.65,5351,434098,3745.577075202492,932944,8049.826672428147
Belgium,2021-04-24,11589616,3515751,2745077,772380,46189,60319,30.34,23.69,6.66,5205,422232,3643.192319745538,910749,7858.319033175905
Belgium,2021-04-25,11589616,3522037,2751347,772396,6286,60364,30.39,23.74,6.66,5208,422548,3645.9188984345988,913134,7878.897799547457
Belgium,2021-04-26,11589616,3584719,2807301,779124,62682,60623,30.93,24.22,6.72,5231,424364,3661.5880974831266,927225,8000.480775204287
Belgium,2021-04-27,11589616,3637426,2845580,793553,52707,61001,31.39,24.55,6.85,5263,427009,3684.4102513836524,907721,7832.192196876928
Belgium,2021-04-28,11589616,3731796,2924882,808725,94370,61384,32.2,25.24,6.98,5296,429685,3707.499886104941,901515,7778.644262243029
Belgium,2021-04-29,11589616,3837234,3012088,828181,105438,62773,33.11,25.99,7.15,5416,439408,3791.3939512750035,895591,7727.529540236709
Belgium,2021-04-30,11589616,3919241,3072453,850702,82007,64240,33.82,26.51,7.34,5543,449679,3880.016387083058,883777,7625.593462285549
Belgium,2021-05-01,11589616,3966412,3112127,858696,47171,64380,34.22,26.85,7.41,5555,450661,3888.4894892117222,872893,7531.68180895726
Belgium,2021-05-02,11589616,3969986,3115610,858794,3574,63993,34.25,26.88,7.41,5522,447949,3865.0892316018067,870497,7511.008130036405
Belgium,2021-05-03,11589616,4048591,3181857,873755,78605,66267,34.93,27.45,7.54,5718,463872,4002.479460924331,888236,7664.067558407458
Belgium,2021-05-04,11589616,4131403,3249095,892610,82812,70568,35.65,28.03,7.7,6089,493977,4262.237851538826,920986,7946.648102922479
Belgium,2021-05-05,11589616,4285970,3333274,966673,154567,79168,36.98,28.76,8.34,6831,554174,4781.6424633913675,983859,8489.142349496307
Belgium,2021-05-06,11589616,4447397,3421638,1044546,161427,87166,38.37,29.52,9.01,7521,610163,5264.7387109288175,1049571,9056.132662203821
Belgium,2021-05-07,11589616,4602385,3522085,1103516,154988,97592,39.71,30.39,9.52,8421,683144,5894.448961898306,1132823,9774.465348981365
Belgium,2021-05-08,11589616,4692088,3602453,1114557,89703,103668,40.49,31.08,9.62,8945,725676,6261.432647984196,1176337,10149.922137195917
Belgium,2021-05-09,11589616,4699989,3610286,1114657,7901,104286,40.55,31.15,9.62,8998,730003,6298.76779351447,1177952,10163.857025116276
Belgium,2021-05-10,11589616,4783841,3689674,1120480,83852,105036,41.28,31.84,9.67,9063,735250,6344.041079531885,1199122,10346.520540456217
Belgium,2021-05-11,11589616,4852344,3748305,1131557,68503,102992,41.87,32.34,9.76,8887,720941,6220.577109716146,1214918,10482.814961254971
Belgium,2021-05-12,11589616,4944845,3813386,1160240,92501,94125,42.67,32.9,10.01,8121,658875,5685.04599289571,1213049,10466.688456287076
Belgium,2021-05-13,11589616,5063506,3851853,1240761,118661,88016,43.69,33.24,10.71,7594,616109,5316.043258033744,1226272,10580.781968962561
Belgium,2021-05-14,11589616,5207692,3894092,1343686,144186,86472,44.93,33.6,11.59,7461,605307,5222.839134618438,1288451,11117.288096516744
Belgium,2021-05-15,11589616,5295024,3926591,1398791,87332,86134,45.69,33.88,12.07,7432,602936,5202.381166036907,1328612,11463.813814021103
Belgium,2021-05-16,11589616,5301048,3928826,1402615,6024,85866,45.74,33.9,12.1,7409,601059,5186.185633760429,1331062,11484.953427274899
Belgium,2021-05-17,11589616,5408936,4014619,1428217,107888,89299,46.67,34.64,12.32,7705,625095,5393.578182400522,1360345,11737.619261932407
Belgium,2021-05-18,11589616,5541781,4117010,1462037,132845,98491,47.82,35.52,12.62,8498,689437,5948.747568513056,1410378,12169.3246782292
Belgium,2021-05-19,11589616,5682514,4194602,1528842,140733,105381,49.03,36.19,13.19,9093,737669,6364.9132119649175,1396544,12049.959204860628
Belgium,2021-05-20,11589616,5827500,4263165,1610444,144986,109142,50.28,36.78,13.9,9417,763994,6592.056199273557,1380103,11908.0994573073
Belgium,2021-05-21,11589616,5954639,4332634,1671564,127139,106707,51.38,37.38,14.42,9207,746947,6444.967633095005,1352254,11667.806767713444
Belgium,2021-05-22,11589616,6043402,4376946,1716539,88763,106911,52.14,37.77,14.81,9225,748378,6457.314892917936,1351314,11659.696058954843
Belgium,2021-05-23,11589616,6052904,4383744,1719282,9502,107408,52.23,37.82,14.83,9268,751856,6487.3245153247535,1352915,11673.510149085181
Belgium,2021-05-24,11589616,6114701,4410225,1755579,61797,100824,52.76,38.05,15.15,8700,705765,6089.632305332636,1330860,11483.210487733157
Belgium,2021-05-25,11589616,6213865,4469699,1802108,99164,96012,53.62,38.57,15.55,8284,672084,5799.018707781172,1361521,11747.766276294227
Belgium,2021-05-26,11589616,6335962,4505380,1893406,122097,93350,54.67,38.87,16.34,8055,653448,5638.219592435159,1391117,12003.132804400077
Belgium,2021-05-27,11589616,6474611,4546575,1995072,138649,92444,55.87,39.23,17.21,7976,647111,5583.541335623199,1411105,12175.597534896757
Belgium,2021-05-28,11589616,6583163,4585016,2069120,108552,89789,56.8,39.56,17.85,7747,628524,5423.165012542262,1375471,11868.132645637268
Belgium,2021-05-29,11589616,6672991,4627698,2118654,89828,89941,57.58,39.93,18.28,7760,629589,5432.354272997483,1377967,11889.66916591542
Belgium,2021-05-30,11589616,6684385,4632080,2125781,11394,90212,57.68,39.97,18.34,7784,631481,5448.679231477558,1383337,11936.003746802311
Belgium,2021-05-31,11589616,6803242,4697116,2182845,118857,98363,58.7,40.53,18.83,8487,688541,5941.016509951667,1394306,12030.648815284303
Belgium,2021-06-01,11589616,6903941,4761486,2228025,100699,98582,59.57,41.08,19.22,8506,690076,5954.261124786188,1362160,11753.279832567361
Belgium,2021-06-02,11589616,7068728,4840320,2316981,164787,104681,60.99,41.76,19.99,9032,732766,6322.608100216608,1386214,11960.827692651768
Belgium,2021-06-03,11589616,7247224,4929905,2409035,178496,110373,62.53,42.54,20.79,9523,772613,6666.4244958590525,1419724,12249.965831482252
Belgium,2021-06-04,11589616,7381912,5000289,2475558,134688,114107,63.69,43.14,21.36,9846,798749,6891.936713002398,1427273,12315.10172554466
Belgium,2021-06-05,11589616,7459773,5053484,2501465,77861,112397,64.37,43.6,21.58,9698,786782,6788.6804877745735,1416371,12221.034760772058
Belgium,2021-06-06,11589616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,2020-12-21,444919060,3,3,NA,NA,0,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-22,444919060,4,4,NA,1,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-23,444919060,7,7,NA,3,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-24,444919060,8,8,NA,1,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-25,444919060,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA
European Union,2020-12-26,444919060,9,9,NA,NA,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-27,444919060,56498,56482,16,56489,8071,0.01,0.01,0,18,NA,NA,NA,NA
European Union,2020-12-28,444919060,95185,94037,54,38687,13597,0.02,0.02,0,31,NA,NA,NA,NA
European Union,2020-12-29,444919060,187832,184594,787,92647,26833,0.04,0.04,0,60,NA,NA,NA,NA
European Union,2020-12-30,444919060,332911,328221,919,145079,47558,0.07,0.07,0,107,NA,NA,NA,NA
European Union,2020-12-31,444919060,442091,432364,1068,109180,63155,0.1,0.1,0,142,NA,NA,NA,NA
European Union,2021-01-01,444919060,476622,466888,1075,34531,68088,0.11,0.1,0,153,NA,NA,NA,NA
European Union,2021-01-02,444919060,583053,573036,1371,106431,83292,0.13,0.13,0,187,583044,131.04495905390073,NA,NA
European Union,2021-01-03,444919060,675755,658843,1376,92702,88465,0.15,0.15,0,199,619257,139.18419228881766,NA,NA
European Union,2021-01-04,444919060,953382,929381,1431,277627,122600,0.21,0.21,0,276,858197,192.88834243244153,NA,NA
European Union,2021-01-05,444919060,1269542,1237672,1476,316160,154530,0.29,0.28,0,347,1081710,243.12512033087546,NA,NA
European Union,2021-01-06,444919060,1528895,1486517,1505,259353,170855,0.34,0.33,0,384,1195984,268.80934253524674,NA,NA
European Union,2021-01-07,444919060,1926795,1859335,1522,397900,212101,0.43,0.42,0,477,1484704,333.7020445921108,NA,NA
European Union,2021-01-08,444919060,2298595,2227831,1871,371800,260282,0.52,0.5,0,585,1821973,409.5066190241434,NA,NA
European Union,2021-01-09,444919060,2493795,2422983,1929,195200,272963,0.56,0.54,0,614,1910742,429.45833788285,2493786,560.5032969367508
European Union,2021-01-10,444919060,2741562,2617591,1951,247767,295115,0.62,0.59,0,663,2065807,464.31074452058766,2685064,603.4949368094053
European Union,2021-01-11,444919060,3178064,3043400,2013,436502,317812,0.71,0.68,0,714,2224682,500.01948669045555,3082879,692.907829122897
European Union,2021-01-12,444919060,3647010,3500516,2092,468946,339638,0.82,0.79,0,763,2377468,534.3596653287904,3459178,777.4847856596658
European Union,2021-01-13,444919060,4248954,4050277,2305,601944,388580,0.95,0.91,0,873,2720059,611.3604123860192,3916043,880.169754921266
European Union,2021-01-14,444919060,4782388,4563991,2502,533434,407942,1.07,1.03,0,917,2855593,641.8230318116738,4340297,975.5250764037845
European Union,2021-01-15,444919060,5307292,5070901,3284,524904,429814,1.19,1.14,0,966,3008697,676.2346841243439,4830670,1085.7413031484873
European Union,2021-01-16,444919060,5528579,5284085,4300,221287,433541,1.24,1.19,0,974,3034784,682.0979977796411,4945526,1111.5563356624912
European Union,2021-01-17,444919060,5816688,5526353,30200,288109,439304,1.31,1.24,0.01,987,3075126,691.1652649810057,5140933,1155.4760095015934
European Union,2021-01-18,444919060,6303129,6085246,69522,486441,446438,1.42,1.37,0.02,1003,3125065,702.3895537314136,5349747,1202.4090404218691
European Union,2021-01-19,444919060,6863450,6566898,146958,560321,459491,1.54,1.48,0.03,1033,3216440,722.9269971036979,5593908,1257.2866624324884
European Union,2021-01-20,444919060,7481234,7045073,252446,617784,461754,1.68,1.58,0.06,1038,3232280,726.4871952215309,5952339,1337.8476076075501
European Union,2021-01-21,444919060,8112436,7528985,383514,631202,475721,1.82,1.69,0.09,1069,3330048,748.4615291599331,6185641,1390.2845609716069
European Union,2021-01-22,444919060,8651419,7955389,472515,538983,477732,1.94,1.79,0.11,1074,3344127,751.6259249491358,6352824,1427.8606090734795
European Union,2021-01-23,444919060,8930883,8137144,569875,279464,486043,2.01,1.83,0.13,1092,3402304,764.7017864327952,6437088,1446.7997842124364
European Union,2021-01-24,444919060,9373031,8463699,664368,442148,508049,2.11,1.9,0.15,1142,3556343,799.3235893288096,6631469,1490.4888543098155
European Union,2021-01-25,444919060,9867363,8844241,880081,494332,509176,2.22,1.99,0.2,1144,3564234,801.0971703482427,6689299,1503.4867240796561
