date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-08,578362,62216,62108,108,578279,72,10,576271,2092,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,578362,0,1,576190,2089,72,0,8,2,576270,2092,62164,62056,108,51,51,0,1,1,0,0,22349,32447,3367,20986,62216,0,347738,347666,65,6,1
2021-01-09,638366,60004,59856,148,638279,75,11,636127,2240,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,638366,0,1,636043,2236,75,0,8,3,636126,2240,60000,59853,147,3,3,0,1,0,1,0,25801,25923,2683,25106,60004,0,359797,359721,68,7,1
2021-01-10,674096,35730,35581,149,674001,83,11,671708,2389,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,674096,0,1,671617,2384,82,1,8,3,671707,2389,35722,35574,148,8,7,1,0,0,0,0,15133,14556,1372,12990,35730,0,373114,373032,74,7,1
2021-01-11,741909,67813,67711,102,741798,97,13,739419,2491,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,741909,0,1,739318,2480,90,7,10,3,739418,2491,67797,67701,96,14,8,6,2,2,0,0,25058,31382,3208,20459,67813,0,395084,394987,87,9,1
2021-01-12,820459,78550,78485,65,820332,112,14,817904,2556,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,820459,0,1,817788,2544,105,7,10,4,817903,2556,78534,78470,64,15,15,0,1,0,1,0,28182,42162,2995,24957,78550,0,421404,421292,101,10,1
2021-01-13,931679,111220,111019,201,930384,1280,14,928923,2757,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,931679,0,1,927639,2745,1273,7,10,4,928922,2757,110052,109851,201,1168,1168,0,0,0,0,0,39472,57506,3903,35608,111220,0,470116,468845,1263,7,1
2021-01-14,1015252,83573,83351,222,1008808,6429,14,1012274,2979,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1015252,0,1,1005885,2923,6378,51,10,4,1012273,2979,78424,78246,178,5149,5105,44,0,0,0,0,29636,42257,2284,24124,83573,0,499106,492693,6408,5,0
2021-01-15,1106233,90981,90135,846,1094518,11695,19,1102409,3825,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1106233,0,1,1090749,3769,11644,51,15,4,1102408,3825,85710,84864,846,5266,5266,0,5,5,0,0,33922,44572,3959,27739,90981,0,527871,516239,11623,9,0
2021-01-16,1163706,57473,56468,1005,1150311,13374,20,1158877,4830,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1163706,0,1,1145537,4774,13323,51,16,4,1158876,4830,55793,54788,1005,1679,1679,0,1,1,0,0,24258,24954,2131,19596,57473,0,525340,512032,13299,9,0
2021-01-17,1211047,47341,30427,16914,1196389,14635,21,1189305,21744,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1211047,0,2,1174702,21687,14584,51,17,4,1189303,21744,46078,29165,16913,1261,1261,0,1,1,0,1,20466,20375,2025,19746,47341,0,536951,522388,14552,10,1
2021-01-18,1293258,82211,66625,15586,1274458,18776,22,1255930,37330,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1293258,0,2,1237187,37271,18723,53,18,4,1255928,37330,78069,62485,15584,4141,4139,2,1,1,0,0,29279,42881,2222,20356,82211,0,551349,532660,18679,9,1
2021-01-19,1412262,119004,83005,35999,1389786,22443,31,1338935,73329,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1412262,0,2,1316521,73265,22385,58,27,4,1338933,73329,115328,79334,35994,3667,3662,5,9,9,0,0,37037,62085,3608,30943,119004,0,591803,569454,22331,17,1
2021-01-20,1543710,131448,78057,53391,1518490,25184,34,1416992,126720,0.017,0.002,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1543710,0,2,1391834,126656,25126,58,30,4,1416990,126720,128704,75313,53391,2741,2741,0,3,3,0,0,48311,64071,4243,42235,131448,0,612031,588106,23904,20,1
2021-01-21,1648545,104835,64096,40739,1620584,27924,35,1481088,167459,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1648545,0,2,1453191,167393,27865,59,30,5,1481086,167459,102094,61357,40737,2740,2739,1,1,0,1,0,42074,48464,4449,34117,104835,0,633293,611776,21495,21,1
2021-01-22,1749933,101388,68219,33169,1719779,30109,43,1549307,200628,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1749933,0,2,1519222,200557,30045,64,38,5,1549305,200628,99195,66031,33164,2185,2180,5,8,8,0,0,43899,45386,3607,34447,101388,0,643700,625261,18414,24,1
2021-01-23,1836273,86340,40476,45864,1805763,30462,46,1589783,246492,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1836273,0,2,1559343,246420,30397,65,41,5,1589781,246492,85984,40121,45863,353,352,1,3,3,0,0,37718,37100,3401,27274,86340,0,672567,655452,17088,26,1
2021-01-24,1883397,47124,25533,21591,1852685,30660,50,1615316,268083,0.019,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1883397,0,2,1584674,268011,30595,65,45,5,1615314,268083,46922,25331,21591,198,198,0,4,4,0,0,23888,19078,917,15066,47124,0,672350,656296,16025,29,0
2021-01-25,1974158,90761,52464,38297,1942027,32076,53,1667780,306380,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1974158,0,2,1635722,306305,32008,68,48,5,1667778,306380,89342,51048,38294,1416,1413,3,3,3,0,0,40720,41565,3496,25135,90761,0,680900,667569,13300,31,0
2021-01-26,2071597,97439,50718,46721,2038025,33510,60,1718498,353101,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2071597,0,2,1685004,353021,33437,73,55,5,1718496,353101,95998,49282,46716,1434,1429,5,7,7,0,0,40197,45564,3787,26288,97439,0,659335,648239,11067,29,0
2021-01-27,2180615,109018,50868,58150,2145248,35296,68,1769367,411251,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2180615,0,3,1734090,411158,35211,85,63,5,1769364,411251,107223,49086,58137,1786,1774,12,8,8,0,1,43262,52313,5172,30854,109018,0,636905,626758,10112,34,1
2021-01-28,2273087,92472,46593,45879,2236089,36924,71,1815960,457130,0.022,0.005,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2273087,0,3,1779140,456949,36751,173,66,5,1815957,457130,90841,45050,45791,1628,1540,88,3,3,0,0,38156,40823,4188,24438,92472,0,624542,615505,9000,36,1
2021-01-29,2380820,107733,49994,57739,2342335,38404,78,1865954,514869,0.022,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2380820,0,3,1827648,514687,38230,174,73,5,1865951,514869,106246,48508,57738,1480,1479,1,7,7,0,0,42904,47911,5533,29403,107733,0,630887,622556,8295,35,1
2021-01-30,2468816,87996,34392,53604,2429449,39284,80,1900346,568473,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2468816,0,3,1861161,568288,39108,176,74,6,1900343,568473,87114,33513,53601,880,878,2,2,1,1,0,36518,36449,3961,27333,87996,0,632543,623686,8822,34,1
2021-01-31,2525619,56803,25771,31032,2485871,39660,85,1926117,599505,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2525619,0,3,1886560,599311,39476,184,78,7,1926114,599505,56422,25399,31023,376,368,8,5,4,1,0,25453,22230,2107,15997,56803,0,642222,633186,9000,35,1
2021-02-01,2645036,119417,57974,61443,2603029,41868,136,1984091,660948,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2645036,0,3,1942277,660752,41682,186,129,7,1984088,660948,117158,55717,61441,2208,2206,2,51,51,0,0,43309,63377,3710,27400,119417,0,670878,661002,9792,83,1
2021-02-02,2777252,132216,65059,67157,2732170,44930,149,2049150,728105,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2777252,0,3,2004262,727908,44743,187,142,7,2049147,728105,129141,61985,67156,3062,3061,1,13,13,0,0,43459,70065,5194,30200,132216,0,705655,694145,11420,89,1
2021-02-03,2939189,161937,64238,97699,2887754,51257,175,2113388,825804,0.025,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2939189,0,3,2062153,825601,51064,193,168,7,2113385,825804,155584,57891,97693,6327,6321,6,26,26,0,0,59350,77411,5926,42514,161937,0,758574,742506,15961,107,0
2021-02-04,3073078,133889,61799,72090,3015806,57089,180,2175187,897894,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3073078,0,3,2118118,897688,56893,196,173,7,2175184,897894,128052,55965,72087,5832,5829,3,5,5,0,0,49003,64662,4567,31313,133889,0,799991,779717,20165,109,0
2021-02-05,3219836,146758,68962,77796,3156108,63537,188,2244149,975690,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3219836,0,3,2180759,975349,63207,330,180,8,2244146,975690,140302,62641,77661,6448,6314,134,8,7,1,0,54538,70143,5321,33929,146758,0,839016,813773,25133,110,0
2021-02-06,3313507,93671,45441,48230,3247152,66163,189,2289590,1023920,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3313507,0,3,2223573,1023579,65833,330,181,8,2289587,1023920,91044,42814,48230,2626,2626,0,1,1,0,0,39990,46078,4560,25804,93671,0,844691,817703,26879,109,0
2021-02-07,3366815,53308,28260,25048,3298131,68489,191,2317851,1048968,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3366815,0,4,2249506,1048625,68158,331,183,8,2317847,1048968,50979,25933,25046,2326,2325,1,2,2,0,1,25641,21272,2718,13233,53308,0,841196,812260,28829,106,1
2021-02-08,3475678,108863,52827,56036,3403143,72311,219,2370679,1105004,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3475678,0,5,2298485,1104658,71978,333,211,8,2370674,1105004,105012,48979,56033,3822,3820,2,28,28,0,1,52517,45804,3974,18776,108863,0,830642,800114,30443,83,2
2021-02-09,3609663,133985,60210,73775,3533581,75745,332,2430889,1178779,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3609663,0,5,2355338,1178243,75222,523,324,8,2430884,1178779,130438,56853,73585,3434,3244,190,113,113,0,0,61170,58646,4448,22913,133985,0,832411,801411,30815,183,2
2021-02-10,3764072,154409,77289,77120,3675419,79980,8668,2508178,1255899,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3764072,0,5,2421049,1254370,78476,1504,8648,20,2508173,1255899,141838,65711,76127,4235,3254,981,8336,8324,12,0,66918,66666,4008,29421,154409,0,824883,787665,28723,8493,2
2021-02-11,3907809,143737,75244,68493,3795574,87244,24984,2583424,1324392,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3907809,0,7,2475758,1319816,82709,4535,24950,34,2583417,1324392,120155,54709,65446,7264,4233,3031,16316,16302,14,2,61016,67530,5474,25137,143737,0,834731,779768,30155,24804,4
2021-02-12,4062927,155118,79551,75567,3927140,96542,39235,2662978,1399959,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4062927,0,10,2536809,1390331,87281,9261,38878,357,2662968,1399959,131566,61051,70515,9298,4572,4726,14251,13928,323,3,71492,70677,6276,25475,155118,0,843091,771032,33005,39047,7
2021-02-13,4170245,107318,61931,45387,4017852,99799,52583,2724910,1445346,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4170245,0,11,2583687,1434165,88993,10806,52219,364,2724899,1445346,90712,46878,43834,3257,1712,1545,13348,13341,7,1,56331,41719,4604,17535,107318,0,856738,770700,33636,52394,8
2021-02-14,4235414,65169,39492,25677,4073304,102273,59825,2764403,1471023,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4235414,0,12,2614688,1458616,90263,12010,59440,385,2764391,1471023,55452,31001,24451,2474,1270,1204,7242,7221,21,1,38523,22724,1618,8066,65169,0,868599,775173,33784,59634,8
2021-02-15,4360659,125245,69586,55659,4177824,107540,75282,2833990,1526682,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4360659,0,13,2666564,1511260,92535,15005,74878,404,2833977,1526682,104520,51876,52644,5267,2272,2995,15457,15438,19,1,67469,48201,4035,19272,125245,0,884981,774681,35229,75063,8
2021-02-16,4494637,133978,77771,56207,4286058,113691,94874,2911762,1582889,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4494637,0,14,2722030,1564028,95260,18431,94458,416,2911748,1582889,108234,55466,52768,6151,2725,3426,19592,19580,12,1,66034,58031,2675,16982,133978,0,884974,752477,37946,94542,9
2021-02-17,4645339,150702,94412,56290,4408007,121689,115628,3006175,1639179,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4645339,0,15,2790888,1617119,100073,21616,115199,429,3006160,1639179,121949,68858,53091,7998,4813,3185,20754,20741,13,1,80408,57991,5087,21528,150702,0,881267,732588,41709,106960,10
2021-02-18,4789545,144206,91219,52987,4520145,129912,139472,3097395,1692166,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4789545,0,16,2853585,1666560,104755,25157,139039,433,3097379,1692166,112138,62697,49441,8223,4682,3541,23844,23840,4,1,75874,58183,3438,19017,144206,0,881736,724571,42668,114488,9
2021-02-19,4947854,158309,102741,55568,4641070,139873,166894,3200137,1747734,0.038,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4947854,0,17,2922059,1719011,111706,28167,166355,539,3200120,1747734,120925,68474,52451,9961,6951,3010,27422,27316,106,1,80761,60342,4872,17360,158309,0,884927,713930,43331,127659,7
2021-02-20,5059905,112051,75794,36257,4727458,144337,188092,3275932,1783991,0.039,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5059905,0,18,2972633,1754825,115738,28599,187543,549,3275914,1783991,86388,50574,35814,4464,4032,432,21198,21188,10,1,61600,43713,3658,13991,112051,0,889660,709606,44538,135509,7
2021-02-21,5145668,85763,57384,28379,4793964,147978,203707,3333317,1812370,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5145668,0,19,3010926,1783038,119220,28758,203152,555,3333298,1812370,66506,38293,28213,3641,3482,159,15615,15609,6,1,48786,30517,2566,10371,85763,0,910254,720660,45705,143882,7
2021-02-22,5300905,155237,97555,57682,4916625,156936,227324,3430873,1870052,0.041,0.022,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5300905,0,20,3077686,1838939,126410,30526,226757,567,3430853,1870052,122661,66760,55901,8958,7190,1768,23617,23605,12,1,79647,69613,4897,17850,155237,0,940246,738801,49396,152042,7
2021-02-23,5470746,169841,109383,60458,5050403,164145,256177,3540257,1930510,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5470746,0,21,3152677,1897726,131960,32185,255599,578,3540236,1930510,133778,74991,58787,7209,5550,1659,28853,28842,11,1,80209,72879,5300,17870,169841,0,976109,764345,50454,161303,7
2021-02-24,5646430,175684,116541,59143,5181831,171755,292822,3656799,1989653,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5646430,0,22,3226666,1955165,137885,33870,292226,596,3656777,1989653,131428,73989,57439,7610,5925,1685,36645,36627,18,1,84879,74824,6578,19035,175684,0,1001091,773824,50066,177194,7
2021-02-25,5835355,188925,129998,58927,5313148,178513,343672,3786797,2048580,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5835355,0,22,3300598,2012550,143114,35399,343063,609,3786775,2048580,131317,73932,57385,6758,5229,1529,50850,50837,13,0,82386,90489,6436,18119,188925,0,1045810,793003,48601,204200,6
2021-02-26,6047783,212428,145573,66855,5453926,187346,406489,3932370,2115435,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6047783,0,22,3376209,2077717,150331,37015,405808,681,3932348,2115435,140778,75611,65167,8833,7217,1616,62817,62745,72,0,88644,101335,7076,19689,212428,0,1099929,812856,47473,239595,5
2021-02-27,6195498,147715,107830,39885,5546577,191428,457471,4040200,2155320,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6195498,0,22,3429715,2116862,153681,37747,456782,689,4040178,2155320,92651,53506,39145,4082,3350,732,50982,50974,8,0,63656,72302,6710,12871,147715,0,1135593,819119,47091,269379,4
2021-02-28,6298331,102833,78774,24059,5607855,195383,495070,4118975,2179379,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6298331,0,23,3467307,2140548,157283,38100,494362,708,4118952,2179379,61278,37592,23686,3955,3602,353,37599,37580,19,1,48225,53289,4281,6661,102833,0,1152663,813891,47405,291363,4
2021-03-01,6496532,198201,148346,49855,5738105,205005,553399,4267321,2229234,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6496532,0,23,3549739,2188366,164884,40121,552675,724,4267298,2229234,130250,82432,47818,9622,7601,2021,58329,58313,16,0,102521,77964,7799,13259,198201,0,1195627,821480,48069,326075,3
2021-03-02,6715487,218955,166862,52093,5878250,214999,622215,4434183,2281327,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6715487,0,23,3640687,2237563,172004,42995,621469,746,4434160,2281327,140145,90948,49197,9994,7120,2874,68816,68794,22,0,110086,94219,9601,14607,218955,0,1244741,827847,50854,366038,2
2021-03-03,6962534,247047,176551,70496,6036001,229947,696563,4610734,2351823,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6962534,0,23,3733870,2302131,181077,48870,695764,799,4610711,2351823,157751,93183,64568,14948,9073,5875,74348,74295,53,0,120669,101381,11624,17234,247047,0,1316104,854170,58192,403741,1
2021-03-04,7207330,244796,181982,62814,6177208,244412,785687,4792716,2414637,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7207330,0,23,3817693,2359515,190150,54262,784850,837,4792693,2414637,141207,83823,57384,14465,9073,5392,89124,89086,38,0,111264,109772,12386,15763,244796,0,1371975,864060,65899,442015,1
2021-03-05,7481574,274244,207277,66967,6325122,257776,898652,4999994,2481604,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7481574,0,24,3904647,2420475,197555,60221,897768,884,4999970,2481604,147914,86954,60960,13364,7405,5959,112965,112918,47,1,117945,125041,14949,15447,274244,0,1433791,871196,70430,492163,2
2021-03-06,7683247,201673,153016,48657,6434349,266214,982660,5153010,2530261,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7683247,0,24,3967475,2466874,203756,62458,981755,905,5152986,2530261,109227,62828,46399,8438,6201,2237,84008,83987,21,0,89511,94681,10430,9518,201673,0,1487749,887772,74786,525189,2
2021-03-07,7830783,147536,114055,33481,6514088,272868,1043803,5267065,2563742,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7830783,0,24,4016089,2497999,208074,64794,1042878,925,5267041,2563742,79739,48614,31125,6654,4318,2336,61143,61123,20,0,71282,66068,8107,5565,147536,0,1532452,906233,77485,548733,1
2021-03-08,8068205,237422,185843,51579,6647993,283824,1136364,5452908,2615321,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8068205,0,24,4101819,2546174,215667,68157,1135398,966,5452884,2615321,133905,85730,48175,10956,7593,3363,92561,92520,41,0,118828,95840,16349,12320,237422,0,1571673,909888,78819,582965,1
2021-03-09,8320402,252197,197402,54795,6788089,296606,1235683,5650310,2670116,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8320402,0,24,4190657,2597432,224977,71629,1234652,1031,5650286,2670116,140096,88838,51258,12782,9310,3472,99319,99254,65,0,120904,102416,17409,13547,252197,0,1604915,909839,81607,613468,1
