date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,impfzentren,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24086,2,0,0,NA,0,0,0,0,24086,2,0,0,151125,0,0,0
2020-12-28,17991,0,0,0,impfzentren,521625,0,0,0,42077,2,0,0,672750,0,0,0
2020-12-29,50007,0,1,0,NA,0,0,0,0,92084,2,1,0,672750,0,0,0
2020-12-30,63496,0,0,0,impfzentren,653250,0,0,0,155580,2,1,0,1326000,0,0,0
2020-12-31,49691,0,0,0,NA,0,0,0,0,205271,2,1,0,1326000,0,0,0
2021-01-01,25342,5,3,0,NA,0,0,0,0,230613,7,4,0,1326000,0,0,0
2021-01-02,47945,0,0,0,NA,0,0,0,0,278558,7,4,0,1326000,0,0,0
2021-01-03,22411,2,0,0,NA,0,0,0,0,300969,9,4,0,1326000,0,0,0
2021-01-04,45842,1,0,0,NA,0,0,0,0,346811,10,4,0,1326000,0,0,0
2021-01-05,52229,1,0,0,NA,0,0,0,0,399040,11,4,0,1326000,0,0,0
2021-01-06,62499,6,3,0,NA,0,0,0,0,461539,17,7,0,1326000,0,0,0
2021-01-07,54576,4,2,1,NA,0,0,0,0,516115,21,9,1,1326000,0,0,0
2021-01-08,62164,51,1,0,impfzentren,687375,0,0,0,578279,72,10,1,2013375,0,0,0
2021-01-09,60000,3,1,0,NA,0,0,0,0,638279,75,11,1,2013375,0,0,0
2021-01-10,35722,8,0,0,NA,0,0,0,0,674001,83,11,1,2013375,0,0,0
2021-01-11,67797,14,2,0,NA,0,0,0,0,741798,97,13,1,2013375,0,0,0
2021-01-12,78534,15,1,0,impfzentren,0,63600,0,0,820332,112,14,1,2013375,63600,0,0
2021-01-13,110052,1168,0,0,NA,0,0,0,0,930384,1280,14,1,2013375,63600,0,0
2021-01-14,78424,5149,0,0,NA,0,0,0,0,1008808,6429,14,1,2013375,63600,0,0
2021-01-15,85710,5266,5,0,NA,0,0,0,0,1094518,11695,19,1,2013375,63600,0,0
2021-01-16,55793,1679,1,0,NA,0,0,0,0,1150311,13374,20,1,2013375,63600,0,0
2021-01-17,46078,1261,1,1,NA,0,0,0,0,1196389,14635,21,2,2013375,63600,0,0
2021-01-18,78069,4141,1,0,NA,0,0,0,0,1274458,18776,22,2,2013375,63600,0,0
2021-01-19,115328,3667,9,0,impfzentren,842400,0,0,0,1389786,22443,31,2,2855775,63600,0,0
2021-01-20,128704,2741,3,0,NA,0,0,0,0,1518490,25184,34,2,2855775,63600,0,0
2021-01-21,102094,2740,1,0,NA,0,0,0,0,1620584,27924,35,2,2855775,63600,0,0
2021-01-22,99195,2185,8,0,NA,0,0,0,0,1719779,30109,43,2,2855775,63600,0,0
2021-01-23,85984,353,3,0,NA,0,0,0,0,1805763,30462,46,2,2855775,63600,0,0
2021-01-24,46922,198,4,0,NA,0,0,0,0,1852685,30660,50,2,2855775,63600,0,0
2021-01-25,89342,1416,3,0,NA,0,0,0,0,1942027,32076,53,2,2855775,63600,0,0
2021-01-26,95998,1434,7,0,impfzentren,489060,0,0,0,2038025,33510,60,2,3344835,63600,0,0
2021-01-27,107223,1786,8,1,NA,0,0,0,0,2145248,35296,68,3,3344835,63600,0,0
2021-01-28,90841,1628,3,0,NA,0,0,0,0,2236089,36924,71,3,3344835,63600,0,0
2021-01-29,106246,1480,7,0,NA,0,0,0,0,2342335,38404,78,3,3344835,63600,0,0
2021-01-30,87114,880,2,0,NA,0,0,0,0,2429449,39284,80,3,3344835,63600,0,0
2021-01-31,56422,376,5,0,impfzentren,0,90000,0,0,2485871,39660,85,3,3344835,153600,0,0
2021-02-01,117158,2208,51,0,NA,0,0,0,0,2603029,41868,136,3,3344835,153600,0,0
2021-02-02,129141,3062,13,0,impfzentren,747630,0,0,0,2732170,44930,149,3,4092465,153600,0,0
2021-02-03,155584,6327,26,0,NA,0,0,0,0,2887754,51257,175,3,4092465,153600,0,0
2021-02-04,128052,5832,5,0,NA,0,0,0,0,3015806,57089,180,3,4092465,153600,0,0
2021-02-05,140302,6448,8,0,NA,0,0,0,0,3156108,63537,188,3,4092465,153600,0,0
2021-02-06,91044,2626,1,0,impfzentren,0,0,345600,0,3247152,66163,189,3,4092465,153600,345600,0
2021-02-07,50979,2326,2,1,NA,0,0,0,0,3298131,68489,191,4,4092465,153600,345600,0
2021-02-08,105012,3822,28,1,NA,0,0,0,0,3403143,72311,219,5,4092465,153600,345600,0
2021-02-09,130438,3434,113,0,impfzentren,747630,0,0,0,3533581,75745,332,5,4840095,153600,345600,0
2021-02-10,141838,4235,8336,0,NA,0,0,0,0,3675419,79980,8668,5,4840095,153600,345600,0
2021-02-11,120155,7264,16316,2,NA,0,0,0,0,3795574,87244,24984,7,4840095,153600,345600,0
2021-02-12,131566,9298,14251,3,impfzentren,0,0,391200,0,3927140,96542,39235,10,4840095,153600,736800,0
2021-02-13,90712,3257,13348,1,NA,0,0,0,0,4017852,99799,52583,11,4840095,153600,736800,0
2021-02-14,55452,2474,7242,1,NA,0,0,0,0,4073304,102273,59825,12,4840095,153600,736800,0
2021-02-15,104520,5267,15457,1,impfzentren,0,182400,0,0,4177824,107540,75282,13,4840095,336000,736800,0
2021-02-16,108234,6151,19592,1,impfzentren,904410,0,0,0,4286058,113691,94874,14,5744505,336000,736800,0
2021-02-17,121949,7998,20754,1,NA,0,0,0,0,4408007,121689,115628,15,5744505,336000,736800,0
2021-02-18,112138,8223,23844,1,NA,0,0,0,0,4520145,129912,139472,16,5744505,336000,736800,0
2021-02-19,120925,9961,27422,1,impfzentren,0,0,715200,0,4641070,139873,166894,17,5744505,336000,1452000,0
2021-02-20,86388,4464,21198,1,NA,0,0,0,0,4727458,144337,188092,18,5744505,336000,1452000,0
2021-02-21,66506,3641,15615,1,NA,0,0,0,0,4793964,147978,203707,19,5744505,336000,1452000,0
2021-02-22,122661,8958,23617,1,NA,0,0,0,0,4916625,156936,227324,20,5744505,336000,1452000,0
2021-02-23,133778,7209,28853,1,impfzentren,926640,0,0,0,5050403,164145,256177,21,6671145,336000,1452000,0
2021-02-24,131428,7610,36645,1,NA,0,0,0,0,5181831,171755,292822,22,6671145,336000,1452000,0
2021-02-25,131317,6758,50850,0,NA,0,0,0,0,5313148,178513,343672,22,6671145,336000,1452000,0
2021-02-26,140778,8833,62817,0,NA,0,0,0,0,5453926,187346,406489,22,6671145,336000,1452000,0
2021-02-27,92651,4082,50982,0,impfzentren,0,342900,0,0,5546577,191428,457471,22,6671145,678900,1452000,0
2021-02-28,61278,3955,37599,1,NA,0,0,0,0,5607855,195383,495070,23,6671145,678900,1452000,0
2021-03-01,130250,9622,58329,0,NA,0,0,0,0,5738105,205005,553399,23,6671145,678900,1452000,0
2021-03-02,140145,9994,68816,0,impfzentren,1014390,0,650400,0,5878250,214999,622215,23,7685535,678900,2102400,0
2021-03-03,157751,14948,74348,0,NA,0,0,0,0,6036001,229947,696563,23,7685535,678900,2102400,0
2021-03-04,141207,14465,89124,0,NA,0,0,0,0,6177208,244412,785687,23,7685535,678900,2102400,0
2021-03-05,147914,13364,112965,1,NA,0,0,0,0,6325122,257776,898652,24,7685535,678900,2102400,0
2021-03-06,109227,8438,84008,0,NA,0,0,0,0,6434349,266214,982660,24,7685535,678900,2102400,0
2021-03-07,79739,6654,61143,0,NA,0,0,0,0,6514088,272868,1043803,24,7685535,678900,2102400,0
2021-03-08,133905,10956,92561,0,NA,0,0,0,0,6647993,283824,1136364,24,7685535,678900,2102400,0
2021-03-09,140096,12782,99319,0,impfzentren,1083420,0,960000,0,6788089,296606,1235683,24,8768955,678900,3062400,0
2021-03-10,159098,12178,117107,1,NA,0,0,0,0,6947187,308784,1352790,25,8768955,678900,3062400,0
2021-03-11,147623,13717,122855,0,NA,0,0,0,0,7094810,322501,1475645,25,8768955,678900,3062400,0
2021-03-12,151577,17293,157325,0,NA,0,0,0,0,7246387,339794,1632970,25,8768955,678900,3062400,0
2021-03-13,116015,9567,114976,0,NA,0,0,0,0,7362402,349361,1747946,25,8768955,678900,3062400,0
2021-03-14,88060,5512,76407,0,NA,0,0,0,0,7450462,354873,1824353,25,8768955,678900,3062400,0
2021-03-15,152806,12718,82144,0,impfzentren,0,0,364800,0,7603268,367591,1906497,25,8768955,678900,3427200,0
2021-03-16,166627,11250,1017,0,impfzentren,1083420,0,0,0,7769895,378841,1907514,25,9852375,678900,3427200,0
2021-03-17,186296,17990,745,0,NA,0,0,0,0,7956191,396831,1908259,25,9852375,678900,3427200,0
2021-03-18,174217,18164,1158,0,NA,0,0,0,0,8130408,414995,1909417,25,9852375,678900,3427200,0
2021-03-19,185603,20787,38564,0,NA,0,0,0,0,8316011,435782,1947981,25,9852375,678900,3427200,0
2021-03-20,135368,15288,69524,0,NA,0,0,0,0,8451379,451070,2017505,25,9852375,678900,3427200,0
2021-03-21,102174,9197,53114,0,impfzentren,0,432000,0,0,8553553,460267,2070619,25,9852375,1110900,3427200,0
2021-03-22,166441,23809,78951,0,NA,0,0,0,0,8719994,484076,2149570,25,9852375,1110900,3427200,0
2021-03-23,181686,19731,99538,0,impfzentren,1076400,0,204000,0,8901680,503807,2249108,25,10928775,1110900,3631200,0
