date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-06,466868,62855,62854,1,466857,8,3,465821,1047,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,466868,0,0,465810,1047,8,0,3,0,62847,62846,1,6,6,0,2,2,0,0,21511,32965,3421,23156,62855,0,311964,311954,7,3,0
2021-01-07,522726,55858,55854,4,522711,12,3,521675,1051,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,522726,0,0,521660,1051,12,0,3,0,55854,55850,4,4,4,0,0,0,0,0,19674,29338,3047,16421,55858,0,317727,317713,11,3,0
2021-01-08,586204,63478,63160,318,586141,60,3,584835,1369,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,586204,0,0,584772,1369,60,0,3,0,63430,63112,318,48,48,0,0,0,0,0,22349,32447,3367,20986,63478,0,361933,361872,59,2,0
2021-01-09,647578,61374,61328,46,647515,60,3,646163,1415,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,647578,0,0,646100,1415,60,0,3,0,61374,61328,46,0,0,0,0,0,0,0,25801,25923,2683,25106,61374,0,370212,370151,59,2,0
2021-01-10,682939,35361,35353,8,682876,60,3,681516,1423,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,682939,0,0,681453,1423,60,0,3,0,35361,35353,8,0,0,0,0,0,0,0,15133,14556,1372,12990,35361,0,381367,381306,59,2,0
2021-01-11,750619,67680,67632,48,750555,61,3,749148,1471,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,750619,0,0,749084,1471,61,0,3,0,67679,67631,48,1,1,0,0,0,0,0,25058,31382,3208,20459,67680,0,400663,400601,60,2,0
2021-01-12,833404,82785,82735,50,833334,66,4,831883,1521,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,833404,0,0,831813,1521,66,0,4,0,82779,82729,50,5,5,0,1,1,0,0,28182,42162,2995,24957,82785,0,429391,429324,64,3,0
2021-01-13,944982,111578,111382,196,944115,863,4,943265,1717,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,944982,0,0,942398,1717,863,0,4,0,110781,110585,196,797,797,0,0,0,0,0,39472,57506,3903,35608,111578,0,478114,477258,855,1,0
2021-01-14,1027689,82707,82524,183,1022195,5490,4,1025789,1900,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1027689,0,0,1020339,1856,5446,44,4,0,78080,77941,139,4627,4583,44,0,0,0,0,29636,42257,2284,24124,82707,0,504963,499484,5478,1,0
2021-01-15,1119350,91661,91060,601,1108400,10927,23,1116849,2501,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1119350,0,0,1105943,2457,10883,44,23,0,86205,85604,601,5437,5437,0,19,19,0,0,33922,44572,3959,27739,91661,0,533146,522259,10867,20,0
2021-01-16,1176881,57531,56632,899,1164159,12699,23,1173481,3400,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1176881,0,0,1160803,3356,12655,44,23,0,55759,54860,899,1772,1772,0,0,0,0,0,24258,24954,2131,19596,57531,0,529303,516644,12639,20,0
2021-01-17,1225400,48519,31334,17185,1211372,14004,24,1204815,20585,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1225400,0,0,1190831,20541,13960,44,24,0,47213,30028,17185,1305,1305,0,1,1,0,0,20466,20375,2025,19746,48519,0,542461,528496,13944,21,0
2021-01-18,1307664,82264,66534,15730,1289601,18038,25,1271349,36315,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1307664,0,0,1253330,36271,17994,44,25,0,78229,62499,15730,4034,4034,0,1,1,0,0,29279,42881,2222,20356,82264,0,557045,539046,17977,22,0
2021-01-19,1422882,115218,81777,33441,1401303,21505,74,1353126,69756,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1422882,0,0,1331591,69712,21461,44,74,0,111702,78261,33441,3467,3467,0,49,49,0,0,37037,62085,3608,30943,115218,0,589478,567969,21439,70,0
2021-01-20,1555222,132340,80692,51648,1530889,24255,78,1433818,121404,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1555222,0,0,1409529,121360,24211,44,78,0,129586,77938,51648,2750,2750,0,4,4,0,0,48311,64071,4243,42235,132340,0,610240,586774,23392,74,0
2021-01-21,1660166,104944,64213,40731,1633121,26967,78,1498031,162135,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1660166,0,0,1471030,162091,26923,44,78,0,102232,61501,40731,2712,2712,0,0,0,0,0,42074,48464,4449,34117,104944,0,632477,610926,21477,74,0
2021-01-22,1762469,102303,67603,34700,1733369,29010,90,1565634,196835,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1762469,0,0,1536580,196789,28964,46,90,0,100248,65550,34698,2043,2041,2,12,12,0,0,43899,45386,3607,34447,102303,0,643119,624969,18083,67,0
2021-01-23,1848017,85548,40611,44937,1818533,29393,91,1606245,241772,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1848017,0,0,1576807,241726,29347,46,91,0,85164,40227,44937,383,383,0,1,1,0,0,37718,37100,3401,27274,85548,0,671136,654374,16694,68,0
2021-01-24,1898045,50028,25645,24383,1868313,29637,95,1631890,266155,0.02,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1898045,0,0,1602204,266109,29591,46,95,0,49780,25397,24383,244,244,0,4,4,0,0,23888,19078,917,15066,50028,0,672645,656941,15633,71,0
2021-01-25,1992170,94125,56059,38066,1960714,31359,97,1687949,304221,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1992170,0,0,1656539,304175,31313,46,97,0,92401,54335,38066,1722,1722,0,2,2,0,0,40720,41565,3496,25135,94125,0,684506,671113,13321,72,0
2021-01-26,2091241,99071,50424,48647,2058127,33011,103,1738373,352868,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2091241,0,0,1705309,352818,32961,50,103,0,97413,48770,48643,1652,1648,4,6,6,0,0,40197,45564,3787,26288,99071,0,668359,656824,11506,29,0
2021-01-27,2202295,111054,51384,59670,2167216,34968,111,1789757,412538,0.022,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2202295,0,0,1754738,412478,34908,60,111,0,109089,49429,59660,1957,1947,10,8,8,0,0,43262,52313,5172,30854,111054,0,647073,636327,10713,33,0
2021-01-28,2293842,91547,45135,46412,2257126,36603,113,1834892,458950,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2293842,0,0,1798253,458873,36526,77,113,0,89910,43515,46395,1635,1618,17,2,2,0,0,38156,40823,4188,24438,91547,0,633676,624005,9636,35,0
2021-01-29,2402145,108303,50965,57338,2364005,38008,132,1885857,516288,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2402145,0,0,1847794,516211,37931,77,132,0,106879,49541,57338,1405,1405,0,19,19,0,0,42904,47911,5533,29403,108303,0,639676,630636,8998,42,0
2021-01-30,2489883,87738,35447,52291,2450868,38882,133,1921304,568579,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2489883,0,0,1882367,568501,38804,78,133,0,86863,34573,52290,874,873,1,1,1,0,0,36518,36449,3961,27333,87738,0,641866,632335,9489,42,0
2021-01-31,2548009,58126,26696,31430,2508617,39259,133,1948000,600009,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2548009,0,0,1908694,599923,39173,86,133,0,57749,26327,31422,377,369,8,0,0,0,0,25453,22230,2107,15997,58126,0,649964,640304,9622,38,0
2021-02-01,2669856,121847,60049,61798,2628197,41469,190,2008049,661807,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2669856,0,0,1966476,661721,41383,86,190,0,119580,57782,61798,2210,2210,0,57,57,0,0,43309,63377,3710,27400,121847,0,677686,667483,10110,93,0
2021-02-02,2800797,130941,63918,67023,2756256,44337,204,2071967,728830,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2800797,0,0,2027513,728743,44250,87,204,0,128059,61037,67022,2868,2867,1,14,14,0,0,43459,70065,5194,30200,130941,0,709556,698129,11326,101,0
2021-02-03,2960536,159739,64576,95163,2909587,50724,225,2136543,823993,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2960536,0,0,2085683,823904,50635,89,225,0,153331,58170,95161,6387,6385,2,21,21,0,0,59350,77411,5926,42514,159739,0,758241,742371,15756,114,0
2021-02-04,3092716,132180,61665,70515,3035887,56597,232,2198208,894508,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3092716,0,0,2141470,894417,56506,91,232,0,126300,55787,70513,5873,5871,2,7,7,0,0,49003,64662,4567,31313,132180,0,798874,778761,19994,119,0
2021-02-05,3237945,145229,67606,77623,3174711,62994,240,2265814,972131,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3237945,0,0,2202672,972039,62903,91,239,1,138824,61202,77622,6397,6397,0,8,7,1,0,54538,70143,5321,33929,145229,0,835800,810706,24986,108,0
2021-02-06,3338087,100142,47107,53035,3272386,65460,241,2312921,1025166,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3338087,0,0,2247312,1025074,65369,91,240,1,97675,44640,53035,2466,2466,0,1,1,0,0,39990,46078,4560,25804,100142,0,848204,821518,26578,108,0
2021-02-07,3392342,54255,28184,26071,3324290,67809,243,2341105,1051237,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3392342,0,0,2273146,1051144,67717,92,242,1,51904,25834,26070,2349,2348,1,2,2,0,0,25641,21272,2718,13233,54255,0,844333,815673,28550,110,0
2021-02-08,3502479,110137,53437,56700,3430544,71668,267,2394542,1107937,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3502479,0,0,2322701,1107843,71575,93,266,1,106254,49555,56699,3859,3858,1,24,24,0,0,52517,45804,3974,18776,110137,0,832623,802347,30199,77,0
2021-02-09,3635903,133424,59232,74192,3559973,75553,377,2453774,1182129,0.03,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3635903,0,0,2378429,1181544,74969,584,376,1,129429,55728,73701,3885,3394,491,110,110,0,0,61170,58646,4448,22913,133424,0,835106,803717,31216,173,0
2021-02-10,3785820,149917,74305,75612,3698986,79428,7406,2528079,1257741,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3785820,0,0,2442770,1256216,77904,1524,7405,1,139013,64341,74672,3875,2935,940,7029,7029,0,0,66918,66666,4008,29421,149917,0,825284,789399,28704,7181,0
2021-02-11,3928755,142935,74553,68382,3819166,86726,22863,2602632,1326123,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3928755,0,0,2497429,1321737,82348,4378,22855,8,120180,54659,65521,7298,4444,2854,15457,15450,7,0,61016,67530,5474,25137,142935,0,836039,783279,30129,22631,0
2021-02-12,4084507,155752,80791,74961,3950766,96598,37143,2683423,1401084,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4084507,0,0,2559193,1391573,87097,9501,37133,10,131600,61764,69836,9872,4749,5123,14280,14278,2,0,71492,70677,6276,25475,155752,0,846562,776055,33604,36903,0
2021-02-13,4192790,108283,62215,46068,4043166,99646,49978,2745638,1447152,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4192790,0,0,2607085,1436081,88606,11040,49947,31,92400,47892,44508,3048,1509,1539,12835,12814,21,0,56331,41719,4604,17535,108283,0,854703,770780,34186,49737,0
2021-02-14,4257874,65084,40021,25063,4098501,102048,57325,2785659,1472215,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4257874,0,0,2638555,1459946,89810,12238,57294,31,55335,31470,23865,2402,1204,1198,7347,7347,0,0,38523,22724,1618,8066,65084,0,865532,774211,34239,57082,0
2021-02-15,4384827,126953,71140,55813,4205915,106861,72051,2856799,1528028,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4384827,0,0,2692949,1512966,91859,15002,71991,60,107414,54394,53020,4813,2049,2764,14726,14697,29,0,67469,48201,4035,19272,126953,0,882348,775371,35193,71784,0
2021-02-16,4520203,135376,81633,53743,4312085,112533,95585,2938432,1581771,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4520203,0,0,2748489,1563596,94426,18107,95517,68,106170,55540,50630,5672,2567,3105,23534,23526,8,0,66034,58031,2675,16982,135376,0,884300,752112,36980,95208,0
2021-02-17,4670241,150038,94203,55835,4434450,120482,115309,3032635,1637606,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4670241,0,0,2818056,1616394,99342,21140,115237,72,122365,69567,52798,7949,4916,3033,19724,19720,4,0,80408,57991,5087,21528,150038,0,884421,735464,41054,107903,0
2021-02-18,4813551,143310,92147,51163,4545354,128418,139779,3124782,1688769,0.038,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4813551,0,0,2881264,1664090,103817,24601,139701,78,110904,63208,47696,7936,4475,3461,24470,24464,6,0,75874,58183,3438,19017,143310,0,884796,726188,41692,116916,0
2021-02-19,4966780,153229,99363,53866,4663522,138218,165040,3224145,1742635,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4966780,0,0,2948609,1714913,110617,27601,164919,121,118168,67345,50823,9800,6800,3000,25261,25218,43,0,80761,60342,4872,17360,153229,0,882273,712756,41620,127897,0
2021-02-20,5081027,114247,76426,37821,4751687,142688,186652,3300571,1780456,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5081027,0,0,2999499,1752188,114559,28129,186513,139,88165,50890,37275,4470,3942,528,21612,21594,18,0,61600,43713,3658,13991,114247,0,888237,708521,43042,136674,0
2021-02-21,5166962,85935,56943,28992,4819065,145916,201981,3357514,1809448,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5166962,0,0,3038049,1781016,117628,28288,201837,144,67378,38550,28828,3228,3069,159,15329,15324,5,0,48786,30517,2566,10371,85935,0,909088,720564,43868,144656,0
2021-02-22,5327421,160459,100017,60442,4945389,155014,227018,3457531,1869890,0.042,0.022,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5327421,0,0,3105757,1839632,124916,30098,226858,160,126324,67708,58616,9098,7288,1810,25037,25021,16,0,79647,69613,4897,17850,160459,0,942594,739474,48153,154967,0
2021-02-23,5494270,166849,107155,59694,5077698,162170,254402,3564686,1929584,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5494270,0,0,3180044,1897654,130411,31759,254231,171,132309,74287,58022,7156,5495,1661,27384,27373,11,0,80209,72879,5300,17870,166849,0,974067,765613,49637,158817,0
2021-02-24,5669691,175421,116139,59282,5210001,169906,289784,3680825,1988866,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5669691,0,0,3254775,1955226,136459,33447,289591,193,132303,74731,57572,7736,6048,1688,35382,35360,22,0,84879,74824,6578,19035,175421,0,999450,775551,49424,174475,0
2021-02-25,5858428,188737,130310,58427,5340847,176551,341030,3811135,2047293,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5858428,0,0,3328796,2012051,141652,34899,340687,343,130846,74021,56825,6645,5193,1452,51246,51096,150,0,82386,90489,6436,18119,188737,0,1044877,795493,48133,201251,0
2021-02-26,6067575,209147,144061,65086,5480775,185267,401533,3955196,2112379,0.048,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6067575,0,0,3405324,2075451,148729,36538,401143,390,139928,76528,63400,8716,7077,1639,60503,60456,47,0,88644,101335,7076,19689,209147,0,1100795,817253,47049,236493,0
2021-02-27,6216266,148691,108537,40154,5573746,189457,453063,4063733,2152533,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6216266,0,0,3458915,2114831,152155,37302,452663,400,92971,53591,39380,4190,3426,764,51530,51520,10,0,63656,72302,6710,12871,148691,0,1135239,822059,46769,266411,0
2021-02-28,6324386,108120,83829,24291,5636151,193413,494822,4147562,2176824,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6324386,0,0,3497390,2138761,155758,37655,494414,408,62405,38475,23930,3956,3603,353,41759,41751,8,0,48225,53289,4281,6661,108120,0,1157424,817086,47497,292841,0
2021-03-01,6519929,195543,146245,49298,5764669,202865,552395,4293807,2226122,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6519929,0,0,3578652,2186017,163187,39678,551968,427,128518,81262,47256,9452,7429,2023,57573,57554,19,0,102521,77964,7799,13259,195543,0,1192508,819280,47851,325377,0
2021-03-02,6739670,219741,166120,53621,5905190,212980,621500,4459927,2279743,0.054,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6739670,0,0,3668380,2236810,170489,42491,621058,442,140521,89728,50793,10115,7302,2813,69105,69090,15,0,110086,94219,9601,14607,219741,0,1245400,827492,50810,367098,0
2021-03-03,6983268,243598,174648,68950,6061991,226780,694497,4634575,2348693,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6983268,0,0,3761732,2300259,178862,47918,693981,516,156801,93352,63449,13800,8373,5427,72997,72923,74,0,120669,101381,11624,17234,243598,0,1313577,851990,56874,404713,0
2021-03-04,7226283,243015,180361,62654,6204353,240758,781172,4814936,2411347,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7226283,0,0,3846701,2357652,187638,53120,780597,575,142362,84969,57393,13978,8776,5202,86675,86616,59,0,111264,109772,12386,15763,243015,0,1367855,863506,64207,440142,0
2021-03-05,7495109,268826,201433,67393,6351489,254079,889541,5016369,2478740,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7495109,0,0,3932325,2419164,195121,58958,888923,618,147136,85624,61512,13321,7483,5838,108369,108326,43,0,117945,125041,14949,15447,268826,0,1427534,870714,68812,488008,0
2021-03-06,7697530,202421,153124,49297,6462221,262675,972634,5169493,2528037,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7697530,0,0,3995981,2466240,201521,61154,971991,643,110732,63656,47076,8596,6400,2196,83093,83068,25,0,89511,94681,10430,9518,202421,0,1481264,888475,73218,519571,0
2021-03-07,7847877,150347,115886,34461,6544671,269412,1033794,5285379,2562498,0.064,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7847877,0,0,4046330,2498341,205916,63496,1033133,661,82450,50349,32101,6737,4395,2342,61160,61142,18,0,71282,66068,8107,5565,150347,0,1523491,908520,75999,538972,0
2021-03-08,8086729,238852,186378,52474,6680298,280410,1126021,5471757,2614972,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8086729,0,0,4132858,2547440,213570,66840,1125329,692,135627,86528,49099,10998,7654,3344,92227,92196,31,0,118828,95840,16349,12320,238852,0,1566800,915629,77545,573626,0
2021-03-09,8336843,250114,195344,54770,6820425,293146,1223272,5667101,2669742,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8336843,0,0,4221650,2598775,222944,70202,1222507,765,140127,88792,51335,12736,9374,3362,97251,97178,73,0,120904,102416,17409,13547,250114,0,1597173,915235,80166,601772,0
2021-03-10,8620142,283299,217654,65645,6978013,304547,1337582,5884755,2735387,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8619171,971,0,4316752,2661261,231243,73304,1336760,822,157588,95102,62486,11401,8299,3102,114310,114253,57,0,130888,113519,20726,18367,282328,971,1636874,916022,77767,643085,0
2021-03-11,8901582,281440,220528,60912,7127083,317768,1456731,6105283,2796299,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8899956,1626,0,4409211,2717872,240223,77545,1455849,882,149070,92459,56611,13221,8980,4241,119149,119089,60,0,128872,119872,21144,13619,280785,655,1675299,922730,77010,675559,0
2021-03-12,9225170,323588,252000,71588,7279770,335307,1610093,6357283,2867887,0.076,0.034,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9223334,1836,0,4495326,2784444,253034,82273,1608923,1170,152687,86115,66572,17539,12811,4728,153362,153074,288,0,134014,151672,22677,15455,323378,210,1730061,928281,81228,720552,0
