date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,dosen_biontech_dritt_kumulativ,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,dosen_moderna_dritt_kumulativ,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_astra_dritt_kumulativ,cum_vacs_jj,cum_vacs_first_dose_all,cum_vacs_second_dose_all,dosen_dritt_kumulativ,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,dosen_dritt_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2020-12-27,24352,24346,24337,9,0,6,6,0,0,0,0,0,0,0,24343,9,0,24352,24343,9,0,24343,9,2.9e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24346,24337,9,6,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-28,42452,42446,42372,74,0,6,6,0,0,0,0,0,0,0,42378,74,0,18100,18035,65,0,42378,74,5.1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18100,18035,65,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-29,93072,93065,92338,727,0,6,6,0,0,1,1,0,0,0,92345,727,0,50620,49967,653,0,92345,727,0.00111,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50619,49966,653,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-30,157120,157113,156354,759,0,6,6,0,0,1,1,0,0,0,156361,759,0,64048,64016,32,0,156361,759,0.00188,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64048,64016,32,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-31,207154,207147,206301,846,0,6,6,0,0,1,1,0,0,0,206308,846,0,50034,49947,87,0,206308,846,0.00248,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50034,49947,87,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2021-01-01,232691,232675,231824,851,0,12,12,0,0,4,3,1,0,0,231839,852,0,25537,25531,6,0,231839,852,0.00279,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25528,25523,5,6,6,0,3,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2021-01-02,280778,280762,279835,927,0,12,12,0,0,4,3,1,0,0,279850,928,0,48087,48011,76,0,279850,928,0.00337,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48087,48011,76,0,0,0,0,0,0,0,0,0,0,0,0,0,280778,280762,12,4,0
2021-01-03,303330,303312,302381,931,0,14,14,0,0,4,3,1,0,0,302398,932,0,22552,22548,4,0,302398,932,0.00364,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22550,22546,4,2,2,0,0,0,0,0,0,0,0,0,0,0,278978,278966,8,4,0
2021-01-04,349382,349363,348381,982,0,15,15,0,0,4,3,1,0,0,348399,983,0,46052,46001,51,0,348399,983,0.00419,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46051,46000,51,1,1,0,0,0,0,0,0,0,0,0,0,0,306930,306917,9,4,0
2021-01-05,402097,402077,401008,1069,0,16,16,0,0,4,3,1,0,0,401027,1070,0,52715,52628,87,0,401027,1070,0.00482,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52714,52627,87,1,1,0,0,0,0,0,0,0,0,0,0,0,309025,309012,10,3,0
2021-01-06,465222,465193,464037,1156,0,22,22,0,0,7,5,2,0,0,464064,1158,0,63125,63037,88,0,464064,1158,0.00558,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63116,63029,87,6,6,0,3,2,1,0,0,0,0,0,0,0,308102,308080,16,6,0
2021-01-07,520050,520013,518837,1176,0,27,27,0,0,9,7,2,0,1,518872,1178,0,54828,54808,20,0,518872,1179,0.00624,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54820,54800,20,5,5,0,2,2,0,1,0,0,0,0,0,0,312896,312866,21,8,1
2021-01-08,582809,582720,581441,1279,0,78,78,0,0,10,8,2,0,1,581528,1281,0,62759,62656,103,0,581528,1282,0.00699,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62707,62604,103,51,51,0,1,1,0,0,0,0,0,0,0,0,350118,350045,66,6,1
2021-01-09,643518,643425,642003,1422,0,81,81,0,0,11,8,3,0,1,642093,1425,0,60709,60565,144,0,642093,1426,0.00772,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60705,60562,143,3,3,0,1,0,1,0,0,0,0,0,0,0,362740,362663,69,7,1
2021-01-10,679551,679449,677915,1534,0,90,88,2,0,11,8,3,0,1,678012,1539,0,36033,35919,114,0,678012,1540,0.00815,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36024,35912,112,9,7,2,0,0,0,0,0,0,0,0,0,0,376221,376137,76,7,1
2021-01-11,747743,747625,746036,1589,0,104,102,2,0,13,10,3,0,1,746149,1594,0,68192,68137,55,0,746149,1595,0.00897,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68176,68121,55,14,14,0,2,2,0,0,0,0,0,0,0,0,398361,398262,89,9,1
2021-01-12,826761,826623,824974,1649,0,121,119,2,0,16,13,3,0,1,825107,1654,0,79018,78958,60,0,825107,1655,0.00992,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78998,78938,60,17,17,0,3,3,0,0,0,0,0,0,0,0,424664,424546,105,12,1
2021-01-13,938743,937428,935576,1852,0,1298,1296,2,0,16,13,3,0,1,936886,1857,0,111982,111779,203,0,936886,1858,0.01127,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110805,110602,203,1177,1177,0,0,0,0,0,0,0,0,0,0,0,473521,472235,1276,9,1
2021-01-14,1022848,1016375,1014332,2043,0,6456,6433,23,0,16,13,3,0,1,1020779,2069,0,84105,83893,212,0,1020779,2070,0.01228,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78947,78756,191,5158,5137,21,0,0,0,0,0,0,0,0,0,0,502798,496362,6429,7,0
2021-01-15,1114416,1102647,1099686,2961,0,11733,11710,23,0,35,32,3,0,1,1111429,2987,0,91568,90650,918,0,1111429,2988,0.01337,4e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86272,85354,918,5277,5277,0,19,19,0,0,0,0,0,0,0,0,531607,519927,11655,25,0
2021-01-16,1172426,1158974,1154790,4184,0,13415,13392,23,0,36,33,3,0,1,1168216,4210,0,58010,56787,1223,0,1168216,4211,0.01405,5e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56327,55104,1223,1682,1682,0,1,1,0,0,0,0,0,0,0,0,528908,515549,13334,25,0
2021-01-17,1220233,1205517,1184318,21199,0,14677,14654,23,0,37,34,3,0,2,1199008,21225,0,47807,30792,17015,0,1199008,21227,0.01442,2.6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46543,29528,17015,1262,1262,0,1,1,0,1,0,0,0,0,0,0,540682,526068,14587,26,1
2021-01-18,1303103,1284130,1247310,36820,0,18933,18908,25,0,38,35,3,0,2,1266255,36848,0,82870,67247,15623,0,1266255,36850,0.01523,4.4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78613,62992,15621,4256,4254,2,1,1,0,0,0,0,0,0,0,0,555360,536505,18829,25,1
2021-01-19,1422831,1400042,1327097,72945,0,22698,22667,31,0,89,86,3,0,2,1349852,72979,0,119728,83597,36131,0,1349852,72981,0.01623,8.8e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115912,79787,36125,3765,3759,6,51,51,0,0,0,0,0,0,0,0,596070,573419,22577,73,1
2021-01-20,1555403,1529771,1403182,126589,0,25537,25506,31,0,93,90,3,0,2,1428780,126623,0,132572,78928,53644,0,1428780,126625,0.01718,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129729,76085,53644,2839,2839,0,4,4,0,0,0,0,0,0,0,0,616660,592343,24239,77,1
2021-01-21,1660772,1632321,1464830,167490,1,28354,28323,31,0,95,91,4,0,2,1493246,167525,1,105369,64466,40902,1,1493246,167527,0.01796,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102550,61648,40901,2817,2817,0,2,1,1,0,0,0,0,0,0,0,637924,615946,21898,79,1
2021-01-22,1762959,1732304,1531309,200994,1,30545,30511,34,0,108,104,4,0,2,1561926,201032,1,102187,68680,33507,0,1561926,201034,0.01878,0.00242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99983,66479,33504,2191,2188,3,13,13,0,0,0,0,0,0,0,0,648543,629657,18812,73,1
2021-01-23,1849877,1818864,1571390,247473,1,30900,30865,35,0,111,107,4,0,2,1602364,247512,1,86918,40438,46480,0,1602364,247514,0.01927,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86560,40081,46479,355,354,1,3,3,0,0,0,0,0,0,0,0,677451,659890,17485,75,1
2021-01-24,1897654,1866438,1596863,269574,1,31099,31064,35,0,115,111,4,0,2,1628040,269613,1,47777,25676,22101,0,1628040,269615,0.01958,0.00324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47574,25473,22101,199,199,0,4,4,0,0,0,0,0,0,0,0,677421,660921,16422,78,0
2021-01-25,1988655,1955985,1647631,308353,1,32550,32512,38,0,118,114,4,0,2,1680259,308395,1,91001,52219,38782,0,1680259,308397,0.02021,0.00371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89547,50768,38779,1451,1448,3,3,3,0,0,0,0,0,0,0,0,685552,671855,13617,80,0
2021-01-26,2086892,2052775,1696764,356010,1,33990,33946,44,0,125,121,4,0,2,1730833,356058,1,98237,50574,47663,0,1730833,356060,0.02081,0.00428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96790,49133,47657,1440,1434,6,7,7,0,0,0,0,0,0,0,0,664061,652733,11292,36,0
2021-01-27,2196231,2160314,1745893,414420,1,35781,35726,55,0,133,129,4,0,3,1781751,414479,1,109339,50918,58421,0,1781751,414482,0.02143,0.00498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107539,49129,58410,1791,1780,11,8,8,0,1,0,0,0,0,0,0,640828,630543,10244,40,1
2021-01-28,2288684,2251135,1791153,459981,1,37410,37267,143,0,136,132,4,0,3,1828555,460128,1,92453,46804,45649,0,1828555,460131,0.02199,0.00553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90821,45260,45561,1629,1541,88,3,3,0,0,0,0,0,0,0,0,627912,618814,9056,41,1
2021-01-29,2396212,2357111,1839401,517709,1,38891,38747,144,0,207,203,4,0,3,1878354,517857,1,107528,49799,57729,0,1878354,517860,0.02259,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105976,48248,57728,1481,1480,1,71,71,0,0,0,0,0,0,0,0,633253,624807,8346,99,1
2021-01-30,2484287,2444303,1873098,571204,1,39771,39625,146,0,210,205,5,0,3,1912931,571355,1,88075,34577,53498,0,1912931,571358,0.023,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87192,33697,53495,880,878,2,3,2,1,0,0,0,0,0,0,0,634410,625439,8871,99,1
2021-01-31,2541424,2501057,1898465,602591,1,40149,40003,146,0,215,209,6,0,3,1938680,602743,1,57137,25749,31388,0,1938680,602746,0.02331,0.00725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56754,25367,31387,378,378,0,5,4,1,0,0,0,0,0,0,0,643770,634619,9050,100,1
2021-02-01,2661448,2618814,1954416,664397,1,42361,42213,148,0,270,264,6,0,3,1996896,664551,1,120024,58216,61808,0,1996896,664554,0.02401,0.00799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117757,55951,61806,2212,2210,2,55,55,0,0,0,0,0,0,0,0,672793,662829,9811,152,1
2021-02-02,2794148,2748366,2016767,731598,1,45488,45339,149,0,291,285,6,0,3,2062394,731753,1,132700,65498,67202,0,2062394,731756,0.0248,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129552,62351,67201,3127,3126,1,21,21,0,0,0,0,0,0,0,0,707256,695591,11498,166,1
2021-02-03,2956962,2904757,2074894,829862,1,51885,51729,156,0,317,311,6,0,3,2126937,830024,1,162814,64543,98271,0,2126937,830027,0.02558,0.00998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156391,58127,98264,6397,6390,7,26,26,0,0,0,0,0,0,0,0,760731,744443,16104,184,0
2021-02-04,3091401,3033291,2131054,902235,2,57782,57622,160,0,325,319,6,0,3,2188998,902401,2,134439,62061,72377,1,2188998,902404,0.02632,0.01085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128534,56160,72373,5897,5893,4,8,8,0,0,0,0,0,0,0,0,802717,782156,20372,189,0
2021-02-05,3238871,3174285,2194058,980225,2,64250,63956,294,0,333,326,7,0,3,2258343,980526,2,147470,69345,78125,0,2258343,980529,0.02716,0.01179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140994,63004,77990,6468,6334,134,8,7,1,0,0,0,0,0,0,0,842659,817174,25359,126,0
2021-02-06,3332960,3265739,2236993,1028744,2,66884,66590,294,0,334,327,7,0,3,2303913,1029045,2,94089,45570,48519,0,2303913,1029048,0.02771,0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91454,42935,48519,2634,2634,0,1,1,0,0,0,0,0,0,0,0,848673,821436,27113,124,0
2021-02-07,3386489,3316931,2262925,1054004,2,69218,68923,295,0,336,329,7,0,4,2332181,1054306,2,53529,28268,25261,0,2332181,1054310,0.02805,0.01268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51192,25932,25260,2334,2333,1,2,2,0,1,0,0,0,0,0,0,845065,815874,29069,121,1
2021-02-08,3495866,3422443,2312081,1110360,2,73052,72756,296,0,366,359,7,0,5,2385201,1110663,2,109377,53020,56357,0,2385201,1110668,0.02868,0.01336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105512,49156,56356,3834,3833,1,30,30,0,1,0,0,0,0,0,0,834418,803629,30691,96,2
2021-02-09,3630343,3553294,2368856,1184435,3,76492,76005,487,0,552,545,7,0,5,2445411,1184929,3,134477,60210,74266,1,2445411,1184934,0.02941,0.01425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130851,56775,74075,3440,3249,191,186,186,0,0,0,0,0,0,0,0,836195,804928,31004,261,2
2021-02-10,3785451,3695723,2434928,1260792,3,80781,79309,1472,0,8942,8924,18,0,5,2523166,1262282,3,155108,77755,77353,0,2523166,1262287,0.03034,0.01518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142429,66072,76357,4289,3304,985,8390,8379,11,0,0,0,0,0,0,0,828489,790966,28896,8625,2
2021-02-11,3929724,3816297,2489808,1326486,3,88090,83576,4514,0,25330,25291,39,0,7,2598682,1331039,3,144273,75516,68757,0,2598682,1331046,0.03125,0.01601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120574,54880,65694,7309,4267,3042,16388,16367,21,2,0,0,0,0,0,0,838323,783006,30308,25005,4
2021-02-12,4085704,3948498,2551305,1397190,3,97463,88219,9244,0,39733,39365,368,0,10,2678899,1406802,3,155980,80217,75763,0,2678899,1406812,0.03222,0.01692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132201,61497,70704,9373,4643,4730,14403,14074,329,3,0,0,0,0,0,0,846833,774213,33213,39400,7
2021-02-13,4193259,4039376,2598281,1441092,3,100725,89935,10790,0,53147,52709,438,0,11,2740936,1452320,3,107555,62037,45518,0,2740936,1452331,0.03296,0.01747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90878,46976,43902,3262,1716,1546,13414,13344,70,1,0,0,0,0,0,0,860299,773637,33841,52813,8
2021-02-14,4258600,4094937,2629311,1465623,3,103206,91207,11999,0,60445,59986,459,0,12,2780516,1478081,3,65341,39580,25761,0,2780516,1478093,0.03344,0.01778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55561,31030,24531,2481,1272,1209,7298,7277,21,1,0,0,0,0,0,0,872111,778006,33988,60109,8
2021-02-15,4384305,4199775,2681631,1518141,3,108526,93493,15033,0,75991,75493,498,0,13,2850630,1533672,3,125705,70114,55591,0,2850630,1533685,0.03428,0.01844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104838,52320,52518,5320,2286,3034,15546,15507,39,1,0,0,0,0,0,0,888439,777332,35474,75625,8
2021-02-16,4519018,4308579,2737525,1571051,3,114741,96258,18483,0,95684,95175,509,0,14,2928972,1590043,3,134713,78342,56371,0,2928972,1590057,0.03522,0.01912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108804,55894,52910,6215,2765,3450,19693,19682,11,1,0,0,0,0,0,0,888675,755285,38249,95132,9
2021-02-17,4670691,4431229,2807043,1624183,3,122799,101092,21707,0,116648,116125,523,0,15,3024275,1646413,3,151673,95303,56370,0,3024275,1646428,0.03637,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122650,69518,53132,8058,4834,3224,20964,20950,14,1,0,0,0,0,0,0,885240,735506,42018,107706,10
2021-02-18,4815465,4543759,2869886,1673870,3,131087,105791,25296,0,140599,140068,530,1,20,3115765,1699696,4,144774,91490,53283,1,3115765,1699716,0.03747,0.02044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112530,62843,49687,8288,4699,3589,23951,23943,7,5,0,0,0,0,0,0,885741,727462,42997,115269,13
2021-02-19,4974427,4665100,2938550,1726547,3,141126,112764,28362,0,168180,167503,676,1,21,3218838,1755585,4,158962,103073,55889,0,3218838,1755606,0.03871,0.02111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121341,68664,52677,10039,6973,3066,27581,27435,146,1,0,0,0,0,0,0,888723,716602,43663,128447,11
2021-02-20,5086765,4751608,2989273,1762332,3,145602,116805,28797,0,189533,188832,700,1,22,3294932,1791829,4,112338,76094,36244,0,3294932,1791851,0.03962,0.02155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86508,50723,35785,4476,4041,435,21353,21329,24,1,0,0,0,0,0,0,893506,712232,44877,136386,11
2021-02-21,5172683,4818098,3027665,1790430,3,149248,120292,28956,0,205314,204601,712,1,23,3352581,1820098,4,85918,57649,28269,0,3352581,1820121,0.04032,0.02189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66490,38392,28098,3646,3487,159,15781,15769,12,1,0,0,0,0,0,0,914083,723161,46042,144869,11
2021-02-22,5329010,4941600,3094676,1846921,3,158320,127576,30744,0,229066,228331,734,1,24,3450607,1878399,4,156327,98026,58301,0,3450607,1878423,0.0415,0.02259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123502,67011,56491,9072,7284,1788,23752,23730,22,1,0,0,0,0,0,0,944705,741825,49794,153075,11
2021-02-23,5499599,5075835,3170064,1905768,3,165588,133179,32409,0,258151,257402,748,1,25,3560670,1938925,4,170589,110063,60526,0,3560670,1938950,0.04282,0.02332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134235,75388,58847,7268,5603,1665,29085,29071,14,1,0,0,0,0,0,0,980581,767256,50847,162467,11
2021-02-24,5676171,5207806,3244380,1963422,4,173251,139156,34095,0,295088,294318,769,1,26,3677880,1998286,5,176572,117210,59361,1,3677880,1998312,0.04423,0.02403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131971,74316,57654,7663,5977,1686,36937,36916,21,1,0,0,0,0,0,0,1005480,776577,50452,178440,11
2021-02-25,5865955,5339696,3318511,2021181,4,180040,144415,35625,0,346193,345404,787,2,26,3808356,2057593,6,189784,130476,59307,1,3808356,2057619,0.0458,0.02474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131890,74131,57759,6789,5259,1530,51105,51086,18,0,0,0,0,0,0,0,1050490,795937,48953,205594,6
2021-02-26,6079736,5481533,3394485,2087044,4,188918,151678,37239,1,409259,408388,869,2,26,3954577,2125152,7,213781,146221,67559,1,3954577,2125178,0.04756,0.02556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141837,75974,65863,8878,7263,1614,63066,62984,82,0,0,0,0,0,0,0,1105309,816433,47792,241079,5
2021-02-27,6227662,5574207,3448148,2126055,4,193005,155031,37973,1,460423,459539,882,2,27,4062745,2164910,7,147926,108168,39758,0,4062745,2164937,0.04886,0.02603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92674,53663,39011,4087,3353,734,51164,51151,13,1,0,0,0,0,0,0,1140897,822599,47403,270890,5
2021-02-28,6330935,5635709,3485885,2149819,5,196969,158641,38327,1,498228,497323,903,2,29,4141878,2189049,8,103273,79133,24139,1,4141878,2189078,0.04981,0.02633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61502,37737,23764,3964,3610,354,37805,37784,21,2,0,0,0,0,0,0,1158252,817611,47721,292914,6
2021-03-01,6529908,5766415,3568667,2197743,5,206679,166327,40351,1,556785,555856,927,2,29,4290879,2239021,8,198973,149001,49972,0,4290879,2239050,0.0516,0.02693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130706,82782,47924,9710,7686,2024,58557,58533,24,0,0,0,0,0,0,0,1200898,824815,48359,327719,5
2021-03-02,6749673,5907055,3660084,2246966,5,216763,173514,43248,1,625826,624869,955,2,29,4458496,2291169,8,219765,167617,52148,0,4458496,2291198,0.05362,0.02755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140640,91417,49223,10084,7187,2897,69041,69013,28,0,0,0,0,0,0,0,1250074,831220,51175,367675,4
2021-03-03,6997955,6065431,3753697,2311729,5,231938,182796,49141,1,700557,699531,1024,2,29,4636053,2361894,8,248282,177557,70725,0,4636053,2361923,0.05575,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158376,93613,64763,15175,9282,5893,74731,74662,69,0,0,0,0,0,0,0,1321784,857625,58687,405469,3
2021-03-04,7243579,6207196,3837617,2369574,5,246455,191905,54549,1,789899,788817,1079,3,29,4818368,2425202,9,245624,182315,63308,1,4818368,2425231,0.05794,0.02917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141765,83920,57845,14517,9109,5408,89342,89286,55,0,0,0,0,0,0,0,1377624,867500,66415,443706,3
2021-03-05,7518954,6355635,3924796,2430834,5,259852,199327,60524,1,903437,902205,1228,4,30,5026358,2492586,10,275375,207990,67384,1,5026358,2492616,0.06045,0.02998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148439,87179,61260,13397,7422,5975,113538,113388,149,1,0,0,0,0,0,0,1439218,874102,70934,494178,4
2021-03-06,7721754,6465056,3987775,2477275,6,268710,205952,62757,1,987958,986698,1256,4,30,5180455,2541288,11,202800,154097,48702,1,5180455,2541318,0.0623,0.03056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109421,62979,46441,8858,6625,2233,84521,84493,28,0,0,0,0,0,0,0,1494092,890849,75705,527535,3
2021-03-07,7869573,6544906,4036510,2508390,6,275374,210276,65097,1,1049263,1047978,1281,4,30,5294794,2574768,11,147819,114339,33480,0,5294794,2574798,0.06367,0.03096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79850,48735,31115,6664,4324,2340,61305,61280,25,0,0,0,0,0,0,0,1538638,909197,78405,551035,1
2021-03-08,8107741,6679268,4122491,2556771,6,286359,217900,68458,1,1142084,1140736,1344,4,30,5481157,2626573,11,238168,186363,51805,0,5481157,2626603,0.06591,0.03159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134362,85981,48381,10985,7624,3361,92821,92758,63,0,0,0,0,0,0,0,1577833,912853,79680,585299,1
2021-03-09,8360693,6819768,4211597,2608165,6,299164,227237,71926,1,1241731,1240314,1412,5,30,5679178,2681503,12,252952,198021,54930,1,5679178,2681533,0.0683,0.03225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140500,89106,51394,12805,9337,3468,99647,99578,68,0,0,0,0,0,0,0,1611020,912713,82401,615905,1
2021-03-10,8650552,6979590,4307641,2671943,6,311417,235911,75505,1,1359514,1358024,1483,7,31,5901607,2748931,14,289859,222429,67428,2,5901607,2748962,0.07097,0.03306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159822,96044,63778,12253,8674,3579,117783,117710,71,1,0,0,0,0,0,0,1652597,914159,79479,658957,2
2021-03-11,8935581,7127557,4399107,2728444,6,325163,245305,79857,1,1482830,1481264,1558,8,31,6125707,2809859,15,285029,224100,60928,1,6125707,2809890,0.07367,0.03379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147967,91466,56501,13746,9394,4352,123316,123240,75,0,0,0,0,0,0,0,1692002,920361,78708,692931,2
2021-03-12,9263087,7279422,4484870,2794546,6,342497,258030,84466,1,1641137,1639200,1929,8,31,6382131,2880941,15,327506,256424,71082,0,6382131,2880972,0.07675,0.03465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151865,85763,66102,17334,12725,4609,158307,157936,371,0,0,0,0,0,0,0,1744133,923787,82645,737700,1
2021-03-13,9504274,7395681,4552247,2843428,6,352087,266264,85822,1,1756475,1754416,2051,8,31,6572958,2931301,15,241187,190827,50360,0,6572958,2931332,0.07904,0.03525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116259,67377,48882,9590,8234,1356,115338,115216,122,0,0,0,0,0,0,0,1782520,930625,83377,768517,1
2021-03-14,9674673,7483869,4605739,2878124,6,357609,270809,86799,1,1833164,1831082,2072,10,31,6707661,2966995,17,170399,134703,35694,2,6707661,2967026,0.08066,0.03568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88188,53492,34696,5522,4545,977,76689,76666,21,0,0,0,0,0,0,0,1805100,938963,82235,783901,1
2021-03-15,9923480,7636988,4701340,2935642,6,370366,281866,88499,1,1916095,1913940,2145,10,31,6897177,3026286,17,248807,189516,59291,0,6897177,3026317,0.08294,0.03639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153119,95601,57518,12757,11057,1700,82931,82858,73,0,0,0,0,0,0,0,1815739,957720,84007,774011,1
2021-03-16,10102987,7803986,4802487,3001493,6,381676,290675,91000,1,1917294,1915132,2152,10,31,7008325,3094645,17,179507,111148,68359,0,7008325,3094676,0.08428,0.03722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166998,101147,65851,11310,8809,2501,1199,1192,7,0,0,0,0,0,0,0,1742294,984218,82512,675563,1
2021-03-17,10308773,7990963,4913165,3077792,6,399734,303919,95814,1,1918045,1915876,2159,10,31,7132991,3175765,17,205786,124666,81120,0,7132991,3175796,0.08578,0.03819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186977,110678,76299,18058,13244,4814,751,744,7,0,0,0,0,0,0,0,1658221,1011373,88317,558531,0
