date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,dosen_biontech_dritt_kumulativ,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,dosen_moderna_dritt_kumulativ,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_astra_dritt_kumulativ,cum_vacs_jj,cum_vacs_first_dose_all,cum_vacs_second_dose_all,dosen_dritt_kumulativ,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,dosen_dritt_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-03-18,10502760,8165562,5017266,3148290,6,417957,316887,101069,1,1919210,1917039,2161,10,31,7251223,3251520,17,193987,118232,75755,0,7251223,3251551,0.0872,0.0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174599,104101,70498,18223,12968,5255,1165,1163,2,0,0,0,0,0,0,0,1567179,1038005,92794,436380,0
2021-03-19,10748588,8351785,5125832,3225947,6,438830,330898,107931,1,1957942,1955677,2254,11,31,7412438,3336132,18,245828,161215,84612,1,7412438,3336163,0.08914,0.04012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186223,108566,77657,20873,14011,6862,38732,38638,93,0,0,0,0,0,0,0,1485501,1072363,96333,316805,0
2021-03-20,10969400,8487421,5211981,3275434,6,454179,342413,111765,1,2027769,2025460,2297,12,31,7579885,3389496,19,220812,167447,53364,1,7579885,3389527,0.09115,0.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135636,86149,49487,15349,11515,3834,69827,69783,43,0,0,0,0,0,0,0,1465126,1091740,102092,271294,0
2021-03-21,11134278,8589832,5279378,3310448,6,463395,348381,115013,1,2081020,2078683,2325,12,31,7706473,3427786,19,164878,126588,38290,0,7706473,3427817,0.09268,0.04122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102411,67397,35014,9216,5968,3248,53251,53223,28,0,0,0,0,0,0,0,1459605,1105963,105786,247856,0
2021-03-22,11404213,8756727,5377055,3379666,6,487275,364841,122433,1,2160180,2157782,2384,14,31,7899709,3504483,21,269935,193236,76697,2,7899709,3504514,0.095,0.04214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166895,97677,69218,23880,16460,7420,79160,79099,59,0,0,0,0,0,0,0,1480733,1119739,116909,244085,0
2021-03-23,11705800,8938872,5479916,3458950,6,507043,379623,127419,1,2259853,2257374,2465,14,32,8116945,3588834,21,301587,217236,84351,0,8116945,3588866,0.09761,0.04316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182145,102861,79284,19768,14782,4986,99673,99592,81,1,0,0,0,0,0,0,1602813,1134886,125367,342559,1
2021-03-24,12045782,9139430,5596236,3543188,6,540219,407452,132766,1,2366099,2363527,2558,14,34,8367249,3678512,21,339982,250304,89678,0,8367249,3678546,0.10062,0.04424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200558,116320,84238,33176,27829,5347,106246,106153,93,2,0,0,0,0,0,0,1737009,1148467,140485,448054,3
2021-03-25,12379243,9325444,5706653,3618785,6,567937,429588,138348,1,2485827,2483111,2701,15,35,8619387,3759834,22,333461,252138,81322,1,8619387,3759869,0.10365,0.04522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186014,110417,75597,27718,22136,5582,119728,119584,143,1,0,0,0,0,0,0,1876483,1159882,149980,566617,4
2021-03-26,12754356,9525665,5824797,3700862,6,605289,460114,145173,2,2623365,2620523,2827,15,37,8905471,3848862,23,375113,286084,89028,1,8905471,3848899,0.10709,0.04629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200221,118144,82077,37352,30526,6825,137538,137412,126,2,0,0,0,0,0,0,2005768,1173880,166459,665423,6
2021-03-27,13036182,9675450,5915313,3760131,6,632994,484698,148294,2,2727699,2724776,2908,15,39,9124826,3911333,23,281826,219355,62471,0,9124826,3911372,0.10973,0.04704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149785,90516,59269,27705,24584,3121,104334,104253,81,2,0,0,0,0,0,0,2066782,1188029,178815,699930,8
2021-03-28,13232944,9790972,5980849,3810117,6,651557,499981,151574,2,2790375,2787393,2967,15,40,9268263,3964658,23,196762,143437,53325,0,9268263,3964698,0.11146,0.04768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115522,65536,49986,18563,15283,3280,62676,62617,59,1,0,0,0,0,0,0,2098666,1201140,188162,709355,9
2021-03-29,13539236,9979999,6087981,3892012,6,676587,518200,158385,2,2882610,2879554,3041,15,40,9485775,4053438,23,306292,217512,88780,0,9485775,4053478,0.11407,0.04875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189027,107132,81895,25030,18219,6811,92235,92161,74,0,0,0,0,0,0,0,2135023,1223272,189312,722430,9
2021-03-30,13868967,10199042,6220819,3978216,7,701109,536235,164872,2,2968776,2965650,3110,16,40,9722744,4146198,25,329731,236969,92760,2,9722744,4146238,0.11692,0.04986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219043,132838,86204,24522,18035,6487,86166,86096,69,0,0,0,0,0,0,0,2163167,1260170,194066,708923,8
2021-03-31,14205973,10447050,6375174,4071868,8,737294,564371,172921,2,3021589,3018413,3160,16,40,9957998,4247949,26,337006,235254,101751,1,9957998,4247989,0.11975,0.051090000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248008,154355,93652,36185,28136,8049,52813,52763,50,0,0,0,0,0,0,0,2160191,1307620,197075,655490,6
2021-04-01,14533561,10686701,6531653,4155040,8,769813,588990,180821,2,3077007,3073780,3211,16,40,10194463,4339072,26,327588,236465,91123,0,10194463,4339112,0.1226,0.05218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239651,156479,83172,32519,24619,7900,55418,55367,51,0,0,0,0,0,0,0,2154318,1361257,201876,591180,5
2021-04-02,14759682,10866527,6647756,4218762,9,784231,599056,185173,2,3108884,3105626,3242,16,40,10352478,4407177,27,226121,158015,68105,1,10352478,4407217,0.1245,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179826,116103,63722,14418,10066,4352,31877,31846,31,0,0,0,0,0,0,0,2005326,1340862,178942,485519,3
2021-04-03,14992054,11041027,6762614,4278404,9,800078,610046,190030,2,3150909,3147562,3331,16,40,10520262,4471765,27,232372,167784,64588,0,10520262,4471805,0.12651,0.05378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174500,114858,59642,15847,10990,4857,42025,41936,89,0,0,0,0,0,0,0,1955872,1365577,167084,423210,1
2021-04-04,15185388,11173496,6848545,4324942,9,810135,616213,193920,2,3201717,3198318,3383,16,40,10663116,4522245,27,193334,142854,50480,0,10663116,4522285,0.12823,0.05438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132469,85931,46538,10057,6167,3890,50808,50756,52,0,0,0,0,0,0,0,1952444,1382524,158578,411342,0
2021-04-05,15433777,11338815,6948346,4390459,10,828027,629317,198708,2,3266895,3263457,3419,19,40,10841160,4592586,31,248389,178044,70341,4,10841160,4592626,0.13037,0.05523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165319,99801,65517,17892,13104,4788,65178,65139,36,0,0,0,0,0,0,0,1894541,1358816,151440,384285,0
2021-04-06,15808174,11594173,7117516,4476645,12,860276,652872,207402,2,3353683,3350162,3500,21,42,11120592,4687547,35,374397,279432,94961,4,11120592,4687589,0.13373,0.05637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255358,169170,86186,32249,23555,8694,86788,86705,81,2,0,0,0,0,0,0,1939207,1395131,159167,384907,2
2021-04-07,16477013,12136843,7572354,4564476,13,897405,681397,216006,2,3442723,3439116,3586,21,42,11692909,4784068,36,668839,572317,96521,1,11692909,4784110,0.14062,0.05753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542670,454838,87831,37129,28525,8604,89040,88954,86,0,0,0,0,0,0,0,2271040,1689793,160111,421134,2
2021-04-08,17176664,12708908,8065602,4643291,15,933098,708104,224992,2,3534616,3530922,3672,22,42,12304670,4871955,39,699651,611761,87887,3,12304670,4871997,0.14797,0.05859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572065,493248,78815,35693,26707,8986,91893,91806,86,0,0,0,0,0,0,0,2643103,2022207,163285,457609,2
2021-04-09,17809841,13200017,8479167,4720834,16,969850,733395,236453,2,3639931,3636114,3795,22,43,12848719,4961082,40,633177,544049,89127,1,12848719,4961125,0.15452,0.05966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491109,413565,77543,36752,25291,11461,105315,105192,123,1,0,0,0,0,0,0,3050159,2333490,185619,531047,3
2021-04-10,18182892,13448740,8670507,4778217,16,993120,748966,244152,2,3740989,3737103,3864,22,43,13156619,5026233,40,373051,307900,65151,0,13156619,5026276,0.15822,0.06044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248723,191340,57383,23270,15571,7699,101058,100989,69,0,0,0,0,0,0,0,3190838,2407713,193042,590080,3
2021-04-11,18447192,13619358,8794719,4824623,16,1011815,763707,248106,2,3815976,3812012,3942,22,43,13370481,5076671,40,264300,213862,50438,0,13370481,5076714,0.16079,0.06105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170618,124212,46406,18695,14741,3954,74987,74909,78,0,0,0,0,0,0,0,3261804,2445862,201680,614259,3
2021-04-12,18866431,13898532,9005959,4892557,16,1041097,784513,256582,2,3926758,3922738,3996,24,44,13713254,5153135,42,419239,342773,76464,2,13713254,5153179,0.16491,0.06197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279174,211240,67934,29282,20806,8476,110782,110726,54,1,0,0,0,0,0,0,3432654,2559717,213070,659863,4
2021-04-13,19444046,14331218,9370503,4960698,17,1068457,806417,262038,2,4044327,4040106,4196,25,44,14217070,5226932,44,577615,503816,73797,2,14217070,5226976,0.17097,0.06286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432686,364544,68141,27360,21904,5456,117569,117368,200,0,0,0,0,0,0,0,3635872,2737045,208181,690644,2
2021-04-14,20220057,14948479,9913504,5034956,19,1102066,831510,270554,2,4169468,4164672,4771,25,44,14909730,5310281,46,776011,692660,83349,2,14909730,5310325,0.1793,0.06386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617261,543001,74258,33609,25093,8516,125141,124566,575,0,0,0,0,0,0,0,3743044,2811636,204661,726745,2
2021-04-15,20901255,15483127,10387314,5095794,19,1138334,859145,279187,2,4279749,4273993,5731,25,45,15520497,5380712,46,681198,610767,70431,0,15520497,5380757,0.18665,0.06471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534648,473810,60838,36268,27635,8633,110281,109321,960,1,0,0,0,0,0,0,3724591,2774219,205236,745133,3
2021-04-16,21498752,15921826,10760953,5160853,20,1171023,883357,287664,2,4405858,4399278,6554,26,45,16043633,5455071,48,597497,523136,74359,2,16043633,5455116,0.19294,0.0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438699,373639,65059,32689,24212,8477,126109,125285,823,0,0,0,0,0,0,0,3688911,2721809,201173,765927,2
2021-04-17,21865238,16146937,10937990,5208926,21,1193745,898929,294814,2,4524511,4516455,8030,26,45,16353419,5511770,49,366486,309786,56699,1,16353419,5511815,0.19666,0.06628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225111,177037,48073,22722,15572,7150,118653,117177,1476,0,0,0,0,0,0,0,3682346,2698197,200625,783522,2
2021-04-18,22135117,16319204,11076262,5242920,22,1209160,910437,298721,2,4606708,4597471,9211,26,45,16584215,5550852,50,269879,230796,39082,1,16584215,5550897,0.19944,0.06675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172267,138272,33994,15415,11508,3907,82197,81016,1181,0,0,0,0,0,0,0,3687925,2699846,197345,790732,2
2021-04-19,22537963,16613346,11318145,5295176,25,1242158,935481,306674,3,4682413,4671836,10551,26,46,16925508,5612401,54,402846,341293,61549,4,16925508,5612447,0.20354,0.06749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294142,241883,52256,32998,25044,7953,75705,74365,1340,1,0,0,0,0,0,0,3671532,2714814,201061,755655,2
2021-04-20,23099407,16995734,11646385,5349324,25,1281467,968111,313353,3,4822159,4809492,12641,26,47,17424035,5675318,54,561444,498527,62917,0,17424035,5675365,0.20954,0.06825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382388,328240,54148,39309,32630,6679,139746,137656,2090,1,0,0,0,0,0,0,3655361,2664516,213010,777832,3
2021-04-21,23821244,17450645,12038539,5412080,26,1323227,1001720,321504,3,5047325,5032151,15148,26,47,18072457,5748732,55,721837,648422,73414,1,18072457,5748779,0.21733,0.06913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454911,392154,62756,41760,33609,8151,225166,222659,2507,0,0,0,0,0,0,0,3601187,2502166,221161,877857,3
2021-04-22,24460511,17832805,12364672,5468105,28,1366948,1037751,329194,3,5260711,5241864,18821,26,47,18644334,5816120,57,639267,571877,67388,2,18644334,5816167,0.22421,0.06994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382160,326133,56025,43721,36031,7690,213386,209713,3673,0,0,0,0,0,0,0,3559256,2349678,228614,980962,2
2021-04-23,25017487,18186481,12663390,5523062,29,1410600,1070856,339741,3,5420358,5397803,22529,26,48,19132097,5885332,58,556976,487763,69212,1,19132097,5885380,0.23008,0.07078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353676,298718,54957,43652,33105,10547,159647,155939,3708,1,0,0,0,0,0,0,3518735,2264655,239577,1014500,3
2021-04-24,25383703,18421783,12857377,5564377,29,1460011,1104860,355148,3,5501861,5476869,24966,26,48,19439154,5944491,58,366216,307057,59159,0,19439154,5944539,0.23377,0.07149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235302,193987,41315,49411,34004,15407,81503,79066,2437,0,0,0,0,0,0,0,3518465,2274846,266266,977350,3
2021-04-25,25667032,18609778,13007928,5601821,29,1493736,1128697,365036,3,5563470,5536634,26810,26,48,19673307,5993667,58,283329,234153,49176,0,19673307,5993715,0.23659,0.07208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187995,150551,37444,33725,23837,9888,61609,59765,1844,0,0,0,0,0,0,0,3531915,2290574,284576,956762,3
2021-04-26,26100526,18927953,13264452,5663472,29,1536296,1162846,373447,3,5636158,5605269,30863,26,119,20032686,6067782,58,433494,359379,74115,0,20032686,6067901,0.24091,0.07297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318175,256524,61651,42560,34149,8411,72688,68635,4053,71,0,0,0,0,0,0,3562563,2314607,294138,953745,73
2021-04-27,26886532,19605033,13863541,5741460,32,1587874,1205288,382582,4,5692953,5657576,35351,26,672,20727077,6159393,62,786006,694391,91611,4,20727077,6160065,0.24926,0.07408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677080,599089,77988,51578,42442,9135,56795,52307,4488,553,0,0,0,0,0,0,3787125,2609299,306407,870794,625
2021-04-28,28010372,20613687,14763463,5850191,33,1648641,1253537,395100,4,5746539,5706030,40483,26,1505,21724535,6285774,63,1123840,997458,126381,1,21724535,6287279,0.26125,0.07561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008654,899922,108731,60767,48249,12518,53586,48454,5132,833,0,0,0,0,0,0,4189128,3163042,325414,699214,1458
2021-04-29,28957493,21438624,15475947,5962642,35,1712653,1305123,407526,4,5803798,5755374,48398,26,2418,22538862,6418566,65,947121,814327,132792,2,22538862,6420984,0.27105,0.07722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824937,712484,112451,64012,51586,12426,57259,49344,7915,913,0,0,0,0,0,0,4496982,3605819,345705,543087,2371
2021-04-30,29762078,22117572,16043237,6074299,36,1770014,1347199,422811,4,5871173,5813326,57821,26,3319,23207081,6554931,66,804585,668219,136365,1,23207081,6558250,0.27908,0.07887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678948,567290,111657,57361,42076,15285,67375,57952,9423,901,0,0,0,0,0,0,4744591,3931091,359414,450815,3271
2021-05-01,30098760,22370666,16234999,6135627,40,1811563,1382332,429227,4,5910639,5846757,63855,27,5892,23469980,6628709,71,336682,262899,73778,5,23469980,6634601,0.28224,0.07979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253094,191762,61328,41549,35133,6416,39466,33431,6034,2573,0,0,0,0,0,0,4715057,3948883,351552,408778,5844
2021-05-02,30364090,22566475,16375002,6191432,41,1849124,1414628,434492,4,5940790,5872316,68447,27,7701,23669647,6694371,72,265330,199667,65662,1,23669647,6702072,0.28464,0.0806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195809,140003,55805,37561,32296,5265,30151,25559,4592,1809,0,0,0,0,0,0,4697058,3956697,355388,377320,7653
2021-05-03,30816350,22884687,16602074,6282570,43,1919787,1472080,447703,4,6002585,5923442,79116,27,9291,24006887,6809389,74,452260,337240,115018,2,24006887,6818680,0.2887,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318212,227072,91138,70663,57452,13211,61795,51126,10669,1590,0,0,0,0,0,0,4715824,3956734,383491,366427,9172
2021-05-04,31659793,23511319,17096768,6414507,44,1983338,1522380,460954,4,6152879,6060009,92843,27,12257,24691414,6968304,75,843443,684527,158915,1,24691414,6980561,0.29693,0.08395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626632,494694,131937,63551,50300,13251,150294,136567,13727,2966,0,0,0,0,0,0,4773261,3906286,395464,459926,11585
2021-05-05,32807659,24363119,17762892,6600182,45,2062367,1575883,486480,4,6365430,6255657,109746,27,16743,25611175,7196408,76,1147866,919761,228104,1,25611175,7213151,0.30799,0.08674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851800,666124,185675,79029,53503,25526,212551,195648,16903,4486,0,0,0,0,0,0,4797287,3749432,413726,618891,15238
2021-05-06,33799504,25056573,18278705,6777820,48,2154602,1645647,508951,4,6567031,6437810,129194,27,21298,26383460,7415965,79,991845,772285,219557,3,26383460,7437263,0.31728,0.08944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693454,515813,177638,92235,69764,22471,201601,182153,19448,4555,0,0,0,0,0,0,4842011,3617949,441949,763233,18880
2021-05-07,34691171,25644728,18692990,6951688,50,2241367,1701416,539947,4,6779571,6621091,158453,27,25505,27041002,7650088,81,891667,657542,234123,2,27041002,7675593,0.32519,0.0923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588155,414285,173868,86765,55769,30996,212540,183281,29259,4207,0,0,0,0,0,0,4929093,3527156,471353,908398,22186
2021-05-08,35117604,25912767,18847996,7064720,51,2313330,1753457,559868,5,6864284,6686157,178100,27,27223,27314833,7802688,83,426433,273831,152600,2,27314833,7829911,0.32848,0.09416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268039,155006,113032,71963,52041,19921,84713,65066,19647,1718,0,0,0,0,0,0,5018844,3542101,501767,953645,21331
2021-05-09,35404144,26106896,18962777,7144068,51,2369963,1799287,570671,5,6898994,6709448,189519,27,28291,27499803,7904258,83,286540,184970,101570,0,27499803,7932549,0.33071,0.09539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194129,114781,79348,56633,45830,10803,34710,23291,11419,1068,0,0,0,0,0,0,5040054,3540421,520839,958204,20590
2021-05-10,35993968,26480393,19194311,7286028,54,2451863,1858947,592910,6,7029683,6814305,215351,27,32029,27899592,8094289,87,589824,399789,190031,4,27899592,8126318,0.33551,0.09772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373497,231534,141960,81900,59660,22239,130689,104857,25832,3738,0,0,0,0,0,0,5177618,3595706,532076,1027098,22738
2021-05-11,37080354,27306719,19787640,7519024,55,2531901,1916730,615165,6,7206056,6961551,244478,27,35678,28701599,8378667,88,1086386,802007,284378,1,28701599,8414345,0.34516,0.10119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826326,593329,232996,80038,57783,22255,176373,147246,29127,3649,0,0,0,0,0,0,5420561,3795400,548563,1053177,23421
2021-05-12,38497209,28400673,20584955,7815663,55,2623730,1977919,645805,6,7431369,7152881,278459,29,41437,29757192,8739927,90,1416855,1055593,361260,2,29757192,8781364,0.35785,0.1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093954,797315,296639,91829,61189,30640,225313,191330,33981,5759,0,0,0,0,0,0,5689550,4037554,561363,1065939,24694
2021-05-13,38926835,28716292,20772679,7943557,56,2690529,2029534,660989,6,7475925,7182200,293696,29,44089,30028502,8898242,91,429626,271310,158315,1,30028502,8942331,0.36111,0.10754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315619,187724,127894,66799,51615,15184,44556,29319,15237,2652,0,0,0,0,0,0,5127331,3659719,535927,908894,22791
2021-05-14,39683872,29261933,21137716,8124160,57,2755492,2079299,676187,6,7614558,7293873,320656,29,51889,30562777,9121003,92,757037,534275,222761,1,30562777,9172892,0.36754,0.11031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545641,365037,180603,64963,49765,15198,138633,111673,26960,7800,0,0,0,0,0,0,4992701,3617205,514125,834987,26384
2021-05-15,40084481,29541401,21294682,8246661,58,2815881,2123298,692577,6,7671027,7327803,343194,30,56172,30801955,9282432,94,400609,239178,161429,2,30801955,9338604,0.37042,0.1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279468,156966,122501,60389,43999,16390,56469,33930,22538,4283,0,0,0,0,0,0,4966877,3628634,502551,806743,28949
2021-05-16,40366982,29741426,21401223,8340145,58,2868675,2166205,702464,6,7695980,7339134,356816,30,60901,30967463,9399425,94,282501,165508,116993,0,30967463,9460326,0.37241,0.11377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200025,106541,93484,52794,42907,9887,24953,11331,13622,4729,0,0,0,0,0,0,4962838,3634530,498712,796986,32610
2021-05-17,40922615,30080009,21594334,8485616,59,2954416,2227491,726918,7,7817524,7434312,383182,30,70666,31326803,9595716,96,555633,359340,196291,2,31326803,9666382,0.37673,0.11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338583,193111,145471,85741,61286,24454,121544,95178,26366,9765,0,0,0,0,0,0,4928647,3599616,502553,787841,38637
2021-05-18,41794975,30669827,21893905,8775862,60,3055606,2300069,755528,9,7991100,7579818,411252,30,78442,31852234,9942642,99,872360,525431,346926,3,31852234,10021084,0.38305,0.12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589818,299571,290246,101190,72578,28610,173576,145506,28070,7776,0,0,0,0,0,0,4714621,3363108,523705,785044,42764
2021-05-19,42893479,31474338,22238092,9236186,60,3155902,2366481,789411,10,8172631,7733365,439235,31,90608,32428546,10464832,101,1098504,576312,522190,2,32428546,10555440,0.38998,0.12694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804511,344187,460324,100296,66412,33883,181531,153547,27983,12166,0,0,0,0,0,0,4396270,3073665,532172,741262,49171
2021-05-20,43842216,32159007,22499169,9659776,62,3252479,2432086,820382,11,8329278,7862558,466689,31,101452,32895265,10946847,104,948737,466719,482015,3,32895265,11048299,0.39559,0.13286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684669,261077,423590,96577,65605,30971,156647,129193,27454,10844,0,0,0,0,0,0,4915381,3442715,561950,853353,57363
2021-05-21,44693926,32755598,22721944,10033590,64,3338257,2488504,849742,11,8486725,7989710,496984,31,113346,33313504,11380316,106,851710,418239,433469,2,33313504,11493662,0.40062,0.13822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596591,222775,373814,85778,56418,29360,157447,127152,30295,11894,0,0,0,0,0,0,5010054,3493665,582765,872167,61457
2021-05-22,45168216,33062136,22820588,10241482,66,3407855,2536871,870972,12,8570588,8057860,512697,31,127637,33542956,11625151,109,474290,229452,244835,3,33542956,11752788,0.40338,0.14134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306538,98644,207892,69598,48367,21230,83863,68150,15713,14291,0,0,0,0,0,0,5083735,3520735,591974,899561,71465
2021-05-23,45453619,33255265,22886370,10368828,67,3467332,2581214,886105,13,8594515,8072672,521812,31,136507,33676763,11776745,111,285403,133807,151594,2,33676763,11913252,0.40499,0.14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193129,65782,127346,59477,44343,15133,23927,14812,9115,8870,0,0,0,0,0,0,5086637,3513839,598657,898535,75606
2021-05-24,45779831,33491195,22969065,10522060,70,3528898,2627775,901109,14,8615184,8084657,530496,31,144554,33826051,11953665,115,326212,149288,176920,4,33826051,12098219,0.40678,0.14549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235930,82695,153232,61566,46561,15004,20669,11985,8684,8047,0,0,0,0,0,0,4857216,3411186,574482,797660,73888
2021-05-25,46435852,33938106,23110824,10827212,70,3608726,2679249,929460,17,8719304,8163637,555636,31,169716,34123426,12312308,118,656021,297375,358643,3,34123426,12482024,0.41036,0.15011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446911,141759,305152,79828,51474,28351,104120,78980,25140,25162,0,0,0,0,0,0,4640877,3268279,553120,728204,91274
2021-05-26,47616136,34823602,23425919,11397612,71,3691150,2731884,959247,19,8853391,8265780,587580,31,247993,34671576,12944439,121,1180284,548150,632131,3,34671576,13192432,0.41695,0.15865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885496,315095,570400,82424,52635,29787,134087,102143,31944,78277,0,0,0,0,0,0,4722657,3349264,535248,680760,157385
2021-05-27,48657728,35563140,23683971,11879095,74,3780368,2783571,996778,19,8985101,8360495,624575,31,329119,35157156,13500448,124,1041592,485580,556009,3,35157156,13829567,0.42279,0.16631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739538,258052,481483,89218,51687,37531,131710,94715,36995,81126,0,0,0,0,0,0,4815512,3404133,527889,655823,227667
2021-05-28,49562444,36167144,23901019,12266050,75,3866623,2834155,1032449,19,9115691,8449579,666081,31,412986,35597739,13964580,125,904716,440583,464132,1,35597739,14377566,0.42809,0.1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604004,217048,386955,86255,50584,35671,130590,89084,41506,83867,0,0,0,0,0,0,4868518,3411546,528366,628966,299640
2021-05-29,49973327,36429556,23981167,12448312,77,3929281,2871034,1058226,21,9173706,8484667,689008,31,440784,35777652,14195546,129,410883,179913,230966,4,35777652,14636330,0.43025,0.17601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262412,80148,182262,62658,36879,25777,58015,35088,22927,27798,0,0,0,0,0,0,4805111,3367420,521426,603118,313147
