date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-02-12,4086285,157494,81419,76075,3952285,96765,37231,2682304,1403985,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4086285,0,4,2557681,1394604,87398,9367,37221,10,133278,62186,71092,9788,4809,4979,14426,14424,2,2,71492,70677,6276,25475,157494,0,848697,777865,33774,37054,4
2021-02-13,4194042,107757,62177,45580,4043974,99951,50112,2744482,1449565,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4194042,0,5,2605338,1438636,89045,10906,50094,18,91689,47657,44032,3186,1647,1539,12881,12873,8,1,56331,41719,4604,17535,107757,0,856302,771930,34433,49934,5
2021-02-14,4259336,65294,40025,25269,4099560,102396,57374,2784508,1474834,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4259336,0,6,2636879,1462681,90288,12108,57335,39,55586,31541,24045,2445,1243,1202,7262,7241,21,1,38523,22724,1618,8066,65294,0,867337,775656,34481,57194,6
2021-02-15,4386094,126758,71147,55611,4206641,107353,72093,2855656,1530445,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4386094,0,7,2691126,1515515,92480,14873,72043,50,107081,54247,52834,4957,2192,2765,14719,14708,11,1,67469,48201,4035,19272,126758,0,884148,776785,35468,71888,7
2021-02-16,4522698,136604,81983,54621,4313887,113093,95710,2937640,1585066,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4522698,0,8,2746864,1567023,95116,17977,95652,58,107246,55738,51508,5740,2636,3104,23617,23609,8,1,66034,58031,2675,16982,136604,0,886827,754149,37274,95396,8
2021-02-17,4671899,149201,93530,55671,4435682,120803,115405,3031171,1640737,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4671899,0,9,2816027,1619655,99793,21010,115342,63,121795,69163,52632,7710,4677,3033,19695,19690,5,1,80408,57991,5087,21528,149201,0,884266,735235,40972,108050,9
2021-02-18,4814592,142693,91453,51240,4546745,128751,139086,3122625,1691977,0.038,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4814592,0,10,2879316,1667429,104280,24471,139019,67,111063,63289,47774,7948,4487,3461,23681,23677,4,1,75874,58183,3438,19017,142693,0,885801,727738,41774,116281,8
2021-02-19,4969113,154521,99785,54736,4665974,138661,164467,3222411,1746713,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4969113,0,11,2946822,1719152,111185,27476,164393,74,119229,67506,51723,9910,6905,3005,25381,25374,7,1,80761,60342,4872,17360,154521,0,882828,713689,41896,127236,7
2021-02-20,5082517,113404,76303,37101,4753210,143187,186108,3298715,1783814,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5082517,0,12,2997497,1755713,115183,28004,186023,85,87236,50675,36561,4526,3998,528,21641,21630,11,1,61600,43713,3658,13991,113404,0,888475,709236,43236,135996,7
2021-02-21,5168671,86154,57044,29110,4820837,146415,201406,3355760,1812924,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5168671,0,13,3036177,1784660,118252,28163,201318,88,67627,38680,28947,3228,3069,159,15298,15295,3,1,48786,30517,2566,10371,86154,0,909335,721277,44019,144032,7
2021-02-22,5329015,160344,100233,60111,4946979,155511,226511,3455994,1873035,0.042,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5329015,0,14,3104030,1842949,125538,29973,226412,99,126142,67853,58289,9096,7286,1810,25105,25094,11,1,79647,69613,4897,17850,160344,0,942921,740338,48158,154418,7
2021-02-23,5496204,167189,107415,59774,5079509,162670,254010,3563410,1932809,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5496204,0,15,3178459,1901050,131036,31634,253900,110,132530,74429,58101,7159,5498,1661,27499,27488,11,1,80209,72879,5300,17870,167189,0,973506,765622,49577,158300,7
2021-02-24,5672168,175964,116366,59598,5212349,170449,289354,3679777,1992407,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5672168,0,16,3253408,1958941,137128,33321,289225,129,132840,74949,57891,7779,6092,1687,35344,35325,19,1,84879,74824,6578,19035,175964,0,1000269,776667,49646,173949,7
2021-02-25,5861516,189348,130813,58535,5343583,177153,340764,3810590,2050942,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5861516,0,16,3327572,2016011,142380,34773,340622,142,131234,74164,57070,6704,5252,1452,51410,51397,13,0,82386,90489,6436,18119,189348,0,1046924,796838,48402,201678,6
2021-02-26,6071313,209797,144372,65425,5483860,185988,401449,3954962,2116367,0.048,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6071313,0,16,3404106,2079754,149576,36412,401264,185,140277,76534,63743,8835,7196,1639,60685,60642,43,0,88644,101335,7076,19689,209797,0,1102200,817886,47327,236982,5
2021-02-27,6219934,148621,108607,40014,5576691,190190,453037,4063569,2156381,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6219934,0,16,3457697,2118994,153014,37176,452842,195,92831,53591,39240,4202,3438,764,51588,51578,10,0,63656,72302,6710,12871,148621,0,1137417,823481,47003,266929,4
2021-02-28,6328034,108100,83809,24291,5639089,194141,494788,4147378,2180672,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6328034,0,16,3496166,2142923,156613,37528,494583,205,62398,38469,23929,3951,3599,352,41751,41741,10,0,48225,53289,4281,6661,108100,0,1159363,818252,47726,293382,3
2021-03-01,6523853,195819,146451,49368,5767735,203550,552552,4293829,2230040,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6523853,0,16,3577481,2190254,163999,39551,552333,219,128646,81315,47331,9409,7386,2023,57764,57750,14,0,102521,77964,7799,13259,195819,0,1194838,820756,48039,326041,2
2021-03-02,6743797,219944,166256,53688,5908357,213716,621708,4460085,2283728,0.054,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6743797,0,16,3667243,2241114,171351,42365,621475,233,140622,89762,50860,10166,7352,2814,69156,69142,14,0,110086,94219,9601,14607,219944,0,1247593,828848,51046,367698,1
2021-03-03,6987525,243728,174736,68992,6065224,227560,694725,4634821,2352720,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6987525,0,16,3760623,2304601,179767,47793,694415,310,156867,93380,63487,13844,8416,5428,73017,72940,77,0,120669,101381,11624,17234,243728,0,1315357,852875,57111,405371,0
2021-03-04,7230667,243142,180464,62678,6207620,241612,781419,4815285,2415398,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7230667,0,16,3845600,2362020,188619,52993,781050,369,142396,84977,57419,14052,8852,5200,86694,86635,59,0,111264,109772,12386,15763,243142,0,1369151,864037,64459,440655,0
2021-03-05,7499820,269153,201729,67424,6354884,254943,889977,5017014,2482822,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7499820,0,16,3931321,2423563,196113,58830,889564,413,147264,85721,61543,13331,7494,5837,108558,108514,44,0,117945,125041,14949,15447,269153,0,1428507,871024,68955,488528,0
2021-03-06,7702308,202488,153197,49291,6465655,263534,973103,5170211,2532113,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7702308,0,16,3995019,2470636,202509,61025,972667,436,110771,63698,47073,8591,6396,2195,83126,83103,23,0,89511,94681,10430,9518,202488,0,1482374,888964,73344,520066,0
2021-03-07,7852697,150389,115930,34459,6548140,270265,1034276,5286141,2566572,0.064,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7852697,0,16,4045403,2502737,206898,63367,1033824,452,82485,50384,32101,6731,4389,2342,61173,61157,16,0,71282,66068,8107,5565,150389,0,1524663,909051,76124,539488,0
2021-03-08,8091912,239215,186712,52503,6683865,281273,1126758,5472853,2619075,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8091912,0,16,4132001,2551864,214561,66712,1126275,483,135725,86598,49127,11008,7663,3345,92482,92451,31,0,118828,95840,16349,12320,239215,0,1568059,916130,77723,574206,0
2021-03-09,8342386,250474,195711,54763,6824007,294134,1224229,5668564,2673838,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8342386,0,16,4220806,2603201,224061,70073,1223681,548,140142,88805,51337,12861,9500,3361,97471,97406,65,0,120904,102416,17409,13547,250474,0,1598589,915650,80418,602521,0
2021-03-10,8626138,283752,218066,65686,6981657,305587,1338878,5886630,2739524,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8625167,971,16,4315925,2665732,232413,73174,1338276,602,157650,95119,62531,11453,8352,3101,114649,114595,54,0,130888,113519,20726,18367,282781,971,1638613,916433,78027,644153,0
2021-03-11,8907753,281615,220712,60903,7130748,318814,1458175,6107342,2800427,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8906127,1626,16,4408411,2722337,241396,77418,1457519,656,149091,92486,56605,13227,8983,4244,119297,119243,54,0,128872,119872,21144,13619,280960,655,1677086,923128,77202,676756,0
2021-03-12,9231794,324041,252392,71649,7283622,336386,1611770,6359734,2872076,0.076,0.035,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9229958,1836,16,4494651,2788971,254238,82148,1610829,941,152874,86240,66634,17572,12842,4730,153595,153310,285,0,134014,151672,22677,15455,323831,210,1731974,928738,81443,721793,0
