location,date,population,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,new_vacs_7day_rollsum,new_vacs_7day_rollsum_per_100k,new_vacs_14day_rollsum,new_vacs_14ay_rollsum_per_100k
Belgium,2021-01-20,11589616,177978,177258,977,21501,15310,1.54,1.53,0.01,1321,107172,924.7243394431705,171519,1479.9368676235692
Belgium,2021-01-21,11589616,208228,207507,1002,30250,16302,1.8,1.79,0.01,1407,114111,984.5969012260631,193474,1669.3736876182957
Belgium,2021-01-22,11589616,238130,237376,1068,29902,17215,2.05,2.05,0.01,1485,120508,1039.7928628524016,214100,1847.3433459745345
Belgium,2021-01-23,11589616,246542,245781,1086,8412,17675,2.13,2.12,0.01,1525,123723,1067.533212489525,219294,1892.1593260725808
Belgium,2021-01-24,11589616,248417,247656,1086,1875,17470,2.14,2.14,0.01,1507,122292,1055.185952666594,220766,1904.860350852004
Belgium,2021-01-25,11589616,259707,258944,1111,11290,17504,2.24,2.23,0.01,1510,122528,1057.2222582698168,226467,1954.0509366315503
Belgium,2021-01-26,11589616,272475,269978,2864,12768,16571,2.35,2.33,0.02,1430,115998,1000.8787176382721,223318,1926.8800622902434
Belgium,2021-01-27,11589616,289020,283102,6324,16545,15863,2.49,2.44,0.05,1369,111042,958.1162999705944,218214,1882.8406394137648
Belgium,2021-01-28,11589616,312475,298961,13950,23455,14892,2.7,2.58,0.12,1285,104247,899.4862297422106,218358,1884.0831309682737
Belgium,2021-01-29,11589616,333658,311173,22955,21183,13647,2.88,2.68,0.2,1178,95528,824.2550917994178,216036,1864.0479546518195
Belgium,2021-01-30,11589616,338147,312777,25852,4489,13086,2.92,2.7,0.22,1129,91605,790.405825352626,215328,1857.9390378421513
Belgium,2021-01-31,11589616,339064,313352,26194,917,12950,2.93,2.7,0.23,1117,90647,782.1398051497133,212939,1837.3257578163073
Belgium,2021-02-01,11589616,346791,317291,29995,7727,12441,2.99,2.74,0.26,1073,87084,751.3967675891937,209612,1808.6190258590104
Belgium,2021-02-02,11589616,371041,327444,44121,24250,14081,3.2,2.83,0.38,1215,98566,850.468212234124,214564,1851.3469298723962
Belgium,2021-02-03,11589616,401837,337562,64821,30796,16117,3.47,2.91,0.56,1391,112817,973.4317340626299,223859,1931.5480340332242
Belgium,2021-02-04,11589616,435887,347483,88960,34050,17630,3.76,3,0.77,1521,123412,1064.849775868329,227659,1964.3360056105398
Belgium,2021-02-05,11589616,466613,355452,111747,30726,18994,4.03,3.07,0.96,1639,132955,1147.1907265952557,228483,1971.4458183946733
Belgium,2021-02-06,11589616,473102,356635,117066,6489,19279,4.08,3.08,1.01,1663,134955,1164.447553741211,226560,1954.8533790938372
Belgium,2021-02-07,11589616,476483,356949,120133,3381,19631,4.11,3.08,1.04,1694,137419,1185.7079647850283,228066,1967.8477699347416
Belgium,2021-02-08,11589616,486616,359325,127901,10133,19975,4.2,3.1,1.1,1724,139825,1206.4679278416127,226909,1957.8646954308065
Belgium,2021-02-09,11589616,514367,367430,147563,27751,20475,4.44,3.17,1.27,1767,143326,1236.6760037606077,241892,2087.144215994732
Belgium,2021-02-10,11589616,539838,373980,166506,25471,19714,4.66,3.23,1.44,1701,138001,1190.7297014845014,250818,2164.161435547131
Belgium,2021-02-11,11589616,576067,382015,194710,36229,20026,4.97,3.3,1.68,1728,140180,1209.5310146600198,263592,2274.380790528349
Belgium,2021-02-12,11589616,610795,388674,222808,34728,20597,5.27,3.35,1.92,1777,144182,1244.0619257790768,277137,2391.2526523743322
Belgium,2021-02-13,11589616,619436,389251,230887,8641,20905,5.34,3.36,1.99,1804,146334,1262.630271788125,281289,2427.077825529336
Belgium,2021-02-14,11589616,621358,389323,232737,1922,20696,5.36,3.36,2.01,1786,144875,1250.0414163851503,282294,2435.749381170179
Belgium,2021-02-15,11589616,635046,391381,244371,13688,21204,5.48,3.38,2.11,1830,148430,1280.7154266370862,288255,2487.183354478699
Belgium,2021-02-16,11589616,649853,395706,254863,14807,19355,5.61,3.41,2.2,1670,135486,1169.0292413484624,278812,2405.7052451090703
Belgium,2021-02-17,11589616,669609,402845,267493,19756,18539,5.78,3.48,2.31,1600,129771,1119.7178577788945,267772,2310.4475592633958
Belgium,2021-02-18,11589616,697495,413605,284619,27886,17347,6.02,3.57,2.46,1497,121428,1047.7310033395413,261608,2257.262017999561
Belgium,2021-02-19,11589616,728411,431555,297607,30916,16802,6.29,3.72,2.57,1450,117616,1014.8394907993501,261798,2258.901416578427
Belgium,2021-02-20,11589616,734357,435923,299197,5946,16417,6.34,3.76,2.58,1417,114921,991.585916220175,261255,2254.2161880083
Belgium,2021-02-21,11589616,736511,437812,299462,2154,16450,6.35,3.78,2.58,1419,115153,993.5877081691059,260028,2243.629124554256
Belgium,2021-02-22,11589616,749141,447545,302359,12630,16299,6.46,3.86,2.61,1406,114095,984.4588466088954,262525,2265.1742732459816
Belgium,2021-02-23,11589616,769063,459573,310261,19922,17030,6.64,3.97,2.68,1469,119210,1028.5931820346766,254696,2197.622423383139
Belgium,2021-02-24,11589616,792112,474408,318488,23049,17500,6.83,4.09,2.75,1510,122503,1057.0065479304924,252274,2176.7244057093867
Belgium,2021-02-25,11589616,823835,497128,327493,31723,18049,7.11,4.29,2.83,1557,126340,1090.113770810008,247768,2137.8447741495493
Belgium,2021-02-26,11589616,855689,522250,334247,31854,18183,7.38,4.51,2.88,1569,127278,1098.207222741461,244894,2113.046713540811
Belgium,2021-02-27,11589616,860080,525862,335038,4391,17960,7.42,4.54,2.89,1550,125723,1084.7900396354805,240644,2076.375955855656
Belgium,2021-02-28,11589616,860918,526445,335293,838,17772,7.43,4.54,2.89,1533,124407,1073.4350473734419,239560,2067.0227555425477
Belgium,2021-03-01,11589616,874314,537131,338003,13396,17882,7.54,4.63,2.92,1543,125173,1080.0444121703429,239268,2064.5032587792384
Belgium,2021-03-02,11589616,897792,553832,344791,23478,18390,7.75,4.78,2.97,1587,128729,1110.7270508358517,247939,2139.3202328705283
Belgium,2021-03-03,11589616,927707,577666,350884,29915,19371,8,4.98,3.03,1671,135595,1169.9697384279168,258098,2226.976286358409
Belgium,2021-03-04,11589616,977028,618427,359444,49321,21885,8.43,5.34,3.1,1888,153193,1321.8125604851791,279533,2411.926331295187
Belgium,2021-03-05,11589616,1021236,656098,365991,44208,23650,8.81,5.66,3.16,2041,165547,1428.4079817657462,292825,2526.615204507207
Belgium,2021-03-06,11589616,1029485,663753,366596,8249,24201,8.88,5.73,3.16,2088,169405,1461.6964013302943,295128,2546.486440965775
Belgium,2021-03-07,11589616,1030956,665047,366773,1471,24291,8.9,5.74,3.16,2096,170038,1467.1581871219892,294445,2540.5932344954313
Belgium,2021-03-08,11589616,1048190,680317,368737,17234,24839,9.04,5.87,3.18,2143,173876,1500.274038415078,299049,2580.3184505854206
Belgium,2021-03-09,11589616,1076828,701575,376128,28638,25577,9.29,6.05,3.25,2207,179036,1544.796652451643,307765,2655.5237032874948
Belgium,2021-03-10,11589616,1112621,728308,385199,35793,26416,9.6,6.28,3.32,2279,184914,1595.5144674336061,320509,2765.484205861523
Belgium,2021-03-11,11589616,1166513,772228,395173,53892,27069,10.07,6.66,3.41,2336,189485,1634.9549458756874,342678,2956.7675063608667
Belgium,2021-03-12,11589616,1210818,803078,408639,44305,27083,10.45,6.93,3.53,2337,189582,1635.7919019922663,355129,3064.1998837580127
Belgium,2021-03-13,11589616,1220561,810653,410817,9743,27297,10.53,6.99,3.54,2355,191076,1648.682751870295,360481,3110.3791532005894
Belgium,2021-03-14,11589616,1221978,810798,412089,1417,27289,10.54,7,3.56,2355,191022,1648.2168175373542,361060,3115.3750046593436
Belgium,2021-03-15,11589616,1252453,836640,416723,30475,29180,10.81,7.22,3.6,2518,204263,1762.4656416571524,378139,3262.7396800722304
Belgium,2021-03-16,11589616,1299141,879151,420906,46688,31759,11.21,7.59,3.63,2740,222313,1918.2085066494008,401349,3463.005159101044
Belgium,2021-03-17,11589616,1347000,918259,429657,47859,33483,11.62,7.92,3.71,2889,234379,2022.3189448209503,419293,3617.833412254556
Belgium,2021-03-18,11589616,1421700,976361,446255,74700,36455,12.27,8.42,3.85,3145,255187,2201.858974447471,444672,3836.8139203231585
Belgium,2021-03-19,11589616,1489238,1025195,464960,67538,39774,12.85,8.85,4.01,3432,278420,2402.322906988463,468002,4038.1148089807293
Belgium,2021-03-20,11589616,1511383,1045993,466310,22145,41546,13.04,9.03,4.02,3585,290822,2509.332492120533,481898,4158.015243990828
Belgium,2021-03-21,11589616,1512290,1046387,466823,907,41473,13.05,9.03,4.03,3578,290312,2504.932001198314,481334,4153.148818735668
Belgium,2021-03-22,11589616,1544800,1073673,472047,32510,41764,13.33,9.26,4.07,3604,292347,2522.490822819324,496610,4284.956464476476
Belgium,2021-03-23,11589616,1592630,1115897,477655,47830,41927,13.74,9.63,4.12,3618,293489,2532.3444711196644,515802,4450.552977769065
Belgium,2021-03-24,11589616,1654247,1167032,488138,61617,43892,14.27,10.07,4.21,3787,307247,2651.0541850566924,541626,4673.373129877642
Belgium,2021-03-25,11589616,1731646,1224791,507778,77399,44278,14.94,10.57,4.38,3820,309946,2674.342273290159,565133,4876.20124773763
Belgium,2021-03-26,11589616,1800198,1274330,526793,68552,44423,15.53,11,4.55,3833,310960,2683.0914846531587,589380,5085.4143916416215
Belgium,2021-03-27,11589616,1822349,1292716,530558,22151,44424,15.72,11.15,4.58,3833,310966,2683.1432551345965,601788,5192.475747255129
Belgium,2021-03-28,11589616,1824690,1294111,531504,2341,44629,15.74,11.17,4.59,3851,312400,2695.5164001982466,602712,5200.448401396561
Belgium,2021-03-29,11589616,1848157,1312369,536713,23467,43337,15.95,11.32,4.63,3739,303357,2617.4896562578087,595704,5139.980479077133
Belgium,2021-03-30,11589616,1880129,1338654,542400,31972,41071,16.22,11.55,4.68,3544,287499,2480.660273817528,580988,5013.004744937192
Belgium,2021-03-31,11589616,1964826,1412196,553557,84697,44368,16.95,12.19,4.78,3828,310579,2679.804059081854,617826,5330.858244138546
Belgium,2021-04-01,11589616,2066205,1488971,578183,101379,47794,17.83,12.85,4.99,4124,334559,2886.7134165618604,644505,5561.05568985202
Belgium,2021-04-02,11589616,2148550,1553324,596675,82345,49765,18.54,13.4,5.15,4294,348352,3005.7251249739425,659312,5688.816609627101
Belgium,2021-04-03,11589616,2169335,1572769,598049,20785,49569,18.72,13.57,5.16,4277,346986,2993.938712033255,657952,5677.081967167851
Belgium,2021-04-04,11589616,2169417,1572784,598116,82,49247,18.72,13.57,5.16,4249,344727,2974.447125771898,657127,5669.9635259701445
Belgium,2021-04-05,11589616,2184007,1584740,600753,14590,47979,18.84,13.67,5.18,4140,335850,2897.8526984845744,639207,5515.342354742384
Belgium,2021-04-06,11589616,2230762,1622422,609872,46755,50090,19.25,14,5.26,4322,350633,3025.4065363339046,638132,5506.066810151432
Belgium,2021-04-07,11589616,2278469,1660450,619634,47707,44806,19.66,14.33,5.35,3866,313643,2706.241518269458,624222,5386.045577351312
Belgium,2021-04-08,11589616,2404267,1769831,636073,125798,48295,20.75,15.27,5.49,4167,338062,2916.938749308001,672621,5803.652165869862
Belgium,2021-04-09,11589616,2538564,1888941,651331,134297,55716,21.9,16.3,5.62,4807,390014,3365.202091251341,738366,6370.927216225284
Belgium,2021-04-10,11589616,2607055,1953482,655315,68491,62531,22.49,16.86,5.65,5395,437720,3776.8291891638173,784706,6770.767901197072
Belgium,2021-04-11,11589616,2610957,1957073,655627,3902,63077,22.53,16.89,5.66,5443,441540,3809.789729012592,786267,6784.23685478449
Belgium,2021-04-12,11589616,2659581,1996721,664626,48624,67939,22.95,17.23,5.73,5862,475574,4103.449156555316,811424,7001.301855039891
Belgium,2021-04-13,11589616,2731809,2060717,672935,72228,71578,23.57,17.78,5.81,6176,501047,4323.240735499779,851680,7348.647271833684
Belgium,2021-04-14,11589616,2832389,2136703,697530,100580,79131,24.44,18.44,6.02,6828,553920,4779.450846343831,867563,7485.692364613289
Belgium,2021-04-15,11589616,2943726,2221487,724085,111337,77066,25.4,19.17,6.25,6650,539459,4654.675357665,877521,7571.614106973001
Belgium,2021-04-16,11589616,3037566,2298056,741357,93840,71286,26.21,19.83,6.4,6151,499002,4305.595629743039,889016,7670.79772099438
Belgium,2021-04-17,11589616,3095627,2350352,747122,58061,69796,26.71,20.28,6.45,6022,488572,4215.601276176882,926292,7992.430465340699
Belgium,2021-04-18,11589616,3101603,2356256,747194,5976,70092,26.76,20.33,6.45,6048,490646,4233.496605927237,932186,8043.286334939829
Belgium,2021-04-19,11589616,3162475,2412819,751503,60872,71842,27.29,20.82,6.48,6199,502894,4339.1774153690685,978468,8442.626571924386
Belgium,2021-04-20,11589616,3212541,2459830,754561,50066,68676,27.72,21.22,6.51,5926,480732,4147.954513764736,981779,8471.195249264514
Belgium,2021-04-21,11589616,3304240,2547055,759036,91699,67407,28.51,21.98,6.55,5816,471851,4071.3255728231206,1025771,8850.776419166952
Belgium,2021-04-22,11589616,3399851,2636815,764887,95611,65161,29.34,22.75,6.6,5622,456125,3935.6351409744725,995584,8590.310498639472
Belgium,2021-04-23,11589616,3471592,2701545,771899,71741,62004,29.95,23.31,6.66,5350,434026,3744.9558294252374,933028,8050.551459168277
Belgium,2021-04-24,11589616,3517783,2745972,773664,46191,60308,30.35,23.69,6.68,5204,422156,3642.5365603139917,910728,7858.137836490873
Belgium,2021-04-25,11589616,3524070,2752243,773680,6287,60352,30.41,23.75,6.68,5207,422467,3645.2199969351877,913113,7878.716602862425
Belgium,2021-04-26,11589616,3586774,2808160,780468,62704,60614,30.95,24.23,6.73,5230,424299,3661.027250600883,927193,8000.204665969952
Belgium,2021-04-27,11589616,3639508,2846459,794910,52734,60995,31.4,24.56,6.86,5263,426967,3684.0478580135873,907699,7832.002371778323
Belgium,2021-04-28,11589616,3733890,2925765,810091,94382,61379,32.22,25.24,6.99,5296,429650,3707.1978916298867,901501,7778.523464453007
Belgium,2021-04-29,11589616,3839365,3012987,829571,105475,62788,33.13,26,7.16,5418,439514,3792.308563113739,895639,7727.943704088212
Belgium,2021-04-30,11589616,3921407,3073349,852132,82042,64259,33.84,26.52,7.35,5545,449815,3881.189851328983,883841,7626.14568075422
Belgium,2021-05-01,11589616,3968587,3113025,860133,47180,64401,34.24,26.86,7.42,5557,450804,3889.723352352658,872960,7532.259912666649
Belgium,2021-05-02,11589616,3972164,3116509,860233,3577,64013,34.27,26.89,7.42,5523,448094,3866.3403515698883,870561,7511.560348505076
Belgium,2021-05-03,11589616,4050793,3182779,875198,78629,66288,34.95,27.46,7.55,5720,464019,4003.747837719559,888318,7664.775088320442
Belgium,2021-05-04,11589616,4133624,3250034,894056,82831,70588,35.67,28.04,7.71,6091,494116,4263.43720102547,921083,7947.485059039057
Belgium,2021-05-05,11589616,4288241,3334259,968126,154617,79193,37,28.77,8.35,6833,554351,4783.169692593784,984001,8490.367584223672
Belgium,2021-05-06,11589616,4449676,3422602,1046029,161435,87187,38.39,29.53,9.03,7523,610311,5266.015716137618,1049825,9058.324279251357
Belgium,2021-05-07,11589616,4604674,3523049,1105016,154998,97610,39.73,30.4,9.53,8422,683267,5895.510256767783,1133082,9776.700108096766
Belgium,2021-05-08,11589616,4694390,3603425,1116062,89716,103686,40.51,31.09,9.63,8946,725803,6262.528456507964,1176607,10152.251808860621
Belgium,2021-05-09,11589616,4702297,3611264,1116165,7907,104305,40.57,31.16,9.63,9000,730133,6299.889487278958,1178227,10166.229838848845
Belgium,2021-05-10,11589616,4786161,3690646,1122007,83864,105053,41.3,31.84,9.68,9064,735368,6345.059232333496,1199387,10348.807070053055
Belgium,2021-05-11,11589616,4854672,3749283,1133087,68511,103007,41.89,32.35,9.78,8888,721048,6221.500349968454,1215164,10484.937550993925
Belgium,2021-05-12,11589616,4947183,3814371,1161775,92511,94135,42.69,32.91,10.02,8122,658942,5685.624096605099,1213293,10468.793789198884
Belgium,2021-05-13,11589616,5065852,3852843,1242299,118669,88025,43.71,33.24,10.72,7595,616176,5316.621361743133,1226487,10582.637077880752
Belgium,2021-05-14,11589616,5210257,3895100,1345436,144405,86512,44.96,33.61,11.61,7465,605583,5225.22057676458,1288850,11120.730833532363
Belgium,2021-05-15,11589616,5297594,3927505,1400639,87337,86172,45.71,33.89,12.09,7435,603204,5204.693580874466,1329007,11467.22203738243
Belgium,2021-05-16,11589616,5303621,3929740,1404466,6027,85903,45.76,33.91,12.12,7412,601324,5188.472163357268,1331457,11488.361650636225
Belgium,2021-05-17,11589616,5411566,4015543,1430120,107945,89344,46.69,34.65,12.34,7709,625405,5396.2529906081445,1360773,11741.31222294164
Belgium,2021-05-18,11589616,5544432,4117932,1463965,132866,98537,47.84,35.53,12.63,8502,689760,5951.5345460971275,1410808,12173.034896065583
Belgium,2021-05-19,11589616,5685305,4195562,1530874,140873,105446,49.06,36.2,13.21,9098,738122,6368.821883313477,1397064,12054.445979918575
Belgium,2021-05-20,11589616,5830278,4264176,1612434,144973,109204,50.31,36.79,13.91,9423,764426,6595.783673937083,1380602,11912.405035680216
Belgium,2021-05-21,11589616,5957544,4333699,1673646,127266,106755,51.4,37.39,14.44,9211,747287,6447.901293709818,1352870,11673.121870474397
Belgium,2021-05-22,11589616,6046386,4378042,1718683,88842,106970,52.17,37.78,14.83,9230,748792,6460.88705613715,1351996,11665.580637011615
Belgium,2021-05-23,11589616,6055889,4384840,1721427,9503,107467,52.25,37.83,14.85,9273,752268,6490.87942171682,1353592,11679.351585074088
Belgium,2021-05-24,11589616,6117690,4411320,1757732,61801,100875,52.79,38.06,15.17,8704,706124,6092.729905805335,1331529,11488.98289641348
Belgium,2021-05-25,11589616,6216927,4470835,1804317,99237,96071,53.64,38.58,15.57,8289,672495,5802.564985759666,1362255,11754.099531856793
Belgium,2021-05-26,11589616,6339093,4506543,1895688,122166,93398,54.7,38.88,16.36,8059,653788,5641.153253049972,1391910,12009.975136363448
Belgium,2021-05-27,11589616,6477957,4547871,1997484,138864,92526,55.89,39.24,17.24,7984,647679,5588.442274532651,1412105,12184.225948469733
Belgium,2021-05-28,11589616,6587902,4586778,2072236,109945,90051,56.84,39.58,17.88,7770,630358,5438.989523035103,1377645,11886.89081674492
Belgium,2021-05-29,11589616,6677736,4629457,2121781,89834,90193,57.62,39.94,18.31,7782,631350,5447.548909299498,1380142,11908.435965436647
Belgium,2021-05-30,11589616,6689132,4633838,2128911,11396,90463,57.72,39.98,18.37,7806,633243,5463.882496193144,1385511,11954.761917909964
Belgium,2021-05-31,11589616,6808995,4699828,2186043,119863,98758,58.75,40.55,18.86,8521,691305,5964.865445067378,1397429,12057.595350872713
Belgium,2021-06-01,11589616,6912853,4765399,2233189,103858,99418,59.65,41.12,19.27,8578,695926,6004.737344188108,1368421,11807.302329947774
Belgium,2021-06-02,11589616,7079038,4844703,2323103,166185,105706,61.08,41.8,20.04,9121,739945,6384.551481257015,1393733,12025.704734306986
Belgium,2021-06-03,11589616,7264740,4937255,2419467,185702,112398,62.68,42.6,20.88,9698,786783,6788.689116188147,1434462,12377.131390720797
Belgium,2021-06-04,11589616,7415464,5017981,2492141,150724,118223,63.98,43.3,21.5,10201,827562,7140.547193280606,1457920,12579.53671631571
Belgium,2021-06-05,11589616,7553437,5106559,2543404,137973,125100,65.17,44.06,21.95,10794,875701,7555.910394270181,1507051,13003.459303569678
Belgium,2021-06-06,11589616,7583916,5131696,2549268,30479,127826,65.44,44.28,22,11029,894784,7720.566410483316,1528027,13184.44890667646
Belgium,2021-06-07,11589616,7748069,5229799,2623727,164153,134153,66.85,45.12,22.64,11575,939074,8102.7188476305,1630379,14067.584292697878
Belgium,2021-06-08,11589616,7888442,5309518,2700085,140373,139370,68.06,45.81,23.3,12025,975589,8417.785369247782,1671515,14422.52271343589
Belgium,2021-06-09,11589616,8000922,5363356,2761505,112480,131698,69.04,46.28,23.83,11363,921884,7954.396418311013,1661829,14338.947899568027
European Union,2020-12-21,444919060,3,3,NA,NA,0,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-22,444919060,4,4,NA,1,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-23,444919060,7,7,NA,3,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-24,444919060,8,8,NA,1,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-25,444919060,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA
European Union,2020-12-26,444919060,9,9,NA,NA,1,0,0,NA,0,NA,NA,NA,NA
European Union,2020-12-27,444919060,55656,55639,17,55647,7950,0.01,0.01,0,18,NA,NA,NA,NA
European Union,2020-12-28,444919060,93424,92274,56,37768,13346,0.02,0.02,0,30,NA,NA,NA,NA
European Union,2020-12-29,444919060,184656,181415,790,91232,26379,0.04,0.04,0,59,NA,NA,NA,NA
European Union,2020-12-30,444919060,328364,323669,924,143708,46908,0.07,0.07,0,105,NA,NA,NA,NA
European Union,2020-12-31,444919060,437359,427627,1073,108995,62479,0.1,0.1,0,140,NA,NA,NA,NA
European Union,2021-01-01,444919060,471738,461996,1083,34379,67390,0.11,0.1,0,151,NA,NA,NA,NA
European Union,2021-01-02,444919060,577862,567835,1381,106124,82550,0.13,0.13,0,186,577853,129.878229986371,NA,NA
European Union,2021-01-03,444919060,670307,653384,1387,92445,87807,0.15,0.15,0,197,614651,138.14894781086699,NA,NA
European Union,2021-01-04,444919060,946817,922804,1442,276510,121913,0.21,0.21,0,274,853393,191.80859547801796,NA,NA
European Union,2021-01-05,444919060,1262007,1230123,1489,315190,153907,0.28,0.28,0,346,1077351,242.14539156852484,NA,NA
European Union,2021-01-06,444919060,1520801,1478408,1519,258794,170348,0.34,0.33,0,383,1192437,268.0121188784315,NA,NA
European Union,2021-01-07,444919060,1917639,1850164,1537,396838,211469,0.43,0.42,0,475,1480280,332.70770643091805,NA,NA
European Union,2021-01-08,444919060,2288882,2218095,1895,371243,259592,0.51,0.5,0,583,1817144,408.42125307016516,NA,NA
European Union,2021-01-09,444919060,2483124,2412289,1953,194242,272180,0.56,0.54,0,612,1905262,428.22665318046836,2483115,558.1048831668394
European Union,2021-01-10,444919060,2730812,2606818,1975,247688,294358,0.61,0.59,0,662,2060505,463.11906709503523,2675156,601.2680149059022
European Union,2021-01-11,444919060,3166329,3031639,2040,435517,317073,0.71,0.68,0,713,2219512,498.8574775825518,3072905,690.6660730605697
European Union,2021-01-12,444919060,3634375,3487854,2120,468046,338910,0.82,0.78,0,762,2372368,533.2133894196396,3449719,775.3587809881644
European Union,2021-01-13,444919060,4236005,4037301,2333,601630,387886,0.95,0.91,0,872,2715204,610.2692026725041,3907641,878.2813215509356
European Union,2021-01-14,444919060,4768732,4550308,2530,532727,407299,1.07,1.02,0,915,2851093,640.8116118918349,4331373,973.519318322753
European Union,2021-01-15,444919060,5293722,5057239,3377,524990,429263,1.19,1.14,0,965,3004840,675.3677848730508,4821984,1083.789037943216
European Union,2021-01-16,444919060,5514974,5270287,4494,221252,433121,1.24,1.18,0,973,3031850,681.4385519919061,4937112,1109.6652051723745
European Union,2021-01-17,444919060,5803041,5512622,30285,288067,438890,1.3,1.24,0.01,986,3072229,690.5141353126118,5132734,1153.6332024076469
European Union,2021-01-18,444919060,6288612,6071281,68971,485571,446040,1.41,1.36,0.02,1003,3122283,701.7642714609709,5341795,1200.6217490435226
European Union,2021-01-19,444919060,6848587,6553275,145721,559975,459173,1.54,1.47,0.03,1032,3214212,722.4262318633865,5586580,1255.6396212830261
European Union,2021-01-20,444919060,7465722,7031038,250980,617135,461388,1.68,1.58,0.06,1037,3229717,725.9111353871871,5944921,1336.1803380596912
European Union,2021-01-21,444919060,8096968,7514791,382258,631246,475462,1.82,1.69,0.09,1069,3328236,748.0542640722113,6179329,1388.8658759640462
European Union,2021-01-22,444919060,8635665,7941323,470849,538697,477420,1.94,1.78,0.11,1073,3341943,751.1350491480406,6346783,1426.5028340210915
