date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_erst_kumulativ,dosen_zweit_kumulativ,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-03-10,8571791,284860,218807,66053,6925255,306206,1340311,5837826,2733984,0.07,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8570820,971,19,4266124,2659131,232384,73822,1339299,1012,5837807,2733984,158412,95612,62800,11607,8404,3203,114841,114791,50,0,130888,113519,20726,18367,283889,971,1637388,911970,77951,647466,1
2021-03-11,8853506,281715,221151,60564,7073126,319810,1460551,6058977,2794548,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8851880,1626,19,4357732,2715394,241736,78074,1459490,1061,6058958,2794548,147871,91608,56263,13604,9352,4252,120240,120191,49,0,128872,119872,21144,13619,281060,655,1676601,919149,77202,680249,1
2021-03-12,9178217,324711,253979,70732,7224324,336985,1616889,6312956,2865280,0.076,0.034,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9176381,1836,19,4442845,2781479,254418,82567,1615674,1215,6312937,2865280,151198,85113,66085,17175,12682,4493,156338,156184,154,0,134014,151672,22677,15455,324501,210,1730717,922853,81214,726650,0
2021-03-13,9425977,247760,198154,49606,7339313,346643,1740002,6511110,2914886,0.078,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,9423985,1992,19,4509629,2829684,262715,83928,1738747,1255,6511091,2914886,114989,66784,48205,9658,8297,1361,123113,123073,40,0,109562,112946,20510,8048,247604,156,1776813,928261,82400,766152,0
2021-03-14,9597016,171039,135114,35925,7428291,351794,1816912,6646224,2950811,0.08,0.035,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,9595014,2002,19,4563665,2864626,266895,84899,1815645,1267,6646205,2950811,88978,54036,34942,5151,4180,971,76910,76898,12,0,84997,66511,16115,3464,171029,10,1797410,935307,80781,781322,0
2021-03-15,9843915,246899,188003,58896,7580555,364267,1899074,6834227,3009707,0.082,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,9841630,2285,19,4658741,2921814,277739,86528,1897728,1346,6834208,3009707,152264,95076,57188,12473,10844,1629,82162,82083,79,0,134420,84140,20066,11314,246616,283,1807218,953526,82311,771381,0
2021-03-16,10021537,177622,110357,67265,7745915,375359,1900244,6944584,3076972,0.084,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,10018705,2832,19,4759195,2986720,286474,88885,1898896,1348,6944565,3076972,165360,100454,64906,11092,8735,2357,1170,1168,2,0,127011,34635,12412,10736,177075,547,1734606,979072,80760,674774,0
2021-03-17,10225594,204057,124194,79863,7931321,393298,1900956,7068778,3156835,0.085,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,10222145,3449,19,4869530,3061791,299626,93672,1899603,1353,7068759,3156835,185406,110335,75071,17939,13152,4787,712,707,5,0,144973,37756,13464,12047,203440,617,1653803,1006066,87092,560645,0
2021-03-18,10418162,192568,117725,74843,8104715,411327,1902101,7186503,3231678,0.086,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,10414290,3872,19,4973204,3131511,312535,98792,1900745,1356,7186484,3231678,173394,103674,69720,18029,12909,5120,1145,1142,3,0,139951,34919,12555,10250,192145,423,1564656,1031589,91517,441550,0
2021-03-19,10661574,243412,160314,83098,8288989,431843,1940723,7346817,3314776,0.088,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,10657171,4403,19,5081024,3207965,326462,105381,1939312,1411,7346798,3314776,184274,107820,76454,20516,13927,6589,38622,38567,55,0,149550,65165,18209,11872,242881,531,1483357,1064665,94858,323834,0
2021-03-20,10881816,220242,166976,53266,8424253,447117,2010427,7513793,3368042,0.09,0.04,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,10877089,4727,19,5166864,3257389,337922,109195,2008988,1439,7513774,3368042,135264,85840,49424,15274,11460,3814,69704,69676,28,0,116588,77995,19601,6125,219918,324,1455839,1084940,100474,270425,0
2021-03-21,11047725,165909,127270,38639,8527344,456568,2063794,7641063,3406681,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,11042998,4727,19,5234594,3292750,344118,112450,2062332,1462,7641044,3406681,103091,67730,35361,9451,6196,3255,53367,53344,23,0,93213,52366,16559,2500,165909,0,1450709,1099053,104774,246882,0
2021-03-22,11315508,267783,191691,76092,8693592,480275,2141622,7832754,3482773,0.094,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,11309253,6255,19,5332161,3361431,360465,119810,2140109,1513,7832735,3482773,166248,97567,68681,23707,16347,7360,77828,77777,51,0,157875,71965,22305,9578,266255,1528,1471593,1113037,116008,242548,0
2021-03-23,11613630,298122,215154,82968,8873858,500022,2239731,8047908,3565741,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,11602387,11243,19,5434442,3439416,375285,124737,2238162,1569,8047889,3565741,180266,102281,77985,19747,14820,4927,98109,98053,56,0,160566,88644,27709,11468,293134,4988,1592093,1127943,124663,339487,0
2021-03-24,11947855,334225,246230,87995,9071152,533309,2343375,8294138,3653736,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,11930820,17035,19,5549053,3522099,403314,129995,2341752,1623,8294119,3653736,197294,114611,82683,33287,28029,5258,103644,103590,54,0,174662,97179,31683,15510,328433,5792,1722261,1139831,140011,442419,0
2021-03-25,12285234,337379,257523,79856,9257954,560950,2466311,8551661,3733592,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,12262254,22980,19,5661624,3596330,425422,135528,2464596,1715,8551642,3733592,186802,112571,74231,27641,22108,5533,122936,122844,92,0,166089,108010,34827,11077,331434,5945,1867072,1153239,149623,564210,0
2021-03-26,12661948,376714,287948,88766,9461056,597833,2603040,8839609,3822358,0.106,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,12632654,29294,19,5782714,3678342,455643,142190,2601233,1807,8839590,3822358,203102,121090,82012,36883,30221,6662,136729,136637,92,0,172892,124201,39665,15083,370400,6314,2000374,1172067,165990,662317,0
2021-03-27,12948941,286993,224607,62386,9613763,625371,2709788,9064216,3884744,0.109,0.047,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,12917297,31644,19,5876144,3737619,480133,145238,2707920,1868,9064197,3884744,152707,93430,59277,27538,24490,3048,106748,106687,61,0,143223,95587,33727,4821,284643,2350,2067125,1189510,178254,699361,0
2021-03-28,13146250,197309,144408,52901,9732119,643914,2770196,9208626,3937645,0.111,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,13114415,31835,21,5944907,3787212,495421,148493,2768277,1919,9208605,3937645,118356,68763,49593,18543,15288,3255,60408,60357,51,2,105990,53515,23926,3467,197118,191,2098525,1204775,187346,706402,2
2021-03-29,13456559,310309,221006,89303,9921848,669770,2864920,9429632,4026948,0.113,0.048,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,13418776,37783,21,6052661,3869187,514008,155762,2862942,1978,9429611,4026948,189729,107754,81975,25856,18587,7269,94724,94665,59,0,165787,71367,38590,9695,304361,5948,2141051,1228256,189495,723298,2
2021-03-30,13787563,331004,236991,94013,10140790,695928,2950824,9666623,4120961,0.116,0.05,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,13737644,49919,21,6185044,3955746,532777,163151,2948781,2043,9666602,4120961,218942,132383,86559,26158,18769,7389,85904,85839,65,0,173080,69460,46318,10722,318868,12136,2173933,1266932,195906,711093,2
2021-03-31,14127100,339537,236267,103270,10388996,734007,3004076,9902890,4224231,0.119,0.051,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,14060866,66234,21,6338875,4050121,561997,172010,3001997,2079,9902869,4224231,248206,153831,94375,38079,29220,8859,53252,53216,36,0,182604,64644,46964,11549,323222,16315,2179245,1317844,200698,660701,2
2021-04-01,14455351,328251,234903,93348,10627389,767573,3060368,10137793,4317579,0.122,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,14369038,86313,21,6492405,4134984,587118,180455,3058249,2119,10137772,4317579,238393,153530,84863,33566,25121,8445,56292,56252,40,0,161752,67774,44409,8765,308172,20079,2170117,1369435,206623,594057,2
2021-04-02,14682019,226668,156975,69693,10806727,783872,3091399,10294768,4387272,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,14594182,87837,21,6607372,4199355,598120,185752,3089255,2144,10294747,4387272,179338,114967,64371,16299,11002,5297,31031,31006,25,0,130903,47945,36996,2356,225144,1524,2020071,1345671,186039,488359,2
2021-04-03,14914753,232734,166959,65775,10981898,800612,3132222,10461727,4453047,0.126,0.054,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,14825517,89236,21,6722091,4259807,609572,191040,3130043,2179,10461706,4453047,175171,114719,60452,16740,11452,5288,40823,40788,35,0,131689,44109,37344,3126,231335,1399,1965812,1368135,175241,422434,2
2021-04-04,15111243,196490,142913,53577,11117922,811681,3181619,10604640,4506624,0.128,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,15021871,89372,21,6808962,4308960,616261,195420,3179396,2223,10604619,4506624,136024,86871,49153,11069,6689,4380,49397,49353,44,0,110905,33032,29264,1137,196354,136,1964993,1385803,167767,411423,0
2021-04-05,15359531,248288,175667,72621,11284011,830546,3244953,10780307,4579245,0.13,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,15268849,90682,21,6907741,4376270,629854,200692,3242691,2262,10780286,4579245,166089,98779,67310,18865,13593,5272,63334,63295,39,0,146270,38351,33528,2199,246978,1310,1902972,1362163,160776,380033,0
2021-04-06,15732872,373341,277101,96240,11538832,862707,3331312,11057408,4675485,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15605563,127309,21,7075041,4463791,653375,209332,3328971,2341,11057387,4675485,254821,167300,87521,32161,23521,8640,86359,86280,79,0,188890,56620,43111,5556,336714,36627,1945309,1398042,166779,380488,0
2021-04-07,16412051,679179,582340,96839,12081720,899445,3430865,11639748,4772324,0.14,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15979078,432973,21,7529670,4552050,681625,217820,3428432,2433,11639727,4772324,542888,454629,88259,36738,28250,8488,99553,99461,92,0,0,0,0,0,373515,305664,2284951,1692724,165438,426789,0
2021-04-08,17144983,732932,643383,89549,12656808,934230,3553924,12283131,4861873,0.148,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16387132,757851,21,8024196,4632612,707512,226718,3551402,2522,12283110,4861873,575088,494526,80562,34785,25887,8898,123059,122970,89,0,0,0,0,0,408054,324878,2689632,2029419,166657,493556,0
2021-04-09,17772901,627918,539310,88608,13147896,970806,3654178,12822441,4950481,0.154,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16775547,997354,21,8438130,4709766,732731,238075,3651559,2619,12822420,4950481,491088,413934,77154,36576,25219,11357,100254,100157,97,0,0,0,0,0,388415,239503,3090882,2341169,186934,562779,0
2021-04-10,18143800,370899,305818,65081,13396078,994019,3753682,13128259,5015562,0.158,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17113400,1030400,21,8629032,4767046,748214,245805,3750992,2690,13128238,5015562,248182,190902,57280,23213,15483,7730,99504,99433,71,0,0,0,0,0,337853,33046,3229047,2414180,193407,621460,0
2021-04-11,18406230,262430,212390,50040,13565165,1012342,3828702,13340649,5065602,0.16,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17370751,1035479,21,8751809,4813356,762856,249486,3825963,2739,13340628,5065602,169087,122777,46310,18323,14642,3681,75020,74971,49,0,0,0,0,0,257351,5079,3294987,2447243,200661,647083,0
2021-04-12,18823519,417289,340521,76768,13845304,1041547,3936646,13681171,5142370,0.165,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17739533,1083986,22,8963865,4881439,783448,258099,3933836,2810,13681149,5142370,280139,212056,68083,29205,20592,8613,107944,107873,71,1,0,0,0,0,368782,48507,3463988,2561293,211001,691693,1
2021-04-13,19395687,572168,498804,73364,14275881,1068368,4051416,14179975,5215734,0.171,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18115571,1280116,22,9326745,4949136,804806,263562,4048402,3014,14179953,5215734,430577,362880,67697,26821,21358,5463,114770,114566,204,0,0,0,0,0,376038,196130,3662815,2737049,205661,720104,1
2021-04-14,20169717,774030,690992,83038,14893266,1101915,4174514,14870967,5298772,0.179,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18515804,1653913,22,9870159,5023107,829851,272064,4170935,3579,14870945,5298772,617385,543414,73971,33547,25045,8502,123098,122533,565,0,0,0,0,0,400233,373797,3757666,2811546,202470,743649,1
2021-04-15,20848880,679163,608445,70718,15425679,1138465,4284713,15479413,5369490,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18899338,1949542,23,10341838,5083841,857368,281097,4280184,4529,15479390,5369490,532413,471679,60734,36550,27517,9033,110199,109249,950,1,0,0,0,0,383534,295629,3703897,2768871,204235,730789,2
2021-04-16,21444631,595751,520908,74843,15863794,1171401,4409413,16000321,5444333,0.192,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19300250,2144381,23,10714689,5149105,881528,289873,4404081,5332,16000298,5444333,438115,372851,65264,32936,24160,8776,124700,123897,803,0,0,0,0,0,400912,194839,3671730,2715898,200595,755235,2
2021-04-17,21808757,364126,307708,56418,16088936,1194124,4525674,16308029,5500751,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19642572,2166185,23,10891980,5196956,897151,296973,4518875,6799,16308006,5500751,225142,177291,47851,22723,15623,7100,116261,114794,1467,0,0,0,0,0,342322,21804,3664957,2692858,200105,771992,2
2021-04-18,22076719,267962,229109,38853,16261375,1209157,4606164,16537138,5539604,0.199,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19905923,2170796,23,11030520,5230855,908333,300824,4598262,7902,16537115,5539604,172439,138540,33899,15033,11182,3851,80490,79387,1103,0,0,0,0,0,263351,4611,3670489,2696210,196815,777462,2
2021-04-19,22478195,401476,340687,60789,16555282,1241828,4681061,16877826,5600393,0.203,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20263068,2215127,24,11272712,5282570,933166,308662,4671924,9137,16877802,5600393,293907,242192,51715,32671,24833,7838,74897,73662,1235,1,0,0,0,0,357145,44331,3654676,2709978,200281,744415,2
2021-04-20,23036252,558057,496114,61943,16935595,1280659,4819974,17373940,5662336,0.209,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20626674,2409578,24,11599660,5335935,965434,315225,4808822,11152,17373916,5662336,380313,326948,53365,38831,32268,6563,138913,136898,2015,0,0,0,0,0,363606,194451,3640565,2659714,212291,768558,2
2021-04-21,23755998,719746,647126,72620,17389301,1322117,5044556,18021066,5734956,0.217,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21007272,2748726,24,11991256,5398045,998840,323277,5030946,13610,18021042,5734956,453706,391596,62110,41458,33406,8052,224582,222124,2458,0,0,0,0,0,380598,339148,3586281,2496035,220202,870042,2
2021-04-22,24392969,636971,570063,66908,17770398,1365352,5257195,18591129,5801864,0.224,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21376984,3015985,24,12316770,5453628,1034406,330946,5239929,17266,18591105,5801864,381097,325514,55583,43235,35566,7669,212639,208983,3656,0,0,0,0,0,369712,267259,3544089,2344719,226887,972482,1
2021-04-23,24943342,550373,482983,67390,18120088,1407685,5415536,19074121,5869254,0.229,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21759162,3184180,33,12612725,5507363,1066653,341032,5394710,20826,19074088,5869254,349690,295955,53735,42333,32247,10086,158341,154781,3560,9,0,0,0,0,382178,168195,3498711,2256294,236284,1006123,10
2021-04-24,25310188,366846,307868,58978,18355745,1457778,5496630,19381991,5928232,0.233,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22109097,3201091,35,12807351,5548394,1101192,356586,5473413,23217,19381956,5928232,235657,194626,41031,50093,34539,15554,81094,78703,2391,2,0,0,0,0,349935,16911,3501431,2266809,263654,970956,12
2021-04-25,25592496,282308,234355,47953,18542936,1491533,5557992,19616346,5976185,0.236,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22385591,3206905,35,12958087,5584849,1125284,366249,5532940,25052,19616311,5976185,187191,150736,36455,33755,24092,9663,61362,59527,1835,0,0,0,0,0,276494,5814,3515777,2281561,282376,951828,12
2021-04-26,26024851,432355,358717,73638,18860907,1534029,5629799,19975144,6049823,0.24,0.073,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22731354,3293497,116,13215125,5645782,1159182,374847,5600721,29078,19975028,6049823,317971,257038,60933,42496,33898,8598,71807,67781,4026,81,0,0,0,0,345763,86592,3546656,2305625,292201,948738,92
2021-04-27,26808332,783481,692840,90641,19536309,1585363,5686083,20668445,6140464,0.249,0.074,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23099955,3708377,577,13813966,5722343,1201404,383959,5652498,33585,20667868,6140464,675402,598841,76561,51334,42222,9112,56284,51777,4507,461,0,0,0,0,368601,414880,3772080,2600714,304704,866109,553
2021-04-28,27930395,1122063,994656,127407,20544780,1645526,5738784,21663829,6267871,0.26,0.075,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23492935,4437460,1305,14713171,5831609,1249263,396263,5700090,38694,21662524,6267871,1008471,899205,109266,60163,47859,12304,52701,47592,5109,728,0,0,0,0,392980,729083,4174397,3155479,323409,694228,1281
2021-04-29,28875627,945232,812072,133160,21368897,1709091,5795448,22476787,6401031,0.27,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23880099,4995528,2191,15425139,5943758,1300563,408528,5748894,46554,22474596,6401031,824117,711968,112149,63565,51300,12265,56664,48804,7860,886,0,0,0,0,387164,558068,4482658,3598499,343739,538253,2167
2021-04-30,29678519,802892,665219,137673,22047285,1766073,5862138,23142838,6538704,0.278,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24283145,5395374,3023,15991144,6056141,1342530,423543,5806141,55997,23139815,6538704,678388,566005,112383,56982,41967,15015,66690,57247,9443,832,0,0,0,0,403046,399846,4735177,3927197,358388,446602,2990
2021-05-01,30014065,335546,259923,75623,22300029,1807213,5901224,23405337,6614327,0.281,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24594041,5420024,5599,16183283,6116746,1377272,429941,5839183,62041,23399738,6614327,252744,192139,60605,41140,34742,6398,39086,33042,6044,2576,0,0,0,0,310896,24650,4703877,3944284,349435,404594,5564
2021-05-02,30277270,263205,196852,66353,22494140,1844507,5931219,23603994,6680680,0.284,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24849591,5427679,7404,16322776,6171364,1409281,435226,5864533,66686,23596590,6680680,194111,139493,54618,37294,32009,5285,29995,25350,4645,1805,0,0,0,0,255550,7655,4684774,3951204,352974,373227,7369
2021-05-03,30728910,451640,334613,117027,22812085,1915268,5992628,23940132,6797707,0.288,0.082,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25207371,5521539,8929,16549072,6263013,1466796,448472,5915335,77293,23931203,6797707,317945,226296,91649,70761,57515,13246,61409,50802,10607,1525,0,0,0,0,357780,93860,4704059,3951178,381239,362829,8813
2021-05-04,31570598,841688,680394,161294,23438051,1978002,6142827,24623315,6959001,0.296,0.084,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25581807,5988791,11718,17043628,6394423,1516276,461726,6051693,91134,24611597,6959001,625966,494556,131410,62734,49480,13254,150199,136358,13841,2789,0,0,0,0,374436,467252,4762266,3901742,392639,456744,11141
2021-05-05,32711472,1140874,911278,229596,24284359,2056805,6354687,25538496,7188597,0.307,0.086,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25996717,6714755,15621,17706546,6577813,1569612,487193,6246717,107970,25522875,7188597,846308,662918,183390,78803,53336,25467,211860,195024,16836,3903,0,0,0,0,414910,725964,4781077,3739579,411279,615903,14316
2021-05-06,33693127,981655,762895,218760,24970322,2147983,6555261,26305331,7407357,0.316,0.089,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26403261,7289866,19561,18218891,6751431,1639001,508982,6427878,127383,26285770,7407357,685963,512345,173618,91178,69389,21789,200574,181161,19413,3940,0,0,0,0,406544,575111,4817500,3601425,438892,759813,17370
2021-05-07,34572305,879178,644924,234254,25549015,2233771,6766251,26953962,7641611,0.324,0.092,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26838423,7733882,23268,18626966,6922049,1693794,539977,6609934,156317,26930694,7641611,578693,408075,170618,85788,54793,30995,210990,182056,28934,3707,0,0,0,0,435162,444016,4893786,3501730,467698,904113,20245
2021-05-08,34997163,424858,269960,154898,25816139,2305263,6850776,27225639,7796509,0.327,0.094,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27202790,7794373,24985,18780507,7035632,1745325,559938,6674822,175954,27200654,7796509,267124,153541,113583,71492,51531,19961,84525,64888,19637,1717,0,0,0,0,364367,60491,4983098,3516110,498050,949552,19386
2021-05-09,35282140,284977,181844,103133,26009601,2361117,6885370,27408550,7899642,0.33,0.095,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27476732,7805408,26052,18894180,7115421,1790318,570799,6698000,187370,27382498,7899642,193462,113673,79789,55854,44993,10861,34594,23178,11416,1067,0,0,0,0,273942,11035,5004870,3515461,516610,954151,18648
2021-05-10,35868104,585964,392244,193720,26381088,2441745,7015504,27804509,8093362,0.334,0.097,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27873798,7994306,29767,19123460,7257628,1848801,592944,6802481,213023,27774742,8093362,371487,229280,142207,80628,58483,22145,130134,104481,25653,3715,0,0,0,0,397066,188898,5139194,3569003,526477,1022876,20838
2021-05-11,36948419,1080315,794414,285901,27203550,2520378,7191280,28602367,8379263,0.344,0.101,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28300418,8648001,33211,19714356,7489194,1905466,614912,6949334,241946,28569156,8379263,822462,590896,231566,78633,56665,21968,175776,146853,28923,3444,0,0,0,0,426620,653695,5377821,3765499,542376,1048453,21493
2021-05-12,38356441,1408022,1044262,363760,28292203,2610407,7415467,29651782,8743023,0.357,0.105,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28752457,9603984,38364,20508441,7783762,1965053,645354,7139924,275543,29613418,8743023,1088653,794085,294568,90029,59587,30442,224187,190590,33597,5153,0,0,0,0,452039,955983,5644969,4007844,553602,1060780,22743
2021-05-13,38783154,426713,265805,160908,28605840,2676772,7459917,29919848,8903931,0.36,0.107,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29105691,9677463,40625,20693729,7912111,2016265,660507,7169229,290688,29879223,8903931,313637,185288,128349,66365,51212,15153,44450,29305,15145,2261,0,0,0,0,353234,73479,5090027,3635518,528789,904656,21064
2021-05-14,39535007,751853,522465,229388,29148056,2740901,7598002,30449736,9133319,0.366,0.11,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29506207,10028800,48048,21056097,8091959,2065048,675853,7280543,317459,30401688,9133319,542216,362368,179848,64129,48783,15346,138085,111314,26771,7423,0,0,0,0,400516,351337,4962702,3599041,507130,831751,24780
2021-05-15,39931662,396655,231697,164958,29424773,2800295,7654273,30685706,9298277,0.369,0.112,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29855196,10076466,52321,21211184,8213589,2107902,692393,7314299,339974,30633385,9298277,276717,155087,121630,59394,42854,16540,56271,33756,22515,4273,0,0,0,0,348989,47666,4934499,3608634,495032,803497,27336
2021-05-16,40212281,280619,158543,122076,29623718,2852722,7678880,30848889,9420353,0.371,0.113,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30119810,10092471,56961,21316191,8307527,2150419,702303,7325318,353562,30791928,9420353,198945,105007,93938,52427,42517,9910,24607,11019,13588,4640,0,0,0,0,264614,16005,4930141,3614117,491605,793510,30909
