date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-04-20,381156,39057,139307,0,impfzentren,2517024,0,0,0,17905999,1338506,5003332,27,25388005,1875600,5995200,0
2021-04-20,381156,39057,139307,0,arztpraxen,2517024,0,556930,0,18287155,1377563,5142639,27,27905029,1875600,6552130,0
2021-04-21,453767,41611,224689,0,impfzentren,0,477600,0,0,18740922,1419174,5367328,27,27905029,2353200,6552130,0
2021-04-22,381219,43567,212991,0,NA,0,0,0,0,19122141,1462741,5580319,27,27905029,2353200,6552130,0
2021-04-23,352919,43513,159118,9,NA,0,0,0,0,19475060,1506254,5739437,36,27905029,2353200,6552130,0
2021-04-24,234880,49332,80888,2,impfzentren,0,0,196800,0,19709940,1555586,5820325,38,27905029,2353200,6748930,0
2021-04-25,187688,33672,61181,0,impfzentren,0,388800,0,256800,19897628,1589258,5881506,38,27905029,2742000,6748930,256800
2021-04-25,187688,33672,61181,0,bund,21060,388800,9600,256800,20085316,1622930,5942687,38,27926089,3130800,6758530,513600
2021-04-26,317787,42461,71955,81,impfzentren,1364220,0,0,0,20403103,1665391,6014642,119,29290309,3130800,6758530,513600
2021-04-27,676479,51529,56343,465,arztpraxen,2049432,0,70,0,21079582,1716920,6070985,584,31339741,3130800,6758600,513600
2021-04-28,1008119,60568,52958,729,impfzentren,0,0,144000,0,22087701,1777488,6123943,1313,31339741,3130800,6902600,513600
2021-04-29,824303,63635,56680,887,NA,0,0,0,0,22912004,1841123,6180623,2200,31339741,3130800,6902600,513600
2021-04-30,678243,57232,66712,839,impfzentren,0,376800,60000,0,23590247,1898355,6247335,3039,31339741,3507600,6962600,513600
2021-04-30,678243,57232,66712,839,bund,0,376800,0,0,24268490,1955587,6314047,3878,31339741,3884400,6962600,513600
2021-05-01,252854,41502,39107,2577,impfzentren,1825200,0,0,0,24521344,1997089,6353154,6455,33164941,3884400,6962600,513600
2021-05-01,252854,41502,39107,2577,bund,1825200,0,0,0,24774198,2038591,6392261,9032,34990141,3884400,6962600,513600
2021-05-02,195570,37510,30004,1805,NA,0,0,0,0,24969768,2076101,6422265,10837,34990141,3884400,6962600,513600
2021-05-03,317922,70613,61545,1590,impfzentren,0,0,60000,0,25287690,2146714,6483810,12427,34990141,3884400,7022600,513600
2021-05-04,626295,63116,150148,2958,arztpraxen,1535700,0,1100270,0,25913985,2209830,6633958,15385,36525841,3884400,8122870,513600
2021-05-04,626295,63116,150148,2958,impfzentren,0,0,0,216600,26540280,2272946,6784106,18343,36525841,3884400,8122870,730200
2021-05-04,626295,63116,150148,2958,bund,0,0,0,216600,27166575,2336062,6934254,21301,36525841,3884400,8122870,946800
2021-05-05,850569,79012,212261,4481,NA,0,0,0,0,28017144,2415074,7146515,25782,36525841,3884400,8122870,946800
2021-05-06,692073,91928,201365,4197,NA,0,0,0,0,28709217,2507002,7347880,29979,36525841,3884400,8122870,946800
2021-05-07,586594,86743,212251,3854,impfzentren,0,550800,0,0,29295811,2593745,7560131,33833,36525841,4435200,8122870,946800
2021-05-07,586594,86743,212251,3854,bund,0,550800,0,0,29882405,2680488,7772382,37687,36525841,4986000,8122870,946800
2021-05-08,267850,71779,84623,1718,impfzentren,1790100,0,0,0,30150255,2752267,7857005,39405,38315941,4986000,8122870,946800
2021-05-08,267850,71779,84623,1718,bund,1790100,0,0,0,30418105,2824046,7941628,41123,40106041,4986000,8122870,946800
2021-05-09,193943,56563,34577,1066,NA,0,0,0,0,30612048,2880609,7976205,42189,40106041,4986000,8122870,946800
2021-05-10,373159,81739,130410,3730,impfzentren,0,0,112800,0,30985207,2962348,8106615,45919,40106041,4986000,8235670,946800
2021-05-11,825257,79874,176112,3593,arztpraxen,1613010,0,880430,0,31810464,3042222,8282727,49512,41719051,4986000,9116100,946800
2021-05-12,1092474,91646,224947,5587,NA,0,0,0,0,32902938,3133868,8507674,55099,41719051,4986000,9116100,946800
2021-05-13,315439,66775,44443,2651,NA,0,0,0,0,33218377,3200643,8552117,57750,41719051,4986000,9116100,946800
2021-05-14,545235,64862,138409,7782,bund,0,0,850,0,33763612,3265505,8690526,65532,41719051,4986000,9116950,946800
2021-05-15,279117,60294,56359,4282,impfzentren,1825200,550800,0,0,34042729,3325799,8746885,69814,43544251,5536800,9116950,946800
2021-05-16,200219,52724,24886,4727,bund,35100,15200,0,0,34242948,3378523,8771771,74541,43579351,5552000,9116950,946800
2021-05-17,338369,85658,121449,9759,impfzentren,0,0,98400,0,34581317,3464181,8893220,84300,43579351,5552000,9215350,946800
2021-05-18,588851,101068,173275,7772,arztpraxen,1567314,0,754440,0,35170168,3565249,9066495,92072,45146665,5552000,9969790,946800
2021-05-19,803411,100061,181110,12117,NA,0,0,0,0,35973579,3665310,9247605,104189,45146665,5552000,9969790,946800
2021-05-20,682544,96400,156377,10844,NA,0,0,0,0,36656123,3761710,9403982,115033,45146665,5552000,9969790,946800
2021-05-21,595430,85638,156975,11821,impfzentren,0,520800,115200,0,37251553,3847348,9560957,126854,45146665,6072800,10084990,946800
2021-05-22,306236,69509,83786,14269,NA,0,0,0,0,37557789,3916857,9644743,141123,45146665,6072800,10084990,946800
2021-05-23,193040,59410,23902,8860,impfzentren,1852109,0,0,0,37750829,3976267,9668645,149983,46998774,6072800,10084990,946800
2021-05-23,193040,59410,23902,8860,bund,1852109,14400,0,0,37943869,4035677,9692547,158843,48850883,6087200,10084990,946800
2021-05-24,235909,61554,20657,8042,NA,0,0,0,0,38179778,4097231,9713204,166885,48850883,6087200,10084990,946800
2021-05-25,445867,79670,103726,25105,arztpraxen,1557786,0,513740,532355,38625645,4176901,9816930,191990,50408669,6087200,10598730,1479155
2021-05-26,884090,82343,133680,78223,NA,0,0,0,0,39509735,4259244,9950610,270213,50408669,6087200,10598730,1479155
2021-05-27,737998,88893,131434,81105,NA,0,0,0,0,40247733,4348137,10082044,351318,50408669,6087200,10598730,1479155
2021-05-28,602013,86050,129993,83734,NA,0,0,0,0,40849746,4434187,10212037,435052,50408669,6087200,10598730,1479155
2021-05-29,261352,62342,57851,27788,NA,0,0,0,0,41111098,4496529,10269888,462840,50408669,6087200,10598730,1479155
2021-05-30,196895,46936,28271,11021,impfzentren,1760850,554900,0,0,41307993,4543465,10298159,473861,52169519,6642100,10598730,1479155
2021-05-30,196895,46936,28271,11021,bund,1760850,554900,0,0,41504888,4590401,10326430,484882,53930369,7197000,10598730,1479155
2021-05-31,367239,67228,69477,42472,NA,0,0,0,0,41872127,4657629,10395907,527354,53930369,7197000,10598730,1479155
2021-06-01,732949,79210,90242,84487,arztpraxen,2176062,0,0,714340,42605076,4736839,10486149,611841,56106431,7197000,10598730,2193495
2021-06-02,987635,72184,82082,103673,NA,0,0,0,0,43592711,4809023,10568231,715514,56106431,7197000,10598730,2193495
2021-06-03,474460,63983,50115,53206,NA,0,0,0,0,44067171,4873006,10618346,768720,56106431,7197000,10598730,2193495
2021-06-04,584093,70995,76788,77204,arztpraxen,0,0,383930,0,44651264,4944001,10695134,845924,56106431,7197000,10982660,2193495
2021-06-04,584093,70995,76788,77204,impfzentren,0,0,383930,0,45235357,5014996,10771922,923128,56106431,7197000,11366590,2193495
2021-06-05,270726,66263,44178,30612,NA,0,0,0,0,45506083,5081259,10816100,953740,56106431,7197000,11366590,2193495
2021-06-06,205745,40976,27317,18216,impfzentren,1712880,561180,0,0,45711828,5122235,10843417,971956,57819311,7758180,11366590,2193495
2021-06-06,205745,40976,27317,18216,bund,1712880,561180,0,0,45917573,5163211,10870734,990172,59532191,8319360,11366590,2193495
2021-06-07,400236,84696,72434,54425,NA,0,0,0,0,46317809,5247907,10943168,1044597,59532191,8319360,11366590,2193495
2021-06-08,838646,74933,62757,68230,arztpraxen,3299401,0,792000,513600,47156455,5322840,11005925,1112827,62831592,8319360,12158590,2707095
2021-06-08,838646,74933,62757,68230,betriebe,3299401,0,0,0,47995101,5397773,11068682,1181057,66130993,8319360,12158590,2707095
2021-06-08,838646,74933,62757,68230,impfzentren,0,0,792000,0,48833747,5472706,11131439,1249287,66130993,8319360,12950590,2707095
2021-06-09,1164671,86743,63829,95741,NA,0,0,0,0,49998418,5559449,11195268,1345028,66130993,8319360,12950590,2707095
2021-06-10,944442,89427,55613,88440,NA,0,0,0,0,50942860,5648876,11250881,1433468,66130993,8319360,12950590,2707095
2021-06-11,795678,88737,68368,96724,NA,0,0,0,0,51738538,5737613,11319249,1530192,66130993,8319360,12950590,2707095
2021-06-12,281911,71680,43307,35225,NA,0,0,0,0,52020449,5809293,11362556,1565417,66130993,8319360,12950590,2707095
2021-06-13,179434,63471,25862,13746,impfzentren,1649700,0,0,0,52199883,5872764,11388418,1579163,67780693,8319360,12950590,2707095
2021-06-13,179434,63471,25862,13746,bund,1649700,13200,0,0,52379317,5936235,11414280,1592909,69430393,8332560,12950590,2707095
2021-06-14,422986,101089,67353,55212,impfzentren,0,537600,0,0,52802303,6037324,11481633,1648121,69430393,8870160,12950590,2707095
2021-06-15,786217,104377,84432,59036,arztpraxen,3024449,0,1142402,240002,53588520,6141701,11566065,1707157,72454842,8870160,14092992,2947097
2021-06-15,786217,104377,84432,59036,betriebe,3024449,0,0,0,54374737,6246078,11650497,1766193,75479291,8870160,14092992,2947097
2021-06-15,786217,104377,84432,59036,impfzentren,0,0,1142402,0,55160954,6350455,11734929,1825229,75479291,8870160,15235394,2947097
2021-06-16,1088077,105704,96165,76209,NA,0,0,0,0,56249031,6456159,11831094,1901438,75479291,8870160,15235394,2947097
2021-06-17,868101,102595,91950,68248,NA,0,0,0,0,57117132,6558754,11923044,1969686,75479291,8870160,15235394,2947097
2021-06-18,718981,93566,95929,68769,NA,0,0,0,0,57836113,6652320,12018973,2038455,75479291,8870160,15235394,2947097
2021-06-19,270294,81825,50861,21085,NA,0,0,0,0,58106407,6734145,12069834,2059540,75479291,8870160,15235394,2947097
2021-06-20,177847,71220,31836,12810,impfzentren,1567800,0,0,0,58284254,6805365,12101670,2072350,77047091,8870160,15235394,2947097
2021-06-20,177847,71220,31836,12810,bund,1567800,0,0,0,58462101,6876585,12133506,2085160,78614891,8870160,15235394,2947097
2021-06-21,403605,97027,85232,36248,impfzentren,0,583200,0,0,58865706,6973612,12218738,2121408,78614891,9453360,15235394,2947097
2021-06-22,830676,95514,102259,33866,arztpraxen,3492448,0,952801,0,59696382,7069126,12320997,2155274,82107339,9453360,16188195,2947097
2021-06-22,830676,95514,102259,33866,impfzentren,0,0,952801,0,60527058,7164640,12423256,2189140,82107339,9453360,17140996,2947097
2021-06-22,830676,95514,102259,33866,betriebe,3492448,0,0,192000,61357734,7260154,12525515,2223006,85599787,9453360,17140996,3139097
2021-06-23,1074197,95364,115195,33855,NA,0,0,0,0,62431931,7355518,12640710,2256861,85599787,9453360,17140996,3139097
2021-06-24,781975,86680,110391,39310,impfzentren,0,0,0,228000,63213906,7442198,12751101,2296171,85599787,9453360,17140996,3367097
2021-06-25,679701,76090,109414,39316,impfzentren,0,613200,0,0,63893607,7518288,12860515,2335487,85599787,10066560,17140996,3367097
2021-06-26,250175,68752,71655,12923,NA,0,0,0,0,64143782,7587040,12932170,2348410,85599787,10066560,17140996,3367097
2021-06-27,171914,57924,56547,4121,impfzentren,1769040,0,0,0,64315696,7644964,12988717,2352531,87368827,10066560,17140996,3367097
2021-06-27,171914,57924,56547,4121,bund,1769040,7200,0,0,64487610,7702888,13045264,2356652,89137867,10073760,17140996,3367097
2021-06-28,393104,89512,113531,24111,NA,0,0,0,0,64880714,7792400,13158795,2380763,89137867,10073760,17140996,3367097
2021-06-29,673755,91990,132276,21972,arztpraxen,3410552,0,638398,0,65554469,7884390,13291071,2402735,92548419,10073760,17779394,3367097
2021-06-29,673755,91990,132276,21972,betriebe,3410552,0,0,0,66228224,7976380,13423347,2424707,95958971,10073760,17779394,3367097
2021-06-30,755087,93042,135883,22220,NA,0,0,0,0,66983311,8069422,13559230,2446927,95958971,10073760,17779394,3367097
2021-07-01,731836,82463,132473,22199,impfzentren,0,0,691200,0,67715147,8151885,13691703,2469126,95958971,10073760,18470594,3367097
2021-07-02,638150,93866,78659,21125,impfzentren,0,0,0,717600,68353297,8245751,13770362,2490251,95958971,10073760,18470594,4084697
2021-07-03,252574,79236,27084,14867,NA,0,0,0,0,68605871,8324987,13797446,2505118,95958971,10073760,18470594,4084697
2021-07-04,181079,68145,14534,8578,impfzentren,1105649,0,0,0,68786950,8393132,13811980,2513696,97064620,10073760,18470594,4084697
2021-07-05,380487,93574,39414,14738,NA,0,0,0,0,69167437,8486706,13851394,2528434,97064620,10073760,18470594,4084697
2021-07-06,606462,97758,45060,15391,NA,0,0,0,0,69773899,8584464,13896454,2543825,97064620,10073760,18470594,4084697
2021-07-07,812315,93788,51051,18297,NA,0,0,0,0,70586214,8678252,13947505,2562122,97064620,10073760,18470594,4084697
2021-07-08,665544,98850,42276,18021,NA,0,0,0,0,71251758,8777102,13989781,2580143,97064620,10073760,18470594,4084697
2021-07-09,549761,88908,42235,17903,NA,0,0,0,0,71801519,8866010,14032016,2598046,97064620,10073760,18470594,4084697
