date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_pfizer_third_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_moderna_third_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_astrazeneca_third_dose,cum_vacs_jj,cum_vacs_jj_first_dose,cum_vacs_jj_second_dose,cum_vacs_jj_third_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,cum_vacs_third_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,new_vacs_third_dose_all,dosen_vollstaendig_differenz_zum_vortag,dosen_erst_unvollstaendig_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,personen_auffrisch_kumulativ,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_pfizer_third_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_moderna_third_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_astrazeneca_third_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2020-12-27,24368,24360,24349,11,0,7,7,0,0,1,1,0,0,0,0,0,0,24357,11,0,24368,24357,11,0,11,24357,24357,11,0,2.9e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24360,24349,11,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-28,42480,42471,42396,75,0,8,8,0,0,1,1,0,0,0,0,0,0,42405,75,0,18112,18048,64,0,64,18048,42405,75,0,5.1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18111,18047,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-29,93216,93206,92478,727,1,8,8,0,0,2,2,0,0,0,0,0,0,92488,727,1,50736,50083,652,1,652,50083,92488,727,1,0.00111,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50735,50082,652,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-30,157354,157344,156583,760,1,8,8,0,0,2,2,0,0,0,0,0,0,156593,760,1,64138,64105,33,0,33,64105,156593,760,1,0.00188,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64138,64105,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-31,207372,207361,206513,847,1,8,8,0,0,3,3,0,0,0,0,0,0,206524,847,1,50018,49931,87,0,87,49931,206524,847,1,0.00248,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50017,49930,87,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2021-01-01,232967,232934,232076,856,2,24,23,1,0,8,7,1,0,1,1,0,0,232107,858,2,25595,25583,11,1,12,25582,232107,859,2,0.00279,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25573,25563,9,1,16,15,1,0,5,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2021-01-02,281060,281026,280090,934,2,25,24,1,0,8,7,1,0,1,1,0,0,280122,936,2,48093,48015,78,0,78,48015,280122,937,2,0.00337,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48092,48014,78,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281060,281026,25,8,0
2021-01-03,303626,303589,302648,939,2,28,27,1,0,8,7,1,0,1,1,0,0,302683,941,2,22566,22561,5,0,5,22561,302683,942,2,0.00364,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22563,22558,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,279258,279229,21,7,0
2021-01-04,349820,349755,348716,1037,2,39,37,2,0,8,7,1,0,18,18,0,0,348778,1040,2,46194,46095,99,0,116,46078,348778,1058,2,0.00419,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46166,46068,98,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,307340,307284,31,7,0
2021-01-05,402528,402462,401337,1123,2,40,38,2,0,8,7,1,0,18,18,0,0,401400,1126,2,52708,52622,86,0,86,52622,401400,1144,2,0.00483,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52707,52621,86,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309312,309256,32,6,0
2021-01-06,465700,465624,464414,1208,2,47,44,3,0,11,9,2,0,18,18,0,0,464485,1213,2,63172,63085,87,0,87,63085,464485,1231,2,0.00559,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63162,63077,85,0,7,6,1,0,3,2,1,0,0,0,0,0,0,0,0,308346,308280,39,9,0
2021-01-07,520514,520428,519198,1228,2,54,50,4,0,13,11,2,0,19,19,0,0,519278,1234,2,54814,54793,21,0,22,54792,519278,1253,2,0.00624,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54804,54784,20,0,7,6,1,0,2,2,0,0,0,0,0,0,0,0,0,313142,313067,46,10,0
2021-01-08,583357,583217,581884,1331,2,105,101,4,0,16,14,2,0,19,19,0,0,582018,1337,2,62843,62740,103,0,103,62740,582018,1356,2,0.007,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62789,62686,103,0,51,51,0,0,3,3,0,0,0,0,0,0,0,0,0,350390,350283,81,8,0
2021-01-09,644103,643958,642481,1475,2,109,105,4,0,17,14,3,0,19,19,0,0,642619,1482,2,60746,60601,145,0,145,60601,642619,1501,2,0.00773,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60741,60597,144,0,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,363043,362932,84,9,0
2021-01-10,680102,679945,678358,1585,2,120,114,6,0,18,15,3,0,19,19,0,0,678506,1594,2,35999,35887,112,0,112,35887,678506,1613,2,0.00816,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35987,35877,110,0,11,9,2,0,1,1,0,0,0,0,0,0,0,0,0,376476,376356,92,10,0
2021-01-11,748400,748225,746584,1639,2,136,130,6,0,20,17,3,0,19,19,0,0,746750,1648,2,68298,68244,54,0,54,68244,746750,1667,2,0.00898,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68280,68226,54,0,16,16,0,0,2,2,0,0,0,0,0,0,0,0,0,398580,398470,97,12,0
2021-01-12,827557,827359,825657,1700,2,154,148,6,0,24,21,3,0,20,20,0,0,825846,1709,2,79157,79096,61,0,62,79095,825846,1729,2,0.00993,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79134,79073,61,0,18,18,0,0,4,4,0,0,0,0,0,0,0,0,0,425029,424897,114,16,0
2021-01-13,939766,938388,936485,1901,2,1334,1328,6,0,24,21,3,0,20,20,0,0,937854,1910,2,112209,112008,201,0,201,112008,937854,1930,2,0.01128,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111029,110828,201,0,1180,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,474066,472764,1287,13,0
2021-01-14,1023902,1017359,1015264,2093,2,6498,6469,29,0,25,22,3,0,20,20,0,0,1021775,2125,2,84136,83921,215,0,215,83921,1021775,2145,2,0.01229,3e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78971,78779,192,0,5164,5141,23,0,1,1,0,0,0,0,0,0,0,0,0,503388,496931,6444,12,0
2021-01-15,1115721,1103872,1100859,3011,2,11783,11754,29,0,44,41,3,0,22,22,0,0,1112676,3043,2,91819,90901,918,0,920,90899,1112676,3065,2,0.01338,4e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86513,85595,918,0,5285,5285,0,0,19,19,0,0,0,0,0,0,0,0,0,532364,520655,11678,28,0
2021-01-16,1173814,1160269,1156035,4232,2,13477,13448,29,0,45,42,3,0,23,23,0,0,1169548,4264,2,58093,56872,1221,0,1222,56871,1169548,4287,2,0.01406,5e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56397,55176,1221,0,1694,1694,0,0,1,1,0,0,0,0,0,0,0,0,0,529711,516311,13368,28,0
2021-01-17,1221633,1206824,1185578,21244,2,14739,14710,29,0,46,43,3,0,24,24,0,0,1200355,21276,2,47819,30807,17012,0,17013,30806,1200355,21300,2,0.01444,2.6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46555,29543,17012,0,1262,1262,0,0,1,1,0,0,0,0,0,0,0,0,0,541531,526879,14619,28,0
2021-01-18,1304650,1285575,1248719,36854,2,19003,18972,31,0,48,45,3,0,24,24,0,0,1267760,36888,2,83017,67405,15612,0,15612,67405,1267760,36912,2,0.01525,4.4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78751,63141,15610,0,4264,4262,2,0,2,2,0,0,0,0,0,0,0,0,0,556250,537350,18867,28,0
2021-01-19,1424360,1401467,1328579,72886,2,22770,22733,37,0,99,96,3,0,24,24,0,0,1351432,72926,2,119710,83672,36038,0,36038,83672,1351432,72950,2,0.01625,8.8e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115892,79860,36032,0,3767,3761,6,0,51,51,0,0,0,0,0,0,0,0,0,596803,574108,22616,75,0
2021-01-20,1557149,1531411,1404760,126649,2,25611,25574,37,0,103,100,3,0,24,24,0,0,1430458,126689,2,132789,79026,53763,0,53763,79026,1430458,126713,2,0.0172,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129944,76181,53763,0,2841,2841,0,0,4,4,0,0,0,0,0,0,0,0,0,617383,593023,24277,79,0
2021-01-21,1662705,1634145,1466577,167565,3,28431,28394,37,0,105,101,4,0,24,24,0,0,1495096,167606,3,105556,64638,40917,1,40917,64638,1495096,167630,3,0.01798,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102734,61817,40916,1,2820,2820,0,0,2,1,1,0,0,0,0,0,0,0,0,638803,616786,21933,80,0
2021-01-22,1765057,1734287,1533139,201145,3,30627,30587,40,0,119,115,4,0,24,24,0,0,1563865,201189,3,102352,68769,33583,0,33583,68769,1563865,201213,3,0.01881,0.00242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100142,66562,33580,0,2196,2193,3,0,14,14,0,0,0,0,0,0,0,0,0,649336,630415,18844,75,0
2021-01-23,1852126,1820992,1573307,247682,3,30986,30945,41,0,124,120,4,0,24,24,0,0,1604396,247727,3,87069,40531,46538,0,46538,40531,1604396,247751,3,0.01929,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86705,40168,46537,0,359,358,1,0,5,5,0,0,0,0,0,0,0,0,0,678312,660723,17509,79,0
2021-01-24,1899951,1868612,1598797,269812,3,31187,31146,41,0,128,124,4,0,24,24,0,0,1630091,269857,3,47825,25695,22130,0,22130,25695,1630091,269881,3,0.0196,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47620,25490,22130,0,201,201,0,0,4,4,0,0,0,0,0,0,0,0,0,678318,661788,16448,82,0
2021-01-25,1990988,1958190,1649642,308545,3,32643,32599,44,0,131,127,4,0,24,24,0,0,1682392,308593,3,91037,52301,38736,0,38736,52301,1682392,308617,3,0.02023,0.00371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89578,50845,38733,0,1456,1453,3,0,3,3,0,0,0,0,0,0,0,0,0,686338,672615,13640,83,0
2021-01-26,2089410,2055163,1698886,356270,7,34085,34035,50,0,138,134,4,0,24,24,0,0,1733079,356324,7,98422,50687,47731,4,47731,50687,1733079,356348,7,0.02084,0.00429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96973,49244,47725,4,1442,1436,6,0,7,7,0,0,0,0,0,0,0,0,0,665050,653696,11315,39,0
2021-01-27,2198849,2162800,1748055,414738,7,35878,35817,61,0,146,142,4,0,25,25,0,0,1784039,414803,7,109439,50960,58479,0,58480,50959,1784039,414828,7,0.02145,0.00499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107637,49169,58468,0,1793,1782,11,0,8,8,0,0,0,0,0,0,0,0,0,641700,631389,10267,43,0
2021-01-28,2291408,2253724,1793340,460377,7,37510,37361,149,0,149,145,4,0,25,25,0,0,1830871,460530,7,92559,46832,45727,0,45727,46832,1830871,460555,7,0.02202,0.00554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90924,45285,45639,0,1632,1544,88,0,3,3,0,0,0,0,0,0,0,0,0,628703,619579,9079,44,0
2021-01-29,2399166,2359926,1841645,518274,7,38995,38845,150,0,220,216,4,0,25,25,0,0,1880731,518428,7,107758,49860,57898,0,57898,49860,1880731,518453,7,0.02262,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106202,48305,57897,0,1485,1484,1,0,71,71,0,0,0,0,0,0,0,0,0,634109,625639,8368,101,0
2021-01-30,2487297,2447168,1875394,571767,7,39879,39727,152,0,223,218,5,0,27,27,0,0,1915366,571924,7,88131,34635,53496,0,53498,34633,1915366,571951,7,0.02303,0.00688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87242,33749,53493,0,884,882,2,0,3,2,1,0,0,0,0,0,0,0,0,635171,626176,8893,99,0
2021-01-31,2544532,2504017,1900778,603232,7,40260,40108,152,0,228,222,6,0,27,27,0,0,1941135,603390,7,57235,25769,31466,0,31466,25769,1941135,603417,7,0.02334,0.00726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56849,25384,31465,0,381,381,0,0,5,4,1,0,0,0,0,0,0,0,0,644581,635405,9073,100,0
2021-02-01,2664758,2621963,1956816,665139,8,42484,42328,156,0,283,277,6,0,28,28,0,0,1999449,665301,8,120226,58314,61911,1,61912,58313,1999449,665329,8,0.02404,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117946,56038,61907,1,2224,2220,4,0,55,55,0,0,0,0,0,0,0,0,0,673770,663773,9841,152,0
2021-02-02,2797618,2751658,2019222,732428,8,45625,45465,160,0,306,300,6,0,29,29,0,0,2065016,732594,8,132860,65567,67293,0,67294,65566,2065016,732623,8,0.02483,0.00881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129695,62406,67289,0,3141,3137,4,0,23,23,0,0,0,0,0,0,0,0,0,708208,696495,11540,168,0
2021-02-03,2960637,2908249,2077413,830828,8,52026,51859,167,0,333,327,6,0,29,29,0,0,2129628,831001,8,163019,64612,98407,0,98407,64612,2129628,831030,8,0.02561,0.00999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156591,58191,98400,0,6401,6394,7,0,27,27,0,0,0,0,0,0,0,0,0,761788,745449,16148,187,0
2021-02-04,3095233,3036936,2133594,903333,9,57927,57756,171,0,341,335,6,0,29,29,0,0,2191714,903510,9,134596,62086,72509,1,72509,62086,2191714,903539,9,0.02636,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128687,56181,72505,1,5901,5897,4,0,8,8,0,0,0,0,0,0,0,0,0,803825,783212,20417,192,0
2021-02-05,3242829,3178048,2196653,981386,9,64402,64097,305,0,350,343,7,0,29,29,0,0,2261122,981698,9,147596,69408,78188,0,78188,69408,2261122,981727,9,0.02719,0.01181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141112,63059,78053,0,6475,6341,134,0,9,8,1,0,0,0,0,0,0,0,0,843663,818122,25407,130,0
2021-02-06,3337048,3269629,2239632,1029988,9,67039,66733,306,0,351,344,7,0,29,29,0,0,2306738,1030301,9,94219,45616,48603,0,48603,45616,2306738,1030330,9,0.02774,0.01239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91581,42979,48602,0,2637,2636,1,0,1,1,0,0,0,0,0,0,0,0,0,849751,822461,27160,128,0
2021-02-07,3390634,3320872,2265593,1055270,9,69379,69072,307,0,353,346,7,0,30,30,0,0,2335041,1055584,9,53586,28303,25283,0,25284,28302,2335041,1055614,9,0.02808,0.01269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51243,25961,25282,0,2340,2339,1,0,2,2,0,0,0,0,0,0,0,0,0,846102,816855,29119,125,0
2021-02-08,3500142,3426511,2314771,1111731,9,73217,72909,308,0,383,376,7,0,31,31,0,0,2388087,1112046,9,109508,53046,56462,0,56463,53045,2388087,1112077,9,0.02872,0.01337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105639,49178,56461,0,3838,3837,1,0,30,30,0,0,0,0,0,0,0,0,0,835384,804548,30733,100,0
2021-02-09,3634770,3557505,2371588,1185907,10,76664,76165,499,0,570,563,7,0,31,31,0,0,2448347,1186413,10,134628,60260,74367,1,74367,60260,2448347,1186444,10,0.02944,0.01427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130994,56817,74176,1,3447,3256,191,0,187,187,0,0,0,0,0,0,0,0,0,837152,805847,31039,264,0
2021-02-10,3790326,3700366,2437702,1262654,10,80961,79475,1486,0,8967,8949,18,0,32,32,0,0,2526158,1264158,10,155556,77811,77745,0,77746,77810,2526158,1264190,10,0.03038,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142861,66114,76747,0,4297,3310,987,0,8397,8386,11,0,0,0,0,0,0,0,0,829689,792117,28935,8634,0
2021-02-11,3934919,3821237,2492631,1328596,10,88282,83745,4537,0,25366,25327,39,0,34,34,0,0,2601737,1333172,10,144593,75579,69014,0,69016,75577,2601737,1333206,10,0.03129,0.01603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120871,54929,65942,0,7321,4270,3051,0,16399,16378,21,0,0,0,0,0,0,0,0,839686,784301,30355,25025,0
2021-02-12,4091174,3953691,2554170,1399511,10,97666,88389,9277,0,39779,39412,367,0,38,38,0,0,2682009,1409155,10,156255,80272,75983,0,75987,80268,2682009,1409193,10,0.03225,0.01695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132454,61539,70915,0,9384,4644,4740,0,14413,14085,328,0,0,0,0,0,0,0,0,848345,775643,33264,39429,0
2021-02-13,4199058,4044884,2601167,1443707,10,100940,90106,10834,0,53195,52758,437,0,39,39,0,0,2744070,1454978,10,107884,62061,45823,0,45824,62060,2744070,1455017,10,0.033,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91193,46997,44196,0,3274,1717,1557,0,13416,13346,70,0,0,0,0,0,0,0,0,862010,775255,33901,52844,0
2021-02-14,4264537,4100575,2632254,1468311,10,103425,91380,12045,0,60497,60039,458,0,40,40,0,0,2783713,1480814,10,65479,39643,25836,0,25837,39642,2783713,1480854,10,0.03348,0.01781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55691,31087,24604,0,2485,1274,1211,0,7302,7281,21,0,0,0,0,0,0,0,0,873903,779703,34046,60144,0
2021-02-15,4390414,4205560,2684626,1520924,10,108752,93669,15083,0,76051,75554,497,0,51,51,0,0,2853900,1536504,10,125877,70187,55690,0,55701,70176,2853900,1536555,10,0.03432,0.01848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104985,52372,52613,0,5327,2289,3038,0,15554,15515,39,0,0,0,0,0,0,0,0,890272,779049,35535,75668,0
2021-02-16,4525271,4314492,2740543,1573939,10,114969,96435,18534,0,95758,95250,508,0,52,52,0,0,2932280,1592981,10,134857,78380,56477,0,56478,78379,2932280,1593033,10,0.03526,0.01916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108932,55917,53015,0,6217,2766,3451,0,19707,19696,11,0,0,0,0,0,0,0,0,890501,756987,38305,95188,0
2021-02-17,4677166,4437348,2810184,1627154,10,123033,101274,21759,0,116730,116208,522,0,55,55,0,0,3027721,1649435,10,151895,95441,56454,0,56457,95438,3027721,1649490,10,0.03641,0.01984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122856,69641,53215,0,8064,4839,3225,0,20972,20958,14,0,0,0,0,0,0,0,0,886840,736982,42072,107763,0
2021-02-18,4822071,4549996,2873088,1676898,10,131324,105974,25350,0,140691,140160,530,1,60,60,0,0,3119282,1702778,11,144905,91561,53343,1,53348,91556,3119282,1702838,11,0.03751,0.02048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112648,62904,49744,0,8291,4700,3591,0,23961,23952,8,1,0,0,0,0,0,0,0,887152,728759,43042,115325,0
2021-02-19,4981181,4671398,2941766,1729622,10,141371,112951,28420,0,168351,167673,677,1,61,61,0,0,3222451,1758719,11,159110,103169,55941,0,55942,103168,3222451,1758780,11,0.03875,0.02115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121402,68678,52724,0,10047,6977,3070,0,27660,27513,147,0,0,0,0,0,0,0,0,890007,717707,43705,128572,0
2021-02-20,5093737,4758111,2992595,1765506,10,145854,116995,28859,0,189706,189002,703,1,66,66,0,0,3298658,1795068,11,112556,76207,36349,0,36354,76202,3298658,1795134,11,0.03967,0.02159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86713,50829,35884,0,4483,4044,439,0,21355,21329,26,0,0,0,0,0,0,0,0,894679,713227,44914,136511,0
2021-02-21,5179770,4824679,3031026,1793643,10,149504,120485,29019,0,205519,204803,715,1,68,68,0,0,3356382,1823377,11,86033,57724,28309,0,28311,57722,3356382,1823445,11,0.04036,0.02193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66568,38431,28137,0,3650,3490,160,0,15813,15801,12,0,0,0,0,0,0,0,0,915233,724104,46079,145022,0
2021-02-22,5336473,4948303,3098075,1850218,10,158584,127772,30812,0,229517,228779,737,1,69,69,0,0,3454695,1881767,11,156703,98313,58390,0,58391,98312,3454695,1881836,11,0.04155,0.02263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123624,67049,56575,0,9080,7287,1793,0,23998,23976,22,0,0,0,0,0,0,0,0,946059,742743,49832,153466,0
2021-02-23,5507097,5082650,3173501,1909139,10,165951,133473,32478,0,258426,257674,751,1,70,70,0,0,3564718,1942368,11,170624,110023,60601,0,60602,110022,3564718,1942438,11,0.04287,0.02336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134347,75426,58921,0,7367,5701,1666,0,28909,28895,14,0,0,0,0,0,0,0,0,981826,768158,50982,162668,0
2021-02-24,5684198,5214788,3247894,1966883,11,173614,139447,34167,0,295725,294951,773,1,71,71,0,0,3682363,2001823,12,177101,117645,59455,1,59456,117644,3682363,2001894,12,0.04428,0.02407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132138,74393,57744,1,7663,5974,1689,0,37299,37277,22,0,0,0,0,0,0,0,0,1007032,777440,50581,178995,0
2021-02-25,5874537,5346773,3322062,2024700,11,180409,144708,35701,0,347284,346488,794,2,71,71,0,0,3813329,2061195,13,190339,130966,59372,1,59372,130966,3813329,2061266,13,0.04586,0.02479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131985,74168,57817,0,6795,5261,1534,0,51559,51537,21,1,0,0,0,0,0,0,0,1052466,796777,49085,206593,0
2021-02-26,6088646,5488720,3398048,2090661,11,189296,151976,37319,1,410559,409681,876,2,71,71,0,0,3959776,2128856,14,214109,146447,67661,1,67661,146447,3959776,2128927,14,0.04762,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141947,75986,65961,0,8887,7268,1618,1,63275,63193,82,0,0,0,0,0,0,0,0,1107465,817322,47925,242208,0
2021-02-27,6236779,5581497,3451756,2129730,11,193387,155331,38055,1,461823,460932,889,2,72,72,0,0,4068091,2168674,14,148133,108315,39818,0,39819,108314,4068091,2168746,14,0.04892,0.02608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92777,53708,39069,0,4091,3355,736,0,51264,51251,13,0,0,0,0,0,0,0,0,1143042,823386,47533,272117,0
2021-02-28,6340305,5643166,3489580,2153562,24,197355,158944,38410,1,499710,498798,910,2,74,74,0,0,4147396,2192882,27,103526,79305,24208,13,24210,79303,4147396,2192956,27,0.04988,0.02637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61669,37824,23832,13,3968,3613,355,0,37887,37866,21,0,0,0,0,0,0,0,0,1160535,818487,47851,294191,0
2021-03-01,6539747,5774265,3572702,2201539,24,207073,166630,40442,1,558335,557396,937,2,74,74,0,0,4296802,2242918,27,199442,149406,50036,0,50036,149406,4296802,2242992,27,0.05167,0.02697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131099,83122,47977,0,9718,7686,2032,0,58625,58598,27,0,0,0,0,0,0,0,0,1203274,825962,48489,328818,0
2021-03-02,6759964,5915210,3664304,2250882,24,217192,173849,43342,1,627488,626520,966,2,74,74,0,0,4464747,2295190,27,220217,167945,52272,0,52272,167945,4464747,2295264,27,0.05369,0.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140945,91602,49343,0,10119,7219,2900,0,69153,69124,29,0,0,0,0,0,0,0,0,1252867,832560,51241,369062,0
2021-03-03,7008555,6073863,3758110,2315729,24,232381,183141,49239,1,702237,701201,1034,2,74,74,0,0,4642526,2366002,27,248591,177779,70812,0,70812,177779,4642526,2366076,27,0.05583,0.02845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158653,93806,64847,0,15189,9292,5897,0,74749,74681,68,0,0,0,0,0,0,0,0,1324357,859075,58767,406512,0
2021-03-04,7254527,6215856,3842208,2373624,24,246904,192253,54650,1,791693,790603,1087,3,74,74,0,0,4825138,2429361,28,245972,182612,63359,1,63359,182612,4825138,2429435,28,0.05803,0.02922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141993,84098,57895,0,14523,9112,5411,0,89456,89402,53,1,0,0,0,0,0,0,0,1379990,869083,66495,444409,0
2021-03-05,7530210,6364396,3929438,2434934,24,260304,199676,60627,1,905435,904193,1238,4,75,75,0,0,5033382,2496799,29,275683,208244,67438,1,67439,208243,5033382,2496874,29,0.06053,0.03003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148540,87230,61310,0,13400,7423,5977,0,113742,113590,151,1,0,0,0,0,0,0,0,1441564,875676,71008,494876,0
2021-03-06,7733104,6473866,3992432,2481410,24,269173,206301,62871,1,989990,988720,1266,4,75,75,0,0,5187528,2545547,29,202894,154146,48748,0,48748,154146,5187528,2545622,29,0.06238,0.03061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109470,62994,46476,0,8869,6625,2244,0,84555,84527,28,0,0,0,0,0,0,0,0,1496325,892369,75786,528167,0
2021-03-07,7881013,6553759,4041168,2512567,24,275863,210638,65224,1,1051316,1050021,1291,4,75,75,0,0,5301902,2579082,29,147909,114374,33535,0,33535,114374,5301902,2579157,29,0.06376,0.03102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79893,48736,31157,0,6690,4337,2353,0,61326,61301,25,0,0,0,0,0,0,0,0,1540708,910593,78508,551606,0
2021-03-08,8119351,6688210,4127177,2561009,24,286853,218260,68592,1,1144212,1142854,1354,4,76,76,0,0,5488367,2630955,29,238338,186465,51873,0,51874,186464,5488367,2631031,29,0.066,0.03164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134451,86009,48442,0,10990,7622,3368,0,92896,92833,63,0,0,0,0,0,0,0,0,1579604,913945,79780,585877,0
