date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_pfizer_third_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_moderna_third_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_astrazeneca_third_dose,cum_vacs_jj,cum_vacs_jj_first_dose,cum_vacs_jj_second_dose,cum_vacs_jj_third_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,cum_vacs_third_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,new_vacs_third_dose_all,dosen_vollstaendig_differenz_zum_vortag,dosen_erst_unvollstaendig_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,personen_auffrisch_kumulativ,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_pfizer_third_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_moderna_third_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_astrazeneca_third_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-05-14,39746890,29311411,21176174,8135156,81,2757588,2080894,676685,9,7624740,7303369,321340,31,53151,53150,0,1,30613587,9133181,122,758564,535512,223051,1,230903,527660,30613587,9186332,122,0.36815,0.11047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546818,365965,180852,1,65022,49797,15225,0,138872,111898,26974,0,0,0,0,0,0,0,0,5002934,3625043,514560,836478,0
2021-05-15,40147910,29590983,21333198,8257703,82,2818231,2125141,693081,9,7681261,7337346,343883,32,57435,57434,0,1,30853119,9294667,124,401020,239532,161486,2,165770,235248,30853119,9352102,124,0.37103,0.11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279572,157024,122547,1,60643,44247,16396,0,56521,33977,22543,1,0,0,0,0,0,0,0,4977386,3636507,503209,808263,0
2021-05-16,40430511,29791054,21439816,8351156,82,2871069,2168095,702965,9,7706221,7348680,357509,32,62167,62166,0,1,31018757,9411630,124,282601,165638,116963,0,121695,160906,31018757,9473797,124,0.37302,0.11393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200071,106618,93453,0,52838,42954,9884,0,24960,11334,13626,0,0,0,0,0,0,0,0,4973330,3642373,499391,798497,0
2021-05-17,40987417,30130521,21633638,8496798,85,2956876,2229417,727449,10,7827947,7443994,383921,32,72073,72072,0,1,31379121,9608168,128,556906,360364,196538,4,206444,350458,31379121,9680241,128,0.37736,0.11641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339467,193822,145642,3,85807,61322,24484,1,121726,95314,26412,0,0,0,0,0,0,0,0,4939143,3607584,503231,789251,0
2021-05-18,41861941,30721955,21934227,8787642,86,3058125,2302047,756066,12,8001923,7589874,412017,32,79938,79937,0,1,31906085,9955725,131,874524,526964,347557,3,355422,519099,31906085,10035663,131,0.38369,0.12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591434,300589,290844,1,101249,72630,28617,2,173976,145880,28096,0,0,0,0,0,0,0,0,4724094,3370111,524341,786480,0
2021-05-19,42962895,31528253,22279249,9248917,87,3158494,2368520,789961,13,8183914,7743741,440140,33,92234,92233,0,1,32483743,10479018,134,1100954,577658,523293,3,535589,565362,32483743,10571252,134,0.39064,0.12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806298,345022,461275,1,100369,66473,33895,1,181991,153867,28123,1,0,0,0,0,0,0,0,4404545,3079521,532760,742657,0
2021-05-20,43913999,32214639,22540959,9673592,88,3255181,2434182,820985,14,8340839,7873177,467629,33,103340,103339,0,1,32951657,10962206,136,951104,467914,483188,2,494294,456808,32951657,11065546,136,0.39627,0.13307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686386,261710,424675,1,96687,65662,31024,1,156925,129436,27489,0,0,0,0,0,0,0,0,4925673,3450046,562615,854971,0
2021-05-21,44767571,32812313,22764038,10048186,89,3341204,2490656,850534,14,8498683,8000696,497954,33,115371,115370,0,1,33370760,11396674,137,853572,419103,434468,1,446499,407072,33370760,11512045,137,0.40131,0.13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597674,223079,374594,1,86023,56474,29549,0,157844,127519,30325,0,0,0,0,0,0,0,0,5020681,3500902,583616,873943,0
2021-05-22,45242136,33119026,22862780,10256155,91,3410827,2539039,871773,15,8582613,8068907,513673,33,129670,129669,0,1,33600395,11641601,140,474565,229635,244927,3,259226,215336,33600395,11771271,140,0.40407,0.14156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306713,98742,207969,2,69623,48383,21239,1,83930,68211,15719,0,0,0,0,0,0,0,0,5094226,3528043,592596,901352,0
2021-05-23,45527634,33312237,22928620,10383525,92,3470318,2583398,886904,16,8606539,8083720,522786,33,138540,138539,0,1,33734277,11793215,142,285498,133882,151614,2,160484,125012,33734277,11931755,142,0.40568,0.14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193211,65840,127370,1,59491,44359,15131,1,23926,14813,9113,0,0,0,0,0,0,0,0,5097123,3521183,599249,900318,0
2021-05-24,45853955,33548264,23011363,10536804,97,3531875,2629946,901912,17,8627217,8095709,531475,33,146599,146598,0,1,33883616,11970191,148,326321,149339,176976,6,185035,141280,33883616,12116790,148,0.40748,0.14571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236027,82743,153279,5,61557,46548,15008,1,20678,11989,8689,0,0,0,0,0,0,0,0,4866538,3417743,574999,799270,0
2021-05-25,46511190,33995904,23153624,10842183,97,3611871,2681481,930370,20,8731539,8174844,556662,33,171876,171875,0,1,34181824,12329215,151,657235,298208,359024,3,384301,272931,34181824,12501091,151,0.41106,0.15033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447640,142261,305379,0,79996,51535,28458,3,104322,79135,25187,0,0,0,0,0,0,0,0,4649249,3273949,553746,729616,0
2021-05-26,47693603,34882746,23469469,11413178,99,3694541,2734268,960251,22,8865855,8277167,588655,33,250461,250460,0,1,34731364,12962084,155,1182413,549540,632869,4,711454,470955,34731364,13212545,155,0.41767,0.15889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886842,315845,570995,2,82670,52787,29881,2,134316,102323,31993,0,0,0,0,0,0,0,0,4730708,3354493,536047,681941,0
2021-05-27,48737272,35623675,23727942,11895630,103,3784050,2786021,998006,23,8997767,8372037,625697,33,331780,331779,0,1,35217779,13519333,160,1043669,486415,557249,5,638568,405096,35217779,13851113,160,0.42352,0.16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740929,258473,482452,4,89509,51753,37755,1,131912,94870,37042,0,0,0,0,0,0,0,0,4823273,3409036,528869,656928,0
2021-05-28,49644032,36228890,23945481,12283304,105,3870529,2836633,1033873,23,9128616,8461312,667271,33,415997,415996,0,1,35659422,13984448,162,906760,441643,465115,2,549332,357426,35659422,14400445,162,0.42883,0.17318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605215,217539,387674,2,86479,50612,35867,0,130849,89275,41574,0,0,0,0,0,0,0,0,4876461,3416577,529325,629933,0
2021-05-29,50055174,36491488,24025742,12465639,107,3933191,2873513,1059652,26,9186662,8496423,690206,33,443833,443832,0,1,35839510,14215497,167,411142,180088,231049,5,258885,152252,35839510,14659330,167,0.431,0.17629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262598,80261,182335,2,62662,36880,25779,3,58046,35111,22935,0,0,0,0,0,0,0,0,4813038,3372462,522364,604049,0
2021-05-30,50339278,36689003,24085134,12603762,107,3980274,2900902,1079345,27,9215076,8507606,707437,33,454925,454924,0,1,35948566,14390544,168,284104,109056,175047,1,186139,97964,35948566,14845469,168,0.43231,0.17853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197515,59392,138123,0,47083,27389,19693,1,28414,11183,17231,0,0,0,0,0,0,0,0,4811644,3376766,509956,608537,0
2021-05-31,50887534,37057065,24197303,12859655,107,4048041,2928744,1119270,27,9284898,8546639,738226,33,497530,497529,0,1,36170215,14717151,168,548256,221649,326607,0,369212,179044,36170215,15214681,168,0.43497,0.18297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368062,112169,255893,0,67767,27842,39925,0,69822,39033,30789,0,0,0,0,0,0,0,0,5033579,3508801,516166,657681,0
2021-06-01,51878498,37792396,24514194,13277951,251,4128003,2958534,1169442,27,9375704,8600928,774743,33,582395,582394,0,1,36656050,15222136,312,990964,485835,504985,144,589850,400970,36656050,15804531,312,0.44082,0.19006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735331,316891,418296,144,79962,29790,50172,0,90806,54289,36517,0,0,0,0,0,0,0,0,5367308,3796492,516132,644165,0
2021-06-02,53130277,38783841,24964931,13818658,252,4200743,2983052,1217663,28,9458174,8644020,814121,33,687519,687517,0,2,37279520,15850442,315,1251779,623470,628306,3,733429,518347,37279520,16537961,315,0.44831,0.19888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991445,450737,540707,1,72740,24518,48221,1,82470,43092,39378,0,1,0,0,0,0,0,0,5436674,3901095,506202,592319,1
2021-06-03,53774615,39259975,25145402,14114321,252,4265212,3012837,1252346,29,9508506,8664925,843548,33,740922,740919,0,3,37564083,16210215,317,644338,284563,359773,2,413175,231161,37564083,16951137,317,0.45174,0.20385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476134,180471,295663,0,64469,29785,34683,1,50332,20905,29427,0,1,0,0,0,0,0,0,5037343,3636300,481162,510739,2
2021-06-04,54587559,39847013,25374383,14472377,253,4336592,3041623,1294940,29,9585612,8699515,886064,33,818342,818339,0,3,37933860,16653381,318,812944,369777,443166,1,520586,292357,37933860,17471723,318,0.45618,0.21011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587038,228981,358056,1,71380,28786,42594,0,77106,34590,42516,0,0,0,0,0,0,0,0,4943527,3618123,466063,456996,2
2021-06-05,55001150,40118442,25433683,14684505,254,4403654,3067932,1335692,30,9629905,8710466,919406,33,849149,849146,0,3,38061227,16939603,320,413591,127367,286222,2,317029,96560,38061227,17788752,320,0.45771,0.21392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271429,59300,212128,1,67062,26309,40752,1,44293,10951,33342,0,0,0,0,0,0,0,0,4945976,3626954,470463,443243,2
2021-06-06,55293902,40324558,25477833,14846471,254,4444728,3079939,1364758,31,9657195,8714031,943131,33,867421,867418,0,3,38139221,17154360,321,292752,77994,214757,1,233029,59722,38139221,18021781,321,0.45865,0.21673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206116,44150,161966,0,41074,12007,29066,1,27290,3565,23725,0,0,0,0,0,0,0,0,4954624,3635555,464454,442119,2
2021-06-07,55909520,40727598,25612832,15114511,255,4530039,3107629,1422377,33,9729884,8745258,984593,33,921999,921996,0,3,38387715,17521481,324,615618,248494,367121,3,421699,193916,38387715,18443480,324,0.46164,0.2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403040,134999,268040,1,85311,27690,57619,2,72689,31227,41462,0,0,0,0,0,0,0,0,5021986,3670533,481998,444986,2
2021-06-08,56969890,41580510,25900222,15680019,269,4605657,3133942,1471649,66,9793036,8777640,1015363,33,990687,990683,0,4,38802487,18167031,372,1060370,414772,645550,48,714237,346085,38802487,19157718,372,0.46663,0.23039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852912,287390,565508,14,75618,26313,49272,33,63152,32382,30770,0,1,0,0,0,0,0,0,5091392,3788114,477654,417332,3
2021-06-09,58401375,42764051,26293666,16470106,279,4693296,3162569,1530572,155,9857197,8810098,1047066,33,1086831,1086826,0,5,39353159,19047744,472,1431485,550672,880713,100,976856,454529,39353159,20134575,472,0.47325,0.24213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183541,393444,790087,10,87639,28627,58923,89,64161,32458,31703,0,1,0,0,0,0,0,0,5271098,3980210,492553,399023,3
2021-06-10,59598781,43726607,26643740,17082584,283,4783381,3194837,1588374,170,9913183,8837161,1075988,34,1175610,1175605,0,5,39851343,19746946,492,1197406,498184,699202,20,787981,409405,39851343,20922556,492,0.47924,0.25161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962556,350074,612478,4,90085,32268,57802,15,55986,27063,28922,1,0,0,0,0,0,0,0,5824166,4466632,518169,404677,2
2021-06-11,60667151,44539136,26954529,17584310,297,4872787,3223326,1649290,171,9982472,8866871,1115567,34,1272756,1272751,0,5,40317477,20349167,507,1068370,466134,602221,15,699367,368988,40317477,21621923,507,0.48485,0.26002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812529,310789,501726,14,89406,28489,60916,1,69289,29710,39579,0,0,0,0,0,0,0,0,6079592,4692123,536195,396860,2
2021-06-12,61104206,44824904,27047312,17777295,297,4945242,3242332,1702739,171,10025973,8880047,1145892,34,1308087,1308081,0,6,40477772,20625926,508,437055,160295,276759,1,312089,124965,40477772,21934013,508,0.48677,0.26377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285768,92783,192985,0,72455,19006,53449,0,43501,13176,30325,0,1,0,0,0,0,0,0,6103056,4706462,541588,396068,3
2021-06-13,61387434,45004874,27091662,17912915,297,5008837,3258317,1750349,171,10051832,8884705,1167093,34,1321891,1321885,0,6,40556569,20830357,508,283228,78797,204431,0,218235,64993,40556569,22152248,508,0.48772,0.2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179970,44350,135620,0,63595,15985,47610,0,25859,4658,21201,0,0,0,0,0,0,0,0,6093532,4680316,564109,394637,3
2021-06-14,62044705,45437742,27266298,18171145,299,5110317,3282011,1828134,172,10119406,8902390,1216981,35,1377240,1377234,0,6,40827933,21216260,512,657271,271364,385903,4,441252,216015,40827933,22593500,512,0.49099,0.2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432868,174636,258230,2,101480,23694,77785,1,67574,17685,49888,1,0,0,0,0,0,0,0,6135185,4710144,580278,389522,3
2021-06-15,63097582,46241701,27569849,18671552,300,5215154,3310612,1904363,179,10204225,8922121,1282069,35,1436502,1436496,0,6,41239078,21857984,520,1052877,411145,641724,8,700986,351883,41239078,23294486,520,0.49593,0.28013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803959,303551,500407,1,104837,28601,76229,7,84819,19731,65088,0,0,0,0,0,0,0,0,6127692,4661191,609497,411189,2
2021-06-16,64486820,47350600,27983151,19367124,325,5321858,3343073,1978606,179,10301387,8947871,1353481,35,1512975,1512969,0,6,41787064,22699211,545,1389238,547986,841227,25,917700,471513,41787064,24212186,545,0.50252,0.29117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108899,413302,695572,25,106704,32461,74243,0,97162,25750,71412,0,0,0,0,0,0,0,0,6085445,4586549,628562,444190,1
2021-06-17,65639559,48238820,28335019,19903475,326,5425601,3372887,2052535,179,10393762,8970300,1423427,35,1581376,1581370,0,6,42259576,23379437,546,1152739,472512,680226,1,748627,404111,42259576,24960813,546,0.5082,0.30017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888220,351868,536351,1,103743,29814,73929,0,92375,22429,69946,0,0,0,0,0,0,0,0,6040778,4512213,642220,480579,1
2021-06-18,66636192,48975309,28630183,20344789,337,5520194,3404232,2115782,180,10490316,8992495,1497786,35,1650373,1650367,0,6,42677277,23958357,558,996633,417701,578920,12,647917,348704,42677277,25608730,558,0.51323,0.30796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736489,295164,441314,11,94593,31345,63247,1,96554,22195,74359,0,0,0,0,0,0,0,0,5969041,4436173,647407,507844,1
2021-06-19,67064498,49248956,28723029,20525589,338,5602682,3425254,2177245,183,10541292,8999071,1542186,35,1671568,1671562,0,6,42818916,24245020,562,428306,141639,286663,4,307858,120444,42818916,25916588,562,0.51493,0.31167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273647,92846,180800,1,82488,21022,61463,3,50976,6576,44400,0,0,0,0,0,0,0,0,5960292,4424052,657440,515319,0
2021-06-20,67359749,49428001,28772438,20655225,338,5674205,3441310,2232712,183,10573158,9001706,1571417,35,1684385,1684379,0,6,42899833,24459354,562,295251,80917,214334,0,227151,68100,42899833,26143739,562,0.5159,0.3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179045,49409,129636,0,71523,16056,55467,0,31866,2635,29231,0,0,0,0,0,0,0,0,5972315,4423127,665368,521326,0
2021-06-21,67993180,49841326,28944688,20896297,341,5772105,3466510,2305412,183,10658916,9015755,1643126,35,1720833,1720827,0,6,43147780,24844835,565,633431,247947,385481,3,421929,211499,43147780,26565668,565,0.51888,0.31947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413325,172250,241072,3,97900,25200,72700,0,85758,14049,71709,0,0,0,0,0,0,0,0,5948475,4403584,661788,539510,0
2021-06-22,69074696,50689365,29277095,21411924,346,5868177,3497290,2370702,185,10761868,9032116,1729717,35,1755286,1755280,0,6,43561781,25512343,572,1081516,414001,667508,7,701961,379548,43561781,27267629,572,0.52386,0.32791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848039,332407,515627,5,96072,30780,65290,2,102952,16361,86591,0,0,0,0,0,0,0,0,5977114,4447664,653023,557643,0
2021-06-23,70414883,51782411,29718839,22063221,351,5964463,3527419,2436858,186,10877823,9052992,1824796,35,1790186,1790180,0,6,44089430,26324875,578,1340187,527649,812532,6,847432,492749,44089430,28115061,578,0.53021,0.3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093046,441744,651297,5,96286,30129,66156,1,115955,20876,95079,0,0,0,0,0,0,0,0,5928063,4431811,642605,576436,0
2021-06-24,71455420,52583807,30155485,22427967,355,6051964,3562928,2488850,186,10988853,9074412,1914406,35,1830796,1830790,0,6,44623615,26831223,582,1040537,534185,506348,4,546958,493575,44623615,28662019,582,0.53663,0.34468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801396,436646,364746,4,87501,35509,51992,0,111030,21420,89610,0,0,0,0,0,0,0,0,5815861,4344987,626363,595091,0
2021-06-25,72379611,53280602,30491963,22788279,360,6128672,3589813,2538670,189,11099019,9094608,2004376,35,1871318,1871312,0,6,45047696,27331325,590,924191,424081,500102,8,540624,383559,45047696,29202643,590,0.54173,0.35118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696795,336478,360312,5,76708,26885,49820,3,110166,20196,89970,0,0,0,0,0,0,0,0,5743419,4305293,608478,608703,0
2021-06-26,72791012,53536760,30598002,22938394,364,6197839,3615504,2582145,190,11171701,9100977,2070689,35,1884712,1884706,0,6,45199189,27591228,595,411401,151493,259903,5,273297,138099,45199189,29475940,595,0.54355,0.35447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256158,106039,150115,4,69167,25691,43475,1,72682,6369,66313,0,0,0,0,0,0,0,0,5726514,4287804,595157,630409,0
2021-06-27,73083343,53709898,30665441,23044089,368,6256034,3634876,2620968,190,11228538,9104399,2124104,35,1888873,1888867,0,6,45293583,27789161,599,292331,94394,197933,4,202094,90233,45293583,29678034,599,0.54469,0.3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173138,67439,105695,4,58195,19372,38823,0,56837,3422,53415,0,0,0,0,0,0,0,0,5723594,4281897,581829,655380,0
2021-06-28,73714698,54112254,30864482,23247402,370,6346198,3667400,2678608,190,11342778,9118227,2224516,35,1913468,1913462,0,6,45563571,28150526,601,631355,269988,361365,2,385960,245393,45563571,30063994,601,0.54794,0.36154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402356,199041,203313,2,90164,32524,57640,0,114240,13828,100412,0,0,0,0,0,0,0,0,5721518,4270928,574093,683862,0
2021-06-29,74651633,54800294,31211996,23587922,376,6439274,3700501,2738582,191,11475850,9130048,2345767,35,1936215,1936209,0,6,45978754,28672271,608,936935,415183,521745,7,544492,392436,45978754,30608486,608,0.55293,0.36809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688040,347514,340520,6,93076,33101,59974,1,133072,11821,121251,0,0,0,0,0,0,0,0,5576937,4110929,571097,713982,0
2021-06-30,75678879,55573313,31617377,23955554,382,6533500,3735408,2797899,193,11612750,9144641,2468074,35,1959316,1959310,0,6,46456736,29221527,616,1027246,477982,549256,8,572357,454881,46456736,31180843,616,0.55868,0.37497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773019,405381,367632,6,94226,34907,59317,2,136900,14593,122307,0,0,0,0,0,0,0,0,5263996,3790902,569037,734927,0
2021-07-01,76664171,56320228,32029324,24290512,392,6615965,3765941,2849831,193,11745750,9158277,2587437,36,1982228,1982222,0,6,46935764,29727780,627,985292,479028,506253,11,529165,456116,46935764,31710008,627,0.56444,0.38134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746915,411947,334958,10,82465,30533,51932,0,133000,13636,119363,1,0,0,0,0,0,0,0,5208751,3736421,564001,756897,0
2021-07-02,77513044,56973377,32371012,24601967,398,6710008,3797767,2912048,193,11825129,9167528,2657565,36,2004530,2004524,0,6,47340831,30171580,633,848873,405067,443800,6,466102,382765,47340831,32176110,633,0.56931,0.38694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653149,341688,311455,6,94043,31826,62217,0,79379,9251,70128,0,0,0,0,0,0,0,0,5133433,3692775,581336,726110,0
2021-07-03,77891289,57229789,32493541,24735845,403,6789414,3822483,2966735,196,11852333,9170352,2681945,36,2019753,2019747,0,6,47506123,30384525,641,378245,165292,212945,8,228168,150069,47506123,32404278,641,0.5713,0.38969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256412,122529,133878,5,79406,24716,54687,3,27204,2824,24380,0,0,0,0,0,0,0,0,5100277,3693029,591575,680632,0
2021-07-04,78165099,57411870,32567095,24844367,408,6857642,3841026,3016420,196,11866909,9171824,2695049,36,2028678,2028672,0,6,47608617,30555836,646,273810,102494,171311,5,180236,93569,47608617,32584514,646,0.57253,0.39185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182081,73554,108522,5,68228,18543,49685,0,14576,1472,13104,0,0,0,0,0,0,0,0,5081756,3701972,601608,638371,0
2021-07-05,78702679,57800833,32734478,25065938,417,6951669,3867283,3084188,198,11906538,9176222,2730280,36,2043639,2043633,0,6,47821616,30880406,657,537580,212999,324570,11,339531,198038,47821616,32924045,657,0.57509,0.39594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388963,167383,221571,9,94027,26257,67768,2,39629,4398,35231,0,0,0,0,0,0,0,0,4987981,3688579,605471,563760,0
2021-07-06,79483291,58421443,32977358,25443663,422,7050231,3892748,3157284,199,11951984,9180860,2771088,36,2059633,2059622,0,11,48110588,31372035,668,780612,288972,491629,11,507618,272983,48110588,33431668,668,0.57856,0.40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620610,242880,377725,5,98562,25465,73096,1,45446,4638,40808,0,5,0,0,0,0,0,0,4831658,3621149,610957,476134,5
2021-07-07,80482408,59255013,33273910,25980673,430,7145172,3917527,3227444,201,12003395,9186294,2817065,36,2078828,2078774,0,54,48456505,32025182,721,999117,345917,653147,53,672299,326765,48456505,34104010,721,0.58272,0.41013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833570,296552,537010,8,94941,24779,70160,2,51411,5434,45977,0,43,0,0,0,0,0,0,4803529,3681700,611672,390645,48
2021-07-08,81333504,59943599,33513009,26430155,435,7245324,3940208,3304906,210,12046157,9190599,2855522,36,2098424,2098370,0,54,48742186,32590583,735,851096,285681,565401,14,584997,266085,48742186,34689007,735,0.58616,0.41716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688586,239099,449482,5,100152,22681,77462,9,42762,4305,38457,0,0,0,0,0,0,0,0,4669333,3623371,629359,300407,48
2021-07-09,82093456,60541418,33712307,26828657,454,7343421,3958264,3384947,210,12089455,9195054,2894365,36,2119162,2119107,0,55,48984732,33107969,755,759952,242546,517386,20,538123,221809,48984732,35227131,755,0.58908,0.42363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597819,199298,398502,19,98097,18056,80041,0,43298,4455,38843,0,1,0,0,0,0,0,0,4580412,3568041,633413,264326,49
2021-07-10,82437855,60770484,33789231,26980796,457,7427812,3976554,3451045,213,12110600,9196510,2914054,36,2128959,2128898,0,61,49091193,33345895,767,344399,106461,237926,12,247717,96670,49091193,35474854,767,0.59036,0.42661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229066,76924,152139,3,84391,18290,66098,3,21145,1456,19689,0,6,0,0,0,0,0,0,4546566,3540695,638398,258267,55
2021-07-11,82666448,60916618,33835524,27080632,462,7491673,3991491,3499969,213,12120894,9196982,2923876,36,2137263,2137202,0,61,49161199,33504477,772,228593,70006,158582,5,166886,61702,49161199,35641740,772,0.5912,0.42862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146134,46293,99836,5,63861,14937,48924,0,10294,472,9822,0,0,0,0,0,0,0,0,4501349,3504748,634031,253985,55
2021-07-12,83135831,61268948,33957231,27311243,474,7570516,4020699,3549602,215,12144976,9198872,2946068,36,2151391,2151327,0,64,49328129,33806913,789,469383,166930,302436,17,316561,152805,49328129,35958304,789,0.59321,0.43242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352330,121707,230611,12,78843,29208,49633,2,24082,1890,22192,0,3,0,0,0,0,0,0,4433152,3468115,618847,238438,58
2021-07-13,83900008,61900994,34110354,27790155,485,7647865,4046887,3600759,219,12179726,9201150,2978540,36,2171423,2171359,0,64,49529750,34369454,804,764177,201621,562541,15,582573,181589,49529750,36540877,804,0.59563,0.43943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632046,153123,478912,11,77349,26188,51157,4,34750,2278,32472,0,0,0,0,0,0,0,0,4416717,3479551,597634,227742,53
2021-07-14,84879296,62738018,34290905,28446622,491,7719685,4068318,3651144,223,12226980,9204843,3022101,36,2194613,2194448,0,165,49758514,35119867,915,979288,228764,750413,111,773502,205675,49758514,37314480,915,0.59838,0.44873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837024,180551,656467,6,71820,21431,50385,4,47254,3693,43561,0,101,0,0,0,0,0,0,4396888,3483005,574513,223585,111
2021-07-15,85650407,63377068,34441713,28934860,495,7790443,4087675,3702538,230,12265600,9207724,3057840,36,2217296,2217124,0,172,49954236,35695238,933,771111,195722,575371,18,598047,173046,49954236,37912534,933,0.60074,0.45593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639050,150808,488238,4,70758,19357,51394,7,38620,2881,35739,0,7,0,0,0,0,0,0,4316903,3433469,545119,219443,118
2021-07-16,86313331,63921431,34575296,29345628,507,7854682,4105070,3749380,232,12297618,9209652,3087930,36,2239600,2239410,0,190,50129428,36182938,965,662924,175192,487700,32,509986,152906,50129428,38422538,965,0.60284,0.46206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544363,133583,410768,12,64239,17395,46842,2,32018,1928,30090,0,18,0,0,0,0,0,0,4219875,3380013,511261,208163,135
