date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-04-29,28883567,939580,807994,131586,21395630,1692177,5793654,22475510,6410163,0.27,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23888039,4995528,2106,15440163,5955467,1285583,406594,5747658,45996,820697,709552,111145,61810,49844,11966,56196,48598,7598,877,0,0,0,0,381512,558068,4472850,3594422,338822,537500,2106
2021-04-30,29682217,798650,661620,137030,22071135,1748390,5859759,23137957,6547193,0.278,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24286843,5395374,2933,16003549,6067586,1327010,421380,5804465,55294,675505,563386,112119,56213,41427,14786,66105,56807,9298,827,0,0,0,0,398804,399846,4720985,3920087,352388,445577,2933
2021-05-01,30016072,333855,258086,75769,22322060,1788920,5899591,23398611,6622962,0.281,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24596048,5420024,5501,16193589,6128471,1361253,427667,5838268,61323,250925,190040,60885,40530,34243,6287,39832,33803,6029,2568,0,0,0,0,309205,24650,4686052,3932543,343334,404674,5501
2021-05-02,30278499,262427,195051,67376,22516317,1826115,5928765,23595463,6690338,0.284,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24850820,5427679,7302,16332285,6184032,1393108,433007,5862768,65997,194257,138696,55561,37195,31855,5340,29174,24500,4674,1801,0,0,0,0,254772,7655,4665469,3939358,346627,372182,7302
2021-05-03,30725863,447364,332387,114977,22831243,1894697,5991162,23929309,6805315,0.288,0.082,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25204324,5521539,8761,16556817,6274426,1449091,445606,5914640,76522,314926,224532,90394,68582,55983,12599,62397,51872,10525,1459,0,0,0,0,353504,93860,4685294,3939077,374245,363273,8699
2021-05-04,31562814,836951,677011,159940,23454348,1955697,6141373,24608955,6965255,0.296,0.084,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25574023,5988791,11396,17048925,6405423,1497474,458223,6051160,90213,623105,492108,130997,61000,48383,12617,150211,136520,13691,2635,0,0,0,0,369699,467252,4738679,3886661,383939,457199,10880
2021-05-05,32692799,1129985,906680,223305,24295135,2030149,6352624,25519130,7188560,0.307,0.086,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25978044,6714755,14891,17709593,6585542,1548813,481336,6245833,106791,840787,660668,180119,74452,51339,23113,211251,194673,16578,3495,0,0,0,0,404021,725964,4748812,3720202,399782,615166,13662
2021-05-06,33666138,973339,758999,214340,24978761,2117508,6552188,26280919,7402900,0.316,0.089,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26376272,7289866,17681,18219731,6759030,1616895,500613,6426612,125576,683626,510138,173488,87359,68082,19277,199564,180779,18785,2790,0,0,0,0,398228,575111,4782571,3583131,425331,758534,15575
2021-05-07,34530528,864390,642326,222064,25553504,2196351,6760476,26925761,7624964,0.324,0.092,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26796646,7733882,20197,18627278,6926226,1669777,526574,6608509,151967,574743,407547,167196,78843,52882,25961,208288,181897,26391,2516,0,0,0,0,420374,444016,4848311,3482369,447961,900717,17264
2021-05-08,34945900,415372,266787,148585,25816251,2265475,6843110,27193415,7773549,0.327,0.093,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27151527,7794373,21064,18780008,7036243,1720062,545413,6672281,170829,262747,152730,110017,69124,50285,18839,82634,63772,18862,867,0,0,0,0,354881,60491,4929828,3494191,476555,943519,15563
2021-05-09,35222512,276612,177042,99570,26007599,2317416,6875393,27371497,7873119,0.329,0.095,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27417104,7805408,22104,18893512,7114087,1761583,555833,6694298,181095,191348,113504,77844,51941,41521,10420,32283,22017,10266,1040,0,0,0,0,265577,11035,4944013,3491282,491301,946628,14802
2021-05-10,35789319,566807,384810,181997,26366932,2393300,7003765,27759525,8055116,0.334,0.097,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27795013,7994306,25322,19117478,7249454,1818393,574907,6798332,205433,359333,223966,135367,75884,56810,19074,128372,104034,24338,3218,0,0,0,0,377909,188898,5063456,3535689,498603,1012603,16561
2021-05-11,36837184,1047865,782301,265564,27168667,2463861,7176720,28544440,8320680,0.343,0.1,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28189183,8648001,27936,19701594,7467073,1870450,593411,6944460,232260,801735,584116,217619,70561,52057,18504,172955,146128,26827,2614,0,0,0,0,394170,653695,5274370,3714319,508164,1035347,16540
