date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-05-03,30740003,451699,335343,116356,22831622,1913998,5985144,23943148,6806094,0.288,0.082,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25218464,5521539,9239,16558643,6272979,1467560,446438,5907706,77438,23933909,6806094,317901,226921,90980,70581,57388,13193,61631,51034,10597,1586,0,0,0,0,357839,93860,4711833,3954082,383068,365547,9136
2021-05-04,31583040,843037,681295,161742,23457949,1977508,6135382,24627405,6967836,0.296,0.084,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25594249,5988791,12201,17053138,6404811,1517826,459682,6044240,91142,24615204,6967836,626327,494495,131832,63510,50266,13244,150238,136534,13704,2962,0,0,0,0,375785,467252,4769432,3903705,395071,459111,11545
2021-05-05,32730264,1147224,914915,232309,24309254,2056471,6347868,25546790,7200145,0.307,0.087,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26015509,6714755,16671,17719011,6590243,1571284,485187,6239824,108044,25530119,7200145,851305,665873,185432,78963,53458,25505,212486,195584,16902,4470,0,0,0,0,421260,725964,4793471,3746772,413302,618214,15183
2021-05-06,33720840,990576,767295,223281,25002013,2148577,6549386,26318278,7423426,0.316,0.089,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26430974,7289866,20864,18234539,6767474,1640986,507591,6421889,127497,26297414,7423426,692759,515528,177231,92106,69702,22404,201518,182065,19453,4193,0,0,0,0,415465,575111,4837610,3615123,441465,762555,18467
2021-05-07,34611390,890550,652127,238423,25589231,2235270,6761821,26974609,7661849,0.324,0.092,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26877508,7733882,25068,18647759,6941472,1696715,538555,6605067,156754,26949541,7661849,587218,413220,173998,86693,55729,30964,212435,183178,29257,4204,0,0,0,0,446534,444016,4924360,3523923,470852,907789,21796
2021-05-08,35037165,425775,271695,154080,25856892,2307052,6846436,27248021,7815929,0.328,0.094,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27242792,7794373,26785,18802518,7054374,1748662,558390,6670056,176380,27221236,7815929,267661,154759,112902,71782,51947,19835,84615,64989,19626,1717,0,0,0,0,365284,60491,5013854,3538750,501145,953020,20939
2021-05-09,35323343,286178,183620,102558,26050784,2363609,6881099,27432707,7918487,0.33,0.095,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27517935,7805408,27851,18917138,7133646,1794421,569188,6693297,187802,27404856,7918487,193892,114620,79272,56557,45759,10798,34663,23241,11422,1066,0,0,0,0,275143,11035,5035039,3537063,520192,957586,20198
2021-05-10,35912693,589350,395816,193534,26423951,2445397,7011765,27832252,8112021,0.335,0.098,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27918387,7994306,31580,19148522,7275429,1854036,591361,6798114,213651,27800672,8112021,373167,231384,141783,81788,59615,22173,130666,104817,25849,3729,0,0,0,0,400452,188898,5172690,3592329,531399,1026621,22341
2021-05-11,36998556,1085863,798000,287863,27249889,2525294,7188152,28633893,8399884,0.344,0.101,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28350555,8648001,35221,19741554,7508335,1911763,613531,6945355,242797,28598672,8399884,825938,593032,232906,79897,57727,22170,176387,147241,29146,3641,0,0,0,0,432168,653695,5415516,3791940,547786,1052770,23020
2021-05-12,38414548,1415992,1049265,366727,28343193,2616966,7413416,29688910,8766611,0.357,0.105,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28810564,9603984,40973,20538399,7804794,1972883,644083,7136655,276761,29647937,8766611,1093304,796845,296459,91672,61120,30552,225264,191300,33964,5752,0,0,0,0,460009,955983,5684284,4033939,560495,1065548,24302
2021-05-13,38843824,429276,268420,160856,28658542,2683738,7457924,29959977,8927467,0.36,0.107,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29166361,9677463,43620,20725967,7932575,2024444,659294,7165946,291978,29916357,8927467,315349,187568,127781,66772,51561,15211,44508,29291,15217,2647,0,0,0,0,355797,73479,5122984,3656529,535161,908538,22756
2021-05-14,39600361,756537,525998,230539,29203787,2748661,7596498,30493770,9158006,0.367,0.11,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29571561,10028800,51415,21090616,8113171,2074177,674484,7277562,318936,30442355,9158006,545245,364649,180596,64923,49733,15190,138574,111616,26958,7795,0,0,0,0,405200,351337,4988971,3614556,513391,834677,26347
2021-05-15,40000441,400080,234554,165526,29482844,2808959,7652943,30732604,9323532,0.37,0.112,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29923975,10076466,55695,21247309,8235535,2118126,690833,7311474,341469,30676909,9323532,279057,156693,122364,60298,43949,16349,56445,33912,22533,4280,0,0,0,0,352414,47666,4963276,3625952,501907,806507,28910
2021-05-16,40283014,282573,160602,121971,29683027,2861699,7677868,30897931,9445503,0.372,0.114,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30190543,10092471,60420,21353745,8329282,2160981,700718,7322785,355083,30837511,9445503,200183,106436,93747,52740,42855,9885,24925,11311,13614,4725,0,0,0,0,266568,16005,4959671,3632243,498090,796769,32569
2021-05-17,40838324,555310,349292,206018,30021404,2947377,7799366,31256980,9651521,0.376,0.116,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30576535,10261789,70177,21546632,8474772,2222247,725130,7417924,381442,31186803,9651521,338377,192887,145490,85678,61266,24412,121498,95139,26359,9757,0,0,0,0,385992,169318,4925631,3597453,501980,787601,38597
2021-05-18,41710357,872033,517369,354664,30611052,3048473,7972883,31782121,10006185,0.382,0.12,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30993564,10716793,77949,21846024,8765028,2294755,753718,7563393,409490,31704172,10006185,589648,299392,290256,101096,72508,28588,173517,145469,28048,7772,0,0,0,0,417029,455004,4711801,3361163,523179,784731,42728
2021-05-19,42808124,1097767,563634,534133,31415226,3148565,8154226,32357913,10540318,0.389,0.127,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,31411553,11396571,90107,22190030,9225196,2361000,787565,7716776,437450,32267806,10540318,804174,344006,460168,100092,66245,33847,181343,153383,27960,12158,0,0,0,0,417989,679778,4393576,3072033,531599,740810,49134
2021-05-20,43755731,947607,455581,492026,32098905,3245037,8310841,32824335,11032344,0.395,0.133,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,31828217,11927514,100948,22450958,9647947,2426513,818524,7845916,464925,32723387,11032344,683679,260928,422751,96472,65513,30959,156615,129140,27475,10841,0,0,0,0,416664,530943,4911907,3440363,561299,852917,57328
2021-05-21,44606888,851157,405987,445170,32695101,3330735,8468223,33242203,11477514,0.4,0.138,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,32256654,12350234,112829,22673473,10021628,2482890,847845,7973011,495212,33129374,11477514,596196,222515,373681,85698,56377,29321,157382,127095,30287,11881,0,0,0,0,428437,422720,5006527,3491314,582074,871725,61414
2021-05-22,45080763,473875,214903,258972,33001302,3400240,8552115,33471383,11736486,0.402,0.141,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,32601599,12479164,127106,22771956,10229346,2531199,869041,8041122,510993,33344277,11736486,306201,98483,207718,69505,48309,21196,83892,68111,15781,14277,0,0,0,0,344945,128930,5080322,3518458,591281,899172,71411
2021-05-23,45365837,285074,124720,160354,33194219,3459628,8576020,33604967,11896840,0.404,0.143,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,32868552,12497285,135970,22837581,10356638,2575496,884132,8055920,520100,33468997,11896840,192917,65625,127292,59388,44297,15091,23905,14798,9107,8864,0,0,0,0,266953,18121,5082823,3511192,597929,898152,75550
2021-05-24,45691813,325976,141123,184853,33429940,3521176,8596686,33754131,12081693,0.406,0.145,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,33179003,12512810,144011,22920180,10509760,2622048,899128,8067892,528794,33610120,12081693,235721,82599,153122,61548,46552,14996,20666,11972,8694,8041,0,0,0,0,310451,15525,4853489,3408536,573799,797320,73834
2021-05-25,46347301,655488,272095,383393,33876584,3600857,8700737,34051338,12465086,0.409,0.15,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,33575548,12771753,169123,23061883,10814701,2673493,927364,8146839,553898,33882215,12465086,446644,141703,304941,79681,51445,28236,104051,78947,25104,25112,0,0,0,0,396545,258943,4636944,3265532,552384,727854,91174
2021-05-26,47527113,1179812,469540,710272,34761604,3683268,8834843,34599153,13175358,0.416,0.158,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,33991945,13535168,247398,23376715,11384889,2726083,957185,8248957,585886,34351755,13175358,885020,314832,570188,82411,52590,29821,134106,102118,31988,78275,0,0,0,0,416397,763415,4718989,3346378,534703,680617,157291
2021-05-27,48567914,1040801,404144,636657,35500720,3772203,8966470,35084420,13812015,0.422,0.166,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,34410909,14157005,328521,23634555,11866165,2777705,994498,8343639,622831,34755899,13812015,739116,257840,481276,88935,51622,37313,131627,94682,36945,81123,0,0,0,0,418964,621837,4812183,3401815,527166,655629,227573
2021-05-28,49471459,903545,356277,547268,36103830,3858375,9096976,35524454,14359283,0.427,0.173,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,34846493,14624966,412278,23851331,12252499,2828224,1030151,8432621,664355,35112176,14359283,603110,216776,386334,86172,50519,35653,130506,88982,41524,83757,0,0,0,0,435584,467961,4864571,3408729,527640,628753,299449
2021-05-29,49881630,410171,151689,258482,36365653,3920974,9154937,35703931,14617765,0.429,0.176,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,35182255,14699375,440066,23931148,12434505,2865078,1055896,8467639,687298,35263865,14617765,261823,79817,182006,62599,36854,25745,57961,35018,22943,27788,0,0,0,0,335762,74409,4800867,3364351,520734,602822,312960
2021-05-30,50165154,283524,97712,185812,36562784,3967987,9183288,35812672,14803577,0.431,0.178,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,35443961,14721193,451095,23990353,12572431,2892425,1075562,8478799,704489,35361577,14803577,197131,59205,137926,47013,27347,19666,28351,11160,17191,11029,0,0,0,0,261706,21818,4799317,3368565,508359,607268,315125
2021-05-31,50711795,546641,178270,368371,36929921,4035418,9252891,36033412,15171948,0.433,0.182,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,35832833,14878962,493565,24102035,12827886,2920092,1115326,8517720,735171,35539847,15171948,367137,111682,255455,67431,27667,39764,69603,38921,30682,42470,0,0,0,0,388872,157769,5019982,3499981,514242,656205,349554
2021-06-01,51699974,988179,399921,588258,37663302,4115214,9343394,36517832,15760206,0.439,0.19,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,36230539,15469435,578064,24418104,13245198,2949837,1165377,8571827,771567,35939768,15760206,733381,316069,417312,79796,29745,50051,90503,54107,36396,84499,0,0,0,0,397706,590473,5352673,3786718,514357,642657,408941
2021-06-02,52947380,1247406,516772,730634,38652216,4187788,9425613,37138303,16490840,0.447,0.198,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,36637667,16309713,681763,24867459,13784757,2974296,1213492,8614785,810828,36456540,16490840,988914,449355,539559,72574,24459,48115,82219,42958,39261,103699,0,0,0,0,407128,840278,5420267,3890612,504520,590770,434365
2021-06-03,53590046,642666,230362,412304,39127148,4252101,9475832,37421867,16903144,0.45,0.203,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,37000920,16589126,734965,25047259,14079889,3004000,1248101,8635643,840189,36686902,16903144,474932,179800,295132,64313,29704,34609,50219,20858,29361,53202,0,0,0,0,363253,279413,5022132,3626428,479898,509362,406444
2021-06-04,54400552,810506,291092,519414,39712334,4323340,9552696,37790176,17422558,0.454,0.209,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,37408938,16991614,812182,25275191,14437143,3032691,1290649,8670112,882584,36977994,17422558,585186,227932,357254,71239,28691,42548,76864,34469,42395,77217,0,0,0,0,408018,402488,4929093,3608504,464965,455720,399904
2021-06-05,54813410,412858,96278,316580,39983446,4390302,9596866,37917068,17739138,0.456,0.213,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,37758252,17055158,842796,25334282,14649164,3058979,1331323,8681011,915855,37074272,17739138,271112,59091,212021,66962,26288,40674,44170,10899,33271,30614,0,0,0,0,349314,63544,4931780,3617793,469328,441929,402730
2021-06-06,55105610,292200,59396,232804,40189174,4431295,9624105,37994704,17971942,0.457,0.216,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,38020743,17084867,861036,25378186,14810988,3070949,1360346,8684533,939572,37133668,17971942,205728,43904,161824,40993,11970,29023,27239,3522,23717,18240,0,0,0,0,262491,29709,4940456,3626390,463308,440817,409941
2021-06-07,55719186,613576,192801,420775,40590699,4516366,9696606,38241984,18392717,0.46,0.221,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,38395035,17323248,915515,25512300,15078399,3098509,1417857,8715660,980946,37326469,18392717,401525,134114,267411,85071,27560,57511,72501,31127,41374,54479,0,0,0,0,374292,238381,5007391,3660778,480948,443715,421950
2021-06-08,56770627,1051441,339896,711545,41435581,4591744,9759548,38650119,19104262,0.465,0.23,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,38798655,17968865,983754,25793678,15641903,3124740,1467004,8747947,1011601,37666365,19104262,844882,281378,563504,75378,26231,49147,62942,32287,30655,68239,0,0,0,0,403620,645617,5070653,3772279,476530,416154,405690
2021-06-09,58190691,1420064,445713,974351,42608636,4678978,9823546,39191609,20078613,0.471,0.241,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,39227990,18956810,1079531,26178603,16430033,3153124,1525854,8780351,1043195,38112078,20078613,1173055,384925,788130,87234,28384,58850,63998,32404,31594,95777,0,0,0,0,429335,987945,5243311,3956420,491190,397933,397768
2021-06-10,59379315,1188624,402266,786358,43563235,4768787,9879318,39682319,20864971,0.477,0.251,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,39665073,19705530,1167975,26521953,17041282,3185144,1583643,8807247,1072071,38514344,20864971,954599,343350,611249,89809,32020,57789,55772,26896,28876,88444,0,0,0,0,437083,748720,5789269,4436087,516686,403486,433010
2021-06-11,60439353,1060038,362063,697975,44368478,4857808,9948316,40141158,21562946,0.483,0.259,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,40109335,20318630,1264751,26826321,17542157,3213350,1644458,8836736,1111580,38876407,21562946,805243,304368,500875,89021,28206,60815,68998,29489,39509,96776,0,0,0,0,444262,613100,6038801,4656144,534468,395620,452569
2021-06-12,60874326,434973,123471,311502,44652987,4929676,9991670,40299871,21874448,0.485,0.263,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,40441211,20420893,1299993,26918029,17734958,3232059,1697617,8849790,1141880,38999878,21874448,284509,91708,192801,71868,18709,53159,43354,13054,30300,35242,0,0,0,0,331876,102263,6060916,4669541,539374,394804,457197
2021-06-13,61157313,282987,64705,218282,44832874,4993189,10017469,40378364,22092730,0.486,0.266,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,40688538,20456247,1313781,26962188,17870686,3247984,1745205,8854411,1163058,39064583,22092730,179887,44159,135728,63513,15925,47588,25799,4621,21178,13788,0,0,0,0,247327,35354,6051703,4643700,561894,393364,452745
2021-06-14,61810780,653467,212794,440673,45262512,5094395,10084860,40646390,22533403,0.489,0.271,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,41099494,20696780,1369013,27133779,18128733,3271597,1822798,8872001,1212859,39277377,22533403,429638,171591,258047,101206,23613,77593,67391,17590,49801,55232,0,0,0,0,410956,240533,6091594,4671813,578029,388254,453498
2021-06-15,62855134,1044354,344876,699478,46058661,5198956,10169421,41050349,23232881,0.494,0.279,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,41553669,21283470,1428096,27430500,18628161,3300124,1898832,8891629,1277792,39622253,23232881,796149,296721,499428,104561,28527,76034,84561,19628,64933,59083,0,0,0,0,454175,586690,6084507,4623080,607212,409873,444342
2021-06-16,64233495,1378361,462953,915408,47157943,5305175,10265996,41589587,24148289,0.5,0.29,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,42029457,22182018,1504381,27835753,19322190,3332286,1972889,8917167,1348829,40085206,24148289,1099282,405253,694029,106219,32162,74057,96575,25538,71037,76285,0,0,0,0,475788,898548,6042804,4549307,626197,442450,424850
2021-06-17,65377723,1144228,396363,747865,48038542,5408358,10358184,42054208,24896154,0.506,0.299,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,42500115,22852215,1572639,28180462,19858080,3361651,2046707,8939456,1418728,40481569,24896154,880599,344709,535890,103183,29365,73818,92188,22289,69899,68258,0,0,0,0,470658,670197,5998408,4475307,639571,478866,404664
2021-06-18,66366498,988775,342145,646630,48768099,5502480,10454452,42465181,25542784,0.511,0.307,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,42955903,23382503,1641467,28469544,20298555,3392699,2109781,8961471,1492981,40823714,25542784,729557,289082,440475,94122,31048,63074,96268,22015,74253,68828,0,0,0,0,455788,530288,5927145,4399621,644672,506136,376716
2021-06-19,66793343,426845,119520,307325,49040878,5584554,10505302,42605843,25850109,0.512,0.311,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,43297007,23466988,1662609,28561558,20479320,3413670,2170884,8968006,1537296,40943234,25850109,272779,92014,180765,82074,20971,61103,50850,6535,44315,21142,0,0,0,0,341104,84485,5919017,4387891,654878,513632,362616
2021-06-20,67088371,295028,67823,227205,49219654,5656154,10537142,42686478,26077314,0.513,0.314,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,43562130,23496614,1675421,28610737,20608917,3429701,2226453,8970619,1566523,41011057,26077314,178776,49179,129597,71600,16031,55569,31840,2613,29227,12812,0,0,0,0,265123,29626,5931058,4386780,662965,519673,361640
2021-06-21,67716738,628367,207508,420859,49628835,5753574,10622569,42930325,26498173,0.516,0.319,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,43958947,23726147,1711760,28779419,20849416,3454548,2299026,8984598,1637971,41218565,26498173,409181,168682,240499,97420,24847,72573,85427,13979,71448,36339,0,0,0,0,396817,229533,5905958,4366323,659179,537709,342747
2021-06-22,68789273,1072535,371780,700755,50468969,5849387,10725107,43336155,27198928,0.521,0.327,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,44398778,24354112,1745810,29104491,21364478,3485040,2364347,9000814,1724293,41590345,27198928,840134,325072,515062,95813,30492,65321,102538,16216,86322,34050,0,0,0,0,439831,627965,5934139,4410308,650431,555686,317714
2021-06-23,70119063,1329790,484163,845627,51553282,5945006,10840591,43854692,28044555,0.527,0.337,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,44839631,25237778,1780184,29538348,22014934,3514715,2430291,9021445,1819146,42074508,28044555,1084313,433857,650456,95619,29675,65944,115484,20631,94853,34374,0,0,0,0,440853,883666,5885568,4395339,639831,574595,275803
2021-06-24,71150480,1031417,485656,545761,52346659,6032155,10951294,44380536,28590316,0.534,0.344,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,45273599,25830883,1820372,29967573,22379086,3549913,2482242,9042678,1908616,42560164,28590316,793377,429225,364152,87149,35198,51951,110703,21233,89470,40188,0,0,0,0,433968,593105,5772757,4308117,623797,593110,247733
2021-06-25,72066680,916200,376599,539601,53036587,6108532,11061174,44797150,29129917,0.539,0.35,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,45703054,26314646,1860387,30297710,22738877,3576530,2532002,9062523,1998651,42936763,29129917,689928,330137,359791,76377,26617,49760,109880,19845,90035,40015,0,0,0,0,429455,483763,5700182,4268488,606052,606722,218920
2021-06-26,72475381,408701,135651,273050,53290594,6177545,11133644,44946012,29402967,0.54,0.354,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,46047404,26378225,1873598,30401595,22888999,3602065,2575480,9068754,2064890,43072414,29402967,254007,103885,150122,69013,25535,43478,72470,6231,66239,13211,0,0,0,0,344350,63579,5682038,4249716,592991,628342,210989
2021-06-27,72767044,291663,89697,201966,53463298,6235624,11190403,45039830,29604933,0.542,0.356,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,46312994,26403445,1877719,30468626,22994672,3621334,2614290,9072151,2118252,43162111,29604933,172704,67031,105673,58079,19269,38810,56759,3397,53362,4121,0,0,0,0,265590,25220,5678673,4243644,579470,653261,202298
2021-06-28,73393497,626453,241907,384546,53861944,6325337,11304147,45306087,29989479,0.545,0.361,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,46722953,26617843,1902069,30664549,23197395,3653578,2671759,9085891,2218256,43404018,29989479,398646,195923,202723,89713,32244,57469,113744,13740,100004,24350,0,0,0,0,409959,214398,5676759,4233109,571763,681578,190309
2021-06-29,74322736,929239,386335,542904,54543573,6417887,11436829,45714800,30532383,0.55,0.367,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,47151550,27113831,1924447,31006257,23537316,3686490,2731397,9097606,2339223,43790353,30532383,681629,341708,339921,92550,32912,59638,132682,11715,120967,22378,0,0,0,0,428597,495988,5533463,4074604,568500,711722,178637
2021-06-30,75340641,1017905,447855,570050,55308553,6511630,11573399,46185267,31102433,0.555,0.374,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,47580095,27697962,1947059,31404889,23903664,3721226,2790404,9112093,2461306,44238208,31102433,764980,398632,366348,93743,34736,59007,136570,14487,122083,22612,0,0,0,0,428545,584131,5221578,3755271,566624,732808,166875
2021-07-01,76319834,979193,450535,528658,56049326,6594776,11706178,46658297,31631091,0.561,0.38,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,47984719,28268207,1969554,31811392,24237934,3751736,2843040,9125615,2580563,44688743,31631091,740773,406503,334270,83146,30510,52636,132779,13522,119257,22495,0,0,0,0,404624,570245,5169354,3702667,562621,754884,149182
2021-07-02,77162574,842740,377829,464911,56696975,6689122,11785311,47057738,32096002,0.566,0.386,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,48382322,28709971,1991166,32148307,24548668,3783444,2905678,9134821,2650490,45066572,32096002,647649,336915,310734,94346,31708,62638,79133,9206,69927,21612,0,0,0,0,397603,441764,5095894,3660388,580590,724137,130779
2021-07-03,77539102,376528,148384,228144,56951884,6768401,11812444,47221329,32324146,0.568,0.389,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,48691853,28776252,2006373,32269308,24682576,3808035,2960366,9137613,2674831,45214956,32324146,254909,121001,133908,79279,24591,54688,27133,2792,24341,15207,0,0,0,0,309531,66281,5063721,3661290,590856,678800,132775
2021-07-04,77812090,272988,92752,180236,57133297,6836540,11826967,47322994,32504382,0.569,0.391,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,48937322,28803194,2015286,32342170,24791127,3826477,3010063,9139061,2687906,45307708,32504382,181413,72862,108551,68139,18442,49697,14523,1448,13075,8913,0,0,0,0,245469,26942,5045046,3669999,600916,636564,137567
2021-07-05,78346250,534160,195163,338997,57518763,6930839,11866510,47533009,32843379,0.572,0.395,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,49279427,28993153,2030138,32506996,25011767,3852464,3078375,9143411,2723099,45502871,32843379,385466,164826,220640,94299,25987,68312,39543,4350,35193,14852,0,0,0,0,342105,189959,4952753,3656819,605502,562363,128069
2021-07-06,79120803,774553,269014,505539,58133596,7029666,11911744,47817682,33348918,0.575,0.401,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,49620308,29423099,2045797,32746200,25387396,3877726,3151940,9147959,2763785,45771885,33348918,614833,239204,375629,98827,25262,73565,45234,4548,40686,15659,0,0,0,0,340881,429946,4798067,3590023,611779,474915,121350
2021-07-07,80112682,991879,322653,669226,58959862,7125014,11963042,48159302,34018144,0.579,0.409,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,49973958,30056482,2064764,33038854,25921008,3902323,3222691,9153361,2809681,46094538,34018144,826266,292654,533612,95348,24597,70751,51298,5402,45896,18967,0,0,0,0,353650,633383,4772041,3651309,613384,389643,117705
