date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-01-29,106443,1481,8,0,NA,0,0,0,0,2348742,38497,80,3,3344835,63600,0,0
2021-01-30,87332,880,2,0,NA,0,0,0,0,2436074,39377,82,3,3344835,63600,0,0
2021-01-31,56750,377,5,0,impfzentren,0,90000,0,0,2492824,39754,87,3,3344835,153600,0,0
2021-02-01,117510,2211,51,0,NA,0,0,0,0,2610334,41965,138,3,3344835,153600,0,0
2021-02-02,129422,3072,13,0,impfzentren,747630,0,0,0,2739756,45037,151,3,4092465,153600,0,0
2021-02-03,156142,6331,26,0,NA,0,0,0,0,2895898,51368,177,3,4092465,153600,0,0
2021-02-04,128402,5840,5,0,NA,0,0,0,0,3024300,57208,182,3,4092465,153600,0,0
2021-02-05,140832,6463,8,0,NA,0,0,0,0,3165132,63671,190,3,4092465,153600,0,0
2021-02-06,91382,2630,1,0,impfzentren,0,0,345600,0,3256514,66301,191,3,4092465,153600,345600,0
2021-02-07,51136,2332,2,1,NA,0,0,0,0,3307650,68633,193,4,4092465,153600,345600,0
2021-02-08,105232,3831,29,1,NA,0,0,0,0,3412882,72464,222,5,4092465,153600,345600,0
2021-02-09,130781,3438,113,0,impfzentren,747630,0,0,0,3543663,75902,335,5,4840095,153600,345600,0
2021-02-10,142250,4251,8352,0,NA,0,0,0,0,3685913,80153,8687,5,4840095,153600,345600,0
2021-02-11,120444,7281,16347,2,NA,0,0,0,0,3806357,87434,25034,7,4840095,153600,345600,0
2021-02-12,132175,9319,14276,3,impfzentren,0,0,391200,0,3938532,96753,39310,10,4840095,153600,736800,0
2021-02-13,90900,3261,13372,1,NA,0,0,0,0,4029432,100014,52682,11,4840095,153600,736800,0
2021-02-14,55523,2477,7257,1,NA,0,0,0,0,4084955,102491,59939,12,4840095,153600,736800,0
2021-02-15,104954,5274,15480,1,impfzentren,0,182400,0,0,4189909,107765,75419,13,4840095,336000,736800,0
2021-02-16,108748,6161,19620,1,impfzentren,904410,0,0,0,4298657,113926,95039,14,5744505,336000,736800,0
2021-02-17,122404,8014,20833,1,NA,0,0,0,0,4421061,121940,115872,15,5744505,336000,736800,0
2021-02-18,112392,8235,23881,5,NA,0,0,0,0,4533453,130175,139753,20,5744505,336000,736800,0
2021-02-19,121450,9972,27506,1,impfzentren,0,0,715200,0,4654903,140147,167259,21,5744505,336000,1452000,0
2021-02-20,86559,4472,21255,1,NA,0,0,0,0,4741462,144619,188514,22,5744505,336000,1452000,0
2021-02-21,66660,3644,15725,1,NA,0,0,0,0,4808122,148263,204239,23,5744505,336000,1452000,0
2021-02-22,123261,8944,23670,1,NA,0,0,0,0,4931383,157207,227909,24,5744505,336000,1452000,0
2021-02-23,134349,7231,28937,1,impfzentren,926640,0,0,0,5065732,164438,256846,25,6671145,336000,1452000,0
2021-02-24,131918,7623,36754,1,NA,0,0,0,0,5197650,172061,293600,26,6671145,336000,1452000,0
2021-02-25,131742,6769,50961,0,NA,0,0,0,0,5329392,178830,344561,26,6671145,336000,1452000,0
2021-02-26,141748,8850,63002,0,NA,0,0,0,0,5471140,187680,407563,26,6671145,336000,1452000,0
2021-02-27,92848,4085,51078,1,impfzentren,0,342900,0,0,5563988,191765,458641,27,6671145,678900,1452000,0
2021-02-28,61559,3964,37707,2,NA,0,0,0,0,5625547,195729,496348,29,6671145,678900,1452000,0
2021-03-01,130597,9637,58441,0,NA,0,0,0,0,5756144,205366,554789,29,6671145,678900,1452000,0
2021-03-02,140692,10043,68946,0,impfzentren,1014390,0,650400,0,5896836,215409,623735,29,7685535,678900,2102400,0
2021-03-03,158136,15120,74576,0,NA,0,0,0,0,6054972,230529,698311,29,7685535,678900,2102400,0
2021-03-04,141556,14488,89281,0,NA,0,0,0,0,6196528,245017,787592,29,7685535,678900,2102400,0
2021-03-05,148248,13386,113237,1,NA,0,0,0,0,6344776,258403,900829,30,7685535,678900,2102400,0
2021-03-06,109391,8861,84385,0,NA,0,0,0,0,6454167,267264,985214,30,7685535,678900,2102400,0
2021-03-07,79852,6665,61238,0,NA,0,0,0,0,6534019,273929,1046452,30,7685535,678900,2102400,0
2021-03-08,134303,10972,92737,0,NA,0,0,0,0,6668322,284901,1139189,30,7685535,678900,2102400,0
2021-03-09,140524,12796,99521,0,impfzentren,1083420,0,960000,0,6808846,297697,1238710,30,8768955,678900,3062400,0
2021-03-10,159739,12236,117595,1,NA,0,0,0,0,6968585,309933,1356305,31,8768955,678900,3062400,0
2021-03-11,147917,13738,123031,0,NA,0,0,0,0,7116502,323671,1479336,31,8768955,678900,3062400,0
2021-03-12,151812,17318,157862,0,NA,0,0,0,0,7268314,340989,1637198,31,8768955,678900,3062400,0
2021-03-13,116108,9587,115151,0,NA,0,0,0,0,7384422,350576,1752349,31,8768955,678900,3062400,0
2021-03-14,88179,5520,76553,0,NA,0,0,0,0,7472601,356096,1828902,31,8768955,678900,3062400,0
2021-03-15,153065,12670,82522,0,impfzentren,0,0,364800,0,7625666,368766,1911424,31,8768955,678900,3427200,0
2021-03-16,166831,11288,1018,0,impfzentren,1083420,0,0,0,7792497,380054,1912442,31,9852375,678900,3427200,0
2021-03-17,186558,18024,746,0,NA,0,0,0,0,7979055,398078,1913188,31,9852375,678900,3427200,0
2021-03-18,174454,18221,1161,0,NA,0,0,0,0,8153509,416299,1914349,31,9852375,678900,3427200,0
2021-03-19,185918,20864,38635,0,NA,0,0,0,0,8339427,437163,1952984,31,9852375,678900,3427200,0
2021-03-20,135502,15315,69602,0,NA,0,0,0,0,8474929,452478,2022586,31,9852375,678900,3427200,0
2021-03-21,102342,9213,53201,0,impfzentren,0,432000,0,0,8577271,461691,2075787,31,9852375,1110900,3427200,0
2021-03-22,166684,23878,79130,0,NA,0,0,0,0,8743955,485569,2154917,31,9852375,1110900,3427200,0
2021-03-23,181952,19758,99686,1,impfzentren,1076400,0,204000,0,8925907,505327,2254603,32,10928775,1110900,3631200,0
2021-03-24,200385,33120,106075,2,NA,0,0,0,0,9126292,538447,2360678,34,10928775,1110900,3631200,0
2021-03-25,185757,27672,119661,1,NA,0,0,0,0,9312049,566119,2480339,35,10928775,1110900,3631200,0
2021-03-26,199978,37287,137395,2,impfzentren,0,0,201600,0,9512027,603406,2617734,37,10928775,1110900,3832800,0
2021-03-27,149742,27668,104270,2,NA,0,0,0,0,9661769,631074,2722004,39,10928775,1110900,3832800,0
2021-03-28,115473,18543,62631,1,NA,0,0,0,0,9777242,649617,2784635,40,10928775,1110900,3832800,0
2021-03-29,188848,25038,92088,0,NA,0,0,0,0,9966090,674655,2876723,40,10928775,1110900,3832800,0
2021-03-30,218782,24489,86018,0,impfzentren,1427400,0,0,0,10184872,699144,2962741,40,12356175,1110900,3832800,0
2021-03-31,247886,36139,52749,0,NA,0,0,0,0,10432758,735283,3015490,40,12356175,1110900,3832800,0
2021-04-01,239314,32491,55382,0,NA,0,0,0,0,10672072,767774,3070872,40,12356175,1110900,3832800,0
2021-04-02,179773,14408,31849,0,impfzentren,0,650400,0,0,10851845,782182,3102721,40,12356175,1761300,3832800,0
2021-04-03,174359,15788,41985,0,impfzentren,0,0,1744800,0,11026204,797970,3144706,40,12356175,1761300,5577600,0
2021-04-04,132378,10072,50747,0,NA,0,0,0,0,11158582,808042,3195453,40,12356175,1761300,5577600,0
2021-04-05,165249,17883,65098,0,NA,0,0,0,0,11323831,825925,3260551,40,12356175,1761300,5577600,0
2021-04-06,255193,32204,86718,2,NA,0,0,0,0,11579024,858129,3347269,42,12356175,1761300,5577600,0
2021-04-07,542461,37105,88859,0,impfzentren,2737734,0,0,0,12121485,895234,3436128,42,15093909,1761300,5577600,0
2021-04-07,542461,37105,88859,0,arztpraxen,2737734,0,0,0,12663946,932339,3524987,42,17831643,1761300,5577600,0
2021-04-08,571789,35670,91821,0,NA,0,0,0,0,13235735,968009,3616808,42,17831643,1761300,5577600,0
2021-04-09,490838,36732,105255,1,NA,0,0,0,0,13726573,1004741,3722063,43,17831643,1761300,5577600,0
2021-04-10,248701,23258,101013,0,NA,0,0,0,0,13975274,1027999,3823076,43,17831643,1761300,5577600,0
2021-04-11,170559,18692,74966,0,NA,0,0,0,0,14145833,1046691,3898042,43,17831643,1761300,5577600,0
2021-04-12,279169,29281,110499,1,impfzentren,0,0,360000,0,14425002,1075972,4008541,44,17831643,1761300,5937600,0
2021-04-13,432390,27356,117460,0,impfzentren,2519669,0,0,0,14857392,1103328,4126001,44,20351312,1761300,5937600,0
2021-04-13,432390,27356,117460,0,arztpraxen,2519669,0,0,0,15289782,1130684,4243461,44,22870981,1761300,5937600,0
2021-04-14,616868,33600,125089,0,NA,0,0,0,0,15906650,1164284,4368550,44,22870981,1761300,5937600,0
2021-04-15,534507,36127,110084,1,NA,0,0,0,0,16441157,1200411,4478634,45,22870981,1761300,5937600,0
2021-04-16,438546,32507,125934,0,NA,0,0,0,0,16879703,1232918,4604568,45,22870981,1761300,5937600,0
2021-04-17,225097,22716,118575,0,impfzentren,0,42000,0,0,17104800,1255634,4723143,45,22870981,1803300,5937600,0
2021-04-18,172213,15411,82185,0,bund,0,72000,57600,0,17277013,1271045,4805328,45,22870981,1875300,5995200,0
2021-04-19,294018,32987,75540,1,NA,0,0,0,0,17571031,1304032,4880868,46,22870981,1875300,5995200,0
2021-04-20,382184,39297,139602,1,impfzentren,2517024,0,0,0,17953215,1343329,5020470,47,25388005,1875300,5995200,0
2021-04-20,382184,39297,139602,1,arztpraxen,2517024,0,556930,0,18335399,1382626,5160072,48,27905029,1875300,6552130,0
2021-04-21,454773,41757,225128,0,impfzentren,0,477600,0,0,18790172,1424383,5385200,48,27905029,2352900,6552130,0
2021-04-22,381997,43722,213197,0,NA,0,0,0,0,19172169,1468105,5598397,48,27905029,2352900,6552130,0
2021-04-23,353551,43646,159455,0,NA,0,0,0,0,19525720,1511751,5757852,48,27905029,2352900,6552130,0
2021-04-24,235241,49403,81311,0,impfzentren,0,0,196800,0,19760961,1561154,5839163,48,27905029,2352900,6748930,0
2021-04-25,187980,33721,61586,0,impfzentren,0,388800,0,256800,19948941,1594875,5900749,48,27905029,2741700,6748930,256800
2021-04-25,187980,33721,61586,0,bund,21060,388800,9600,256800,20136921,1628596,5962335,48,27926089,3130500,6758530,513600
2021-04-26,318129,42557,72627,70,impfzentren,1364220,0,0,0,20455050,1671153,6034962,118,29290309,3130500,6758530,513600
2021-04-27,676990,51567,56718,553,arztpraxen,2049432,0,70,0,21132040,1722720,6091680,671,31339741,3130500,6758600,513600
2021-04-28,1008504,60803,53559,833,impfzentren,0,0,144000,0,22140544,1783523,6145239,1504,31339741,3130500,6902600,513600
2021-04-29,824956,63992,57192,912,NA,0,0,0,0,22965500,1847515,6202431,2416,31339741,3130500,6902600,513600
2021-04-30,678894,57345,67328,900,impfzentren,0,376800,60000,0,23644394,1904860,6269759,3316,31339741,3507300,6962600,513600
2021-04-30,678894,57345,67328,900,bund,0,376800,0,0,24323288,1962205,6337087,4216,31339741,3884100,6962600,513600
2021-05-01,253065,41536,39436,2574,impfzentren,1825200,0,0,0,24576353,2003741,6376523,6790,33164941,3884100,6962600,513600
2021-05-01,253065,41536,39436,2574,bund,1825200,0,0,0,24829418,2045277,6415959,9364,34990141,3884100,6962600,513600
2021-05-02,195748,37548,30130,1808,NA,0,0,0,0,25025166,2082825,6446089,11172,34990141,3884100,6962600,513600
2021-05-03,318127,70640,61702,1590,impfzentren,0,0,60000,0,25343293,2153465,6507791,12762,34990141,3884100,7022600,513600
2021-05-04,626583,63533,150280,2963,arztpraxen,1535700,0,1100270,0,25969876,2216998,6658071,15725,36525841,3884100,8122870,513600
2021-05-04,626583,63533,150280,2963,impfzentren,0,0,0,216600,26596459,2280531,6808351,18688,36525841,3884100,8122870,730200
2021-05-04,626583,63533,150280,2963,bund,0,0,0,216600,27223042,2344064,6958631,21651,36525841,3884100,8122870,946800
2021-05-05,851775,78998,212512,4474,NA,0,0,0,0,28074817,2423062,7171143,26125,36525841,3884100,8122870,946800
2021-05-06,693333,92225,201584,4553,NA,0,0,0,0,28768150,2515287,7372727,30678,36525841,3884100,8122870,946800
2021-05-07,588389,86748,212552,4203,impfzentren,0,550800,0,0,29356539,2602035,7585279,34881,36525841,4434900,8122870,946800
2021-05-07,588389,86748,212552,4203,bund,0,550800,0,0,29944928,2688783,7797831,39084,36525841,4985700,8122870,946800
2021-05-08,267966,71926,84688,1717,impfzentren,1790100,0,0,0,30212894,2760709,7882519,40801,38315941,4985700,8122870,946800
2021-05-08,267966,71926,84688,1717,bund,1790100,0,0,0,30480860,2832635,7967207,42518,40106041,4985700,8122870,946800
2021-05-09,194087,56602,34705,1068,NA,0,0,0,0,30674947,2889237,8001912,43586,40106041,4985700,8122870,946800
2021-05-10,373399,81873,130680,3731,impfzentren,0,0,112800,0,31048346,2971110,8132592,47317,40106041,4985700,8235670,946800
2021-05-11,826260,80023,176380,3643,arztpraxen,1613010,0,880430,0,31874606,3051133,8308972,50960,41719051,4985700,9116100,946800
2021-05-12,1093909,91739,225306,5755,NA,0,0,0,0,32968515,3142872,8534278,56715,41719051,4985700,9116100,946800
2021-05-13,315549,66783,44544,2650,NA,0,0,0,0,33284064,3209655,8578822,59365,41719051,4985700,9116100,946800
2021-05-14,545568,64946,138642,7797,bund,0,0,850,0,33829632,3274601,8717464,67162,41719051,4985700,9116950,946800
2021-05-15,279459,60436,56477,4282,impfzentren,1825200,550800,0,0,34109091,3335037,8773941,71444,43544251,5536500,9116950,946800
2021-05-16,199951,52769,24947,4726,bund,35100,15200,0,0,34309042,3387806,8798888,76170,43579351,5551700,9116950,946800
2021-05-17,338496,85716,121534,9762,impfzentren,0,0,98400,0,34647538,3473522,8920422,85932,43579351,5551700,9215350,946800
2021-05-18,589818,101171,173557,7773,arztpraxen,1567314,0,754440,0,35237356,3574693,9093979,93705,45146665,5551700,9969790,946800
2021-05-19,804525,100296,181515,12165,NA,0,0,0,0,36041881,3674989,9275494,105870,45146665,5551700,9969790,946800
2021-05-20,684026,96518,156645,10841,NA,0,0,0,0,36725907,3771507,9432139,116711,45146665,5551700,9969790,946800
2021-05-21,596613,85743,157436,11885,impfzentren,0,520800,124800,0,37322520,3857250,9589575,128596,45146665,6072500,10094590,946800
2021-05-22,306510,69576,83863,14287,NA,0,0,0,0,37629030,3926826,9673438,142883,45146665,6072500,10094590,946800
2021-05-23,193086,59452,23929,8868,impfzentren,1852109,0,0,0,37822116,3986278,9697367,151751,46998774,6072500,10094590,946800
2021-05-23,193086,59452,23929,8868,bund,1852109,14400,0,0,38015202,4045730,9721296,160619,48850883,6086900,10094590,946800
2021-05-24,235920,61572,20665,8045,NA,0,0,0,0,38251122,4107302,9741961,168664,48850883,6086900,10094590,946800
2021-05-25,446899,79817,104078,25162,arztpraxen,1557786,0,513740,532355,38698021,4187119,9846039,193826,50408669,6086900,10608330,1479155
2021-05-26,885448,82429,134134,78273,NA,0,0,0,0,39583469,4269548,9980173,272099,50408669,6086900,10608330,1479155
2021-05-27,739508,89015,131694,81123,NA,0,0,0,0,40322977,4358563,10111867,353222,50408669,6086900,10608330,1479155
2021-05-28,603993,86243,130588,83862,NA,0,0,0,0,40926970,4444806,10242455,437084,50408669,6086900,10608330,1479155
2021-05-29,262365,62647,58013,27795,NA,0,0,0,0,41189335,4507453,10300468,464879,50408669,6086900,10608330,1479155
2021-05-30,197324,47061,28382,11033,impfzentren,1760850,554900,0,0,41386659,4554514,10328850,475912,52169519,6641800,10608330,1479155
2021-05-30,197324,47061,28382,11033,bund,1760850,554900,0,0,41583983,4601575,10357232,486945,53930369,7196700,10608330,1479155
2021-05-31,367638,67506,69725,42483,NA,0,0,0,0,41951621,4669081,10426957,529428,53930369,7196700,10608330,1479155
2021-06-01,734069,79876,90625,84563,arztpraxen,2176062,0,0,714340,42685690,4748957,10517582,613991,56106431,7196700,10608330,2193495
2021-06-02,989561,72649,82328,104878,NA,0,0,0,0,43675251,4821606,10599910,718869,56106431,7196700,10608330,2193495
2021-06-03,475501,64364,50275,53232,NA,0,0,0,0,44150752,4885970,10650185,772101,56106431,7196700,10608330,2193495
2021-06-04,586348,71319,76977,77225,arztpraxen,0,0,384280,0,44737100,4957289,10727162,849326,56106431,7196700,10992610,2193495
2021-06-04,586348,71319,76977,77225,impfzentren,0,0,384280,0,45323448,5028608,10804139,926551,56106431,7196700,11376890,2193495
2021-06-05,271357,67039,44265,30612,NA,0,0,0,0,45594805,5095647,10848404,957163,56106431,7196700,11376890,2193495
2021-06-06,205970,41040,27272,18248,impfzentren,1712880,561180,0,0,45800775,5136687,10875676,975411,57819311,7757880,11376890,2193495
2021-06-06,205970,41040,27272,18248,bund,1712880,561180,0,0,46006745,5177727,10902948,993659,59532191,8319060,11376890,2193495
2021-06-07,402391,85161,72602,54483,NA,0,0,0,0,46409136,5262888,10975550,1048142,59532191,8319060,11376890,2193495
2021-06-08,849436,75463,62975,68355,arztpraxen,3367482,0,1020830,520265,47258572,5338351,11038525,1116497,62899673,8319060,12397720,2713760
2021-06-08,849436,75463,62975,68355,betriebe,3367482,0,0,0,48108008,5413814,11101500,1184852,66267155,8319060,12397720,2713760
2021-06-08,849436,75463,62975,68355,impfzentren,0,0,1020830,0,48957444,5489277,11164475,1253207,66267155,8319060,13418550,2713760
2021-06-09,1178925,87325,64061,95799,NA,0,0,0,0,50136369,5576602,11228536,1349006,66267155,8319060,13418550,2713760
2021-06-10,959277,89863,55825,88449,NA,0,0,0,0,51095646,5666465,11284361,1437455,66267155,8319060,13418550,2713760
2021-06-11,810034,89135,69175,96780,NA,0,0,0,0,51905680,5755600,11353536,1534235,66267155,8319060,13418550,2713760
2021-06-12,285279,71983,43471,35240,NA,0,0,0,0,52190959,5827583,11397007,1569475,66267155,8319060,13418550,2713760
2021-06-13,180001,63572,25824,13792,impfzentren,1649700,0,0,0,52370960,5891155,11422831,1583267,67916855,8319060,13418550,2713760
2021-06-13,180001,63572,25824,13792,bund,1649700,13200,0,0,52550961,5954727,11448655,1597059,69566555,8332260,13418550,2713760
2021-06-14,432206,101414,67484,55238,impfzentren,0,537600,0,0,52983167,6056141,11516139,1652297,69566555,8869860,13418550,2713760
2021-06-15,800684,104745,84661,59088,arztpraxen,3051588,0,1137300,235670,53783851,6160886,11600800,1711385,72618143,8869860,14555850,2949430
2021-06-15,800684,104745,84661,59088,betriebe,3051588,0,0,0,54584535,6265631,11685461,1770473,75669731,8869860,14555850,2949430
2021-06-15,800684,104745,84661,59088,impfzentren,0,0,1137300,0,55385219,6370376,11770122,1829561,75669731,8869860,15693150,2949430
2021-06-16,1104334,106623,96759,76288,NA,0,0,0,0,56489553,6476999,11866881,1905849,75669731,8869860,15693150,2949430
2021-06-17,885098,103671,92254,68277,NA,0,0,0,0,57374651,6580670,11959135,1974126,75669731,8869860,15693150,2949430
2021-06-18,734007,94528,96427,68850,NA,0,0,0,0,58108658,6675198,12055562,2042976,75669731,8869860,15693150,2949430
2021-06-19,273171,82160,50971,21143,NA,0,0,0,0,58381829,6757358,12106533,2064119,75669731,8869860,15693150,2949430
2021-06-20,178981,71646,31864,12814,impfzentren,1567800,0,0,0,58560810,6829004,12138397,2076933,77237531,8869860,15693150,2949430
2021-06-20,178981,71646,31864,12814,bund,1567800,0,0,0,58739791,6900650,12170261,2089747,78805331,8869860,15693150,2949430
2021-06-21,411984,97754,85591,36350,impfzentren,0,583200,0,0,59151775,6998404,12255852,2126097,78805331,9453060,15693150,2949430
2021-06-22,845614,96106,102731,34216,arztpraxen,3518118,0,929360,0,59997389,7094510,12358583,2160313,82323449,9453060,16622510,2949430
2021-06-22,845614,96106,102731,34216,impfzentren,0,0,929360,0,60843003,7190616,12461314,2194529,82323449,9453060,17551870,2949430
2021-06-22,845614,96106,102731,34216,betriebe,3518118,0,0,192000,61688617,7286722,12564045,2228745,85841567,9453060,17551870,3141430
2021-06-23,1090065,96208,115673,34677,NA,0,0,0,0,62778682,7382930,12679718,2263422,85841567,9453060,17551870,3141430
2021-06-24,797981,87401,110781,40399,impfzentren,0,0,0,228000,63576663,7470331,12790499,2303821,85841567,9453060,17551870,3369430
2021-06-25,694911,76629,109966,40347,impfzentren,0,613200,0,0,64271574,7546960,12900465,2344168,85841567,10066260,17551870,3369430
2021-06-26,255252,69114,72600,13263,NA,0,0,0,0,64526826,7616074,12973065,2357431,85841567,10066260,17551870,3369430
2021-06-27,172972,58152,56788,4121,impfzentren,1769040,0,0,0,64699798,7674226,13029853,2361552,87610607,10066260,17551870,3369430
2021-06-27,172972,58152,56788,4121,bund,1769040,7200,0,0,64872770,7732378,13086641,2365673,89379647,10073460,17551870,3369430
2021-06-28,401294,90086,113814,24454,NA,0,0,0,0,65274064,7822464,13200455,2390127,89379647,10073460,17551870,3369430
2021-06-29,685827,93045,132830,22535,arztpraxen,3484770,0,479230,0,65959891,7915509,13333285,2412662,92864417,10073460,18031100,3369430
2021-06-29,685827,93045,132830,22535,betriebe,3484770,0,0,0,66645718,8008554,13466115,2435197,96349187,10073460,18031100,3369430
2021-06-30,770474,94180,136673,22775,NA,0,0,0,0,67416192,8102734,13602788,2457972,96349187,10073460,18031100,3369430
2021-07-01,744868,83584,132852,22711,impfzentren,0,0,691200,0,68161060,8186318,13735640,2480683,96349187,10073460,18722300,3369430
2021-07-02,651507,95041,79254,22203,impfzentren,0,0,0,721100,68812567,8281359,13814894,2502886,96349187,10073460,18722300,4090530
2021-07-03,256036,79385,27151,15220,NA,0,0,0,0,69068603,8360744,13842045,2518106,96349187,10073460,18722300,4090530
2021-07-04,181838,68195,14537,8921,impfzentren,1105649,0,0,0,69250441,8428939,13856582,2527027,97454836,10073460,18722300,4090530
2021-07-05,388285,94669,39584,14861,impfzentren,0,876000,0,0,69638726,8523608,13896166,2541888,97454836,10949460,18722300,4090530
2021-07-06,619455,99362,45323,15738,betriebe,2634774,0,0,258360,70258181,8622970,13941489,2557626,100089610,10949460,18722300,4348890
2021-07-06,619455,99362,45323,15738,arztpraxen,2634774,0,2102920,0,70877636,8722332,13986812,2573364,102724384,10949460,20825220,4348890
2021-07-06,619455,99362,45323,15738,impfzentren,0,0,2102920,0,71497091,8821694,14032135,2589102,102724384,10949460,22928140,4348890
2021-07-07,831641,96025,51369,19128,NA,0,0,0,0,72328732,8917719,14083504,2608230,102724384,10949460,22928140,4348890
2021-07-08,686148,101572,42637,19450,NA,0,0,0,0,73014880,9019291,14126141,2627680,102724384,10949460,22928140,4348890
2021-07-09,596074,99017,43213,20647,bund,13710,0,0,0,73610954,9118308,14169354,2648327,102738094,10949460,22928140,4348890
2021-07-10,228758,84293,21126,9780,NA,0,0,0,0,73839712,9202601,14190480,2658107,102738094,10949460,22928140,4348890
2021-07-11,146041,63645,10292,8295,bund,0,0,0,200,73985753,9266246,14200772,2666402,102738094,10949460,22928140,4349090
2021-07-11,146041,63645,10292,8295,impfzentren,1105650,0,0,0,74131794,9329891,14211064,2674697,103843744,10949460,22928140,4349090
2021-07-12,351600,79601,24037,14107,impfzentren,0,1327200,0,0,74483394,9409492,14235101,2688804,103843744,12276660,22928140,4349090
2021-07-13,630543,78029,34637,19960,betriebe,2865282,0,0,129465,75113937,9487521,14269738,2708764,106709026,12276660,22928140,4478555
2021-07-13,630543,78029,34637,19960,arztpraxen,2865282,0,80280,129465,75744480,9565550,14304375,2728724,109574308,12276660,23008420,4608020
2021-07-14,834187,72156,47147,23026,NA,0,0,0,0,76578667,9637706,14351522,2751750,109574308,12276660,23008420,4608020
2021-07-15,636284,71203,38572,22614,NA,0,0,0,0,77214951,9708909,14390094,2774364,109574308,12276660,23008420,4608020
2021-07-16,542571,64525,31970,22238,NA,0,0,0,0,77757522,9773434,14422064,2796602,109574308,12276660,23008420,4608020
