date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_jj,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-08-01,92789079,69304597,35657363,33647234,8536559,4254180,4282379,12510579,9203849,3306730,2437344,51552736,41236343,116723,36333,80390,51552736,43673687,0.6198722467214075,0.5251342330947776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83463,26196,57267,25070,4181,20889,2316,82,2234,5874,0,0,0,0,0,0,2956959,2490521,278747,100843,86848
2021-08-02,93081392,69543137,35710227,33832910,8569952,4259326,4310626,12519704,9204423,3315281,2448599,51622575,41458817,292313,69839,222474,51622575,43907416,0.6207119937687569,0.5279446003341409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238540,52864,185676,33393,5146,28247,9125,574,8551,11255,0,0,0,0,0,0,2911904,2454927,272326,97626,87025
2021-08-03,93540989,69939246,35781376,34157870,8608320,4264233,4344087,12531639,9205150,3326489,2461784,51712543,41828446,459597,89968,369629,51712543,44290230,0.6217937727512153,0.5325475718283484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396109,71149,324960,38368,4907,33461,11935,727,11208,13185,0,0,0,0,0,0,2821633,2376201,268407,89684,87341
2021-08-04,94110485,70448389,35872098,34576291,8644627,4269911,4374716,12542897,9205649,3337248,2474572,51822230,42288255,569496,109687,459809,51822230,44762827,0.6231126538116916,0.5382300978573026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509143,90722,418421,36307,5678,30629,11258,499,10759,12788,0,0,0,0,0,0,2704579,2282829,257745,77605,86400
2021-08-05,94625646,70901518,35951654,34949864,8684363,4275166,4409197,12550840,9206256,3344584,2488925,51922001,42703645,515161,99771,415390,51922001,45192570,0.6243123044748037,0.5433973456038198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453129,79556,373573,39736,5255,34481,7943,607,7336,14353,0,0,0,0,0,0,2643804,2237998,254010,65758,86038
2021-08-06,95064232,71281770,36026348,35255422,8720199,4280917,4439282,12558141,9206686,3351455,2504122,52018073,43046159,438586,96072,342514,52018073,45550281,0.625467478207717,0.547698477579569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380252,74694,305558,35836,5751,30085,7301,430,6871,15197,0,0,0,0,0,0,2586574,2200965,244574,55896,85139
2021-08-07,95248379,71419573,36062376,35357197,8752036,4285628,4466408,12559684,9206766,3352918,2517086,52071856,43176523,184147,53783,130364,52071856,45693609,0.6261141672417465,0.5494218594264236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137803,36028,101775,31837,4711,27126,1543,80,1463,12964,0,0,0,0,0,0,2576023,2198439,240547,51421,85616
2021-08-08,95364318,71508846,36082966,35425880,8773791,4288392,4485399,12560604,9206808,3353796,2521077,52099243,43265075,115939,27387,88552,52099243,45786152,0.626443469671417,0.550534600316225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89273,20590,68683,21755,2764,18991,920,42,878,3991,0,0,0,0,0,0,2575239,2204249,237232,50025,83733
2021-08-09,95657177,71745936,36129348,35616588,8815266,4292908,4522358,12565931,9207115,3358816,2530044,52159415,43497762,292859,60172,232687,52159415,46027806,0.6271669803077821,0.5534402580859547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237090,46382,190708,41475,4516,36959,5327,307,5020,8967,0,0,0,0,0,0,2575785,2202799,245314,46227,81445
2021-08-10,96084061,72111059,36197867,35913192,8857919,4297929,4559990,12573795,9207681,3366114,2541288,52244765,43839296,426884,85350,341534,52244765,46380584,0.6281932322657319,0.557682075464064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365123,68519,296604,42653,5021,37632,7864,566,7298,11244,0,0,0,0,0,0,2543072,2171813,249599,42156,79504
2021-08-11,96623026,72577621,36293152,36284469,8904937,4305712,4599225,12583485,9208352,3375133,2556983,52364199,44258827,538965,119434,419531,52364199,46815810,0.6296293116605273,0.5629152510311487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466562,95285,371277,47018,7783,39235,9690,671,9019,15695,0,0,0,0,0,0,2512541,2129232,260310,40588,82411
2021-08-12,97092739,72983328,36385622,36597706,8943288,4312481,4630807,12590465,9208862,3381603,2575658,52482623,44610116,469713,118424,351289,52482623,47185774,0.6310532467732192,0.5673637135896837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405707,92470,313237,38351,6769,31582,6980,510,6470,18675,0,0,0,0,0,0,2467093,2081810,258925,39625,86733
2021-08-13,97514009,73337375,36472743,36864632,8984440,4319696,4664744,12596989,9209351,3387638,2595205,52596995,44917014,421270,114372,306898,52596995,47512219,0.632428460468997,0.5712889018780604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354047,87121,266926,41152,7215,33937,6524,489,6035,19547,0,0,0,0,0,0,2449777,2055605,264241,38848,91083
2021-08-14,97707503,73482486,36518324,36964162,9016187,4324594,4691593,12598360,9209422,3388938,2610470,52662810,45044693,193494,65815,127679,52662810,47655163,0.6332198227725995,0.5730076664929072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145111,45581,99530,31747,4898,26849,1371,71,1300,15265,0,0,0,0,0,0,2459124,2062913,264151,38676,93384
2021-08-15,97825295,73571025,36545505,37025520,9037348,4327908,4709440,12599045,9209446,3389599,2617877,52700736,45124559,117792,37926,79866,52700736,47742436,0.6336758465776048,0.5740570406830204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88539,27181,61358,21161,3314,17847,685,24,661,7407,0,0,0,0,0,0,2460977,2062179,263557,38441,96800
2021-08-16,98088862,73785053,36607362,37177691,9070464,4334163,4736301,12601880,9209718,3392162,2631465,52782708,45306154,263567,81972,181595,52782708,47937619,0.6346614813227374,0.5764039292115327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214028,61857,152171,33116,6255,26861,2835,272,2563,13588,0,0,0,0,0,0,2431685,2039117,255198,35949,101421
2021-08-17,98446600,74092298,36698749,37393549,9099998,4339175,4760823,12607629,9210314,3397315,2646675,52894913,45551687,357738,112205,245533,52894913,48198362,0.6360106389201805,0.5795391139130174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307245,91387,215858,29534,5012,24522,5749,596,5153,15210,0,0,0,0,0,0,2362539,1981239,242079,33834,105387
2021-08-18,98865533,74457195,36809413,37647782,9130013,4345016,4784997,12613671,9210707,3402964,2664654,53029790,45835743,418933,134877,284056,53029790,48500397,0.6376324055907417,0.5831707953438245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364897,110664,254233,30015,5841,24174,6042,393,5649,17979,0,0,0,0,0,0,2242507,1879574,225076,30186,107671
2021-08-19,99195390,74738729,36904769,37833960,9156025,4350290,4805735,12618194,9211276,3406918,2682442,53148777,46046613,329857,118987,210870,53148777,48729055,0.6390631102389032,0.5859201886677953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281534,95356,186178,26012,5274,20738,4523,569,3954,17788,0,0,0,0,0,0,2102651,1755401,212737,27729,106784
2021-08-20,99531464,75025302,37006637,38018665,9179539,4355815,4823724,12623357,9211912,3411445,2703266,53277630,46253834,336074,128853,207221,53277630,48957100,0.6406124440823444,0.588662211254212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286573,101868,184705,23514,5525,17989,5163,636,4527,20824,0,0,0,0,0,0,2017455,1687927,195099,26368,108061
2021-08-21,99683774,75142778,37059384,38083394,9200250,4360020,4840230,12624079,9211973,3412106,2716667,53348044,46335730,152310,70414,81896,53348044,49052397,0.6414591049536635,0.5898080663548183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117476,52747,64729,20711,4205,16506,722,61,661,13401,0,0,0,0,0,0,1976271,1660292,184063,25719,106197
2021-08-22,99774814,75212868,37089853,38123015,9215486,4362380,4853106,12624352,9212001,3412351,2722108,53386342,46388472,91040,38298,52742,53386342,49110580,0.6419196017021762,0.5905076611722688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70090,30469,39621,15236,2360,12876,273,28,245,5441,0,0,0,0,0,0,1949519,1641843,178138,25307,104231
2021-08-23,100002729,75395770,37160857,38234913,9244035,4367009,4877026,12627945,9212300,3415645,2734979,53475145,46527584,227915,88803,139112,53475145,49262563,0.6429873726760699,0.5923351110999208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182902,71004,111898,28549,4629,23920,3593,299,3294,12871,0,0,0,0,0,0,1913867,1610717,173571,26065,103514
2021-08-24,100289912,75639598,37256414,38383184,9269207,4371160,4898047,12631798,9212980,3418818,2749309,53589863,46700049,287183,114718,172465,53589863,49449358,0.6443667466902713,0.594581141966766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243828,95557,148271,25172,4151,21021,3853,680,3173,14330,0,0,0,0,0,0,1843312,1547300,169209,24169,102634
2021-08-25,100614152,75920743,37364948,38555795,9292801,4375640,4917161,12635517,9213675,3421842,2765091,53719354,46894798,324240,129491,194749,53719354,49659889,0.6459237518723087,0.597112575487084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281145,108534,172611,23594,4480,19114,3719,695,3024,15782,0,0,0,0,0,0,1748619,1463548,162788,21846,100437
