date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_jj,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-05-20,43807984,32136846,22482990,9653856,3249502,2429572,819930,8320252,7855026,465226,101384,32868972,10939012,948027,466582,481445,32868972,11040396,0.39521788952312903,0.13275018174038408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684024,261034,422990,96519,65547,30972,156642,129159,27483,10842,0,0,0,0,0,0,4914321,3441818,561849,853306,57348
2021-05-21,44659654,32733453,22705641,10027812,3335246,2485972,849274,8477688,7982161,495527,113267,33287041,11372613,851670,418069,433601,33287041,11485880,0.4002447686069971,0.13810669992708982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596607,222651,373956,85744,56400,29344,157436,127135,30301,11883,0,0,0,0,0,0,5009044,3492863,582648,872099,61434
2021-05-22,45133886,33039960,22804251,10235709,3404822,2534320,870502,8561550,8050302,511248,127554,33516427,11617459,474232,229386,244846,33516427,11745013,0.4030029154333156,0.14122252592145912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306507,98610,207897,69576,48348,21228,83862,68141,15721,14287,0,0,0,0,0,0,5082623,3519909,591790,899485,71439
2021-05-23,45419221,33233050,22869971,10363079,3464272,2578646,885626,8585477,8065104,520373,136422,33650143,11769078,285335,133716,151619,33650143,11905500,0.4046107221914787,0.14315222829961377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193090,65720,127370,59450,44326,15124,23927,14802,9125,8868,0,0,0,0,0,0,5085572,3513054,598471,898466,75581
2021-05-24,45745416,33468965,22952630,10516335,3525844,2625211,900633,8606141,8077085,529056,144466,33799392,11946024,326195,149249,176946,33799392,12090490,0.4064052983891595,0.14537655577121475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235915,82659,153256,61572,46565,15007,20664,11981,8683,8044,0,0,0,0,0,0,4856264,3410474,574328,797599,73863
2021-05-25,46401359,33915852,23094366,10821486,3605661,2676683,928978,8710219,8156073,554146,169627,34096749,12304610,655943,297357,358586,34096749,12474237,0.4099807313529568,0.14999074569631593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446887,141736,305151,79817,51472,28345,104078,78988,25090,25161,0,0,0,0,0,0,4639888,3267544,552973,728121,91250
2021-05-26,47581625,34801288,23409338,11391950,3688085,2729308,958777,8844351,8258208,586143,247901,34644755,12936870,1180266,548006,632260,34644755,13184771,0.41656997834145443,0.15853423613205048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885436,314972,570464,82424,52625,29799,134132,102135,31997,78274,0,0,0,0,0,0,4721668,3348466,535102,680741,157359
2021-05-27,48622962,35540796,23667287,11873509,3777102,2780980,996122,8976040,8352913,623127,329024,35130204,13492758,1041337,485449,555888,35130204,13821782,0.42240703735416446,0.1661936829508624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739508,257949,481559,89017,51672,37345,131689,94705,36984,81123,0,0,0,0,0,0,4814978,3403950,527600,655788,227640
2021-05-28,49527597,36144758,23884230,12260528,3863327,2831534,1031793,9106626,8441951,664675,412886,35570601,13956996,904635,440397,464238,35570601,14369882,0.42770238924081055,0.17278406019927853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603962,216943,387019,86225,50554,35671,130586,89038,41548,83862,0,0,0,0,0,0,4867943,3411305,528081,628938,299619
2021-05-29,49938402,36407114,23964288,12442826,3925974,2868409,1057565,9164634,8477004,687630,440680,35750381,14188021,410805,179780,231025,35750381,14628701,0.4298640714552244,0.17589611064455826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262356,80058,182298,62647,36875,25772,58008,35053,22955,27794,0,0,0,0,0,0,4804516,3367154,521152,603084,313126
2021-05-30,50222178,36604425,24023547,12580878,3973032,2895783,1077249,9193008,8488172,704836,451713,35859215,14362963,283776,108834,174942,35859215,14814676,0.431172696008142,0.17813228179722052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197311,59259,138052,47058,27374,19684,28374,11168,17206,11033,0,0,0,0,0,0,4802957,3371375,508760,607531,315291
2021-05-31,50769503,36972051,24135389,12836662,4040536,2923488,1117048,9262720,8527131,735589,494196,36080204,14689299,547325,220989,326336,36080204,15183495,0.4338298769564183,0.18256697682802436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367626,111842,255784,67504,27705,39799,69712,38959,30753,42483,0,0,0,0,0,0,5024087,3503086,514692,656579,349730
2021-06-01,51758541,37706039,24451682,13254357,4120410,2953260,1167150,9353334,8581287,772047,578758,36564987,15193554,989038,484783,504255,36564987,15772312,0.43965892795736505,0.1896469369817931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733988,316293,417695,79874,29772,50102,90614,54156,36458,84562,0,0,0,0,0,0,5357182,3790187,514749,643115,409131
2021-06-02,53007865,38695524,24901230,13794294,4193059,2977754,1215305,9435659,8624273,811386,683623,37186880,15820985,1249324,621893,627431,37186880,16504608,0.4471365953139592,0.1984520946127111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989485,449548,539937,72649,24494,48155,82325,42986,39339,104865,0,0,0,0,0,0,5426240,3894236,504974,591308,435722
2021-06-03,53651094,39170914,25081189,14089725,4257423,3007490,1249933,9485925,8645139,840786,736832,37470650,16180444,643229,283770,359459,37470650,16917276,0.4505486576233609,0.20341403184742993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475390,179959,295431,64364,29736,34628,50266,20866,29400,53209,0,0,0,0,0,0,5028132,3630118,480321,509885,407808
2021-06-04,54462916,39757226,25309553,14447673,4328740,3036222,1292518,9562897,8679655,883242,814053,37839483,16623433,811822,368833,442989,37839483,17437486,0.45498352099074835,0.20966905857320725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586312,228364,357948,71317,28732,42585,76972,34516,42456,77221,0,0,0,0,0,0,4935319,3612468,465413,456271,401167
2021-06-05,54876175,40028572,25368729,14659843,4395778,3062531,1333247,9607160,8690586,916574,844665,37966511,16909664,413259,127028,286231,37966511,17754329,0.4565109109581116,0.21347879201330927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271346,59176,212170,67038,26309,40729,44263,10931,33332,30612,0,0,0,0,0,0,4937773,3621458,469804,442526,403985
2021-06-06,55168665,40234504,25412716,14821788,4436818,3074513,1362305,9634432,8694136,940296,862911,38044276,17124389,292490,77765,214725,38044276,17987300,0.45744596055986875,0.2162800450290742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205932,43987,161945,41040,11982,29058,27272,3550,23722,18246,0,0,0,0,0,0,4946487,3630079,463786,441424,411198
2021-06-07,55782953,40636560,25546854,15089706,4521979,3102098,1419881,9707020,8725301,981719,917394,38291647,17491306,614288,247371,366917,38291647,18408700,0.4604203597759205,0.2213469761958003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402056,134138,267918,85161,27585,57576,72588,31165,41423,54483,0,0,0,0,0,0,5013450,3664509,481443,444300,423198
2021-06-08,56838184,41485009,25831149,15653860,4597431,3128349,1469082,9769994,8757609,1012385,985750,38702857,18135327,1055231,411210,644021,38702857,19121077,0.46536476595786025,0.2299126269403632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848449,284295,564154,75452,26251,49201,62974,32308,30666,68356,0,0,0,0,0,0,5079643,3778970,477021,416660,406992
2021-06-09,58263254,42662920,26220224,16442696,4684754,3156784,1527970,9834049,8790032,1044017,1081531,39248571,19014683,1425070,545714,879356,39248571,20096214,0.4719264538428122,0.24163771487849267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177911,389075,788836,87323,28435,58888,64055,32423,31632,95781,0,0,0,0,0,0,5255389,3967396,491695,398390,397908
2021-06-10,59456114,43621642,26567167,17054475,4774619,3188832,1585787,9889874,8816953,1072921,1169979,39742931,19713183,1192860,494360,698500,39742931,20883162,0.47787065909099136,0.25110001043566577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958722,346943,611779,89865,32048,57817,55825,26921,28904,88448,0,0,0,0,0,0,5805020,4450728,517196,403949,433147
2021-06-11,60520384,44430829,26874997,17555832,4863751,3217073,1646678,9959046,8846579,1112467,1266758,40205407,20314977,1064270,462476,601794,40205407,21581735,0.4834314897940355,0.25949968130878714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809187,307830,501357,89132,28241,60891,69172,29626,39546,96779,0,0,0,0,0,0,6057468,4673603,535011,396149,452705
2021-06-12,60956323,44716073,26967244,17748829,4935734,3235813,1699921,10002518,8859726,1142792,1301998,40364781,20591542,435939,159374,276565,40364781,21893540,0.48534780941379296,0.2632488376268721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285244,92247,192997,71983,18740,53243,43472,13147,30325,35240,0,0,0,0,0,0,6080148,4687501,539956,395358,457333
2021-06-13,61239506,44896069,27011443,17884626,4999305,3251760,1747545,10028342,8864366,1163976,1315790,40443359,20796147,283183,78578,204605,40443359,22111937,0.4862926345614413,0.2658748522590968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179996,44199,135797,63571,15947,47624,25824,4640,21184,13792,0,0,0,0,0,0,6070841,4661565,562487,393910,452879
2021-06-14,61895620,45328048,27184966,18143082,5100719,3275407,1825312,10095825,8882007,1213818,1371028,40713408,21182212,656114,270049,386065,40713408,22553240,0.4895397149948613,0.27118109792751094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431979,173523,258456,101414,23647,77767,67483,17641,49842,55238,0,0,0,0,0,0,6112667,4691488,578740,388805,453634
2021-06-15,62943518,46127458,27484317,18643141,5205462,3303968,1901494,10180485,8901682,1278803,1430113,41120080,21823438,1047898,406672,641226,41120080,23253551,0.49442955607562744,0.27960166658508356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799410,299351,500059,104743,28561,76182,84660,19675,64985,59085,0,0,0,0,0,0,6105334,4642449,608031,410491,444363
2021-06-16,64326998,47231275,27893299,19337976,5312083,3336399,1975684,10277239,8927250,1349989,1506401,41663349,22663649,1383480,543269,840211,41663349,24170050,0.5009618451786557,0.29062168876679517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103817,408982,694835,106621,32431,74190,96754,25568,71186,76288,0,0,0,0,0,0,6063744,4568355,627329,443190,424870
2021-06-17,65475403,48115488,28241146,19874342,5415752,3366149,2049603,10369491,8949562,1419929,1574672,42131529,23343874,1148405,468180,680225,42131529,24918546,0.5065912610154801,0.2996216358730358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884213,347847,536366,103669,29750,73919,92252,22312,69940,68271,0,0,0,0,0,0,6019289,4493846,641133,479617,404693
2021-06-18,66468661,48849000,28533643,20315357,5510276,3397454,2112822,10465863,8971652,1494211,1643522,42546271,23922390,993258,414742,578516,42546271,25565912,0.5115781361126569,0.3074055916435123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733512,292497,441015,94524,31305,63219,96372,22090,74282,68850,0,0,0,0,0,0,5948277,4418171,646525,506817,376764
2021-06-19,66896064,49122130,28625898,20496232,5592437,3418451,2173986,10516832,8978204,1538628,1664665,42687218,24208846,427403,140947,286456,42687218,25873511,0.5132728887162558,0.3111041748422635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273130,92255,180875,82161,20997,61164,50969,6552,44417,21143,0,0,0,0,0,0,5939741,4406057,656703,514314,362667
2021-06-20,67191366,49301107,28675208,20625899,5664084,3434491,2229593,10548696,8980825,1567871,1677479,42768003,24423363,295302,80785,214517,42768003,26100842,0.5142442509239064,0.3138376122629161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178977,49310,129667,71647,16040,55607,31864,2621,29243,12814,0,0,0,0,0,0,5951860,4405038,664779,520354,361689
2021-06-21,67822867,49712936,28846023,20866913,5761838,3459598,2302240,10634264,8994825,1639439,1713829,43014275,24808592,631501,246272,385229,43014275,26522421,0.5172054357181445,0.3189066957331041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411829,170815,241014,97754,25107,72647,85568,14000,71568,36350,0,0,0,0,0,0,5927247,4384888,661119,538439,342801
2021-06-22,68899973,50557085,29174715,21382370,5857944,3490343,2367601,10736964,9011067,1725897,1747980,43424105,25475868,1077106,409830,667276,43424105,27223848,0.5221332487225568,0.3273406832211989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844149,328692,515457,96106,30745,65361,102700,16242,86458,34151,0,0,0,0,0,0,5956455,4429627,652482,556479,317867
2021-06-23,70235437,51646131,29612786,22033345,5954153,3520461,2433692,10852634,9031749,1820885,1782519,43947515,26287922,1335464,523410,812054,43947515,28070441,0.5284267523817312,0.33752015274476826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089046,438071,650975,96209,30118,66091,115670,20682,94988,34539,0,0,0,0,0,0,5908439,4414856,642070,575395,276118
2021-06-24,71271049,52443267,30045447,22397820,6041551,3555885,2485666,10963412,9053011,1910401,1822819,44477162,26793887,1035612,529647,505965,44477162,28616706,0.5347952499889048,0.3440884658766895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797136,432661,364475,87398,35424,51974,110778,21262,89516,40300,0,0,0,0,0,0,5795646,4327779,625799,593921,248147
2021-06-25,72192190,53137624,30379588,22758036,6118178,3582729,2535449,11073374,9072900,2000474,1863014,44898231,27293959,921141,421069,500072,44898231,29156973,0.5398582011978327,0.3505846588065747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694357,334141,360216,76627,26844,49783,109962,19889,90073,40195,0,0,0,0,0,0,5723529,4288624,607902,607511,219492
2021-06-26,72602297,53392769,30484593,22908176,6187289,3608360,2578929,11145963,9079206,2066757,1876276,45048435,27553862,410107,150204,259903,45048435,29430138,0.5416642603553241,0.3538692061538901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255145,105005,150140,69111,25631,43480,72589,6306,66283,13262,0,0,0,0,0,0,5706233,4270639,594852,629131,211611
2021-06-27,72894320,53565734,30551873,23013861,6245441,3627687,2617754,11202748,9082612,2120136,1880397,45142569,27751751,292023,94134,197889,45142569,29632148,0.5427961314954489,0.35629818281499676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172965,67280,105685,58152,19327,38825,56785,3406,53379,4121,0,0,0,0,0,0,5702954,4264627,581357,654052,202918
2021-06-28,73523765,53966890,30749991,23216899,6335521,3660134,2675387,11316559,9096370,2220189,1904795,45411290,28112475,629445,268721,360724,45411290,30017270,0.5460272440015093,0.36092890579741693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401156,198118,203038,90080,32447,57633,113811,13758,100053,24398,0,0,0,0,0,0,5700898,4253954,573683,682295,190966
2021-06-29,74457027,54651874,31094693,23557181,6428544,3693198,2735346,11449375,9108131,2341244,1927234,45823256,28633771,933262,411966,521296,45823256,30561005,0.550980740358964,0.3674667981038712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684984,344702,340282,93023,33064,59959,132816,11761,121055,22439,0,0,0,0,0,0,5557054,4094789,570600,712411,179254
2021-06-30,75480188,55421473,31497267,23924206,6522720,3728051,2794669,11586036,9122650,2463386,1949959,46297927,29182261,1023161,474671,548490,46297927,31132220,0.5566882042503761,0.37433511107587264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769599,402574,367025,94176,34853,59323,136661,14519,122142,22725,0,0,0,0,0,0,5244751,3775342,568567,733402,167440
2021-07-01,76463252,56165458,31906525,24258933,6606294,3758673,2847621,11718883,9136192,2582691,1972617,46774007,29689245,983064,476080,506984,46774007,31661862,0.5624126100165245,0.38070354856283783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743985,409258,334727,83574,30622,52952,132847,13542,119305,22658,0,0,0,0,0,0,5192203,3722191,564743,755471,149798
2021-07-02,77310631,56816376,32246093,24570283,6701334,3790503,2910831,11798129,9145419,2652710,1994792,47176807,30133824,847379,402800,444579,47176807,32128616,0.5672558940078801,0.3863158181162172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650918,339568,311350,95040,31830,63210,79246,9227,70019,22175,0,0,0,0,0,0,5118441,3678752,583156,724755,131778
2021-07-03,77688326,57072323,32368130,24704193,6780717,3815186,2965531,11825280,9148226,2677054,2010006,47341548,30346778,377695,164741,212954,47341548,32356784,0.5692367466593695,0.3890593196597615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255947,122037,133910,79383,24683,54700,27151,2807,24344,15214,0,0,0,0,0,0,5086029,3679554,593428,679317,133730
2021-07-04,77961788,57254140,32441373,24812767,6848906,3833675,3015231,11839816,9149684,2690132,2018926,47443658,30518130,273462,102110,171352,47443658,32537056,0.5704645215559865,0.39122691770268514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181817,73243,108574,68189,18489,49700,14536,1458,13078,8920,0,0,0,0,0,0,5067468,3688406,603465,637068,138529
2021-07-05,78498787,57642123,32607977,25034146,6943484,3859964,3083520,11879398,9154067,2725331,2033782,47655790,30842997,536999,212132,324867,47655790,32876779,0.5730152055670448,0.3953117612165762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387983,166604,221379,94578,26289,68289,39582,4383,35199,14856,0,0,0,0,0,0,4975022,3675233,607963,562839,128987
2021-07-06,79277733,58260693,32849122,25411571,7042843,3885365,3157478,11924720,9158697,2766023,2049477,47942661,31335072,778946,286871,492075,47942661,33384549,0.5764645544297164,0.4014172088637724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618570,241145,377425,99359,25401,73958,45322,4630,40692,15695,0,0,0,0,0,0,4820706,3608819,614299,475345,122243
2021-07-07,80274861,59091328,33143834,25947494,7138861,3910105,3228756,11976086,9164111,2811975,2068586,48286636,31988225,997128,343975,653153,48286636,34056811,0.5806005241688589,0.4095005151760781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830635,294712,535923,96018,24740,71278,51366,5414,45952,19109,0,0,0,0,0,0,4794673,3669855,616141,390050,118627
2021-07-08,81123739,59776569,33380983,26395586,7240430,3932711,3307719,12018721,9168398,2850323,2088019,48570111,32553628,848878,283475,565403,48570111,34641647,0.5840090393859629,0.4165326076198925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685241,237149,448092,101569,22606,78963,42635,4287,38348,19433,0,0,0,0,0,0,4660487,3611111,634136,299838,115402
2021-07-09,81882434,60372393,33578942,26793451,7339444,3950707,3388737,12061932,9172842,2889090,2108665,48811156,33071278,758695,241045,517650,48811156,35179943,0.5869073745143054,0.4230051011636134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595824,197959,397865,99014,17996,81018,43211,4444,38767,20646,0,0,0,0,0,0,4571803,3556017,638110,263803,113873
2021-07-10,82226294,60601055,33655512,26945543,7423736,3968951,3454785,12083058,9174288,2908770,2118445,48917196,33309098,343860,106040,237820,48917196,35427543,0.5881824038947506,0.4259822538852114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228662,76570,152092,84292,18244,66048,21126,1446,19680,9780,0,0,0,0,0,0,4537968,3528732,643019,257778,108439
2021-07-11,82454524,60747055,33701553,27045502,7487380,3983841,3503539,12093349,9174759,2918590,2126740,48986893,33467631,228230,69697,158533,48986893,35594371,0.5890204435281804,0.42798820071170063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146000,46041,99959,63644,14890,48754,10291,471,9820,8295,0,0,0,0,0,0,4492736,3492915,638474,253533,107814
2021-07-12,82923245,61098043,33822392,27275651,7566971,4012935,3554036,12117385,9176633,2940752,2140846,49152806,33770439,468721,165913,302808,49152806,35911285,0.5910153883565264,0.4317987878587624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350988,120839,230149,79591,29094,50497,24036,1874,22162,14106,0,0,0,0,0,0,4424458,3455920,623487,237987,107064
2021-07-13,83685646,61727865,33974775,27753090,7644995,4039048,3605947,12152000,9178897,2973103,2160786,49353506,34332140,762401,200700,561701,49353506,36492926,0.5934286135230237,0.4387924634893882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629822,152383,477439,78024,26113,51911,34615,2264,32351,19940,0,0,0,0,0,0,4407913,3467172,602152,227280,111309
2021-07-14,84661563,62561526,34153697,28407829,7717142,4060387,3656755,12199146,9182568,3016578,2183749,49580401,35081162,975917,226895,749022,49580401,37264911,0.5961568084615009,0.448074843310805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833661,178922,654739,72147,21339,50808,47146,3671,43475,22963,0,0,0,0,0,0,4386702,3470198,578281,223060,115163
2021-07-15,85429319,63196929,34302935,28893994,7788322,4079677,3708645,12237717,9185446,3052271,2206351,49774409,35654910,767756,194008,573748,49774409,37861261,0.5984895687410315,0.4552453805705987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635403,149238,486165,71180,19290,51890,38571,2878,35693,22602,0,0,0,0,0,0,4305580,3420360,547892,218996,118332
2021-07-16,86090025,63738926,34435808,29303118,7852826,4096978,3755848,12269687,9187371,3082316,2228586,49948743,36141282,660706,174334,486372,49948743,38369868,0.6005857680244202,0.4613608923406866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541997,132873,409124,64504,17301,47203,31970,1925,30045,22235,0,0,0,0,0,0,4207591,3366533,513382,207755,119921
2021-07-17,86361982,63913407,34490392,29423015,7916071,4112771,3803300,12285341,9188257,3097084,2247163,50038583,36323399,271957,89840,182117,50038583,38570562,0.6016660079295428,0.4637740453629337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174481,54584,119897,63245,15793,47452,15654,886,14768,18577,0,0,0,0,0,0,4135688,3312352,492335,202283,128718
2021-07-18,86562049,64049171,34540641,29508530,7957667,4122097,3835570,12296799,9188534,3108265,2258412,50109684,36452365,200067,71101,128966,50109684,38710777,0.6025209293175006,0.465459996368018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135764,50249,85515,41596,9326,32270,11458,277,11181,11249,0,0,0,0,0,0,4107525,3302116,470287,203450,131672
2021-07-19,86943584,64345960,34618320,29727640,8008374,4135092,3873282,12316598,9189867,3126731,2272652,50215931,36727653,381535,106247,275288,50215931,39000305,0.603798447674575,0.468941293109451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296789,77679,219110,50707,12995,37712,19799,1333,18466,14240,0,0,0,0,0,0,4020339,3247917,441403,199213,131806
2021-07-20,87550087,64867636,34726859,30140777,8056950,4150857,3906093,12338529,9192396,3146133,2286972,50357084,37193003,606503,141153,465350,50357084,39479975,0.6054956772307613,0.47470886518525424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521676,108539,413137,48576,15765,32811,21931,2529,19402,14320,0,0,0,0,0,0,3864441,3139771,411955,186529,126186
2021-07-21,88305464,65540216,34867736,30672480,8103076,4163902,3939174,12361317,9193996,3167321,2300855,50526489,37778975,755377,169405,585972,50526489,40079830,0.6075326100126768,0.48192154671115944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672580,140877,531703,46126,13045,33081,22788,1600,21188,13883,0,0,0,0,0,0,3643901,2978690,385934,162171,117106
2021-07-22,88926826,66085698,34977932,31107766,8146530,4174037,3972493,12380162,9195388,3184774,2314436,50661793,38265033,621362,135304,486058,50661793,40579469,0.6091595109490382,0.48792922687540213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545482,110196,435286,43454,10135,33319,18845,1392,17453,13581,0,0,0,0,0,0,3497507,2888769,358208,142445,108085
2021-07-23,89496720,66576376,35080510,31495866,8188864,4184048,4004816,12398716,9196731,3201985,2332764,50794053,38702667,569894,132260,437634,50794053,41035431,0.6107498107025057,0.49341173297089985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490678,102578,388100,42334,10011,32323,18554,1343,17211,18328,0,0,0,0,0,0,3406695,2837450,336038,129029,104178
2021-07-24,89707761,66730197,35125280,31604917,8226361,4191354,4035007,12406458,9197496,3208962,2344745,50858875,38848886,211041,64822,146219,50858875,41193631,0.6115292331327133,0.4953139363657173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153821,44770,109051,37497,7306,30191,7742,765,6977,11981,0,0,0,0,0,0,3345779,2816790,310290,121117,97582
2021-07-25,89832120,66814076,35151003,31663073,8257812,4197628,4060184,12409736,9197614,3212122,2350496,50896741,38935379,124359,37866,86493,50896741,41285875,0.6119845354952176,0.4964230820670544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83879,25723,58156,31451,6274,25177,3278,118,3160,5751,0,0,0,0,0,0,3270071,2764905,300145,112937,92084
2021-07-26,90169488,67088210,35212031,31876179,8297626,4207237,4090389,12422078,9198779,3223299,2361574,50979621,39189867,337368,82880,254488,50979621,41551441,0.6129810880702016,0.49961625872159354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274134,61028,213106,39814,9609,30205,12342,1165,11177,11078,0,0,0,0,0,0,3225904,2742250,289252,105480,88922
2021-07-27,90719356,67563045,35300219,32262826,8339913,4215997,4123916,12441955,9200086,3241869,2374443,51090745,39628611,549868,111124,438744,51090745,42003054,0.6143172476785814,0.5050464722597964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474835,88188,386647,42287,8760,33527,19877,1307,18570,12869,0,0,0,0,0,0,3169269,2695409,282963,103426,87471
2021-07-28,91405906,68165560,35411468,32754092,8386882,4225498,4161384,12465292,9201320,3263972,2388172,51226458,40179448,686550,135713,550837,51226458,42567620,0.6159490664479926,0.5118348373786238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602515,111249,491266,46969,9501,37468,23337,1234,22103,13729,0,0,0,0,0,0,3100442,2625344,283806,103975,87317
2021-07-29,91981842,68663520,35506215,33157305,8430353,4234717,4195636,12485082,9202542,3282540,2402887,51346361,40635481,575936,119903,456033,51346361,43038368,0.617390785118339,0.5174951309544993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497960,94747,403213,43471,9219,34252,19790,1222,18568,14715,0,0,0,0,0,0,3055016,2577822,283823,104920,88451
2021-07-30,92477658,69080805,35590371,33490434,8475625,4243741,4231884,12502245,9203612,3298633,2418983,51456707,41020951,495816,110346,385470,51456707,43439934,0.6187175900222867,0.5223235772784137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417285,84156,333129,45272,9024,36248,17163,1070,16093,16096,0,0,0,0,0,0,2980938,2504429,286761,103529,86219
2021-07-31,92672356,69221134,35631167,33589967,8511489,4249999,4261490,12508263,9203767,3304496,2431470,51516403,41155953,194698,59696,135002,51516403,43587423,0.6194353772148089,0.5240969911627261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140329,40796,99533,35864,6258,29606,6018,155,5863,12487,0,0,0,0,0,0,2964595,2490937,285128,101805,86725
