date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-03-10,8600776,288129,221090,67039,6939900,308622,1352233,5858260,2742537,0.07,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8599805,971,21,4273620,2666280,233490,75132,1351129,1104,5858239,2742537,159038,95612,63426,12034,8476,3558,117056,117002,54,1,130888,113519,20726,18367,287158,971,1646947,912401,78707,655837,2
2021-03-11,8884863,284087,223207,60880,7087518,322339,1474985,6081467,2803417,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8883237,1626,21,4364762,2722756,242859,79480,1473825,1160,6081446,2803417,147618,91142,56476,13717,9369,4348,122752,122696,56,0,128872,119872,21144,13619,283432,655,1686605,919006,77954,689643,2
2021-03-12,9211299,326436,255590,70846,7239081,339634,1632563,6337057,2874263,0.076,0.035,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9209463,1836,21,4450274,2788807,255561,84073,1631201,1362,6337036,2874263,151563,85512,66051,17295,12702,4593,157578,157376,202,0,134014,151672,22677,15455,326226,210,1737489,921146,81884,734458,1
2021-03-13,9451888,240589,190309,50280,7355091,349201,1747575,6527366,2924543,0.078,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,9449896,1992,21,4517457,2837634,263787,85414,1746101,1474,6527345,2924543,116010,67183,48827,9567,8226,1341,115012,114900,112,0,109562,112946,20510,8048,240433,156,1776407,927943,83010,765453,1
2021-03-14,9621893,170005,134355,35650,7443094,354713,1824065,6661721,2960193,0.08,0.036,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,9619891,2002,21,4570806,2872288,268324,86389,1822570,1495,6661700,2960193,88003,53349,34654,5512,4537,975,76490,76469,21,0,84997,66511,16115,3464,169995,10,1798885,936213,81865,780806,1
2021-03-15,9869538,247645,188424,59221,7595841,367450,1906226,6850145,3019414,0.082,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,9867253,2285,21,4666121,2929720,279361,88089,1904642,1584,6850124,3019414,152747,95315,57432,12737,11037,1700,82161,82072,89,0,134420,84140,20066,11314,247362,283,1809083,955059,83647,770376,1
2021-03-16,10048406,178868,110732,68136,7762441,378701,1907243,6960877,3087550,0.084,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,10045574,2832,21,4767073,2995368,288127,90574,1905656,1587,6960856,3087550,166600,100952,65648,11251,8766,2485,1017,1014,3,0,127011,34635,12412,10736,178321,547,1735759,981579,82113,672066,1
2021-03-17,10253331,204925,124032,80893,7948637,396688,1907985,7084909,3168443,0.085,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,10249882,3449,21,4877188,3071449,301307,95381,1906393,1592,7084888,3168443,186196,110115,76081,17987,13180,4807,742,737,5,0,144973,37756,13464,12047,204308,617,1652555,1008737,88066,555752,0
2021-03-18,10446799,193468,117900,75568,8122789,414845,1909144,7202809,3244011,0.087,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,10442927,3872,21,4980973,3141816,314264,100581,1907551,1593,7202788,3244011,174152,103785,70367,18157,12957,5200,1159,1158,1,0,139951,34919,12555,10250,193045,423,1561936,1035271,92506,434159,0
2021-03-19,10691485,244686,160530,84156,8308149,435633,1947682,7363339,3328167,0.089,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,10687082,4403,21,5089041,3219108,328245,107388,1946032,1650,7363318,3328167,185360,108068,77292,20788,13981,6807,38538,38481,57,0,149550,65165,18209,11872,244155,531,1480186,1069068,95999,315119,0
2021-03-20,10911736,220251,166993,53258,8443522,450921,2017272,7530332,3381425,0.091,0.041,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,10907009,4727,21,5175014,3268508,339706,111215,2015591,1681,7530311,3381425,135373,85973,49400,15288,11461,3827,69590,69559,31,0,116588,77995,19601,6125,219927,324,1459848,1088431,101720,269697,0
2021-03-21,11076224,164488,126303,38185,8545693,460110,2070400,7656635,3419610,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,11071497,4727,21,5242270,3303423,345651,114459,2068693,1707,7656614,3419610,102171,67256,34915,9189,5945,3244,53128,53102,26,0,93213,52366,16559,2500,164488,0,1454331,1102599,105397,246335,0
2021-03-22,11345354,269130,192744,76386,8712083,483897,2149353,7849379,3495996,0.094,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,11339099,6255,21,5339730,3372353,362036,121861,2147592,1761,7849358,3495996,166390,97460,68930,23787,16385,7402,78953,78899,54,0,157875,71965,22305,9578,267602,1528,1475816,1116242,116447,243127,0
2021-03-23,11645998,300644,216841,83803,8893490,503588,2248899,8066220,3579799,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,11634755,11243,21,5442363,3451127,376754,126834,2247082,1817,8066199,3579799,181407,102633,78774,19691,14718,4973,99546,99490,56,0,160566,88644,27709,11468,295656,4988,1597592,1131049,124887,341656,0
2021-03-24,11985001,339003,249407,89596,9093617,536613,2354750,8315627,3669395,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,11967966,17035,21,5558276,3535341,404473,132140,2352857,1893,8315606,3669395,200127,115913,84214,33025,27719,5306,105851,105775,76,0,174662,97179,31683,15510,333211,5792,1731670,1144980,139925,446765,0
2021-03-25,12317590,332589,251452,81137,9279086,564276,2474207,8567079,3750532,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,12294610,22980,21,5668289,3610797,426565,137711,2472204,2003,8567058,3750532,185469,110013,75456,27663,22092,5571,119457,119347,110,0,166089,108010,34827,11077,326644,5945,1870791,1156297,149431,565063,0
2021-03-26,12691307,373717,285326,88391,9478620,601437,2611229,8852405,3838923,0.106,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,12662013,29294,21,5786226,3692394,457022,144415,2609136,2093,8852384,3838923,199534,117937,81597,37161,30457,6704,137022,136932,90,0,172892,124201,39665,15083,367403,6314,1999822,1170471,165804,663547,0
2021-03-27,12972523,281216,218889,62327,9628175,629055,2715271,9071295,3901250,0.109,0.047,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,12940879,31644,22,5876620,3751555,481529,147526,2713124,2147,9071273,3901250,149555,90394,59161,27618,24507,3111,104042,103988,54,1,143223,95587,33727,4821,278866,2350,2060787,1184653,178134,697999,1
2021-03-28,13168890,196367,143119,53248,9743505,647558,2777805,9214414,3954498,0.111,0.048,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,13137055,31835,22,5942028,3801477,496758,150800,2775606,2199,9214392,3954498,115330,65408,49922,18503,15229,3274,62534,62482,52,0,105990,53515,23926,3467,196176,191,2092666,1197812,187448,707405,1
2021-03-29,13474319,305429,216877,88552,9932159,672457,2869681,9431291,4043050,0.113,0.049,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,13436536,37783,22,6048993,3883166,514854,157603,2867422,2259,9431269,4043050,188654,106965,81689,24899,18096,6803,91876,91816,60,0,165787,71367,38590,9695,299481,5948,2128965,1220076,188560,720328,1
2021-03-30,13803239,328920,236393,92527,10150773,696844,2955600,9667684,4135577,0.116,0.05,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,13753320,49919,22,6181566,3969207,532815,164029,2953281,2319,9667662,4135577,218614,132573,86041,24387,17961,6426,85919,85859,60,0,173080,69460,46318,10722,316784,12136,2157241,1257283,193256,706701,1
2021-03-31,14139383,336144,234665,101479,10398210,732881,3008270,9902349,4237056,0.119,0.051,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,14073149,66234,22,6335525,4062685,560887,171994,3005915,2355,9902327,4237056,247437,153959,93478,36037,28072,7965,52670,52634,36,0,182604,64644,46964,11549,319829,16315,2154382,1304593,196268,653520,1
2021-04-01,14465752,326369,235847,90522,10636839,765330,3063561,10138196,4327578,0.122,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,14379439,86313,22,6491570,4145269,585439,179891,3061165,2396,10138174,4327578,238629,156045,82584,32449,24552,7897,55291,55250,41,0,161752,67774,44409,8765,306290,20079,2148162,1357753,201054,589354,1
2021-04-02,14691407,225655,157699,67956,10816337,779715,3095333,10295895,4395534,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,14603570,87837,22,6607479,4208858,595484,184231,3092910,2423,10295873,4395534,179498,115909,63589,14385,10045,4340,31772,31745,27,0,130903,47945,36996,2356,224131,1524,2000100,1337717,178278,484104,1
2021-04-03,14923176,231769,167458,64311,10990422,795515,3137217,10463353,4459845,0.126,0.054,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,14833940,89236,22,6722137,4268285,606438,189077,3134756,2461,10463331,4459845,174085,114658,59427,15800,10954,4846,41884,41846,38,0,131689,44109,37344,3126,230370,1399,1950653,1362247,166460,421946,0
2021-04-04,15116096,192920,142564,50356,11122607,805577,3187890,10605917,4510201,0.128,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,15026724,89372,22,6807900,4314707,612609,192968,3185386,2504,10605895,4510201,132185,85763,46422,10062,6171,3891,50673,50630,43,0,110905,33032,29264,1137,192784,136,1947206,1379102,158019,410085,0
2021-04-05,15363857,247761,177593,70168,11287545,823437,3252853,10783510,4580369,0.13,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,15273175,90682,22,6907481,4380064,625689,197748,3250318,2535,10783488,4580369,164938,99581,65357,17860,13080,4780,64963,64932,31,0,146270,38351,33528,2199,246451,1310,1889538,1355386,150980,383172,0
2021-04-06,15737485,373628,278965,94663,11542415,855648,3339400,11062475,4675032,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15610176,127309,22,7076448,4465967,649208,206440,3336797,2603,11062453,4675032,254870,168967,85903,32211,23519,8692,86547,86479,68,0,188890,56620,43111,5556,337001,36627,1934246,1391642,158804,383800,0
2021-04-07,16405292,667807,571515,96292,12084489,892565,3428216,11633990,4771324,0.14,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15972319,432973,22,7530843,4553646,677595,214970,3425530,2686,11633968,4771324,542074,454395,87679,36917,28387,8530,88816,88733,83,0,0,0,0,0,362143,305664,2265909,1686279,159684,419946,0
2021-04-08,17103732,698440,610915,87525,12655708,928126,3519876,12244905,4858849,0.147,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16345881,757851,22,8023525,4632183,704249,223877,3517109,2767,12244883,4858849,571219,492682,78537,35561,26654,8907,91660,91579,81,0,0,0,0,0,373562,324878,2637980,2018869,162796,456315,0
2021-04-09,17735286,631554,542682,88872,13145709,964655,3624900,12787587,4947721,0.154,0.059,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16737932,997354,22,8436166,4709543,729348,235307,3622051,2849,12787565,4947721,490001,412641,77360,36529,25099,11430,105024,104942,82,0,0,0,0,0,392051,239503,3043879,2329372,184940,529567,0
2021-04-10,18107854,372568,307517,65051,13394192,987877,3725763,13095104,5012772,0.157,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17077454,1030400,22,8627340,4766852,744890,242987,3722852,2911,13095082,5012772,248483,191174,57309,23222,15542,7680,100863,100801,62,0,0,0,0,0,339522,33046,3184678,2403770,192362,588546,0
2021-04-11,18371762,263908,213590,50318,13564558,1006542,3800640,13308694,5063090,0.16,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17336283,1035479,22,8751410,4813148,759609,246933,3797653,2987,13308672,5063090,170366,124070,46296,18665,14719,3946,74877,74801,76,0,0,0,0,0,258829,5079,3255666,2441951,200965,612750,0
2021-04-12,18790226,418464,342093,76371,13843387,1035724,3911092,13650788,5139461,0.164,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17706240,1083986,23,8962392,4880995,780322,255402,3908051,3041,13650765,5139461,278829,210982,67847,29182,20713,8469,110452,110398,54,1,0,0,0,0,369957,48507,3426369,2555842,212287,658239,1
2021-04-13,19366945,576719,503079,73640,14275619,1062935,4028368,14153867,5213101,0.17,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18086829,1280116,23,9326617,4949002,802094,260841,4025133,3235,14153844,5213101,432232,364225,68007,27211,21772,5439,117276,117082,194,0,0,0,0,0,380589,196130,3629460,2733204,207287,688968,1
2021-04-14,20141800,774855,691699,83156,14892042,1096471,4153264,14845566,5296257,0.179,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18487887,1653913,23,9868945,5023097,827127,269344,4149471,3793,14845543,5296257,616423,542328,74095,33536,25033,8503,124896,124338,558,0,0,0,0,0,401058,373797,3736508,2807553,203906,725048,1
2021-04-15,20821888,680088,609921,70167,15425957,1132676,4263231,15455488,5366424,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18872346,1949542,24,10342248,5083709,854722,277954,4258494,4737,15455464,5366424,533915,473303,60612,36205,27595,8610,109967,109023,944,1,0,0,0,0,384459,295629,3718156,2770249,204550,743355,2
2021-04-16,21418221,596333,522286,74047,15864002,1165163,4389032,15977774,5440471,0.192,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19273840,2144381,24,10715373,5148629,878885,286278,4383492,5540,15977750,5440471,438045,373125,64920,32487,24163,8324,125801,124998,803,0,0,0,0,0,401494,194839,3682935,2718293,200508,764132,2
2021-04-17,21784193,365972,309363,56609,16088875,1187845,4507449,16287137,5497080,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19618008,2166185,24,10892255,5196620,894433,293412,4500425,7024,16287113,5497080,224873,176882,47991,22682,15548,7134,118417,116933,1484,0,0,0,0,0,344168,21804,3676339,2694683,199968,781686,2
2021-04-18,22053591,269398,230402,38996,16260904,1203228,4589435,16517539,5536076,0.199,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19882795,2170796,24,11030346,5230558,905925,297303,4581244,8191,16517515,5536076,172029,138091,33938,15383,11492,3891,81986,80819,1167,0,0,0,0,0,264787,4611,3681829,2696346,196686,788795,2
2021-04-19,22455772,402181,340821,61360,16554659,1236145,4664943,16858361,5597436,0.203,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20240645,2215127,25,11271976,5282683,930926,305219,4655434,9509,16858336,5597436,293755,241630,52125,32917,25001,7916,75508,74190,1318,1,0,0,0,0,357850,44331,3665546,2711272,200421,753851,2
2021-04-20,23016407,560635,497987,62648,16936586,1275362,4804434,17356348,5660084,0.209,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20606829,2409578,25,11599927,5336659,963548,311814,4792848,11586,17356323,5660084,381927,327951,53976,39217,32622,6595,139491,137414,2077,0,0,0,0,0,366184,194451,3649462,2660967,212427,776066,2
2021-04-21,23737131,720724,647719,73005,17390753,1317045,5029308,18004067,5733089,0.216,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20988405,2748726,25,11991586,5399167,997185,319860,5015271,14037,18004042,5733089,454167,391659,62508,41683,33637,8046,224874,222423,2451,0,0,0,0,0,381576,339148,3595331,2498711,220574,876044,2
2021-04-22,24375525,638394,571279,67115,17772434,1360696,5242370,18575346,5800204,0.223,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21359540,3015985,25,12317406,5455028,1033205,327491,5224710,17660,18575321,5800204,381681,325820,55861,43651,36020,7631,213062,209439,3623,0,0,0,0,0,371135,267259,3553637,2346477,228020,979139,1
2021-04-23,24931481,555956,487146,68810,18125586,1404225,5401645,19062492,5869014,0.229,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21747301,3184180,25,12615781,5509805,1066253,337972,5380433,21212,19062467,5869014,353152,298375,54777,43529,33048,10481,159275,155723,3552,0,0,0,0,0,387761,168195,3513260,2261584,239062,1012613,1
2021-04-24,25296854,365373,306413,58960,18360557,1453566,5482706,19368905,5927974,0.233,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22095763,3201091,25,12809529,5551028,1100219,353347,5459132,23574,19368880,5927974,234971,193748,41223,49341,33966,15375,81061,78699,2362,0,0,0,0,0,348462,16911,3512661,2271682,265721,975257,1
2021-04-25,25579591,282737,233671,49066,18548319,1487245,5544002,19602576,5977040,0.236,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22372686,3206905,25,12959890,5588429,1124031,363214,5518630,25372,19602551,5977040,187762,150361,37401,33679,23812,9867,61296,59498,1798,0,0,0,0,0,276923,5814,3526000,2287415,284017,954567,1
2021-04-26,26012308,432717,358759,73958,18866190,1529718,5616306,19961404,6050998,0.24,0.073,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22718811,3293497,94,13216257,5649933,1158114,371604,5586939,29367,19961310,6050998,317871,256367,61504,42473,34083,8390,72304,68309,3995,69,0,0,0,0,346125,86592,3556536,2311531,293573,951363,69
2021-04-27,26797364,785056,693198,91858,19542748,1581212,5672849,20655063,6142856,0.248,0.074,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23088987,3708377,555,13815016,5727732,1200487,380725,5639005,33844,20654508,6142856,676558,598759,77799,51494,42373,9121,56543,52066,4477,461,0,0,0,0,370176,414880,3780957,2606162,305850,868415,530
2021-04-28,27920033,1122669,995882,126787,20550934,1641747,5726080,21651662,6269643,0.26,0.075,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23482573,4437460,1272,14714632,5836302,1248641,393106,5687117,38963,21650390,6269643,1008186,899616,108570,60535,48154,12381,53231,48112,5119,717,0,0,0,0,393586,729083,4182902,3160181,324702,696772,1247
2021-04-29,28865828,945795,812405,133390,21375196,1705355,5783124,22464948,6403033,0.27,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23870300,4995528,2153,15426649,5948547,1299868,405487,5736278,46846,22462795,6403033,824262,712017,112245,63608,51227,12381,57044,49161,7883,881,0,0,0,0,387727,558068,4490303,3602762,344659,540754,2128
2021-04-30,29669151,803323,666343,136980,22053497,1762609,5850059,23132124,6540013,0.278,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24273777,5395374,2986,15993438,6060059,1341882,420727,5793818,56241,23129138,6540013,678301,566789,111512,57254,42014,15240,66935,57540,9395,833,0,0,0,0,403477,399846,4737670,3927911,358384,448414,2961
2021-05-01,30005120,335969,259711,76258,22306304,1804096,5889160,23394409,6616271,0.281,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24585096,5420024,5560,16184995,6121309,1376962,427134,5826892,62268,23388849,6616271,252807,191557,61250,41487,35080,6407,39101,33074,6027,2574,0,0,0,0,311319,24650,4708266,3945747,350530,406454,5535
2021-05-02,30269991,264871,197490,67381,22501869,1841610,5919145,23593706,6683652,0.284,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24842312,5427679,7367,16324821,6177048,1409224,432386,5852294,66851,23586339,6683652,195565,139826,55739,37514,32262,5252,29985,25402,4583,1807,0,0,0,0,257216,7655,4690400,3953550,354365,375143,7342
2021-05-03,30721492,451501,335148,116353,22819737,1912189,5980612,23930441,6800005,0.288,0.082,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25199953,5521539,8954,16551728,6268009,1466606,445583,5903153,77459,23921487,6800005,317868,226907,90961,70579,57382,13197,61467,50859,10608,1587,0,0,0,0,357641,93860,4709184,3953547,382471,364306,8860
2021-05-04,31564005,842513,680824,161689,23446000,1975329,6130762,24614225,6961694,0.296,0.084,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25575214,5988791,11914,17046207,6399793,1516508,458821,6039596,91166,24602311,6961694,626263,494479,131784,63140,49902,13238,150150,136443,13707,2960,0,0,0,0,375261,467252,4766641,3903252,394117,457913,11359
2021-05-05,32710562,1146557,914615,231942,24296793,2054287,6343097,25533311,7193636,0.307,0.086,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25995807,6714755,16385,17711933,6584860,1569967,484320,6235026,108071,25516926,7193636,850793,665726,185067,78958,53459,25499,212335,195430,16905,4471,0,0,0,0,420593,725964,4790529,3745859,412540,617017,15113
2021-05-06,33700587,990025,766885,223140,24989338,2146180,6544490,26304390,7416776,0.316,0.089,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26410721,7289866,20579,18227371,6761967,1639472,506708,6416968,127522,26283811,7416776,692545,515438,177107,91893,69505,22388,201393,181942,19451,4194,0,0,0,0,414914,575111,4834759,3614142,440825,761366,18426
2021-05-07,34590350,889763,651825,237938,25576263,2232866,6756787,26960070,7654714,0.324,0.092,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26856468,7733882,24434,18640429,6935834,1695195,537671,6600012,156775,26935636,7654714,586925,413058,173867,86686,55723,30963,212297,183044,29253,3855,0,0,0,0,445747,444016,4921199,3522766,470257,906728,21448
2021-05-08,35016047,425697,271639,154058,25843903,2304638,6841354,27233427,7808772,0.327,0.094,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27221674,7794373,26152,18795182,7048721,1747140,557498,6664953,176401,27207275,7808772,267640,154753,112887,71772,51945,19827,84567,64941,19626,1718,0,0,0,0,365206,60491,5010927,3537599,500542,952194,20592
2021-05-09,35302141,286094,183543,102551,26037785,2361187,6875951,27418036,7911323,0.33,0.095,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27496733,7805408,27218,18909804,7127981,1792893,568294,6688121,187830,27390818,7911323,193882,114622,79260,56549,45753,10796,34597,23168,11429,1066,0,0,0,0,275059,11035,5032150,3535916,519577,956806,19851
2021-05-10,35891226,589085,395618,193467,26410882,2442876,7006521,27817383,8104790,0.334,0.097,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27896920,7994306,30947,19141174,7269708,1852425,590451,6792837,213684,27786436,8104790,373097,231370,141727,81689,59532,22157,130570,104716,25854,3729,0,0,0,0,400187,188898,5169734,3591145,530687,1025909,21993
2021-05-11,36976854,1085628,797845,287783,27236746,2522747,7182778,28618864,8392573,0.344,0.101,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28328853,8648001,34583,19734179,7502567,1910142,612605,6939960,242818,28584281,8392573,825864,593005,232859,79871,57717,22154,176257,147123,29134,3636,0,0,0,0,431933,653695,5412849,3790746,547418,1052016,22669
2021-05-12,38392303,1415449,1049053,366396,28329845,2614382,7407909,29673501,8758969,0.357,0.105,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28788319,9603984,40167,20530933,7798912,1971267,643115,7131134,276775,29633334,8758969,1093099,796754,296345,91635,61125,30510,225131,191174,33957,5584,0,0,0,0,459466,955983,5681741,4033052,560095,1064812,23782
2021-05-13,38821504,429201,268376,160825,28645158,2681151,7452381,29944524,8919794,0.36,0.107,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29144041,9677463,42814,20718492,7926666,2022828,658323,7160390,291991,29901710,8919794,315313,187559,127754,66769,51561,15208,44472,29256,15216,2647,0,0,0,0,355722,73479,5120917,3655820,534971,907891,22235
2021-05-14,39577785,756281,525873,230408,29190293,2746038,7590844,30478193,9150202,0.366,0.11,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29548985,10028800,50610,21083122,8107171,2072545,673493,7271916,318928,30427583,9150202,545135,364630,180505,64887,49717,15170,138463,111526,26937,7796,0,0,0,0,404944,351337,4987435,3614030,513172,834057,26176
2021-05-15,39977775,399990,234470,165520,29469312,2806339,7647231,30716946,9315722,0.369,0.112,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29901309,10076466,54893,21239796,8229516,2116493,689846,7305764,341467,30662053,9315722,279019,156674,122345,60301,43948,16353,56387,33848,22539,4283,0,0,0,0,352324,47666,4961728,3625409,501701,805877,28741
2021-05-16,40260284,282509,160532,121977,29669484,2859077,7672104,30882204,9437699,0.371,0.113,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30167813,10092471,59619,21346223,8323261,2159345,699732,7317017,355087,30822585,9437699,200172,106427,93745,52738,42852,9886,24873,11253,13620,4726,0,0,0,0,266504,16005,4958143,3631699,497890,796153,32401
