date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-06,460523,62285,62278,7,460500,16,7,458820,1703,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,460523,0,0,458799,1701,16,0,5,2,458820,1703,62276,62270,6,6,6,0,3,2,1,0,21511,32965,3421,23156,62285,0,305168,305148,14,6,0
2021-01-07,514447,53924,53903,21,514420,19,8,512723,1724,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,514447,0,0,512698,1722,19,0,6,2,512723,1724,53920,53899,21,3,3,0,1,1,0,0,19674,29338,3047,16421,53924,0,309393,309369,17,7,0
2021-01-08,576013,61566,61458,108,575934,70,9,574181,1832,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,576013,0,0,574104,1830,70,0,7,2,574181,1832,61514,61406,108,51,51,0,1,1,0,0,22349,32447,3367,20986,61566,0,345618,345550,63,5,0
2021-01-09,635980,59967,59820,147,635898,73,9,634001,1979,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,635980,0,0,633921,1977,73,0,7,2,634001,1979,59964,59817,147,3,3,0,0,0,0,0,25801,25923,2683,25106,59967,0,357635,357564,66,5,0
2021-01-10,671208,35228,35079,149,671118,81,9,669080,2128,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,671208,0,0,668993,2125,80,1,7,2,669080,2128,35220,35072,148,8,7,1,0,0,0,0,15133,14556,1372,12990,35228,0,370455,370377,73,5,0
2021-01-11,738709,67501,67399,102,738604,94,11,736479,2230,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,738709,0,0,736383,2221,87,7,9,2,736479,2230,67486,67390,96,13,7,6,2,2,0,0,25058,31382,3208,20459,67501,0,392236,392144,85,7,0
2021-01-12,816975,78266,78202,64,816854,109,12,814681,2294,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,816975,0,0,814570,2284,102,7,9,3,814681,2294,78250,78187,63,15,15,0,1,0,1,0,28182,42162,2995,24957,78266,0,418737,418630,99,8,0
2021-01-13,927696,110721,110520,201,926405,1279,12,925201,2495,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,927696,0,0,923920,2485,1272,7,9,3,925201,2495,109551,109350,201,1170,1170,0,0,0,0,0,39472,57506,3903,35608,110721,0,467173,465905,1263,5,0
2021-01-14,1010727,83031,82842,189,1004290,6425,12,1008043,2684,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1010727,0,0,1001660,2630,6374,51,9,3,1008043,2684,77885,77740,145,5146,5102,44,0,0,0,0,29636,42257,2284,24124,83031,0,496280,489870,6406,4,0
2021-01-15,1101138,90411,89565,846,1089431,11690,17,1097608,3530,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1101138,0,0,1085955,3476,11639,51,14,3,1097608,3530,85141,84295,846,5265,5265,0,5,5,0,0,33922,44572,3959,27739,90411,0,525125,513497,11620,8,0
2021-01-16,1158480,57342,56320,1022,1145093,13369,18,1153928,4552,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1158480,0,0,1140595,4498,13318,51,15,3,1153928,4552,55662,54640,1022,1679,1679,0,1,1,0,0,24258,24954,2131,19596,57342,0,522500,509195,13296,9,0
2021-01-17,1206036,47556,29783,17773,1191387,14630,19,1183711,22325,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1206036,0,0,1169116,22271,14579,51,16,3,1183711,22325,46294,28521,17773,1261,1261,0,1,1,0,0,20466,20375,2025,19746,47556,0,534828,520269,14549,10,0
2021-01-18,1287860,81824,66152,15672,1269068,18772,20,1249863,37997,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1287860,0,0,1231127,37941,18719,53,17,3,1249863,37997,77681,62011,15670,4142,4140,2,1,1,0,0,29279,42881,2222,20356,81824,0,549151,530464,18678,9,0
2021-01-19,1406606,118746,82334,36412,1384145,22433,28,1332197,74409,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1406606,0,0,1309796,74349,22376,57,25,3,1332197,74409,115077,78669,36408,3661,3657,4,8,8,0,0,37037,62085,3608,30943,118746,0,589631,567291,22324,16,0
2021-01-20,1538715,132109,77581,54528,1513509,25175,31,1409778,128937,0.017,0.002,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1538715,0,0,1384632,128877,25118,57,28,3,1409778,128937,129364,74836,54528,2742,2742,0,3,3,0,0,48311,64071,4243,42235,132109,0,611019,587104,23896,19,0
2021-01-21,1643703,104988,63658,41330,1615755,27915,33,1473436,170267,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1643703,0,0,1445550,170205,27857,58,29,4,1473436,170267,102246,60918,41328,2740,2739,1,2,1,1,0,42074,48464,4449,34117,104988,0,632976,611465,21490,21,0
2021-01-22,1745186,101483,68028,33455,1715043,30102,41,1541464,203722,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1745186,0,0,1511388,203655,30039,63,37,4,1541464,203722,99288,65838,33450,2187,2182,5,8,8,0,0,43899,45386,3607,34447,101483,0,644048,625612,18412,24,0
2021-01-23,1831617,86431,40430,46001,1801117,30456,44,1581894,249723,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1831617,0,0,1551462,249655,30392,64,40,4,1581894,249723,86074,40074,46000,354,353,1,3,3,0,0,37718,37100,3401,27274,86431,0,673137,656024,17087,26,0
2021-01-24,1878906,47289,25454,21835,1848204,30654,48,1607348,271558,0.019,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1878906,0,0,1576714,271490,30590,64,44,4,1607348,271558,47087,25252,21835,198,198,0,4,4,0,0,23888,19078,917,15066,47289,0,672870,656817,16024,29,0
2021-01-25,1969834,90928,52261,38667,1937712,32071,51,1659609,310225,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1969834,0,0,1627558,310154,32004,67,47,4,1659609,310225,89508,50844,38664,1417,1414,3,3,3,0,0,40720,41565,3496,25135,90928,0,681974,668644,13299,31,0
2021-01-26,2067249,97415,50609,46806,2033685,33506,58,1710218,357031,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2067249,0,0,1676729,356956,33435,71,54,4,1710218,357031,95973,49171,46802,1435,1431,4,7,7,0,0,40197,45564,3787,26288,97415,0,660643,649540,11073,30,0
2021-01-27,2176544,109295,50769,58526,2141186,35292,66,1760987,415557,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2176544,0,0,1725716,415470,35209,83,62,4,1760987,415557,107501,48987,58514,1786,1774,12,8,8,0,0,43262,52313,5172,30854,109295,0,637829,627677,10117,35,0
2021-01-28,2268798,92254,46358,45896,2231809,36920,69,1807345,461453,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2268798,0,0,1770531,461278,36749,171,65,4,1807345,461453,90623,44815,45808,1628,1540,88,3,3,0,0,38156,40823,4188,24438,92254,0,625095,616054,9005,36,0
2021-01-29,2376462,107664,49971,57693,2337986,38400,76,1857316,519146,0.022,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2376462,0,0,1819016,518970,38228,172,72,4,1857316,519146,106177,48485,57692,1480,1479,1,7,7,0,0,42904,47911,5533,29403,107664,0,631276,622943,8298,35,0
2021-01-30,2464472,88010,34357,53653,2425114,39280,78,1891673,572799,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2464472,0,0,1852494,572620,39106,174,73,5,1891673,572799,87128,33478,53650,880,878,2,2,1,1,0,36518,36449,3961,27333,88010,0,632855,623997,8824,34,0
2021-01-31,2521341,56869,25752,31117,2481602,39656,83,1917425,603916,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2521341,0,0,1877874,603728,39474,182,77,6,1917425,603916,56488,25380,31108,376,368,8,5,4,1,0,25453,22230,2107,15997,56869,0,642435,633398,9002,35,0
2021-02-01,2640864,119523,57969,61554,2598865,41865,134,1975394,665470,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2640864,0,0,1933585,665280,41681,184,128,6,1975394,665470,117263,55711,61552,2209,2207,2,51,51,0,0,43309,63377,3710,27400,119523,0,671030,661153,9794,83,0
2021-02-02,2772876,132012,64792,67220,2727803,44926,147,2040186,732690,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2772876,0,0,1995304,732499,44741,185,141,6,2040186,732690,128938,61719,67219,3061,3060,1,13,13,0,0,43459,70065,5194,30200,132012,0,705627,694118,11420,89,0
2021-02-03,2933921,161045,63518,97527,2882493,51254,173,2103705,830217,0.025,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2933921,0,1,2052474,830019,51063,191,167,6,2103704,830217,154690,57170,97520,6328,6322,6,26,26,0,1,59350,77411,5926,42514,161045,0,757377,741307,15962,107,1
2021-02-04,3066963,133042,61196,71846,3009697,57087,178,2164901,902063,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3066963,0,1,2107835,901862,56893,194,172,6,2164900,902063,127204,55361,71843,5833,5830,3,5,5,0,0,49003,64662,4567,31313,133042,0,798165,777888,20167,109,1
2021-02-05,3213354,146391,68900,77491,3149630,63537,186,2233801,979554,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3213354,0,1,2170412,979218,63209,328,179,7,2233800,979554,139933,62577,77356,6450,6316,134,8,7,1,0,54538,70143,5321,33929,146391,0,836892,811644,25137,110,1
2021-02-06,3307020,93666,45374,48292,3240669,66163,187,2279175,1027846,0.027,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3307020,0,1,2213159,1027510,65835,328,180,7,2279174,1027846,91039,42747,48292,2626,2626,0,1,1,0,0,39990,46078,4560,25804,93666,0,842548,815555,26883,109,1
2021-02-07,3360326,53306,28252,25054,3291646,68490,189,2307427,1052900,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3360326,0,1,2239083,1052563,68161,329,182,7,2307426,1052900,50977,25924,25053,2327,2326,1,2,2,0,0,25641,21272,2718,13233,53306,0,838985,810044,28834,106,1
2021-02-08,3469173,108847,52860,55987,3396645,72311,216,2360287,1108887,0.028,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3469173,0,1,2288096,1108549,71981,330,209,7,2360286,1108887,104999,49013,55986,3821,3820,1,27,27,0,0,52517,45804,3974,18776,108847,0,828309,797780,30446,82,1
2021-02-09,3603233,134060,60197,73863,3527158,75745,329,2420484,1182750,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3603233,0,1,2344936,1182222,75225,520,322,7,2420483,1182750,130513,56840,73673,3434,3244,190,113,113,0,0,61170,58646,4448,22913,134060,0,830357,799355,30819,182,1
2021-02-10,3757384,154151,77324,76827,3668743,79980,8660,2497808,1259577,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3757384,0,1,2410687,1258056,78479,1501,8641,19,2497807,1259577,141585,65751,75834,4235,3254,981,8331,8319,12,0,66918,66666,4008,29421,154151,0,823463,786250,28726,8487,0
2021-02-11,3901083,143699,75206,68493,3788861,87246,24973,2573016,1328070,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3901083,0,3,2465359,1323502,82714,4532,24940,33,2573013,1328070,120118,54672,65446,7266,4235,3031,16313,16299,14,2,61016,67530,5474,25137,143699,0,834120,779164,30159,24795,2
2021-02-12,4056250,155167,79514,75653,3920505,96544,39195,2652533,1403723,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4056250,0,6,2526403,1394102,87286,9258,38838,357,2652527,1403723,131644,61044,70600,9298,4572,4726,14222,13898,324,3,71492,70677,6276,25475,155167,0,842896,770875,33007,39009,5
2021-02-13,4163624,107374,61924,45450,4011271,99801,52545,2714458,1449173,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4163624,0,7,2573272,1437999,88998,10803,52181,364,2714451,1449173,90766,46869,43897,3257,1712,1545,13350,13343,7,1,56331,41719,4604,17535,107374,0,856604,770602,33638,52358,6
2021-02-14,4228832,65208,39495,25713,4066757,102276,59791,2753954,1474886,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4228832,0,8,2604272,1462485,90268,12008,59406,385,2753946,1474886,55486,31000,24486,2475,1270,1205,7246,7225,21,1,38523,22724,1618,8066,65208,0,868506,775111,33786,59602,7
2021-02-15,4354096,125264,69522,55742,4171335,107505,75247,2823477,1530628,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4354096,0,9,2656083,1515252,92540,14965,74845,402,2823468,1530628,104578,51811,52767,5229,2272,2957,15456,15439,17,1,67469,48201,4035,19272,125264,0,884923,774690,35194,75031,8
2021-02-16,4488150,134054,77703,56351,4279723,113624,94793,2901181,1586979,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4488150,0,10,2711527,1568196,95265,18359,94379,414,2901171,1586979,108388,55444,52944,6119,2725,3394,19546,19534,12,1,66034,58031,2675,16982,134054,0,884917,752565,37879,94464,9
2021-02-17,4638863,150713,94425,56288,4401713,121623,115516,2995607,1643267,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4638863,0,11,2780429,1621284,100077,21546,115090,426,2995596,1643267,121990,68902,53088,7999,4812,3187,20723,20711,12,1,80408,57991,5087,21528,150713,0,881479,732970,41643,106856,10
2021-02-18,4783079,144216,91235,52981,4513891,129844,139332,3086843,1696248,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4783079,0,12,2843173,1670718,104756,25088,138902,430,3086831,1696248,112178,62744,49434,8221,4679,3542,23816,23812,4,1,75874,58183,3438,19017,144216,0,881996,725030,42598,114359,9
2021-02-19,4941362,158283,102756,55527,4634808,139806,166735,3189600,1751775,0.038,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4941362,0,13,2911680,1723128,111708,28098,166199,536,3189587,1751775,120917,68507,52410,9962,6952,3010,27403,27297,106,1,80761,60342,4872,17360,158283,0,885112,714303,43262,127540,7
2021-02-20,5053404,112042,75791,36251,4721165,144270,187955,3265392,1788026,0.039,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5053404,0,14,2962230,1758935,115739,28531,187409,546,3265378,1788026,86357,50550,35807,4464,4031,433,21220,21210,10,1,61600,43713,3658,13991,112042,0,889780,709894,44469,135410,7
2021-02-21,5139198,85794,57421,28373,4787670,147911,203602,3322814,1816399,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5139198,0,15,3000528,1787142,119221,28690,203050,552,3322799,1816399,66505,38298,28207,3641,3482,159,15647,15641,6,1,48786,30517,2566,10371,85794,0,910366,720913,45635,143811,7
2021-02-22,5294426,155228,97540,57688,4910329,156905,227176,3420355,1874087,0.041,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5294426,0,16,3067280,1843049,126447,30458,226612,564,3420339,1874087,122659,66752,55907,8994,7226,1768,23574,23562,12,1,79647,69613,4897,17850,155228,0,940330,738994,49400,151929,7
2021-02-23,5464008,169582,109096,60486,5043867,164115,256009,3529452,1934573,0.042,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5464008,0,17,3142004,1901863,131998,32117,255433,576,3529435,1934573,133538,74724,58814,7210,5551,1659,28833,28821,12,1,80209,72879,5300,17870,169582,0,975858,764144,50491,161216,7
2021-02-24,5639612,175604,116468,59136,5175208,171726,292660,3645921,1993709,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5639612,0,18,3215914,1959294,137923,33803,292066,594,3645903,1993709,131341,73910,57431,7611,5925,1686,36651,36633,18,1,84879,74824,6578,19035,175604,0,1000749,773495,50103,177144,7
2021-02-25,5828357,188745,129753,58992,5306349,178486,343504,3775674,2052701,0.045,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5828357,0,18,3289604,2016745,143154,35332,342898,606,3775656,2052701,131141,73690,57451,6760,5231,1529,50844,50832,12,0,82386,90489,6436,18119,188745,0,1045278,792458,48642,204172,6
2021-02-26,6040664,212307,145472,66835,5447019,187319,406308,3921146,2119536,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6040664,0,18,3365127,2081892,150370,36949,405631,677,3921128,2119536,140670,75523,65147,8833,7216,1617,62804,62733,71,0,88644,101335,7076,19689,212307,0,1099302,812211,47513,239573,5
2021-02-27,6188385,147721,107826,39895,5539677,191401,457289,4028972,2159431,0.048,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6188385,0,18,3418630,2121047,153720,37681,456604,685,4028954,2159431,92658,53503,39155,4082,3350,732,50981,50973,8,0,63656,72302,6710,12871,147721,0,1134981,818512,47131,269334,4
2021-02-28,6291220,102835,78774,24061,5600952,195354,494895,4107747,2183492,0.049,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6291220,0,19,3456215,2144737,157321,38033,494192,703,4107728,2183492,61275,37585,23690,3953,3601,352,37606,37588,18,1,48225,53289,4281,6661,102835,0,1152022,813282,47443,291293,4
2021-03-01,6489307,198087,148276,49811,5731083,204977,553228,4256023,2233303,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6489307,0,19,3538572,2192511,164922,40055,552510,718,4256004,2233303,130131,82357,47774,9623,7601,2022,58333,58318,15,0,102521,77964,7799,13259,198087,0,1194881,820754,48072,326052,3
2021-03-02,6707845,218538,166438,52100,5870806,214967,622053,4422461,2285403,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6707845,0,19,3629091,2241715,172037,42930,621314,739,4422442,2285403,139723,90519,49204,9990,7115,2875,68825,68804,21,0,110086,94219,9601,14607,218538,0,1243837,826939,50852,366044,2
2021-03-03,6953829,245984,175769,70215,6027499,229915,696396,4598230,2355618,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6953829,0,19,3721520,2305979,181109,48806,695582,814,4598211,2355618,156693,92429,64264,14948,9072,5876,74343,74268,75,0,120669,101381,11624,17234,245984,0,1314217,852291,58189,403736,1
2021-03-04,7198258,244429,181614,62815,6168512,244385,785342,4779844,2418433,0.057,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7198258,0,19,3805156,2363356,190183,54202,784486,856,4779825,2418433,141013,83636,57377,14470,9074,5396,88946,88904,42,0,111264,109772,12386,15763,244429,0,1369901,862163,65899,441838,1
2021-03-05,7473810,275552,207053,68499,6317935,257750,898105,4986898,2486932,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7473810,0,20,3892090,2425845,197588,60162,897200,905,4986878,2486932,149423,86934,62489,13365,7405,5960,112763,112714,49,1,117945,125041,14949,15447,275552,0,1433146,870916,70431,491797,2
2021-03-06,7675481,201671,153023,48648,6427148,266191,982122,5139921,2535580,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7675481,0,20,3954914,2472234,203791,62400,981196,926,5139901,2535580,109213,62824,46389,8441,6203,2238,84017,83996,21,0,89511,94681,10430,9518,201671,0,1487096,887471,74790,524833,2
2021-03-07,7823008,147527,114045,33482,6506881,272848,1043259,5253966,2569062,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7823008,0,20,4003523,2503358,208110,64738,1042313,946,5253946,2569062,79733,48609,31124,6657,4319,2338,61137,61117,20,0,71282,66068,8107,5565,147527,0,1531788,905929,77494,548364,1
2021-03-08,8060455,237447,185859,51588,6640782,283803,1135850,5439825,2620650,0.065,0.032,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8060455,0,20,4089239,2551543,215702,68101,1134864,986,5439805,2620650,133901,85716,48185,10955,7592,3363,92591,92551,40,0,118828,95840,16349,12320,237447,0,1571148,909699,78826,582622,1
2021-03-09,8312647,252192,197344,54848,6780862,296588,1235177,5637169,2675498,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8312647,0,20,4178008,2602854,225014,71574,1234127,1050,5637149,2675498,140080,88769,51311,12785,9312,3473,99327,99263,64,0,120904,102416,17409,13547,252192,0,1604802,910056,81621,613124,1
