date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_erst_kumulativ,dosen_zweit_kumulativ,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-04-08,17096896,698303,610779,87524,12653451,927378,3516043,12238374,4858546,0.147,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16339045,757851,24,8021405,4632046,703618,223760,3513327,2716,12238350,4858546,571117,492580,78537,35549,26642,8907,91637,91557,80,0,0,0,0,0,373425,324878,2637865,2018841,162862,456162,0
2021-04-09,17728267,631371,542500,88871,13143333,963896,3621014,12780874,4947417,0.154,0.059,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16730913,997354,24,8433929,4709404,728706,235190,3618215,2799,12780850,4947417,489882,412524,77358,36518,25088,11430,104971,104888,83,0,0,0,0,0,391868,239503,3043556,2329180,184998,529378,0
2021-04-10,18100650,372383,307331,65052,13391637,987147,3721842,13088205,5012469,0.157,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17070250,1030400,24,8624922,4766715,744277,242870,3718982,2860,13088181,5012469,248304,190993,57311,23251,15571,7680,100828,100767,61,0,0,0,0,0,339337,33046,3184229,2403438,192435,588356,0
2021-04-11,18364437,263787,213465,50322,13561933,1005811,3796669,13301670,5062791,0.16,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17328958,1035479,24,8748918,4813015,758995,246816,3793733,2936,13301646,5062791,170296,123996,46300,18664,14718,3946,74827,74751,76,0,0,0,0,0,258708,5079,3255045,2441494,201022,612529,0
2021-04-12,18782690,418253,341892,76361,13840594,1035005,3907066,13643563,5139152,0.164,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17698704,1083986,25,8959733,4880861,779729,255276,3904076,2990,13643538,5139152,278661,210815,67846,29194,20734,8460,110397,110343,54,1,0,0,0,0,369746,48507,3425506,2555174,212333,657998,1
2021-04-13,19359197,576507,502867,73640,14272690,1062205,4024277,14146430,5212792,0.17,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18079081,1280116,25,9323820,4948870,801491,260714,4021094,3183,14146405,5212792,432096,364087,68009,27200,21762,5438,117211,117018,193,0,0,0,0,0,380377,196130,3628374,2732380,207322,688671,1
2021-04-14,20133880,774683,691533,83150,14889010,1095742,4149103,14837963,5295942,0.178,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18479967,1653913,25,9866050,5022960,826526,269216,4145362,3741,14837938,5295942,616320,542230,74090,33537,25035,8502,124826,124268,558,0,0,0,0,0,400886,373797,3735287,2806676,203913,724697,1
2021-04-15,20813615,679735,609745,69990,15422655,1131946,4258988,15447709,5365932,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18864073,1949542,26,10339257,5083398,854121,277825,4254305,4683,15447683,5365932,533645,473207,60438,36204,27595,8609,109885,108943,942,1,0,0,0,0,384106,295629,3716719,2769204,204568,742945,2
2021-04-16,21409684,596069,522022,74047,15860593,1164422,4384643,15969731,5439979,0.192,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19265303,2144381,26,10712275,5148318,878274,286148,4379156,5487,15969705,5439979,437938,373018,64920,32476,24153,8323,125655,124851,804,0,0,0,0,0,401230,194839,3681417,2717260,200526,763629,2
2021-04-17,21774242,364558,307922,56636,16085399,1187039,4501778,16277653,5496615,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19608057,2166185,26,10889083,5196316,893753,293286,4494791,6987,16277627,5496615,224806,176808,47998,22617,15479,7138,117135,115635,1500,0,0,0,0,0,342754,21804,3673592,2693762,199892,779936,2
2021-04-18,22042525,268283,229276,39007,16257362,1202419,4582718,16506929,5535622,0.198,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19871729,2170796,26,11027103,5230259,905241,297178,4574559,8159,16506903,5535622,171963,138020,33943,15380,11488,3892,80940,79768,1172,0,0,0,0,0,263672,4611,3678088,2695429,196608,786049,2
2021-04-19,22444067,401542,340177,61365,16550723,1235303,4658014,16847107,5596987,0.203,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20228940,2215127,27,11268337,5282386,930207,305096,4648536,9478,16847080,5596987,293361,241234,52127,32884,24966,7918,75296,73977,1319,1,0,0,0,0,357211,44331,3661377,2710129,200298,750948,2
2021-04-20,23003587,559520,496864,62656,16931879,1274360,4797321,17343971,5659643,0.209,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20594009,2409578,27,11595517,5336362,962670,311690,4785757,11564,17343944,5659643,381156,327180,53976,39057,32463,6594,139307,137221,2086,0,0,0,0,0,365069,194451,3644390,2659189,212155,773044,2
2021-04-21,23723654,720067,647060,73007,17385646,1315971,5022010,17991031,5732650,0.216,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20974928,2748726,27,11986777,5398869,996235,319736,5007992,14018,17991004,5732650,453767,391260,62507,41611,33565,8046,224689,222235,2454,0,0,0,0,0,380919,339148,3589774,2496636,220229,872907,2
2021-04-22,24361431,637777,570665,67112,17766865,1359538,5235001,18561696,5799762,0.223,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21345446,3015985,27,12312141,5454724,1032175,327363,5217353,17648,18561669,5799762,381219,325364,55855,43567,35940,7627,212991,209361,3630,0,0,0,0,0,370518,267259,3547816,2344210,227592,976013,1
2021-04-23,24916990,555559,486757,68802,18119784,1403051,5394119,19048462,5868564,0.229,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21732810,3184180,36,12610306,5509478,1065207,337844,5372913,21206,19048426,5868564,352919,298165,54754,43513,33032,10481,159118,155560,3558,9,0,0,0,0,387364,168195,3507306,2259191,238629,1009476,10
2021-04-24,25282092,365102,306137,58965,18354664,1452383,5475007,19354601,5927529,0.233,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22081001,3201091,38,12803964,5550700,1099164,353219,5451435,23572,19354563,5927529,234880,193658,41222,49332,33957,15375,80888,78522,2366,2,0,0,0,0,348191,16911,3507850,2269265,265344,973229,12
2021-04-25,25564633,282541,233467,49074,18542352,1486055,5536188,19588068,5976603,0.236,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22357728,3206905,38,12954246,5588106,1122968,363087,5510816,25372,19588030,5976603,187688,150282,37406,33672,23804,9868,61181,59381,1800,0,0,0,0,0,276727,5814,3522108,2284990,283636,953470,12
2021-04-26,25996917,432284,358312,73972,18860139,1528516,5608143,19946461,6050575,0.24,0.073,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22703420,3293497,119,13210527,5649612,1157040,371476,5578775,29368,19946342,6050575,317787,256281,61506,42461,34072,8389,71955,67959,3996,81,0,0,0,0,345692,86592,3552850,2309416,293213,950129,92
2021-04-27,26781733,784816,692948,91868,19536618,1580045,5664486,20639874,6142443,0.248,0.074,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23073356,3708377,584,13809216,5727402,1199445,380600,5630629,33857,20639290,6142443,676479,598689,77790,51529,42405,9124,56343,51854,4489,465,0,0,0,0,369936,414880,3778146,2604739,305685,867165,557
2021-04-28,27904107,1122374,995578,126796,20544737,1640613,5717444,21636181,6269239,0.26,0.075,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23466647,4437460,1313,14708765,5835972,1247631,392982,5678472,38972,21634868,6269239,1008119,899549,108570,60568,48186,12382,52958,47843,5115,729,0,0,0,0,393291,729083,4180453,3159091,324642,695434,1286
2021-04-29,28849612,945505,812111,133394,21369040,1704248,5774124,22449179,6402633,0.27,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23854084,4995528,2200,15420828,5948212,1298882,405366,5727269,46855,22446979,6402633,824303,712063,112240,63635,51251,12384,56680,48797,7883,887,0,0,0,0,387437,558068,4488181,3602175,344710,539123,2173
2021-04-30,29652638,803026,666036,136990,22047283,1761480,5840836,23116054,6539623,0.278,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24257264,5395374,3039,15987560,6059723,1340871,420609,5784584,56252,23113015,6539623,678243,566732,111511,57232,41989,15243,66712,57315,9397,839,0,0,0,0,403180,399846,4735648,3927499,358429,446717,3003
2021-05-01,29988678,336040,259769,76271,22300137,1802982,5879943,23378400,6615894,0.281,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24568654,5420024,5616,16179162,6120975,1375962,427020,5817660,62283,23372784,6615894,252854,191602,61252,41502,35091,6411,39107,33076,6031,2577,0,0,0,0,311390,24650,4706586,3945473,350599,404936,5578
2021-05-02,30253567,264889,197505,67384,22495707,1840492,5909947,23577710,6683278,0.283,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24825888,5427679,7421,16318989,6176718,1408220,432272,5843080,66867,23570289,6683278,195570,139827,55743,37510,32258,5252,30004,25420,4584,1805,0,0,0,0,257234,7655,4688934,3953355,354437,373759,7383
2021-05-03,30705237,451670,335301,116369,22813629,1911105,5971492,23914601,6799647,0.288,0.082,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25183698,5521539,9011,16545944,6267685,1465637,445468,5894009,77483,23905590,6799647,317922,226955,90967,70613,57417,13196,61545,50929,10616,1590,0,0,0,0,357810,93860,4708320,3953490,382589,363349,8892
2021-05-04,31547754,842517,680821,161696,23439924,1974221,6121640,24598380,6961343,0.296,0.084,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25558963,5988791,11969,17040451,6399473,1515514,458707,6030446,91194,24586411,6961343,626295,494507,131788,63116,49877,13239,150148,136437,13711,2958,0,0,0,0,375265,467252,4766021,3903306,394176,457154,11385
2021-05-05,32694077,1146323,914645,231678,24290493,2053233,6333901,25517506,7193021,0.307,0.086,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25979322,6714755,16450,17706211,6584282,1569020,484213,6225825,108076,25501056,7193021,850569,665760,184809,79012,53506,25506,212261,195379,16882,4481,0,0,0,0,420359,725964,4789970,3745756,412620,616457,15137
2021-05-06,33683640,989563,766841,222722,24982566,2145161,6535266,26288544,7415743,0.316,0.089,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26393774,7289866,20647,18221602,6760964,1638561,506600,6407734,127532,26267897,7415743,692073,515391,176682,91928,69541,22387,201365,181909,19456,4197,0,0,0,0,414452,575111,4834028,3613526,440913,761142,18447
2021-05-07,34573082,889442,651794,237648,25569160,2231904,6747517,26944192,7653391,0.324,0.092,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26839200,7733882,24501,18634613,6934547,1694338,537566,6590740,156777,26919691,7653391,586594,413011,173583,86743,55777,30966,212251,183006,29245,3854,0,0,0,0,445426,444016,4920444,3521877,470424,906681,21462
2021-05-08,34999052,425970,271901,154069,25837010,2303683,6832140,27217811,7807460,0.327,0.094,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27204679,7794373,26219,18789565,7047445,1746288,557395,6655739,176401,27191592,7807460,267850,154952,112898,71779,51950,19829,84623,64999,19624,1718,0,0,0,0,365479,60491,5010374,3536873,500701,952197,20603
2021-05-09,35285201,286149,183633,102516,26030953,2360246,6866717,27402510,7909976,0.329,0.095,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27479793,7805408,27285,18904243,7126710,1792056,568190,6678926,187791,27375225,7909976,193943,114678,79265,56563,45768,10795,34577,23187,11390,1066,0,0,0,0,275114,11035,5031634,3535246,519754,956770,19864
2021-05-10,35874239,589038,395586,193452,26404112,2441985,6997127,27801826,8103428,0.334,0.097,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27879933,7994306,31015,19135674,7268438,1851634,590351,6783503,213624,27770811,8103428,373159,231431,141728,81739,59578,22161,130410,104577,25833,3730,0,0,0,0,400140,188898,5169002,3590483,530880,1025635,22004
2021-05-11,36959075,1084836,797598,287238,27229369,2521859,7173239,28603017,8390666,0.344,0.101,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28311074,8648001,34608,19728553,7500816,1909354,612505,6930502,242737,28568409,8390666,825257,592879,232378,79874,57720,22154,176112,146999,29113,3593,0,0,0,0,431141,653695,5411321,3789445,547638,1051599,22639
2021-05-12,38373729,1414654,1048786,365868,28321843,2613505,7398186,29657390,8756534,0.357,0.105,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28769745,9603984,40195,20525175,7796668,1970490,643015,7121530,276656,29617195,8756534,1092474,796622,295852,91646,61136,30510,224947,191028,33919,5587,0,0,0,0,458671,955983,5679652,4031350,560272,1064285,23745
2021-05-13,38803037,429308,268474,160834,28637282,2680280,7442629,29928515,8917368,0.36,0.107,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29125574,9677463,42846,20712856,7924426,2022057,658223,7150756,291873,29885669,8917368,315439,187681,127758,66775,51567,15208,44443,29226,15217,2651,0,0,0,0,355829,73479,5119397,3654716,535119,907363,22199
2021-05-14,39559325,756288,525898,230390,29182517,2745142,7581038,30462195,9147758,0.366,0.11,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29530525,10028800,50628,21077573,8104944,2071762,673380,7262232,318806,30411567,9147758,545235,364717,180518,64862,49705,15157,138409,111476,26933,7782,0,0,0,0,404951,351337,4986243,3613357,513238,833521,26127
2021-05-15,39959377,400052,234521,165531,29461634,2805436,7637397,30700998,9313289,0.369,0.112,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29882911,10076466,54910,21234334,8227300,2115702,689734,7296052,341345,30646088,9313289,279117,156761,122356,60294,43940,16354,56359,33820,22539,4282,0,0,0,0,352386,47666,4960325,3624624,501753,805257,28691
2021-05-16,40241933,282556,160587,121969,29661853,2858160,7662283,30866312,9435258,0.371,0.113,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30149462,10092471,59637,21340815,8321038,2158541,699619,7307319,354964,30806675,9435258,200219,106481,93738,52724,42839,9885,24886,11267,13619,4727,0,0,0,0,266551,16005,4956732,3630900,497914,795566,32352
2021-05-17,40797168,555235,349242,205993,30000222,2943818,7783732,31225313,9641251,0.375,0.116,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30535379,10261789,69396,21533726,8466496,2219779,724039,7402412,381320,31155917,9641251,338369,192911,145458,85658,61238,24420,121449,95093,26356,9759,0,0,0,0,385917,169318,4922929,3596110,501833,786605,38381
2021-05-18,41668134,870966,517002,353964,30589073,3044886,7957007,31750087,9995215,0.382,0.12,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30951341,10716793,77168,21832986,8756087,2292271,752615,7547662,409345,31672919,9995215,588851,299260,289591,101068,72492,28576,173275,145250,28025,7772,0,0,0,0,415962,455004,4709059,3359704,523027,783768,42560
2021-05-19,42764833,1096699,563287,533412,31392484,3144947,8138117,32325491,10528627,0.389,0.127,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,31368262,11396571,89285,22176904,9215580,2358490,786457,7700812,437305,32236206,10528627,803411,343918,459493,100061,66219,33842,181110,153150,27960,12117,0,0,0,0,416921,679778,4391104,3070641,531442,739931,49090
2021-05-20,43710998,946165,455203,490962,32075028,3241347,8294494,32791538,11019589,0.394,0.132,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,31783484,11927514,100129,22437695,9637333,2423947,817400,7829767,464727,32691409,11019589,682544,260791,421753,96400,65457,30943,156377,128955,27422,10844,0,0,0,0,415222,530943,4907961,3437746,561067,851865,57283
2021-05-21,44560862,849864,405573,444291,32670458,3326985,8451469,33208932,11463880,0.399,0.138,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,32210628,12350234,111950,22660082,10010376,2480341,846644,7956559,494910,33096982,11463880,595430,222387,373043,85638,56394,29244,156975,126792,30183,11821,0,0,0,0,427144,422720,5001537,3487941,581843,870431,61322
2021-05-22,45034662,473800,214834,258966,32976694,3396494,8535255,33438035,11722846,0.402,0.141,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,32555498,12479164,126219,22758603,10218091,2528650,867844,8024563,510692,33311816,11722846,306236,98521,207715,69509,48309,21200,83786,68004,15782,14269,0,0,0,0,344870,128930,5075285,3515060,591058,897858,71309
2021-05-23,45319874,285212,124841,160371,33169734,3455904,8559157,33571736,11883217,0.404,0.143,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,32822589,12497285,135079,22824339,10345395,2572959,882945,8039359,519798,33436657,11883217,193040,65736,127304,59410,44309,15101,23902,14796,9106,8860,0,0,0,0,267091,18121,5077941,3507881,597744,896874,75442
2021-05-24,45646036,326162,141311,184851,33405643,3517458,8579814,33721089,12068068,0.405,0.145,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,33133226,12512810,143121,22907129,10498514,2619517,897941,8051322,528492,33577968,12068068,235909,82790,153119,61554,46558,14996,20657,11963,8694,8042,0,0,0,0,310637,15525,4848868,3405421,573640,796082,73725
2021-05-25,46300404,654368,271840,382528,33851510,3597128,8683540,34018034,12450596,0.409,0.15,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,33528651,12771753,168226,23048838,10802672,2670960,926168,8130010,553530,33849808,12450596,445867,141709,304158,79670,51443,28227,103726,78688,25038,25105,0,0,0,0,395425,258943,4632270,3262437,552242,726533,91058
2021-05-26,47478740,1178336,469141,709195,34735600,3679471,8817220,34565398,13159791,0.416,0.158,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,33943572,13535168,246449,23363590,11372010,2723491,955980,8231868,585352,34318949,13159791,884090,314752,569338,82343,52531,29812,133680,101858,31822,78223,0,0,0,0,414921,763415,4713907,3343116,534524,679103,157164
2021-05-27,48518170,1039430,403592,635838,35473598,3768364,8948654,35050095,13795629,0.421,0.166,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,34361165,14157005,327554,23621049,11852549,2775106,993258,8326386,622268,34722541,13795629,737998,257459,480539,88893,51615,37278,131434,94518,36916,81105,0,0,0,0,417593,621837,4807172,3398570,527017,654160,227425
2021-05-28,49419960,901790,355866,545924,36075611,3854414,9078647,35489695,14341553,0.427,0.172,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,34794994,14624966,411288,23837679,12237932,2825621,1028793,8415107,663540,35078407,14341553,602013,216630,385383,86050,50515,35535,129993,88721,41272,83734,0,0,0,0,433829,467961,4859098,3405153,527429,627178,299338
2021-05-29,49829293,409333,151121,258212,36336963,3916756,9136498,35668604,14599765,0.429,0.176,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,35129918,14699375,439076,23917229,12419734,2862290,1054466,8450009,686489,35229528,14599765,261352,79550,181802,62342,36669,25673,57851,34902,22949,27788,0,0,0,0,334924,74409,4794631,3360269,520262,601243,312857
2021-05-30,50112416,283123,97418,185705,36533858,3963692,9164769,35777043,14785470,0.43,0.178,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,35391223,14721193,450097,23976249,12557609,2889542,1074150,8461155,703614,35326946,14785470,196895,59020,137875,46936,27252,19684,28271,11146,17125,11021,0,0,0,0,261305,21818,4792542,3364124,507788,605612,315018
2021-05-31,50658832,546416,178380,368036,36901097,4030920,9234246,35997895,15153506,0.433,0.182,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,35779870,14878962,492569,24088096,12813001,2917198,1113722,8500032,734214,35505326,15153506,367239,111847,255392,67228,27656,39572,69477,38877,30600,42472,0,0,0,0,388647,157769,5012796,3495454,513462,654432,349448
2021-06-01,51645720,986888,400195,586693,37634046,4110130,9324488,36482577,15740199,0.439,0.189,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,36176285,15469435,577056,24404803,13229243,2946634,1163496,8554084,770404,35905521,15740199,732949,316707,416242,79210,29436,49774,90242,54052,36190,84487,0,0,0,0,396415,590473,5345316,3782536,513002,640948,408830
2021-06-02,52891294,1245574,516561,729013,38621681,4182314,9406570,37102811,16469212,0.446,0.198,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,36581581,16309713,680729,24854145,13767536,2970949,1211365,8596988,809582,36422082,16469212,987635,449342,538293,72184,24315,47869,82082,42904,39178,103673,0,0,0,0,405296,840278,5412554,3886081,502843,589350,434280
2021-06-03,53533058,641764,230469,411295,39096141,4246297,9456685,37386486,16880507,0.45,0.203,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,36943932,16589126,733935,25034282,14061859,3000435,1245862,8617834,838851,36652551,16880507,474460,180137,294323,63983,29486,34497,50115,20846,29269,53206,0,0,0,0,362351,279413,5014888,3622543,477933,508031,406381
2021-06-04,54342138,809080,290494,518586,39680234,4317292,9533473,37754184,17399093,0.454,0.209,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,37350524,16991614,811139,25261917,14418317,3028859,1288433,8652269,881204,36943045,17399093,584093,227635,356458,70995,28424,42571,76788,34435,42353,77204,0,0,0,0,406592,402488,4922178,3604623,462878,454826,399851
2021-06-05,54753917,411779,95621,316158,39950960,4383555,9577651,37880417,17715251,0.455,0.213,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,37698759,17055158,841751,25320613,14630347,3054881,1328674,8663172,914479,37038666,17715251,270726,58696,212030,66263,26022,40241,44178,10903,33275,30612,0,0,0,0,348235,63544,4924624,3613997,466799,441153,402675
2021-06-06,55046171,292254,59411,232843,40156705,4424531,9604968,37958044,17948094,0.456,0.216,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,37961304,17084867,859967,25364487,14792218,3066809,1357722,8666781,938187,37098077,17948094,205745,43874,161871,40976,11928,29048,27317,3609,23708,18216,0,0,0,0,262545,29709,4933755,3622847,460839,440199,409870
2021-06-07,55657962,611791,191230,420561,40556941,4509227,9677402,38203699,18368655,0.459,0.221,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,38333811,17323248,914392,25497513,15059428,3093943,1415284,8697851,979551,37289307,18368655,400236,133026,267210,84696,27134,57562,72434,31070,41364,54425,0,0,0,0,372507,238381,4999130,3655844,478307,443156,421823
2021-06-08,56702528,1044566,333401,711165,41395587,4584160,9740159,38605330,19079820,0.464,0.229,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,38730556,17968865,982622,25772832,15622755,3119838,1464322,8730038,1010121,37622708,19079820,838646,275319,563327,74933,25895,49038,62757,32187,30570,68230,0,0,0,0,396745,645617,5056808,3761541,474030,415671,405566
2021-06-09,58113512,1410984,437334,973650,42560258,4670903,9803988,39138405,20053470,0.471,0.241,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,39150811,18956810,1078363,26149847,16410411,3147842,1523061,8762353,1041635,38060042,20053470,1164671,377015,787656,86743,28004,58739,63829,32315,31514,95741,0,0,0,0,420255,987945,5222218,3938577,488589,397418,397634
2021-06-10,59291434,1177922,392157,785765,43504700,4760330,9859601,39619002,20839235,0.476,0.251,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,39577192,19705530,1166803,26483626,17021074,3179465,1580865,8789108,1070493,38452199,20839235,944442,333779,610663,89427,31623,57804,55613,26755,28858,88440,0,0,0,0,426381,748720,5758376,4408559,514033,402916,432868
2021-06-11,60340941,1049507,352101,697406,44300378,4849067,9927969,40067827,21536641,0.482,0.259,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,40010923,20318630,1263527,26778863,17521515,3207316,1641751,8818121,1109848,38804300,21536641,795678,295237,500441,88737,27851,60886,68368,29013,39355,96724,0,0,0,0,433731,613100,5998803,4620144,531775,394496,452388
2021-06-12,60773064,432123,120862,311261,44582289,4920747,9971276,40223914,21847902,0.484,0.263,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,40339949,20420893,1298752,26868035,17714254,3225938,1694809,8831189,1140087,38925162,21847902,281911,89172,192739,71680,18622,53058,43307,13068,30239,35225,0,0,0,0,329026,102263,6019147,4631329,537192,393625,457001
2021-06-13,61055577,282513,64462,218051,44761723,4984218,9997138,40302122,22065953,0.485,0.265,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,40586802,20456247,1312498,26911963,17849760,3241795,1742423,8835866,1161272,38989624,22065953,179434,43928,135506,63471,15857,47614,25862,4677,21185,13746,0,0,0,0,246853,35354,6009406,4605018,559687,392170,452531
