date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-10,680969,35515,35506,9,680906,60,3,679157,1812,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,680969,0,0,679094,1812,60,0,3,0,35515,35506,9,0,0,0,0,0,0,0,15133,14556,1372,12990,35515,0,380079,380018,59,2,0
2021-01-11,748552,67583,67531,52,748488,61,3,746688,1864,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,748552,0,0,746624,1864,61,0,3,0,67582,67530,52,1,1,0,0,0,0,0,25058,31382,3208,20459,67583,0,399584,399522,60,2,0
2021-01-12,831201,82649,82590,59,831131,66,4,829278,1923,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,831201,0,0,829208,1923,66,0,4,0,82643,82584,59,5,5,0,1,1,0,0,28182,42162,2995,24957,82649,0,428519,428452,64,3,0
2021-01-13,942910,111709,111511,198,942043,863,4,940789,2121,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,942910,0,0,939922,2121,863,0,4,0,110912,110714,198,797,797,0,0,0,0,0,39472,57506,3903,35608,111709,0,477554,476698,855,1,0
2021-01-14,1025977,83067,82881,186,1020483,5490,4,1023670,2307,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1025977,0,0,1018220,2263,5446,44,4,0,78440,78298,142,4627,4583,44,0,0,0,0,29636,42257,2284,24124,83067,0,504670,499191,5478,1,0
2021-01-15,1117514,91537,90927,610,1106564,10927,23,1114597,2917,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1117514,0,0,1103691,2873,10883,44,23,0,86081,85471,610,5437,5437,0,19,19,0,0,33922,44572,3959,27739,91537,0,533146,522259,10867,20,0
2021-01-16,1175085,57571,56665,906,1162363,12699,23,1171262,3823,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1175085,0,0,1158584,3779,12655,44,23,0,55799,54893,906,1772,1772,0,0,0,0,0,24258,24954,2131,19596,57571,0,529631,516972,12639,20,0
2021-01-17,1224086,49001,31657,17344,1210058,14004,24,1202919,21167,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1224086,0,0,1188935,21123,13960,44,24,0,47695,30351,17344,1305,1305,0,1,1,0,0,20466,20375,2025,19746,49001,0,543117,529152,13944,21,0
2021-01-18,1306703,82617,66845,15772,1288639,18039,25,1269764,36939,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1306703,0,0,1251745,36894,17994,45,25,0,78581,62810,15771,4035,4034,1,1,1,0,0,29279,42881,2222,20356,82617,0,558151,540151,17978,22,0
2021-01-19,1424390,117687,82822,34865,1402810,21506,74,1352586,71804,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1424390,0,0,1331051,71759,21461,45,74,0,114171,79306,34865,3467,3467,0,49,49,0,0,37037,62085,3608,30943,117687,0,593189,571679,21440,70,0
2021-01-20,1556405,132015,80501,51514,1532070,24257,78,1433087,123318,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1556405,0,0,1408797,123273,24212,45,78,0,129260,77746,51514,2751,2751,0,4,4,0,0,48311,64071,4243,42235,132015,0,613495,590027,23394,74,0
2021-01-21,1664024,107619,65764,41855,1636977,26969,78,1498851,165173,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1664024,0,0,1471849,165128,26924,45,78,0,104907,63052,41855,2712,2712,0,0,0,0,0,42074,48464,4449,34117,107619,0,638047,616494,21479,74,0
2021-01-22,1767917,103893,68330,35563,1738816,29011,90,1567181,200736,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1767917,0,0,1538127,200689,28964,47,90,0,101839,66278,35561,2042,2040,2,12,12,0,0,43899,45386,3607,34447,103893,0,650403,632252,18084,67,0
2021-01-23,1852932,85015,40054,44961,1823447,29394,91,1607235,245697,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1852932,0,0,1577797,245650,29347,47,91,0,84631,39670,44961,383,383,0,1,1,0,0,37718,37100,3401,27274,85015,0,677847,661084,16695,68,0
2021-01-24,1902156,49224,26077,23147,1872423,29638,95,1633312,268844,0.02,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1902156,0,0,1603626,268797,29591,47,95,0,48976,25829,23147,244,244,0,4,4,0,0,23888,19078,917,15066,49224,0,678070,662365,15634,71,0
2021-01-25,1993859,91703,53104,38599,1962401,31361,97,1686416,307443,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1993859,0,0,1655005,307396,31314,47,97,0,89978,51379,38599,1723,1723,0,2,2,0,0,40720,41565,3496,25135,91703,0,687156,673762,13322,72,0
2021-01-26,2092532,98673,50244,48429,2059416,33013,103,1736660,355872,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2092532,0,0,1703595,355821,32962,51,103,0,97015,48590,48425,1652,1648,4,6,6,0,0,40197,45564,3787,26288,98673,0,668142,656606,11507,29,0
2021-01-27,2203689,111157,51519,59638,2168608,34970,111,1788179,415510,0.022,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2203689,0,0,1753159,415449,34909,61,111,0,109192,49564,59628,1957,1947,10,8,8,0,0,43262,52313,5172,30854,111157,0,647284,636538,10713,33,0
2021-01-28,2294857,91168,45127,46041,2258137,36606,114,1833306,461551,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2294857,0,0,1796665,461472,36527,79,114,0,89529,43506,46023,1636,1618,18,3,3,0,0,38156,40823,4188,24438,91168,0,630833,621160,9637,36,0
2021-01-29,2403974,109117,51469,57648,2365830,38011,133,1884775,519199,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2403974,0,0,1846710,519120,37932,79,133,0,107693,50045,57648,1405,1405,0,19,19,0,0,42904,47911,5533,29403,109117,0,636057,627014,9000,43,0
2021-01-30,2492446,88472,36310,52162,2453427,38885,134,1921085,571361,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2492446,0,0,1882146,571281,38805,80,134,0,87597,35436,52161,874,873,1,1,1,0,0,36518,36449,3961,27333,88472,0,639514,629980,9491,43,0
2021-01-31,2548964,56518,25986,30532,2509567,39262,135,1947071,601893,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2548964,0,0,1907763,601804,39174,88,134,1,56140,25617,30523,377,369,8,1,0,1,0,25453,22230,2107,15997,56518,0,646808,637144,9624,40,0
2021-02-01,2669617,120653,59163,61490,2627953,41472,192,2006234,663383,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2669617,0,0,1964659,663294,41384,88,191,1,118386,56896,61490,2210,2210,0,57,57,0,0,43309,63377,3710,27400,120653,0,675758,665552,10111,95,0
2021-02-02,2801268,131651,64222,67429,2756722,44340,206,2070456,730812,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2801268,0,0,2026000,730722,44251,89,205,1,128769,61341,67428,2868,2867,1,14,14,0,0,43459,70065,5194,30200,131651,0,708736,697306,11327,103,0
2021-02-03,2960723,159455,64164,95291,2909771,50725,227,2134620,826103,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2960723,0,0,2083760,826011,50634,91,226,1,153049,57760,95289,6385,6383,2,21,21,0,0,59350,77411,5926,42514,159455,0,757034,741163,15755,116,0
2021-02-04,3092488,131765,61086,70679,3035656,56598,234,2195706,896782,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3092488,0,0,2138968,896688,56505,93,233,1,125885,55208,70677,5873,5871,2,7,7,0,0,49003,64662,4567,31313,131765,0,797631,777519,19992,120,0
2021-02-05,3237203,144715,67666,77049,3173966,62995,242,2263372,973831,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3237203,0,0,2200230,973736,62902,93,240,2,138310,61262,77048,6397,6397,0,8,7,1,0,54538,70143,5321,33929,144715,0,833229,808136,24984,109,0
2021-02-06,3337342,100139,47175,52964,3271577,65522,243,2310547,1026795,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3337342,0,0,2244877,1026700,65429,93,241,2,97611,44647,52964,2527,2527,0,1,1,0,0,39990,46078,4560,25804,100139,0,844896,818150,26637,109,0
2021-02-07,3391602,54260,28178,26082,3323438,67919,245,2338725,1052877,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3391602,0,0,2270657,1052781,67825,94,243,2,51861,25780,26081,2397,2396,1,2,2,0,0,25641,21272,2718,13233,54260,0,842638,813871,28657,110,0
2021-02-08,3501531,109929,53181,56748,3429372,71890,269,2391906,1109625,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3501531,0,0,2319844,1109528,71795,95,267,2,105934,49187,56747,3971,3970,1,24,24,0,0,52517,45804,3974,18776,109929,0,831914,801419,30418,77,0
2021-02-09,3635418,133887,59669,74218,3559215,75824,379,2451575,1183843,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3635418,0,0,2375960,1183255,75238,586,377,2,129843,56116,73727,3934,3443,491,110,110,0,0,61170,58646,4448,22913,133887,0,834150,802493,31484,173,0
2021-02-10,3787184,151766,75163,76603,3699932,79837,7415,2526738,1260446,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3787184,0,0,2441023,1258909,78302,1535,7413,2,140717,65063,75654,4013,3064,949,7036,7036,0,0,66918,66666,4008,29421,151766,0,826461,790161,29112,7188,0
2021-02-11,3928354,141170,73845,67325,3818501,86983,22870,2600583,1327771,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3928354,0,0,2495128,1323373,82594,4389,22861,9,118569,54105,64464,7146,4292,2854,15455,15448,7,0,61016,67530,5474,25137,141170,0,835866,782845,30385,22636,0
2021-02-12,4085704,157350,81423,75927,3951642,96771,37291,2682006,1403698,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4085704,0,0,2557323,1394319,87403,9368,37280,11,133141,62195,70946,9788,4809,4979,14421,14419,2,0,71492,70677,6276,25475,157350,0,848501,777676,33776,37049,0
2021-02-13,4193476,107772,62181,45591,4043346,99957,50173,2744187,1449289,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4193476,0,0,2604996,1438350,89050,10907,50141,32,91704,47673,44031,3186,1647,1539,12882,12861,21,0,56331,41719,4604,17535,107772,0,856134,771769,34435,49930,0
2021-02-14,4258786,65310,40048,25262,4098932,102402,57452,2784235,1474551,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4258786,0,0,2636543,1462389,90293,12109,57399,53,55586,31547,24039,2445,1243,1202,7279,7258,21,0,38523,22724,1618,8066,65310,0,867184,775494,34483,57207,0
2021-02-15,4385557,126771,71144,55627,4206023,107358,72176,2855379,1530178,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4385557,0,0,2690797,1515226,92485,14873,72097,79,107091,54254,52837,4956,2192,2764,14724,14698,26,0,67469,48201,4035,19272,126771,0,884026,776651,35468,71907,0
2021-02-16,4522001,136444,81988,54456,4313109,113100,95792,2937367,1584634,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4522001,0,0,2746541,1566568,95122,17978,95704,88,107086,55744,51342,5742,2637,3105,23616,23607,9,0,66034,58031,2675,16982,136444,0,886583,753894,37276,95413,0
2021-02-17,4671040,149039,93380,55659,4434901,120809,115330,3030747,1640293,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4671040,0,0,2815712,1619189,99798,21011,115237,93,121792,69171,52621,7709,4676,3033,19538,19533,5,0,80408,57991,5087,21528,149039,0,883856,734969,40972,107915,0
2021-02-18,4813715,142675,91431,51244,4545972,128755,138988,3122178,1691537,0.038,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4813715,0,0,2879006,1666966,104283,24472,138889,99,111071,63294,47777,7946,4485,3461,23658,23652,6,0,75874,58183,3438,19017,142675,0,885361,727471,41772,116118,0
2021-02-19,4968232,154517,99745,54772,4665201,138664,164367,3221923,1746309,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4968232,0,0,2946510,1718691,111188,27476,164225,142,119229,67504,51725,9909,6905,3004,25379,25336,43,0,80761,60342,4872,17360,154517,0,882528,713559,41893,127076,0
2021-02-20,5081654,113422,76311,37111,4752445,143190,186019,3298234,1783420,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5081654,0,0,2997189,1755256,115186,28004,185859,160,87244,50679,36565,4526,3998,528,21652,21634,18,0,61600,43713,3658,13991,113422,0,888178,709099,43233,135846,0
2021-02-21,5167817,86163,57053,29110,4820079,146418,201320,3355287,1812530,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5167817,0,0,3035876,1784203,118255,28163,201156,164,67634,38687,28947,3228,3069,159,15301,15297,4,0,48786,30517,2566,10371,86163,0,909031,721147,44016,143868,0
2021-02-22,5328110,160293,100176,60117,4946214,155515,226381,3455463,1872647,0.042,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5328110,0,0,3103720,1842494,125542,29973,226201,180,126135,67844,58291,9097,7287,1810,25061,25045,16,0,79647,69613,4897,17850,160293,0,942553,740191,48157,154205,0
2021-02-23,5495178,167068,107365,59703,5078681,162675,253822,3562828,1932350,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5495178,0,0,3178156,1900525,131041,31634,253631,191,132467,74436,58031,7160,5499,1661,27441,27430,11,0,80209,72879,5300,17870,167068,0,973177,765572,49575,158030,0
2021-02-24,5671185,176007,116404,59603,5211533,170455,289197,3679232,1991953,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5671185,0,0,3253115,1958418,137133,33322,288984,213,132852,74959,57893,7780,6092,1688,35375,35353,22,0,84879,74824,6578,19035,176007,0,1000145,776632,49646,173867,0
2021-02-25,5860494,189309,130633,58676,5342766,177159,340569,3809865,2050629,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5860494,0,0,3327274,2015492,142385,34774,340206,363,131233,74159,57074,6704,5252,1452,51372,51222,150,0,82386,90489,6436,18119,189309,0,1046779,796794,48404,201581,0
2021-02-26,6070255,209761,144334,65427,5483049,186000,401206,3954199,2116056,0.048,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6070255,0,0,3403815,2079234,149587,36413,400797,409,140283,76541,63742,8841,7202,1639,60637,60591,46,0,88644,101335,7076,19689,209761,0,1102023,817848,47336,236839,0
2021-02-27,6218815,148560,108540,40020,5575889,190202,452724,4062739,2156076,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6218815,0,0,3457411,2118478,153025,37177,452303,421,92840,53596,39244,4202,3438,764,51518,51506,12,0,63656,72302,6710,12871,148560,0,1137161,823444,47012,266705,0
2021-02-28,6326931,108116,83824,24292,5638298,194153,494480,4146563,2180368,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6326931,0,0,3495890,2142408,156624,37529,494049,431,62409,38479,23930,3951,3599,352,41756,41746,10,0,48225,53289,4281,6661,108116,0,1159114,818219,47735,293160,0
2021-03-01,6522742,195811,146444,49367,5766949,203563,552230,4293007,2229735,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6522742,0,0,3577212,2189737,164011,39552,551784,446,128651,81322,47329,9410,7387,2023,57750,57735,15,0,102521,77964,7799,13259,195811,0,1194632,820735,48048,325849,0
2021-03-02,6742575,219833,166185,53648,5907521,213701,621353,4459192,2283383,0.054,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6742575,0,0,3666965,2240556,171335,42366,620892,461,140572,89753,50819,10138,7324,2814,69123,69108,15,0,110086,94219,9601,14607,219833,0,1247397,828840,51026,367531,0
2021-03-03,6986345,243770,174779,68991,6064439,227544,694362,4633971,2352374,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6986345,0,0,3760393,2304046,179751,47793,693827,535,156918,93428,63490,13843,8416,5427,73009,72935,74,0,120669,101381,11624,17234,243770,0,1315160,852906,57089,405165,0
2021-03-04,7229448,243103,180445,62658,6206821,241583,781044,4814416,2415032,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7229448,0,0,3845377,2361444,188588,52995,780451,593,142382,84984,57398,14039,8837,5202,86682,86624,58,0,111264,109772,12386,15763,243103,0,1368954,864055,64424,440475,0
2021-03-05,7498560,269112,201684,67428,6354055,254914,889591,5016100,2482460,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7498560,0,0,3931065,2422990,196081,58833,888954,637,147234,85688,61546,13331,7493,5838,108547,108503,44,0,117945,125041,14949,15447,269112,0,1428305,871006,68914,488385,0
2021-03-06,7701022,202462,153161,49301,6464817,263505,972700,5169261,2531761,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7701022,0,0,3994745,2470072,202477,61028,972039,661,110762,63680,47082,8591,6396,2195,83109,83085,24,0,89511,94681,10430,9518,202462,0,1482207,888928,73303,519976,0
2021-03-07,7851411,150389,115921,34468,6547299,270236,1033876,5285182,2566229,0.064,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7851411,0,0,4045121,2502178,206866,63370,1033195,681,82482,50376,32106,6731,4389,2342,61176,61156,20,0,71282,66068,8107,5565,150389,0,1524480,909001,76083,539396,0
2021-03-08,8090570,239159,186654,52505,6683014,281245,1126311,5471836,2618734,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8090570,0,0,4131707,2551307,214530,66715,1125599,712,135715,86586,49129,11009,7664,3345,92435,92404,31,0,118828,95840,16349,12320,239159,0,1567828,916065,77682,574081,0
2021-03-09,8340819,250249,195473,54776,6823154,294107,1223558,5667309,2673510,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8340819,0,0,4220506,2602648,224030,70077,1222773,785,140140,88799,51341,12862,9500,3362,97247,97174,73,0,120904,102416,17409,13547,250249,0,1598244,915633,80406,602205,0
2021-03-10,8624013,283194,217499,65695,6980807,305561,1337645,5884808,2739205,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8623042,971,0,4315621,2665186,232383,73178,1336804,841,157653,95115,62538,11454,8353,3101,114087,114031,56,0,130888,113519,20726,18367,282223,971,1637668,916368,78017,643283,0
2021-03-11,8905508,281495,220584,60911,7129905,318787,1456816,6105392,2800116,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8903882,1626,0,4408111,2721794,241366,77421,1455915,901,149098,92490,56608,13226,8983,4243,119171,119111,60,0,128872,119872,21144,13619,280840,655,1676060,923084,77204,675772,0
2021-03-12,9229394,323886,252230,71656,7282786,336361,1610247,6357622,2871772,0.076,0.035,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9227558,1836,0,4494356,2788430,254209,82152,1609057,1190,152881,86245,66636,17574,12843,4731,153431,153142,289,0,134014,151672,22677,15455,323676,210,1730834,928731,81447,720656,0
