date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_erst_kumulativ,dosen_zweit_kumulativ,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-03-10,8616452,284088,218400,65688,6971113,306505,1338816,5876733,2739737,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,8615481,971,18,4305861,2665252,233006,73499,1337848,968,5876715,2739737,157629,95078,62551,11451,8361,3090,115008,114961,47,0,130888,113519,20726,18367,283117,971,1639524,916513,78316,644695,0
2021-03-11,8898783,282331,221589,60742,7119966,319897,1458902,6098322,2800479,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,8897157,1626,18,4398263,2721703,242155,77742,1457886,1016,6098304,2800479,148853,92402,56451,13392,9149,4243,120086,120038,48,0,128872,119872,21144,13619,281676,655,1677933,922942,77350,677641,0
2021-03-12,9223165,324382,253130,71252,7272239,337302,1613606,6351452,2871731,0.076,0.035,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,9221329,1836,18,4484228,2788011,254830,82472,1612376,1230,6351434,2871731,152273,85965,66308,17405,12675,4730,154704,154490,214,0,134014,151672,22677,15455,324172,210,1732383,927760,81369,723254,0
2021-03-13,9471143,247978,198384,49594,7387646,347052,1736427,6549836,2921325,0.079,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,9469151,1992,18,4551445,2836201,263218,83834,1735155,1272,6549818,2921325,115407,67217,48190,9750,8388,1362,122821,122779,42,0,109562,112946,20510,8048,247822,156,1777643,932107,82525,763011,0
2021-03-14,9641895,170752,134733,36019,7476977,352314,1812586,6684569,2957344,0.08,0.036,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,9639893,2002,18,4605742,2871235,267509,84805,1811300,1286,6684551,2957344,89331,54297,35034,5262,4291,971,76159,76145,14,0,84997,66511,16115,3464,170742,10,1797859,938916,81056,777887,0
2021-03-15,9890210,248315,189525,58790,7629546,364623,1896023,6874094,3016134,0.083,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,9887925,2285,18,4701216,2928330,278191,86432,1894669,1354,6874076,3016134,152569,95474,57095,12309,10682,1627,83437,83369,68,0,134420,84140,20066,11314,248032,283,1808302,956153,82426,769723,0
2021-03-16,10068603,178393,111561,66832,7794931,375758,1897896,6985655,3082966,0.084,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,10065771,2832,18,4802131,2992800,286967,88791,1896539,1357,6985637,3082966,165385,100915,64470,11135,8776,2359,1873,1870,3,0,127011,34635,12412,10736,177846,547,1736239,981447,80704,674088,0
2021-03-17,10273681,205078,125759,79319,7980545,393794,1899324,7111414,3162285,0.086,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,10270232,3449,18,4913193,3067352,300242,93552,1897961,1363,7111396,3162285,185614,111062,74552,18036,13275,4761,1428,1422,6,0,144973,37756,13464,12047,204461,617,1657229,1009432,87289,560508,0
2021-03-18,10468119,194438,119172,75266,8155180,412010,1900911,7230586,3237551,0.087,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,10464247,3872,18,5017635,3137545,313388,98622,1899545,1366,7230568,3237551,174635,104442,70193,18216,13146,5070,1587,1584,3,0,139951,34919,12555,10250,194015,423,1569336,1035214,92113,442009,0
2021-03-19,10711581,243462,160490,82972,8339288,432583,1939692,7391076,3320523,0.089,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,10707178,4403,18,5125501,3213787,327299,105284,1938258,1434,7391058,3320523,184108,107866,76242,20573,13911,6662,38781,38713,68,0,149550,65165,18209,11872,242931,531,1488416,1067049,95281,326086,0
2021-03-20,10932273,220692,166801,53891,8476220,447814,2008221,7557877,3374414,0.091,0.041,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,10927546,4727,18,5212263,3263957,338845,108969,2006751,1470,7557859,3374414,136932,86762,50170,15231,11546,3685,68529,68493,36,0,116588,77995,19601,6125,220368,324,1461130,1088574,100762,271794,0
2021-03-21,11097446,165173,126395,38778,8579913,457033,2060482,7684272,3413192,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,11092719,4727,18,5280199,3299714,345067,111966,2058988,1494,7684254,3413192,103693,67936,35757,9219,6222,2997,52261,52237,24,0,93213,52366,16559,2500,165173,0,1455551,1102936,104719,247896,0
2021-03-22,11364550,267104,190857,76247,8746745,480702,2137085,7875129,3489439,0.095,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,11358295,6255,18,5378404,3368341,361180,119522,2135527,1558,7875111,3489439,166832,98205,68627,23669,16113,7556,76603,76539,64,0,157875,71965,22305,9578,265576,1528,1474340,1117199,116079,241062,0
2021-03-23,11662073,297523,214143,83380,8927038,500955,2234062,8089272,3572819,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,11650830,11243,18,5480419,3446619,376402,124553,2232433,1629,8089254,3572819,180293,102015,78278,20253,15222,5031,96977,96906,71,0,160566,88644,27709,11468,292535,4988,1593470,1132107,125197,336166,0
2021-03-24,11996594,334521,246227,88294,9123752,534275,2338549,8335499,3661113,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,11979559,17035,18,5594274,3529478,404352,129923,2336855,1694,8335481,3661113,196714,113855,82859,33320,27950,5370,104487,104422,65,0,174662,97179,31683,15510,328729,5792,1722913,1143207,140481,439225,0
2021-03-25,12333697,337103,256976,80127,9311513,561571,2460595,8592475,3741240,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,12310717,22980,18,5707535,3603978,426111,135460,2458811,1784,8592457,3741240,187761,113261,74500,27296,21759,5537,122046,121956,90,0,166089,108010,34827,11077,331158,5945,1865578,1156333,149561,559684,0
2021-03-26,12710517,376820,287938,88882,9514623,598285,2597591,8880413,3830122,0.107,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,12681223,29294,18,5828445,3686178,456233,142052,2595717,1874,8880395,3830122,203110,120910,82200,36714,30122,6592,136996,136906,90,0,172892,124201,39665,15083,370506,6314,1998936,1175335,165702,657899,0
2021-03-27,12997085,286568,223995,62573,9666303,626067,2704697,9104408,3892695,0.109,0.047,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,12965441,31644,18,5920663,3745640,480966,145101,2702761,1936,9104390,3892695,151680,92218,59462,27782,24733,3049,107106,107044,62,0,143223,95587,33727,4821,284218,2350,2064812,1190083,178253,696476,0
2021-03-28,13193821,196736,144034,52702,9783960,644595,2765246,9248444,3945397,0.111,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,13161986,31835,20,5988941,3795019,496221,148374,2763262,1984,9248424,3945397,117657,68278,49379,18528,15255,3273,60549,60501,48,2,105990,53515,23926,3467,196545,191,2096375,1204047,187562,704764,2
2021-03-29,13502628,308807,219878,88929,9972539,670287,2859782,9468322,4034326,0.114,0.049,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,13464845,37783,20,6095858,3876681,514705,155582,2857739,2043,9468302,4034326,188579,106917,81662,25692,18484,7208,94536,94477,59,0,165787,71367,38590,9695,302859,5948,2138078,1225794,189585,722697,2
2021-03-30,13832732,330104,236379,93725,10189543,696674,2946495,9704701,4128051,0.117,0.05,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,13782813,49919,20,6226672,3962871,533620,163054,2944389,2106,9704681,4128051,217004,130814,86190,26387,18915,7472,86713,86650,63,0,173080,69460,46318,10722,317968,12136,2170659,1262505,195719,712433,2
2021-03-31,14171578,338846,236092,102754,10436701,734733,3000124,9940793,4230805,0.12,0.051,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,14105344,66234,20,6379702,4056999,563088,171645,2997983,2141,9940773,4230805,247158,153030,94128,38059,29468,8591,53629,53594,35,0,182604,64644,46964,11549,322531,16315,2174984,1312949,200458,661575,2
2021-04-01,14497933,326355,233372,92983,10673170,768558,3056185,10174165,4323788,0.122,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,14411620,86313,20,6532042,4141128,588099,180459,3054004,2181,10174145,4323788,236469,152340,84129,33825,25011,8814,56061,56021,40,0,161752,67774,44409,8765,306276,20079,2164236,1361657,206987,595590,2
2021-04-02,14727377,229444,157956,71488,10854372,785270,3087715,10332121,4395276,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,14639540,87837,20,6647349,4207023,599244,186026,3085508,2207,10332101,4395276,181202,115307,65895,16712,11145,5567,31530,31504,26,0,130903,47945,36996,2356,227920,1524,2016860,1339749,186985,490124,2
2021-04-03,14960012,232635,166221,66414,11029557,801975,3128460,10498342,4461690,0.126,0.054,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,14870776,89236,20,6761509,4268048,610595,191380,3126218,2242,10498322,4461690,175185,114160,61025,16705,11351,5354,40745,40710,35,0,131689,44109,37344,3126,231236,1399,1962927,1363254,175908,423763,2
2021-04-04,15155882,195870,142124,53746,11165111,813047,3177704,10640466,4515436,0.128,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,15066510,89372,20,6847555,4317556,617470,195577,3175421,2283,10640446,4515436,135554,86046,49508,11072,6875,4197,49244,49203,41,0,110905,33032,29264,1137,195734,136,1962061,1381151,168452,412458,0
2021-04-05,15405163,249281,176477,72804,11332010,831647,3241486,10816943,4588240,0.13,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,15314481,90682,20,6946878,4385132,630878,200769,3239167,2319,10816923,4588240,166899,99323,67576,18600,13408,5192,63782,63746,36,0,146270,38351,33528,2199,247971,1310,1902535,1359471,161360,381704,0
2021-04-06,15784275,379112,279728,99384,11590843,864673,3328739,11096671,4687624,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15656966,127309,20,7115398,4475445,654913,209760,3326340,2399,11096651,4687624,258833,168520,90313,33026,24035,8991,87253,87173,80,0,188890,56620,43111,5556,342485,36627,1951543,1401300,167999,382244,0
2021-04-07,16463116,678841,581688,97153,12133075,901349,3428672,11678359,4784777,0.14,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16030143,432973,20,7568959,4564116,683201,218148,3426179,2493,11678339,4784777,542232,453561,88671,36676,28288,8388,99933,99839,94,0,0,0,0,0,373177,305664,2291538,1696374,166616,428548,0
2021-04-08,17197515,734399,643934,90465,12708683,936136,3552676,12322293,4875242,0.148,0.059,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16439664,757851,20,8063353,4645330,708815,227321,3550105,2571,12322273,4875242,575608,494394,81214,34787,25614,9173,124004,123926,78,0,0,0,0,0,409521,324878,2699582,2035513,167578,496491,0
2021-04-09,17822814,625299,536441,88858,13197285,972491,3653018,12858734,4964100,0.155,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16825460,997354,20,8474550,4722735,733815,238676,3650349,2669,12858714,4964100,488602,411197,77405,36355,25000,11355,100342,100244,98,0,0,0,0,0,385796,239503,3095437,2342913,187221,565303,0
2021-04-10,18191616,368802,303293,65509,13442956,995716,3752924,13162027,5029609,0.158,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17161216,1030400,20,8662451,4780505,749376,246340,3750180,2744,13162007,5029609,245671,187901,57770,23225,15561,7664,99906,99831,75,0,0,0,0,0,335756,33046,3231604,2413399,193741,624464,0
2021-04-11,18452403,260787,210725,50062,13610981,1013792,3827610,13372752,5079671,0.161,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17416924,1035479,20,8784167,4826814,763747,250045,3824818,2792,13372732,5079671,168025,121716,46309,18076,14371,3705,74686,74638,48,0,0,0,0,0,255708,5079,3296521,2445870,200745,649906,0
2021-04-12,18869190,416787,339442,77345,13890449,1043131,3935589,13712195,5157016,0.165,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17785204,1083986,21,8995083,4895366,784364,258767,3932727,2862,13712174,5157016,279468,210916,68552,29339,20617,8722,107979,107909,70,1,0,0,0,0,368280,48507,3464027,2558439,211484,694103,1
2021-04-13,19439610,570420,496974,73446,14319285,1069745,4050559,14209169,5230462,0.171,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18159494,1280116,21,9356131,4963154,805510,264235,4047507,3052,14209148,5230462,428836,361048,67788,26614,21146,5468,114970,114780,190,0,0,0,0,0,374290,196130,3655335,2728442,205072,721820,1
2021-04-14,20215153,775543,691981,83562,14937607,1103543,4173982,14901150,5314024,0.179,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18561240,1653913,21,9900107,5037500,830657,272886,4170365,3617,14901129,5314024,618322,543976,74346,33798,25147,8651,123423,122858,565,0,0,0,0,0,401746,373797,3752037,2804532,202194,745310,1
2021-04-15,20895368,680215,609181,71034,15470567,1140097,4284682,15510332,5385058,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18945826,1949542,22,10371980,5098587,858217,281880,4280113,4569,15510310,5385058,532960,471873,61087,36554,27560,8994,110700,109748,952,1,0,0,0,0,384586,295629,3697853,2761884,203961,732006,2
2021-04-16,21491215,595847,520513,75334,15908186,1173110,4409897,16030845,5460392,0.193,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19346834,2144381,22,10744023,5164163,882286,290824,4404514,5383,16030823,5460392,437619,372043,65576,33013,24069,8944,125215,124401,814,0,0,0,0,0,401008,194839,3668401,2710901,200619,756879,2
2021-04-17,21854274,363059,306503,56556,16133119,1195307,4525826,16337348,5516948,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19688089,2166185,22,10920973,5212146,897376,297931,4518977,6849,16337326,5516948,224933,176950,47983,22197,15090,7107,115929,114463,1466,0,0,0,0,0,341255,21804,3662658,2690163,199591,772902,2
2021-04-18,22120823,266549,227592,38957,16304858,1209724,4606219,16564940,5555905,0.199,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19950027,2170796,22,11058709,5246149,907937,301787,4598272,7947,16564918,5555905,171739,137736,34003,14417,10561,3856,80393,79295,1098,0,0,0,0,0,261938,4611,3668420,2693877,195932,778609,2
2021-04-19,22521181,400358,339512,60846,16595651,1241675,4683832,16904453,5616751,0.203,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20306054,2215127,23,11297747,5297904,932047,309628,4674636,9196,16904430,5616751,290793,239038,51755,31951,24110,7841,77613,76364,1249,1,0,0,0,0,356027,44331,3651991,2705202,198544,748243,2
2021-04-20,23077716,556535,494571,61964,16974757,1279782,4823154,17399024,5678715,0.209,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20668138,2409578,23,11623430,5351327,963627,316155,4811944,11210,17399001,5678715,379106,325683,53423,38107,31580,6527,139322,137308,2014,0,0,0,0,0,362084,194451,3638106,2655472,210037,772595,2
2021-04-21,23794388,716672,644159,72513,17425614,1320862,5047889,18043183,5751228,0.217,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21045662,2748726,23,12012377,5413237,996560,324302,5034223,13666,18043160,5751228,450857,388947,61910,41080,32933,8147,224735,222279,2456,0,0,0,0,0,377524,339148,3579235,2488007,217319,873907,2
2021-04-22,24429043,634655,567770,66885,17805590,1362812,5260618,18610953,5818113,0.224,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21413058,3015985,23,12336664,5468926,1030940,331872,5243326,17292,18610930,5818113,379976,324287,55689,41950,34380,7570,212729,209103,3626,0,0,0,0,0,367396,267259,3533675,2335023,222715,975936,1
2021-04-23,24981259,552216,484598,67618,18156644,1405597,5418986,19095560,5885731,0.23,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21797079,3184180,32,12633879,5522765,1063547,342050,5398102,20884,19095528,5885731,351054,297215,53839,42785,32607,10178,158368,154776,3592,9,0,0,0,0,384021,168195,3490044,2248458,232487,1009089,10
2021-04-24,25351130,369871,310781,59090,18395511,1455630,5499955,19406343,5944821,0.233,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22150039,3201091,34,12831607,5563904,1098065,357565,5476637,23318,19406309,5944821,238867,197728,41139,50033,34518,15515,80969,78535,2434,2,0,0,0,0,352960,16911,3496856,2262392,260323,974129,12
2021-04-25,25636267,285137,236970,48167,18584987,1489557,5561689,19643313,5992988,0.236,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22429362,3206905,34,12984539,5600448,1122258,367299,5536482,25207,19643279,5992988,189476,152932,36544,33927,24193,9734,61734,59845,1889,0,0,0,0,0,279323,5814,3515444,2280129,279833,955470,12
2021-04-26,26066762,430495,357202,73293,18902172,1531062,5633413,20000596,6066281,0.24,0.073,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22773265,3293497,115,13240987,5661185,1155205,375857,5604289,29124,20000481,6066281,317185,256448,60737,41505,32947,8558,71724,67807,3917,81,0,0,0,0,343903,86592,3545581,2306521,289387,949581,92
2021-04-27,26853200,786438,695862,90576,19579493,1583009,5690122,20696919,6156857,0.249,0.074,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23144823,3708377,576,13841886,5737607,1198012,384997,5656445,33677,20696343,6156857,677321,600899,76422,51947,42807,9140,56709,52156,4553,461,0,0,0,0,371558,414880,3775484,2604736,303227,866968,553
2021-04-28,27976775,1123575,995721,127854,20589423,1642897,5743151,21693368,6284711,0.261,0.076,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23539315,4437460,1304,14742331,5847092,1245414,397483,5704319,38832,21692064,6284711,1009930,900445,109485,59888,47402,12486,53029,47874,5155,728,0,0,0,0,394492,729083,4182387,3163809,322035,695262,1281
2021-04-29,28921863,945088,811847,133241,21414080,1705705,5799888,22506101,6417952,0.271,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23926335,4995528,2190,15454596,5959484,1296158,409547,5753157,46731,22503911,6417952,824657,712265,112392,62808,50744,12064,56737,48838,7899,886,0,0,0,0,387020,558068,4492820,3608490,342893,539270,2167
2021-04-30,29724458,802595,664753,137842,22092065,1762776,5866595,23171686,6555794,0.279,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24329084,5395374,3022,16020144,6071921,1338150,424626,5810370,56225,23168664,6555794,677985,565548,112437,57071,41992,15079,66707,57213,9494,832,0,0,0,0,402749,399846,4743199,3935421,357179,447609,2990
2021-05-01,30061362,336904,260877,76027,22345352,1803970,5906443,23435138,6631821,0.282,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24641338,5420024,5597,16212446,6132906,1372908,431062,5844187,62256,23429541,6631821,253287,192302,60985,41194,34758,6436,39848,33817,6031,2575,0,0,0,0,312254,24650,4710232,3949841,348340,406488,5563
2021-05-02,30325105,263743,196935,66808,22539775,1841204,5936724,23633878,6698629,0.284,0.081,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24897426,5427679,7402,16351914,6187861,1404800,436404,5869762,66962,23626476,6698629,194423,139468,54955,37234,31892,5342,30281,25575,4706,1805,0,0,0,0,256088,7655,4688838,3954788,351647,375035,7368
2021-05-03,30778310,453205,335353,117852,22858788,1912104,5998497,23970750,6816481,0.288,0.082,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25256771,5521539,8921,16578594,6280194,1462419,449685,5920816,77681,23961829,6816481,319013,226680,92333,70900,57619,13281,61773,51054,10719,1519,0,0,0,0,359345,93860,4711548,3956616,381042,365084,8806
2021-05-04,31619465,841155,679607,161548,23484088,1974518,6149149,24653146,6978029,0.296,0.084,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25630674,5988791,11710,17072316,6411772,1511509,463009,6057611,91538,24641436,6978029,625300,493722,131578,62414,49090,13324,150652,136795,13857,2789,0,0,0,0,373903,467252,4766265,3904595,391509,459027,11134
2021-05-05,32759754,1140289,910707,229582,24329990,2053130,6361021,25567756,7207611,0.307,0.087,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26044999,6714755,15613,17734864,6595126,1564636,488494,6252643,108378,25552143,7207611,845902,662548,183354,78612,53127,25485,211872,195032,16840,3903,0,0,0,0,414325,725964,4782979,3740567,410233,617870,14309
2021-05-06,33741866,982112,763123,218989,25016477,2144010,6561826,26334819,7426600,0.317,0.089,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26452000,7289866,19553,18247491,6768986,1633731,510279,6434044,127782,26315266,7426600,686487,512627,173860,90880,69095,21785,200805,181401,19404,3940,0,0,0,0,407001,575111,4820003,3602397,438305,761938,17363
2021-05-07,34623205,881339,647346,233993,25597031,2229701,6773213,26985872,7660593,0.324,0.092,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,26889323,7733882,23260,18657639,6939392,1688433,541268,6616540,156673,26962612,7660593,580554,410148,170406,85691,54702,30989,211387,182496,28891,3707,0,0,0,0,437323,444016,4898747,3504966,466925,906618,20238
2021-05-08,35049921,426716,271784,154932,25866209,2300708,6858027,27259373,7815525,0.328,0.094,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27255548,7794373,24977,18813008,7053201,1739686,561022,6681702,176325,27234396,7815525,269178,155369,113809,71007,51253,19754,84814,65162,19652,1717,0,0,0,0,366225,60491,4988559,3520857,496738,951584,19380
2021-05-09,35337150,287229,184124,103105,26061053,2356757,6893296,27444564,7918630,0.33,0.095,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27531742,7805408,26044,18928175,7132878,1784804,571953,6705541,187755,27418520,7918630,194844,115167,79677,56049,45118,10931,35269,23839,11430,1067,0,0,0,0,276194,11035,5012045,3521278,515553,956572,18642
2021-05-10,35925057,587907,393839,194068,26434354,2436782,7024162,27842118,8112698,0.335,0.098,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,27930751,7994306,29759,19158847,7275507,1843030,593752,6810482,213680,27812359,8112698,373301,230672,142629,80025,58226,21799,130866,104941,25925,3715,0,0,0,0,399009,188898,5146747,3575566,524678,1025665,20838
2021-05-11,37007185,1082128,796246,285882,27258294,2515478,7200293,28641725,8398580,0.344,0.101,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28359184,8648001,33120,19751162,7507132,1899673,615805,6957770,242523,28608605,8398580,823940,592315,231625,78696,56643,22053,176131,147288,28843,3361,0,0,0,0,428433,653695,5387720,3774206,540960,1051144,21410
2021-05-12,38413451,1406266,1044332,361934,28346232,2604209,7424736,29691211,8760514,0.357,0.105,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,28809467,9603984,38274,20546004,7800228,1958095,646114,7148838,275898,29652937,8760514,1087938,794842,293096,88731,58422,30309,224443,191068,33375,5154,0,0,0,0,450283,955983,5653697,4016242,551079,1063715,22661
2021-05-13,38841832,428381,267544,160837,28661451,2670568,7469279,29961015,8921351,0.36,0.107,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29164369,9677463,40534,20732816,7928635,2009376,661192,7178289,290990,29920481,8921351,315219,186812,128407,66359,51281,15078,44543,29451,15092,2260,0,0,0,0,354902,73479,5099966,3644974,526558,907453,20981
2021-05-14,39597043,755211,525064,230147,29206445,2734786,7607847,30493510,9151498,0.367,0.11,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29568243,10028800,47965,21097384,8109061,2058221,676565,7289940,317907,30445545,9151498,544994,364568,180426,64218,48845,15373,138568,111651,26917,7431,0,0,0,0,403874,351337,4973838,3609414,505085,834634,24705
2021-05-15,39996313,399270,234029,165241,29485355,2794364,7664393,30731775,9316739,0.37,0.112,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,29919847,10076466,52201,21254357,8230998,2101274,693090,7323943,340450,30679574,9316739,278910,156973,121937,59578,43053,16525,56546,34003,22543,4236,0,0,0,0,351604,47666,4946392,3619146,493656,806366,27224
2021-05-16,40279138,282825,160540,122285,29686011,2846961,7689308,30896972,9439024,0.372,0.113,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,30186667,10092471,56858,21360900,8325111,2143949,703012,7335265,354043,30840114,9439024,200656,106543,94113,52597,42675,9922,24915,11322,13593,4657,0,0,0,0,266820,16005,4941988,3624958,490204,796012,30814
