date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-07,514417,53922,53901,21,514390,19,8,512691,1726,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,514417,0,0,512666,1724,19,0,6,2,512691,1726,53918,53897,21,3,3,0,1,1,0,0,19674,29338,3047,16421,53922,0,309378,309354,17,7,0
2021-01-08,575985,61568,61460,108,575906,70,9,574151,1834,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,575985,0,0,574074,1832,70,0,7,2,574151,1834,61516,61408,108,51,51,0,1,1,0,0,22349,32447,3367,20986,61568,0,345618,345550,63,5,0
2021-01-09,635952,59967,59819,148,635870,73,9,633970,1982,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,635952,0,0,633890,1980,73,0,7,2,633970,1982,59964,59816,148,3,3,0,0,0,0,0,25801,25923,2683,25106,59967,0,357635,357564,66,5,0
2021-01-10,671180,35228,35079,149,671090,81,9,669049,2131,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,671180,0,0,668962,2128,80,1,7,2,669049,2131,35220,35072,148,8,7,1,0,0,0,0,15133,14556,1372,12990,35228,0,370457,370379,73,5,0
2021-01-11,738668,67488,67386,102,738563,94,11,736435,2233,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,738668,0,0,736339,2224,87,7,9,2,736435,2233,67473,67377,96,13,7,6,2,2,0,0,25058,31382,3208,20459,67488,0,392224,392132,85,7,0
2021-01-12,816926,78258,78194,64,816805,109,12,814629,2297,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,816926,0,0,814518,2287,102,7,9,3,814629,2297,78242,78179,63,15,15,0,1,0,1,0,28182,42162,2995,24957,78258,0,418718,418611,99,8,0
2021-01-13,927639,110713,110512,201,926348,1279,12,925141,2498,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,927639,0,0,923860,2488,1272,7,9,3,925141,2498,109543,109342,201,1170,1170,0,0,0,0,0,39472,57506,3903,35608,110713,0,467144,465876,1263,5,0
2021-01-14,1010663,83024,82835,189,1004227,6424,12,1007976,2687,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1010663,0,0,1001594,2633,6373,51,9,3,1007976,2687,77879,77734,145,5145,5101,44,0,0,0,0,29636,42257,2284,24124,83024,0,496246,489837,6405,4,0
2021-01-15,1101031,90368,89521,847,1089325,11689,17,1097497,3534,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1101031,0,0,1085845,3480,11638,51,14,3,1097497,3534,85098,84251,847,5265,5265,0,5,5,0,0,33922,44572,3959,27739,90368,0,525046,513419,11619,8,0
2021-01-16,1158370,57339,56317,1022,1144983,13369,18,1153814,4556,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1158370,0,0,1140481,4502,13318,51,15,3,1153814,4556,55658,54636,1022,1680,1680,0,1,1,0,0,24258,24954,2131,19596,57339,0,522418,509113,13296,9,0
2021-01-17,1205918,47548,29777,17771,1191269,14630,19,1183591,22327,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1205918,0,0,1168996,22273,14579,51,16,3,1183591,22327,46286,28515,17771,1261,1261,0,1,1,0,0,20466,20375,2025,19746,47548,0,534738,520179,14549,10,0
2021-01-18,1287742,81824,66150,15674,1268950,18772,20,1249741,38001,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1287742,0,0,1231005,37945,18719,53,17,3,1249741,38001,77681,62009,15672,4142,4140,2,1,1,0,0,29279,42881,2222,20356,81824,0,549074,530387,18678,9,0
2021-01-19,1406497,118755,82343,36412,1384035,22434,28,1332084,74413,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1406497,0,0,1309682,74353,22377,57,25,3,1332084,74413,115085,78677,36408,3662,3658,4,8,8,0,0,37037,62085,3608,30943,118755,0,589571,567230,22325,16,0
2021-01-20,1538596,132099,77574,54525,1513389,25176,31,1409658,128938,0.017,0.002,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1538596,0,0,1384511,128878,25119,57,28,3,1409658,128938,129354,74829,54525,2742,2742,0,3,3,0,0,48311,64071,4243,42235,132099,0,610957,587041,23897,19,0
2021-01-21,1643586,104990,63657,41333,1615638,27916,32,1473315,170271,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1643586,0,0,1445429,170209,27858,58,28,4,1473315,170271,102249,60918,41331,2740,2739,1,1,0,1,0,42074,48464,4449,34117,104990,0,632923,611411,21492,20,0
2021-01-22,1745073,101487,68028,33459,1714930,30103,40,1541343,203730,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1745073,0,0,1511267,203663,30040,63,36,4,1541343,203730,99292,65838,33454,2187,2182,5,8,8,0,0,43899,45386,3607,34447,101487,0,644042,625605,18414,23,0
2021-01-23,1831501,86428,40423,46005,1801001,30457,43,1581766,249735,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1831501,0,0,1551334,249667,30393,64,39,4,1581766,249735,86071,40067,46004,354,353,1,3,3,0,0,37718,37100,3401,27274,86428,0,673131,656018,17088,25,0
2021-01-24,1878793,47292,25458,21834,1848090,30656,47,1607224,271569,0.019,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1878793,0,0,1576589,271501,30592,64,43,4,1607224,271569,47089,25255,21834,199,199,0,4,4,0,0,23888,19078,917,15066,47292,0,672875,656821,16026,28,0
2021-01-25,1969720,90927,52257,38670,1937597,32073,50,1659481,310239,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1969720,0,0,1627429,310168,32006,67,46,4,1659481,310239,89507,50840,38667,1417,1414,3,3,3,0,0,40720,41565,3496,25135,90927,0,681978,668647,13301,30,0
2021-01-26,2067136,97416,50607,46809,2033571,33508,57,1710088,357048,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2067136,0,0,1676598,356973,33437,71,53,4,1710088,357048,95974,49169,46805,1435,1431,4,7,7,0,0,40197,45564,3787,26288,97416,0,660639,649536,11074,29,0
2021-01-27,2176347,109211,50758,58453,2140988,35294,65,1760846,415501,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2176347,0,0,1725574,415414,35211,83,61,4,1760846,415501,107417,48976,58441,1786,1774,12,8,8,0,0,43262,52313,5172,30854,109211,0,637751,627599,10118,34,0
2021-01-28,2268595,92248,46348,45900,2231605,36922,68,1807194,461401,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2268595,0,0,1770379,461226,36751,171,64,4,1807194,461401,90617,44805,45812,1628,1540,88,3,3,0,0,38156,40823,4188,24438,92248,0,625009,615967,9006,36,0
2021-01-29,2376226,107631,49946,57685,2337750,38402,74,1857140,519086,0.022,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2376226,0,0,1818840,518910,38230,172,70,4,1857140,519086,106145,48461,57684,1480,1479,1,6,6,0,0,42904,47911,5533,29403,107631,0,631153,622820,8299,34,0
2021-01-30,2464238,88012,34358,53654,2424880,39282,76,1891498,572740,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2464238,0,0,1852319,572561,39108,174,71,5,1891498,572740,87130,33479,53651,880,878,2,2,1,1,0,36518,36449,3961,27333,88012,0,632737,623879,8825,33,0
2021-01-31,2521098,56860,25750,31110,2481359,39658,81,1917248,603850,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2521098,0,0,1877697,603662,39476,182,75,6,1917248,603850,56479,25378,31101,376,368,8,5,4,1,0,25453,22230,2107,15997,56860,0,642305,633269,9002,34,0
2021-02-01,2640539,119441,57967,61474,2598539,41868,132,1975215,665324,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2640539,0,0,1933406,665133,41683,185,126,6,1975215,665324,117180,55709,61471,2210,2207,3,51,51,0,0,43309,63377,3710,27400,119441,0,670819,660942,9795,82,0
2021-02-02,2772536,131997,64788,67209,2727462,44929,145,2040003,732533,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2772536,0,0,1995121,732341,44743,186,139,6,2040003,732533,128923,61715,67208,3061,3060,1,13,13,0,0,43459,70065,5194,30200,131997,0,705400,693891,11421,88,0
2021-02-03,2933606,161070,63525,97545,2882177,51257,171,2103529,830078,0.025,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2933606,0,1,2052298,829879,51065,192,165,6,2103528,830078,154715,57177,97538,6328,6322,6,26,26,0,1,59350,77411,5926,42514,161070,0,757259,741189,15963,106,1
2021-02-04,3066639,133033,61197,71836,3009372,57090,176,2164726,901914,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3066639,0,1,2107660,901712,56895,195,170,6,2164725,901914,127195,55362,71833,5833,5830,3,5,5,0,0,49003,64662,4567,31313,133033,0,798044,777767,20168,108,1
2021-02-05,3212992,146353,68901,77452,3149267,63540,184,2233627,979366,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3212992,0,1,2170238,979029,63211,329,177,7,2233626,979366,139895,62578,77317,6450,6316,134,8,7,1,0,54538,70143,5321,33929,146353,0,836766,811517,25138,110,1
2021-02-06,3306617,93625,45339,48286,3240265,66166,185,2278966,1027652,0.027,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3306617,0,1,2212950,1027315,65837,329,178,7,2278965,1027652,90998,42712,48286,2626,2626,0,1,1,0,0,39990,46078,4560,25804,93625,0,842379,815385,26884,109,1
2021-02-07,3359922,53305,28253,25052,3291241,68493,187,2307219,1052704,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3359922,0,1,2238875,1052366,68163,330,180,7,2307218,1052704,50976,25925,25051,2327,2326,1,2,2,0,0,25641,21272,2718,13233,53305,0,838824,809882,28835,106,1
2021-02-08,3468774,108852,52863,55989,3396245,72314,214,2360082,1108693,0.028,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3468774,0,1,2287891,1108354,71983,331,207,7,2360081,1108693,105004,49016,55988,3821,3820,1,27,27,0,0,52517,45804,3974,18776,108852,0,828235,797706,30446,82,1
2021-02-09,3602863,134089,60230,73859,3526787,75748,327,2420312,1182552,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3602863,0,1,2344764,1182023,75227,521,320,7,2420311,1182552,130542,56873,73669,3434,3244,190,113,113,0,0,61170,58646,4448,22913,134089,0,830327,799325,30819,182,1
2021-02-10,3757055,154192,77366,76826,3668414,79983,8657,2497678,1259378,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3757055,0,1,2410558,1257856,78481,1502,8638,19,2497677,1259378,141627,65794,75833,4235,3254,981,8330,8318,12,0,66918,66666,4008,29421,154192,0,823449,786237,28726,8486,0
2021-02-11,3900785,143730,75241,68489,3788564,87248,24970,2572921,1327867,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3900785,0,3,2465265,1323299,82716,4532,24937,33,2572918,1327867,120150,54707,65443,7265,4235,3030,16313,16299,14,2,61016,67530,5474,25137,143730,0,834146,779192,30158,24794,2
2021-02-12,4055967,155182,79539,75643,3920230,96545,39186,2652463,1403510,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4055967,0,6,2526342,1393888,87286,9259,38829,357,2652457,1403510,131666,61077,70589,9297,4570,4727,14216,13892,324,3,71492,70677,6276,25475,155182,0,842975,770963,33005,39002,5
2021-02-13,4163362,107395,61945,45450,4011019,99802,52534,2714409,1448960,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4163362,0,7,2573234,1437785,88998,10804,52170,364,2714402,1448960,90789,46892,43897,3257,1712,1545,13348,13341,7,1,56331,41719,4604,17535,107395,0,856745,770754,33636,52349,6
2021-02-14,4228601,65239,39524,25715,4066536,102277,59780,2753934,1474675,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4228601,0,8,2604263,1462273,90268,12009,59395,385,2753926,1474675,55517,31029,24488,2475,1270,1205,7246,7225,21,1,38523,22724,1618,8066,65239,0,868679,775295,33784,59593,7
2021-02-15,4353893,125292,69554,55738,4171146,107506,75232,2823489,1530413,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4353893,0,9,2656110,1515036,92540,14966,74830,402,2823480,1530413,104610,51847,52763,5229,2272,2957,15452,15435,17,1,67469,48201,4035,19272,125292,0,885119,774901,35192,75018,8
2021-02-16,4487965,134072,77723,56349,4279552,113624,94779,2901213,1586762,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4487965,0,10,2711573,1567979,95265,18359,94365,414,2901203,1586762,108406,55463,52943,6118,2725,3393,19547,19535,12,1,66034,58031,2675,16982,134072,0,885102,752765,37876,94452,9
2021-02-17,4638684,150719,94432,56287,4401543,121624,115506,2995646,1643049,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4638684,0,11,2780477,1621066,100078,21546,115080,426,2995635,1643049,121991,68904,53087,8000,4813,3187,20727,20715,12,1,80408,57991,5087,21528,150719,0,881629,733129,41641,106849,10
2021-02-18,4782898,144214,91235,52979,4513718,129845,139323,3086882,1696028,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4782898,0,12,2843220,1670498,104757,25088,138893,430,3086870,1696028,112175,62743,49432,8221,4679,3542,23817,23813,4,1,75874,58183,3438,19017,144214,0,882113,725154,42597,114353,9
2021-02-19,4941095,158197,102755,55442,4634547,139808,166727,3189638,1751470,0.038,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4941095,0,13,2911724,1722823,111710,28098,166191,536,3189625,1751470,120829,68504,52325,9963,6953,3010,27404,27298,106,1,80761,60342,4872,17360,158197,0,885128,714317,43263,127541,7
2021-02-20,5053150,112055,75804,36251,4720916,144273,187947,3265443,1787721,0.039,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5053150,0,14,2962286,1758630,115742,28531,187401,546,3265429,1787721,86369,50562,35807,4465,4032,433,21220,21210,10,1,61600,43713,3658,13991,112055,0,889788,709897,44471,135413,7
2021-02-21,5138957,85807,57436,28371,4787432,147914,203596,3322880,1816092,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5138957,0,15,3000596,1786836,119224,28690,203045,551,3322865,1816092,66516,38310,28206,3641,3482,159,15649,15644,5,1,48786,30517,2566,10371,85807,0,910356,720896,45637,143816,7
2021-02-22,5294258,155301,97617,57684,4910163,156908,227171,3420498,1873776,0.041,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5294258,0,16,3067424,1842739,126450,30458,226608,563,3420482,1873776,122731,66828,55903,8994,7226,1768,23575,23563,12,1,79647,69613,4897,17850,155301,0,940365,739017,49402,151939,7
2021-02-23,5463783,169525,109038,60487,5043740,164025,256001,3529537,1934263,0.042,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5463783,0,17,3142186,1901554,131908,32117,255426,575,3529520,1934263,133577,74762,58815,7117,5458,1659,28830,28818,12,1,80209,72879,5300,17870,169525,0,975818,764188,50401,161222,7
2021-02-24,5639414,175631,116494,59137,5175106,171636,292654,3646032,1993400,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5639414,0,18,3216120,1958986,137833,33803,292061,593,3646014,1993400,131366,73934,57432,7611,5925,1686,36653,36635,18,1,84879,74824,6578,19035,175631,0,1000730,773563,50012,177148,7
2021-02-25,5828196,188782,129788,58994,5306282,178397,343499,3775820,2052394,0.045,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5828196,0,18,3289843,2016439,143065,35332,342894,605,3775802,2052394,131176,73723,57453,6761,5232,1529,50845,50833,12,0,82386,90489,6436,18119,188782,0,1045298,792564,48552,204176,6
2021-02-26,6040495,212299,145463,66836,5446984,187231,406262,3921283,2119230,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6040495,0,18,3365397,2081587,150282,36949,405586,676,3921265,2119230,140702,75554,65148,8834,7217,1617,62763,62692,71,0,88644,101335,7076,19689,212299,0,1099400,812437,47423,239535,5
2021-02-27,6188258,147763,107870,39893,5539663,191314,457263,4029153,2159123,0.048,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6188258,0,18,3418922,2120741,153633,37681,456580,683,4029135,2159123,92679,53525,39154,4083,3351,732,51001,50994,7,0,63656,72302,6710,12871,147763,0,1135108,818747,47041,269316,4
2021-02-28,6291128,102870,78808,24062,5600959,195267,494883,4107962,2183185,0.049,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6291128,0,19,3456527,2144432,157234,38033,494182,701,4107943,2183185,61296,37605,23691,3953,3601,352,37620,37602,18,1,48225,53289,4281,6661,102870,0,1152171,813527,47353,291287,4
2021-03-01,6489257,198129,148317,49812,5731127,204890,553221,4256279,2232997,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6489257,0,19,3538920,2192207,164835,40055,552505,716,4256260,2232997,130168,82393,47775,9623,7601,2022,58338,58323,15,0,102521,77964,7799,13259,198129,0,1194999,820964,47982,326050,3
2021-03-02,6707854,218597,166496,52101,5870897,214884,622054,4422775,2285098,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6707854,0,19,3629486,2241411,171953,42931,621317,737,4422756,2285098,139770,90566,49204,9994,7118,2876,68833,68812,21,0,110086,94219,9601,14607,218597,0,1244071,827157,50859,366053,2
2021-03-03,6953932,246078,175853,70225,6027679,229829,696405,4598628,2355323,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6953932,0,19,3721994,2305685,181022,48807,695593,812,4598609,2355323,156782,92508,64274,14945,9069,5876,74351,74276,75,0,120669,101381,11624,17234,246078,0,1314518,852573,58193,403751,1
2021-03-04,7198396,244464,181653,62811,6168727,244302,785348,4780281,2418134,0.057,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7198396,0,19,3805669,2363058,190099,54203,784494,854,4780262,2418134,141048,83675,57373,14473,9077,5396,88943,88901,42,0,111264,109772,12386,15763,244464,0,1370200,862445,65905,441849,1
2021-03-05,7473999,275603,207100,68503,6318168,257671,898140,4987382,2486637,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7473999,0,20,3892617,2425551,197508,60163,897237,903,4987362,2486637,149441,86948,62493,13369,7409,5960,112792,112743,49,1,117945,125041,14949,15447,275603,0,1433504,871184,70440,491878,2
2021-03-06,7675719,201720,153072,48648,6427406,266113,982180,5140454,2535285,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7675719,0,20,3955466,2471940,203712,62401,981256,924,5140434,2535285,109238,62849,46389,8442,6204,2238,84040,84019,21,0,89511,94681,10430,9518,201720,0,1487461,887743,74799,524917,2
2021-03-07,7823287,147568,114085,33483,6507163,272770,1043334,5254539,2568768,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7823287,0,20,4004098,2503065,208031,64739,1042390,944,5254519,2568768,79757,48632,31125,6657,4319,2338,61154,61134,20,0,71282,66068,8107,5565,147568,0,1532159,906204,77503,548451,1
2021-03-08,8060796,237509,185920,51589,6641111,283725,1135940,5440459,2620357,0.065,0.032,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8060796,0,20,4089860,2551251,215623,68102,1134956,984,5440439,2620357,133948,85762,48186,10955,7592,3363,92606,92566,40,0,118828,95840,16349,12320,237509,0,1571539,909984,78835,582719,1
2021-03-09,8313039,252243,197394,54849,6781227,296510,1235282,5637853,2675206,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8313039,0,20,4178663,2602564,224935,71575,1234235,1047,5637833,2675206,140116,88803,51313,12785,9312,3473,99342,99279,63,0,120904,102416,17409,13547,252243,0,1605185,910330,81626,613228,1
