date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-02-28,62408,3951,41756,0,0,0,0,0,5638843,194152,494524,0,6671145,679200,1452000,0
2021-03-01,128651,9410,57746,0,0,0,0,0,5767494,203562,552270,0,6671145,679200,1452000,0
2021-03-02,140613,10138,69123,0,1014390,0,650400,0,5908107,213700,621393,0,7685535,679200,2102400,0
2021-03-03,156914,13843,73015,0,0,0,0,0,6065021,227543,694408,0,7685535,679200,2102400,0
2021-03-04,142405,14053,86679,0,0,0,0,0,6207426,241596,781087,0,7685535,679200,2102400,0
2021-03-05,147233,13330,108552,0,0,0,0,0,6354659,254926,889639,0,7685535,679200,2102400,0
2021-03-06,110761,8591,83111,0,0,0,0,0,6465420,263517,972750,0,7685535,679200,2102400,0
2021-03-07,82480,6731,61176,0,0,0,0,0,6547900,270248,1033926,0,7685535,679200,2102400,0
2021-03-08,135715,11009,92463,0,0,0,0,0,6683615,281257,1126389,0,7685535,679200,2102400,0
2021-03-09,140141,12862,97438,0,1083420,0,960000,0,6823756,294119,1223827,0,8768955,679200,3062400,0
2021-03-10,157653,11454,114133,0,0,0,0,0,6981409,305573,1337960,0,8768955,679200,3062400,0
2021-03-11,149098,13226,119174,0,0,0,0,0,7130507,318799,1457134,0,8768955,679200,3062400,0
2021-03-12,152881,17574,153506,0,0,0,0,0,7283388,336373,1610640,0,8768955,679200,3062400,0
2021-03-13,114700,9750,122075,0,0,0,0,0,7398088,346123,1732715,0,8768955,679200,3062400,0
2021-03-14,89503,5146,76531,0,0,0,0,0,7487591,351269,1809246,0,8768955,679200,3062400,0
2021-03-15,152384,12415,83462,0,0,0,364800,0,7639975,363684,1892708,0,8768955,679200,3427200,0
2021-03-16,166126,11109,1923,0,1083420,0,0,0,7806101,374793,1894631,0,9852375,679200,3427200,0
2021-03-17,185766,18030,1417,0,0,0,0,0,7991867,392823,1896048,0,9852375,679200,3427200,0
2021-03-18,174894,18229,1576,0,0,0,0,0,8166761,411052,1897624,0,9852375,679200,3427200,0
2021-03-19,184573,20595,38734,0,0,0,0,0,8351334,431647,1936358,0,9852375,679200,3427200,0
2021-03-20,136473,15315,68434,0,0,0,0,0,8487807,446962,2004792,0,9852375,679200,3427200,0
2021-03-21,104645,9217,52239,0,0,432000,0,0,8592452,456179,2057031,0,9852375,1111200,3427200,0
2021-03-22,165636,23670,76857,0,0,0,0,0,8758088,479849,2133888,0,9852375,1111200,3427200,0
2021-03-23,180238,20260,97361,0,1076400,0,204000,0,8938326,500109,2231249,0,10928775,1111200,3631200,0
2021-03-24,197193,33126,103693,0,0,0,0,0,9135519,533235,2334942,0,10928775,1111200,3631200,0
2021-03-25,188450,27334,121697,0,0,0,0,0,9323969,560569,2456639,0,10928775,1111200,3631200,0
2021-03-26,201846,36405,136470,0,0,0,201600,0,9525815,596974,2593109,0,10928775,1111200,3832800,0
2021-03-27,151961,27367,107442,0,0,0,0,0,9677776,624341,2700551,0,10928775,1111200,3832800,0
2021-03-28,117731,18526,60662,0,0,0,0,0,9795507,642867,2761213,0,10928775,1111200,3832800,0
2021-03-29,187749,26027,94931,0,0,0,0,0,9983256,668894,2856144,0,10928775,1111200,3832800,0
2021-03-30,215868,26252,86282,0,1427400,0,0,0,10199124,695146,2942426,0,12356175,1111200,3832800,0
2021-03-31,249377,38247,53695,0,0,0,0,0,10448501,733393,2996121,0,12356175,1111200,3832800,0
2021-04-01,235982,32262,55303,0,0,0,0,0,10684483,765655,3051424,0,12356175,1111200,3832800,0
2021-04-02,181351,16640,31871,0,0,650400,0,0,10865834,782295,3083295,0,12356175,1761600,3832800,0
2021-04-03,173523,17186,41220,0,0,0,1744800,0,11039357,799481,3124515,0,12356175,1761600,5577600,0
2021-04-04,135292,11116,49635,0,0,0,0,0,11174649,810597,3174150,0,12356175,1761600,5577600,0
2021-04-05,168279,17919,63407,0,0,0,0,0,11342928,828516,3237557,0,12356175,1761600,5577600,0
2021-04-06,258002,33192,87151,0,0,0,0,0,11600930,861708,3324708,0,12356175,1761600,5577600,0
2021-04-07,541892,35799,99694,0,2738970,0,0,0,12142822,897507,3424402,0,15095145,1761600,5577600,0
2021-04-08,573267,35262,124128,0,0,0,0,0,12716089,932769,3548530,0,15095145,1761600,5577600,0
2021-04-09,486713,35955,100319,0,0,0,0,0,13202802,968724,3648849,0,15095145,1761600,5577600,0
2021-04-10,245701,23197,99510,0,0,0,0,0,13448503,991921,3748359,0,15095145,1761600,5577600,0
2021-04-11,167822,18031,74724,0,0,0,0,0,13616325,1009952,3823083,0,15095145,1761600,5577600,0
2021-04-12,278605,28643,108167,0,0,0,360000,0,13894930,1038595,3931250,0,15095145,1761600,5937600,0
2021-04-13,428862,26658,115516,0,2515500,0,0,0,14323792,1065253,4046766,0,17610645,1761600,5937600,0
2021-04-14,616854,33497,123360,0,0,0,0,0,14940646,1098750,4170126,0,17610645,1761600,5937600,0
2021-04-15,532437,36348,110477,0,0,0,0,0,15473083,1135098,4280603,0,17610645,1761600,5937600,0
2021-04-16,436822,31295,125071,0,0,0,0,0,15909905,1166393,4405674,0,17610645,1761600,5937600,0
2021-04-17,223477,22020,116602,0,0,42000,0,0,16133382,1188413,4522276,0,17610645,1803600,5937600,0
2021-04-18,171376,14413,80385,0,0,72000,57600,0,16304758,1202826,4602661,0,17610645,1875600,5995200,0
2021-04-19,289517,31825,77601,0,0,0,0,0,16594275,1234651,4680262,0,17610645,1875600,5995200,0
2021-04-20,378024,37866,139202,0,2515499,0,554398,0,16972299,1272517,4819464,0,20126144,1875600,6549598,0
2021-04-21,449172,39339,224480,0,0,477600,0,0,17421471,1311856,5043944,0,20126144,2353200,6549598,0
2021-04-22,379737,41499,212210,0,0,0,0,0,17801208,1353355,5256154,0,20126144,2353200,6549598,0
2021-04-23,349840,42647,158028,0,0,0,0,0,18151048,1396002,5414182,0,20126144,2353200,6549598,0
2021-04-24,238469,49584,80735,0,0,0,196800,0,18389517,1445586,5494917,0,20126144,2353200,6746398,0
2021-04-25,187442,33902,61666,0,21060,388800,9600,256800,18576959,1479488,5556583,0,20147204,2742000,6755998,256800
2021-04-26,315207,40964,71306,62,1364220,0,0,0,18892166,1520452,5627889,62,21511424,2742000,6755998,256800
2021-04-27,675521,51306,56285,454,2053350,0,0,0,19567687,1571758,5684174,516,23564774,2742000,6755998,256800
2021-04-28,1007246,58609,53284,713,0,0,144000,0,20574933,1630367,5737458,1229,23564774,2742000,6899998,256800
2021-04-29,820697,61810,56196,877,0,0,0,0,21395630,1692177,5793654,2106,23564774,2742000,6899998,256800
2021-04-30,675505,56213,66105,827,0,376800,60000,0,22071135,1748390,5859759,2933,23564774,3118800,6959998,256800
2021-05-01,250925,40530,39832,2568,1825200,0,0,0,22322060,1788920,5899591,5501,25389974,3118800,6959998,256800
2021-05-02,194257,37195,29174,1801,0,0,0,0,22516317,1826115,5928765,7302,25389974,3118800,6959998,256800
2021-05-03,314926,68582,62397,1459,0,0,60000,0,22831243,1894697,5991162,8761,25389974,3118800,7019998,256800
2021-05-04,623105,61000,150211,2635,1579499,0,1430402,216600,23454348,1955697,6141373,11396,26969473,3118800,8450400,473400
2021-05-05,840787,74452,211251,3495,0,0,0,0,24295135,2030149,6352624,14891,26969473,3118800,8450400,473400
2021-05-06,683626,87359,199564,2790,0,0,0,0,24978761,2117508,6552188,17681,26969473,3118800,8450400,473400
2021-05-07,574743,78843,208288,2516,0,550800,0,0,25553504,2196351,6760476,20197,26969473,3669600,8450400,473400
2021-05-08,262747,69124,82634,867,1790100,0,0,0,25816251,2265475,6843110,21064,28759573,3669600,8450400,473400
2021-05-09,191348,51941,32283,1040,0,0,0,0,26007599,2317416,6875393,22104,28759573,3669600,8450400,473400
2021-05-10,359333,75884,128372,3218,0,0,0,0,26366932,2393300,7003765,25322,28759573,3669600,8450400,473400
2021-05-11,801735,70561,172955,2614,0,0,0,0,27168667,2463861,7176720,27936,28759573,3669600,8450400,473400
