date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,impfzentren,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24093,2,0,0,NA,0,0,0,0,24093,2,0,0,151125,0,0,0
2020-12-28,17882,0,0,0,impfzentren,521625,0,0,0,41975,2,0,0,672750,0,0,0
2020-12-29,49945,0,1,0,NA,0,0,0,0,91920,2,1,0,672750,0,0,0
2020-12-30,63425,0,0,0,impfzentren,653250,0,0,0,155345,2,1,0,1326000,0,0,0
2020-12-31,49691,0,0,0,NA,0,0,0,0,205036,2,1,0,1326000,0,0,0
2021-01-01,25320,5,3,0,NA,0,0,0,0,230356,7,4,0,1326000,0,0,0
2021-01-02,47950,0,0,0,NA,0,0,0,0,278306,7,4,0,1326000,0,0,0
2021-01-03,22405,1,0,0,NA,0,0,0,0,300711,8,4,0,1326000,0,0,0
2021-01-04,45720,1,0,0,NA,0,0,0,0,346431,9,4,0,1326000,0,0,0
2021-01-05,51763,1,0,0,NA,0,0,0,0,398194,10,4,0,1326000,0,0,0
2021-01-06,62278,6,3,0,NA,0,0,0,0,460472,16,7,0,1326000,0,0,0
2021-01-07,53918,3,1,0,NA,0,0,0,0,514390,19,8,0,1326000,0,0,0
2021-01-08,61516,51,1,0,impfzentren,687375,0,0,0,575906,70,9,0,2013375,0,0,0
2021-01-09,59964,3,0,0,NA,0,0,0,0,635870,73,9,0,2013375,0,0,0
2021-01-10,35220,8,0,0,NA,0,0,0,0,671090,81,9,0,2013375,0,0,0
2021-01-11,67473,13,2,0,NA,0,0,0,0,738563,94,11,0,2013375,0,0,0
2021-01-12,78242,15,1,0,impfzentren,0,63600,0,0,816805,109,12,0,2013375,63600,0,0
2021-01-13,109543,1170,0,0,NA,0,0,0,0,926348,1279,12,0,2013375,63600,0,0
2021-01-14,77879,5145,0,0,NA,0,0,0,0,1004227,6424,12,0,2013375,63600,0,0
2021-01-15,85098,5265,5,0,NA,0,0,0,0,1089325,11689,17,0,2013375,63600,0,0
2021-01-16,55658,1680,1,0,NA,0,0,0,0,1144983,13369,18,0,2013375,63600,0,0
2021-01-17,46286,1261,1,0,NA,0,0,0,0,1191269,14630,19,0,2013375,63600,0,0
2021-01-18,77681,4142,1,0,NA,0,0,0,0,1268950,18772,20,0,2013375,63600,0,0
2021-01-19,115085,3662,8,0,impfzentren,842400,0,0,0,1384035,22434,28,0,2855775,63600,0,0
2021-01-20,129354,2742,3,0,NA,0,0,0,0,1513389,25176,31,0,2855775,63600,0,0
2021-01-21,102249,2740,1,0,NA,0,0,0,0,1615638,27916,32,0,2855775,63600,0,0
2021-01-22,99292,2187,8,0,NA,0,0,0,0,1714930,30103,40,0,2855775,63600,0,0
2021-01-23,86071,354,3,0,NA,0,0,0,0,1801001,30457,43,0,2855775,63600,0,0
2021-01-24,47089,199,4,0,NA,0,0,0,0,1848090,30656,47,0,2855775,63600,0,0
2021-01-25,89507,1417,3,0,NA,0,0,0,0,1937597,32073,50,0,2855775,63600,0,0
2021-01-26,95974,1435,7,0,impfzentren,489060,0,0,0,2033571,33508,57,0,3344835,63600,0,0
2021-01-27,107417,1786,8,0,NA,0,0,0,0,2140988,35294,65,0,3344835,63600,0,0
2021-01-28,90617,1628,3,0,NA,0,0,0,0,2231605,36922,68,0,3344835,63600,0,0
