date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23556,23556,23556,0,23556,0,0,23556,0,2.8e-4,0,8645,7751,1280,13144,8645,7751,1280,13144,0,0,0,0,23556,0,0,8645,7751,1280,13144,NA,NA,NA,NA
2020-12-28,42302,18746,18746,0,42302,0,0,42302,0,5.1e-4,0,16437,15100,2012,21997,16437,15100,2012,21997,0,0,0,0,18746,0,0,7792,7349,732,8853,NA,NA,NA,NA
2020-12-29,84882,42580,42580,0,84882,0,0,84882,0,0.00102,0,28902,36629,3090,38675,28902,36629,3090,38675,0,0,0,0,42580,0,0,12465,21529,1078,16678,NA,NA,NA,NA
2020-12-30,142830,57948,57948,0,142830,0,0,142830,0,0.00172,0,46299,68029,4688,59577,46299,68029,4688,59577,0,0,0,0,57948,0,0,17397,31400,1598,20902,NA,NA,NA,NA
2020-12-31,181350,38520,38520,0,181350,0,0,181350,0,0.00218,0,59357,86647,6499,74896,59357,86647,6499,74896,0,0,0,0,38520,0,0,13058,18618,1811,15319,NA,NA,NA,NA
2021-01-01,205964,24614,24614,0,205964,0,0,205964,0,0.00248,0,67108,96470,7574,87498,67108,96470,7574,87498,0,0,0,0,24614,0,0,7751,9823,1075,12602,NA,NA,NA,NA
2021-01-02,257575,51611,51611,0,257575,0,0,257575,0,0.0031,0,86356,119884,10053,108484,86356,119884,10053,108484,0,0,0,0,51611,0,0,19248,23414,2479,20986,257575,257575,0,0
2021-01-03,282566,24991,24991,0,282566,0,0,282566,0,0.0034,0,96184,130740,10983,119128,96184,130740,10983,119128,0,0,0,0,24991,0,0,9828,10856,930,10644,259010,259010,0,0
2021-01-04,331053,48487,48487,0,331053,0,0,331053,0,0.00398,0,111420,155633,13643,135040,111420,155633,13643,135040,0,0,0,0,48487,0,0,15236,24893,2660,15912,288751,288751,0,0
2021-01-05,383444,52391,52391,0,383444,0,0,383444,0,0.00461,0,127641,183097,16078,153228,127641,183096,16078,153228,0,1,0,0,52391,0,0,16221,27464,2435,18188,298562,298562,0,0
