date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2021-02-02,2779720,127667,57920,69747,2740057,39663,0,2066137,713583,0.02484,0.00858,964445,1335595,105419,880228,730834,983073,77626,626717,233611,352522,27793,253511,125638,2029,0,41320,66850,4888,32241,717158,702538,14620,0
2021-02-03,2922047,142327,57755,84572,2876930,45117,0,2123892,798155,0.02554,0.0096,1016680,1404288,110848,917705,753249,1010727,79763,637656,263431,393561,31085,280049,136873,5454,0,52235,68693,5429,37477,746197,728034,18163,0
2021-02-04,3057441,135394,62913,72481,3007298,50143,0,2186805,870636,0.02629,0.01047,1062187,1473648,115300,950188,774507,1045928,81949,646970,287680,427720,33351,303218,130368,5026,0,45507,69360,4452,32483,781053,764347,16706,0
2021-02-05,3190028,132587,59333,73254,3135812,54216,0,2246138,943890,0.02701,0.01135,1111743,1538109,120103,981806,798013,1075462,83448,656499,313730,462647,36655,325307,128514,4073,0,49556,64461,4803,31618,804316,784941,19375,0
2021-02-06,3293786,103758,48602,55156,3236169,57617,0,2294740,999046,0.02759,0.01201,1147413,1589749,124606,1008713,815551,1100765,85298,665551,331862,488984,39308,343162,100357,3401,0,35670,51640,4503,26907,820334,798432,21902,0
2021-02-07,3353183,59397,32877,26520,3292106,61077,0,2327617,1025566,0.02799,0.01233,1170026,1617209,127304,1022529,828407,1116750,86533,671201,341619,500459,40771,351328,55937,3460,0,22613,27460,2698,13816,817023,792003,25020,0
2021-02-08,3459451,106268,54656,51612,3394395,65039,17,2382273,1077178,0.02864,0.01295,1221046,1659339,131159,1042109,859851,1134600,88337,678767,361195,524739,42822,363342,102289,3962,17,51020,42130,3855,19580,807398,779976,27405,17
2021-02-09,3584144,124693,59618,65075,3515715,68308,121,2441891,1142253,0.02936,0.01373,1279320,1711694,135414,1064415,895575,1152769,91017,687239,383745,558925,44397,377176,121320,3269,104,58274,52355,4255,22306,804424,775658,28645,121
2021-02-10,3733537,149393,75197,74196,3652674,73238,7625,2517088,1216449,0.03027,0.01463,1342068,1781432,139156,1092399,934258,1182430,92618,697417,407810,599002,46538,394982,136959,4930,7504,62748,69738,3742,27984,811490,775744,28121,7625
2021-02-11,3877410,143873,71451,72422,3776771,79187,21452,2588539,1288871,0.03112,0.0155,1400543,1851618,144481,1117880,968614,1213880,94920,706953,431929,637738,49561,410927,124097,5949,13827,58475,70186,5325,25481,819969,769473,29044,21452
2021-02-12,4035606,158196,79981,78215,3911666,88724,35216,2668520,1367086,0.03209,0.01644,1470582,1923982,150681,1144770,1009954,1246388,97596,716698,460628,677594,53085,428072,134895,9537,13764,70039,72364,6200,26890,845578,775854,34508,35216
2021-02-13,4145487,109881,63249,46632,4005850,92095,47542,2731769,1413718,0.03285,0.017,1525403,1968309,155219,1162433,1044438,1271038,99369,723520,480965,697271,55850,438913,94184,3371,12326,54821,44327,4538,17663,851701,769681,34478,47542
2021-02-14,4212240,66753,39771,26982,4062773,94947,54520,2771540,1440700,0.03333,0.01732,1563410,1992776,156797,1170907,1068831,1284379,100186,727048,494579,708397,56611,443859,56923,2852,6978,38007,24467,1578,8474,859057,770667,33870,54520
2021-02-15,4339066,126826,70801,56025,4171226,98268,69572,2842341,1496725,0.03418,0.018,1629710,2041870,160671,1190631,1109339,1309961,102319,733658,520371,731909,58352,456973,108453,3321,15052,66300,49094,3874,19724,879615,776831,33229,69555
2021-02-16,4475284,136218,81463,54755,4279410,102895,92979,2923804,1551480,0.03516,0.01866,1694973,2100549,163310,1208766,1151062,1345397,103832,740432,543911,755152,59478,468334,108184,4627,23407,65263,58679,2639,18135,891140,763695,34587,92858
2021-02-17,4624314,149030,94410,54620,4402280,109888,112146,3018214,1606100,0.03629,0.01931,1773348,2158476,168227,1230503,1206730,1378556,106701,748925,566618,779920,61526,481578,122870,6993,19167,78375,57927,4917,21737,890777,749606,36650,104521
2021-02-18,4769611,145297,93261,52036,4516800,116954,135857,3111475,1658136,0.03741,0.01994,1847964,2217628,171608,1250733,1258714,1415056,108450,756821,589250,802572,63158,493912,114520,7066,23711,74616,59152,3381,20230,892201,740029,37767,114405
2021-02-19,4919640,150029,96543,53486,4635829,124862,158949,3208018,1711622,0.03857,0.02058,1927396,2275939,176344,1268668,1315888,1449324,111025,763600,611508,826615,65319,505068,119029,7908,23092,79432,58311,4736,17935,884034,724163,36138,123733
2021-02-20,5032191,112551,74924,37627,4722145,130324,179722,3282942,1749249,0.03947,0.02103,1987056,2319203,179943,1281935,1358574,1477573,113259,767552,628482,841630,66684,514383,86316,5462,20773,59660,43264,3599,13267,886704,716295,38229,132180
2021-02-21,5117782,85591,56648,28943,4787990,134544,195248,3339590,1778192,0.04016,0.02138,2034324,2350788,182451,1291147,1392060,1498012,114380,769331,642264,852776,68071,521816,65845,4220,15526,47268,31585,2508,9212,905542,725217,39597,140728
2021-02-22,5269657,151875,98943,52932,4906866,141983,220808,3438533,1831124,0.04135,0.02202,2112217,2413274,187308,1308613,1449926,1533539,117367,775621,662291,879735,69941,532992,118876,7439,25560,77893,62486,4857,17466,930591,735640,43715,151236
2021-02-23,5428981,159324,103702,55622,5033793,148238,246950,3542235,1886746,0.04259,0.02269,2190651,2480380,192790,1326408,1508887,1570306,120727,783040,681764,910074,72063,543368,126927,6255,26142,78434,67106,5482,17795,953697,754383,45343,153971
2021-02-24,5602970,173989,116353,57636,5166176,155745,281049,3658588,1944382,0.04399,0.02338,2275283,2555482,199322,1344370,1572566,1615310,124992,790328,702717,940172,74330,554042,132383,7507,34099,84632,75102,6532,17962,978656,763896,45857,168903
2021-02-25,5781916,178946,127019,51927,5290447,161918,329551,3785607,1996309,0.04552,0.024,2355613,2639701,205992,1360933,1634487,1671923,130007,797789,721126,967778,75985,563144,124271,6173,48502,80330,84219,6670,16563,1012305,773647,44964,193694
2021-02-26,5975138,193222,134958,58264,5422798,168969,383371,3920565,2054573,0.04714,0.0247,2441333,2731784,212783,1377969,1698591,1734260,135000,804289,742742,997524,77783,573680,132351,7051,53820,85720,92083,6791,17036,1055498,786969,44107,224422
2021-02-27,6120948,145810,107305,38505,5516325,173119,431504,4027870,2093078,0.04843,0.02517,2505257,2802695,219666,1388388,1746317,1786795,140071,807648,758940,1015900,79595,580740,93527,4150,48133,63924,70911,6883,10419,1088757,794180,42795,251782
2021-02-28,6234292,113344,85595,27749,5583357,176646,474289,4113465,2120827,0.04946,0.0255,2552293,2860820,224996,1394608,1781122,1832506,144482,809224,771171,1028314,80514,585384,67032,3527,42785,47036,58125,5330,6220,1116510,795367,42102,279041
2021-03-01,6424827,190535,140400,50135,5712324,184324,528179,4253865,2170962,0.05115,0.0261,2653970,2936402,232450,1408113,1855162,1891105,150640,813971,798808,1045297,81810,594142,128967,7678,53890,101677,75582,7454,13505,1155170,805458,42341,307371
2021-03-02,6636830,212003,156358,55645,5856131,192686,588013,4410223,2226607,0.05303,0.02677,2762771,3024502,241681,1423542,1933465,1959240,157674,820253,829306,1065262,84007,603289,143807,8362,59834,108801,88100,9231,15429,1207849,822338,44448,341063
2021-03-03,6874111,237281,170999,66282,6017116,203840,653155,4581222,2292889,0.05508,0.02757,2881136,3122251,253256,1443034,2015289,2033950,166764,829070,865847,1088301,86492,613964,160985,11154,65142,118365,97749,11575,19492,1271141,850940,48095,372106
2021-03-04,7108705,234594,173172,61422,6159132,216322,733251,4754394,2354311,0.05717,0.02831,2991124,3226680,265355,1459305,2090660,2117834,176484,834607,900464,1108846,88871,624698,142016,12482,80096,109988,104429,12099,16271,1326789,868685,54404,403700
2021-03-05,7346860,238155,176726,61429,6298495,228037,820328,4931120,2415740,0.05929,0.02905,3103703,3333152,279596,1472677,2165516,2206564,187926,839369,938187,1126588,91670,633308,139363,11715,87077,112579,106472,14241,13372,1371722,875697,59068,436957
2021-03-06,7535659,188799,142445,46354,6404789,235470,895400,5073565,2462094,0.061,0.0296,3191050,3417879,290116,1480619,2220016,2281153,196878,841594,971034,1136726,93238,639025,106294,7433,75072,87347,84727,10520,7942,1414711,888464,62351,463896
2021-03-07,7681678,146019,112409,33610,6487482,241762,952434,5185974,2495704,0.06236,0.03001,3262925,3480314,298305,1485245,2267384,2336512,204279,843003,995541,1143802,94026,642242,82693,6292,57034,71875,62435,8189,4626,1447386,904125,65116,478145
2021-03-08,7897100,215422,164434,50988,6617613,252559,1026928,5350408,2546692,0.06433,0.03062,3377837,3562321,314113,1496122,2345645,2405844,218456,847786,1032192,1156477,95657,648336,130131,10797,74494,114912,82007,15808,10877,1472273,905289,68235,498749
