date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23569,0,0,151125,0,0,23569,0,0,151125,0,0
2020-12-28,18740,0,0,521625,0,0,42309,0,0,672750,0,0
2020-12-29,42655,0,0,0,0,0,84964,0,0,672750,0,0
2020-12-30,58003,0,0,653250,0,0,142967,0,0,1326000,0,0
2020-12-31,38617,0,0,0,0,0,181584,0,0,1326000,0,0
2021-01-01,24750,0,0,0,0,0,206334,0,0,1326000,0,0
2021-01-02,52056,0,0,0,0,0,258390,0,0,1326000,0,0
2021-01-03,24989,0,0,0,0,0,283379,0,0,1326000,0,0
2021-01-04,48651,0,0,0,0,0,332030,0,0,1326000,0,0
2021-01-05,52461,0,0,0,0,0,384491,0,0,1326000,0,0
2021-01-06,59172,0,0,0,0,0,443663,0,0,1326000,0,0
2021-01-07,58464,0,0,0,0,0,502127,0,0,1326000,0,0
2021-01-08,60339,0,0,687375,0,0,562466,0,0,2013375,0,0
2021-01-09,57192,0,0,0,0,0,619658,0,0,2013375,0,0
2021-01-10,33284,0,0,0,0,0,652942,0,0,2013375,0,0
2021-01-11,65669,0,0,0,0,0,718611,0,0,2013375,0,0
2021-01-12,82183,0,0,0,63600,0,800794,0,0,2013375,63600,0
2021-01-13,98241,795,0,0,0,0,899035,795,0,2013375,63600,0
2021-01-14,95502,4648,0,0,0,0,994537,5443,0,2013375,63600,0
2021-01-15,87381,5451,0,0,0,0,1081918,10894,0,2013375,63600,0
2021-01-16,55252,1858,0,0,0,0,1137170,12752,0,2013375,63600,0
2021-01-17,43096,1415,0,0,0,0,1180266,14167,0,2013375,63600,0
2021-01-18,72430,1934,0,0,0,0,1252696,16101,0,2013375,63600,0
2021-01-19,93883,1523,0,842400,0,0,1346579,17624,0,2855775,63600,0
2021-01-20,127650,1292,0,0,0,0,1474229,18916,0,2855775,63600,0
2021-01-21,95041,1100,0,0,0,0,1569270,20016,0,2855775,63600,0
2021-01-22,114201,1338,0,0,0,0,1683471,21354,0,2855775,63600,0
2021-01-23,92428,383,0,0,0,0,1775899,21737,0,2855775,63600,0
2021-01-24,66057,244,0,0,0,0,1841956,21981,0,2855775,63600,0
2021-01-25,96454,1474,0,0,0,0,1938410,23455,0,2855775,63600,0
2021-01-26,101129,1588,0,489060,0,0,2039539,25043,0,3344835,63600,0
2021-01-27,111430,1911,0,0,0,0,2150969,26954,0,3344835,63600,0
2021-01-28,94108,6483,0,0,0,0,2245077,33437,0,3344835,63600,0
2021-01-29,108059,1404,0,0,0,0,2353136,34841,0,3344835,63600,0
2021-01-30,87164,874,0,0,0,0,2440300,35715,0,3344835,63600,0
2021-01-31,62366,342,0,0,90000,0,2502666,36057,0,3344835,153600,0
2021-02-01,114330,1577,0,747630,0,0,2616996,37634,0,4092465,153600,0
2021-02-02,125650,2029,0,0,0,0,2742646,39663,0,4092465,153600,0
2021-02-03,137098,5454,0,0,0,0,2879744,45117,0,4092465,153600,0
2021-02-04,130487,5026,0,0,0,0,3010231,50143,0,4092465,153600,0
2021-02-05,129023,4072,0,0,0,0,3139254,54215,0,4092465,153600,0
2021-02-06,100356,3401,0,0,0,345600,3239610,57616,0,4092465,153600,345600
2021-02-07,55935,3460,0,0,0,0,3295545,61076,0,4092465,153600,345600
2021-02-08,102290,3962,16,0,0,0,3397835,65038,16,4092465,153600,345600
2021-02-09,121300,3269,105,747630,0,0,3519135,68307,121,4840095,153600,345600
2021-02-10,137263,4932,7502,0,0,0,3656398,73239,7623,4840095,153600,345600
2021-02-11,124096,5949,13826,0,0,0,3780494,79188,21449,4840095,153600,345600
2021-02-12,134993,9537,13765,0,0,391200,3915487,88725,35214,4840095,153600,736800
2021-02-13,94183,3371,12327,0,0,0,4009670,92096,47541,4840095,153600,736800
2021-02-14,56958,2852,6978,0,0,0,4066628,94948,54519,4840095,153600,736800
2021-02-15,108456,3320,15057,0,182400,0,4175084,98268,69576,4840095,336000,736800
2021-02-16,108228,4627,23405,900900,0,0,4283312,102895,92981,5740995,336000,736800
2021-02-17,122910,6993,19164,0,0,0,4406222,109888,112145,5740995,336000,736800
2021-02-18,114522,7068,23709,0,0,0,4520744,116956,135854,5740995,336000,736800
2021-02-19,119083,7907,23140,0,0,715200,4639827,124863,158994,5740995,336000,1452000
2021-02-20,86325,5462,20773,0,0,0,4726152,130325,179767,5740995,336000,1452000
2021-02-21,65840,4220,15525,0,0,0,4791992,134545,195292,5740995,336000,1452000
2021-02-22,118899,7435,25559,0,0,0,4910891,141980,220851,5740995,336000,1452000
2021-02-23,126945,6255,26300,924300,0,0,5037836,148235,247151,6665295,336000,1452000
2021-02-24,132663,7506,34140,0,0,0,5170499,155741,281291,6665295,336000,1452000
2021-02-25,124716,6173,48431,0,0,0,5295215,161914,329722,6665295,336000,1452000
2021-02-26,132559,7120,54479,0,0,0,5427774,169034,384201,6665295,336000,1452000
2021-02-27,93812,4150,48357,0,343200,0,5521586,173184,432558,6665295,679200,1452000
2021-02-28,67235,3550,42783,0,0,0,5588821,176734,475341,6665295,679200,1452000
2021-03-01,128985,7679,53964,0,0,0,5717806,184413,529305,6665295,679200,1452000
2021-03-02,143822,8385,61222,1012050,0,650400,5861628,192798,590527,7677345,679200,2102400
2021-03-03,161597,11467,65598,0,0,0,6023225,204265,656125,7677345,679200,2102400
2021-03-04,142384,12506,81288,0,0,0,6165609,216771,737413,7677345,679200,2102400
2021-03-05,141269,12372,91717,0,0,0,6306878,229143,829130,7677345,679200,2102400
2021-03-06,107660,7527,76078,0,0,0,6414538,236670,905208,7677345,679200,2102400
2021-03-07,83532,6293,57232,0,0,0,6498070,242963,962440,7677345,679200,2102400
2021-03-08,135842,11177,81185,0,0,0,6633912,254140,1043625,7677345,679200,2102400
2021-03-09,140042,11317,90557,1076400,0,960000,6773954,265457,1134182,8753745,679200,3062400
2021-03-10,152888,10174,94609,0,0,0,6926842,275631,1228791,8753745,679200,3062400
