date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23556,23556,23556,0,23556,0,0,23556,0,2.8e-4,0,8645,7751,1280,13144,8645,7751,1280,13144,0,0,0,0,23556,0,0,8645,7751,1280,13144,NA,NA,NA,NA
2020-12-28,42302,18746,18746,0,42302,0,0,42302,0,5.1e-4,0,16437,15100,2012,21997,16437,15100,2012,21997,0,0,0,0,18746,0,0,7792,7349,732,8853,NA,NA,NA,NA
2020-12-29,84882,42580,42580,0,84882,0,0,84882,0,0.00102,0,28902,36629,3090,38675,28902,36629,3090,38675,0,0,0,0,42580,0,0,12465,21529,1078,16678,NA,NA,NA,NA
2020-12-30,142771,57889,57889,0,142771,0,0,142771,0,0.00172,0,46299,67970,4688,59577,46299,67970,4688,59577,0,0,0,0,57889,0,0,17397,31341,1598,20902,NA,NA,NA,NA
2020-12-31,181234,38463,38463,0,181234,0,0,181234,0,0.00218,0,59322,86570,6499,74857,59322,86570,6499,74857,0,0,0,0,38463,0,0,13023,18600,1811,15280,NA,NA,NA,NA
2021-01-01,205848,24614,24614,0,205848,0,0,205848,0,0.00248,0,67073,96393,7574,87459,67073,96393,7574,87459,0,0,0,0,24614,0,0,7751,9823,1075,12602,NA,NA,NA,NA
2021-01-02,257273,51425,51425,0,257273,0,0,257273,0,0.00309,0,86320,119622,10053,108444,86320,119622,10053,108444,0,0,0,0,51425,0,0,19247,23229,2479,20985,257273,257273,0,0
2021-01-03,282513,25240,25240,0,282513,0,0,282513,0,0.0034,0,96148,130727,10983,119088,96148,130727,10983,119088,0,0,0,0,25240,0,0,9828,11105,930,10644,258957,258957,0,0
2021-01-04,331001,48488,48488,0,331001,0,0,331001,0,0.00398,0,111384,155621,13643,135000,111384,155621,13643,135000,0,0,0,0,48488,0,0,15236,24894,2660,15912,288699,288699,0,0
2021-01-05,383392,52391,52391,0,383392,0,0,383392,0,0.00461,0,127605,183085,16078,153188,127605,183084,16078,153188,0,1,0,0,52391,0,0,16221,27464,2435,18188,298510,298510,0,0
