date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-01-14,78082,4627,0,0,0,0,0,0,1021935,5489,5,0,2013375,63600,0,0
2021-01-15,85982,5438,19,0,0,0,0,0,1107917,10927,24,0,2013375,63600,0,0
2021-01-16,55683,1772,0,0,0,0,0,0,1163600,12699,24,0,2013375,63600,0,0
2021-01-17,47213,1305,1,0,0,0,0,0,1210813,14004,25,0,2013375,63600,0,0
2021-01-18,78230,4034,1,0,0,0,0,0,1289043,18038,26,0,2013375,63600,0,0
2021-01-19,111703,3468,50,0,842400,0,0,0,1400746,21506,76,0,2855775,63600,0,0
2021-01-20,129463,2750,4,0,0,0,0,0,1530209,24256,80,0,2855775,63600,0,0
2021-01-21,102235,2712,0,0,0,0,0,0,1632444,26968,80,0,2855775,63600,0,0
2021-01-22,100250,2043,12,0,0,0,0,0,1732694,29011,92,0,2855775,63600,0,0
2021-01-23,85165,383,1,0,0,0,0,0,1817859,29394,93,0,2855775,63600,0,0
2021-01-24,49783,244,4,0,0,0,0,0,1867642,29638,97,0,2855775,63600,0,0
2021-01-25,92403,1722,2,0,0,0,0,0,1960045,31360,99,0,2855775,63600,0,0
2021-01-26,97416,1652,6,0,489060,0,0,0,2057461,33012,105,0,3344835,63600,0,0
2021-01-27,109098,1957,8,0,0,0,0,0,2166559,34969,113,0,3344835,63600,0,0
2021-01-28,89907,1635,1,0,0,0,0,0,2256466,36604,114,0,3344835,63600,0,0
2021-01-29,106874,1405,60,0,0,0,0,0,2363340,38009,174,0,3344835,63600,0,0
2021-01-30,86856,874,1,0,0,0,0,0,2450196,38883,175,0,3344835,63600,0,0
2021-01-31,57746,376,0,0,0,90000,0,0,2507942,39259,175,0,3344835,153600,0,0
2021-02-01,119575,2210,57,0,0,0,0,0,2627517,41469,232,0,3344835,153600,0,0
2021-02-02,128058,2868,15,0,747630,0,0,0,2755575,44337,247,0,4092465,153600,0,0
2021-02-03,153309,6389,20,0,0,0,0,0,2908884,50726,267,0,4092465,153600,0,0
2021-02-04,126301,5874,6,0,0,0,0,0,3035185,56600,273,0,4092465,153600,0,0
2021-02-05,138696,6397,7,0,0,0,0,0,3173881,62997,280,0,4092465,153600,0,0
2021-02-06,97620,2466,1,0,0,0,345600,0,3271501,65463,281,0,4092465,153600,345600,0
2021-02-07,51904,2349,2,0,0,0,0,0,3323405,67812,283,0,4092465,153600,345600,0
2021-02-08,106258,3859,24,0,0,0,0,0,3429663,71671,307,0,4092465,153600,345600,0
2021-02-09,129434,3883,110,0,747630,0,0,0,3559097,75554,417,0,4840095,153600,345600,0
2021-02-10,139017,3864,7038,0,0,0,0,0,3698114,79418,7455,0,4840095,153600,345600,0
2021-02-11,120056,7292,15453,0,0,0,0,0,3818170,86710,22908,0,4840095,153600,345600,0
2021-02-12,131599,9873,14250,0,0,0,391200,0,3949769,96583,37158,0,4840095,153600,736800,0
2021-02-13,92405,3048,12837,0,0,0,0,0,4042174,99631,49995,0,4840095,153600,736800,0
2021-02-14,55336,2402,7349,0,0,0,0,0,4097510,102033,57344,0,4840095,153600,736800,0
2021-02-15,107415,4813,14730,0,0,182400,0,0,4204925,106846,72074,0,4840095,336000,736800,0
2021-02-16,106161,5672,23524,0,904410,0,0,0,4311086,112518,95598,0,5744505,336000,736800,0
2021-02-17,122416,7951,19731,0,0,0,0,0,4433502,120469,115329,0,5744505,336000,736800,0
2021-02-18,110896,7936,24475,0,0,0,0,0,4544398,128405,139804,0,5744505,336000,736800,0
2021-02-19,118166,9800,25265,0,0,0,715200,0,4662564,138205,165069,0,5744505,336000,1452000,0
2021-02-20,88164,4470,21619,0,0,0,0,0,4750728,142675,186688,0,5744505,336000,1452000,0
2021-02-21,67378,3228,15305,0,0,0,0,0,4818106,145903,201993,0,5744505,336000,1452000,0
2021-02-22,126281,9098,25025,0,0,0,0,0,4944387,155001,227018,0,5744505,336000,1452000,0
2021-02-23,132311,7158,27404,0,926640,0,0,0,5076698,162159,254422,0,6671145,336000,1452000,0
2021-02-24,132299,7736,35370,0,0,0,0,0,5208997,169895,289792,0,6671145,336000,1452000,0
2021-02-25,130827,6647,51191,0,0,0,0,0,5339824,176542,340983,0,6671145,336000,1452000,0
2021-02-26,139920,8716,60496,0,0,0,0,0,5479744,185258,401479,0,6671145,336000,1452000,0
2021-02-27,92975,4190,51515,0,0,343200,0,0,5572719,189448,452994,0,6671145,679200,1452000,0
2021-02-28,62403,3956,41761,0,0,0,0,0,5635122,193404,494755,0,6671145,679200,1452000,0
2021-03-01,128510,9452,57585,0,0,0,0,0,5763632,202856,552340,0,6671145,679200,1452000,0
2021-03-02,140519,10115,68916,0,1014390,0,650400,0,5904151,212971,621256,0,7685535,679200,2102400,0
2021-03-03,156758,13802,72830,0,0,0,0,0,6060909,226773,694086,0,7685535,679200,2102400,0
2021-03-04,142330,13978,86392,0,0,0,0,0,6203239,240751,780478,0,7685535,679200,2102400,0
2021-03-05,147097,13321,108212,0,0,0,0,0,6350336,254072,888690,0,7685535,679200,2102400,0
2021-03-06,110729,8596,83045,0,0,0,0,0,6461065,262668,971735,0,7685535,679200,2102400,0
2021-03-07,82450,6737,61158,0,0,0,0,0,6543515,269405,1032893,0,7685535,679200,2102400,0
2021-03-08,135616,10998,92224,0,0,0,0,0,6679131,280403,1125117,0,7685535,679200,2102400,0
2021-03-09,140129,12736,97241,0,1083420,0,960000,0,6819260,293139,1222358,0,8768955,679200,3062400,0
2021-03-10,157598,11401,114296,0,0,0,0,0,6976858,304540,1336654,0,8768955,679200,3062400,0
2021-03-11,149069,13223,119155,0,0,0,0,0,7125927,317763,1455809,0,8768955,679200,3062400,0
2021-03-12,152668,17535,153094,0,0,0,0,0,7278595,335298,1608903,0,8768955,679200,3062400,0
2021-03-13,114651,9753,121864,0,0,0,0,0,7393246,345051,1730767,0,8768955,679200,3062400,0
2021-03-14,89455,5146,76367,0,0,0,0,0,7482701,350197,1807134,0,8768955,679200,3062400,0
2021-03-15,152349,12379,83409,0,0,0,364800,0,7635050,362576,1890543,0,8768955,679200,3427200,0
2021-03-16,166086,11105,1912,0,1083420,0,0,0,7801136,373681,1892455,0,9852375,679200,3427200,0
2021-03-17,185648,17963,1408,0,0,0,0,0,7986784,391644,1893863,0,9852375,679200,3427200,0
2021-03-18,174980,18164,1576,0,0,0,0,0,8161764,409808,1895439,0,9852375,679200,3427200,0
2021-03-19,184302,20533,38664,0,0,0,0,0,8346066,430341,1934103,0,9852375,679200,3427200,0
2021-03-20,136430,15299,68450,0,0,0,0,0,8482496,445640,2002553,0,9852375,679200,3427200,0
2021-03-21,104611,9208,52252,0,0,432000,0,0,8587107,454848,2054805,0,9852375,1111200,3427200,0
2021-03-22,165527,23644,76852,0,0,0,0,0,8752634,478492,2131657,0,9852375,1111200,3427200,0
2021-03-23,180118,20126,97318,0,1076400,0,204000,0,8932752,498618,2228975,0,10928775,1111200,3631200,0
2021-03-24,196933,33095,103671,0,0,0,0,0,9129685,531713,2332646,0,10928775,1111200,3631200,0
2021-03-25,188383,27244,121396,0,0,0,0,0,9318068,558957,2454042,0,10928775,1111200,3631200,0
2021-03-26,201716,36388,136115,0,0,0,201600,0,9519784,595345,2590157,0,10928775,1111200,3832800,0
2021-03-27,151878,27354,107424,0,0,0,0,0,9671662,622699,2697581,0,10928775,1111200,3832800,0
2021-03-28,117636,18525,60618,0,0,0,0,0,9789298,641224,2758199,0,10928775,1111200,3832800,0
2021-03-29,187475,25750,94840,0,0,0,0,0,9976773,666974,2853039,0,10928775,1111200,3832800,0
2021-03-30,215113,26083,86102,0,1427400,0,0,0,10191886,693057,2939141,0,12356175,1111200,3832800,0
2021-03-31,248849,38039,53649,0,0,0,0,0,10440735,731096,2992790,0,12356175,1111200,3832800,0
2021-04-01,235446,31982,55163,0,0,0,0,0,10676181,763078,3047953,0,12356175,1111200,3832800,0
2021-04-02,181239,16521,31876,0,0,650400,0,0,10857420,779599,3079829,0,12356175,1761600,3832800,0
2021-04-03,173407,17083,41230,0,0,0,1744800,0,11030827,796682,3121059,0,12356175,1761600,5577600,0
2021-04-04,135312,11112,49646,0,0,0,0,0,11166139,807794,3170705,0,12356175,1761600,5577600,0
2021-04-05,168107,17915,63425,0,0,0,0,0,11334246,825709,3234130,0,12356175,1761600,5577600,0
2021-04-06,257627,33186,87093,0,0,0,0,0,11591873,858895,3321223,0,12356175,1761600,5577600,0
2021-04-07,541578,35778,99617,0,2738970,0,0,0,12133451,894673,3420840,0,15095145,1761600,5577600,0
2021-04-08,573069,35243,124017,0,0,0,0,0,12706520,929916,3544857,0,15095145,1761600,5577600,0
2021-04-09,486475,35562,100201,0,0,0,0,0,13192995,965478,3645058,0,15095145,1761600,5577600,0
2021-04-10,245684,23193,99521,0,0,0,0,0,13438679,988671,3744579,0,15095145,1761600,5577600,0
2021-04-11,167805,18037,74717,0,0,0,0,0,13606484,1006708,3819296,0,15095145,1761600,5577600,0
2021-04-12,278293,28612,108109,0,0,0,360000,0,13884777,1035320,3927405,0,15095145,1761600,5937600,0
2021-04-13,428268,26645,115324,0,2515500,0,0,0,14313045,1061965,4042729,0,17610645,1761600,5937600,0
2021-04-14,616288,33251,123128,0,0,0,0,0,14929333,1095216,4165857,0,17610645,1761600,5937600,0
2021-04-15,531288,36314,109936,0,0,0,0,0,15460621,1131530,4275793,0,17610645,1761600,5937600,0
2021-04-16,436214,31115,124561,0,0,0,0,0,15896835,1162645,4400354,0,17610645,1761600,5937600,0
2021-04-17,222614,21958,116367,0,0,42000,0,0,16119449,1184603,4516721,0,17610645,1803600,5937600,0
2021-04-18,171058,14218,80325,0,0,72000,57600,0,16290507,1198821,4597046,0,17610645,1875600,5995200,0
2021-04-19,288873,31796,77202,0,0,0,0,0,16579380,1230617,4674248,0,17610645,1875600,5995200,0
2021-04-20,377379,37830,138838,0,2515499,0,554398,0,16956759,1268447,4813086,0,20126144,1875600,6549598,0
2021-04-21,448835,39061,223983,0,0,477600,0,0,17405594,1307508,5037069,0,20126144,2353200,6549598,0
2021-04-22,379027,40943,211545,0,0,0,0,0,17784621,1348451,5248614,0,20126144,2353200,6549598,0
2021-04-23,348509,41750,157222,0,0,0,0,0,18133130,1390201,5405836,0,20126144,2353200,6549598,0
2021-04-24,236693,48854,80331,0,0,0,196800,0,18369823,1439055,5486167,0,20126144,2353200,6746398,0
2021-04-25,186677,33900,61353,0,21060,388800,9600,256800,18556500,1472955,5547520,0,20147204,2742000,6755998,256800
2021-04-26,313389,40566,70816,62,1364220,0,0,0,18869889,1513521,5618336,62,21511424,2742000,6755998,256800
2021-04-27,673787,51106,55539,454,2053350,0,0,0,19543676,1564627,5673875,516,23564774,2742000,6755998,256800
2021-04-28,1003754,56814,52411,713,0,0,144000,0,20547430,1621441,5726286,1229,23564774,2742000,6899998,256800
2021-04-29,815403,60767,55630,877,0,0,0,0,21362833,1682208,5781916,2106,23564774,2742000,6899998,256800
2021-04-30,669106,52816,65207,779,0,376800,60000,0,22031939,1735024,5847123,2885,23564774,3118800,6959998,256800
2021-05-01,245394,38956,38864,2311,1813500,0,0,0,22277333,1773980,5885987,5196,25378274,3118800,6959998,256800
2021-05-02,190528,35807,28717,1577,0,0,0,0,22467861,1809787,5914704,6773,25378274,3118800,6959998,256800
2021-05-03,300378,62739,60694,966,0,0,0,0,22768239,1872526,5975398,7739,25378274,3118800,6959998,256800
