date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23567,23567,23567,0,23567,0,0,23567,0,2.8e-4,0,8634,7774,1281,13036,8634,7774,1281,13036,0,0,0,0,23567,0,0,8634,7774,1281,13036,NA,NA,NA,NA
2020-12-28,42313,18746,18746,0,42313,0,0,42313,0,5.1e-4,0,16425,15166,1968,21874,16425,15166,1968,21874,0,0,0,0,18746,0,0,7791,7392,687,8838,NA,NA,NA,NA
2020-12-29,84970,42657,42657,0,84970,0,0,84970,0,0.00102,0,28861,36727,3044,38604,28861,36727,3044,38604,0,0,0,0,42657,0,0,12436,21561,1076,16730,NA,NA,NA,NA
2020-12-30,142967,57997,57997,0,142967,0,0,142967,0,0.00172,0,46276,68150,4644,59532,46276,68150,4644,59532,0,0,0,0,57997,0,0,17415,31423,1600,20928,NA,NA,NA,NA
2020-12-31,181587,38620,38620,0,181587,0,0,181587,0,0.00218,0,59372,86805,6462,74892,59372,86805,6462,74892,0,0,0,0,38620,0,0,13096,18655,1818,15360,NA,NA,NA,NA
2021-01-01,206341,24754,24754,0,206341,0,0,206341,0,0.00248,0,67121,96770,7537,87492,67121,96770,7537,87492,0,0,0,0,24754,0,0,7749,9965,1075,12600,NA,NA,NA,NA
2021-01-02,258316,51975,51975,0,258316,0,0,258316,0,0.00311,0,86434,120473,10018,108510,86434,120473,10018,108510,0,0,0,0,51975,0,0,19313,23703,2481,21018,258316,258316,0,0
2021-01-03,283310,24994,24994,0,283310,0,0,283310,0,0.00341,0,96355,131327,10948,119090,96355,131327,10948,119090,0,0,0,0,24994,0,0,9921,10854,930,10580,259743,259743,0,0
2021-01-04,331916,48606,48606,0,331916,0,0,331916,0,0.00399,0,111589,156341,13608,135001,111589,156341,13608,135001,0,0,0,0,48606,0,0,15234,25014,2660,15911,289603,289603,0,0
2021-01-05,384307,52391,52391,0,384307,0,0,384307,0,0.00462,0,127805,183810,16043,153185,127805,183809,16043,153185,0,1,0,0,52391,0,0,16216,27469,2435,18184,299337,299337,0,0
2021-01-06,442981,58674,58674,0,442981,0,0,442981,0,0.00533,0,145542,214563,19457,174265,145542,214562,19457,174265,0,1,0,0,58674,0,0,17737,30753,3414,21080,300014,300014,0,0
2021-01-07,501349,58368,58368,0,501349,0,0,501349,0,0.00603,0,163262,244908,22462,192107,163261,244907,22462,192107,1,1,0,0,58368,0,0,17720,30345,3005,17842,319762,319762,0,0
2021-01-08,561732,60383,60383,0,561732,0,0,561732,0,0.00675,0,182791,276455,25774,211870,182786,276454,25774,211870,5,1,0,0,60383,0,0,19529,31547,3312,19763,355391,355391,0,0
2021-01-09,618931,57199,57199,0,618931,0,0,618931,0,0.0074400000000000004,0,205079,301156,28093,234795,205070,301155,28093,234795,9,1,0,0,57199,0,0,22288,24701,2319,22925,360615,360615,0,0
