date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,21257,0,0,151125,0,0,21257,0,0,151125,0,0
2020-12-28,18754,0,0,521625,0,0,40011,0,0,672750,0,0
2020-12-29,43668,0,0,0,0,0,83679,0,0,672750,0,0
2020-12-30,59620,0,0,653250,0,0,143299,0,0,1326000,0,0
2020-12-31,42117,0,0,0,0,0,185416,0,0,1326000,0,0
2021-01-01,19151,0,0,0,0,0,204567,0,0,1326000,0,0
2021-01-02,52143,0,0,0,0,0,256710,0,0,1326000,0,0
2021-01-03,24072,0,0,0,0,0,280782,0,0,1326000,0,0
2021-01-04,48156,0,0,0,0,0,328938,0,0,1326000,0,0
2021-01-05,53763,0,0,0,0,0,382701,0,0,1326000,0,0
2021-01-06,62456,0,0,0,0,0,445157,0,0,1326000,0,0
2021-01-07,55898,0,0,0,0,0,501055,0,0,1326000,0,0
2021-01-08,62792,0,0,687375,0,0,563847,0,0,2013375,0,0
2021-01-09,60961,0,0,0,0,0,624808,0,0,2013375,0,0
2021-01-10,34099,0,0,0,0,0,658907,0,0,2013375,0,0
2021-01-11,65142,0,0,0,0,0,724049,0,0,2013375,0,0
2021-01-12,82433,0,0,0,63600,0,806482,0,0,2013375,63600,0
2021-01-13,108275,795,0,0,0,0,914757,795,0,2013375,63600,0
2021-01-14,77654,4648,0,0,0,0,992411,5443,0,2013375,63600,0
2021-01-15,83674,5451,0,0,0,0,1076085,10894,0,2013375,63600,0
2021-01-16,54888,1858,0,0,0,0,1130973,12752,0,2013375,63600,0
2021-01-17,43818,1415,1,0,0,0,1174791,14167,1,2013375,63600,0
2021-01-18,76247,3273,0,0,0,0,1251038,17440,1,2013375,63600,0
2021-01-19,105832,2810,1,842400,0,0,1356870,20250,2,2855775,63600,0
2021-01-20,123661,2568,0,0,0,0,1480531,22818,2,2855775,63600,0
2021-01-21,98136,2385,0,0,0,0,1578667,25203,2,2855775,63600,0
2021-01-22,97999,1989,2,0,0,0,1676666,27192,4,2855775,63600,0
2021-01-23,83783,383,0,0,0,0,1760449,27575,4,2855775,63600,0
2021-01-24,49099,244,0,0,0,0,1809548,27819,4,2855775,63600,0
2021-01-25,94469,1607,0,0,0,0,1904017,29426,4,2855775,63600,0
2021-01-26,97249,1647,0,489060,0,0,2001266,31073,4,3344835,63600,0
