date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24475,1,0,0,0,0,0,0,24475,1,0,0,151125,0,0,0
2020-12-28,18340,0,0,0,521625,0,0,0,42815,1,0,0,672750,0,0,0
2020-12-29,49551,0,0,0,0,0,0,0,92366,1,0,0,672750,0,0,0
2020-12-30,62541,0,0,0,653250,0,0,0,154907,1,0,0,1326000,0,0,0
2020-12-31,50043,0,0,0,0,0,0,0,204950,1,0,0,1326000,0,0,0
2021-01-01,19272,0,1,0,0,0,0,0,224222,1,1,0,1326000,0,0,0
2021-01-02,53095,0,0,0,0,0,0,0,277317,1,1,0,1326000,0,0,0
2021-01-03,24209,0,0,0,0,0,0,0,301526,1,1,0,1326000,0,0,0
2021-01-04,48389,0,0,0,0,0,0,0,349915,1,1,0,1326000,0,0,0
2021-01-05,54059,1,0,0,0,0,0,0,403974,2,1,0,1326000,0,0,0
2021-01-06,62847,6,2,0,0,0,0,0,466821,8,3,0,1326000,0,0,0
2021-01-07,55858,4,0,0,0,0,0,0,522679,12,3,0,1326000,0,0,0
2021-01-08,63435,48,0,0,687375,0,0,0,586114,60,3,0,2013375,0,0,0
2021-01-09,61365,0,0,0,0,0,0,0,647479,60,3,0,2013375,0,0,0
2021-01-10,35361,0,0,0,0,0,0,0,682840,60,3,0,2013375,0,0,0
2021-01-11,67585,1,0,0,0,0,0,0,750425,61,3,0,2013375,0,0,0
2021-01-12,82780,5,2,0,0,63600,0,0,833205,66,5,0,2013375,63600,0,0
2021-01-13,110783,797,0,0,0,0,0,0,943988,863,5,0,2013375,63600,0,0
2021-01-14,78083,4627,0,0,0,0,0,0,1022071,5490,5,0,2013375,63600,0,0
2021-01-15,86049,5438,19,0,0,0,0,0,1108120,10928,24,0,2013375,63600,0,0
2021-01-16,55682,1772,0,0,0,0,0,0,1163802,12700,24,0,2013375,63600,0,0
2021-01-17,47213,1305,1,0,0,0,0,0,1211015,14005,25,0,2013375,63600,0,0
2021-01-18,78231,4034,1,0,0,0,0,0,1289246,18039,26,0,2013375,63600,0,0
2021-01-19,111703,3468,50,0,842400,0,0,0,1400949,21507,76,0,2855775,63600,0,0
2021-01-20,129463,2750,4,0,0,0,0,0,1530412,24257,80,0,2855775,63600,0,0
