date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23555,0,0,151125,0,0,23555,0,0,151125,0,0
2020-12-28,18746,0,0,521625,0,0,42301,0,0,672750,0,0
2020-12-29,42580,0,0,0,0,0,84881,0,0,672750,0,0
2020-12-30,57944,0,0,653250,0,0,142825,0,0,1326000,0,0
2020-12-31,38519,0,0,0,0,0,181344,0,0,1326000,0,0
2021-01-01,24754,0,0,0,0,0,206098,0,0,1326000,0,0
2021-01-02,51845,0,0,0,0,0,257943,0,0,1326000,0,0
2021-01-03,24990,0,0,0,0,0,282933,0,0,1326000,0,0
2021-01-04,48608,0,0,0,0,0,331541,0,0,1326000,0,0
2021-01-05,52385,0,0,0,0,0,383926,0,0,1326000,0,0
2021-01-06,58681,0,0,0,0,0,442607,0,0,1326000,0,0
2021-01-07,58402,0,0,0,0,0,501009,0,0,1326000,0,0
2021-01-08,60397,0,0,687375,0,0,561406,0,0,2013375,0,0
2021-01-09,57198,0,0,0,0,0,618604,0,0,2013375,0,0
2021-01-10,33293,0,0,0,0,0,651897,0,0,2013375,0,0
2021-01-11,65597,0,0,0,0,0,717494,0,0,2013375,0,0
2021-01-12,82008,0,0,0,63600,0,799502,0,0,2013375,63600,0
2021-01-13,98201,795,0,0,0,0,897703,795,0,2013375,63600,0
2021-01-14,95464,4649,0,0,0,0,993167,5444,0,2013375,63600,0
2021-01-15,87290,5451,0,0,0,0,1080457,10895,0,2013375,63600,0
2021-01-16,55261,1858,0,0,0,0,1135718,12753,0,2013375,63600,0
2021-01-17,43140,1415,0,0,0,0,1178858,14168,0,2013375,63600,0
2021-01-18,72301,1934,0,0,0,0,1251159,16102,0,2013375,63600,0
2021-01-19,93467,1523,0,842400,0,0,1344626,17625,0,2855775,63600,0
2021-01-20,127355,1292,0,0,0,0,1471981,18917,0,2855775,63600,0
2021-01-21,94838,1100,0,0,0,0,1566819,20017,0,2855775,63600,0
2021-01-22,113736,1338,0,0,0,0,1680555,21355,0,2855775,63600,0
2021-01-23,91996,383,0,0,0,0,1772551,21738,0,2855775,63600,0
2021-01-24,65858,244,0,0,0,0,1838409,21982,0,2855775,63600,0
2021-01-25,95800,1474,0,0,0,0,1934209,23456,0,2855775,63600,0
2021-01-26,101076,1589,0,489060,0,0,2035285,25045,0,3344835,63600,0
2021-01-27,110864,1911,0,0,0,0,2146149,26956,0,3344835,63600,0
2021-01-28,93803,6483,0,0,0,0,2239952,33439,0,3344835,63600,0
2021-01-29,107548,1403,0,0,0,0,2347500,34842,0,3344835,63600,0
2021-01-30,86169,874,0,0,0,0,2433669,35716,0,3344835,63600,0
2021-01-31,62327,342,0,0,90000,0,2495996,36058,0,3344835,153600,0
2021-02-01,113853,1577,0,747630,0,0,2609849,37635,0,4092465,153600,0
2021-02-02,125353,2029,0,0,0,0,2735202,39664,0,4092465,153600,0
2021-02-03,136597,5453,0,0,0,0,2871799,45117,0,4092465,153600,0
2021-02-04,130336,5025,0,0,0,0,3002135,50142,0,4092465,153600,0
2021-02-05,127654,4068,0,0,0,0,3129789,54210,0,4092465,153600,0
2021-02-06,100227,3401,0,0,0,345600,3230016,57611,0,4092465,153600,345600
2021-02-07,55945,3459,0,0,0,0,3285961,61070,0,4092465,153600,345600
2021-02-08,103404,3957,16,0,0,0,3389365,65027,16,4092465,153600,345600
2021-02-09,120980,3269,191,747630,0,0,3510345,68296,207,4840095,153600,345600
2021-02-10,136549,4930,7505,0,0,0,3646894,73226,7712,4840095,153600,345600
2021-02-11,123809,5950,13734,0,0,0,3770703,79176,21446,4840095,153600,345600
2021-02-12,134397,9537,13730,0,0,391200,3905100,88713,35176,4840095,153600,736800
2021-02-13,94140,3372,12310,0,0,0,3999240,92085,47486,4840095,153600,736800
2021-02-14,56935,2853,6979,0,0,0,4056175,94938,54465,4840095,153600,736800
2021-02-15,108363,3321,15032,0,182400,0,4164538,98259,69497,4840095,336000,736800
2021-02-16,108088,4628,23377,900900,0,0,4272626,102887,92874,5740995,336000,736800
2021-02-17,122572,6993,19254,0,0,0,4395198,109880,112128,5740995,336000,736800
2021-02-18,114133,7065,23482,0,0,0,4509331,116945,135610,5740995,336000,736800
2021-02-19,118690,7910,22781,0,0,715200,4628021,124855,158391,5740995,336000,1452000
2021-02-20,86141,5459,20717,0,0,0,4714162,130314,179108,5740995,336000,1452000
2021-02-21,65853,4220,15455,0,0,0,4780015,134534,194563,5740995,336000,1452000
2021-02-22,118120,7323,25169,0,0,0,4898135,141857,219732,5740995,336000,1452000
2021-02-23,125844,6258,25434,924300,0,0,5023979,148115,245166,6665295,336000,1452000
2021-02-24,129965,7511,32856,0,0,0,5153944,155626,278022,6665295,336000,1452000
2021-02-25,120328,6034,45776,0,0,0,5274272,161660,323798,6665295,336000,1452000
2021-02-26,115834,6867,46064,0,0,0,5390106,168527,369862,6665295,336000,1452000
2021-02-27,89591,4066,45191,0,343200,0,5479697,172593,415053,6665295,679200,1452000
2021-02-28,64075,3388,39556,0,0,0,5543772,175981,454609,6665295,679200,1452000
