date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23555,23555,23555,0,23555,0,0,23555,0,2.8e-4,0,8645,7751,1280,13144,8645,7751,1280,13144,0,0,0,0,23555,0,0,8645,7751,1280,13144,NA,NA,NA,NA
2020-12-28,42300,18745,18745,0,42300,0,0,42300,0,5.1e-4,0,16436,15100,2012,21997,16436,15100,2012,21997,0,0,0,0,18745,0,0,7791,7349,732,8853,NA,NA,NA,NA
2020-12-29,84879,42579,42579,0,84879,0,0,84879,0,0.00102,0,28900,36629,3090,38674,28900,36629,3090,38674,0,0,0,0,42579,0,0,12464,21529,1078,16677,NA,NA,NA,NA
2020-12-30,142825,57946,57946,0,142825,0,0,142825,0,0.00172,0,46294,68030,4688,59575,46294,68030,4688,59575,0,0,0,0,57946,0,0,17394,31401,1598,20901,NA,NA,NA,NA
2020-12-31,181446,38621,38621,0,181446,0,0,181446,0,0.00218,0,59391,86685,6506,74936,59391,86685,6506,74936,0,0,0,0,38621,0,0,13097,18655,1818,15361,NA,NA,NA,NA
2021-01-01,206200,24754,24754,0,206200,0,0,206200,0,0.00248,0,67140,96650,7581,87536,67140,96650,7581,87536,0,0,0,0,24754,0,0,7749,9965,1075,12600,NA,NA,NA,NA
2021-01-02,258091,51891,51891,0,258091,0,0,258091,0,0.0031,0,86402,120325,10059,108544,86402,120325,10059,108544,0,0,0,0,51891,0,0,19262,23675,2478,21008,258091,258091,0,0
2021-01-03,283081,24990,24990,0,283081,0,0,283081,0,0.0034,0,96229,131181,10989,119187,96229,131181,10989,119187,0,0,0,0,24990,0,0,9827,10856,930,10643,259526,259526,0,0
2021-01-04,331687,48606,48606,0,331687,0,0,331687,0,0.00399,0,111463,156195,13649,135098,111463,156195,13649,135098,0,0,0,0,48606,0,0,15234,25014,2660,15911,289387,289387,0,0
2021-01-05,384078,52391,52391,0,384078,0,0,384078,0,0.00462,0,127681,183662,16084,153283,127681,183661,16084,153283,0,1,0,0,52391,0,0,16218,27467,2435,18185,299199,299199,0,0
2021-01-06,442776,58698,58698,0,442776,0,0,442776,0,0.00532,0,145418,214439,19498,174363,145418,214438,19498,174363,0,1,0,0,58698,0,0,17737,30777,3414,21080,299951,299951,0,0
2021-01-07,501179,58403,58403,0,501179,0,0,501179,0,0.00603,0,163138,244819,22503,192205,163137,244818,22503,192205,1,1,0,0,58403,0,0,17720,30380,3005,17842,319733,319733,0,0
2021-01-08,561604,60425,60425,0,561604,0,0,561604,0,0.00675,0,182668,276407,25815,211968,182663,276406,25815,211968,5,1,0,0,60425,0,0,19530,31588,3312,19763,355404,355404,0,0
2021-01-09,618840,57236,57236,0,618840,0,0,618840,0,0.0074400000000000004,0,204956,301145,28134,234893,204947,301144,28134,234893,9,1,0,0,57236,0,0,22288,24738,2319,22925,360749,360749,0,0
2021-01-10,652129,33289,33289,0,652129,0,0,652129,0,0.00784,0,218186,315211,29456,246697,218175,315210,29456,246697,11,1,0,0,33289,0,0,13230,14066,1322,11804,369048,369048,0,0
2021-01-11,717801,65672,65672,0,717801,0,0,717801,0,0.00863,0,241177,346593,32401,266966,241166,346592,32401,266966,11,1,0,0,65672,0,0,22991,31382,2945,20269,386114,386114,0,0
2021-01-12,799941,82140,82140,0,799941,0,0,799941,0,0.00962,0,266712,389037,35553,291158,266701,389036,35553,291158,11,1,0,0,82140,0,0,25535,42444,3152,24192,415863,415863,0,0
2021-01-13,899018,99077,99077,0,898223,795,0,899018,0,0.01081,0,299083,441329,38975,320661,299072,441328,38975,320661,11,1,0,0,98282,795,0,32371,52292,3422,29503,456242,455447,795,0
2021-01-14,999186,100168,100054,114,993742,5444,0,999072,114,0.01201,0,325332,492589,41326,353330,325266,492584,41326,353330,66,5,0,0,95519,4649,0,26249,51260,2351,32669,498007,492563,5444,0
2021-01-15,1091869,92683,92254,429,1080974,10895,0,1091326,543,0.01312,1e-5,355075,539782,44944,381449,354896,539698,44935,381360,179,84,9,89,87232,5451,0,29743,47193,3618,28119,530265,519370,10895,0
2021-01-16,1148982,57113,56716,397,1136229,12753,0,1148042,940,0.0138,1e-5,376050,564875,46983,401324,375680,564684,46913,401033,370,191,70,291,55255,1858,0,20975,25093,2039,19875,530142,517389,12753,0
2021-01-17,1193534,44552,30942,13610,1179366,14168,0,1178984,14550,0.01418,1.7e-4,392800,584462,48706,419210,386110,579379,48041,410977,6690,5083,665,8233,43137,1415,0,16750,19587,1723,17886,541405,527237,14168,0
2021-01-18,1267762,74228,57818,16410,1251660,16102,0,1236802,30960,0.01487,3.7e-4,420050,620255,50814,439894,407697,608100,49615,424127,12353,12155,1199,15767,72294,1934,0,27250,35793,2108,20684,549961,533859,16102,0
2021-01-19,1362889,95127,67896,27231,1345264,17625,0,1304698,58191,0.01569,7e-4,452529,669162,54071,467007,430720,643983,52079,440612,21809,25179,1992,26395,93604,1523,0,32479,48907,3257,27113,562948,545323,17625,0
2021-01-20,1491648,128759,78105,50654,1472731,18917,0,1382803,108845,0.01663,0.00131,494562,731680,57969,509631,457901,681132,55080,463228,36661,50548,2889,46403,127467,1292,0,42033,62518,3898,42624,592630,574508,18122,0
2021-01-21,1587674,96026,60592,35434,1567657,20017,0,1443395,144279,0.01736,0.00173,532056,775622,62197,540663,482434,707890,58306,480828,49622,67732,3891,59835,94926,1100,0,37494,43942,4228,31032,588488,573915,14573,0
2021-01-22,1703005,115331,84042,31289,1681650,21355,0,1527437,175568,0.01837,0.00211,573279,827667,65773,583166,511098,745483,60990,508393,62181,82184,4783,74773,113993,1338,0,41223,52045,3576,42503,611136,600676,10460,0
