date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23713,23713,23713,0,23713,0,0,23713,0,2.9e-4,0,9178,7889,1285,13106,9178,7889,1285,13106,0,0,0,0,23713,0,0,9178,7889,1285,13106,NA,NA,NA,NA
2020-12-28,42450,18737,18737,0,42450,0,0,42450,0,5.1e-4,0,17083,15243,1972,21972,17083,15243,1972,21972,0,0,0,0,18737,0,0,7905,7354,687,8866,NA,NA,NA,NA
2020-12-29,85270,42820,42820,0,85270,0,0,85270,0,0.00103,0,30115,36824,3052,38801,30115,36824,3052,38801,0,0,0,0,42820,0,0,13032,21581,1080,16829,NA,NA,NA,NA
2020-12-30,143105,57835,57835,0,143105,0,0,143105,0,0.00172,0,48192,68114,4682,59539,48192,68114,4682,59539,0,0,0,0,57835,0,0,18077,31290,1630,20738,NA,NA,NA,NA
2020-12-31,181973,38868,38868,0,181973,0,0,181973,0,0.00219,0,62075,86859,6523,74914,62075,86859,6523,74914,0,0,0,0,38868,0,0,13883,18745,1841,15375,NA,NA,NA,NA
2021-01-01,206639,24666,24666,0,206639,0,0,206639,0,0.00248,0,69982,96750,7598,87499,69982,96750,7598,87499,0,0,0,0,24666,0,0,7907,9891,1075,12585,NA,NA,NA,NA
2021-01-02,258824,52185,52185,0,258824,0,0,258824,0,0.00311,0,89527,120569,10090,108573,89527,120569,10090,108573,0,0,0,0,52185,0,0,19545,23819,2492,21074,258824,258824,0,0
2021-01-03,283813,24989,24989,0,283813,0,0,283813,0,0.00341,0,99506,131421,11024,119143,99506,131421,11024,119143,0,0,0,0,24989,0,0,9979,10852,934,10570,260100,260100,0,0
2021-01-04,332520,48707,48707,0,332520,0,0,332520,0,0.004,0,115220,156442,13690,134997,115220,156442,13690,134997,0,0,0,0,48707,0,0,15714,25021,2666,15854,290070,290070,0,0
2021-01-05,384911,52391,52391,0,384911,0,0,384911,0,0.00463,0,132144,183667,16175,153140,132144,183666,16175,153140,0,1,0,0,52391,0,0,16924,27225,2485,18143,299641,299641,0,0
2021-01-06,444272,59361,59361,0,444272,0,0,444272,0,0.00534,0,151115,214532,19639,174403,151115,214531,19639,174403,0,1,0,0,59361,0,0,18971,30865,3464,21263,301167,301167,0,0
2021-01-07,502686,58414,58414,0,502686,0,0,502686,0,0.00604,0,169947,244688,22741,192069,169947,244687,22741,192069,0,1,0,0,58414,0,0,18832,30156,3102,17666,320713,320713,0,0
2021-01-08,563542,60856,60856,0,563542,0,0,563542,0,0.00678,0,190297,276455,26070,211968,190293,276454,26070,211968,4,1,0,0,60856,0,0,20350,31767,3329,19899,356903,356903,0,0
2021-01-09,620527,56985,56985,0,620527,0,0,620527,0,0.00746,0,213519,301012,28429,234658,213511,301011,28429,234658,8,1,0,0,56985,0,0,23222,24557,2359,22690,361703,361703,0,0
2021-01-10,653983,33456,33456,0,653983,0,0,653983,0,0.00786,0,227355,315184,29708,246536,227345,315183,29708,246536,10,1,0,0,33456,0,0,13836,14172,1279,11878,370170,370170,0,0
2021-01-11,719956,65973,65973,0,719956,0,0,719956,0,0.00866,0,251076,346727,32684,266802,251066,346726,32684,266802,10,1,0,0,65973,0,0,23721,31543,2976,20266,387436,387436,0,0
2021-01-12,801778,81822,81822,0,801778,0,0,801778,0,0.00964,0,278017,388631,35879,291101,278007,388630,35879,291101,10,1,0,0,81822,0,0,26941,41904,3195,24299,416867,416867,0,0
2021-01-13,901062,99284,99284,0,900263,799,0,901062,0,0.01083,0,312044,440886,39369,320781,312034,440885,39369,320781,10,1,0,0,98485,799,0,34027,52255,3490,29680,456790,455991,799,0
2021-01-14,1001077,100015,99901,114,995695,5382,0,1000963,114,0.01204,0,339591,492068,41697,353541,339526,492063,41697,353541,65,5,0,0,95432,4583,0,27547,51182,2328,32760,498391,493009,5382,0
2021-01-15,1093833,92756,92325,431,1083004,10829,0,1093288,545,0.01315,1e-5,370550,539266,45349,381651,370372,539179,45340,381562,178,87,9,89,87309,5447,0,30959,47198,3652,28110,530291,519462,10829,0
2021-01-16,1150988,57155,56755,400,1138387,12601,0,1150043,945,0.01383,1e-5,392602,564158,47467,401485,392233,563963,47397,401192,369,195,70,293,55383,1772,0,22052,24892,2118,19834,530461,517860,12601,0
2021-01-17,1195374,44386,30692,13694,1181469,13905,0,1180735,14639,0.0142,1.8e-4,410266,583505,49224,419379,403221,578368,48556,411078,7045,5137,668,8301,43082,1304,0,17664,19347,1757,17894,541391,527486,13905,0
2021-01-18,1269848,74474,58103,16371,1253917,15931,0,1238838,31010,0.0149,3.7e-4,438515,619708,51347,439800,425440,607496,50143,424071,13075,12212,1204,15729,72448,2026,0,28249,36203,2123,20421,549892,533961,15931,0
2021-01-19,1365767,95919,68702,27217,1348281,17486,0,1307540,58227,0.01572,7e-4,472254,669456,54632,466800,449353,644259,52631,440456,22901,25197,2001,26344,94364,1555,0,33739,49748,3285,27000,563989,546503,17486,0
2021-01-20,1495016,129249,78614,50635,1476232,18784,0,1386154,108862,0.01667,0.00131,515299,732176,58563,509572,477165,681645,55661,463228,38134,50531,2902,46344,127951,1298,0,43045,62720,3931,42772,593954,575969,17985,0
2021-01-21,1591538,96522,61094,35428,1571652,19886,0,1447248,144290,0.0174,0.00173,553984,776377,62838,540711,502623,708672,58926,480959,51361,67705,3912,59752,95420,1102,0,38685,44201,4275,31139,590461,575957,14504,0
2021-01-22,1707405,115867,84473,31394,1686179,21226,0,1531721,175684,0.01842,0.00211,596562,828817,66426,583303,532549,746569,61621,508606,64013,82248,4805,74697,114527,1340,0,42578,52440,3588,42592,613572,603175,10397,0
2021-01-23,1800721,93316,49318,43998,1779112,21609,0,1581039,219682,0.01901,0.00264,632135,869965,69700,614667,552243,766717,62815,522404,79892,103248,6885,92263,92933,383,0,35573,41148,3274,31364,649733,640725,9008,0
2021-01-24,1866843,66122,38031,28091,1844990,21853,0,1619070,247773,0.01947,0.00298,655437,897142,70614,638633,566337,781770,63160,534095,89100,115372,7454,104538,65878,244,0,23302,27177,914,23966,671469,663521,7948,0
2021-01-25,1964748,97905,58212,39693,1941425,23323,0,1677282,287466,0.02017,0.00346,695572,940209,74039,664437,594535,804012,64814,546959,101037,136197,9225,117478,96435,1470,0,40135,43067,3425,25804,694900,687508,7392,0
2021-01-26,2067552,102804,53454,49350,2042641,24911,0,1730736,336816,0.02081,0.00405,734439,988135,77793,692341,619894,824762,66153,559180,114545,163373,11640,133161,101216,1588,0,38867,47926,3754,27904,701785,694360,7425,0
2021-01-27,2180745,113193,53806,59387,2153923,26822,0,1784542,396203,0.02146,0.00476,775290,1042438,82950,724004,643464,846958,67992,571125,131826,195480,14958,152879,111282,1911,0,40851,54303,5157,31663,685729,677691,8038,0
2021-01-28,2280945,100200,51739,48461,2247640,33305,0,1836281,444664,0.02208,0.00535,812619,1090830,87101,750334,665466,869914,69520,583007,147153,220916,17581,167327,93717,6483,0,37329,48392,4151,26330,689407,675988,13419,0
2021-01-29,2390885,109940,55976,53964,2356175,34710,0,1892257,498628,0.02275,0.006,853556,1142572,92402,778488,687831,894019,71746,593967,165725,248553,20656,184521,108535,1405,0,40937,51742,5301,28154,683480,669996,13484,0
2021-01-30,2478892,88007,39452,48555,2443309,35583,0,1931709,547183,0.02323,0.00658,887796,1183085,96088,804165,704250,912185,73147,601842,183546,270900,22941,202323,87134,873,0,34240,40513,3686,25677,678171,664197,13974,0
2021-01-31,2541656,62764,31321,31443,2505731,35925,0,1963030,578626,0.0236,0.00696,911920,1211480,98142,819894,718076,926414,74318,607623,193844,285066,23824,212271,62422,342,0,24124,28395,2054,15729,674813,660741,14072,0
2021-02-01,2657943,116287,50560,65727,2620441,37502,0,2013590,644353,0.02421,0.00775,953161,1269618,101699,848965,738155,951664,76135,617526,215006,317954,25564,231439,114710,1577,0,41241,58138,3557,29071,693195,679016,14179,0
2021-02-02,2786138,128195,58457,69738,2746608,39530,0,2072047,714091,0.02491,0.00859,994983,1336906,106646,881193,756963,985126,78657,627236,238020,351780,27989,253957,126167,2028,0,41822,67288,4947,32228,718586,703967,14619,0
2021-02-03,2929808,143670,58345,85325,2884784,45024,0,2130392,799416,0.02562,0.00961,1048689,1406233,112114,919226,779649,1013187,80801,638277,269040,393046,31313,280949,138176,5494,0,53706,69327,5468,38033,749063,730861,18202,0
2021-02-04,3066556,136748,63761,72987,3016468,50088,0,2194153,872403,0.02638,0.01049,1095603,1476478,116657,951998,801278,1049009,83027,647629,294325,427469,33630,304369,131684,5064,0,46914,70245,4543,32772,785611,768828,16783,0
2021-02-05,3201156,134600,60524,74076,3146826,54330,0,2254677,946479,0.02711,0.01138,1146496,1542144,121681,984172,825230,1079395,84534,657423,321266,462749,37147,326749,130358,4242,0,50893,65666,5024,32174,810271,790651,19620,0
2021-02-06,3306035,104879,49336,55543,3248304,57731,0,2304013,1002022,0.0277,0.01205,1184174,1594012,126205,1011394,843665,1104831,86395,666541,340509,489181,39810,344853,101478,3401,0,37678,51868,4524,27222,827143,804995,22148,0
