date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24471,0,0,0,0,0,0,0,24471,0,0,0,151125,0,0,0
2020-12-28,18341,0,0,0,521625,0,0,0,42812,0,0,0,672750,0,0,0
2020-12-29,49468,0,0,0,0,0,0,0,92280,0,0,0,672750,0,0,0
2020-12-30,62458,0,0,0,653250,0,0,0,154738,0,0,0,1326000,0,0,0
2020-12-31,50045,0,0,0,0,0,0,0,204783,0,0,0,1326000,0,0,0
2021-01-01,19272,0,1,0,0,0,0,0,224055,0,1,0,1326000,0,0,0
2021-01-02,53098,0,0,0,0,0,0,0,277153,0,1,0,1326000,0,0,0
2021-01-03,24209,0,0,0,0,0,0,0,301362,0,1,0,1326000,0,0,0
2021-01-04,48390,0,0,0,0,0,0,0,349752,0,1,0,1326000,0,0,0
2021-01-05,54060,1,0,0,0,0,0,0,403812,1,1,0,1326000,0,0,0
2021-01-06,62850,6,2,0,0,0,0,0,466662,7,3,0,1326000,0,0,0
2021-01-07,55857,4,0,0,0,0,0,0,522519,11,3,0,1326000,0,0,0
2021-01-08,63439,48,0,0,687375,0,0,0,585958,59,3,0,2013375,0,0,0
2021-01-09,61366,0,0,0,0,0,0,0,647324,59,3,0,2013375,0,0,0
2021-01-10,35271,0,0,0,0,0,0,0,682595,59,3,0,2013375,0,0,0
2021-01-11,67443,1,0,0,0,0,0,0,750038,60,3,0,2013375,0,0,0
2021-01-12,82778,5,2,0,0,63600,0,0,832816,65,5,0,2013375,63600,0,0
2021-01-13,110779,797,0,0,0,0,0,0,943595,862,5,0,2013375,63600,0,0
2021-01-14,78084,4628,0,0,0,0,0,0,1021679,5490,5,0,2013375,63600,0,0
2021-01-15,85952,5438,19,0,0,0,0,0,1107631,10928,24,0,2013375,63600,0,0
2021-01-16,55686,1772,0,0,0,0,0,0,1163317,12700,24,0,2013375,63600,0,0
2021-01-17,47154,1305,1,0,0,0,0,0,1210471,14005,25,0,2013375,63600,0,0
2021-01-18,78231,4034,1,0,0,0,0,0,1288702,18039,26,0,2013375,63600,0,0
2021-01-19,111669,3468,50,0,842400,0,0,0,1400371,21507,76,0,2855775,63600,0,0
2021-01-20,129354,2750,4,0,0,0,0,0,1529725,24257,80,0,2855775,63600,0,0
2021-01-21,102236,2712,0,0,0,0,0,0,1631961,26969,80,0,2855775,63600,0,0
2021-01-22,100229,2043,12,0,0,0,0,0,1732190,29012,92,0,2855775,63600,0,0
