date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23556,0,0,151125,0,0,23556,0,0,151125,0,0
2020-12-28,18746,0,0,521625,0,0,42302,0,0,672750,0,0
2020-12-29,42580,0,0,0,0,0,84882,0,0,672750,0,0
2020-12-30,57944,0,0,653250,0,0,142826,0,0,1326000,0,0
2020-12-31,38520,0,0,0,0,0,181346,0,0,1326000,0,0
2021-01-01,24755,0,0,0,0,0,206101,0,0,1326000,0,0
2021-01-02,51845,0,0,0,0,0,257946,0,0,1326000,0,0
2021-01-03,24990,0,0,0,0,0,282936,0,0,1326000,0,0
2021-01-04,48608,0,0,0,0,0,331544,0,0,1326000,0,0
2021-01-05,52387,0,0,0,0,0,383931,0,0,1326000,0,0
2021-01-06,58682,0,0,0,0,0,442613,0,0,1326000,0,0
2021-01-07,58402,0,0,0,0,0,501015,0,0,1326000,0,0
2021-01-08,60397,0,0,687375,0,0,561412,0,0,2013375,0,0
2021-01-09,57199,0,0,0,0,0,618611,0,0,2013375,0,0
2021-01-10,33293,0,0,0,0,0,651904,0,0,2013375,0,0
2021-01-11,65597,0,0,0,0,0,717501,0,0,2013375,0,0
2021-01-12,82008,0,0,0,63600,0,799509,0,0,2013375,63600,0
2021-01-13,98204,795,0,0,0,0,897713,795,0,2013375,63600,0
2021-01-14,95462,4649,0,0,0,0,993175,5444,0,2013375,63600,0
2021-01-15,87291,5451,0,0,0,0,1080466,10895,0,2013375,63600,0
2021-01-16,55264,1858,0,0,0,0,1135730,12753,0,2013375,63600,0
2021-01-17,43140,1415,0,0,0,0,1178870,14168,0,2013375,63600,0
2021-01-18,72301,1934,0,0,0,0,1251171,16102,0,2013375,63600,0
2021-01-19,93199,1523,0,842400,0,0,1344370,17625,0,2855775,63600,0
2021-01-20,127192,1292,0,0,0,0,1471562,18917,0,2855775,63600,0
2021-01-21,94095,1100,0,0,0,0,1565657,20017,0,2855775,63600,0
2021-01-22,113215,1338,0,0,0,0,1678872,21355,0,2855775,63600,0
2021-01-23,91672,383,0,0,0,0,1770544,21738,0,2855775,63600,0
2021-01-24,65858,244,0,0,0,0,1836402,21982,0,2855775,63600,0
2021-01-25,95801,1474,0,0,0,0,1932203,23456,0,2855775,63600,0
2021-01-26,101076,1589,0,489060,0,0,2033279,25045,0,3344835,63600,0
2021-01-27,110865,1911,0,0,0,0,2144144,26956,0,3344835,63600,0
2021-01-28,93803,6483,0,0,0,0,2237947,33439,0,3344835,63600,0
2021-01-29,108270,1403,0,0,0,0,2346217,34842,0,3344835,63600,0
2021-01-30,85091,805,0,0,0,0,2431308,35647,0,3344835,63600,0
2021-01-31,62220,342,0,0,90000,0,2493528,35989,0,3344835,153600,0
2021-02-01,112887,1577,0,747630,0,0,2606415,37566,0,4092465,153600,0
2021-02-02,124220,2029,0,0,0,0,2730635,39595,0,4092465,153600,0
2021-02-03,135381,5453,0,0,0,0,2866016,45048,0,4092465,153600,0
2021-02-04,129317,5025,0,0,0,0,2995333,50073,0,4092465,153600,0
2021-02-05,127079,4069,0,0,0,0,3122412,54142,0,4092465,153600,0
2021-02-06,100218,3401,0,0,0,345600,3222630,57543,0,4092465,153600,345600
2021-02-07,55914,3459,0,0,0,0,3278544,61002,0,4092465,153600,345600
2021-02-08,103407,3957,16,0,0,0,3381951,64959,16,4092465,153600,345600
2021-02-09,120981,3269,191,747630,0,0,3502932,68228,207,4840095,153600,345600
2021-02-10,136474,4930,7505,0,0,0,3639406,73158,7712,4840095,153600,345600
2021-02-11,123855,5951,13734,0,0,0,3763261,79109,21446,4840095,153600,345600
2021-02-12,134339,9537,13730,0,0,391200,3897600,88646,35176,4840095,153600,736800
2021-02-13,94140,3372,12312,0,0,0,3991740,92018,47488,4840095,153600,736800
2021-02-14,56935,2853,6979,0,0,0,4048675,94871,54467,4840095,153600,736800
2021-02-15,108309,3321,15033,0,182400,0,4156984,98192,69500,4840095,336000,736800
2021-02-16,108017,4509,23534,900900,0,0,4265001,102701,93034,5740995,336000,736800
2021-02-17,122468,6845,19060,0,0,0,4387469,109546,112094,5740995,336000,736800
2021-02-18,113829,7065,23246,0,0,0,4501298,116611,135340,5740995,336000,736800
2021-02-19,118678,7909,22726,0,0,715200,4619976,124520,158066,5740995,336000,1452000
2021-02-20,85946,5459,20688,0,0,0,4705922,129979,178754,5740995,336000,1452000
2021-02-21,65930,4220,15485,0,0,0,4771852,134199,194239,5740995,336000,1452000
2021-02-22,118055,7323,25079,0,0,0,4889907,141522,219318,5740995,336000,1452000
2021-02-23,125408,6258,25043,924300,0,0,5015315,147780,244361,6665295,336000,1452000
2021-02-24,129954,7511,32511,0,0,0,5145269,155291,276872,6665295,336000,1452000
2021-02-25,120301,6034,42548,0,0,0,5265570,161325,319420,6665295,336000,1452000
2021-02-26,113133,6864,44225,0,0,0,5378703,168189,363645,6665295,336000,1452000
