date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,21257,21257,21257,0,21257,0,0,21257,0,2.6e-4,0,8902,7462,1446,10868,8902,7462,1446,10868,0,0,0,0,21257,0,0,8902,7462,1446,10868,NA,NA,NA,NA
2020-12-28,40011,18754,18754,0,40011,0,0,40011,0,4.8e-4,0,16700,14856,2132,19712,16700,14856,2132,19712,0,0,0,0,18754,0,0,7798,7394,686,8844,NA,NA,NA,NA
2020-12-29,83679,43668,43668,0,83679,0,0,83679,0,0.00101,0,29898,37758,3229,36080,29898,37758,3229,36080,0,0,0,0,43668,0,0,13198,22902,1097,16368,NA,NA,NA,NA
2020-12-30,143299,59620,59620,0,143299,0,0,143299,0,0.00172,0,48155,69921,4831,57848,48155,69921,4831,57848,0,0,0,0,59620,0,0,18257,32163,1602,21768,NA,NA,NA,NA
2020-12-31,185416,42117,42117,0,185416,0,0,185416,0,0.00223,0,61976,90096,6660,75159,61976,90096,6660,75159,0,0,0,0,42117,0,0,13821,20175,1829,17311,NA,NA,NA,NA
2021-01-01,204567,19151,19151,0,204567,0,0,204567,0,0.00246,0,69983,98773,7738,83437,69983,98773,7738,83437,0,0,0,0,19151,0,0,8007,8677,1078,8278,NA,NA,NA,NA
2021-01-02,256710,52143,52143,0,256710,0,0,256710,0,0.00309,0,91009,122950,10244,104099,91009,122950,10244,104099,0,0,0,0,52143,0,0,21026,24177,2506,20662,256710,256710,0,0
2021-01-03,280782,24072,24072,0,280782,0,0,280782,0,0.00338,0,101166,133441,11174,114121,101166,133441,11174,114121,0,0,0,0,24072,0,0,10157,10491,930,10022,259525,259525,0,0
2021-01-04,328938,48156,48156,0,328938,0,0,328938,0,0.00396,0,117327,158098,13833,129834,117327,158098,13833,129834,0,0,0,0,48156,0,0,16161,24657,2659,15713,288927,288927,0,0
2021-01-05,382701,53763,53763,0,382701,0,0,382701,0,0.0046,0,134595,186170,16321,148676,134595,186169,16321,148676,0,1,0,0,53763,0,0,17268,28072,2488,18842,299022,299022,0,0
2021-01-06,445157,62456,62456,0,445157,0,0,445157,0,0.00535,0,154132,218583,19744,171642,154132,218582,19744,171642,0,1,0,0,62456,0,0,19537,32413,3423,22966,301858,301858,0,0
2021-01-07,501055,55898,55898,0,501055,0,0,501055,0,0.00602,0,172294,247920,22763,188017,172293,247919,22763,188017,1,1,0,0,55898,0,0,18162,29337,3019,16375,315639,315639,0,0
2021-01-08,563847,62792,62792,0,563847,0,0,563847,0,0.00678,0,192646,280557,26164,208948,192641,280556,26164,208948,5,1,0,0,62792,0,0,20352,32637,3401,20931,359280,359280,0,0
2021-01-09,624808,60961,60961,0,624808,0,0,624808,0,0.00751,0,216242,306656,28797,234154,216233,306655,28797,234154,9,1,0,0,60961,0,0,23596,26099,2633,25206,368098,368098,0,0
2021-01-10,658907,34099,34099,0,658907,0,0,658907,0,0.00792,0,230155,320878,30157,246619,230144,320877,30157,246619,11,1,0,0,34099,0,0,13913,14222,1360,12465,378125,378125,0,0
2021-01-11,724049,65142,65142,0,724049,0,0,724049,0,0.00871,0,253505,351689,33344,266668,253494,351688,33344,266668,11,1,0,0,65142,0,0,23350,30811,3187,20049,395111,395111,0,0
2021-01-12,806482,82433,82433,0,806482,0,0,806482,0,0.0097,0,279544,393964,36511,291275,279533,393963,36511,291275,11,1,0,0,82433,0,0,26039,42275,3167,24607,423781,423781,0,0
2021-01-13,915552,109070,109070,0,914757,795,0,915552,0,0.01101,0,314647,450615,40389,326204,314636,450614,40389,326204,11,1,0,0,108275,795,0,35103,56651,3878,34929,470395,469600,795,0
2021-01-14,997854,82302,82188,114,992411,5443,0,997740,114,0.012,0,341740,492746,42722,350304,341674,492741,42722,350304,66,5,0,0,77654,4648,0,27093,42131,2333,24100,496799,491356,5443,0
2021-01-15,1086979,89125,88529,596,1076085,10894,0,1086269,710,0.01306,1e-5,372769,537024,46552,377635,372556,536849,46543,377471,213,175,9,164,83674,5451,0,31029,44278,3830,27331,523132,512238,10894,0
2021-01-16,1143725,56746,56243,503,1130973,12752,0,1142512,1213,0.01374,1e-5,394434,561984,48605,397214,393992,561648,48535,396798,442,336,70,416,54888,1858,0,21665,24960,2053,19579,518917,506165,12752,0
2021-01-17,1188959,45234,29502,15732,1174791,14167,1,1172014,16945,0.01409,2e-4,412418,581401,50585,415858,405104,575257,49753,406308,7314,6144,832,9550,43818,1415,1,17984,19417,1980,18644,530052,515884,14167,1
2021-01-18,1268479,79520,64515,15005,1251038,17440,1,1236529,31950,0.01487,3.8e-4,440051,623133,52834,435724,426897,610643,51468,419382,13154,12490,1366,16342,76247,3273,0,27633,41732,2249,19866,544430,526989,17440,1
2021-01-19,1377122,108643,78061,30582,1356870,20250,2,1314590,62532,0.01581,7.5e-4,474017,682936,56248,465508,450598,655937,54048,436704,23419,26999,2200,28804,105832,2810,1,33966,59803,3414,29784,570640,550388,20250,2
2021-01-20,1503351,126229,77746,48483,1480531,22818,2,1392336,111015,0.01674,0.00133,517909,745341,60372,505592,478538,694651,57121,457317,39371,50690,3251,48275,123661,2568,0,43892,62405,4124,40084,587799,565774,22023,2
2021-01-21,1603872,100521,62783,37738,1578667,25203,2,1455119,148753,0.0175,0.00179,556638,792293,64798,537834,503533,723228,60492,475061,53105,69065,4306,62773,98136,2385,0,38729,46952,4426,32242,606018,586256,19760,2
2021-01-22,1703862,99990,66697,33293,1676666,27192,4,1521816,182046,0.0183,0.00219,598393,836713,68392,571727,532520,752191,63191,493897,65873,84522,5201,77830,97999,1989,2,41755,44420,3594,33893,616883,600581,16298,4
2021-01-23,1788028,84166,40133,44033,1760449,27575,4,1561949,226079,0.01878,0.00272,633507,873285,71748,598524,551055,767910,64389,502995,82452,105375,7359,95529,83783,383,0,35114,36572,3356,26797,644303,629476,14823,4
2021-01-24,1837371,49343,25607,23736,1809548,27819,4,1587556,249815,0.01909,0.003,656469,892488,72639,613701,564430,776889,64711,508356,92039,115599,7928,105345,49099,244,0,22962,19203,891,15177,648412,634757,13652,3
2021-01-25,1933447,96076,58105,37971,1904017,29426,4,1645661,287786,0.01979,0.00346,696365,934538,76127,638604,592153,799207,66419,520979,104212,135331,9708,117625,94469,1607,0,39896,42050,3488,24903,664968,652979,11986,3
2021-01-26,2032343,98896,50430,48466,2001266,31073,4,1696091,336252,0.02039,0.00404,735378,980652,79842,664399,616947,818492,67739,531662,118431,162160,12103,132737,97249,1647,0,39013,46114,3715,25795,655221,644396,10823,2
2021-01-27,2142829,110486,51791,58695,2109841,32984,4,1747882,394947,0.02102,0.00475,777077,1033335,84922,695226,640273,839480,69539,542899,136804,193855,15383,152327,108575,1911,0,41699,52683,5080,30827,639478,629310,10166,2
2021-01-28,2233864,91035,44823,46212,2199258,34602,4,1792705,441159,0.02156,0.0053,814015,1074749,89079,719470,661968,856278,71082,554035,152047,218471,17997,165435,89417,1618,0,36938,41414,4157,24244,629992,620591,9399,2
2021-01-29,2339854,105990,50989,55001,2303844,36006,4,1843694,496160,0.02217,0.00597,855316,1121824,94459,748261,683981,875385,73292,565008,171335,246439,21167,183253,104586,1404,0,41301,47075,5380,28791,635992,627178,8814,0
2021-01-30,2423277,83423,34702,48721,2386393,36880,4,1878396,544881,0.02259,0.00655,889679,1157300,98288,774441,700209,888775,74695,572903,189470,268525,23593,201538,82549,874,0,34363,35476,3829,26180,635249,625944,9305,0
2021-01-31,2478302,55025,26030,28995,2441076,37222,4,1904426,573876,0.0229,0.0069,913836,1178540,100356,789606,713879,897443,75853,578995,199957,281097,24503,210611,54683,342,0,24157,21240,2068,15165,640931,631528,9403,0
2021-02-01,2595885,117583,56983,60600,2556449,39432,4,1961409,634476,0.02358,0.00763,955857,1240523,104055,816043,734231,929532,77711,588434,221626,310991,26344,227609,115373,2210,0,42021,61983,3699,26437,662438,652432,10006,0
2021-02-02,2721491,125606,61006,64600,2679341,42146,4,2022415,699076,0.02432,0.00841,997842,1308335,109128,845202,753176,966181,80241,597537,244666,342154,28887,247665,122892,2714,0,41985,67812,5073,29159,689148,678075,11073,0
2021-02-03,2871112,149621,62262,87359,2823053,48055,4,2084677,786435,0.02507,0.00946,1052513,1382195,114841,884573,776155,998004,82426,608776,276358,384191,32415,275797,143712,5909,0,54671,73860,5713,39371,728283,713212,15071,0
2021-02-04,2995716,124604,57755,66849,2942378,53334,4,2142432,853284,0.02576,0.01026,1099070,1443717,119376,914027,797554,1028368,84650,617737,301516,415349,34726,296290,119325,5279,0,46557,61522,4535,29454,761852,743120,18732,0
2021-02-05,3128264,132548,62099,70449,3069249,59010,5,2204531,923733,0.02651,0.01111,1150360,1508864,124583,944702,821735,1060059,86217,627746,328625,448805,38366,316956,126871,5676,1,51290,65147,5207,30675,788410,765405,23004,1
2021-02-06,3220313,92049,43460,48589,3158832,61476,5,2247991,972322,0.02703,0.01169,1186907,1552111,129108,968243,839548,1080455,88081,636539,347359,471656,41027,331704,89583,2466,0,36547,43247,4525,23541,797036,772439,24596,1
