date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-26,0,0,0,151125,0,0,0,0,0,151125,0,0
2020-12-27,24296,0,0,0,0,0,24296,0,0,151125,0,0
2020-12-28,18384,0,0,521625,0,0,42680,0,0,672750,0,0
2020-12-29,48707,0,0,0,0,0,91387,0,0,672750,0,0
2020-12-30,61494,0,0,653250,0,0,152881,0,0,1326000,0,0
2020-12-31,49358,0,0,0,0,0,202239,0,0,1326000,0,0
2021-01-01,19272,0,1,0,0,0,221511,0,1,1326000,0,0
2021-01-02,52641,0,0,0,0,0,274152,0,1,1326000,0,0
2021-01-03,24308,0,0,0,0,0,298460,0,1,1326000,0,0
2021-01-04,48350,0,0,0,0,0,346810,0,1,1326000,0,0
2021-01-05,53359,1,0,0,0,0,400169,1,1,1326000,0,0
2021-01-06,62991,1,2,0,0,0,463160,2,3,1326000,0,0
2021-01-07,56201,0,0,0,0,0,519361,2,3,1326000,0,0
2021-01-08,63378,45,0,687375,0,0,582739,47,3,2013375,0,0
2021-01-09,61230,0,0,0,0,0,643969,47,3,2013375,0,0
2021-01-10,35139,0,0,0,0,0,679108,47,3,2013375,0,0
2021-01-11,66446,1,0,0,0,0,745554,48,3,2013375,0,0
2021-01-12,82924,0,2,0,63600,0,828478,48,5,2013375,63600,0
2021-01-13,110460,797,0,0,0,0,938938,845,5,2013375,63600,0
2021-01-14,78451,4584,0,0,0,0,1017389,5429,5,2013375,63600,0
2021-01-15,84663,5437,19,0,0,0,1102052,10866,24,2013375,63600,0
2021-01-16,55572,1772,0,0,0,0,1157624,12638,24,2013375,63600,0
2021-01-17,46203,1305,1,0,0,0,1203827,13943,25,2013375,63600,0
2021-01-18,78219,3568,1,0,0,0,1282046,17511,26,2013375,63600,0
2021-01-19,110194,2989,50,842400,0,0,1392240,20500,76,2855775,63600,0
2021-01-20,128469,2730,4,0,0,0,1520709,23230,80,2855775,63600,0
2021-01-21,101350,2589,0,0,0,0,1622059,25819,80,2855775,63600,0
2021-01-22,99769,2000,12,0,0,0,1721828,27819,92,2855775,63600,0
2021-01-23,84981,383,1,0,0,0,1806809,28202,93,2855775,63600,0
2021-01-24,48905,244,4,0,0,0,1855714,28446,97,2855775,63600,0
2021-01-25,94149,1722,2,0,0,0,1949863,30168,99,2855775,63600,0
2021-01-26,97367,1654,6,489060,0,0,2047230,31822,105,3344835,63600,0
2021-01-27,108974,1926,8,0,0,0,2156204,33748,113,3344835,63600,0
2021-01-28,89616,1635,1,0,0,0,2245820,35383,114,3344835,63600,0
2021-01-29,106984,1405,68,0,0,0,2352804,36788,182,3344835,63600,0
2021-01-30,85465,874,1,0,0,0,2438269,37662,183,3344835,63600,0
2021-01-31,57058,365,0,0,90000,0,2495327,38027,183,3344835,153600,0
2021-02-01,118841,2211,57,0,0,0,2614168,40238,240,3344835,153600,0
2021-02-02,127412,2870,14,747630,0,0,2741580,43108,254,4092465,153600,0
2021-02-03,151660,5949,20,0,0,0,2893240,49057,274,4092465,153600,0
2021-02-04,125445,5453,6,0,0,0,3018685,54510,280,4092465,153600,0
2021-02-05,136780,5880,7,0,0,0,3155465,60390,287,4092465,153600,0
2021-02-06,96604,2466,1,0,0,345600,3252069,62856,288,4092465,153600,345600
2021-02-07,51186,2349,2,0,0,0,3303255,65205,290,4092465,153600,345600
2021-02-08,105975,3859,18,0,0,0,3409230,69064,308,4092465,153600,345600
2021-02-09,128403,3882,108,747630,0,0,3537633,72946,416,4840095,153600,345600
2021-02-10,138091,3591,7022,0,0,0,3675724,76537,7438,4840095,153600,345600
2021-02-11,119407,6950,15428,0,0,0,3795131,83487,22866,4840095,153600,345600
2021-02-12,132333,9494,14077,0,0,391200,3927464,92981,36943,4840095,153600,736800
2021-02-13,92046,3035,12579,0,0,0,4019510,96016,49522,4840095,153600,736800
2021-02-14,55103,2401,7291,0,0,0,4074613,98417,56813,4840095,153600,736800
2021-02-15,107192,4397,14739,0,182400,0,4181805,102814,71552,4840095,336000,736800
2021-02-16,105664,5235,23427,904410,0,0,4287469,108049,94979,5744505,336000,736800
