date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,dosen_biontech_erst_kumulativ,dosen_biontech_zweit_kumulativ,dosen_moderna_erst_kumulativ,dosen_moderna_zweit_kumulativ,dosen_astrazeneca_erst_kumulativ,dosen_astrazeneca_zweit_kumulativ,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-04-02,14716848,229636,158021,71615,10857420,779599,3079829,10325509,4391339,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,14629011,87837,0,6654990,4202430,593012,186587,3077507,2322,181239,16521,31876,0,130903,47945,36996,2356,228112,1524,2011562,1337636,184254,489672,0
2021-04-03,14948568,231720,165687,66033,11030827,796682,3121059,10491196,4457372,0.126,0.054,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,14859332,89236,0,6767750,4263077,604741,191941,3118705,2354,173407,17083,41230,0,131689,44109,37344,3126,230321,1399,1956626,1359165,173983,423478,0
2021-04-04,15144638,196070,142486,53584,11166139,807794,3170705,10633682,4510956,0.128,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,15055266,89372,0,6853720,4312419,611655,196139,3168307,2398,135312,11112,49646,0,110905,33032,29264,1137,195934,136,1955917,1376841,166570,412506,0
2021-04-05,15394085,249447,176021,73426,11334246,825709,3234130,10809703,4584382,0.13,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,15303403,90682,0,6953719,4380527,624291,201418,3231693,2437,168107,17915,63425,0,146270,38351,33528,2199,248137,1310,1897299,1357473,158735,381091,0
2021-04-06,15771991,377906,278817,99089,11591873,858895,3321223,11088520,4683471,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15644682,127309,0,7121079,4470794,648740,210155,3318701,2522,257627,33186,87093,0,188890,56620,43111,5556,341279,36627,1947907,1399987,165838,382082,0
2021-04-07,16448964,676973,579879,97094,12133451,894673,3420840,11668399,4780565,0.14,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16015991,432973,0,7573860,4559591,676314,218359,3418225,2615,541578,35778,99617,0,0,0,0,0,371309,305664,2284343,1692716,163577,428050,0
2021-04-08,17181293,732329,642606,89723,12706520,929916,3544857,12311005,4870288,0.148,0.059,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16423442,757851,0,8066336,4640184,702499,227417,3542170,2687,573069,35243,124017,0,0,0,0,0,407451,324878,2694081,2030339,166838,496904,0
2021-04-09,17803531,622238,533929,88309,13192995,965478,3645058,12844934,4958597,0.154,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16806177,997354,0,8475678,4717317,726982,238496,3642274,2784,486475,35562,100201,0,0,0,0,0,382735,239503,3086683,2335575,185879,565229,0
2021-04-10,18171929,368398,302921,65477,13438679,988671,3744579,13147855,5024074,0.158,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17141529,1030400,0,8663485,4775194,742648,246023,3741722,2857,245684,23193,99521,0,0,0,0,0,335352,33046,3223361,2407852,191989,623520,0
2021-04-11,18432488,260559,210460,50099,13606484,1006708,3819296,13358315,5074173,0.161,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17397009,1035479,0,8784959,4821525,756967,249741,3816389,2907,167805,18037,74717,0,0,0,0,0,255480,5079,3287850,2440345,198914,648591,0
2021-04-12,18847502,415014,338267,76747,13884777,1035320,3927405,13696582,5150920,0.165,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17763516,1083986,0,8995145,4889632,777009,258311,3924428,2977,278293,28612,108109,0,0,0,0,0,366507,48507,3453417,2550531,209611,693275,0
2021-04-13,19417739,570237,497132,73105,14313045,1061965,4042729,14193714,5224025,0.171,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18137623,1280116,0,9355851,4957194,798304,263661,4039559,3170,428268,26645,115324,0,0,0,0,0,374107,196130,3645748,2721172,203070,721506,0
2021-04-14,20190406,772667,689816,82851,14929333,1095216,4165857,14883530,5306876,0.179,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18536493,1653913,0,9898276,5031057,823057,272159,4162197,3660,616288,33251,123128,0,0,0,0,0,398870,373797,3741442,2795882,200543,745017,0
2021-04-15,20867944,677538,608109,69429,15460621,1131530,4275793,15491639,5376305,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18918402,1949542,0,10369490,5091131,850624,280906,4271525,4268,531288,36314,109936,0,0,0,0,0,381909,295629,3686651,2754101,201614,730936,0
2021-04-16,21459834,591890,517194,74696,15896835,1162645,4400354,16008833,5451001,0.192,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19315453,2144381,0,10740537,5156298,872885,289760,4395411,4943,436214,31115,124561,0,0,0,0,0,397051,194839,3656303,2703840,197167,755296,0
2021-04-17,21820773,360939,305439,55500,16119449,1184603,4516721,16314272,5506501,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19654588,2166185,0,10916003,5203446,887873,296730,4510396,6325,222614,21958,116367,0,0,0,0,0,339135,21804,3648844,2680770,195932,772142,0
2021-04-18,22086374,265601,226859,38742,16290507,1198821,4597046,16541131,5545243,0.199,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19915578,2170796,0,11053030,5237477,898427,300394,4589674,7372,171058,14218,80325,0,0,0,0,0,260990,4611,3653886,2684023,192113,777750,0
2021-04-19,22484245,397871,337381,60490,16579380,1230617,4674248,16878512,5605733,0.203,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20269118,2215127,0,11290478,5288902,922402,308215,4665632,8616,288873,31796,77202,0,0,0,0,0,353540,44331,3636743,2694603,195297,746843,0
2021-04-20,23038292,554047,492837,61210,16956759,1268447,4813086,17371349,5666943,0.209,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20628714,2409578,0,11614860,5341899,953977,314470,4802512,10574,377379,37830,138838,0,0,0,0,0,359596,194451,3620553,2643714,206482,770357,0
2021-04-21,23750171,711879,640651,71228,17405594,1307508,5037069,18012000,5738171,0.217,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21001445,2748726,0,12002371,5403223,985552,321956,5024077,12992,448835,39061,223983,0,0,0,0,0,372731,339148,3559765,2476261,212292,871212,0
2021-04-22,24381686,631515,566458,65057,17784621,1348451,5248614,18578458,5803228,0.223,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21365701,3015985,0,12326630,5457991,1019621,328830,5232207,16407,379027,40943,211545,0,0,0,0,0,364256,267259,3513742,2324000,216921,972821,0
2021-04-23,24929167,547481,480923,66558,18133130,1390201,5405836,19059381,5869786,0.229,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21744987,3184180,0,12621674,5511456,1051734,338467,5385973,19863,348509,41750,157222,0,0,0,0,0,379286,168195,3469333,2236295,227556,1005482,0
2021-04-24,25295045,365878,307365,58513,18369823,1439055,5486167,19366746,5928299,0.233,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22093954,3201091,0,12817475,5552348,1085354,353701,5463917,22250,236693,48854,80331,0,0,0,0,0,348967,16911,3474272,2250374,254452,969446,0
2021-04-25,25576975,281930,234899,47031,18556500,1472955,5547520,19601645,5975330,0.236,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22370070,3206905,0,12968709,5587791,1109501,363454,5523435,24085,186677,33900,61353,0,0,0,0,0,276116,5814,3490601,2265993,274134,950474,0
2021-04-26,26001808,424833,352757,72076,18869889,1513521,5618336,19954402,6047406,0.24,0.073,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22708311,3293497,62,13222286,5647603,1141681,371840,5590435,27901,313389,40566,70816,62,0,0,0,0,338241,86592,3517563,2290509,282904,944088,62
2021-04-27,26782694,780886,692174,88712,19543676,1564627,5673875,20646576,6136118,0.248,0.074,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23074317,3708377,516,13821036,5722640,1183728,380899,5641812,32063,673787,51106,55539,454,0,0,0,0,366006,414880,3744402,2586917,296180,860789,516
2021-04-28,27896386,1113692,989309,124383,20547430,1621441,5726286,21635885,6260501,0.26,0.075,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23458926,4437460,1229,14717160,5830270,1229281,392160,5689444,36842,1003754,56814,52411,713,0,0,0,0,384609,729083,4146215,3141836,313933,689217,1229
2021-04-29,28829063,932677,802962,129715,21362833,1682208,5781916,22438847,6390216,0.27,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23833535,4995528,2106,15422956,5939877,1278370,403838,5737521,44395,815403,60767,55630,877,0,0,0,0,374609,558068,4447377,3578212,333757,533302,2106
2021-04-30,29616971,787908,654675,133233,22031939,1735024,5847123,23093522,6523449,0.278,0.078,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24221597,5395374,2885,15981821,6050118,1318066,416958,5793635,53488,669106,52816,65207,779,0,0,0,0,388062,399846,4687804,3898809,344823,441287,2885
2021-05-01,29942496,325525,250940,74585,22277333,1773980,5885987,23344462,6598034,0.281,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24522472,5420024,5196,16166841,6110492,1351100,422880,5826521,59466,245394,38956,38864,2311,0,0,0,0,300875,24650,4647451,3907510,334925,399820,5196
2021-05-02,30199125,256629,190062,66567,22467861,1809787,5914704,23534524,6664601,0.283,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24771446,5427679,6773,16302110,6165751,1381812,427975,5850602,64102,190528,35807,28717,1577,0,0,0,0,248974,7655,4622150,3911361,336832,367184,6773
2021-05-03,30623902,424777,317902,106875,22768239,1872526,5975398,23852426,6771476,0.287,0.081,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,25102363,5521539,7739,16515448,6252791,1435533,436993,5901445,73953,300378,62739,60694,966,0,0,0,0,330917,93860,4622094,3898350,359005,357062,7677
