date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23988,0,0,0,0,0,23988,0,0,0,0,0
2020-12-28,18385,0,0,521625,0,0,42373,0,0,521625,0,0
2020-12-29,48567,0,0,0,0,0,90940,0,0,521625,0,0
2020-12-30,61165,0,0,653250,0,0,152105,0,0,1174875,0,0
2020-12-31,48727,0,0,0,0,0,200832,0,0,1174875,0,0
2021-01-01,19273,0,1,0,0,0,220105,0,1,1174875,0,0
2021-01-02,52609,0,0,0,0,0,272714,0,1,1174875,0,0
2021-01-03,24087,0,0,0,0,0,296801,0,1,1174875,0,0
2021-01-04,48342,0,0,0,0,0,345143,0,1,1174875,0,0
2021-01-05,53353,1,0,0,0,0,398496,1,1,1174875,0,0
2021-01-06,62774,1,2,0,0,0,461270,2,3,1174875,0,0
2021-01-07,55988,0,0,0,0,0,517258,2,3,1174875,0,0
2021-01-08,62663,0,0,687375,0,0,579921,2,3,1862250,0,0
2021-01-09,60873,0,0,0,0,0,640794,2,3,1862250,0,0
2021-01-10,34981,0,0,0,0,0,675775,2,3,1862250,0,0
2021-01-11,66137,1,0,0,0,0,741912,3,3,1862250,0,0
2021-01-12,82567,0,2,0,63600,0,824479,3,5,1862250,63600,0
2021-01-13,109912,797,0,0,0,0,934391,800,5,1862250,63600,0
2021-01-14,77911,4584,0,0,0,0,1012302,5384,5,1862250,63600,0
2021-01-15,84443,5437,19,0,0,0,1096745,10821,24,1862250,63600,0
2021-01-16,55271,1772,0,0,0,0,1152016,12593,24,1862250,63600,0
2021-01-17,46097,1305,1,0,0,0,1198113,13898,25,1862250,63600,0
2021-01-18,77596,3568,1,0,0,0,1275709,17466,26,1862250,63600,0
2021-01-19,109141,2989,50,842400,0,0,1384850,20455,76,2704650,63600,0
2021-01-20,127388,2727,4,0,0,0,1512238,23182,80,2704650,63600,0
2021-01-21,101397,2590,0,0,0,0,1613635,25772,80,2704650,63600,0
2021-01-22,99523,2001,12,0,0,0,1713158,27773,92,2704650,63600,0
2021-01-23,84899,383,1,0,0,0,1798057,28156,93,2704650,63600,0
2021-01-24,48904,244,2,0,0,0,1846961,28400,95,2704650,63600,0
2021-01-25,94151,1722,2,0,0,0,1941112,30122,97,2704650,63600,0
2021-01-26,97370,1654,6,489060,0,0,2038482,31776,103,3193710,63600,0
2021-01-27,108595,1926,8,0,0,0,2147077,33702,111,3193710,63600,0
2021-01-28,89148,1635,1,0,0,0,2236225,35337,112,3193710,63600,0
2021-01-29,105977,1405,68,0,0,0,2342202,36742,180,3193710,63600,0
2021-01-30,84831,874,1,0,0,0,2427033,37616,181,3193710,63600,0
2021-01-31,56508,343,0,0,90000,0,2483541,37959,181,3193710,153600,0
2021-02-01,117776,2211,57,0,0,0,2601317,40170,238,3193710,153600,0
2021-02-02,126085,2871,14,747630,0,0,2727402,43041,252,3941340,153600,0
2021-02-03,150199,5951,19,0,0,0,2877601,48992,271,3941340,153600,0
2021-02-04,124310,5457,6,0,0,0,3001911,54449,277,3941340,153600,0
2021-02-05,135087,5880,7,0,0,0,3136998,60329,284,3941340,153600,0
2021-02-06,95309,2466,1,0,0,345600,3232307,62795,285,3941340,153600,345600
2021-02-07,50714,2349,2,0,0,0,3283021,65144,287,3941340,153600,345600
2021-02-08,105263,3861,18,0,0,0,3388284,69005,305,3941340,153600,345600
2021-02-09,127677,3882,108,747630,0,0,3515961,72887,413,4688970,153600,345600
2021-02-10,137110,3592,7022,0,0,0,3653071,76479,7435,4688970,153600,345600
2021-02-11,119010,6949,15418,0,0,0,3772081,83428,22853,4688970,153600,345600
2021-02-12,131807,9472,14046,0,0,391200,3903888,92900,36899,4688970,153600,736800
2021-02-13,91896,3035,12568,0,0,0,3995784,95935,49467,4688970,153600,736800
2021-02-14,55105,2401,7291,0,0,0,4050889,98336,56758,4688970,153600,736800
2021-02-15,106945,4398,14739,0,182400,0,4157834,102734,71497,4688970,336000,736800
2021-02-16,105658,5236,23407,904410,0,0,4263492,107970,94904,5593380,336000,736800
2021-02-17,122232,7524,19643,0,0,0,4385724,115494,114547,5593380,336000,736800
2021-02-18,111349,7762,24350,0,0,0,4497073,123256,138897,5593380,336000,736800
2021-02-19,117492,9356,25060,0,0,715200,4614565,132612,163957,5593380,336000,1452000
2021-02-20,87877,4472,21604,0,0,0,4702442,137084,185561,5593380,336000,1452000
2021-02-21,67245,3228,15275,0,0,0,4769687,140312,200836,5593380,336000,1452000
2021-02-22,126359,8808,24852,0,0,0,4896046,149120,225688,5593380,336000,1452000
2021-02-23,131758,6825,27151,926640,0,0,5027804,155945,252839,6520020,336000,1452000
2021-02-24,131296,7520,34599,0,0,0,5159100,163465,287438,6520020,336000,1452000
2021-02-25,130187,6519,50544,0,0,0,5289287,169984,337982,6520020,336000,1452000
2021-02-26,137928,8563,59408,0,0,0,5427215,178547,397390,6520020,336000,1452000
2021-02-27,92219,4182,50954,0,343200,0,5519434,182729,448344,6520020,679200,1452000
2021-02-28,62332,3895,41721,0,0,0,5581766,186624,490065,6520020,679200,1452000
2021-03-01,128286,9006,56237,0,0,0,5710052,195630,546302,6520020,679200,1452000
2021-03-02,140325,9648,68011,1014390,0,650400,5850377,205278,614313,7534410,679200,2102400
2021-03-03,155624,13310,71467,0,0,0,6006001,218588,685780,7534410,679200,2102400
2021-03-04,142270,13512,84476,0,0,0,6148271,232100,770256,7534410,679200,2102400
2021-03-05,146176,12791,103830,0,0,0,6294447,244891,874086,7534410,679200,2102400
2021-03-06,110249,8556,82746,0,0,0,6404696,253447,956832,7534410,679200,2102400
2021-03-07,82541,6721,59773,0,0,0,6487237,260168,1016605,7534410,679200,2102400
2021-03-08,135167,10990,90539,0,0,0,6622404,271158,1107144,7534410,679200,2102400
2021-03-09,139994,12595,96137,1083420,0,960000,6762398,283753,1203281,8617830,679200,3062400
2021-03-10,155674,11498,112545,0,0,0,6918072,295251,1315826,8617830,679200,3062400
2021-03-11,148165,13072,116589,0,0,0,7066237,308323,1432415,8617830,679200,3062400
2021-03-12,151676,17129,149473,0,0,0,7217913,325452,1581888,8617830,679200,3062400
2021-03-13,114305,9593,121416,0,0,0,7332218,335045,1703304,8617830,679200,3062400
2021-03-14,89496,5051,76256,0,0,0,7421714,340096,1779560,8617830,679200,3062400
2021-03-15,151263,12179,82834,0,0,364800,7572977,352275,1862394,8617830,679200,3427200
2021-03-16,166534,10698,1914,1083420,0,0,7739511,362973,1864308,9701250,679200,3427200
2021-03-17,184476,16878,1373,0,0,0,7923987,379851,1865681,9701250,679200,3427200
