date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23904,23904,23904,0,23904,0,0,23904,0,2.9e-4,0,10593,8659,1301,12645,10552,8592,1301,12577,41,67,0,68,23904,0,0,10593,8659,1301,12645,NA,NA,NA,NA
2020-12-28,42654,18750,18750,0,42654,0,0,42654,0,5.1e-4,0,18506,16015,1988,21523,18465,15948,1988,21455,41,67,0,68,18750,0,0,7913,7356,687,8878,NA,NA,NA,NA
2020-12-29,90832,48178,48178,0,90832,0,0,90832,0,0.00109,0,34191,41143,3103,40788,33920,40803,3103,40313,271,340,0,475,48178,0,0,15685,25128,1115,19265,NA,NA,NA,NA
2020-12-30,153050,62218,62218,0,153050,0,0,153050,0,0.00184,0,54333,74235,4825,64097,54061,73895,4825,63573,272,340,0,524,62218,0,0,20142,33092,1722,23309,NA,NA,NA,NA
2020-12-31,201045,47995,47995,0,201045,0,0,201045,0,0.00242,0,70909,97281,6677,84395,70594,96905,6677,83797,315,376,0,598,47995,0,0,16576,23046,1852,20298,NA,NA,NA,NA
2021-01-01,220445,19400,19400,0,220445,0,0,220445,0,0.00265,0,79205,106058,7755,92812,78890,105682,7755,92214,315,376,0,598,19400,0,0,8296,8777,1078,8417,NA,NA,NA,NA
2021-01-02,272834,52389,52389,0,272834,0,0,272834,0,0.00328,0,100514,130331,10274,113792,100199,129882,10274,113055,315,449,0,737,52389,0,0,21309,24273,2519,20980,272834,272834,0,0
2021-01-03,296909,24075,24075,0,296909,0,0,296909,0,0.00357,0,110733,140823,11208,123809,110418,140373,11208,123072,315,450,0,737,24075,0,0,10219,10492,934,10017,273005,273005,0,0
2021-01-04,345135,48226,48226,0,345135,0,0,345135,0,0.00415,0,127287,165432,13874,139589,126972,164982,13874,138852,315,450,0,737,48226,0,0,16554,24609,2666,15780,302481,302481,0,0
2021-01-05,398826,53691,53691,0,398826,0,0,398826,0,0.0048,0,145231,193196,16410,158402,144916,192745,16410,157665,315,451,0,737,53691,0,0,17944,27764,2536,18813,307994,307994,0,0
2021-01-06,461805,62979,62979,0,461805,0,0,461805,0,0.00555,0,165945,225626,19883,181642,165629,225174,19883,180903,316,452,0,739,62979,0,0,20714,32430,3473,23240,308755,308755,0,0
2021-01-07,517645,55840,55840,0,517645,0,0,517645,0,0.00622,0,185126,254703,22999,197854,184810,254251,22999,197114,316,452,0,740,55840,0,0,19181,29077,3116,16212,316600,316600,0,0
2021-01-08,580837,63192,63192,0,580837,0,0,580837,0,0.00698,0,206249,287598,26441,219053,205923,287043,26437,218159,326,555,4,894,63192,0,0,21123,32895,3442,21199,360392,360392,0,0
2021-01-09,641736,60899,60899,0,641736,0,0,641736,0,0.00772,0,230711,313764,29120,244183,230381,313071,29116,243258,330,693,4,925,60899,0,0,24462,26166,2679,25130,368902,368902,0,0
2021-01-10,676333,34597,34597,0,676333,0,0,676333,0,0.00813,0,245373,328157,30490,256935,245041,327460,30486,256010,332,697,4,925,34597,0,0,14662,14393,1370,12752,379424,379424,0,0
2021-01-11,742301,65968,65968,0,742301,0,0,742301,0,0.00893,0,269826,359365,33717,277327,269493,358667,33713,276402,333,698,4,925,65968,0,0,24453,31208,3227,20392,397166,397166,0,0
2021-01-12,824473,82172,82172,0,824473,0,0,824473,0,0.00991,0,297378,401208,36926,301998,297045,400507,36922,301071,333,701,4,927,82172,0,0,27552,41843,3209,24671,425647,425647,0,0
2021-01-13,934625,110152,110152,0,933826,799,0,934625,0,0.01124,0,334465,458467,40838,337662,334090,457563,40831,336608,375,904,7,1054,109353,799,0,37087,57259,3912,35664,472820,472021,799,0
2021-01-14,1017066,82441,82327,114,1011684,5382,0,1016952,114,0.01223,0,363082,500658,43187,361899,362592,499671,43180,360776,490,987,7,1123,77858,4583,0,28617,42191,2349,24237,499421,494039,5382,0
2021-01-15,1107258,90192,89483,709,1096427,10831,0,1106435,823,0.0133,1e-5,395821,545357,47151,389788,395123,544153,47135,388435,698,1204,16,1353,84743,5449,0,32739,44699,3964,27889,526421,515590,10831,0
2021-01-16,1164643,57385,56390,995,1152040,12603,0,1162825,1818,0.01398,2e-5,419183,570352,49283,409652,418045,568810,49206,407732,1138,1542,77,1920,55613,1772,0,23362,24995,2132,19864,522907,510304,12603,0
2021-01-17,1211500,46857,30280,16577,1197593,13907,0,1193105,18395,0.01435,2.2e-4,438648,590453,51309,429138,430052,582704,50454,417616,8596,7749,855,11522,45553,1304,0,19465,20101,2026,19486,535167,521260,13907,0
2021-01-18,1291879,80379,64971,15408,1274677,17202,0,1258076,33803,0.01513,4.1e-4,467467,632590,53546,449450,452687,618464,52155,430760,14780,14126,1391,18690,77084,3295,0,28819,42137,2237,20312,549578,532376,17202,0
