date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23711,23711,23711,0,23711,0,0,23711,0,2.9e-4,0,9178,7888,1285,13106,9178,7888,1285,13106,0,0,0,0,23711,0,0,9178,7888,1285,13106,NA,NA,NA,NA
2020-12-28,42448,18737,18737,0,42448,0,0,42448,0,5.1e-4,0,17083,15242,1972,21972,17083,15242,1972,21972,0,0,0,0,18737,0,0,7905,7354,687,8866,NA,NA,NA,NA
2020-12-29,85268,42820,42820,0,85268,0,0,85268,0,0.00103,0,30115,36823,3052,38801,30115,36823,3052,38801,0,0,0,0,42820,0,0,13032,21581,1080,16829,NA,NA,NA,NA
2020-12-30,143102,57834,57834,0,143102,0,0,143102,0,0.00172,0,48191,68113,4682,59538,48191,68113,4682,59538,0,0,0,0,57834,0,0,18076,31290,1630,20737,NA,NA,NA,NA
2020-12-31,181969,38867,38867,0,181969,0,0,181969,0,0.00219,0,62074,86858,6523,74912,62074,86858,6523,74912,0,0,0,0,38867,0,0,13883,18745,1841,15374,NA,NA,NA,NA
2021-01-01,206635,24666,24666,0,206635,0,0,206635,0,0.00248,0,69981,96749,7598,87497,69981,96749,7598,87497,0,0,0,0,24666,0,0,7907,9891,1075,12585,NA,NA,NA,NA
2021-01-02,258824,52189,52189,0,258824,0,0,258824,0,0.00311,0,89525,120568,10092,108570,89525,120568,10092,108570,0,0,0,0,52189,0,0,19544,23819,2494,21073,258824,258824,0,0
2021-01-03,283813,24989,24989,0,283813,0,0,283813,0,0.00341,0,99504,131420,11026,119140,99504,131420,11026,119140,0,0,0,0,24989,0,0,9979,10852,934,10570,260102,260102,0,0
2021-01-04,332526,48713,48713,0,332526,0,0,332526,0,0.004,0,115218,156442,13692,134993,115218,156442,13692,134993,0,0,0,0,48713,0,0,15714,25022,2666,15853,290078,290078,0,0
2021-01-05,384918,52392,52392,0,384918,0,0,384918,0,0.00463,0,132142,183669,16177,153136,132142,183668,16177,153136,0,1,0,0,52392,0,0,16924,27227,2485,18143,299650,299650,0,0
