date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23555,0,0,151125,0,0,23555,0,0,151125,0,0
2020-12-28,18746,0,0,521625,0,0,42301,0,0,672750,0,0
2020-12-29,42580,0,0,0,0,0,84881,0,0,672750,0,0
2020-12-30,57944,0,0,653250,0,0,142825,0,0,1326000,0,0
2020-12-31,38622,0,0,0,0,0,181447,0,0,1326000,0,0
2021-01-01,24754,0,0,0,0,0,206201,0,0,1326000,0,0
2021-01-02,51844,0,0,0,0,0,258045,0,0,1326000,0,0
2021-01-03,24990,0,0,0,0,0,283035,0,0,1326000,0,0
2021-01-04,48607,0,0,0,0,0,331642,0,0,1326000,0,0
2021-01-05,52386,0,0,0,0,0,384028,0,0,1326000,0,0
2021-01-06,58679,0,0,0,0,0,442707,0,0,1326000,0,0
2021-01-07,58375,0,0,0,0,0,501082,0,0,1326000,0,0
2021-01-08,60393,0,0,687375,0,0,561475,0,0,2013375,0,0
2021-01-09,57196,0,0,0,0,0,618671,0,0,2013375,0,0
2021-01-10,33291,0,0,0,0,0,651962,0,0,2013375,0,0
2021-01-11,65597,0,0,0,0,0,717559,0,0,2013375,0,0
2021-01-12,82007,0,0,0,63600,0,799566,0,0,2013375,63600,0
2021-01-13,98229,795,0,0,0,0,897795,795,0,2013375,63600,0
2021-01-14,95473,4649,0,0,0,0,993268,5444,0,2013375,63600,0
2021-01-15,87289,5451,0,0,0,0,1080557,10895,0,2013375,63600,0
2021-01-16,55258,1858,0,0,0,0,1135815,12753,0,2013375,63600,0
2021-01-17,43137,1415,0,0,0,0,1178952,14168,0,2013375,63600,0
2021-01-18,72299,1934,0,0,0,0,1251251,16102,0,2013375,63600,0
2021-01-19,93469,1523,0,842400,0,0,1344720,17625,0,2855775,63600,0
2021-01-20,127356,1292,0,0,0,0,1472076,18917,0,2855775,63600,0
2021-01-21,94836,1100,0,0,0,0,1566912,20017,0,2855775,63600,0
2021-01-22,113993,1338,0,0,0,0,1680905,21355,0,2855775,63600,0
2021-01-23,91995,383,0,0,0,0,1772900,21738,0,2855775,63600,0
2021-01-24,65857,244,0,0,0,0,1838757,21982,0,2855775,63600,0
2021-01-25,95866,1474,0,0,0,0,1934623,23456,0,2855775,63600,0
2021-01-26,101076,1589,0,489060,0,0,2035699,25045,0,3344835,63600,0
2021-01-27,110958,1911,0,0,0,0,2146657,26956,0,3344835,63600,0
2021-01-28,93945,6483,0,0,0,0,2240602,33439,0,3344835,63600,0
2021-01-29,107676,1403,0,0,0,0,2348278,34842,0,3344835,63600,0
2021-01-30,86357,874,0,0,0,0,2434635,35716,0,3344835,63600,0
2021-01-31,62327,342,0,0,90000,0,2496962,36058,0,3344835,153600,0
2021-02-01,113853,1577,0,747630,0,0,2610815,37635,0,4092465,153600,0
2021-02-02,125433,2029,0,0,0,0,2736248,39664,0,4092465,153600,0
2021-02-03,136712,5453,0,0,0,0,2872960,45117,0,4092465,153600,0
2021-02-04,130339,5025,0,0,0,0,3003299,50142,0,4092465,153600,0
2021-02-05,127883,4068,0,0,0,0,3131182,54210,0,4092465,153600,0
2021-02-06,100227,3401,0,0,0,345600,3231409,57611,0,4092465,153600,345600
2021-02-07,55940,3459,0,0,0,0,3287349,61070,0,4092465,153600,345600
2021-02-08,103385,3957,16,0,0,0,3390734,65027,16,4092465,153600,345600
2021-02-09,120969,3269,191,747630,0,0,3511703,68296,207,4840095,153600,345600
2021-02-10,136599,4930,7505,0,0,0,3648302,73226,7712,4840095,153600,345600
2021-02-11,123807,5950,13733,0,0,0,3772109,79176,21445,4840095,153600,345600
2021-02-12,134401,9537,13735,0,0,391200,3906510,88713,35180,4840095,153600,736800
2021-02-13,94152,3372,12310,0,0,0,4000662,92085,47490,4840095,153600,736800
2021-02-14,56934,2853,6979,0,0,0,4057596,94938,54469,4840095,153600,736800
2021-02-15,108379,3321,15053,0,182400,0,4165975,98259,69522,4840095,336000,736800
2021-02-16,108090,4628,23382,904410,0,0,4274065,102887,92904,5744505,336000,736800
2021-02-17,122580,6992,19258,0,0,0,4396645,109879,112162,5744505,336000,736800
2021-02-18,114135,7066,23523,0,0,0,4510780,116945,135685,5744505,336000,736800
2021-02-19,118778,7910,22920,0,0,715200,4629558,124855,158605,5744505,336000,1452000
2021-02-20,86245,5459,20740,0,0,0,4715803,130314,179345,5744505,336000,1452000
2021-02-21,65850,4220,15455,0,0,0,4781653,134534,194800,5744505,336000,1452000
2021-02-22,118577,7343,25261,0,0,0,4900230,141877,220061,5744505,336000,1452000
2021-02-23,126538,6257,25705,926640,0,0,5026768,148134,245766,6671145,336000,1452000
2021-02-24,131757,7511,33207,0,0,0,5158525,155645,278973,6671145,336000,1452000
2021-02-25,123322,6104,46554,0,0,0,5281847,161749,325527,6671145,336000,1452000
2021-02-26,129879,6922,50636,0,0,0,5411726,168671,376163,6671145,336000,1452000
2021-02-27,92326,4391,47657,0,343200,0,5504052,173062,423820,6671145,679200,1452000
2021-02-28,66498,3517,42776,0,0,0,5570550,176579,466596,6671145,679200,1452000
2021-03-01,125543,7266,47830,0,0,0,5696093,183845,514426,6671145,679200,1452000
