date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23916,23916,23779,137,23916,0,0,23779,137,2.9e-4,0,10688,8597,1301,12585,10647,8530,1301,12517,41,67,0,68,23916,0,0,10688,8597,1301,12585,NA,NA,NA,NA
2020-12-28,42307,18391,18391,0,42307,0,0,42170,137,5.1e-4,0,18606,15728,1988,21330,18565,15661,1988,21262,41,67,0,68,18391,0,0,7918,7131,687,8745,NA,NA,NA,NA
2020-12-29,90511,48204,47613,591,90511,0,0,89783,728,0.00108,1e-5,34859,40459,3104,40336,34594,40143,3104,39927,265,316,0,409,48204,0,0,16253,24731,1116,19006,NA,NA,NA,NA
2020-12-30,151336,60825,60821,4,151336,0,0,150604,732,0.00181,1e-5,55270,72952,4823,62828,55003,72635,4823,62416,267,317,0,412,60825,0,0,20411,32493,1719,22492,NA,NA,NA,NA
2020-12-31,199808,48472,48359,113,199808,0,0,198963,845,0.00239,1e-5,72460,96175,6675,83317,72148,95821,6675,82832,312,354,0,485,48472,0,0,17190,23223,1852,20489,NA,NA,NA,NA
2021-01-01,219083,19275,19275,0,219082,0,1,218238,845,0.00262,1e-5,80837,104906,7753,91653,80525,104552,7753,91168,312,354,0,485,19274,0,1,8377,8731,1078,8336,NA,NA,NA,NA
2021-01-02,271689,52606,52391,215,271688,0,1,270629,1060,0.00325,1e-5,102401,129186,10273,112630,101995,128757,10273,112005,406,429,0,625,52606,0,0,21564,24280,2520,20977,271689,271688,0,1
2021-01-03,295780,24091,24091,0,295779,0,1,294720,1060,0.00354,1e-5,112674,139682,11207,122655,112268,139253,11207,122030,406,429,0,625,24091,0,0,10273,10496,934,10025,271864,271863,0,1
2021-01-04,344126,48346,48346,0,344125,0,1,343066,1060,0.00413,1e-5,129278,164370,13874,138469,128872,163941,13874,137844,406,429,0,625,48346,0,0,16604,24688,2667,15814,301819,301818,0,1
2021-01-05,397485,53359,53336,23,397483,1,1,396402,1083,0.00477,1e-5,147620,192024,16412,157037,147212,191574,16412,156410,408,450,0,627,53358,1,0,18342,27654,2538,18568,306974,306972,1,1
2021-01-06,460229,62744,62743,1,460225,2,2,459145,1084,0.00552,1e-5,169133,224949,19832,180197,168724,224499,19832,179570,409,450,0,627,62742,1,1,21513,32925,3420,23160,308893,308889,2,2
2021-01-07,515980,55751,55747,4,515976,2,2,514892,1088,0.00619,1e-5,188716,254128,22880,196502,188305,253676,22880,195873,411,452,0,629,55751,0,0,19583,29179,3048,16305,316172,316168,2,2
2021-01-08,578645,62665,62366,299,578641,2,2,577258,1387,0.00694,2e-5,211067,286573,26245,217491,210558,285967,26241,216725,509,606,4,766,62665,0,0,22351,32445,3365,20989,359562,359559,2,1
2021-01-09,639495,60850,60800,50,639491,2,2,638058,1437,0.00767,2e-5,236875,312475,28923,242591,236354,311834,28919,241815,521,641,4,776,60850,0,0,25808,25902,2678,25100,367806,367803,2,1
2021-01-10,674475,34980,34974,6,674471,2,2,673032,1443,0.00809,2e-5,252009,327029,30295,255581,251486,326384,30291,254805,523,645,4,776,34980,0,0,15134,14554,1372,12990,378695,378692,2,1
2021-01-11,740407,65932,65885,47,740402,3,2,738917,1490,0.00888,2e-5,277016,358295,33503,275949,276473,357630,33499,275147,543,665,4,802,65931,1,0,25007,31266,3208,20368,396281,396277,3,1
2021-01-12,822795,82388,82338,50,822788,3,4,821255,1540,0.00987,2e-5,305134,400346,36493,300843,304589,399676,36489,300003,545,670,4,840,82386,0,2,28118,42051,2990,24894,425310,425305,2,3
2021-01-13,933350,110555,110191,364,932545,801,4,931446,1904,0.0112,2e-5,344543,457778,40396,336369,343978,456866,40377,335410,565,912,19,959,109757,798,0,39409,57432,3903,35526,473121,472320,799,2
