date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23916,0,0,0,0,0,23916,0,0,0,0,0
2020-12-28,18391,0,0,521625,0,0,42307,0,0,521625,0,0
2020-12-29,48204,0,0,0,0,0,90511,0,0,521625,0,0
2020-12-30,60825,0,0,653250,0,0,151336,0,0,1174875,0,0
2020-12-31,48472,0,0,0,0,0,199808,0,0,1174875,0,0
2021-01-01,19274,0,1,0,0,0,219082,0,1,1174875,0,0
2021-01-02,52606,0,0,0,0,0,271688,0,1,1174875,0,0
2021-01-03,24091,0,0,0,0,0,295779,0,1,1174875,0,0
2021-01-04,48346,0,0,0,0,0,344125,0,1,1174875,0,0
2021-01-05,53358,1,0,0,0,0,397483,1,1,1174875,0,0
2021-01-06,62742,1,1,0,0,0,460225,2,2,1174875,0,0
2021-01-07,55751,0,0,0,0,0,515976,2,2,1174875,0,0
2021-01-08,62665,0,0,687375,0,0,578641,2,2,1862250,0,0
2021-01-09,60850,0,0,0,0,0,639491,2,2,1862250,0,0
2021-01-10,34980,0,0,0,0,0,674471,2,2,1862250,0,0
2021-01-11,65931,1,0,0,0,0,740402,3,2,1862250,0,0
2021-01-12,82386,0,2,0,63600,0,822788,3,4,1862250,63600,0
2021-01-13,109757,798,0,0,0,0,932545,801,4,1862250,63600,0
2021-01-14,77801,4585,0,0,0,0,1010346,5386,4,1862250,63600,0
2021-01-15,84370,5437,19,0,0,0,1094716,10823,23,1862250,63600,0
2021-01-16,55057,1772,0,0,0,0,1149773,12595,23,1862250,63600,0
2021-01-17,45676,1305,1,0,0,0,1195449,13900,24,1862250,63600,0
2021-01-18,76928,3289,1,0,0,0,1272377,17189,25,1862250,63600,0
2021-01-19,108404,2774,50,842400,0,0,1380781,19963,75,2704650,63600,0
2021-01-20,126666,2518,4,0,0,0,1507447,22481,79,2704650,63600,0
2021-01-21,100824,2323,0,0,0,0,1608271,24804,79,2704650,63600,0
2021-01-22,99432,1991,12,0,0,0,1707703,26795,91,2704650,63600,0
2021-01-23,84591,383,1,0,0,0,1792294,27178,92,2704650,63600,0
2021-01-24,48902,244,2,0,0,0,1841196,27422,94,2704650,63600,0
2021-01-25,94153,1579,2,0,0,0,1935349,29001,96,2704650,63600,0
2021-01-26,97254,1654,5,489060,0,0,2032603,30655,101,3193710,63600,0
2021-01-27,108478,1926,8,0,0,0,2141081,32581,109,3193710,63600,0
2021-01-28,88917,1635,1,0,0,0,2229998,34216,110,3193710,63600,0
2021-01-29,105953,1405,68,0,0,0,2335951,35621,178,3193710,63600,0
2021-01-30,84244,874,1,0,0,0,2420195,36495,179,3193710,63600,0
2021-01-31,56098,342,0,0,90000,0,2476293,36837,179,3193710,153600,0
2021-02-01,117204,2211,57,0,0,0,2593497,39048,236,3193710,153600,0
2021-02-02,125232,2648,14,747630,0,0,2718729,41696,250,3941340,153600,0
2021-02-03,148880,5737,19,0,0,0,2867609,47433,269,3941340,153600,0
2021-02-04,123545,5277,6,0,0,0,2991154,52710,275,3941340,153600,0
2021-02-05,133087,5836,7,0,0,0,3124241,58546,282,3941340,153600,0
2021-02-06,93752,2466,1,0,0,345600,3217993,61012,283,3941340,153600,345600
2021-02-07,50399,2349,2,0,0,0,3268392,63361,285,3941340,153600,345600
2021-02-08,104716,3861,18,0,0,0,3373108,67222,303,3941340,153600,345600
2021-02-09,127023,3882,108,747630,0,0,3500131,71104,411,4688970,153600,345600
2021-02-10,136082,3357,7102,0,0,0,3636213,74461,7513,4688970,153600,345600
2021-02-11,118815,6713,15470,0,0,0,3755028,81174,22983,4688970,153600,345600
2021-02-12,131368,9236,14118,0,0,391200,3886396,90410,37101,4688970,153600,736800
2021-02-13,91903,3035,12707,0,0,0,3978299,93445,49808,4688970,153600,736800
2021-02-14,55096,2401,7257,0,0,0,4033395,95846,57065,4688970,153600,736800
2021-02-15,106924,4217,14584,0,182400,0,4140319,100063,71649,4688970,336000,736800
2021-02-16,105671,4953,23420,904410,0,0,4245990,105016,95069,5593380,336000,736800
2021-02-17,122122,7262,19631,0,0,0,4368112,112278,114700,5593380,336000,736800
2021-02-18,111325,7453,24305,0,0,0,4479437,119731,139005,5593380,336000,736800
2021-02-19,117474,9069,24760,0,0,715200,4596911,128800,163765,5593380,336000,1452000
2021-02-20,87869,4472,21606,0,0,0,4684780,133272,185371,5593380,336000,1452000
2021-02-21,67106,3228,15275,0,0,0,4751886,136500,200646,5593380,336000,1452000
2021-02-22,125951,8386,24822,0,0,0,4877837,144886,225468,5593380,336000,1452000
2021-02-23,131433,6399,27125,926640,0,0,5009270,151285,252593,6520020,336000,1452000
2021-02-24,131231,7186,34463,0,0,0,5140501,158471,287056,6520020,336000,1452000
2021-02-25,129242,6256,50294,0,0,0,5269743,164727,337350,6520020,336000,1452000
2021-02-26,137067,8279,58863,0,0,0,5406810,173006,396213,6520020,336000,1452000
2021-02-27,91988,4182,50618,0,343200,0,5498798,177188,446831,6520020,679200,1452000
2021-02-28,62290,3894,41677,0,0,0,5561088,181082,488508,6520020,679200,1452000
